30396ae1496460d7582e58e5b4ec89bb50cb987544d7821d202b9c8f55db2190,e97256940d89e57581083de18e36a5af1c0543bd378d949b75c235be753b344c,422cc46635f30d2934bd09ededf86583b9f53ed51fd1a02b3ef8e0869cf86320,f1e6ad28a2df800bad94ab6ed2e8dbfc9a8773dc6d2075148e768eb9502d362e,f7d17443dfee3a5e3a1e8db39ea445858351323fab72c731645242cb56c580d7,b756d5f0383c0abee124b18f10ca2eb767e713a4c296432587794d1e5a376d81,0ff2e6eef4354b051ff7599ce37be5906bdedc1c3c52cc617c654ad80a9620be,048547a3668167dea42088b5ef26e979ae2f2c9664fb7e74310676e04ae52715
"ㄕ","10080","1","3008000","ㄗ","2","獅子","被稱為百獸之王的貓科大型肉食野獸。"
"ㄚ","10080","1","3008001","ㄠ","2","大貓","會發出吼叫聲的大型貓科物種。嘎喔！"
"ㄨㄢ","10080","2","3008002","ㄨㄤ","2","萬獸之王","擁有威風鬃毛的最強野獸。"
"ㄨㄥ","10080","2","3008003","ㄠ","2","鬃毛","生長在馬或公獅子脖子周圍的毛髮。"
"ㄨ","10080","2","3008004","ㄟ","2","哺乳類","全身覆滿了毛，以四條腿走路的大型動物。"
"ㄠ","10080","3","3008005","ㄕ","2","奧爾獅","獅子座之魔星獸，會用灼熱咆哮將攻擊牠的敵人全數燒盡。"
"ㄧㄢ","10081","1","3008100","ㄧ","2","鉛筆","用木頭包覆有色筆芯的筆記用具。"
"ㄕ","10081","1","3008101","ㄛ","2","石墨","被用來當作鉛筆筆芯的材料。"
"ㄨㄥ","10081","2","3008102","ㄧㄠ","2","紅色顏料","說到批改考卷就會常看到的顏色。"
"ㄧ","10081","2","3008103","ㄩ","2","筆記用具","鉛筆、橡皮擦等書桌用具的總稱。"
"ㄚ","10081","3","3008104","ㄧㄢ","2","殺手筆劍","克蘿依最愛的棒狀帶刺武器。"
"ㄞ","10082","1","3008200","ㄧㄤ","2","太陽","自己產生能量、發光發熱的星體。"
"ㄧㄢ","10082","1","3008201","ㄧㄤ","2","豔陽","和煦亮麗的陽光。"
"ㄧㄤ","10082","2","3008202","ㄨㄤ","2","陽光","指太陽發出的光芒。"
"ㄧㄥ","10082","2","3008203","ㄧㄢ","2","晴天","空中雲朵較少、有太陽露臉的溫暖天氣。"
"ㄨㄥ","10083","1","3008300","ㄧㄥ","2","空艇","靠魔法浮力翱翔天際的充氣交通工具。"
"ㄨㄢ","10083","2","3008301","ㄨㄢ","2","船","載著人或物在水上前進的交通工具。"
"ㄟ","10083","2","3008302","ㄨㄢ","2","飛行船","靠充氣等方式讓機體浮起、加入動力和舵，在空中飛行的船。"
"ㄠ","10083","2","3008303","ㄧ","2","遨遊天際","搭乘可飛行的交通工具，在空中移動，甚至可以四處旅遊。"
"ㄛ","10083","3","3008304","ㄨㄟ","2","莫妮卡的艦隊","（預計）由莫妮卡提督指揮的飛空艇艦隊。"
"ㄟ","10084","1","3008400","ㄨㄟ","2","玫瑰","莖上帶刺的美麗紅花。"
"ㄧㄥ","10084","1","3008401","ㄧ","2","荊棘","在村落附近相當常見，帶刺灌木的總稱。"
"ㄨㄚ","10084","1","3008402","ㄨㄚ","2","花","植物的繁殖器官，多數都很漂亮。"
"ㄨㄥ","10084","3","3008403","ㄣ","2","紅薔薇之人","在千鈞一髮之際給予Shiny★智協助的神秘人物。到底是誰呢……"
"ㄡ","10085","1","3008500","ㄙ","2","壽司","在握成小團的飯上放魚片等食材的東國料理。"
"ㄜ","10085","1","3008501","ㄧ","2","和式料理","具有東國代表特色的料理。"
"ㄨㄟ","10085","1","3008502","ㄩ","2","鮪魚","美味的紅肉魚。"
"ㄧㄣ","10085","3","3008503","ㄙ","2","金槍鮪握壽司","奢侈地使用了需要相當費力才能捕獲的金槍鮪的握壽司。"
"ㄚ","10085","3","3008504","ㄕ","2","大間的美食","大間能捕到最高級的魚，金槍鮪。"
"ㄧㄥ","10086","1","3008600","ㄗ","2","鏡子","會映出自己模樣的神奇道具。"
"ㄢ","10086","2","3008601","ㄜ","2","反射","一種傳播方向產生變化的物理現象。"
"ㄧ","10086","2","3008602","ㄩ","2","禮節道具","用於整理儀容的道具。"
"ㄩㄝ","10086","3","3008603","ㄧㄣ","2","雪的愛用物品","啊啊，我今天也很美麗呢！"
"ㄡ","10087","1","3008700","ㄨㄢ","2","后冠","女王或公主戴在頭頂上的豪華飾品。"
"ㄨㄢ","10087","1","3008701","ㄧㄢ","2","冠冕","王族等人物配戴在頭上的豪華飾品。"
"ㄕ","10087","2","3008702","ㄧㄣ","2","飾品","穿戴在身上，主要用於裝飾的物品。"
"ㄧㄚ","10087","2","3008703","ㄕ","2","加冕儀式","代表權力之冠冕帶上的一種儀式。"
"ㄢ","10087","3","3008704","ㄨㄢ","2","貪吃佩可的皇冠","其實隱藏著強大力量的皇家裝備的一部分。"
"ㄨㄤ","10087","3","3008705","ㄟ","2","皇家的裝備","裝備後威力會大幅提升，但是好像肚子會餓。"
"ㄨㄢ","10088","1","3008800","ㄨ","2","關東煮","將肉和蔬菜加入高湯，長時間燉煮的熱呼呼料理。"
"ㄨㄣ","10088","1","3008801","ㄞ","2","燉菜","肉和蔬菜的燉煮料理。"
"ㄨㄛ","10088","1","3008802","ㄗ","2","鍋子","煮食物用的調理器具。"
"ㄧㄥ","10088","3","3008803","ㄨ","2","頂級的龍尾關東煮","用狂怒綠龍尾巴高湯燉煮的頂級關東煮。"
"ㄥ","10089","1","3008900","ㄠ","2","燈泡","靠魔法之力發光的道具。"
"ㄠ","10089","1","3008901","ㄧㄥ","2","照明","照亮黑暗的光。"
"ㄞ","10089","2","3008902","ㄥ","2","白熾燈","利用熱能放射來發光的玻璃球。"
"ㄧ","10089","2","3008903","ㄠ","2","迷你燈泡","較小顆的燈泡。"
"ㄧㄤ","10089","2","3008904","ㄧㄥ","2","亮晶晶","表現光芒閃爍的狀聲詞。"
"ㄧㄚ","10089","3","3008905","ㄢ","2","霞的靈光一閃","導出真相的靈感之力。只要交給名偵探，任何難解事件都能解決！"
"ㄩㄣ","10090","1","3009000","ㄨㄛ","2","雲朵","飄在空中，由水滴或冰粒組成的團塊，會產生雨和雷。"
"ㄧ","10090","2","3009001","ㄩㄣ","2","積雨雲","夏季天空經常出現，不斷冒出湧動的大片雲朵。"
"ㄧㄣ","10090","2","3009002","ㄧㄢ","2","陰天","被雲遮蓋而看不見太陽的天氣。"
"ㄧㄢ","10090","2","3009003","ㄤ","2","棉花糖","放入口中就會唰地溶化，又白又軟綿的白色甜點。"
"ㄟ","10090","3","3009004","ㄟ","2","雷雷","使喚著雷雲，天真無邪地四處大鬧的雷娘。"
"ㄨ","10091","1","3009100","ㄡ","2","斧頭","可以砍樹的道具，也能當作武器。"
"ㄕ","10091","1","3009101","ㄨ","2","石斧","用石頭做的斧頭，通常被當作武器或農具。"
"ㄚ","10091","2","3009102","ㄩ","2","伐木工具","由一根木棍把手接著一塊梯形刀片所組成，可用來砍樹。"
"ㄜ","10091","3","3009103","ㄧ","2","哥布林王者的武器","老練的哥布林戰士手上的武器。"
"ㄨㄣ","10092","1","3009200","ㄩㄢ","2","溫泉","用自然湧出的熱水打造的浴池。暖暖身子吧。"
"ㄨ","10092","1","3009201","ㄤ","2","露天浴場","設置在野外或戶外，沒有屋頂的浴池。"
"ㄥ","10092","1","3009202","ㄢ","2","蒸煮溫泉蛋","以溫泉煮熟的水煮嫩蛋，是種美味的雞蛋料理。"
"ㄧㄥ","10092","2","3009203","ㄤ","2","名湯","能緩解身體疲勞與不適的知名溫泉。"
"ㄧ","10092","3","3009204","ㄩㄢ","2","伊麗莎白牧場溫泉","牧場湧出的天然溫泉。來泡一泡消除疲勞吧。"
"ㄣ","10093","1","3009300","ㄡ","2","枕頭","安眠的必需品。"
"ㄠ","10093","1","3009301","ㄣ","2","抱枕","用來環抱的大型枕頭。"
"ㄧㄣ","10093","2","3009302","ㄩ","2","寢具","如被子、枕頭、睡衣等，睡覺時使用物品的總稱。"
"ㄨㄟ","10093","2","3009303","ㄧㄣ","2","睡眠用品","睡覺時不可或缺的物品。今晚也能一夜好眠。"
"ㄨ","10093","3","3009304","ㄨ","2","初音的寶物","栞贈送的禮物。其實無論何時何地都想帶著走。"
"ㄚ","10094","1","3009400","ㄓ","2","雜誌","印著圖畫或照片的有趣讀物。"
"ㄢ","10094","2","3009401","ㄨㄚ","2","漫畫","有著訪談、娛樂資訊等各種豐富內容的讀物。"
"ㄕ","10094","2","3009402","ㄨ","2","時尚刊物","刊登時尚相關文章的書籍。"
"ㄧㄥ","10094","3","3009403","ㄧ","2","鈴奈的寫真集","在蘭德索爾，無論男女老少都非常喜愛。"
"ㄧ","10095","1","3009500","ㄨ","2","擊鼓","透過敲打鼓面發出聲音。咚咚咚！"
"ㄧㄠ","10095","1","3009501","ㄨ","2","小鼓","敲打會發出高音的小型鼓。"
"ㄨ","10095","2","3009502","ㄤ","2","鼓棒","用來敲擊鼓面產生音調的敲擊棒。"
"ㄧㄣ","10095","2","3009503","ㄩ","2","進行曲","一種具有強力音樂節奏的樂曲形式。"
"ㄚ","10095","2","3009504","ㄧ","2","打擊樂器","透過敲、打、搖晃等方式發出聲音的樂器總稱。"
"ㄧㄥ","10096","1","3009600","ㄨㄛ","2","星座","在夜空中，將星星連線來看作各種事物的東西。"
"ㄧㄢ","10096","1","3009601","ㄧ","2","天體","存在於宇宙中的星星總稱，包括壁球、月亮、太陽。"
"ㄧㄣ","10096","1","3009602","ㄜ","2","銀河","由各種星星、氣態物質、宇宙塵埃等匯聚而成的巨大天體。"
"ㄧㄝ","10096","2","3009603","ㄨㄥ","2","夜空","太陽西沈，暗到能看見星星和月亮的天空。"
"ㄥ","10096","2","3009604","ㄧㄥ","2","恆星","點亮夜空的主角們。"
"ㄢ","10096","3","3009605","ㄨㄛ","2","飯糰座","那個星座……看起來很像飯糰吧？太讚了吧☆"
"ㄢ","10097","1","3009700","ㄧㄝ","2","番茄","又甜又酸的夏季蔬菜。其實是茄子的同類。"
"ㄧㄠ","10097","1","3009701","ㄧㄝ","2","小番茄","一口大小的番茄，有的品種是黃色的。"
"ㄧ","10097","2","3009702","ㄕ","2","西紅柿","番茄的別名。"
"ㄧㄝ","10097","2","3009703","ㄧ","2","茄汁料理","將番茄燉煮並調味所製成的料理。"
"ㄠ","10098","1","3009800","ㄧ","2","草地","茂密地長著草的寬廣空地。"
"ㄨㄤ","10098","1","3009801","ㄩㄢ","2","廣闊草原","幾乎沒有樹木，被花草覆蓋的遼闊大地。"
"ㄩㄢ","10098","1","3009802","ㄧㄝ","2","原野","長著草的寬廣平地。"
"ㄞ","10099","1","3009900","ㄨㄥ","2","彩虹","偶爾會出現在剛下完雨的天空，因陽光反射而出現的奇蹟。"
"ㄩㄝ","10099","1","3009901","ㄨㄥ","2","月虹","出現於夜晚，因月光折射而產生的奇蹟。"
"ㄧ","10099","1","3009902","ㄞ","2","七彩","彩虹中能看見的七種顏色，由紅橙黃綠藍靛紫組成。"
"ㄨㄚ","10099","2","3009903","ㄧㄠ","2","掛在天上的橋","彷彿朝天空延伸一般出現的彩虹。"
"ㄩ","10099","2","3009904","ㄡ","2","雨後","雨停過後的短暫時間。"
"ㄠ","10100","1","3010000","ㄧㄥ","2","刨冰","將冰塊打碎、淋上蜜糖，看起來像雪花的夏日甜點。"
"ㄢ","10100","1","3010001","ㄧ","2","藍色夏威夷","一片湛藍，如同清爽的海洋一般，淋在刨冰上的蜜糖。"
"ㄧㄥ","10100","2","3010002","ㄚ","2","冰沙","用冰淇淋或水果點綴得五彩繽紛的豪華刨冰。"
"ㄧㄚ","10100","2","3010003","ㄕ","2","夏天風物詩","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。"
"ㄨ","10101","1","3010100","ㄧㄝ","2","蝴蝶","靠美麗的翅膀飄然舞動，像妖精一樣的昆蟲。"
"ㄥ","10101","1","3010101","ㄧㄝ","2","鳳蝶","美麗的大型蝴蝶的一種，後翅多有長長突起。"
"ㄟ","10101","1","3010102","ㄧㄝ","2","黑鳳蝶","以黑色大翅膀舞動的美麗蝴蝶。"
"ㄨㄥ","10101","2","3010103","ㄨㄥ","2","蟲","除人、獸、鳥、魚以外小動物的總稱。幾乎都數量繁多。"
"ㄧㄝ","10101","2","3010104","ㄕ","2","蝶式","競技游泳的一種，因外形像蝴蝶而得名。"
"ㄧㄢ","10101","3","3010105","ㄧㄝ","2","變貌幻蝶","變貌大妃的幻化蝴蝶。"
"ㄠ","10102","1","3010200","ㄚ","2","高塔","高聳矗立的建築物。"
"ㄚ","10102","2","3010201","ㄞ","2","塔羅牌","眾多塔羅牌的其中一張。"
"ㄨㄢ","10102","2","3010202","ㄞ","2","觀景台","為眺望遠方而蓋的建築物。"
"ㄧㄠ","10102","2","3010203","ㄧㄢ","2","瞭望點","為監視目的地而蓋的高聳建築物。"
"ㄛ","10102","2","3010204","ㄡ","2","摩天大樓","彷彿直達天際的高聳建築物。"
"ㄧㄥ","10103","1","3010300","ㄧㄣ","2","冰淇淋","冰～冰甜～甜的點心。"
"ㄧㄢ","10103","1","3010301","ㄨㄥ","2","甜筒","「冰淇淋」的別稱。夏日消暑好選擇。"
"ㄛ","10103","2","3010302","ㄨㄟ","2","薄荷巧克力口味","又甜又會瞬間在口中擴散的清爽口味。"
"ㄚ","10103","2","3010303","ㄨ","2","叭噗","「冰淇淋」的另一種說法。"
"ㄩㄝ","10103","3","3010304","ㄧ","2","雪菲喜歡的東西","雪菲是薄荷巧克力派。"
"ㄧㄢ","10104","1","3010400","ㄩㄢ","2","甜甜圈","中央有個洞的輪狀甜點。"
"ㄨㄛ","10104","2","3010401","ㄗ","2","多拿滋","「甜甜圈」的另一種稱呼。"
"ㄧㄠ","10104","2","3010402","ㄧㄢ","2","巧克力甜點","淋上了巧克力的標準點心。"
"ㄧㄠ","10105","1","3010500","ㄩㄢ","2","票券","可以兌換食物、進入設施的票券。"
"ㄨㄥ","10105","1","3010501","ㄥ","2","通行證","表述約定或權利的紙張。"
"ㄠ","10105","3","3010502","ㄩㄢ","2","掃蕩券","可跳過已通關冒險的方便道具。"
"ㄧㄡ","10106","1","3010600","ㄩㄢ","2","游泳圈","浮在水上的道具。在水上漂浮真舒服。"
"ㄠ","10106","2","3010601","ㄩㄢ","2","造型泳圈","特殊形狀的泳圈。和凱留小姐一樣有著可愛的貓耳朵呢。"
"ㄢ","10106","2","3010602","ㄧㄣ","2","旱鴨子必備的物品","只要有了這個，不會游泳也沒關係。"
"ㄞ","10106","3","3010603","ㄩㄢ","2","凱留的游泳圈","不擅長游泳的凱留最愛用的可愛貓咪造型游泳圈。"
"ㄞ","10107","1","3010700","ㄧㄥ","2","太陽眼鏡","在刺眼陽光或強力照明下時髦地守護我們。"
"ㄟ","10107","2","3010701","ㄧㄥ","2","黑色護目鏡","「太陽眼鏡」的另一種說法。"
"ㄛ","10107","2","3010702","ㄧㄢ","2","墨色鏡片","黑色鏡片的眼鏡。"
"ㄨ","10107","2","3010703","ㄨ","2","無情冷酷","非常適合配戴太陽眼鏡的酷帥生活方式。"
"ㄧㄠ","10107","3","3010704","ㄧㄥ","2","小凱留的太陽眼鏡","小凱留的夏日時尚配件。實在太適合了，太讚了吧！"
"ㄡ","10108","1","3010800","ㄧㄢ","2","手裏劍","忍者丟擲的武器。"
"ㄧㄡ","10108","2","3010801","ㄧ","2","丟擲武器","指可以用來投擲的攻擊型武器。"
"ㄣ","10108","2","3010802","ㄜ","2","忍者","在暗中進行諜報等祕密活動的人物。"
"ㄚ","10108","3","3010803","ㄢ","2","大江戶的特產","在大江戶相當受歡迎的土產。"
"ㄧㄚ","10109","1","3010900","ㄧㄚ","2","家","生活的據點，想在天黑前回去。"
"ㄨ","10109","1","3010901","ㄞ","2","住宅","意指家，回去就會感到安心。"
"ㄤ","10109","2","3010902","ㄗ","2","房子","「家」的代表。今天也想圍著餐桌吃著熱騰騰的飯菜。"
"ㄧㄢ","10109","2","3010903","ㄨ","2","建築物","人們為了居住或保管物品所建造的建築物。"
"ㄨㄥ","10109","3","3010904","ㄨ","2","公會小屋","「公會」的活動據點，對大家而言很重要的地方。"
"ㄟ","10110","1","3011000","ㄨㄢ","2","美味飯糰","捏握熟飯作成的料理，在內部加入配料也很美味。"
"ㄚ","10110","2","3011001","ㄧㄠ","2","炸蝦餡料","常見的飯糰餡料之一。據說是貪吃佩可手上最常拿著的飯糰種類。"
"ㄨ","10110","3","3011002","ㄨㄢ","2","無限飯糰","一直吃一直吃也吃不完的夢幻飯糰。"
"ㄢ","10110","3","3011003","ㄧ","2","貪吃佩可喜歡的東西","戰鬥中也不能放手呢☆"
"ㄩ","10111","1","3011100","ㄧㄠ","2","綠色青椒","苦苦～的綠色蔬菜。"
"ㄞ","10111","2","3011101","ㄧㄠ","2","彩椒","很像青椒但不會苦的蔬菜，色彩繽紛。"
"ㄨㄤ","10111","2","3011102","ㄞ","2","黃綠色蔬菜","積極攝取似乎對身體很好。"
"ㄧㄥ","10111","3","3011103","ㄧ","2","鏡華不喜歡的東西","雖然紅蘿蔔也很討厭，但青椒更是吃不下去。"
"ㄧ","10112","1","3011200","ㄗ","2","栗子","被刺刺硬殼所保護的甘甜果實。"
"ㄤ","10112","2","3011201","ㄗ","2","糖炒栗子","使用砂糖來炒熱栗子。"
"ㄧㄢ","10112","2","3011202","ㄜ","2","尖殼","保護著內部的果實，刺到會很痛。"
"ㄧㄡ","10112","2","3011203","ㄕ","2","秋季美食","代表秋天的美食。"
"ㄠ","10113","1","3011300","ㄨㄚ","2","烤地瓜","用烤的地瓜料理。"
"ㄢ","10113","1","3011301","ㄨ","2","蕃薯","有著甘甜好吃的美妙滋味。"
"ㄧㄢ","10113","2","3011302","ㄨ","2","甜薯","「蕃薯」的別稱。"
"ㄧㄡ","10113","2","3011303","ㄕ","2","秋季美食","代表秋天的美食。"
"ㄜ","10113","2","3011304","ㄨ","2","熱呼呼剛出爐","烤地瓜最美味的時機，小心別燙傷了。"
"ㄚ","10114","1","3011400","ㄧㄠ","2","辣椒","非常嗆辣的辛香料，是青椒的同類。"
"ㄧㄥ","10114","1","3011401","ㄧㄠ","2","鷹爪辣椒","「辣椒」的種類之一。"
"ㄧ","10114","2","3011402","ㄣ","2","七味粉","以辣椒為主材料的調味料。"
"ㄧㄤ","10114","2","3011403","ㄧㄠ","2","香料","點綴料理的辛香料。"
"ㄙ","10114","3","3011404","ㄕ","2","似龍生物的火焰果實","似龍的珍藏。"
"ㄧㄚ","10115","1","3011500","ㄗ","2","蝦子","棲息於水中或潮濕地面的甲殼類動物。"
"ㄚ","10115","2","3011501","ㄧㄚ","2","炸蝦","將蝦子裹上麵粉後，進行油炸的一種料理。"
"ㄞ","10115","2","3011502","ㄧㄢ","2","海鮮","來自海洋的美味贈禮。"
"ㄧㄢ","10115","2","3011503","ㄢ","2","現捕海產","海產的鮮度就是一切。"
"ㄩㄣ","10116","1","3011600","ㄗ","2","裙子","穿在腰部以下的筒狀衣物。"
"ㄧ","10116","2","3011601","ㄩㄣ","2","迷你裙","長度較短的裙子。"
"ㄞ","10116","2","3011602","ㄩㄣ","2","百褶裙","從腰部到裙擺重複打了許多褶子的裙子。"
"ㄨ","10117","1","3011700","ㄗ","2","褲子","穿在腰部以下的衣物，有做出胯下的形狀。"
"ㄧㄚ","10117","2","3011701","ㄕ","2","下半身服飾","穿在腰部以下衣物的總稱。"
"ㄨㄥ","10117","2","3011702","ㄨ","2","工作服","工作時能更方便行動的衣裝。"
"ㄨㄢ","10117","2","3011703","ㄨ","2","短褲","長度較短的褲子。"
"ㄟ","10118","1","3011800","ㄧ","2","飛機","能在空中飛行的交通工具，不是鳥但有翅膀。"
"ㄨㄛ","10118","2","3011801","ㄧㄤ","2","螺旋槳","為了驅動船或飛機而裝上的旋轉式翅膀。"
"ㄧㄠ","10118","2","3011802","ㄨㄥ","2","遙控","無人搭乘、遠端操縱。"
"ㄧ","10118","2","3011803","ㄧ","2","機翼","模仿鳥類的翅膀，是飛機用來維持空中穩定度的主要部件。"
"ㄩ","10119","1","3011900","ㄧ","2","雨滴","從天而降的水滴，主要是由雲朵產生。"
"ㄨㄟ","10119","2","3011901","ㄨㄢ","2","水循環","自然界的水在大氣與陸地及海洋間轉換，循環不已。"
"ㄧㄣ","10119","2","3011902","ㄧㄢ","2","陰雨天","陰灰下雨日的天氣。"
"ㄚ","10119","2","3011903","ㄩ","2","大雨","大規模降雨。"
"ㄡ","10120","1","3012000","ㄤ","2","手杖","細長的棒狀道具。"
"ㄧㄥ","10120","2","3012001","ㄩ","2","行動輔具","人們用來支撐身體的工具。"
"ㄛ","10120","2","3012002","ㄤ","2","魔杖","用於施展魔法的道具，一邊揮舞一邊詠唱咒語吧。"
"ㄧㄢ","10121","1","3012100","ㄧㄤ","2","尖槍","在長柄前端有著刀刃的武器。"
"ㄠ","10121","2","3012101","ㄠ","2","矛","桿端有尖刃的長柄武器。"
"ㄞ","10121","2","3012102","ㄨㄤ","2","百兵之王","自古對槍的美稱。"
"ㄤ","10121","3","3012103","ㄨㄥ","2","蒼龍槍蛟龍","美冬的專用武器。"
"ㄡ","10122","1","3012200","ㄨㄟ","2","頭盔","用於保護頭部的防具。"
"ㄞ","10122","2","3012201","ㄧㄚ","2","鎧甲","用堅固素材製成，用於保護身體的防具。"
"ㄨㄟ","10122","2","3012202","ㄧㄚ","2","盔甲","「甲冑」的另一種說法。"
"ㄤ","10122","2","3012203","ㄩ","2","防具","保護身體的裝備。"
"ㄨㄢ","10122","3","3012204","ㄧㄚ","2","團員們的鎧甲","聲名遠播的王宮騎士團的鎧甲。守護蘭德索爾的治安吧。"
"ㄨㄤ","10122","3","3012205","ㄧㄚ","2","亡靈鎧甲","會食用金屬、操縱武器的神祕魔物。"
"ㄧㄠ","10123","1","3012300","ㄕ","2","鑰匙","上鎖和開鎖用的道具，要是弄丟就麻煩了。"
"ㄨㄛ","10123","2","3012301","ㄕ","2","鎖匙","「鑰匙」的別稱。"
"ㄨㄢ","10123","2","3012302","ㄕ","2","萬用鑰匙","可打開所有適用的鎖的鑰匙。"
"ㄠ","10124","1","3012400","ㄧㄤ","2","寶箱","裡面裝了什麼？要等打開才會揭曉。"
"ㄧㄣ","10124","2","3012401","ㄠ","2","金銀財寶","「寶箱」的內容物。"
"ㄤ","10124","2","3012402","ㄧㄤ","2","藏寶箱","得到就能大賺一筆。"
"ㄧ","10124","3","3012403","ㄨㄛ","2","稀有掉落","偶爾才能得到的特別寶物。"
"ㄨㄥ","10125","1","3012500","ㄨㄥ","2","龍","非常強大的生物，是珍貴的存在，留下了許許多多的傳說。"
"ㄠ","10125","2","3012501","ㄨㄥ","2","暴龍","據說很久之前曾經存在的生物。"
"ㄚ","10125","2","3012502","ㄨ","2","爬行動物","脊椎動物的一類，是許多物種的統稱。"
"ㄨㄢ","10125","2","3012503","ㄨ","2","傳說生物","刺激探究精神的存在，非常浪漫。"
"ㄨㄤ","10125","3","3012504","ㄨㄥ","2","狂怒綠龍","居住在忘卻之密境──綠龍骸嶺中的年輕巨龍。"
"ㄨㄣ","10126","1","3012600","ㄗ","2","文字","將話語書寫下來時使用的符號。"
"ㄠ","10126","3","3012601","ㄜ","2","好朋友社","聽到切嚕，似乎就會不經意地想起好朋友社的那號人物？"
"ㄧㄝ","10126","3","3012602","ㄨ","2","切嚕","琪愛兒的口頭禪。預計會成為世界共通語言？"
"ㄡ","10127","1","3012700","ㄠ","2","手銬","封鎖手部動作的拘束道具。"
"ㄧㄠ","10127","1","3012701","ㄧㄠ","2","腳鐐","封鎖腳部動作的拘束道具。"
"ㄨ","10127","1","3012702","ㄩ","2","束縛道具","為了封鎖行動而穿戴在身上的道具。"
"ㄨㄥ","10127","3","3012703","ㄞ","2","空花的最愛","只要像這樣被緊緊束縛，空花就……嘻嘻嘻嘻嘻。"
"ㄣ","10128","1","3012800","ㄣ","2","門","被牆壁包圍區域的出入口。"
"ㄧㄠ","10128","2","3012801","ㄡ","2","校門口","學校的門，如果遲到了也許就會關上。"
"ㄧㄝ","10128","2","3012802","ㄣ","2","鐵門","鐵製的門。"
"ㄥ","10128","3","3012803","ㄩㄢ","2","聖德蕾莎女子學院","蘭德索爾頂尖的千金學校，通稱德蕾女。"
"ㄩㄝ","20066","1","4006600","ㄟ","2","雪菲","從天而降、操縱冰雪的龍人族少女。"
"ㄨㄥ","20066","3","4006601","ㄩ","2","龍人族少女","罕見的龍人族女孩。"
"ㄨㄚ","20067","1","4006700","ㄧㄣ","2","花凜","在【公會管理協會】工作，溫柔又可靠的人。"
"ㄨㄥ","20067","3","4006701","ㄨㄟ","2","公會管理協會","管理公會的政府機關，負責支援認可與管理申請。"
"ㄠ","20067","3","4006702","ㄩㄢ","2","導覽員","在背後支援冒險的嚮導。"
"ㄞ","20067","3","4006703","ㄩ","2","該死的眼鏡女","很棒的夥伴！"
"ㄟ","20068","1","4006800","ㄠ","2","雷雲長老","能夠自在地操縱氣象，能雷擊的雲型魔物。"
"ㄨ","20068","3","4006801","ㄩㄣ","2","烏雲","會導致落雷的黑雲。"
"ㄡ","20068","3","4006802","ㄧㄚ","2","手下","成為雷雷的手下戰鬥。"
"ㄣ","20069","1","4006900","ㄧㄠ","2","沉睡之梟","因為睡眠不足而倦怠的貓頭鷹魔物。"
"ㄠ","20069","3","4006901","ㄧㄥ","2","貓頭鷹","鳥的一種，森林中的哲學家。"
"ㄧㄠ","20070","1","4007000","ㄠ","2","小狸貓","豆狸魔物。雖然幼小，卻會拼命戰鬥。"
"ㄜ","20070","3","4007001","ㄜ","2","貉","「狸貓」的別稱。"
"ㄧㄢ","20070","3","4007002","ㄣ","2","變身","一下是彈弓，一下是鍋釜，什麼時候變回原型呢？"
"ㄨ","20070","3","4007003","ㄨㄛ","2","釜鍋","東國的傳統廚具是也。偶爾會爆炸是也。"
"ㄚ","20070","3","4007004","ㄧ","2","大王山狸的小弟","大仙狸的眷屬，數量眾多。"
"ㄛ","20071","1","4007100","ㄧㄤ","2","魔像","擁有堅硬身軀的岩石魔物。"
"ㄧㄢ","20071","3","4007101","ㄨ","2","岩石魔物","由岩石構成的魔物，指魔像。"
"ㄧㄥ","20071","3","4007102","ㄧㄡ","2","鈴莓的好朋友","排在廣場的地藏們。"
"ㄛ","20072","1","4007200","ㄚ","2","摩拉","來自魔法國度的神秘生物，為魔法少女帶來力量。"
"ㄣ","20072","3","4007201","ㄨ","2","神秘魔法生物","以魔力維持生命活動的生物。"
"ㄞ","20072","3","4007202","ㄧ","2","愛與希望之力","莫妮卡！變身成Lovely★莫妮卡吧！"
"ㄟ","20072","3","4007203","ㄧㄡ","2","給旁人添麻煩的毛球","當時或許有點強硬。"
