85266909c8537c3554e34426ac3617043392f20202e45bb41e0a99f7fbf7ac05,116d5ea5ea445880de6b35b26873bd8a6c056821366d288166f789f4a3193408,78d52cdd3ef12ea62ec679bf9095ffbc05127fc0e7141834f4b96f917035625b,bc7db4bd7d3a9756698656e6865a55c0616b4f0d61a5ac0ccedb60bf5991fbd5,7be111bfb0001cf7092d724ee304f37449837a03b649a034653fbe539c114b2c,ace72ba46386a5e935010300825a09d401e72957fb1d35088d9f37b0905b8406,3bdc8ffb4943e542bcef44e72f72c1d3b9fc68aff1f344c8fe56d576539a5e87,d023f3fc52cff825bc01d1041e48a029b0e2fc85fdb6b8e3b4230776f29caed3,fcd86ad69260a48b22e060c7aa13664ddf34359d15020e48631b341e093852a1,e0d271ec8a77ac72c9c27f0ae724c76967130f047c57e63bbfd9967015182d5f,3d54afdc6f93945df40ef8e6bdfcedb5de393a128f6998fc8576e95df64d4ebc
"93","2","","","","0","","","1007408","1007408135",""
"3","117531","","","1","mhp_talk_normal","0.2","","1007408","1007408136",""
"21","vo_mhp_1007408","","","0","vo_mhp_2112","","","1007408","1007408137","0"
"11","117531","0","0","6","女僕其實是相當辛苦的工作，\n或許是因為身體變虛弱了，\n妳才會失敗，先用溫度計來測量體溫吧。","0","0.5","1007408","1007408138","1"
"91","0","","","","","","","1007408","1007408139",""
"22","0","","","","0","","","1007408","1007408140",""
"3","117531","","","1","mhp_idle_normal","0.2","","1007408","1007408141",""
"3","102511","1","0.2","0","mhp_suzume_explode_in","0.2","","1007408","1007408142","mhp_suzume_explode_loop"
"3","31","1","0.2","0","mhp_suzume_explode_in","0.2","","1007408","1007408143","mhp_suzume_explode_loop"
"93","2","","","","0","","","1007408","1007408144",""
"32","121","","","","1","","","1007408","1007408145",""
"23","se_10031400","","","","se_10031400_explosion","","","1007408","1007408146",""
"93","1","","","","0","","","1007408","1007408147",""
"3","102511","","","0","mhp_suzume_geho","0.2","","1007408","1007408148",""
"3","31","","","0","NoItem","0.2","","1007408","1007408149",""
"3","117531","","","0","mhp_mitsuki_geho","0.2","","1007408","1007408150",""
"3","117631","","","0","mhp_yuki_sit_geho","0.2","","1007408","1007408151",""
"91","0","","","","","","","1007408","1007408152",""
"3","102511","","","1","mhp_talk_surprise2","0.2","","1007408","1007408153",""
"3","117531","","","1","mhp_idle_bitter2","0.2","","1007408","1007408154",""
"3","117631","","","1","mhp_sit_idle_bitter2","0.2","","1007408","1007408155",""
"21","vo_mhp_1007408","","","0","vo_mhp_2113","","","1007408","1007408156","0"
"11","102511","0","0","4","呀啊！對、對不起……\n溫度計自己壞掉了……","0","0.5","1007408","1007408157","1"
"91","0","","","","","","","1007408","1007408158",""
"3","102511","0","","1","mhp_talk_sad2","0.2","","1007408","1007408159",""
"21","vo_mhp_1007408","","","0","vo_mhp_2116","","","1007408","1007408160","0"
"11","102511","0","0","7","那個……醫生？","","0.5","1007408","1007408161","1"
"91","0","","","","","","","1007408","1007408162",""
"3","102511","0","","1","mhp_idle_sad2","0.2","","1007408","1007408163",""
"3","117531","0","","1","mhp_talk_bitter","0.2","","1007408","1007408164",""
"3","117631","0","","1","mhp_sit_idle","0.2","","1007408","1007408165",""
"21","vo_mhp_1007408","","","0","vo_mhp_2117","","","1007408","1007408166","0"
"11","117531","0","0","5","……今天的診療就先告一段落吧。\n請妳改天再過來。","0","0.5","1007408","1007408167","1"
"91","0","","","","","","","1007408","1007408168",""
"22","0","","","","0","","","1007408","1007408169",""
"3","117531","0","","1","mhp_idle_normal","0.2","","1007408","1007408170",""
"93","0.5","","","","","","","1007408","1007408171",""
"12","102511","","0","2","17","0","","1007408","1007408172",""
"93","0.5","","","","","","","1007408","1007408173",""
"101","1007408215","","","","","","","1007408","1007408174",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007408","1007408175",""
"3","102511","0","","0","mhp_sit_out","0.2","","1007408","1007408176",""
"91","0","","","","","","","1007408","1007408177",""
"3","102511","","","0","mhp_suzume_stretch_in","0.2","","1007408","1007408178",""
"21","vo_mhp_1007408","","","0","vo_mhp_2114","","","1007408","1007408179","0"
"11","102511","0","10","5","一、二、三、四……啊啊啊！\n身、身體纏在一起了……咿啊！","-30","0.5","1007408","1007408180","1"
"93","2.1","","","","1","","","1007408","1007408181",""
"3","102511","","","1","mhp_suzume_stretch_loop","0.2","","1007408","1007408182",""
"93","0.4","","","","","","","1007408","1007408183",""
"23","se_10031400","","","","se_10031400_panic","","","1007408","1007408184",""
"93","0.6","","","","","","","1007408","1007408185",""
"3","102511","","","0","mhp_suzume_stretch_out","0.2","","1007408","1007408186",""
"91","1007408180","","","","","","","1007408","1007408187",""
"93","0.4","","","","","","","1007408","1007408188",""
"22","0","","","","0","","","1007408","1007408189",""
"93","0.6","","","","","","","1007408","1007408190",""
"3","117531","0","","1","mhp_sit_talk_worry","0.2","","1007408","1007408191",""
"21","vo_mhp_1007408","","","0","vo_mhp_2115","","","1007408","1007408192","0"
"11","117531","0","0","6","要、要怎麼做才能變成那樣啊？","30","0.5","1007408","1007408193","1"
"91","0","","","","","","","1007408","1007408194",""
"3","102511","","","0","mhp_suzume_fall_out","0.2","","1007408","1007408195",""
"91","0","","","","","","","1007408","1007408196",""
"3","102511","","","0","mhp_suzume_sit_in_sad","0.2","","1007408","1007408197",""
"91","0","","","","","","","1007408","1007408198",""
"3","117531","0","","1","mhp_sit_idle_sad","0.2","","1007408","1007408199",""
"3","102511","0","","1","mhp_sit_talk_sad2","0.2","","1007408","1007408200",""
"21","vo_mhp_1007408","","","0","vo_mhp_2116","","","1007408","1007408201","0"
"11","102511","0","0","7","那個……醫生？","","0.5","1007408","1007408202","1"
"91","0","","","","","","","1007408","1007408203",""
"3","102511","0","","1","mhp_sit_idle_sad2","0.2","","1007408","1007408204",""
"3","117531","0","","1","mhp_sit_talk_bitter","0.2","","1007408","1007408205",""
"21","vo_mhp_1007408","","","0","vo_mhp_2117","","","1007408","1007408206","0"
"11","117531","0","0","5","……今天的診療就先告一段落吧。\n請妳改天再過來。","0","0.5","1007408","1007408207","1"
"91","0","","","","","","","1007408","1007408208",""
"22","0","","","","0","","","1007408","1007408209",""
"3","117531","0","","1","mhp_sit_idle","0.2","","1007408","1007408210",""
"3","102511","0","","0","mhp_suzume_sit_out_sad2","0.2","","1007408","1007408211",""
"93","0.5","","","","","","","1007408","1007408212",""
"12","102511","","0","2","17","0","","1007408","1007408213",""
"93","0.5","","","","","","","1007408","1007408214",""
"91","0","","","","","","","1007408","1007408215",""
"3","102511","0","","1","mhp_suzume_walk_sad","0.2","","1007408","1007408216",""
"4","102511","","","","1","","","1007408","1007408217",""
"2","102511","0","","-220","-1000","","","1007408","1007408218","5"
"93","4","","","","0","","","1007408","1007408219",""
"91","0","","","","","","","1007408","1007408220",""
"1","1","-200","0","100","102511","1.7","mhp_idle_normal","1007409","1007409001","-1000"
"1","1","-220","1","100","117531","1.7","mhp_mitsuki_sit_idle_sad","1007409","1007409002","185"
"1","1","-200","1","100","117631","1.7","mhp_sit_idle","1007409","1007409003","365"
"31","1","0.85","","-240","1","1","","1007409","1007409004","-154"
"31","10","1","","0","110","0","","1007409","1007409005","0"
"31","14","1","","0","114","0","","1007409","1007409006","0"
"31","22","1","","0","122","0","","1007409","1007409007","0"
"31","30","1","","0","130","0","","1007409","1007409008","0"
"5","1","-220","0","110","11","1.7","NoItem","1007409","1007409009","-200"
"5","1","-220","0","105","12","1.7","NoItem","1007409","1007409010","-200"
"5","1","-220","1","110","21","1.7","NoItem","1007409","1007409011","185"
"5","1","-220","1","105","22","1.7","NoItem","1007409","1007409012","185"
"6","11","0","0","1","1","0","","1007409","1007409013","1"
"6","12","0","0","1","1","0","","1007409","1007409014","1"
"6","21","0","0","1","1","0","","1007409","1007409015","1"
"6","22","0","0","1","1","0","","1007409","1007409016","1"
"91","0","","","","","","","1007409","1007409017",""
"3","117531","","","1","mhp_mitsuki_sit_talk_sad","0.2","","1007409","1007409018",""
"21","vo_mhp_1007409","","","0","vo_mhp_2201","","","1007409","1007409019","0"
"11","117531","0","0","5","鈴莓，請進～","0","0.5","1007409","1007409020","0"
"91","0","","","","","","","1007409","1007409021",""
"3","117531","","","1","mhp_mitsuki_sit_idle_sad","0.2","","1007409","1007409022",""
"3","102511","","","1","mhp_walk_sad","0.2","","1007409","1007409023",""
"2","102511","0","","-220","-200","","","1007409","1007409024","4"
"91","0","","","","","","","1007409","1007409025",""
"3","102511","1","0.2","0","mhp_sit_in_sad","0.2","","1007409","1007409026","mhp_sit_talk_sad"
"93","1","","","","","","","1007409","1007409027",""
"21","vo_mhp_1007409","","","0","vo_mhp_2202","","","1007409","1007409028","0"
"11","102511","0","0","5","妳、妳好……\n咿，深、深月醫生，\n妳給人的感覺怎麼……","0","0.5","1007409","1007409029","1"
"91","0","","","","","","","1007409","1007409030",""
"3","102511","","","1","mhp_sit_idle_sad","0.2","","1007409","1007409031",""
"3","117531","","","1","mhp_sit_talk_sad","0.2","","1007409","1007409032",""
"21","vo_mhp_1007409","","","0","vo_mhp_2203","","","1007409","1007409033","0"
"11","117531","0","0","5","這是理所當然的。\n我用盡了各種能想到的方法，\n卻沒能治好妳的冒失……","0","0.5","1007409","1007409034","1"
"91","0","","","","","","","1007409","1007409035",""
"3","117531","","","1","mhp_sit_talk_wish","0.2","","1007409","1007409036",""
"21","vo_mhp_1007409","","","0","vo_mhp_2204","","","1007409","1007409037","0"
"11","117531","0","0","5","所以我要使用最後的手段。","0","0.5","1007409","1007409038","1"
"91","0","","","","","","","1007409","1007409039",""
"3","117531","","","1","mhp_sit_idle_wish","0.2","","1007409","1007409040",""
"3","102511","","","1","mhp_sit_talk_sad","0.2","","1007409","1007409041",""
"21","vo_mhp_1007409","","","0","vo_mhp_2205","","","1007409","1007409042","0"
"11","102511","0","0","8","最、最後的手段……？","0","0.5","1007409","1007409043","1"
"91","0","","","","","","","1007409","1007409044",""
"3","102511","","","1","mhp_sit_idle_sad","0.2","","1007409","1007409045",""
"3","117531","","","0","mhp_sit_talk_guts","0.2","","1007409","1007409046",""
"21","vo_mhp_1007409","","","0","vo_mhp_2206","","","1007409","1007409047","0"
"11","117531","0","0","5","沒錯，這場戰鬥賭上了\n醫生和患者……\n不對，是我和鈴莓的尊嚴。","0","0.5","1007409","1007409048","1"
"93","1","","","","0","","","1007409","1007409049",""
"3","117531","","","1","mhp_sit_idle_guts","0.2","","1007409","1007409050",""
"93","4.5","","","","1","","","1007409","1007409051",""
"91","1007409048","","","","","","","1007409","1007409052",""
"3","117631","","","1","mhp_sit_talk_sad","0.2","","1007409","1007409053",""
"21","vo_mhp_1007409","","","0","vo_mhp_2207","","","1007409","1007409054","0"
"11","117631","0","0","6","這件事需要搞得這麼嚴肅嗎？","0","0.5","1007409","1007409055","1"
"91","0","","","","","","","1007409","1007409056",""
"3","117631","","","1","mhp_sit_idle","0.2","","1007409","1007409057",""
"3","117531","","","1","mhp_sit_talk_joy1","0.2","","1007409","1007409058",""
"21","vo_mhp_1007409","","","0","vo_mhp_2208","","","1007409","1007409059","0"
"11","117531","0","0","6","好，我現在就要解放這隻眼睛了！\n妳做好覺悟吧！","0","0.5","1007409","1007409060","1"
"91","0","","","","","","","1007409","1007409061",""
"3","117531","1","0.2","0","mhp_mitsuki_sit_kaihou_in","0.2","","1007409","1007409062","mhp_mitsuki_sit_kaihou_loop"
"93","1.5","","","","0","","","1007409","1007409063",""
"32","122","1","","","1","1","","1007409","1007409064",""
"23","se_10031400","","","","se_10031400_flash","","","1007409","1007409065",""
"93","0.5","","","","0","","","1007409","1007409066",""
"3","117531","","","1","mhp_sit_talk_thinking","0.2","","1007409","1007409067",""
"3","102511","","","1","mhp_sit_talk_surprise2","0.2","","1007409","1007409068",""
"93","1.5","","","","0","","","1007409","1007409069",""
"21","vo_mhp_1007409","","","0","vo_mhp_2209","","","1007409","1007409070","0"
"11","102511","0","0","3","呀啊！\n怎、怎麼樣呢……","0","0.5","1007409","1007409071","1"
"91","0","","","","","","","1007409","1007409072",""
"3","102511","","","1","mhp_sit_idle_sad","0.2","","1007409","1007409073",""
"3","117531","","","1","mhp_sit_talk_thinking","0.2","","1007409","1007409074",""
"21","vo_mhp_1007409","","","0","vo_mhp_2210","","","1007409","1007409075","0"
"11","117531","0","0","4","哼、哼哼……我用這隻眼睛看透了\n妳的一切。但妳的身體非常健康，\n體能也沒有異常之處。\n我完全搞不懂妳冒失的原因啊……","0","0.5","1007409","1007409076","1"
"91","0","","","","","","","1007409","1007409077",""
"3","117531","","","1","mhp_sit_talk_sad2","0.2","","1007409","1007409078",""
"21","vo_mhp_1007409","","","0","vo_mhp_2211","","","1007409","1007409079","0"
"11","117531","0","0","5","再繼續深入，就是醫學\n無法涉入的禁忌領域了。\n雖然很不甘心，但我投降……","0","0.5","1007409","1007409080","1"
"91","0","","","","","","","1007409","1007409081",""
"3","117531","","","1","mhp_sit_talk_worry","0.2","","1007409","1007409082",""
"21","vo_mhp_1007409","","","0","vo_mhp_2212","","","1007409","1007409083","0"
"11","117531","0","0","6","我想這樣應該很難受，但請妳好好面對\n名為冒失的罪孽，堅強地活下去吧。","0","0.5","1007409","1007409084","1"
"91","0","","","","","","","1007409","1007409085",""
"3","102511","1","0.2","0","mhp_suzume_tohoho_in","0.2","","1007409","1007409086","mhp_suzume_tohoho_loop"
"93","1","","","","0","","","1007409","1007409087",""
"32","110","1","","","1","","","1007409","1007409088",""
"33","110","1","","-100","-205","","","1007409","1007409089","0"
"33","114","1","","-100","-205","","","1007409","1007409090","0"
"93","0.8","","","","0","","","1007409","1007409091",""
"21","vo_mhp_1007409","","","0","vo_mhp_2213","","","1007409","1007409092","0"
"13","102511","","","","10001","","","1007409","1007409093",""
"11","102511","0","0","4","咦～怎麼這樣～！","0","0.5","1007409","1007409094","1"
"91","0","","","","","","","1007409","1007409095",""
"22","0","","","","0","","","1007409","1007409096",""
"93","0.2","","","","0","","","1007409","1007409097",""
"32","114","1","","","1","","","1007409","1007409098",""
"93","1","","","","0","","","1007409","1007409099",""
"32","130","","","","1","","","1007409","1007409100",""
"93","4","","","","0","","","1007409","1007409101",""
"32","130","","","","0","","","1007409","1007409102",""
"1","1","-240","0","100","104431","1.7","mhp_idle_normal","1007410","1007410001","-1000"
"1","1","-200","1","100","117631","1.7","mhp_sit_idle","1007410","1007410002","365"
"1","1","-220","1","100","117531","1.7","mhp_sit_idle","1007410","1007410003","185"
"31","1","0.85","","-240","1","1","","1007410","1007410004","-154"
"5","1","-220","0","110","11","1.7","NoItem","1007410","1007410005","-200"
"5","1","-220","0","105","12","1.7","NoItem","1007410","1007410006","-200"
"5","1","-220","1","110","21","1.7","NoItem","1007410","1007410007","185"
"5","1","-220","1","105","22","1.7","NoItem","1007410","1007410008","185"
"6","11","0","0","1","1","0","","1007410","1007410009","1"
"6","12","0","0","1","1","0","","1007410","1007410010","1"
"6","21","0","0","1","1","0","","1007410","1007410011","1"
"6","22","0","0","1","1","0","","1007410","1007410012","1"
"91","0","","","","","","","1007410","1007410013",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007410","1007410014",""
"21","vo_mhp_1007410","","","0","vo_mhp_5001","","","1007410","1007410015","0"
"11","117531","0","0","7","下一位請進～","0","0.5","1007410","1007410016","0"
"91","0","","","","","","","1007410","1007410017",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007410","1007410018",""
"3","104431","","","1","mhp_walk","0.2","","1007410","1007410019",""
"2","104431","0","","-220","-200","","","1007410","1007410020","4"
"91","0","","","","","","","1007410","1007410021",""
"3","104431","","","0","mhp_sit_in","0.2","","1007410","1007410022",""
"91","0","","","","","","","1007410","1007410023",""
"3","104431","","","1","mhp_sit_idle","0.2","","1007410","1007410024",""
"93","1","","","","0","","","1007410","1007410025",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007410","1007410026",""
"21","vo_mhp_1007410","","","0","vo_mhp_5002","","","1007410","1007410027","0"
"11","117531","0","0","5","哎呀，\n又來了一位不簡單的人物呢。","0","0.5","1007410","1007410028","1"
"91","0","","","","","","","1007410","1007410029",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007410","1007410030",""
"3","104431","1","0","0","mhp_ilya_doya_in","0.2","","1007410","1007410031","mhp_ilya_doya_talk_loop"
"21","vo_mhp_1007410","","","0","vo_mhp_5003","","","1007410","1007410032","0"
"11","104431","0","0","3","哦，妳明白嗎？正是如此！\n妾身名為伊莉亞‧奧恩斯坦，\n乃是統御黑夜之人！","0","1.5","1007410","1007410033","1"
"91","0","","","","","","","1007410","1007410034",""
"3","104431","","","1","mhp_ilya_doya_loop","0.2","","1007410","1007410035",""
"3","117531","","","1","mhp_sit_talk_wish","0.2","","1007410","1007410036",""
"21","vo_mhp_1007410","","","0","vo_mhp_5004","","","1007410","1007410037","0"
"11","117531","0","0","4","哦～我是有聽過傳聞，\n據說傳說的吸血鬼復活了，\n難道那就是在說妳嗎？","0","0.5","1007410","1007410038","1"
"91","0","","","","","","","1007410","1007410039",""
"3","117531","","","1","mhp_sit_idle_memory","0.2","","1007410","1007410040",""
"3","104431","","","1","mhp_sit_talk_normal","0.2","","1007410","1007410041",""
"21","vo_mhp_1007410","","","0","vo_mhp_5005","","","1007410","1007410042","0"
"11","104431","0","0","4","不愧是名醫，幸好妳馬上就了解……\n呃，怎、怎麼了？\n妳怎麼好像很興奮……","0","0.5","1007410","1007410043","1"
"93","5","","","","1","","","1007410","1007410044",""
"3","104431","","","1","mhp_sit_talk_sad","0.2","","1007410","1007410045",""
"91","1007410043","","","","","","","1007410","1007410046",""
"3","104431","","","1","mhp_sit_idle_sad","0.2","","1007410","1007410047",""
"3","117531","","","1","mhp_mitsuki_sit_ecstatic_talk","0.2","","1007410","1007410048",""
"21","vo_mhp_1007410","","","0","vo_mhp_5006","","","1007410","1007410049","0"
"11","117531","0","0","5","這是當然。因為妳是傳說的吸血鬼吧？\n面對這麼有魅力的研究對象，\n不論是誰都會興奮起來的。所以說──","0","0.5","1007410","1007410050","1"
"91","0","","","","","","","1007410","1007410051",""
"103","能讓我解剖妳的身體嗎？","","","0","1007410055","","","1007410","1007410052",""
"103","要不要吸我的血看看？","","","0","1007410066","","","1007410","1007410053",""
"103","要不要使用我的眼睛呢？","","","0","1007410072","","","1007410","1007410054",""
"3","117531","","","1","mhp_mitsuki_sit_ecstatic_idle","0.2","","1007410","1007410055",""
"3","104431","","","1","mhp_sit_talk_surprise2","0.2","","1007410","1007410056",""
"21","vo_mhp_1007410","","","0","vo_mhp_5007","","","1007410","1007410057","0"
"11","104431","0","0","5","好可怕好可怕！妳突然說這什麼話！\n妾身怎麼可能答應！","0","0.5","1007410","1007410058","1"
"91","0","","","","","","","1007410","1007410059",""
"3","104431","","","1","mhp_sit_idle_surprise2","0.2","","1007410","1007410060",""
"3","117531","","","1","mhp_mitsuki_sit_ecstatic_talk","0.2","","1007410","1007410061",""
"21","vo_mhp_1007410","","","0","vo_mhp_5008","","","1007410","1007410062","0"
"11","117531","0","0","6","這就要請妳通融了。妳放心，\n我會在妳還沒注意到\n自己被切開時就結束的。","0","0.5","1007410","1007410063","1"
"91","0","","","","","","","1007410","1007410064",""
"101","1007410081","","","","","","","1007410","1007410065",""
"3","117531","","","1","mhp_mitsuki_sit_ecstatic_idle","0.2","","1007410","1007410066",""
"3","104431","","","1","mhp_sit_talk_sad","0.2","","1007410","1007410067",""
"21","vo_mhp_1007410","","","0","vo_mhp_5009","","","1007410","1007410068","0"
"11","104431","0","0","4","咦，不、不了……是為什麼呢？\n這是很令人感謝的提議，\n但總覺得好像會無可挽回，\n所以就不必了……","0","0.5","1007410","1007410069","1"
"91","0","","","","","","","1007410","1007410070",""
"101","1007410081","","","","","","","1007410","1007410071",""
"3","117531","1","0","0","mhp_mitsuki_sit_kaihou_in","0.2","","1007410","1007410072","mhp_mitsuki_sit_kaihou_loop"
"3","104431","","","1","mhp_sit_talk_worry","0.2","","1007410","1007410073",""
"21","vo_mhp_1007410","","","0","vo_mhp_5010","","","1007410","1007410074","0"
"11","104431","0","0","4","嗯？妳、妳打算做什麼？\n那個眼帶應該不是\n可以經常取下來的東西吧？","0","0.5","1007410","1007410075","1"
"91","0","","","","","","","1007410","1007410076",""
"3","104431","","","1","mhp_sit_idle_sad","0.2","","1007410","1007410077",""
"3","117531","","","1","mhp_sit_talk_joy1","0.2","","1007410","1007410078",""
"21","vo_mhp_1007410","","","0","vo_mhp_5011","","","1007410","1007410079","0"
"11","117531","0","0","4","是啊，但我覺得如果是妳，\n應該可以特別讓妳瞧瞧吧♪","0","0.5","1007410","1007410080","1"
"91","0","","","","","","","1007410","1007410081",""
"22","0","","","","0.5","","","1007410","1007410082",""
"3","117531","","","1","mhp_mitsuki_sit_ecstatic_idle","0.2","","1007410","1007410083",""
"3","104431","1","0.2","0","mhp_sit_out_sad","0.2","","1007410","1007410084","mhp_talk_anger2"
"93","1","","","","1","","","1007410","1007410085",""
"21","vo_mhp_1007410","","","0","vo_mhp_5012","","","1007410","1007410086","0"
"11","104431","0","0","5","這麼危險的地方，誰待得下去啊！\n撤退，撤退！","0","0.5","1007410","1007410087","1"
"93","0.5","","","","1","","","1007410","1007410088",""
"91","1007410087","","","","","","","1007410","1007410089",""
"4","104431","","","","1","","","1007410","1007410090",""
"12","104431","","0","2","1","0","","1007410","1007410091",""
"3","104431","","","1","mhp_run_sad","0.2","","1007410","1007410092",""
"2","104431","0","","-220","-1000","","","1007410","1007410093","2"
"93","0.2","","","","0","","","1007410","1007410094",""
"3","117531","1","0.2","0","mhp_sit_wavehand","0.2","","1007410","1007410095","mhp_sit_talk_normal"
"21","vo_mhp_1007410","","","0","vo_mhp_5013","","","1007410","1007410096","0"
"11","117531","0","0","6","這樣啊，真可惜。要再過來喔♪","0","0.5","1007410","1007410097","1"
"91","0","","","","","","","1007410","1007410098",""
"22","0","","","","0.5","","","1007410","1007410099",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007410","1007410100",""
"93","1.8","","","","0","","","1007410","1007410101",""
"91","0","","","","","","","1007410","1007410102",""
"1","1","-240","0","100","104431","1.7","mhp_idle_normal","1007411","1007411001","-1000"
"1","1","-200","1","100","117631","1.7","mhp_sit_idle","1007411","1007411002","365"
"1","1","-220","1","120","117531","1.7","mhp_sit_idle","1007411","1007411003","185"
"31","1","0.85","","-240","1","1","","1007411","1007411004","-154"
"5","1","-200","1","110","11","1.7","NoItem","1007411","1007411005","365"
"6","11","1","0","1","1","0","","1007411","1007411006","1"
"91","0","","","","","","","1007411","1007411007",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007411","1007411008",""
"21","vo_mhp_1007411","","","0","vo_mhp_5101","","","1007411","1007411009","0"
"11","117531","0","0","6","伊莉亞，請進～","0","0.5","1007411","1007411010","0"
"91","0","","","","","","","1007411","1007411011",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007411","1007411012",""
"3","104431","","","1","mhp_walk","0.2","","1007411","1007411013",""
"2","104431","0","","-220","-200","","","1007411","1007411014","4"
"91","0","","","","","","","1007411","1007411015",""
"3","104431","","","0","mhp_sit_in_sad","0.2","","1007411","1007411016",""
"91","0","","","","","","","1007411","1007411017",""
"3","104431","","","1","mhp_sit_idle_sad","0.2","","1007411","1007411018",""
"93","1","","","","0","","","1007411","1007411019",""
"3","104431","","","1","mhp_sit_talk_worry","0.2","","1007411","1007411020",""
"21","vo_mhp_1007411","","","0","vo_mhp_5102","","","1007411","1007411021","0"
"11","104431","0","0","5","……雖然妾身不是很樂意求助於妳，\n但為了達到目的，這也是無可奈何。\n拜託妳，能不能幫助妾身，\n維持這個模樣？","0","0.5","1007411","1007411022","1"
"91","0","","","","","","","1007411","1007411023",""
"3","104431","","","1","mhp_sit_idle_sad","0.2","","1007411","1007411024",""
"3","117631","","","1","mhp_sit_talk_normal","0.2","","1007411","1007411025",""
"21","vo_mhp_1007411","","","0","vo_mhp_5103","","","1007411","1007411026","0"
"11","117631","0","0","6","妳的說法就像\n自己還有別的模樣呢？","0","0.5","1007411","1007411027","1"
"91","0","","","","","","","1007411","1007411028",""
"3","117631","","","1","mhp_sit_idle","0.2","","1007411","1007411029",""
"3","104431","","","1","mhp_sit_talk_sad","0.2","","1007411","1007411030",""
"21","vo_mhp_1007411","","","0","vo_mhp_5104","","","1007411","1007411031","0"
"11","104431","0","0","5","其實妾身會因為魔力不足，\n而變成小孩子的模樣。\n現在是非常勉強維持住，但在某個條件下，\n妾身就能好好維持原本的模樣……","0","1","1007411","1007411032","1"
"91","0","","","","","","","1007411","1007411033",""
"3","104431","","","1","mhp_sit_idle_sad","0.2","","1007411","1007411034",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007411","1007411035",""
"21","vo_mhp_1007411","","","0","vo_mhp_5105","","","1007411","1007411036","0"
"11","117531","0","0","4","原來是這樣啊，\n我順便問一下，\n那個條件是什麼內容？","0","0.5","1007411","1007411037","1"
"91","0","","","","","","","1007411","1007411038",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007411","1007411039",""
"3","104431","","","1","mhp_sit_talk_wish","0.2","","1007411","1007411040",""
"21","vo_mhp_1007411","","","0","vo_mhp_5106","","","1007411","1007411041","0"
"11","104431","0","0","5","就是待在某個人的身邊。\n所以讓那傢伙一直陪伴在妾身的左右，\n就是最快的方法……","0","0.5","1007411","1007411042","1"
"91","0","","","","","","","1007411","1007411043",""
"3","104431","","","1","mhp_sit_talk_worry","0.2","","1007411","1007411044",""
"21","vo_mhp_1007411","","","0","vo_mhp_5107","","","1007411","1007411045","0"
"11","104431","0","0","6","但不知道是不是在顧慮妾身……\n總而言之，一直無法\n讓他感受到妾身的魅力。","0","0.5","1007411","1007411046","1"
"91","0","","","","","","","1007411","1007411047",""
"3","104431","","","1","mhp_sit_idle_sad","0.2","","1007411","1007411048",""
"3","117631","","","1","mhp_sit_talk_thinking","0.2","","1007411","1007411049",""
"21","vo_mhp_1007411","","","0","vo_mhp_5108","","","1007411","1007411050","0"
"11","117631","0","0","4","嗯～雖然還不及我，\n但我認為妳已經很有魅力了……\n既然如此──","0","0.5","1007411","1007411051","1"
"93","7.5","","","","1","","","1007411","1007411052",""
"3","117631","","","1","mhp_sit_idle_thinking","0.2","","1007411","1007411053",""
"91","1007411051","","","","","","","1007411","1007411054",""
"22","0","","","","0","","","1007411","1007411055",""
"103","用可愛來展現魅力吧！","","","0","1007411059","","","1007411","1007411056",""
"103","用美麗來決勝負吧！","","","0","1007411076","","","1007411","1007411057",""
"103","我來當妳的製作人吧！","","","0","1007411093","","","1007411","1007411058",""
"3","117631","","","1","mhp_sit_idle_memory","0.2","","1007411","1007411059",""
"3","104431","","","1","mhp_sit_talk_anger2","0.2","","1007411","1007411060",""
"21","vo_mhp_1007411","","","0","vo_mhp_5109","","","1007411","1007411061","0"
"11","104431","0","0","4","妳、妳說可愛？\n別、別這麼做。\n這樣很讓人害臊啊……","0","0.5","1007411","1007411062","1"
"91","0","","","","","","","1007411","1007411063",""
"3","104431","","","1","mhp_sit_idle_anger2","0.2","","1007411","1007411064",""
"3","117631","1","0.2","0","mhp_sit_out","0.2","","1007411","1007411065","mhp_idle_normal"
"93","1","","","","","","","1007411","1007411066",""
"3","117631","1","0.2","0","mhp_yuki_pose","0.2","","1007411","1007411067","mhp_yuki_idle"
"3","11","1","0.2","0","mhp_yuki_pose","0.2","","1007411","1007411068","mhp_yuki_idle"
"21","vo_mhp_1007411","","","0","vo_mhp_5110","","","1007411","1007411069","0"
"11","117631","0","10","4","妳在說什麼呢？\n這會成為最棒的武器喔！\n要是妳沒自信，就交給我吧？","0","0.5","1007411","1007411070","1"
"93","6.5","","","","1","","","1007411","1007411071",""
