e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8,adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786
"1263","9","降低HP吸收","92419310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1264","14","風屬性獎勵特大幅度提升","92419320","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1265","boss_def_lower_limit","提升物理防禦力（不可降低）","92419320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1266","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1267","boss_tp_down_cut","減少降低TP","92419320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1268","18","傷害值衰減","92419320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1269","17","賦予TP上升的上限","92419320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1270","9","降低HP吸收","92419320","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1271","14","風屬性獎勵特大幅度提升","92419330","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1272","boss_def_lower_limit","提升物理防禦力（不可降低）","92419330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1273","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1274","boss_tp_down_cut","減少降低TP","92419330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1275","18","傷害值衰減","92419330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1276","17","賦予TP上升的上限","92419330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1277","9","降低HP吸收","92419330","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1278","14","風屬性獎勵特大幅度提升","92419340","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1279","boss_def_lower_limit","提升物理防禦力（不可降低）","92419340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1280","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92419340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1281","boss_tp_down_cut","減少降低TP","92419340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1282","18","傷害值衰減","92419340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1283","17","賦予TP上升的上限","92419340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1284","9","降低HP吸收","92419340","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1285","15","光屬性獎勵特大幅度提升","92420010","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1286","boss_def_lower_limit","提升物理防禦力（不可降低）","92420010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1287","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1288","17","賦予TP上升的上限","92420010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1289","9","降低HP吸收","92420010","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1290","15","光屬性獎勵特大幅度提升","92420020","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1291","boss_def_lower_limit","提升物理防禦力（不可降低）","92420020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1292","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1293","17","賦予TP上升的上限","92420020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1294","9","降低HP吸收","92420020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1295","15","光屬性獎勵特大幅度提升","92420030","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1296","boss_def_lower_limit","提升物理防禦力（不可降低）","92420030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1297","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1298","17","賦予TP上升的上限","92420030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1299","9","降低HP吸收","92420030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1300","15","光屬性獎勵特大幅度提升","92420110","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1301","boss_def_lower_limit","提升物理防禦力（不可降低）","92420110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1302","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1303","boss_tp_down_cut","減少降低TP","92420110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1304","18","傷害值衰減","92420110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1305","17","賦予TP上升的上限","92420110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1306","9","降低HP吸收","92420110","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1307","15","光屬性獎勵特大幅度提升","92420120","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1308","boss_def_lower_limit","提升物理防禦力（不可降低）","92420120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1309","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1310","boss_tp_down_cut","減少降低TP","92420120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1311","18","傷害值衰減","92420120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1312","17","賦予TP上升的上限","92420120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1313","9","降低HP吸收","92420120","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1314","15","光屬性獎勵特大幅度提升","92420130","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1315","boss_def_lower_limit","提升物理防禦力（不可降低）","92420130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1316","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1317","boss_tp_down_cut","減少降低TP","92420130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1318","18","傷害值衰減","92420130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1319","17","賦予TP上升的上限","92420130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1320","9","降低HP吸收","92420130","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1321","15","光屬性獎勵特大幅度提升","92420140","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1322","boss_def_lower_limit","提升物理防禦力（不可降低）","92420140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1323","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1324","boss_tp_down_cut","減少降低TP","92420140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1325","18","傷害值衰減","92420140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1326","17","賦予TP上升的上限","92420140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1327","9","降低HP吸收","92420140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1328","15","光屬性獎勵特大幅度提升","92420210","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1329","boss_def_lower_limit","提升物理防禦力（不可降低）","92420210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1330","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1331","boss_tp_down_cut","減少降低TP","92420210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1332","18","傷害值衰減","92420210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1333","17","賦予TP上升的上限","92420210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1334","9","降低HP吸收","92420210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1335","15","光屬性獎勵特大幅度提升","92420220","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1336","boss_def_lower_limit","提升物理防禦力（不可降低）","92420220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1337","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1338","boss_tp_down_cut","減少降低TP","92420220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1339","18","傷害值衰減","92420220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1340","17","賦予TP上升的上限","92420220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1341","9","降低HP吸收","92420220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1342","15","光屬性獎勵特大幅度提升","92420230","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1343","boss_def_lower_limit","提升物理防禦力（不可降低）","92420230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1344","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1345","boss_tp_down_cut","減少降低TP","92420230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1346","18","傷害值衰減","92420230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1347","17","賦予TP上升的上限","92420230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1348","9","降低HP吸收","92420230","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1349","15","光屬性獎勵特大幅度提升","92420240","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1350","boss_def_lower_limit","提升物理防禦力（不可降低）","92420240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1351","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1352","boss_tp_down_cut","減少降低TP","92420240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1353","18","傷害值衰減","92420240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1354","17","賦予TP上升的上限","92420240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1355","9","降低HP吸收","92420240","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1356","15","光屬性獎勵特大幅度提升","92420310","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1357","boss_def_lower_limit","提升物理防禦力（不可降低）","92420310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1358","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1359","boss_tp_down_cut","減少降低TP","92420310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1360","18","傷害值衰減","92420310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1361","17","賦予TP上升的上限","92420310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1362","9","降低HP吸收","92420310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1363","15","光屬性獎勵特大幅度提升","92420320","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1364","boss_def_lower_limit","提升物理防禦力（不可降低）","92420320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1365","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1366","boss_tp_down_cut","減少降低TP","92420320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1367","18","傷害值衰減","92420320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1368","17","賦予TP上升的上限","92420320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1369","9","降低HP吸收","92420320","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1370","15","光屬性獎勵特大幅度提升","92420330","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1371","boss_def_lower_limit","提升物理防禦力（不可降低）","92420330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1372","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1373","boss_tp_down_cut","減少降低TP","92420330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1374","18","傷害值衰減","92420330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1375","17","賦予TP上升的上限","92420330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1376","9","降低HP吸收","92420330","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1377","15","光屬性獎勵特大幅度提升","92420340","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"1378","boss_def_lower_limit","提升物理防禦力（不可降低）","92420340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1379","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92420340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1380","boss_tp_down_cut","減少降低TP","92420340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1381","18","傷害值衰減","92420340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1382","17","賦予TP上升的上限","92420340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1383","9","降低HP吸收","92420340","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1384","12","火屬性獎勵特大幅度提升","92421010","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1385","boss_def_lower_limit","提升物理防禦力（不可降低）","92421010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1386","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1387","17","賦予TP上升的上限","92421010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1388","9","降低HP吸收","92421010","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1389","12","火屬性獎勵特大幅度提升","92421020","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1390","boss_def_lower_limit","提升物理防禦力（不可降低）","92421020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1391","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1392","17","賦予TP上升的上限","92421020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1393","9","降低HP吸收","92421020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1394","12","火屬性獎勵特大幅度提升","92421030","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1395","boss_def_lower_limit","提升物理防禦力（不可降低）","92421030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1396","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1397","17","賦予TP上升的上限","92421030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1398","9","降低HP吸收","92421030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1399","12","火屬性獎勵特大幅度提升","92421110","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1400","boss_def_lower_limit","提升物理防禦力（不可降低）","92421110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1401","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1402","boss_tp_down_cut","減少降低TP","92421110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1403","18","傷害值衰減","92421110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1404","17","賦予TP上升的上限","92421110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1405","9","降低HP吸收","92421110","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1406","12","火屬性獎勵特大幅度提升","92421120","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1407","boss_def_lower_limit","提升物理防禦力（不可降低）","92421120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1408","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1409","boss_tp_down_cut","減少降低TP","92421120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1410","18","傷害值衰減","92421120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1411","17","賦予TP上升的上限","92421120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1412","9","降低HP吸收","92421120","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1413","12","火屬性獎勵特大幅度提升","92421130","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1414","boss_def_lower_limit","提升物理防禦力（不可降低）","92421130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1415","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1416","boss_tp_down_cut","減少降低TP","92421130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1417","18","傷害值衰減","92421130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1418","17","賦予TP上升的上限","92421130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1419","9","降低HP吸收","92421130","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1420","boss_damage_cut","傷害降低","92421130","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1421","12","火屬性獎勵特大幅度提升","92421140","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1422","boss_def_lower_limit","提升物理防禦力（不可降低）","92421140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1423","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1424","boss_tp_down_cut","減少降低TP","92421140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1425","18","傷害值衰減","92421140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1426","17","賦予TP上升的上限","92421140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1427","9","降低HP吸收","92421140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1428","boss_damage_cut","傷害降低","92421140","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1429","12","火屬性獎勵特大幅度提升","92421210","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1430","boss_def_lower_limit","提升物理防禦力（不可降低）","92421210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1431","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1432","boss_tp_down_cut","減少降低TP","92421210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1433","18","傷害值衰減","92421210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1434","17","賦予TP上升的上限","92421210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1435","9","降低HP吸收","92421210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1436","12","火屬性獎勵特大幅度提升","92421220","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1437","boss_def_lower_limit","提升物理防禦力（不可降低）","92421220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1438","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1439","boss_tp_down_cut","減少降低TP","92421220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1440","18","傷害值衰減","92421220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1441","17","賦予TP上升的上限","92421220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1442","9","降低HP吸收","92421220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1443","12","火屬性獎勵特大幅度提升","92421230","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1444","boss_def_lower_limit","提升物理防禦力（不可降低）","92421230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1445","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1446","boss_tp_down_cut","減少降低TP","92421230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1447","18","傷害值衰減","92421230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1448","17","賦予TP上升的上限","92421230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1449","9","降低HP吸收","92421230","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1450","boss_damage_cut","傷害降低","92421230","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1451","12","火屬性獎勵特大幅度提升","92421240","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1452","boss_def_lower_limit","提升物理防禦力（不可降低）","92421240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1453","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1454","boss_tp_down_cut","減少降低TP","92421240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1455","18","傷害值衰減","92421240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1456","17","賦予TP上升的上限","92421240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1457","9","降低HP吸收","92421240","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1458","boss_damage_cut","傷害降低","92421240","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1459","12","火屬性獎勵特大幅度提升","92421310","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1460","boss_def_lower_limit","提升物理防禦力（不可降低）","92421310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1461","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92421310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1462","boss_tp_down_cut","減少降低TP","92421310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1463","18","傷害值衰減","92421310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1464","17","賦予TP上升的上限","92421310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1465","9","降低HP吸收","92421310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
