9a124796ffcbf0ddf3293e0a4c7b8ccdc044c055952463b2342e37cc2e5db34e,89b1a75d220c8a2ecc0c1566d46a8544ec7f0cfbf22293c4b5efca79bdaf7bd0,ee6ca56de259870cc4f7b838b55314e7dec6b8a4c7666629a512ae48da8b1882,fe66d5b93a8eed30cffb75849ff9c5022c98e002693e6ab50ea14b70577533d9,6793ea7b6e6d4809077aba9567b8b20713ac63f7e1a66617f1d19d8cf067bdaf,d7bc55ff153aeea42925ecb04d17c9b885febd8f42a7467a32f43a8f321f9cc5,67e8bc4b47d3995b2a5cfab24e225e929bf26ff23aa95c8358f6f58da9ca04a8,520b1d6069a61b9b11dd3e2c00dee9ea3b9bedad2b3bef26517a8ab737529566,6c180144a2bb0fb276616b369dacb8e612fd9b4d82bc2354e31ac7cf25e7c396,97f424932234e7a541cd187d9bcaab7fb15473893860dbf01af2c58697b3a391,a07645275814c889b6a4528665429282f744b7650a457a3d887b4888ed7723b1,60ad415449a9c83c6c61ceb1458c129844b468d2be0af54552b087938c990c2a,2d24070d731e5724e1bf753a21eafdad60c96560bafc24a1eb8f9d8a49ff2de5,64eda3c086a491aad52227dc9c8c40cccc1d5ab47a1c0adaf44fb33889115439,263f2d5b2edf6e361a52e194cc3635e33215245ca0a9f0bc25d59d16f7e9657a,ef9462b66318da19f7e18496afdd638dbcc83e922f6c540ad2087323bb6a2c21,38f0d1202fd977774973d12f54f27dcbaf4d3ccad2773f9e4f0efbc38c99dd9a,4266011291a9bcb4b2d2bfcf6e7266fa5a7710eb9eadf0962f6853afdae70f9e,6d65ef8d0e2847a4a297e62cac2d97c2665862667b36e1db9324b8a2f4ad8c0d,f759319ed0ec9f74cdcf120f531287a89ecc433a6feb1a14cbad1ab3bafe619a
"2","這個的名稱是什麼？","78","6","0","84","4","30813","TNT和硝酸鉀","6","硝酸可用來蝕刻銅金屬製品，製造□□□和□□鉀","2","37240","2","TNT和硝酸鉀","4070","84","3","2","TNT硝酸"
"6","這個的名稱是什麼？","30338","6","0","32933","4","32406","肥皂和人造纖維","6","氫氧化鈉常用來製造□□和人□□□。","6","32173","6","肥皂和人造纖維","4071","36896","2","2","肥皂造纖維"
"6","這是什麼？","23383","6","0","27963","4","21047","活字印刷術","6","一般被稱作「世界三大發明」的東西。火藥、指南針，還有一種是？","6","34899","6","","4072","21360","3","2","活字印刷術"
"6","這個的名稱是什麼？","21147","6","0","21513","4","26413","吉力馬札羅山","6","非洲最高的山。","6","32645","6","吉力馬札羅山","4073","39340","2","2","吉力馬札羅"
"6","這個的名稱是什麼？","25216","6","0","31185","4","30064","科技奇異點","6","AI的能力終有一天會超越人類的轉捩點。或意指因此而引發的社會變化的概念。","6","40670","6","","4074","22855","3","2","科技奇異點"
"6","這個的名稱是什麼？","26313","6","0","25282","4","26126","傍晚的明星⇔拂曉的明星","6","反義詞。","6","26143","6","傍晚的明星⇔拂曉的明星","4075","30340","3","2","拂曉的明星"
"6","這個的名稱是什麼？","21313","6","0","20108","4","30899","DHA=二十二碳六烯酸","6","海鮮類當中含量豐富，人體活動不可或缺的營養素。","6","20845","6","DHA=二十二碳六烯酸","4076","20108","3","2","二十二碳六"
"6","這個的名稱是什麼？","20108","6","0","27688","4","21270","氨與二氧化碳","6","□與□□□□作用可生成尿素 ，常用來製造肥料和塑膠。","6","30899","6","氨與二氧化碳","4077","27687","3","2","氨二氧化碳"
"6","這個的名稱是什麼？","29246","6","0","38463","4","26031","阿爾卑斯山","6","歐洲最高且橫跨範圍最廣的山。","6","23665","6","","4078","21329","2","2","阿爾卑斯山"
"6","這個的名稱是什麼？","31354","6","0","38463","4","29916","阿空加瓜山","6","安地斯山脈最高峰。位在阿根廷境內。是美洲第一高峰，也是世界第一高的火山。","6","23665","6","","4079","21152","3","2","阿空加瓜山"
"1","這個問題的答案是？","52","1","0","53","4","50","54321","1","(0x12345)+(0x54321)+54321=？","1","49","1","","4080","51","1","2","54321"
"2","這個的名稱是什麼？","69","2","0","87","4","84","Q⇒W⇒E⇒R⇒T⇒Y","2","電腦鍵盤的排列，一般而言在「Q」的右側大多是怎麼排列的？","2","89","2","Q⇒W⇒E⇒R⇒T⇒Y","4081","82","3","2","WERTY"
"2","這個的名稱是什麼？","68","2","0","83","4","71","A⇒S⇒D⇒F⇒G⇒H","2","電腦鍵盤的排列，一般而言在「A」的右側大多是怎麼排列的？","2","72","2","A⇒S⇒D⇒F⇒G⇒H","4082","70","3","2","SDFGH"
"6","這個的名稱是什麼？","20234","6","0","34311","4","36939","蘇伊士運河","6","亞洲與非洲以什麼為界限？","6","27827","6","","4083","22763","2","2","蘇伊士運河"
"6","這個的名稱是什麼？","27931","6","0","29305","4","26408","特洛伊木馬","6","佯裝成無害軟體來攻擊電腦的惡質程式。名稱源於某種在神話的戰爭中登場的陷阱。","6","39340","6","","4084","20234","3","2","特洛伊木馬"
"6","這個的名稱是什麼？","40670","6","0","25903","4","21147","支點、施力點、抗力點","6","槓桿原理可用微小力量扳動重物的便利物理原理。依據□□、□□□、抗力點的位置來決定結果。","6","40670","6","支點、施力點、抗力點","4085","26045","2","2","支點施力點"
"2","這個的名稱是什麼？","101","3","0","83","4","111","Secondary","3","地震說明時使用的「P波」與「S波」。「P」是「Primary」的縮寫，那「S」是什麼的縮寫？","3","110","3","Secondary","4086","99","3","2","Secon"
"6","這個附帶AI機能的人偶的名稱是？","35441","6","4087","35498","4","24859","會說話的小琪愛兒","6","","6","20818","6","會說話的小琪愛兒","4087","29738","3","1","說話琪愛兒"
"6","這個會飛的機關的名稱是？","39108","6","4088","39108","4","22958","飄飄優妮升機","6","","6","21319","6","飄飄優妮升機","4088","20778","3","1","飄飄優妮升"
"2","這個的名稱是什麼？","97","2","0","67","4","79","CaSO4","1","硫酸鈣的化學式：","2","52","3","CaSO4","4089","83","2","2","CaSO4"
"6","這個的名稱是什麼？","31881","6","0","20094","4","28779","乾粉滅火器","6","碳酸氫鈉受熱分解出二氧化碳，是□□□□□的重要原料。","6","22120","6","","4090","28357","2","2","乾粉滅火器"
"2","這個問題的答案是？","105","3","0","70","4","116","Fifty-five","3","1＋2＋3＋4＋5＋6＋7＋8＋9＋10＝？ (請用英文作答)","3","121","3","Fifty-five","4091","102","2","2","Fifty"
"1","這是多少？","48","1","0","49","4","48","10000","1","將12345在「千位數」進行四捨五入後的數字。","1","48","1","","4099","48","1","2","10000"
"1","這是多少？","48","1","0","54","4","48","60000","1","將56789在「千位數」進行四捨五入後的數字。","1","48","1","","4100","48","1","2","60000"
"6","這個的名稱是什麼？","26032","6","0","36229","4","29190","超新星爆炸","6","質量大的星球在壽命終結時產生的爆炸現象。會發出比太陽還要亮數億倍的光芒。","6","28856","6","","4106","26143","2","2","超新星爆炸"
"6","這個的名稱是什麼？","26684","6","0","25289","4","26085","拉格朗日點","6","像地球和月球這類的天體，兩者的引力達到一個恰到好處的平衡性而穩定下來的那個點。","6","40670","6","","4108","26391","3","2","拉格朗日點"
"6","這個的名稱是什麼？","24179","6","0","22826","4","21360","太平洋、北極海和印度洋","6","亞洲分別瀕臨哪三座海洋？","6","24230","6","太平洋、北極海和印度洋","4110","27915","1","2","太平洋印度"
"6","這個道具的名稱是？","32026","2","4114","29305","4","88","特級EXP藥水","2","提升角色EXP的強化道具。使用後增加7500的EXP。","2","80","6","特級EXP藥水","4114","69","1","1","特級EXP"
"6","這個的名稱是什麼？","26997","2","0","31350","4","88","究極EXP藥水","2","提升角色EXP的強化道具。使用後增加37500的EXP。","2","80","6","究極EXP藥水","4117","69","1","1","究極EXP"
"6","這個的名稱是什麼？","27700","6","4125","34277","4","29983","藥水產生器","6","從裝置上方加入水後，就會變成不可思議的藥水。可放置在公會小屋的家具。","6","22120","6","","4125","29986","1","1","藥水產生器"
"1","這是多少？","49","1","0","49","4","48","11000","1","將11223在「百位數」進行無條件捨去後的數字。","1","48","1","","4126","48","1","2","11000"
"6","這個的名稱是什麼？","28023","6","4127","38642","4","29289","雲海的魔物肉","6","征服「雲海山脈」的證明。可放置在公會小屋的家具。","6","32905","6","雲海的魔物肉","4127","39764","2","1","雲海魔物肉"
"6","這個的名稱是什麼？","26379","2","4128","22909","4","77","好朋友X Mk-Ⅱ","3","","6","107","6","好朋友X Mk-Ⅱ","4128","21451","2","1","好朋友Mk"
"6","這個的名稱是什麼？","26684","6","0","24213","4","26031","底格里斯河","6","西南亞水量最大的河流。主要城市都在該河流的流域範圍，是伊拉克人口的主要集中地。","6","27827","6","","4134","37324","2","2","底格里斯河"
"6","這個的名稱是什麼？","26377","6","0","33836","4","23450","萬有引力定律","6","「萬物皆有互相吸引的力量」的法則。","6","24459","6","萬有引力定律","4138","24341","1","2","萬有引定律"
"6","這個的名稱是什麼？","21340","6","0","37117","4","25928","都卜勒效應","6","物理法則之一。救護車經過後，鳴笛聲聽起來會變低就是這個原因。","6","25033","6","","4139","21202","2","2","都卜勒效應"
"6","這個的名稱是什麼？","30332","6","0","24188","4","24213","幼發拉底河","6","被認為是文明的起源地之一。流經敘利亞和伊拉克。","6","27827","6","","4140","25289","3","2","幼發拉底河"
"6","這個的名稱是什麼？","33778","6","0","21345","4","30439","卡菲克盧本島","6","位於美洲最北邊陸地，全球最靠北邊的陸地。","6","26412","6","卡菲克盧本島","4141","20811","3","2","卡菲克盧本"
"6","這個的名稱是什麼？","38931","6","0","29275","4","36939","牛頓第一運動定律","6","假若施加於某物體的外力為零，則該物體的運動速度不變，又稱為慣性定律。","6","21205","6","牛頓第一運動定律","4143","19968","2","2","牛頓一運動"
"6","這個的名稱是什麼？","38931","6","0","29275","4","36939","牛頓第二運動定律","6","當物體受外力作用時，會在力的方向產生加速度，也稱為運動定律。","6","21205","6","牛頓第二運動定律","4144","20108","2","2","牛頓二運動"
"6","這個的名稱是什麼？","38931","6","0","29275","4","36939","牛頓第三運動定律","6","當施加力於物體時，會同時產生一個大小相等而且方向相反的反作用力。","6","21205","6","牛頓第三運動定律","4145","19977","2","2","牛頓三運動"
"3","這個的名稱是什麼？","111","3","0","114","4","101","蛋白質=Protein","3","這種營養素的英文稱呼。","3","105","3","蛋白質=Protein","4146","116","3","2","rotei"
"6","這個的名稱是什麼？","20320","6","4147","36855","4","38728","迷你精靈石住","6","仿造精靈族之村守護石柱的精靈石。可放置於公會小屋的家具。","6","30707","6","迷你精靈石住","4147","31934","1","1","迷你精靈石"
"6","這個的名稱是什麼？","24917","6","0","30334","4","19977","百慕達三角洲","6","也被稱作「魔之海域」的三角形海域。船和飛機曾在此相繼失蹤。","6","35282","6","百慕達三角洲","4148","36948","2","2","百慕達三角"
"6","這個的名稱是什麼？","32026","6","4150","19978","4","32244","上級精練石","6","用來強化角色裝備的道具。使用後會增加60點裝備強化值。","6","30707","6","","4150","31934","1","1","上級精練石"
"6","這個的名稱是什麼？","31070","6","4151","22899","4","31192","女神的秘石","6","用來在商店購買記憶碎片的道具。","6","30707","6","","4151","30340","1","1","女神的秘石"
"2","這個的名稱是什麼？","97","2","0","78","4","67","NaHCO3","2","碳酸氫鈉的化學式：","2","79","3","NaHCO3","4152","72","3","2","NaHCO"
"6","這個的名稱是什麼？","27691","6","0","30899","4","21512","碳氫化合物","6","只含有碳、氫兩種原子的有機化合物，稱為□□□□□，又稱為烴。","6","29289","6","","4153","21270","3","2","碳氫化合物"
"6","這個的名稱是什麼？","27604","6","0","33707","4","26031","莫比烏斯環","6","將帶狀長條形的兩端扭轉半圈連繫在一起的東西。是在數學和藝術中也很常見的題材。","6","29872","6","","4154","28879","2","2","莫比烏斯環"
"6","這個的名稱是什麼？","24459","6","0","33778","4","32676","菲律賓群島","6","東南亞位於亞洲東南部，主要由中南半島、馬來群島和□□□□□等部分組成。","6","23798","6","","4155","36051","2","2","菲律賓群島"
"6","這個未經省略的全稱是？","35519","6","0","27683","4","35373","空調\n=空氣調節設備","6","","6","20633","6","空氣調節設備","4156","31680","2","2","氣調節設備"
"6","這個的名稱是什麼？","24615","6","0","23556","4","20301","放射性同位素","6","每一種元素都有著多種同位素，其中大多具有放射性，會衰變成其他同位素，並有一定時長的半衰期。被稱為？","6","32032","6","放射性同位素","4157","21516","3","2","射性同位素"
"6","這個的名稱是什麼？","21319","6","0","30452","4","20572","直升機停機坪","6","直升機起飛、著陸的場所。大樓屋頂上寫著巨大的「H」的地方就與此相符。","6","27231","6","直升機停機坪","4158","27231","2","2","直升機停機"
"6","這個的名稱是什麼？","21340","6","0","20811","4","31532","克卜勒第一運動定律","6","所有的行星各在以太陽為焦點的橢圓形軌道上運行。也稱為橢圓定律、軌道定律。","6","19968","6","克卜勒第一運動定律","4159","21202","2","2","克卜勒第一"
"6","這個的名稱是什麼？","27493","6","0","20841","4","39511","兩步驟驗證","6","意指除了ID、密碼之外，再加上一道用其他資訊來確認為本人的階段來提高安全性。","6","35657","6","","4160","39519","3","2","兩步驟驗證"
"6","這個的名稱是什麼？","21340","6","0","20811","4","31532","克卜勒第二運動定律","6","行星與太陽的連線在相同的時間間隔內，掃過相同的面積。","6","20108","6","克卜勒第二運動定律","4161","21202","2","2","克卜勒第二"
"6","這個的名稱是什麼？","26680","6","0","21407","4","29289","原核生物界","6","單細胞生物，細胞缺膜狀構造，有細菌與籃綠藻兩大類，要用顯微鏡放大才可看到。這是微生物的哪一界？","6","30028","6","","4162","29983","3","2","原核生物界"
"3","這個的名稱是什麼？","116","3","0","111","4","112","同位素=Isotope","3","這個化學用語用英文該怎麼說？","3","101","3","同位素=Isotope","4163","111","3","2","otope"
"6","這個的名稱是什麼？","28639","6","0","32147","4","20505","經濟艙症候群","6","如果長時間保持緊繃的姿勢，就會出現在身體上的不良症狀。適度活動身體是很重要的。","6","32676","6","經濟艙症候群","4164","30151","2","2","經濟症候群"
"6","這個的名稱是什麼？","29983","6","0","21407","4","29289","原生生物界","6","單細胞生物，細胞具有膜狀構造，也是要藉顯微鏡放大才可看到。這是微生物的哪一界？","6","30028","6","","4165","29983","2","2","原生生物界"
"3","這個的名稱是什麼？","105","3","0","112","4","101","Jupiter","3","「木星」的英文名。","3","114","3","Jupiter","4166","116","2","2","piter"
"6","這個的名稱是什麼？","32032","6","0","21516","4","24418","同素異形體","6","鉛筆芯和鑽石雖然都是「碳」，但性質並不同。在化學領域中要怎麼稱呼這種東西？","6","39636","6","","4167","30064","3","2","同素異形體"
"6","這個的名稱是什麼？","33492","6","0","34330","4","34152","藻類植物、蘚苔類植物、蕨類植物、種子植物","6","植物分為四大類：","6","63952","6","藻類植物、蘚苔類植物、蕨類植物、種子植物","4168","63952","2","2","蘚苔類蕨類"
"6","這個的名稱是什麼？","27833","6","0","30707","4","28982","石油和天然氣","6","□□和□□□是烴類的主要來源。","6","27683","6","石油和天然氣","4169","22825","2","2","石油天然氣"
"6","這個的名稱是什麼？","27683","6","0","28982","4","27833","天然氣和石油氣","6","常見的家用氣體燃料為天□□和□□□。","6","27683","6","天然氣和石油氣","4170","30707","3","2","然氣石油氣"
"1","這個是多少？","53","6","0","55","4","28611","75%濃度","6","多少濃度的乙醇水溶液殺菌效果最佳？","6","24230","1","","4171","37","2","2","75%濃度"
"3","這個未經省略的全稱是？","114","3","0","105","4","117","VR=虛擬實境=Virtual Reality","3","","3","97","3","VR=虛擬實境=Virtual Reality","4172","116","2","2","irtua"
"2","這個的名稱是什麼？","117","3","0","65","4","109","AR=擴增實境=Augmented Reality","3","「VR」是「虛擬實境」。那「AR」是？","3","101","3","AR=擴增實境=Augmented Reality","4173","103","3","2","Augme"
"2","這個的名稱是什麼？","114","3","0","71","4","101","Red、Blue、Green","3","被定義為「光的三原色」的3個顏色是什麼？ (請用英文作答)","3","110","3","Red、Blue、Green","4175","101","1","2","Green"
"6","空格需填入？","27231","6","0","26377","4","37255","有機酸、醇、酯化反應","6","酯類可經由□□□和□反應產生，稱為□化反應。","6","37231","6","有機酸、醇、酯化反應","4176","37240","3","2","有機酸醇酯"
"2","這個的名稱是什麼？","111","3","0","83","4","97","日蝕=Solar eclipse","3","","3","114","3","日蝕=Solar eclipse","4177","108","3","2","Solar"
"6","這個的名稱是什麼？","38291","6","0","31354","4","28858","空間行為學","6","在心理學中，代表「別人可以靠近到這裡為止」，自身周圍的極限範圍的詞彙。","6","23416","6","","4178","34892","2","2","空間行為學"
"2","這個的名稱是什麼？","101","3","0","86","4","117","Venus","3","「金星」的英文。","3","115","3","","4179","110","3","2","Venus"
"6","這個的名稱是什麼？","21476","6","0","37324","4","25928","卡里古拉效應","6","被告知「不要做」，反而會變得想做的心理現象。","6","25033","6","卡里古拉效應","4180","25289","3","2","里古拉效應"
"2","這個未經省略的全稱是？","105","3","0","77","4","114","麥克風=Microphone","3","","3","111","3","麥克風=Microphone","4181","99","1","2","Micro"
"2","這個的名稱是什麼？","97","3","0","69","4","116","Earth","3","「地球」的英文。","3","104","3","","4182","114","1","2","Earth"
"6","這個的名稱是什麼？","22827","6","0","24052","4","22827","巴夫洛夫的狗","6","以此實驗為契機，人類發現了大腦機制的「條件反應」。該實驗和某動物有關。","6","29399","6","巴夫洛夫的狗","4183","27931","3","2","巴夫洛夫狗"
"2","這個的名稱是什麼？","110","3","0","73","4","116","Install⇔Uninstall","3","","3","97","3","Install⇔Uninstall","4184","115","1","2","Insta"
"2","這個的名稱是什麼？","67","2","0","88","4","66","Z⇒X⇒C⇒V⇒B⇒N","2","電腦鍵盤的排列，一般而言在「Z」的右側大多是怎麼排列的？","2","78","2","Z⇒X⇒C⇒V⇒B⇒N","4185","86","3","2","XCVBN"
"3","這個的名稱是什麼？","110","3","0","111","4","114","Control","3","電腦鍵盤上，寫著「Ctrl」的鍵，英文全名為？","3","111","3","Control","4186","116","2","2","ontro"
"2","這個未經省略的全稱是？","97","3","0","80","4","116","複製貼上=Copy&Paste","3","","3","101","3","複製貼上=Copy&Paste","4187","115","1","2","Paste"
"1","這個的名稱是什麼？","53","6","0","51","4","30913","3.5吋磁碟機","6","在1980年代電腦A槽是5.25吋磁碟機，B槽則是□.□□□□機。","6","30879","1","3.5吋磁碟機","4188","21515","2","2","35吋磁碟"
"3","這個的名稱是什麼？","114","3","0","101","4","117","Mercury","3","「水星」的英文。","3","114","3","Mercury","4189","99","3","2","ercur"
"6","這個的名稱是什麼？","27700","6","0","30899","4","21512","碳水化合物","6","醣類是由碳、氫、氧元素所構成，又能稱為？","6","29289","6","","4190","21270","2","2","碳水化合物"
"6","這個的名稱是什麼？","27691","6","0","30899","4","27694","碳=C、氫=H、氧=O、氮=N和硫=S","6","蛋白質的主要組成元素為：","6","30827","6","碳=C、氫=H、氧=O、氮=N和硫=S","4191","27687","1","2","碳氫氧氮硫"
"6","這個的名稱是什麼？","29289","6","0","21205","4","33026","動物性脂肪","6","脂肪分為「動物性脂肪」與「植物性脂肪」，請問奶油是屬於？","6","32938","6","","4192","24615","1","2","動物性脂肪"
"6","這個的名稱是什麼？","34880","6","0","24515","4","30142","心血管疾病","6","攝取過多的脂肪會造成肥胖，引起什麼疾病？","6","30149","6","","4193","31649","1","2","心血管疾病"
"6","這個的名稱是什麼？","22823","6","0","26368","4","22240","最大公因數","6","意指可整除兩個相異數字的「因數」中的最大數。","6","25976","6","","4194","20844","1","2","最大公因數"
"6","這個的名稱是什麼？","23567","6","0","26368","4","20493","最小公倍數","6","意指兩個相異數字的共同「倍數」中的最小數。","6","25976","6","","4195","20844","1","2","最小公倍數"
"6","這個的名稱是什麼？","33136","6","0","31561","4","35282","等腰三角形","6","三角形的其中兩邊長度相等，稱為：","6","24418","6","","4196","19977","1","2","等腰三角形"
"6","這個的名稱是什麼？","24465","6","0","30452","4","21608","直徑×圓周率","6","該如何求出圓周長呢？","6","29575","6","直徑×圓周率","4197","22291","2","2","直徑圓周率"
"1","這個問題的答案是？","48","6","0","54","4","20844","分速600公尺","6","若「秒速為10公尺」，「分速」則為幾公尺呢？","1","23610","1","分速600公尺","4198","48","3","2","600公尺"
"6","這個的唸法是什麼？","29289","6","0","26893","4","33026","植物性脂肪","6","脂肪分為「動物性脂肪」與「植物性脂肪」，請問橄欖油是屬於？","6","32938","6","","4199","24615","1","2","植物性脂肪"
"6","這個地點的名稱是？","38728","6","4200","31934","4","20043","精靈族之村","6","","6","26449","6","","4200","26063","3","1","精靈族之村"
"6","這個的名稱是什麼？","27687","6","0","27691","4","37385","氫氧化鈉、皂化反應","6","椰子油和□□□□反應，生成肥皂和甘油，稱為□化反應。","6","30338","6","氫氧化鈉、皂化反應","4201","21270","2","2","氫氧化鈉皂"
"6","這個的名稱是什麼？","30338","6","0","32933","4","30899","肥皂長碳鏈","6","□□□□□一端為親油端，帶電的一端為親水端。","6","37832","6","","4202","38263","3","2","肥皂長碳鏈"
"6","這個的名稱是什麼？","25104","6","0","21512","4","29983","合成清潔劑、微生物","6","有些□□清潔劑在自然界中不易被□□□分解，容易造成汙染。","6","29289","6","合成清潔劑、微生物","4203","24494","2","2","合成微生物"
"3","這個的名稱是什麼？","111","3","4204","112","4","101","超能力=Super power","3","「超能力者」的英文是？","3","114","3","超能力=Super power","4204","119","1","1","power"
"6","這個的名稱是什麼？","29992","6","0","20316","4","20316","作用力與反作用力","6","火箭是利用：","6","29992","6","作用力與反作用力","4205","21453","1","2","作用反作用"
"6","這個的名稱是什麼？","30332","6","0","33258","4","30693","自發性知覺經絡反應","6","俗稱顱內高潮的「ASMR」，其中文名稱為：","6","35258","6","自發性知覺經絡反應","4206","24615","3","2","自發性知覺"
"6","這個的名稱是什麼？","23567","6","0","22823","4","29992","力的大小、力的方向、力的作用點","6","力的三大要素：","6","40670","6","力的大小、力的方向、力的作用點","4207","20316","2","2","大小作用點"
"6","這個的名稱是什麼？","20809","6","0","21453","4","21487","無反光鏡可換鏡頭相機","6","透過省去單眼相機中的反光鏡結構，以達到縮小、減輕重量效果的相機。也受攝影新手的歡迎。","6","25563","6","無反光鏡可換鏡頭相機","4208","37857","3","2","反光鏡可換"
"6","這個的名稱是什麼？","26781","6","0","40629","4","20195","麵條式代碼","6","程式設計中的俗語，意指只有編寫的本人才能解讀的繁雜編碼。名稱來自於某食物。","6","30908","6","","4209","24335","3","2","麵條式代碼"
"6","這個的名稱是什麼？","31401","6","0","34562","4","32080","蜂窩狀結構","6","具有鋪滿六角形的結構，形狀就像蜂巢一樣，因結構強度高，被廣泛運用於工業。","6","27083","6","","4210","29376","3","2","蜂窩狀結構"
"3","這個的名稱是什麼？","115","3","0","97","4","105","鑄造=Casting","3","刀等器物的製造方法中，直接敲打金屬製成的方法是「鍛造」。在模型中倒入熔化金屬製成的方法是？","3","110","3","鑄造=Casting","4211","116","3","2","astin"
"1","這個的名稱是什麼？","50","1","0","49","4","48","1200盧幣","6","「鈴奈」的問題：1500盧幣扣掉20%等於多少？","1","30439","1","1200盧幣","4212","48","2","1","1200盧"
"6","這個的名稱是什麼？","21205","6","0","25163","4","36895","AT=自動變速箱  MT=手動變速器","6","","6","22120","6","AT=自動變速箱  MT=手動變速器","4213","35722","1","2","手動變速器"
"6","這個的名稱是什麼？","34915","6","0","27927","4","20912","黑白電視、洗衣機、冰箱","6","過去被稱為「三神器」的三種家電。","6","31665","6","黑白電視、洗衣機、冰箱","4214","27231","2","2","洗衣機冰箱"
"6","這個的名稱是什麼？","36027","6","0","28040","4","38651","電腦、通訊、消費性電子產品","6","3C是指？","6","23376","6","電腦、通訊、消費性電子產品","4215","24615","2","2","消費性電子"
"6","這個的名稱是什麼？","26408","6","0","28779","4","22825","水金地火木土天海","6","距離太陽近到遠排列太陽系行星時，取其第一個字。","6","28023","6","水金地火木土天海","4216","22303","2","2","火木土天海"
"6","這個的名稱是什麼？","27683","6","0","31354","4","29872","空氣循環扇","6","空調家電的一種。構造酷似電風扇，但並非直接攪動風，而是使空氣循環的家電。","6","25159","6","","4217","24490","2","2","空氣循環扇"
"1","這個的名稱是什麼？","48","6","0","56","4","30439","800盧幣","6","「似似花」的考試：一袋裡有100盧幣的蔬菜三個與300盧幣的水果兩個，請問買兩袋會是多少錢？","1","24163","1","","4218","48","1","1","800盧幣"
"6","這個的名稱是什麼？","32173","6","0","39640","4","25351","史高維爾指標","6","計算辣椒辣度的單位。哈瓦那辣椒有一萬單位的辣度，世界上最辣的辣椒則高達數百萬。","6","27161","6","史高維爾指標","4219","29246","3","2","高維爾指標"
"6","這個的名稱是什麼？","36879","6","0","19981","4","29289","不透明的物體","6","「影子」是因為光線傳播過程中遇到什麼無法進續前進，就會在物體背後出現陰影？","6","39636","6","不透明的物體","4220","26126","2","2","不透明物體"
"3","這個的名稱是什麼？","117","3","0","101","4","114","Neutral","3","自排車的檔位中，「P」代表Parking，「D」代表Drive。那麼，「N」代表？","3","97","3","Neutral","4221","116","2","2","eutra"
"3","這個的名稱是什麼？","105","3","0","115","4","110","Turn signal","3","汽車零件中被稱作「方向燈」的物品，其英文為？","3","97","3","Turn signal","4222","103","1","2","signa"
"2","這個的名稱是什麼？","112","3","0","83","4","114","Sport","3","自排車的檔位中，「P」代表Parking，「D」代表Drive。那「S」代表？","3","116","3","","4223","111","3","2","Sport"
"6","這個的名稱是什麼？","22825","6","0","19968","4","21934","一個天文單位（1AU）","6","地球到太陽的平均距離稱為：","6","20301","6","一個天文單位（1AU）","4224","25991","1","2","一天文單位"
"3","這個的名稱是什麼？","114","3","0","101","4","97","Universal Serial Bus","3","「USB」的英文全名為：","3","108","3","Universal Serial Bus","4225","105","3","2","erial"
"2","這個都市的名稱是？","97","3","0","80","4","105","巴黎（Paris）","3","法國的首都。","3","115","3","巴黎（Paris）","4226","114","1","2","Paris"
"6","這個地點的名稱是？","30427","6","0","33775","4","21733","華盛頓哥倫比亞特區（D.C特區）","6","美國的首都。","6","20523","6","華盛頓哥倫比亞特區（D.C特區）","4227","38931","1","2","華盛頓哥倫"
"6","這個都市的名稱是？","20154","6","4228","29560","4","20043","獸人族之國珊托魯斯","6","","6","22283","6","獸人族之國珊托魯斯","4228","26063","3","1","獸人族之國"
"6","這個的名稱是什麼？","33678","6","4229","26757","4","25552","梅莎路提姆","6","這是什麼戰隊競賽\nBoss的棲息地？","6","22982","6","","4229","36335","1","1","梅莎路提姆"
"1","這是多少？","53","1","0","53","4","48","55000","1","將55321在「百位數」進行無條件進位後的數字。","1","48","1","","4230","48","1","1","55000"
"6","這個的名稱是什麼？","35948","6","4231","37326","4","32990","野豬雙胞胎","6","這是什麼戰隊競賽\nBoss的棲息地？","6","32974","6","","4231","38617","1","1","野豬雙胞胎"
"6","這個的名稱是什麼？","29246","6","4232","21152","4","35582","加爾基諾司","6","這是什麼戰隊競賽\nBoss的棲息地？","6","21496","6","","4232","22522","1","1","加爾基諾司"
"1","這是多少？","51","6","0","51","4","27425","3的33次方","6","用三個3組成最大的數。","1","26041","1","3的33次方","4233","51","2","2","333次方"
"6","這是什麼？","36554","6","0","38651","4","26377","電車沒有煙","6","電車時速80公里，向北行駛。有時速20公里的東風，請問電車的煙朝哪個方向吹？","6","29017","6","","4234","27794","3","2","電車沒有煙"
"1","這是多少？","50","6","0","51","4","27425","3的21次方","6","1、2、3組成的最大數為多少？","1","26041","1","3的21次方","4235","49","2","2","321次方"
"6","這是什麼？","39511","6","0","20877","4","19968","再驗證一次","6","考試時，小明決定用擲骰子來作答，但題目有15題，為什麼他扔了30次？","6","27425","6","","4236","35657","2","2","再驗證一次"
"1","這是多少？","54","1","0","54","4","54","66666","1","abcde + edcba = fffff，請問「fffff」是多少？（英文字母排序）","1","54","1","","4237","54","2","2","66666"
"6","這是什麼？","20491","6","0","27599","4","37117","每個月都有28天","6","哪一個月有28天？","6","26377","6","每個月都有28天","4238","26376","1","2","每個月都有"
"6","這個的名稱是什麼？","20043","6","4239","27700","4","27472","水之里歐斯","6","是什麼戰隊競賽\nBoss的棲息地？","6","26031","6","","4239","37324","1","1","水之里歐斯"
