4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c
"20000","5000","0","30","2","0","0","31018","1","500","0","0","1037","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","501","0","0","1037","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","502","0","0","1037","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","503","0","0","1037","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","504","0","0","1037","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","505","0","0","1037","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","506","0","0","1037","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","507","0","0","1037","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","508","0","0","1037","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","509","0","0","1037","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","510","0","0","1037","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","511","0","0","1037","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","512","0","0","1037","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","513","0","0","1037","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","514","0","0","1038","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","515","0","0","1038","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","516","0","0","1038","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","517","0","0","1038","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","518","0","0","1038","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","519","0","0","1038","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","520","0","0","1038","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","521","0","0","1038","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","522","0","0","1038","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","523","0","0","1038","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","524","0","0","1038","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","525","0","0","1038","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","526","0","0","1038","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","527","0","0","1038","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","528","0","0","1039","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","529","0","0","1039","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","530","0","0","1039","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","531","0","0","1039","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","532","0","0","1039","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","533","0","0","1039","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","534","0","0","1039","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","535","0","0","1039","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","536","0","0","1039","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","537","0","0","1039","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","538","0","0","1039","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","539","0","0","1039","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","540","0","0","1039","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","541","0","0","1039","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","542","0","0","1040","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","543","0","0","1040","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","544","0","0","1040","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","545","0","0","1040","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","546","0","0","1040","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","547","0","0","1040","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","548","0","0","1040","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","549","0","0","1040","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","550","0","0","1040","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","551","0","0","1040","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","552","0","0","1040","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","553","0","0","1040","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","554","0","0","1040","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","555","0","0","1040","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","556","0","0","1041","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","557","0","0","1041","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","558","0","0","1041","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","559","0","0","1041","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","560","0","0","1041","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","561","0","0","1041","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","562","0","0","1041","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","563","0","0","1041","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","564","0","0","1041","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","565","0","0","1041","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","566","0","0","1041","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","567","0","0","1041","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","568","0","0","1041","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","569","0","0","1041","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","570","0","0","1042","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","571","0","0","1042","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","572","0","0","1042","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","573","0","0","1042","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","574","0","0","1042","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","575","0","0","1042","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","576","0","0","1042","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","577","0","0","1042","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","578","0","0","1042","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","579","0","0","1042","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","580","0","0","1042","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","581","0","0","1042","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","582","0","0","1042","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","583","0","0","1042","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","584","0","0","1043","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","585","0","0","1043","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","586","0","0","1043","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","587","0","0","1043","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","588","0","0","1043","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","589","0","0","1043","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","590","0","0","1043","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","591","0","0","1043","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","592","0","0","1043","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","593","0","0","1043","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","594","0","0","1043","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","595","0","0","1043","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","596","0","0","1043","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","597","0","0","1043","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","598","0","0","1044","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","599","0","0","1044","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","600","0","0","1044","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","601","0","0","1044","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","602","0","0","1044","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","603","0","0","1044","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","604","0","0","1044","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","605","0","0","1044","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","606","0","0","1044","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","607","0","0","1044","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","608","0","0","1044","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","609","0","0","1044","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","610","0","0","1044","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","611","0","0","1044","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","612","0","0","1045","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","613","0","0","1045","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","614","0","0","1045","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","615","0","0","1045","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","616","0","0","1045","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","617","0","0","1045","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","618","0","0","1045","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","619","0","0","1045","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","620","0","0","1045","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","621","0","0","1045","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","622","0","0","1045","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","623","0","0","1045","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","624","0","0","1045","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","625","0","0","1045","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","626","0","0","1046","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","627","0","0","1046","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","628","0","0","1046","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","629","0","0","1046","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","630","0","0","1046","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","631","0","0","1046","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","632","0","0","1046","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","633","0","0","1046","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","634","0","0","1046","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","635","0","0","1046","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","636","0","0","1046","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","637","0","0","1046","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","638","0","0","1046","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","639","0","0","1046","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","640","0","0","1047","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","641","0","0","1047","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","642","0","0","1047","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","643","0","0","1047","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","644","0","0","1047","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","645","0","0","1047","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","646","0","0","1047","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","647","0","0","1047","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","648","0","0","1047","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","649","0","0","1047","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","650","0","0","1047","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","651","0","0","1047","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","652","0","0","1047","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","653","0","0","1047","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","654","0","0","1048","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","655","0","0","1048","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","656","0","0","1048","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","657","0","0","1048","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","658","0","0","1048","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","659","0","0","1048","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","660","0","0","1048","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","661","0","0","1048","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","662","0","0","1048","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","663","0","0","1048","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","664","0","0","1048","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","665","0","0","1048","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","666","0","0","1048","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","667","0","0","1048","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31145","1","668","0","0","1049","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31145","2","669","0","0","1049","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31145","3","670","0","0","1049","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31145","4","671","0","0","1049","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31145","21","672","0","0","1049","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31145","51","673","0","0","1049","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31145","151","674","0","0","1049","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31145","301","675","0","0","1049","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31145","701","676","0","0","1049","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31145","1501","677","0","0","1049","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31145","3001","678","0","0","1049","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31145","5001","679","0","0","1049","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31145","7001","680","0","0","1049","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31145","10001","681","0","0","1049","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","682","0","0","1050","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","683","0","0","1050","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","684","0","0","1050","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","685","0","0","1050","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","686","0","0","1050","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","687","0","0","1050","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","688","0","0","1050","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","689","0","0","1050","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","690","0","0","1050","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","691","0","0","1050","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","692","0","0","1050","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","693","0","0","1050","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","694","0","0","1050","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","695","0","0","1050","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","696","0","0","1051","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","697","0","0","1051","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","698","0","0","1051","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","699","0","0","1051","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","700","0","0","1051","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","701","0","0","1051","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","702","0","0","1051","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","703","0","0","1051","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","704","0","0","1051","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","705","0","0","1051","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","706","0","0","1051","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","707","0","0","1051","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","708","0","0","1051","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","709","0","0","1051","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","710","0","0","1052","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","711","0","0","1052","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","712","0","0","1052","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","713","0","0","1052","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","714","0","0","1052","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","715","0","0","1052","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","716","0","0","1052","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","717","0","0","1052","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","718","0","0","1052","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","719","0","0","1052","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","720","0","0","1052","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","721","0","0","1052","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","722","0","0","1052","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","723","0","0","1052","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","724","0","0","1053","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","725","0","0","1053","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","726","0","0","1053","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","727","0","0","1053","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","728","0","0","1053","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","729","0","0","1053","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","730","0","0","1053","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","731","0","0","1053","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","732","0","0","1053","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","733","0","0","1053","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","734","0","0","1053","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","735","0","0","1053","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","736","0","0","1053","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","737","0","0","1053","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","738","0","0","1054","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","739","0","0","1054","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","740","0","0","1054","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","741","0","0","1054","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","742","0","0","1054","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","743","0","0","1054","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","744","0","0","1054","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","745","0","0","1054","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","746","0","0","1054","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","747","0","0","1054","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","748","0","0","1054","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","749","0","0","1054","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","750","0","0","1054","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","751","0","0","1054","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31145","1","752","0","0","1055","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31145","2","753","0","0","1055","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31145","3","754","0","0","1055","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31145","4","755","0","0","1055","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31145","21","756","0","0","1055","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31145","51","757","0","0","1055","8","2","150","0","1","91002","0","90006"
