6fbeba51a2c49bfb6335d3fa33847cff3945768271c92318dca2cb2b846a8b59,d243709216e0a59514803281760c093e987735a534a691f44eba9de24886f680,ebf3f74bb8c3ac24985718f015d75385d336639cb3518d830f0994d7832a54c0,51b1e98b6f147624fe6da22bdb8974045862a025d710e16eef270bdfadf5a79b,9e6ea9eca0de681a54e0b6c86657c84fe4404ce615b8ea4c8ef19a7903490e97,c39eee9027ec489a26bbb71028634f9b1ad84f07d10e7ee6a68cf38274ae7f37,8a82b3892b7324224d3326373ceb51c923cdd20fcc5a03bd5380aca1dfcfb1b4,8e91a87a1a1d82c79d2681c3d0b8391069a46db22bf19ea3d9314c9a9473a50b,6e922c964a75880aa637db2487fabb30dabf570ec0410f6396c8063dd057e245,62dbfcfb0c47bc377038837d8ad801280bfd0a3fb5c8c9a0fd87e2d1751b6b92,9e2cad641468be5d97e6d3f1a4c916632e5a382ba13828dbd3fc4bc00efc6cba,84436b7fd0edeb40a5b7bee2030d2b48aab5ccbff69c900c6bdd5ac4945b4c89,565b5405fba1ecd9a5828f5a16a364d2b91cc57876bac4a7309b50092720578a,9cf1efbbae7b85276eb5880bc3d1faf2397199464dcb197db68e18fc484d96fd,bbde58fdd9e7230933d5cdeeec0b26779bbb34bd2a2dbe088067c9f906397921,49d937554070ab797516c6e4b6b181f73019a61ab1a6f6b214d3ba138bb57fca,dfdd1b461c0e2c06822571f1fd4c08b387300401000d0e8024c337d8f862615a,c64addefc6f3d7f41203637b8a7fe90e9e141c00fd4c2a5fe84c5ba3c6b08b59,95bf5d522fe764c60cc57742ca348c324c57224676c6d73400641783e2980254,6d78a6955c486145487325f883fa9d996527985c40a963c20832946f14e6e64f,38fde828cfb6a032bd3b7f7d87bba8772950b9d30a3332734dd8e0fbd7fa4c62,1c091a376d0b95b5db656cccf5dba73ad4fee8053efef32e48dde90c404feaf5,c5756ee5518f1ed203f4e586c0cd0fe0097114afb5cbc4de6f5267aaa2916037,c1b81928792396aa2b06d97f0120dba2aa298d98ef8128b9296e371e3a514143,8d915c8bc0bd17d5a842ca12994dc8c5cda7b9c6e15e3b9314af77721a9fc01c,2fe73a03f7a34ddce65c8cd87ea7207cc3f1c4c137f4956a915717d7ce5b7b5b,6980ea90dbdf1f2ab2108e37544c3a43878c368164562dd3ba453e4dffeba2fa,a493131c63ffbb31d28255e96089f3e1c8c4826ced512e4fb6c0338d0c2ae02b,cc80513c71a4d47855d43d40a8afc2879d77ec82b2bd1ac081d343e9c94bd0b0,f8e2842ce70ae1fec3b29de81a6badb9e7a118e2cf85af2c9064992e29924160,45cff0a665121b26125c4d5e24b81dc86d45855fe2d60cc89f2357a0a22652d0,c7ab439bd78f0ff47081cc41599d822aa99df8d413fcd2522977e7726b812a83,468ba187f2cc810f665b225620b26f7cad6edaaae596fdfb70024ec834eccef7,6f120b2864ae6eedb3012f227bccb86c0e45d0285e547e6ba558173c75fd2777,37000ca58a01df3a34bd80a0a57572c7b2c18f0c7849a9b3dcb9630024966d9e,aa4dd8febee4c917ec73644b7653f3d3de427a0a8739098a6280230bc4ffced5,4fe9340ae602eb97a3020b3713da1709dc572ae2032a27f44e35f04ab69895c4,ee1754c2af5036f24449e3b991db7fec000c6a8dce43771ab9b5fe8ce0777931,ff5563d02407d664bc16088dde8ba803c22e307682e3023659aff350798b8721,7da46c37f7b9e38bb99e75d3939310da64a3b744a3afdc5b5b956758b785ff1a
"28","28","0","28","28","28","0","10","28","0","30","202400","28","646","28","0","28","0","1","10","4676","28","0","19","0","0","620240028","200000001","0","28","28","28","1","1","0","28","28","34","28","28"
"29","29","0","29","29","29","0","10","29","0","30","202400","29","658","29","0","29","0","1","10","5041","29","0","19","0","0","620240029","200000001","0","29","29","29","1","1","0","29","29","35","29","29"
"30","30","0","30","30","30","0","10","30","0","30","202400","30","671","30","0","30","0","1","10","5405","30","0","19","0","0","620240030","200000001","0","30","30","30","1","1","0","30","30","35","30","30"
"31","31","0","31","31","31","0","10","31","0","30","202400","31","683","31","0","31","0","1","10","5770","31","0","20","0","0","620240031","200000001","0","31","31","31","1","1","0","31","31","36","31","31"
"32","32","0","32","32","32","0","10","32","0","30","202400","32","695","32","0","32","0","1","10","6135","32","0","20","0","0","620240032","200000001","0","32","32","32","1","1","0","32","32","37","32","32"
"33","33","0","33","33","33","0","10","33","0","30","202400","33","708","33","0","33","0","1","10","6499","33","0","20","0","0","620240033","200000001","0","33","33","33","1","1","0","33","33","37","33","33"
"34","34","0","34","34","34","0","10","34","0","30","202400","34","720","34","0","34","0","1","10","6864","34","0","20","0","0","620240034","200000001","0","34","34","34","1","1","0","34","34","38","34","34"
"35","35","0","35","35","35","0","10","35","0","30","202400","35","810","35","0","35","0","1","10","7772","35","0","22","0","0","620240035","200000001","0","35","35","35","1","1","0","35","35","41","35","35"
"36","36","0","36","36","36","0","10","36","0","30","202400","36","900","36","0","36","0","1","10","8681","36","0","23","0","0","620240036","200000001","0","36","36","36","1","1","0","36","36","44","36","36"
"37","37","0","37","37","37","0","10","37","0","30","202400","37","990","37","0","37","0","1","10","9589","37","0","25","0","0","620240037","200000001","0","37","37","37","1","1","0","37","37","47","37","37"
"38","38","0","38","38","38","0","10","38","0","30","202400","38","1081","38","0","38","0","1","10","10497","38","0","26","0","0","620240038","200000001","0","38","38","38","1","1","0","38","38","49","38","38"
"39","39","0","39","39","39","0","10","39","0","30","202400","39","1170","39","0","39","0","1","10","11405","39","0","28","0","0","620240039","200000001","0","39","39","39","1","1","0","39","39","52","39","39"
"40","40","0","40","40","40","0","10","40","0","30","202400","40","1261","40","0","40","0","1","10","12314","40","0","29","0","0","620240040","200000001","0","40","40","40","1","1","0","40","40","55","40","40"
"41","41","0","41","41","41","0","10","41","0","30","202400","41","1351","41","0","41","0","1","10","13222","41","0","31","0","0","620240041","200000001","0","41","41","41","1","1","0","41","41","58","41","41"
"42","42","0","42","42","42","0","10","42","0","30","202400","42","1422","42","0","42","0","1","10","13956","42","0","32","0","0","620240042","200000001","0","42","42","42","1","1","0","42","42","59","42","42"
"43","43","0","43","43","43","0","10","43","0","30","202400","43","1493","43","0","43","0","1","10","14691","43","0","32","0","0","620240043","200000001","0","43","43","43","1","1","0","43","43","59","43","43"
"44","44","0","44","44","44","0","10","44","0","30","202400","44","1564","44","0","44","0","1","10","15425","44","0","33","0","0","620240044","200000001","0","44","44","44","1","1","0","44","44","60","44","44"
"45","45","0","45","45","45","0","10","45","0","30","202400","45","1635","45","0","45","0","1","10","16159","45","0","33","0","0","620240045","200000001","0","45","45","45","1","1","0","45","45","60","45","45"
"46","46","0","46","46","46","0","10","46","0","30","202400","46","1642","46","0","46","0","1","10","16415","46","0","35","0","0","620240046","200000001","0","46","46","46","1","1","0","46","46","61","46","46"
"47","47","0","47","47","47","0","10","47","0","30","202400","47","1530","47","0","47","0","1","10","16815","47","0","36","0","0","620240047","200000001","0","47","47","47","1","1","0","47","47","66","47","47"
"48","48","0","48","48","48","0","10","48","0","30","202400","48","1604","48","0","48","0","1","10","20509","48","0","37","0","0","620240048","200000001","0","48","48","48","1","1","0","48","48","69","48","48"
"49","49","0","49","49","49","0","10","49","0","30","202400","49","1603","49","0","49","0","1","10","20700","49","0","36","0","0","620240049","200000001","0","49","49","49","1","1","0","49","49","67","49","49"
"50","50","0","50","50","50","0","10","50","0","30","202400","50","1641","50","0","50","0","1","10","21301","50","0","37","0","0","620240050","200000001","0","50","50","50","1","1","0","50","50","69","50","50"
"51","51","0","51","51","51","0","10","51","0","30","202400","51","1678","51","0","51","0","1","10","21902","51","0","38","0","0","620240051","200000001","0","51","51","51","1","1","0","51","51","70","51","51"
"52","52","0","52","52","52","0","10","52","0","30","202400","52","1716","52","0","52","0","1","10","22503","52","0","39","0","0","620240052","200000001","0","52","52","52","1","1","0","52","52","72","52","52"
"53","53","0","53","53","53","0","10","53","0","30","202400","53","1754","53","0","53","0","1","10","23105","53","0","41","0","0","620240053","200000001","0","53","53","53","1","1","0","53","53","73","53","53"
"54","54","0","54","54","54","0","10","54","0","30","202400","54","1791","54","0","54","0","1","10","23706","54","0","42","0","0","620240054","200000001","0","54","54","54","1","1","0","54","54","75","54","54"
"55","55","0","55","55","55","0","10","55","0","30","202400","55","1829","55","0","55","0","1","10","24307","55","0","43","0","0","620240055","200000001","0","55","55","55","1","1","0","55","55","76","55","55"
"56","56","0","56","56","56","0","10","56","0","30","202400","56","1866","56","0","56","0","1","10","24908","56","0","44","0","0","620240056","200000001","0","56","56","56","1","1","0","56","56","78","56","56"
"57","57","0","57","57","57","0","10","57","0","30","202400","57","1904","57","0","57","0","1","10","25509","57","0","45","0","0","620240057","200000001","0","57","57","57","1","1","0","57","57","79","57","57"
"58","58","0","58","58","58","0","10","58","0","30","202400","58","2139","58","0","58","0","1","10","27072","58","0","57","0","0","620240058","200000001","0","58","58","58","1","1","0","58","58","96","58","58"
"59","59","0","59","59","59","0","10","59","0","30","202400","59","2373","59","0","59","0","1","10","28636","59","0","69","0","0","620240059","200000001","0","59","59","59","1","1","0","59","59","114","59","59"
"60","60","0","60","60","60","0","10","60","0","30","202400","60","2608","60","0","60","0","1","10","30199","60","0","81","0","0","620240060","200000001","0","60","60","60","1","1","0","60","60","131","60","60"
"61","61","0","61","61","61","0","10","61","0","30","202400","61","2843","61","0","61","0","1","10","31762","61","0","93","0","0","620240061","200000001","0","61","61","61","1","1","0","61","61","148","61","61"
"62","62","0","62","62","62","0","10","62","0","30","202400","62","2948","62","0","62","0","1","10","32465","62","0","94","0","0","620240062","200000001","0","62","62","62","1","1","0","62","62","149","62","62"
"63","63","0","63","63","63","0","10","63","0","30","202400","63","3054","63","0","63","0","1","10","33168","63","0","96","0","0","620240063","200000001","0","63","63","63","1","1","0","63","63","150","63","63"
"64","64","0","64","64","64","0","10","64","0","30","202400","64","3159","64","0","64","0","1","10","33871","64","0","97","0","0","620240064","200000001","0","64","64","64","1","1","0","64","64","152","64","64"
"65","65","0","65","65","65","0","10","65","0","30","202400","65","3265","65","0","65","0","1","10","34574","65","0","98","0","0","620240065","200000001","0","65","65","65","1","1","0","65","65","153","65","65"
"66","66","0","66","66","66","0","10","66","0","30","202400","66","3370","66","0","66","0","1","10","35277","66","0","99","0","0","620240066","200000001","0","66","66","66","1","1","0","66","66","154","66","66"
"67","67","0","67","67","67","0","10","67","0","30","202400","67","3476","67","0","67","0","1","10","35981","67","0","101","0","0","620240067","200000001","0","67","67","67","1","1","0","67","67","155","67","67"
"68","68","0","68","68","68","0","10","68","0","30","202400","68","3581","68","0","68","0","1","10","36684","68","0","102","0","0","620240068","200000001","0","68","68","68","1","1","0","68","68","156","68","68"
"69","69","0","69","69","69","0","10","69","0","30","202400","69","3686","69","0","69","0","1","10","37387","69","0","103","0","0","620240069","200000001","0","69","69","69","1","1","0","69","69","158","69","69"
"70","70","0","70","70","70","0","10","70","0","30","202400","70","3792","70","0","70","0","1","10","38090","70","0","105","0","0","620240070","200000001","0","70","70","70","1","1","0","70","70","159","70","70"
"71","71","0","71","71","71","0","10","71","0","30","202400","71","3897","71","0","71","0","1","10","38793","71","0","106","0","0","620240071","200000001","0","71","71","71","1","1","0","71","71","160","71","71"
"1","1","0","1","1","1","83","10","1","0","30","202500","1","0","1","0","1","0","1","10","119","1","0","6","0","0","620250001","200000001","0","1","1","1","1","1","0","1","1","6","1","1"
"2","2","0","2","2","2","86","10","2","0","30","202500","2","0","2","0","2","0","1","10","144","2","0","6","0","0","620250002","200000001","0","2","2","2","1","1","0","2","2","7","2","2"
"3","3","0","3","3","3","90","10","3","0","30","202500","3","0","3","0","3","0","1","10","220","3","0","7","0","0","620250003","200000001","0","3","3","3","1","1","0","3","3","7","3","3"
"4","4","0","4","4","4","94","10","4","0","30","202500","4","0","4","0","4","0","1","10","266","4","0","8","0","0","620250004","200000001","0","4","4","4","1","1","0","4","4","8","4","4"
"5","5","0","5","5","5","98","10","5","0","30","202500","5","0","5","0","5","0","1","10","406","5","0","9","0","0","620250005","200000001","0","5","5","5","1","1","0","5","5","8","5","5"
"6","6","0","6","6","6","102","10","6","0","30","202500","6","0","6","0","6","0","1","10","490","6","0","10","0","0","620250006","200000001","0","6","6","6","1","1","0","6","6","9","6","6"
"7","7","0","7","7","7","106","10","7","0","30","202500","7","0","7","0","7","0","1","10","749","7","0","11","0","0","620250007","200000001","0","7","7","7","1","1","0","7","7","9","7","7"
"8","8","0","8","8","8","111","10","8","0","30","202500","8","0","8","0","8","0","1","10","904","8","0","13","0","0","620250008","200000001","0","8","8","8","1","1","0","8","8","11","8","8"
"9","9","0","9","9","9","120","10","9","0","30","202500","9","0","9","0","9","0","1","10","935","9","0","14","0","0","620250009","200000001","0","9","9","9","1","1","0","9","9","11","9","9"
"10","10","0","10","10","10","129","10","10","0","30","202500","10","0","10","0","10","0","1","10","965","10","0","14","0","0","620250010","200000001","0","10","10","10","1","1","0","10","10","11","10","10"
"11","11","0","11","11","11","129","10","11","0","30","202500","11","0","11","0","11","0","1","10","965","11","0","14","0","0","620250011","200000001","0","11","11","11","1","1","0","11","11","11","11","11"
"12","12","0","12","12","12","139","10","12","0","30","202500","12","0","12","0","12","0","1","10","983","12","0","15","0","0","620250012","200000001","0","12","12","12","1","1","0","12","12","12","12","12"
"13","13","0","13","13","13","153","10","13","0","30","202500","13","0","13","0","13","0","1","10","1001","13","0","21","0","0","620250013","200000001","0","13","13","13","1","1","0","13","13","16","13","13"
"14","14","0","14","14","14","153","10","14","0","30","202500","14","0","14","0","14","0","1","10","1001","14","0","21","0","0","620250014","200000001","0","14","14","14","1","1","0","14","14","16","14","14"
"15","15","0","15","15","15","166","10","15","0","30","202500","15","0","15","0","15","0","1","10","1105","15","0","23","0","0","620250015","200000001","0","15","15","15","1","1","0","15","15","17","15","15"
"16","16","0","16","16","16","193","10","16","0","30","202500","16","0","16","0","16","0","1","10","1329","16","0","23","0","0","620250016","200000001","0","16","16","16","1","1","0","16","16","17","16","16"
"17","17","0","17","17","17","233","10","17","0","30","202500","17","0","17","0","17","0","1","10","1658","17","0","23","0","0","620250017","200000001","0","17","17","17","1","1","0","17","17","17","17","17"
"18","18","0","18","18","18","266","10","18","0","30","202500","18","0","18","0","18","0","1","10","1727","18","0","24","0","0","620250018","200000001","0","18","18","18","1","1","0","18","18","18","18","18"
"19","19","0","19","19","19","339","10","19","0","30","202500","19","0","19","0","19","0","1","10","2124","19","0","24","0","0","620250019","200000001","0","19","19","19","1","1","0","19","19","18","19","19"
"20","20","0","20","20","20","344","10","20","0","30","202500","20","0","20","0","20","0","1","10","2250","20","0","25","0","0","620250020","200000001","0","20","20","20","1","1","0","20","20","18","20","20"
"21","21","0","21","21","21","346","10","21","0","30","202500","21","0","21","0","21","0","1","10","2358","21","0","25","0","0","620250021","200000001","0","21","21","21","1","1","0","21","21","18","21","21"
"22","22","0","22","22","22","350","10","22","0","30","202500","22","0","22","0","22","0","1","10","2466","22","0","25","0","0","620250022","200000001","0","22","22","22","1","1","0","22","22","18","22","22"
"23","23","0","23","23","23","353","10","23","0","30","202500","23","0","23","0","23","0","1","10","2574","23","0","25","0","0","620250023","200000001","0","23","23","23","1","1","0","23","23","18","23","23"
"24","24","0","24","24","24","363","10","24","0","30","202500","24","0","24","0","24","0","1","10","2700","24","0","29","0","0","620250024","200000001","0","24","24","24","1","1","0","24","24","21","24","24"
"25","25","0","25","25","25","433","10","25","0","30","202500","25","0","25","0","25","0","1","10","3141","25","0","29","0","0","620250025","200000001","0","25","25","25","1","1","0","25","25","21","25","25"
"26","26","0","26","26","26","435","10","26","0","30","202500","26","0","26","0","26","0","1","10","3147","26","0","29","0","0","620250026","200000001","0","26","26","26","1","1","0","26","26","21","26","26"
"27","27","0","27","27","27","436","10","27","0","30","202500","27","0","27","0","27","0","1","10","3152","27","0","29","0","0","620250027","200000001","0","27","27","27","1","1","0","27","27","21","27","27"
"28","28","0","28","28","28","440","10","28","0","30","202500","28","0","28","0","28","0","1","10","3646","28","0","30","0","0","620250028","200000001","0","28","28","28","1","1","0","28","28","22","28","28"
"29","29","0","29","29","29","444","10","29","0","30","202500","29","0","29","0","29","0","1","10","4141","29","0","31","0","0","620250029","200000001","0","29","29","29","1","1","0","29","29","22","29","29"
"30","30","0","30","30","30","449","10","30","0","30","202500","30","0","30","0","30","0","1","10","4635","30","0","32","0","0","620250030","200000001","0","30","30","30","1","1","0","30","30","23","30","30"
"31","31","0","31","31","31","453","10","31","0","30","202500","31","0","31","0","31","0","1","10","4800","31","0","32","0","0","620250031","200000001","0","31","31","31","1","1","0","31","31","23","31","31"
"32","32","0","32","32","32","457","10","32","0","30","202500","32","0","32","0","32","0","1","10","4966","32","0","33","0","0","620250032","200000001","0","32","32","32","1","1","0","32","32","24","32","32"
"33","33","0","33","33","33","461","10","33","0","30","202500","33","0","33","0","33","0","1","10","5131","33","0","33","0","0","620250033","200000001","0","33","33","33","1","1","0","33","33","24","33","33"
"34","34","0","34","34","34","465","10","34","0","30","202500","34","0","34","0","34","0","1","10","5296","34","0","33","0","0","620250034","200000001","0","34","34","34","1","1","0","34","34","25","34","34"
"35","35","0","35","35","35","469","10","35","0","30","202500","35","0","35","0","35","0","1","10","5461","35","0","33","0","0","620250035","200000001","0","35","35","35","1","1","0","35","35","25","35","35"
"36","36","0","36","36","36","474","10","36","0","30","202500","36","0","36","0","36","0","1","10","5627","36","0","34","0","0","620250036","200000001","0","36","36","36","1","1","0","36","36","26","36","36"
"37","37","0","37","37","37","478","10","37","0","30","202500","37","0","37","0","37","0","1","10","5792","37","0","34","0","0","620250037","200000001","0","37","37","37","1","1","0","37","37","26","37","37"
"38","38","0","38","38","38","482","10","38","0","30","202500","38","0","38","0","38","0","1","10","6945","38","0","47","0","0","620250038","200000001","0","38","38","38","1","1","0","38","38","35","38","38"
"39","39","0","39","39","39","569","10","39","0","30","202500","39","0","39","0","39","0","1","10","8267","39","0","47","0","0","620250039","200000001","0","39","39","39","1","1","0","39","39","35","39","39"
"40","40","0","40","40","40","660","10","40","0","30","202500","40","0","40","0","40","0","1","10","10028","40","0","48","0","0","620250040","200000001","0","40","40","40","1","1","0","40","40","35","40","40"
"41","41","0","41","41","41","865","10","41","0","30","202500","41","0","41","0","41","0","1","10","11496","41","0","49","0","0","620250041","200000001","0","41","41","41","1","1","0","41","41","36","41","41"
"42","42","0","42","42","42","1016","10","42","0","30","202500","42","0","42","0","42","0","1","10","12764","42","0","49","0","0","620250042","200000001","0","42","42","42","1","1","0","42","42","36","42","42"
"43","43","0","43","43","43","931","10","43","0","30","202500","43","0","43","0","43","0","1","10","13039","43","0","49","0","0","620250043","200000001","0","43","43","43","1","1","0","43","43","36","43","43"
"44","44","0","44","44","44","996","10","44","0","30","202500","44","0","44","0","44","0","1","10","13343","44","0","51","0","0","620250044","200000001","0","44","44","44","1","1","0","44","44","38","44","44"
"45","45","0","45","45","45","1060","10","45","0","30","202500","45","0","45","0","45","0","1","10","13646","45","0","58","0","0","620250045","200000001","0","45","45","45","1","1","0","45","45","41","45","45"
"46","46","0","46","46","46","1096","10","46","0","30","202500","46","0","46","0","46","0","1","10","14395","46","0","58","0","0","620250046","200000001","0","46","46","46","1","1","0","46","46","42","46","46"
"47","47","0","47","47","47","1132","10","47","0","30","202500","47","0","47","0","47","0","1","10","15144","47","0","58","0","0","620250047","200000001","0","47","47","47","1","1","0","47","47","42","47","47"
"48","48","0","48","48","48","1167","10","48","0","30","202500","48","0","48","0","48","0","1","10","15894","48","0","58","0","0","620250048","200000001","0","48","48","48","1","1","0","48","48","43","48","48"
"49","49","0","49","49","49","1203","10","49","0","30","202500","49","0","49","0","49","0","1","10","16643","49","0","58","0","0","620250049","200000001","0","49","49","49","1","1","0","49","49","43","49","49"
"50","50","0","50","50","50","1263","10","50","0","30","202500","50","0","50","0","50","0","1","10","16902","50","0","60","0","0","620250050","200000001","0","50","50","50","1","1","0","50","50","44","50","50"
"51","51","0","51","51","51","1322","10","51","0","30","202500","51","0","51","0","51","0","1","10","17161","51","0","62","0","0","620250051","200000001","0","51","51","51","1","1","0","51","51","45","51","51"
"52","52","0","52","52","52","1382","10","52","0","30","202500","52","0","52","0","52","0","1","10","17420","52","0","64","0","0","620250052","200000001","0","52","52","52","1","1","0","52","52","46","52","52"
"53","53","0","53","53","53","1442","10","53","0","30","202500","53","0","53","0","53","0","1","10","17679","53","0","66","0","0","620250053","200000001","0","53","53","53","1","1","0","53","53","47","53","53"
"54","54","0","54","54","54","1501","10","54","0","30","202500","54","0","54","0","54","0","1","10","17938","54","0","68","0","0","620250054","200000001","0","54","54","54","1","1","0","54","54","48","54","54"
"55","55","0","55","55","55","1561","10","55","0","30","202500","55","0","55","0","55","0","1","10","18197","55","0","70","0","0","620250055","200000001","0","55","55","55","1","1","0","55","55","49","55","55"
"56","56","0","56","56","56","1621","10","56","0","30","202500","56","0","56","0","56","0","1","10","18456","56","0","72","0","0","620250056","200000001","0","56","56","56","1","1","0","56","56","50","56","56"
"57","57","0","57","57","57","1680","10","57","0","30","202500","57","0","57","0","57","0","1","10","18715","57","0","74","0","0","620250057","200000001","0","57","57","57","1","1","0","57","57","51","57","57"
"58","58","0","58","58","58","1740","10","58","0","30","202500","58","0","58","0","58","0","1","10","18974","58","0","76","0","0","620250058","200000001","0","58","58","58","1","1","0","58","58","52","58","58"
"59","59","0","59","59","59","1800","10","59","0","30","202500","59","0","59","0","59","0","1","10","19233","59","0","78","0","0","620250059","200000001","0","59","59","59","1","1","0","59","59","53","59","59"
"60","60","0","60","60","60","1859","10","60","0","30","202500","60","0","60","0","60","0","1","10","19492","60","0","80","0","0","620250060","200000001","0","60","60","60","1","1","0","60","60","54","60","60"
"61","61","0","61","61","61","1919","10","61","0","30","202500","61","0","61","0","61","0","1","10","19751","61","0","82","0","0","620250061","200000001","0","61","61","61","1","1","0","61","61","55","61","61"
"62","62","0","62","62","62","2037","10","62","0","30","202500","62","0","62","0","62","0","1","10","20794","62","0","85","0","0","620250062","200000001","0","62","62","62","1","1","0","62","62","57","62","62"
"63","63","0","63","63","63","2155","10","63","0","30","202500","63","0","63","0","63","0","1","10","21837","63","0","87","0","0","620250063","200000001","0","63","63","63","1","1","0","63","63","59","63","63"
"64","64","0","64","64","64","2273","10","64","0","30","202500","64","0","64","0","64","0","1","10","22879","64","0","90","0","0","620250064","200000001","0","64","64","64","1","1","0","64","64","61","64","64"
"65","65","0","65","65","65","2391","10","65","0","30","202500","65","0","65","0","65","0","1","10","23922","65","0","92","0","0","620250065","200000001","0","65","65","65","1","1","0","65","65","64","65","65"
"66","66","0","66","66","66","2509","10","66","0","30","202500","66","0","66","0","66","0","1","10","24965","66","0","95","0","0","620250066","200000001","0","66","66","66","1","1","0","66","66","66","66","66"
"67","67","0","67","67","67","2627","10","67","0","30","202500","67","0","67","0","67","0","1","10","26008","67","0","97","0","0","620250067","200000001","0","67","67","67","1","1","0","67","67","68","67","67"
"68","68","0","68","68","68","2745","10","68","0","30","202500","68","0","68","0","68","0","1","10","27050","68","0","100","0","0","620250068","200000001","0","68","68","68","1","1","0","68","68","70","68","68"
"69","69","0","69","69","69","2863","10","69","0","30","202500","69","0","69","0","69","0","1","10","28093","69","0","103","0","0","620250069","200000001","0","69","69","69","1","1","0","69","69","72","69","69"
"70","70","0","70","70","70","2981","10","70","0","30","202500","70","0","70","0","70","0","1","10","29136","70","0","105","0","0","620250070","200000001","0","70","70","70","1","1","0","70","70","74","70","70"
"71","71","0","71","71","71","3099","10","71","0","30","202500","71","0","71","0","71","0","1","10","30179","71","0","108","0","0","620250071","200000001","0","71","71","71","1","1","0","71","71","76","71","71"
"1","1","0","1","1","1","145","10","1","0","30","202600","1","0","1","0","1","0","1","10","1171","1","0","10","0","0","620260001","200000001","0","1","1","1","1","1","0","1","1","7","1","1"
"2","2","0","2","2","2","149","10","2","0","30","202600","2","0","2","0","2","0","1","10","1175","2","0","10","0","0","620260002","200000001","0","2","2","2","1","1","0","2","2","7","2","2"
"3","3","0","3","3","3","154","10","3","0","30","202600","3","0","3","0","3","0","1","10","1179","3","0","10","0","0","620260003","200000001","0","3","3","3","1","1","0","3","3","7","3","3"
"4","4","0","4","4","4","158","10","4","0","30","202600","4","0","4","0","4","0","1","10","1183","4","0","11","0","0","620260004","200000001","0","4","4","4","1","1","0","4","4","8","4","4"
"5","5","0","5","5","5","162","10","5","0","30","202600","5","0","5","0","5","0","1","10","1187","5","0","11","0","0","620260005","200000001","0","5","5","5","1","1","0","5","5","8","5","5"
"6","6","0","6","6","6","167","10","6","0","30","202600","6","0","6","0","6","0","1","10","1190","6","0","11","0","0","620260006","200000001","0","6","6","6","1","1","0","6","6","8","6","6"
"7","7","0","7","7","7","171","10","7","0","30","202600","7","0","7","0","7","0","1","10","1194","7","0","12","0","0","620260007","200000001","0","7","7","7","1","1","0","7","7","9","7","7"
"8","8","0","8","8","8","176","10","8","0","30","202600","8","0","8","0","8","0","1","10","1198","8","0","12","0","0","620260008","200000001","0","8","8","8","1","1","0","8","8","9","8","8"
"9","9","0","9","9","9","180","10","9","0","30","202600","9","0","9","0","9","0","1","10","1202","9","0","12","0","0","620260009","200000001","0","9","9","9","1","1","0","9","9","9","9","9"
"10","10","0","10","10","10","184","10","10","0","30","202600","10","0","10","0","10","0","1","10","1206","10","0","13","0","0","620260010","200000001","0","10","10","10","1","1","0","10","10","9","10","10"
"11","11","0","11","11","11","189","10","11","0","30","202600","11","0","11","0","11","0","1","10","1209","11","0","13","0","0","620260011","200000001","0","11","11","11","1","1","0","11","11","10","11","11"
"12","12","0","12","12","12","193","10","12","0","30","202600","12","0","12","0","12","0","1","10","1213","12","0","13","0","0","620260012","200000001","0","12","12","12","1","1","0","12","12","10","12","12"
"13","13","0","13","13","13","198","10","13","0","30","202600","13","0","13","0","13","0","1","10","1217","13","0","14","0","0","620260013","200000001","0","13","13","13","1","1","0","13","13","10","13","13"
"14","14","0","14","14","14","202","10","14","0","30","202600","14","0","14","0","14","0","1","10","1221","14","0","14","0","0","620260014","200000001","0","14","14","14","1","1","0","14","14","11","14","14"
"15","15","0","15","15","15","206","10","15","0","30","202600","15","0","15","0","15","0","1","10","1225","15","0","15","0","0","620260015","200000001","0","15","15","15","1","1","0","15","15","12","15","15"
"16","16","0","16","16","16","238","10","16","0","30","202600","16","0","16","0","16","0","1","10","1676","16","0","15","0","0","620260016","200000001","0","16","16","16","1","1","0","16","16","12","16","16"
"17","17","0","17","17","17","269","10","17","0","30","202600","17","0","17","0","17","0","1","10","2127","17","0","15","0","0","620260017","200000001","0","17","17","17","1","1","0","17","17","12","17","17"
"18","18","0","18","18","18","276","10","18","0","30","202600","18","0","18","0","18","0","1","10","2388","18","0","15","0","0","620260018","200000001","0","18","18","18","1","1","0","18","18","12","18","18"
"19","19","0","19","19","19","283","10","19","0","30","202600","19","0","19","0","19","0","1","10","2649","19","0","16","0","0","620260019","200000001","0","19","19","19","1","1","0","19","19","12","19","19"
"20","20","0","20","20","20","290","10","20","0","30","202600","20","0","20","0","20","0","1","10","2911","20","0","16","0","0","620260020","200000001","0","20","20","20","1","1","0","20","20","12","20","20"
"21","21","0","21","21","21","308","10","21","0","30","202600","21","0","21","0","21","0","1","10","3013","21","0","17","0","0","620260021","200000001","0","21","21","21","1","1","0","21","21","12","21","21"
"22","22","0","22","22","22","326","10","22","0","30","202600","22","0","22","0","22","0","1","10","3116","22","0","17","0","0","620260022","200000001","0","22","22","22","1","1","0","22","22","12","22","22"
"23","23","0","23","23","23","326","10","23","0","30","202600","23","0","23","0","23","0","1","10","3369","23","0","17","0","0","620260023","200000001","0","23","23","23","1","1","0","23","23","12","23","23"
