a50b68f676f42c79b72ddf3a3c0a90c62aeecad93d5fee6b4e628d4b54ab728d,d259048abe7754326f6868e8a44ab32796e8d8b0dee09511d0364b54b695be2f,e000b79c106feb741ee534bd65b8b5815387721bcab59986590f185295dc337a,6352288cef90253608b31ce135c99460f0e1b5f597b1813ed3e4f3e8310b6037,c1be4650687e4c9c22da28e4a30f0412a72a491a5c4cae45fa317b7328a9b62a,7bfcb3ea7cf7e6398956b1d52fb63c78c253ccce8ee90fc6b741cd4b5a41fab6,a63f51bd42e451e09e246f7566382f86405b3749ebf2d41fde709d809295e8bf,4683dc52c6b6ddcec1a9cc7b1d5d3d51c8128ef46d1d9f099e7cdcf9c8f8e0cc,f5a54587fd338b1b17313cc2344db5d2bfcde80ce2e72af7ccad3e7fc346f4cb,48db5331b235ed78d15722423084931cb957f3f8e61c8dcc152dc0001c9f2513,86a3e723074b3c20dd786dc85590dd780b4be442a7a21faf7a2314b7743aa813
"","400001","","","","","32","1","40012","1400120012",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_foot","40012","1400120013",""
"","1000001","","","","1","3","travel_topdrama_r_4001_A_01","40012","1400120014","0.2"
"","1000001","2.3","","","-75","2","60","40012","1400120015",""
"","1000002","","","","1","3","travel_topdrama_r_4001_B_01","40012","1400120016","0.2"
"","1000002","2.3","","","-100","2","-60","40012","1400120017",""
"","2","","","","","93","0","40012","1400120018",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_rumble","40012","1400120019",""
"","5","","","","1.3","122","5","40012","1400120020",""
"","0.3","","","","","93","0","40012","1400120021",""
"","7.5","","","","2.5","122","7.5","40012","1400120022",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_emote_common","40012","1400120023",""
"","1000001","","","","0","3","travel_topdrama_r_4001_A_02","40012","1400120024","0.2"
"0","1000001","0","","","0.3","12","3","40012","1400120025",""
"","0.1","","","","","93","0","40012","1400120026",""
"","1000002","","","","0","3","travel_topdrama_r_4001_B_02","40012","1400120027","0.2"
"0","1000002","0","","","0.2","12","3","40012","1400120028",""
"","0.6","","","","","93","0","40012","1400120029",""
"","10","","","","4","122","10","40012","1400120030",""
"","6","disappear","","","0","3","run","40012","1400120031","0"
"","400102","","","","","32","1","40012","1400120032",""
"","400103","","","","","32","1","40012","1400120033",""
"","0.5","","","","","93","0","40012","1400120034",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_passaway","40012","1400120035",""
"","0.2","","","","","93","0","40012","1400120036",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_pass_wind","40012","1400120037",""
"","0.2","","","","","93","0","40012","1400120038",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_rumble2","40012","1400120039",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_rolling","40012","1400120040",""
"","400104","","","","","32","1","40012","1400120041",""
"","1000002","","","","0","3","travel_topdrama_r_4001_B_03","40012","1400120042","0.2"
"","0.1","","","","","93","0","40012","1400120043",""
"","1000001","","","","0","3","travel_topdrama_r_4001_A_03","40012","1400120044","0.2"
"","1.75","","","","","93","0","40012","1400120045",""
"","400105","","","","","32","1","40012","1400120046",""
"","0.2","","","","","93","0","40012","1400120047",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_drop_box","40012","1400120048",""
"","1.55","","","","","93","0","40012","1400120049",""
"","","","","","","111","","40012","1400120050",""
"","0","","","","","91","","40012","1400120051",""
"-55","1","25","travel_topdrama_r_4001_idle_A","0","50","1","1000001","40021","1400210001","0.8"
"-65","1","-25","travel_topdrama_r_4001_idle_B","0","51","1","1000002","40021","1400210002","0.8"
"-75","0","0","normal","0","55","5","0","40021","1400210003","1"
"","0","","","","","91","0","40021","1400210004",""
"","1000001","","","0","1","3","travel_topdrama_r_4001_idle_A","40021","1400210005","0.2"
"","1000002","","","0","1","3","travel_topdrama_r_4001_idle_B","40021","1400210006","0.2"
"","0","","","","","91","0","40021","1400210007",""
"","1400210005","","","","","101","","40021","1400210008",""
"","0","","","","","91","0","40021","1400210009",""
"-75","1","-390","travel_topdrama_r_4000_idle","0","49","1","1000001","40022","1400220001","1.46"
"-100","1","-510","travel_topdrama_r_4000_idle","0","50","1","1000002","40022","1400220002","1.46"
"-150","6","0","disappear","1","55","5","6","40022","1400220003","0.6"
"1","400200","0","","","0","31","400200","40022","1400220004","1"
"1","400201","0","","","0","31","400201","40022","1400220005","1"
"1","400202","0","","","0","31","400202","40022","1400220006","0"
"1","400203","0","","","0","31","400203","40022","1400220007","0"
"1","400204","190","","","140","31","400204","40022","1400220008","0"
"1","400205","0","","","0","31","400205","40022","1400220009","0"
"1","400002","0","","","0","31","400002","40022","1400220010","0"
"","0","","","","","91","0","40022","1400220011",""
"","400002","","","","","32","1","40022","1400220012",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_foot","40022","1400220013",""
"","1000001","","","","1","3","travel_topdrama_r_4001_A_01","40022","1400220014","0.2"
"","1000001","2.3","","","-75","2","60","40022","1400220015",""
"","1000002","","","","1","3","travel_topdrama_r_4001_B_01","40022","1400220016","0.2"
"","1000002","2.3","","","-100","2","-60","40022","1400220017",""
"","2","","","","","93","0","40022","1400220018",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_rumble","40022","1400220019",""
"","5","","","","1.3","122","5","40022","1400220020",""
"","0.3","","","","","93","0","40022","1400220021",""
"","7.5","","","","2.5","122","7.5","40022","1400220022",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_emote_common","40022","1400220023",""
"","1000001","","","","0","3","travel_topdrama_r_4001_A_02","40022","1400220024","0.2"
"0","1000001","0","","","0.3","12","3","40022","1400220025",""
"","0.1","","","","","93","0","40022","1400220026",""
"","1000002","","","","0","3","travel_topdrama_r_4001_B_02","40022","1400220027","0.2"
"0","1000002","0","","","0.2","12","3","40022","1400220028",""
"","0.6","","","","","93","0","40022","1400220029",""
"","10","","","","4","122","10","40022","1400220030",""
"","6","disappear","","","0","3","run","40022","1400220031","0"
"","400202","","","","","32","1","40022","1400220032",""
"","400203","","","","","32","1","40022","1400220033",""
"","0.5","","","","","93","0","40022","1400220034",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_passaway","40022","1400220035",""
"","0.2","","","","","93","0","40022","1400220036",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_pass_wind","40022","1400220037",""
"","0.2","","","","","93","0","40022","1400220038",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_rumble2","40022","1400220039",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_rolling","40022","1400220040",""
"","400204","","","","","32","1","40022","1400220041",""
"","1000002","","","","0","3","travel_topdrama_r_4001_B_03","40022","1400220042","0.2"
"","0.1","","","","","93","0","40022","1400220043",""
"","1000001","","","","0","3","travel_topdrama_r_4001_A_03","40022","1400220044","0.2"
"","1.75","","","","","93","0","40022","1400220045",""
"","400205","","","","","32","1","40022","1400220046",""
"","0.2","","","","","93","0","40022","1400220047",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_drop_box","40022","1400220048",""
"","se_travel_top","","","","0","23","se_travel_top_yamagami_drop_silverbox","40022","1400220049",""
"","1.55","","","","","93","0","40022","1400220050",""
"","","","","","","111","","40022","1400220051",""
"","0","","","","","91","","40022","1400220052",""
"-23","5","0","idle","0","50","5","5","40051","1400510001","0.3"
"-43","0","0","normal","0","55","5","0","40051","1400510002","1"
"","0","","","","","91","0","40051","1400510003",""
"","5","","","0","1","3","idle","40051","1400510004","0"
"","0","","","","","91","0","40051","1400510005",""
"","1400510004","","","","","101","","40051","1400510006",""
"","0","","","","","91","0","40051","1400510007",""
"-110","1","-640","travel_topdrama_r_4000_idle","0","50","1","1000001","40052","1400520001","1.46"
"-110","5","210","disappear","0","50","5","5","40052","1400520002","0.4"
"1","400500","0","","","0","31","400500","40052","1400520003","1"
"1","400501","-100","","","0","31","400501","40052","1400520004","0"
"1","400502","-100","","","0","31","400502","40052","1400520005","0"
"1","400503","0","","","0","31","400503","40052","1400520006","0"
"1","400504","0","","","0","31","400504","40052","1400520007","0"
"1","400505","0","","","0","31","400505","40052","1400520008","0"
"1","400506","0","","","0","31","400506","40052","1400520009","0"
"1","400507","0","","","0","31","400507","40052","1400520010","0"
"1","400508","0","","","0","31","400508","40052","1400520011","0"
"1","400509","0","","","0","31","400509","40052","1400520012","0"
"1","400510","-70","","","400","31","400510","40052","1400520013","1"
"1","400005","0","","","0","31","400005","40052","1400520014","0"
"","0","","","","","91","0","40052","1400520015",""
"","400005","","","","","32","1","40052","1400520016",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_foot1","40052","1400520017",""
"","1000001","","","","1","3","travel_topdrama_r_4000_run_normal","40052","1400520018","0.2"
"","1000001","1","","","-110","2","-300","40052","1400520019",""
"","1","","","","","93","0","40052","1400520020",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_emote_note","40052","1400520021",""
"1","1000001","travel_topdrama_r_4000_idle_surprise1","","0.2","0","3","travel_topdrama_r_4000_surprise","40052","1400520022","0.2"
"0","1000001","0","","","0.3","12","10","40052","1400520023",""
"","1.2","","","","","93","0","40052","1400520024",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_foot2","40052","1400520025",""
"","1000001","","","","1","3","travel_topdrama_r_4000_run_joy","40052","1400520026","0.2"
"","1000001","0.8","","","-110","2","0","40052","1400520027",""
"","0.8","","","","","93","0","40052","1400520028",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_open_hole","40052","1400520029",""
"","400501","","","","","32","1","40052","1400520030",""
"","400502","","","","","32","1","40052","1400520031",""
"","1000001","","","","1","3","travel_topdrama_r_4005_fall1","40052","1400520032","0"
"","0.3","","","","","93","0","40052","1400520033",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_panic","40052","1400520034",""
"","400505","","","","","32","1","40052","1400520035",""
"","1","","","","","93","0","40052","1400520036",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_fall","40052","1400520037",""
"","1000001","","","","0","3","travel_topdrama_r_4005_fall2","40052","1400520038","0"
"","400506","","","","","32","1","40052","1400520039",""
"","400507","","","","","32","1","40052","1400520040",""
"","0.3","","","","","93","0","40052","1400520041",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_drillmall1","40052","1400520042",""
"","5","","","","0","3","appear","40052","1400520043","0"
"","0.3","","","","","93","0","40052","1400520044",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_drillmall2","40052","1400520045",""
"","0.7","","","","","93","0","40052","1400520046",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_wipe","40052","1400520047",""
"","400503","","","","","32","1","40052","1400520048",""
"","0.2","","","","","93","0","40052","1400520049",""
"","1000001","","","","1","3","travel_topdrama_r_4005_fall3","40052","1400520050","0"
"","1000001","0.01","","","-60","2","-200","40052","1400520051",""
"","5","","","","0","3","disappear","40052","1400520052","0"
"","400510","0.01","","","-10","33","200","40052","1400520053",""
"","400501","","","","","32","0","40052","1400520054",""
"","400502","","","","","32","0","40052","1400520055",""
"","400504","","","","","32","1","40052","1400520056",""
"","400507","","","","","32","0","40052","1400520057",""
"","0.2","","","","","93","0","40052","1400520058",""
"","400508","","","","","32","1","40052","1400520059",""
"","400509","","","","","32","1","40052","1400520060",""
"","1000001","","","","0","3","travel_topdrama_r_4005_fall4","40052","1400520061","0.2"
"","0.1","","","","","93","0","40052","1400520062",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_bodyfall","40052","1400520063",""
"","0.9","","","","","93","0","40052","1400520064",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_lookig_around","40052","1400520065",""
"","1.3","","","","","93","0","40052","1400520066",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_emote_notice","40052","1400520067",""
"0","1000001","0","","","0.01","12","4","40052","1400520068","20"
"","1400520061","","","","","91","","40052","1400520069",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_emote_joy","40052","1400520070",""
"","1000001","","","","0","3","travel_topdrama_r_4005_guts","40052","1400520071","0.2"
"","1","","","","","93","0","40052","1400520072",""
"","","","","","","111","","40052","1400520073",""
"","0","","","","","91","","40052","1400520074",""
"-23","5","0","idle","0","50","5","5","40061","1400610001","0.3"
"-43","0","0","normal","0","55","5","0","40061","1400610002","1"
"","0","","","","","91","0","40061","1400610003",""
"","5","","","0","1","3","idle","40061","1400610004","0"
"","0","","","","","91","0","40061","1400610005",""
"","1400610004","","","","","101","","40061","1400610006",""
"","0","","","","","91","0","40061","1400610007",""
"-110","1","-640","travel_topdrama_r_4000_idle","0","50","1","1000001","40062","1400620001","1.46"
"-110","5","210","disappear","0","50","5","5","40062","1400620002","0.4"
"1","400600","0","","","0","31","400600","40062","1400620003","1"
"1","400601","-100","","","0","31","400601","40062","1400620004","0"
"1","400602","-100","","","0","31","400602","40062","1400620005","0"
"1","400603","0","","","0","31","400603","40062","1400620006","0"
"1","400604","0","","","0","31","400604","40062","1400620007","0"
"1","400605","0","","","0","31","400605","40062","1400620008","0"
"1","400606","0","","","0","31","400606","40062","1400620009","0"
"1","400607","0","","","0","31","400607","40062","1400620010","0"
"1","400608","0","","","0","31","400608","40062","1400620011","0"
"1","400609","0","","","0","31","400609","40062","1400620012","0"
"1","400610","-70","","","400","31","400610","40062","1400620013","1"
"1","400611","-10","","","200","31","400611","40062","1400620014","0"
"1","400006","0","","","0","31","400006","40062","1400620015","0"
"","0","","","","","91","0","40062","1400620016",""
"","400006","","","","","32","1","40062","1400620017",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_foot1","40062","1400620018",""
"","1000001","","","","1","3","travel_topdrama_r_4000_run_normal","40062","1400620019","0.2"
"","1000001","1","","","-110","2","-300","40062","1400620020",""
"","1","","","","","93","0","40062","1400620021",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_emote_note","40062","1400620022",""
"1","1000001","travel_topdrama_r_4000_idle_surprise1","","0.2","0","3","travel_topdrama_r_4000_surprise","40062","1400620023","0.2"
"0","1000001","0","","","0.3","12","10","40062","1400620024",""
"","1.2","","","","","93","0","40062","1400620025",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_foot2","40062","1400620026",""
"","1000001","","","","1","3","travel_topdrama_r_4000_run_joy","40062","1400620027","0.2"
"","1000001","0.8","","","-110","2","0","40062","1400620028",""
"","0.8","","","","","93","0","40062","1400620029",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_open_hole","40062","1400620030",""
"","400601","","","","","32","1","40062","1400620031",""
"","400602","","","","","32","1","40062","1400620032",""
"","1000001","","","","1","3","travel_topdrama_r_4005_fall1","40062","1400620033","0"
"","0.3","","","","","93","0","40062","1400620034",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_panic","40062","1400620035",""
"","400605","","","","","32","1","40062","1400620036",""
"","1","","","","","93","0","40062","1400620037",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_fall","40062","1400620038",""
"","1000001","","","","0","3","travel_topdrama_r_4005_fall2","40062","1400620039","0"
"","400606","","","","","32","1","40062","1400620040",""
"","400607","","","","","32","1","40062","1400620041",""
"","0.3","","","","","93","0","40062","1400620042",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_drillmall1","40062","1400620043",""
"","5","","","","0","3","appear","40062","1400620044","0"
"","0.3","","","","","93","0","40062","1400620045",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_drillmall2","40062","1400620046",""
"","0.7","","","","","93","0","40062","1400620047",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_wipe","40062","1400620048",""
"","400603","","","","","32","1","40062","1400620049",""
"","0.2","","","","","93","0","40062","1400620050",""
"","1000001","","","","1","3","travel_topdrama_r_4005_fall3","40062","1400620051","0"
"","1000001","0.01","","","-60","2","-200","40062","1400620052",""
"","5","","","","0","3","disappear","40062","1400620053","0"
"","400610","","","","","32","0","40062","1400620054",""
"","400611","","","","","32","1","40062","1400620055",""
"","400601","","","","","32","0","40062","1400620056",""
"","400602","","","","","32","0","40062","1400620057",""
"","400604","","","","","32","1","40062","1400620058",""
"","400607","","","","","32","0","40062","1400620059",""
"","0.2","","","","","93","0","40062","1400620060",""
"","400608","","","","","32","1","40062","1400620061",""
"","400609","","","","","32","1","40062","1400620062",""
"","1000001","","","","0","3","travel_topdrama_r_4005_fall4","40062","1400620063","0.2"
"","0.1","","","","","93","0","40062","1400620064",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_bodyfall","40062","1400620065",""
"","0.9","","","","","93","0","40062","1400620066",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_lookig_around","40062","1400620067",""
"","1.3","","","","","93","0","40062","1400620068",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_emote_notice","40062","1400620069",""
"0","1000001","0","","","0.01","12","4","40062","1400620070","20"
"","1400620063","","","","","91","","40062","1400620071",""
"","se_travel_top","","","","0","23","se_travel_top_pitfall_emote_joy","40062","1400620072",""
"","1000001","","","","0","3","travel_topdrama_r_4005_guts","40062","1400620073","0.2"
"","1","","","","","93","0","40062","1400620074",""
"","","","","","","111","","40062","1400620075",""
"","0","","","","","91","","40062","1400620076",""
"-113","9","0","idle","1","50","5","9","40071","1400710001","0.3"
"-83","0","0","rare","0","55","5","0","40071","1400710002","1"
"","0","","","","","91","0","40071","1400710003",""
"","9","","","","1","3","idle","40071","1400710004","0"
"","0","","","","","91","0","40071","1400710005",""
"","1400710004","","","","","101","","40071","1400710006",""
"","0","","","","","91","0","40071","1400710007",""
"-150","1","-400","travel_topdrama_r_4000_idle_normal","0","51","1","1000001","40072","1400720001","1.46"
"-250","9","0","disappear","1","50","5","9","40072","1400720002","1"
"-250","16","0","disappear","1","53","5","16","40072","1400720003","1"
"1","400700","0","","","0","31","400700","40072","1400720004","1"
"1","400701","0","","","0","31","400701","40072","1400720005","1"
"1","400702","0","","","0","31","400702","40072","1400720006","0"
"1","400703","0","","","0","31","400703","40072","1400720007","0"
"1","400704","0","","","0","31","400704","40072","1400720008","0"
"1","400705","0","","","0","31","400705","40072","1400720009","0"
"1","400720","0","","","0","31","400720","40072","1400720010","1"
"1","400721","0","","","0","31","400721","40072","1400720011","0"
"1","400722","0","","","0","31","400722","40072","1400720012","0"
"1","400723","0","","","0","31","400723","40072","1400720013","0"
"1","400724","0","","","0","31","400724","40072","1400720014","0"
"1","400730","0","","","0","31","400730","40072","1400720015","0"
"1","400740","0","","","0","31","400740","40072","1400720016","0"
"1","400741","0","","","0","31","400741","40072","1400720017","0"
"1","400742","0","","","0","31","400742","40072","1400720018","0"
"1","400743","0","","","0","31","400743","40072","1400720019","0"
"1","400744","0","","","0","31","400744","40072","1400720020","0"
"1","400750","0","","","0","31","400750","40072","1400720021","0"
"1","400751","0","","","0","31","400751","40072","1400720022","0"
"1","400752","0","","","0","31","400752","40072","1400720023","0"
"1","400753","0","","","0","31","400753","40072","1400720024","0"
"1","400754","0","","","0","31","400754","40072","1400720025","0"
"1","400780","0","","","0","31","400780","40072","1400720026","0"
"1","400781","0","","","0","31","400781","40072","1400720027","0"
"1","400790","0","","","0","31","400790","40072","1400720028","0"
"1","400007","0","","","0","31","400007","40072","1400720029","0"
"","0","","","","","91","0","40072","1400720030",""
"","0","","","","","93","0","40072","1400720031",""
"","400007","","","","","32","1","40072","1400720032",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_foot","40072","1400720033",""
"","1000001","","","","0","3","travel_topdrama_r_4007_walk_to_surprise","40072","1400720034","0.2"
"","1000001","1.8","","","-150","2","-100","40072","1400720035",""
"","1","","","","","93","0","40072","1400720036",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_approach","40072","1400720037",""
"","0.6","","","","","93","0","40072","1400720038",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_emote_notice","40072","1400720039",""
"0","1000001","0","","","0.5","12","4","40072","1400720040",""
"","1.2","","","","","93","0","40072","1400720041",""
"","3","","","","1","122","3","40072","1400720042",""
"","0.3","","","","","93","0","40072","1400720043",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_surprise","40072","1400720044",""
"","400722","","","","","32","1","40072","1400720045",""
"","0.2","","","","","93","0","40072","1400720046",""
"","5","","","","1","122","5","40072","1400720047",""
"","0.5","","","","","93","0","40072","1400720048",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_whoosh","40072","1400720049",""
"","10","","","","1","122","10","40072","1400720050",""
"","0.25","","","","","93","0","40072","1400720051",""
"","400723","","","","","32","1","40072","1400720052",""
"","0.05","","","","","93","0","40072","1400720053",""
"","400700","","","","","32","0","40072","1400720054",""
"","400701","","","","","32","0","40072","1400720055",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_hit","40072","1400720056",""
"","400721","","","","","32","1","40072","1400720057",""
"","0.1","","","","","93","0","40072","1400720058",""
"","400702","","","","","32","1","40072","1400720059",""
"","se_travel_top","","","","1","23","se_travel_top_ziz_wing","40072","1400720060",""
"","1000001","","","","1","3","travel_topdrama_r_4007_grab","40072","1400720061","0.2"
"","1000001","0.01","","","-200","2","0","40072","1400720062",""
"","9","","","","1","3","idle","40072","1400720063","0.2"
"","16","","","","1","3","idle","40072","1400720064","0.2"
"","0.2","","","","","93","0","40072","1400720065",""
"","400720","","","","","32","0","40072","1400720066",""
"","400721","","","","","32","0","40072","1400720067",""
"","400722","","","","","32","0","40072","1400720068",""
"","2","","","","","93","0","40072","1400720069",""
"","400790","","","","","32","1","40072","1400720070",""
"","掙扎逃跑","","","","0","103","1400720073","40072","1400720071",""
"","乖乖就範","","","","0","103","1400720075","40072","1400720072",""
"","1","","","","","102","0","40072","1400720073",""
"","1400720077","","","","","101","","40072","1400720074",""
"","2","","","","","102","0","40072","1400720075",""
"","1400720077","","","","","101","","40072","1400720076",""
"","0","","","","","91","","40072","1400720077",""
"","0","","","","","93","0","40073","1400730001",""
"","se_travel_top_ziz_wing","","","","","24","0.2","40073","1400730002",""
"","400790","","","","","32","0","40073","1400730003",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_panic","40073","1400730004",""
"","400724","","","","","32","1","40073","1400730005",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall1","40073","1400730006","0.2"
"","9","","","","0","3","fall","40073","1400730007","0.2"
"","16","","","","0","3","fall","40073","1400730008","0.2"
"","1.8","","","","","93","0","40073","1400730009",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_cry","40073","1400730010",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_fall","40073","1400730011",""
"","1","","","","","93","0","40073","1400730012",""
"","400740","","","","","32","1","40073","1400730013",""
"","0.2","","","","","93","0","40073","1400730014",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall2","40073","1400730015","0"
"","1000001","0.01","","","-180","2","-200","40073","1400730016",""
"","9","","","","0","3","disappear","40073","1400730017","0"
"","16","","","","0","3","disappear","40073","1400730018","0"
"","400702","","","","","32","0","40073","1400730019",""
"","400704","","","","","32","1","40073","1400730020",""
"","400705","","","","","32","1","40073","1400730021",""
"","400724","","","","","32","0","40073","1400730022",""
"","400750","","","","","32","1","40073","1400730023",""
"","400751","","","","","32","1","40073","1400730024",""
"","400753","","","","","32","1","40073","1400730025",""
"","0.3","","","","","93","0","40073","1400730026",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_drop2","40073","1400730027",""
"","0.3","","","","","93","0","40073","1400730028",""
"","400741","","","","","32","1","40073","1400730029",""
"","400742","","","","","32","1","40073","1400730030",""
"","400752","","","","","32","1","40073","1400730031",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall3","40073","1400730032","0.2"
"","0.3","","","","","93","0","40073","1400730033",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_drop3","40073","1400730034",""
"","0.6","","","","","93","0","40073","1400730035",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_look_around","40073","1400730036",""
"","1400730032","","","","","91","","40073","1400730037",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall4_hit","40073","1400730038","0"
"","0.5","","","","","93","0","40073","1400730039",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_joy2","40073","1400730040",""
"0","1000001","0","","","0.5","12","10","40073","1400730041",""
"","1.5","","","","","93","0","40073","1400730042",""
"","","","","","","111","","40073","1400730043",""
"","0","","","","","91","","40073","1400730044",""
"","0","","","","","93","0","40074","1400740001",""
"","se_travel_top_ziz_wing","","","","","24","0.2","40074","1400740002",""
"","400790","","","","","32","0","40074","1400740003",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_panic","40074","1400740004",""
"","400724","","","","","32","1","40074","1400740005",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall1","40074","1400740006","0.2"
"","9","","","","0","3","fall","40074","1400740007","0.2"
"","16","","","","0","3","fall","40074","1400740008","0.2"
"","1.8","","","","","93","0","40074","1400740009",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_cry","40074","1400740010",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_fall","40074","1400740011",""
"","1","","","","","93","0","40074","1400740012",""
"","400740","","","","","32","1","40074","1400740013",""
"","0.2","","","","","93","0","40074","1400740014",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall2","40074","1400740015","0"
"","1000001","0.01","","","-180","2","-200","40074","1400740016",""
"","9","","","","0","3","disappear","40074","1400740017","0"
"","16","","","","0","3","disappear","40074","1400740018","0"
"","400702","","","","","32","0","40074","1400740019",""
"","400704","","","","","32","1","40074","1400740020",""
"","400705","","","","","32","1","40074","1400740021",""
"","400724","","","","","32","0","40074","1400740022",""
"","400750","","","","","32","1","40074","1400740023",""
"","400751","","","","","32","1","40074","1400740024",""
"","400754","","","","","32","1","40074","1400740025",""
"","0.3","","","","","93","0","40074","1400740026",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_drop2","40074","1400740027",""
"","0.3","","","","","93","0","40074","1400740028",""
"","400741","","","","","32","1","40074","1400740029",""
"","400742","","","","","32","1","40074","1400740030",""
"","400752","","","","","32","1","40074","1400740031",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall3","40074","1400740032","0.2"
"","0.3","","","","","93","0","40074","1400740033",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_drop3","40074","1400740034",""
"","0.6","","","","","93","0","40074","1400740035",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_look_around","40074","1400740036",""
"","1400740032","","","","","91","","40074","1400740037",""
"","1000001","","","","0","3","travel_topdrama_r_4007_fall4_hit","40074","1400740038","0"
"","0.5","","","","","93","0","40074","1400740039",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_joy2","40074","1400740040",""
"0","1000001","0","","","0.5","12","10","40074","1400740041",""
"","1.5","","","","","93","0","40074","1400740042",""
"","","","","","","111","","40074","1400740043",""
"","0","","","","","91","","40074","1400740044",""
"","0","","","","","93","0","40075","1400750001",""
"","se_travel_top_ziz_wing","","","","","24","0.2","40075","1400750002",""
"","400790","","","","","32","0","40075","1400750003",""
"","1","","","","","93","0","40075","1400750004",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_passaway","40075","1400750005",""
"","1000001","","","","0","3","travel_topdrama_r_4007_grab_move","40075","1400750006","0.2"
"","9","","","","0","3","grab_move","40075","1400750007","0.2"
"","16","","","","0","3","grab_move","40075","1400750008","0.2"
"","1.5","","","","","93","0","40075","1400750009",""
"","se_travel_top","","","","0","23","se_travel_top_ziz_cry_pass","40075","1400750010",""
"","1000001","0.01","","","-270","2","0","40075","1400750011",""
"","9","0.01","","","-270","2","0","40075","1400750012",""
"","16","0.01","","","-270","2","0","40075","1400750013",""
"","400702","","","","","32","0","40075","1400750014",""
"","400703","","","","","32","1","40075","1400750015",""
"","400781","","","","","32","1","40075","1400750016",""
"","0.1","","","","","93","0","40075","1400750017",""
