e92a69c0c42d5d966eec8d2089449285ec62af2f930fff6f14b0b7e3f24d3df2,d5491bea43dc3c9c9ba21a03a02522ef4e3cc1d09ebf56c17257a4bdc71d5b18,72dae6caca0b290806e0ed48b92bcaf0cc2f2b1d4e8d5b19f8a4b71a865e92b0,1264edab606585c11d1f798412f6484277b286072bc2cd2522b0863a6fadf711,6d22011eb63e4b174ab1a692e9250f47fff0d2936fd61adb24b43ee32d65dda5,e22327a30ec533a725a45a326775e54e052381cf93defd3209f17bfebc7011e4,e8bc51416cd9e0d174aedc5f0b3b7bb8f5f7ed92fc727910775b97f49f2ba05d,a994abbb39eeef001dcb7612fb6f201d5b09e436e0a04e4a537b9ddf3ac05c82,1f6c471e86ba6b20167070bc264210b8f5e73f46e7a02d5583c917bdd58d3666,f83976771bf5b605bc6a142377ba24269c1c4dd453ec1ba7acc45b06840a71c4,477c6e1632f84c121cba447b8c227f326e15baa7f996928b971ad3e65bde6027,b5d0f3c6415638b868e96a8036dd44a55904c84df911968eea90ba9aad5cf9ce,172d751da7afe2fe51ec8b8fbb54ed51139cfd3f4e82d91510fad865bd649af5,bc75ef05c8c4b99468a152ca37496c7f652605d0e75521264b7075c414a5fbc3,300ef55de3d0b15eb4ae095a4ab08906f1f0d7709ae390de6b67f36b2807f794,0fa64e1aaa6c2317357a87b2c24a6f443550791dde4f9f9d63d78cc3265d3d35,4077bc916191f81d8210d588d4298564be9b28b541b8277a752051eb35f68817,b4939b11d07849ee8d90f3658944738e7ff3c1cfe59b51604983abd1abe6d146,6e069dd5df04ddaed06412243f816a7a0e9df768d67aeaa1edea2a24e03d4dad,5e802ec002767b1b4cec80edd969b05c458262af63216c62af6b2b2bdf1557b7,a85b6ef27d9ec8e40a6640de4c498e16274f855418c34fbe558a313ffb43de72,4784bddbe1de9ec734767a4a7bbb4fcba88d0d36d8f1e11106ae2d1f3574b11c
"101201","1","1.1","1","1080","1","0","1.35","-470","0","10","0","-30","210","100","1","1","0","0.85","10800101","101201","bgm_M64"
"101201","2","0.8","1","1080","2","0","1","-250","-120","10","-5","-30","200","200","1","1","0","0.65","10800102","101201","bgm_M64"
"101201","3","0.8","1","1080","3","-15","1.2","-5","70","10","0","-30","200","100","1","1","0","0.6","10800103","101201","bgm_M64"
"101201","4","0.9","1","1080","4","0","1","190","-110","0","-15","-30","200","100","1","1","10","0.7","10800104","101201","bgm_M64"
"101202","5","1","1","1080","5","-20","1.45","475","-30","10","-45","-30","250","100","1","1","-50","1","10800105","101202","bgm_M55"
"101291","1","0.9","1","1081","1","0","1","-480","-100","10","-30","-30","210","170","1","1","-25","0.575","10810101","101291","bgm_M64"
"101291","2","0.8","1","1081","2","0","1","-230","-10","0","-30","-30","240","250","1","1","-30","0.7","10810102","101291","bgm_M64"
"101291","3","1","1","1081","3","-15","1.2","-10","-110","5","-10","-30","200","100","1","1","0","0.75","10810103","101291","bgm_M64"
"101291","4","1","1","1081","4","-10","1.3","200","55","-20","-50","-30","200","300","1","1","-50","0.8","10810104","101291","bgm_M64"
"101292","5","1","1","1081","5","-20","1.45","490","-15","30","30","-30","230","100","1","1","15","1.1","10810105","101292","bgm_M55"
"101301","1","1.1","1","1082","1","0","1.45","-470","0","10","0","-30","210","100","1","1","20","0.8","10820101","101301","bgm_M64"
"101301","2","1.1","1","1082","2","0","1.2","-270","-120","10","0","-30","200","100","1","1","0","0.75","10820102","101301","bgm_M64"
"101301","3","2.2","1","1082","3","-15","2.3","0","65","0","-10","-30","200","100","1","1","0","1.55","10820103","101301","bgm_M64"
"101301","4","0.7","1","1082","4","0","1","200","-120","0","0","-30","200","100","1","1","0","0.7","10820104","101301","bgm_M64"
"101302","5","1.1","1","1082","5","-20","1.2","470","-55","10","-30","-30","270","100","1","1","-15","1","10820105","101302","bgm_M55"
"101441","1","0.9","1","1083","1","0","1","-450","0","10","-30","-30","210","170","1","1","-25","0.575","10830101","101441","bgm_M64"
"101441","2","1.1","1","1083","2","0","1.2","-250","-90","0","0","-30","240","100","1","1","0","0.75","10830102","101441","bgm_M64"
"101441","3","1","1","1083","3","-15","1.4","-25","60","0","-10","-30","200","200","1","1","-30","0.85","10830103","101441","bgm_M64"
"101441","4","1","1","1083","4","0","1.2","220","-70","0","0","-30","200","100","1","1","-30","0.75","10830104","101441","bgm_M64"
"101442","5","1.1","1","1083","5","-20","1.2","470","-70","10","-30","-30","230","100","1","1","-35","0.95","10830105","101442","bgm_M55"
"101451","1","1.1","1","1084","1","0","1.35","-470","-50","10","0","-30","210","100","1","1","0","0.85","10840101","101451","bgm_M64"
"101451","2","1.1","1","1084","2","0","1.35","-250","40","0","10","-30","240","200","1","1","10","1","10840102","101451","bgm_M64"
"101451","3","1.1","1","1084","3","-15","1.2","0","-110","0","-10","-30","200","100","1","1","0","0.75","10840103","101451","bgm_M64"
"101451","4","0.6","1","1084","4","0","0.8","210","30","-25","-30","-30","200","300","1","1","-30","0.6","10840104","101451","bgm_M64"
"101452","5","1.4","1","1084","5","0","1.55","510","-70","0","-50","-30","290","100","1.2","1","-35","1.25","10840105","101452","bgm_M55"
"101561","1","0.7","1","1085","1","0","0.8","-480","-50","10","-30","-30","210","250","1","1","0","0.6","10850101","101561","bgm_M64"
"101561","2","1.4","1","1085","2","0","1.5","-250","-120","10","0","-30","200","100","1","1","10","0.9","10850102","101561","bgm_M64"
"101561","3","1","1","1085","3","-5","1.1","-10","65","5","-10","-30","200","100","1","1","0","0.65","10850103","101561","bgm_M64"
"101561","4","1","1","1085","4","0","1.1","190","-110","0","0","-30","200","100","1","1","0","0.65","10850104","101561","bgm_M64"
"101562","5","1.35","1","1085","5","0","1.55","460","-70","0","-50","-30","290","400","1.4","1","-60","1.25","10850105","101562","bgm_M55"
"101001","1","0.9","1","1086","1","0","1","-480","-100","10","-30","-30","210","170","1","1","-25","0.575","10860101","101001","bgm_M64"
"101001","2","0.8","1","1086","2","0","1","-250","-10","0","-30","-30","240","250","1","1","-30","0.7","10860102","101001","bgm_M64"
"101001","3","1","1","1086","3","-15","1.4","-10","-120","0","-10","-30","200","100","1","1","-30","0.95","10860103","101001","bgm_M64"
"101001","4","1","1","1086","4","0","1.2","210","40","0","-30","-30","200","150","1","1","0","0.72","10860104","101001","bgm_M64"
"101011","5","1","1","1086","5","0","1.3","480","-40","0","0","-30","250","200","1.2","1","0","1.2","10860105","101011","bgm_M55"
"101021","1","0.9","1","1087","1","0","1","-450","0","10","-30","-30","210","170","1","1","-25","0.575","10870101","101021","bgm_M64"
"101021","2","0.8","1","1087","2","0","1","-250","-120","10","-5","-30","200","200","1","1","0","0.65","10870102","101021","bgm_M64"
"101021","3","0.8","1","1087","3","-5","0.9","-10","65","5","-10","-30","200","100","1","1","0","0.6","10870103","101021","bgm_M64"
"101021","4","0.85","1","1087","4","0","1","200","-100","0","0","-30","200","100","1","1","-25","0.7","10870104","101021","bgm_M64"
"101031","5","1.6","1","1087","5","0","1.8","470","0","0","0","-30","220","200","1","1","0","1.4","10870105","101031","bgm_M55"
"101041","1","1.1","1","1088","1","0","1.45","-470","-100","10","0","-30","210","100","1","1","20","0.85","10880101","101041","bgm_M64"
"101041","2","1.1","1","1088","2","0","1.45","-220","30","10","0","-30","200","100","1","1","0","0.85","10880102","101041","bgm_M64"
"101041","3","1.1","1","1088","3","-15","1.3","-10","-120","0","-10","-30","200","100","1","1","-30","0.75","10880103","101041","bgm_M64"
"101041","4","1.1","1","1088","4","0","1.4","200","40","0","-20","-30","200","100","1","1","-30","0.85","10880104","101041","bgm_M64"
"101042","5","1.35","1.3","1088","5","0","1.8","450","-55","0","0","-30","210","150","1","1","-50","1.1","10880105","101042","bgm_M55"
"101161","1","1.1","1","1089","1","0","1.35","-470","-10","10","0","-30","210","100","1","1","0","0.85","10890101","101161","bgm_M64"
"101161","2","0.8","1","1089","2","0","1","-250","-110","0","-30","-30","240","250","1","1","-30","0.7","10890102","101161","bgm_M64"
"101161","3","1","1","1089","3","-15","1.2","-10","50","5","-10","-30","200","100","1","1","0","0.75","10890103","101161","bgm_M64"
"101161","4","1","1","1089","4","0","1.5","210","-90","0","0","-30","200","200","1","1","0","1","10890104","101161","bgm_M64"
"101162","5","1","1.3","1089","5","-40","1.15","485","-70","-10","-45","-30","280","270","1","1","-50","0.9","10890105","101162","bgm_M55"
"101171","1","0.9","1","1090","1","0","1","-450","-90","10","-30","-30","210","170","1","1","-25","0.575","10900101","101171","bgm_M64"
"101171","2","1.1","1","1090","2","0","1.2","-230","10","0","0","-30","240","100","1","1","0","0.75","10900102","101171","bgm_M64"
"101171","3","1","1","1090","3","-15","1.4","15","-120","0","-10","-30","200","100","1","1","-30","0.9","10900103","101171","bgm_M64"
"101171","4","1","1","1090","4","0","1.3","200","40","0","-50","-30","200","300","1","1","-60","0.8","10900104","101171","bgm_M64"
"101172","5","1","1","1090","5","-20","1.45","475","-30","10","0","-30","250","200","1","1","-50","1","10900105","101172","bgm_M55"
"101191","1","0.9","1","1091","1","0","1","-480","0","10","-30","-30","210","170","1","1","-25","0.575","10910101","101191","bgm_M64"
"101191","2","1.4","1","1091","2","0","1.5","-250","-120","10","0","-30","200","100","1","1","10","0.9","10910102","101191","bgm_M64"
"101191","3","1","1","1091","3","-15","1.1","-10","65","0","-10","-30","200","100","1","1","0","0.8","10910103","101191","bgm_M64"
"101191","4","0.7","1","1091","4","0","1","200","-120","0","0","-30","200","100","1","1","0","0.7","10910104","101191","bgm_M64"
"101192","5","1","1","1091","5","0","1.3","485","-70","-10","-45","-30","280","200","1.2","1","-50","1.1","10910105","101192","bgm_M55"
"101201","1","1.1","1","1092","1","0","1.45","-470","-100","10","0","-30","210","100","1","1","20","0.85","10920101","101201","bgm_M64"
"101201","2","0.8","1","1092","2","0","1","-250","-120","10","-5","-30","200","200","1","1","0","0.65","10920102","101201","bgm_M64"
"101201","3","1.1","1","1092","3","-10","1.15","0","-65","0","-10","-30","200","100","1","1","0","0.8","10920103","101201","bgm_M64"
"101201","4","0.9","1","1092","4","0","1","190","-110","0","-15","-30","200","100","1","1","10","0.7","10920104","101201","bgm_M64"
"101202","5","1","1","1092","5","-20","1.45","475","-30","10","-45","-30","250","100","1","1","-50","1","10920105","101202","bgm_M55"
"101291","1","0.7","1","1093","1","0","0.8","-480","-30","10","-30","-30","210","250","1","1","0","0.6","10930101","101291","bgm_M64"
"101291","2","1.1","1","1093","2","0","1.35","-250","-110","0","10","-30","240","200","1","1","10","0.9","10930102","101291","bgm_M64"
"101291","3","0.55","1","1093","3","-13","0.9","-10","0","0","-60","-30","200","150","1.4","1","-50","0.6","10930103","101291","bgm_M64"
"101291","4","1","1","1093","4","0","1.4","200","-120","0","0","-30","200","100","1","1","0","1","10930104","101291","bgm_M64"
"101292","5","1","1","1093","5","-20","1.45","490","20","30","30","-30","230","100","1","1","15","1.1","10930105","101292","bgm_M55"
"101301","1","0.9","1","1094","1","0","1","-480","0","10","-30","-30","210","170","1","1","-25","0.575","10940101","101301","bgm_M64"
"101301","2","1.1","1","1094","2","0","1.45","-220","-110","10","0","-30","200","100","1","1","0","0.85","10940102","101301","bgm_M64"
"101301","3","0.7","1","1094","3","-15","1","10","55","0","-10","-30","200","100","1","1","-20","0.65","10940103","101301","bgm_M64"
"101301","4","1","1","1094","4","0","1.5","200","-110","0","0","-30","200","100","1","1","-30","0.9","10940104","101301","bgm_M64"
"101302","5","1.1","1","1094","5","-20","1.2","470","-50","10","-30","-30","270","100","1","1","-15","1","10940105","101302","bgm_M55"
"101441","1","1.1","1","1095","1","0","1.35","-470","30","10","0","-30","210","100","1","1","0","0.85","10950101","101441","bgm_M64"
"101441","2","0.8","1","1095","2","0","1","-250","-120","0","-30","-30","240","250","1","1","-30","0.7","10950102","101441","bgm_M64"
"101441","3","1","1","1095","3","-15","1.4","20","30","0","-10","-30","200","100","1","1","-30","0.95","10950103","101441","bgm_M64"
"101441","4","1","1","1095","4","0","1.2","210","-110","0","-30","-30","200","150","1","1","0","0.72","10950104","101441","bgm_M64"
"101442","5","1.1","1","1095","5","-20","1.2","470","-20","10","-30","-30","230","100","1","1","-35","0.95","10950105","101442","bgm_M55"
"101451","1","0.9","1","1096","1","0","1","-450","-90","10","-30","-30","210","170","1","1","-25","0.575","10960101","101451","bgm_M64"
"101451","2","1.1","1","1096","2","0","1.2","-230","10","0","0","-30","240","100","1","1","0","0.75","10960102","101451","bgm_M64"
"101451","3","1","1","1096","3","0","1.2","0","-110","0","0","-30","200","100","1","1","0","0.9","10960103","101451","bgm_M64"
"101451","4","0.85","1","1096","4","0","1","200","20","0","0","-30","200","100","1","1","-25","0.7","10960104","101451","bgm_M64"
"101452","5","1.4","1","1096","5","0","1.55","510","-70","0","-50","-30","290","100","1.2","1","-35","1.25","10960105","101452","bgm_M55"
"101561","1","0.7","1","1097","1","0","0.8","-480","-30","10","-30","-30","210","250","1","1","0","0.6","10970101","101561","bgm_M64"
"101561","2","0.8","1","1097","2","0","1","-250","-120","10","-5","-30","200","200","1","1","0","0.65","10970102","101561","bgm_M64"
"101561","3","1.1","1","1097","3","-15","1.2","0","30","0","-10","-30","200","100","1","1","0","0.75","10970103","101561","bgm_M64"
"101561","4","1","1","1097","4","0","1.1","190","-110","0","0","-30","200","100","1","1","0","0.65","10970104","101561","bgm_M64"
"101562","5","1.35","1","1097","5","0","1.55","460","-70","0","-50","-30","290","400","1.4","1","-60","1.25","10970105","101562","bgm_M55"
