8aa8f1634f4406b3451ac5d8b445e19e74a1680d3391768850164f253fd2ef77,0e73793b7b82a4d7e3a5fae746978a9dd52c0589bf43914fafc96ea98aaeb78f,cc5107b6d0b2b6bf9e7a6f835643821827b8e88ed0d896f0714c24a3a3150484,401958470766c60afb586fa2960e14b8694bf231a153614e40c9f32f7587a066,9e468983a2df531ecbbe3c35b7d5b01097e77bf94b7ad75e8f523b7903cedbdb,da586b5d5e27cf1f758f6d6538e6bee79a634cc5a0c2bfb5fc3f335271289bd6,96743ce59da7646c77e02642eb382f31238cce06c52d03a611c07887947f636d,ac0b0d82896e0b29c5ee39ee746e8ffb1608f1b6c1168a87dc51c84e7b8f10fb,119d276e649b070fcdf859ba551a1ea3afa56066daf9c7f8fb68e523ab05317b,f0aeef1f06df6458fee8156ac3d706a1152a5d34904801e76ec44dddd9496a92,59f5494e256b8dd3272b0451435945e2f93c19aba5859f2aa6e8b85974f36a2c
"","","93","","3217","0.9","","0","","132170035",""
"0","1.05","123","","3217","1.05","","1.05","0.3","132170036","1.05"
"","","122","","3217","75","","75","","132170037","0.5"
"","","32","","3217","301702","","1","","132170038",""
"","","93","","3217","0.4","","0","","132170039",""
"","","32","","3217","2","","0","","132170040",""
"","","32","","3217","310000","","0","","132170041",""
"","","32","","3217","321700","","1","","132170042",""
"","","93","","3217","0.4","","0","","132170043",""
"2","0.95","123","","3217","0.95","","0.95","2","132170044","0.95"
"","","93","","3217","0.2","","0","","132170045",""
"0.2","","3","","3217","1000001","","glad","","132170046","0"
"","","32","","3217","120","","1","","132170047",""
"","","93","","3217","0.4","","0","","132170048",""
"","","32","","3217","998","","1","","132170049",""
"","","93","","3217","0.6","","0","","132170050",""
"0.2","joy_round3_loop","3","","3217","1000001","","joy_round3_in","1","132170051","0"
"","","93","","3217","5","","0","","132170052",""
"","","113","","3217","1","","","","132170053",""
"0","0","31","","3300","330000","","330000","1","133000001","345.4"
"1","0","31","","3300","8","","8","1","133000002","345.4"
"","","35","","3300","8","","0","","133000003",""
"","","91","","3300","0","","","","133000004",""
"0","1.05","123","","3300","1.05","","1.05","7.4","133000005","1.05"
"0.2","","3","","3300","1000001","","wait","","133000006","0"
"","","35","","3300","2","","1","","133000007",""
"","","93","","3300","4.9","","0","","133000008",""
"0","0.95","123","","3300","0.95","","0.95","0.4","133000009","0.95"
"","","32","","3300","330000","","1","","133000010",""
"","","93","","3300","0.1","","0","","133000011",""
"","","32","","3300","2","","0","","133000012",""
"","","93","","3300","0.1","","0","","133000013",""
"","","32","","3300","997","","1","","133000014",""
"0.2","","3","","3300","1000001","","joy_from_wait","","133000015","0"
"","","93","","3300","1.63","","0","","133000016",""
"","","93","","3300","0.3","","0","","133000017",""
"","","113","","3300","3","","","","133000018",""
