4cfcd070b931fec4fe1ea5c76c36ec036b79f670913e63809e8ad1d132db9793,4ea57cc00e80c56143e99b9e02742036ce169927ad58b871ad7f3cc9e54cbf57,9349e9d596a8099c7e55f168fa7e4d6b07f554c5f832a984ecfaf12a16eadff2,aae6f5d23b90ef9b918ab0b37e2eac005e9ffbfe7b574a58a4ab0f63718586b4,8968601f64294fc4a5ac9bbcfd5829451abeb8f990563d51e2a595da365a68e4
"11190104","","羈絆Rank表演3","111901","103"
"11190105","","羈絆Rank表演4","111901","104"
"11190106","","羈絆Rank表演5","111901","105"
"11190107","","羈絆Rank表演6","111901","106"
"11190108","","羈絆Rank表演7","111901","107"
"11200101","","解放表演1","112001","201"
"11200102","","羈絆Rank表演1","112001","101"
"11200103","","羈絆Rank表演2","112001","102"
"11200104","","羈絆Rank表演3","112001","103"
"11200105","","羈絆Rank表演4","112001","104"
"11200106","","羈絆Rank表演5","112001","105"
"11200107","","羈絆Rank表演6","112001","106"
"11200108","","羈絆Rank表演7","112001","107"
"11210101","","解放表演1","112101","201"
"11210102","","羈絆Rank表演1","112101","101"
"11210103","","羈絆Rank表演2","112101","102"
"11210104","","羈絆Rank表演3","112101","103"
"11210105","","羈絆Rank表演4","112101","104"
"11210106","","羈絆Rank表演5","112101","105"
"11210107","","羈絆Rank表演6","112101","106"
"11210108","","羈絆Rank表演7","112101","107"
"11220101","","解放表演1","112201","201"
"11220102","","羈絆Rank表演1","112201","101"
"11220103","","羈絆Rank表演2","112201","102"
"11220104","","羈絆Rank表演3","112201","103"
"11220105","","羈絆Rank表演4","112201","104"
"11220106","","羈絆Rank表演5","112201","105"
"11220107","","羈絆Rank表演6","112201","106"
"11220108","","羈絆Rank表演7","112201","107"
"11230101","","解放表演1","112301","201"
"11230102","","羈絆Rank表演1","112301","101"
"11230103","","羈絆Rank表演2","112301","102"
"11230104","","羈絆Rank表演3","112301","103"
"11230105","","羈絆Rank表演4","112301","104"
"11230106","","羈絆Rank表演5","112301","105"
"11230107","","羈絆Rank表演6","112301","106"
"11230108","","羈絆Rank表演7","112301","107"
"11240101","","解放表演1","112401","201"
"11240102","","羈絆Rank表演1","112401","101"
"11240103","","羈絆Rank表演2","112401","102"
"11240104","","羈絆Rank表演3","112401","103"
"11240105","","羈絆Rank表演4","112401","104"
"11240106","","羈絆Rank表演5","112401","105"
"11240107","","羈絆Rank表演6","112401","106"
"11240108","","羈絆Rank表演7","112401","107"
"11250101","","解放表演1","112501","201"
"11250102","","羈絆Rank表演1","112501","101"
"11250103","","羈絆Rank表演2","112501","102"
"11250104","","羈絆Rank表演3","112501","103"
"11250105","","羈絆Rank表演4","112501","104"
"11250106","","羈絆Rank表演5","112501","105"
"11250107","","羈絆Rank表演6","112501","106"
"11250108","","羈絆Rank表演7","112501","107"
"11260101","","解放表演1","112601","201"
"11260102","","羈絆Rank表演1","112601","101"
"11260103","","羈絆Rank表演2","112601","102"
"11260104","","羈絆Rank表演3","112601","103"
"11260105","","羈絆Rank表演4","112601","104"
"11260106","","羈絆Rank表演5","112601","105"
"11260107","","羈絆Rank表演6","112601","106"
"11260108","","羈絆Rank表演7","112601","107"
"11270101","","解放表演1","112701","201"
"11270102","","羈絆Rank表演1","112701","101"
"11270103","","羈絆Rank表演2","112701","102"
"11270104","","羈絆Rank表演3","112701","103"
"11270105","","羈絆Rank表演4","112701","104"
"11270106","","羈絆Rank表演5","112701","105"
"11270107","","羈絆Rank表演6","112701","106"
"11270108","","羈絆Rank表演7","112701","107"
"11280101","","解放表演1","112801","201"
"11280102","","羈絆Rank表演1","112801","101"
"11280103","","羈絆Rank表演2","112801","102"
"11280104","","羈絆Rank表演3","112801","103"
"11280105","","羈絆Rank表演4","112801","104"
"11280106","","羈絆Rank表演5","112801","105"
"11280107","","羈絆Rank表演6","112801","106"
"11280108","","羈絆Rank表演7","112801","107"
"11290101","","解放表演1","112901","201"
"11290102","","羈絆Rank表演1","112901","101"
"11290103","","羈絆Rank表演2","112901","102"
"11290104","","羈絆Rank表演3","112901","103"
"11290105","","羈絆Rank表演4","112901","104"
"11290106","","羈絆Rank表演5","112901","105"
"11290107","","羈絆Rank表演6","112901","106"
"11290108","","羈絆Rank表演7","112901","107"
"11300101","","解放表演1","113001","201"
"11300102","","羈絆Rank表演1","113001","101"
"11300103","","羈絆Rank表演2","113001","102"
"11300104","","羈絆Rank表演3","113001","103"
"11300105","","羈絆Rank表演4","113001","104"
"11300106","","羈絆Rank表演5","113001","105"
"11300107","","羈絆Rank表演6","113001","106"
"11300108","","羈絆Rank表演7","113001","107"
"11310101","","解放表演1","113101","201"
"11310102","","羈絆Rank表演1","113101","101"
"11310103","","羈絆Rank表演2","113101","102"
"11310104","","羈絆Rank表演3","113101","103"
"11310105","","羈絆Rank表演4","113101","104"
"11310106","","羈絆Rank表演5","113101","105"
"11310107","","羈絆Rank表演6","113101","106"
"11310108","","羈絆Rank表演7","113101","107"
"11320101","","解放表演1","113201","201"
"11320102","","羈絆Rank表演1","113201","101"
"11320103","","羈絆Rank表演2","113201","102"
"11320104","","羈絆Rank表演3","113201","103"
"11320105","","羈絆Rank表演4","113201","104"
"11320106","","羈絆Rank表演5","113201","105"
"11320107","","羈絆Rank表演6","113201","106"
"11320108","","羈絆Rank表演7","113201","107"
"11330101","","解放表演1","113301","201"
"11330102","","羈絆Rank表演1","113301","101"
"11330103","","羈絆Rank表演2","113301","102"
"11330104","","羈絆Rank表演3","113301","103"
"11330105","","羈絆Rank表演4","113301","104"
"11330106","","羈絆Rank表演5","113301","105"
"11330107","","羈絆Rank表演6","113301","106"
"11330108","","羈絆Rank表演7","113301","107"
"11340101","","解放表演1","113401","201"
"11340102","","羈絆Rank表演1","113401","101"
"11340103","","羈絆Rank表演2","113401","102"
"11340104","","羈絆Rank表演3","113401","103"
"11340105","","羈絆Rank表演4","113401","104"
"11340106","","羈絆Rank表演5","113401","105"
"11340107","","羈絆Rank表演6","113401","106"
"11340108","","羈絆Rank表演7","113401","107"
"11350101","","解放表演1","113501","201"
"11350102","","羈絆Rank表演1","113501","101"
"11350103","","羈絆Rank表演2","113501","102"
"11350104","","羈絆Rank表演3","113501","103"
"11350105","","羈絆Rank表演4","113501","104"
"11350106","","羈絆Rank表演5","113501","105"
"11350107","","羈絆Rank表演6","113501","106"
"11350108","","羈絆Rank表演7","113501","107"
"11360101","","解放表演1","113601","201"
"11360102","","羈絆Rank表演1","113601","101"
"11360103","","羈絆Rank表演2","113601","102"
"11360104","","羈絆Rank表演3","113601","103"
"11360105","","羈絆Rank表演4","113601","104"
"11360106","","羈絆Rank表演5","113601","105"
"11360107","","羈絆Rank表演6","113601","106"
"11360108","","羈絆Rank表演7","113601","107"
"11370101","","解放表演1","113701","201"
"11370102","","羈絆Rank表演1","113701","101"
"11370103","","羈絆Rank表演2","113701","102"
"11370104","","羈絆Rank表演3","113701","103"
"11370105","","羈絆Rank表演4","113701","104"
"11370106","","羈絆Rank表演5","113701","105"
"11370107","","羈絆Rank表演6","113701","106"
"11370108","","羈絆Rank表演7","113701","107"
"11380101","","解放表演1","113801","201"
"11380102","","羈絆Rank表演1","113801","101"
"11380103","","羈絆Rank表演2","113801","102"
"11380104","","羈絆Rank表演3","113801","103"
"11380105","","羈絆Rank表演4","113801","104"
"11380106","","羈絆Rank表演5","113801","105"
"11380107","","羈絆Rank表演6","113801","106"
"11380108","","羈絆Rank表演7","113801","107"
"11390101","","解放表演1","113901","201"
"11390102","","羈絆Rank表演1","113901","101"
"11390103","","羈絆Rank表演2","113901","102"
"11390104","","羈絆Rank表演3","113901","103"
"11390105","","羈絆Rank表演4","113901","104"
"11390106","","羈絆Rank表演5","113901","105"
"11390107","","羈絆Rank表演6","113901","106"
"11390108","","羈絆Rank表演7","113901","107"
"11400101","","解放表演1","114001","201"
"11400102","","羈絆Rank表演1","114001","101"
"11400103","","羈絆Rank表演2","114001","102"
"11400104","","羈絆Rank表演3","114001","103"
"11400105","","羈絆Rank表演4","114001","104"
"11400106","","羈絆Rank表演5","114001","105"
"11400107","","羈絆Rank表演6","114001","106"
"11400108","","羈絆Rank表演7","114001","107"
"11410101","","解放表演1","114101","201"
"11410102","","羈絆Rank表演1","114101","101"
"11410103","","羈絆Rank表演2","114101","102"
"11410104","","羈絆Rank表演3","114101","103"
"11410105","","羈絆Rank表演4","114101","104"
"11410106","","羈絆Rank表演5","114101","105"
"11410107","","羈絆Rank表演6","114101","106"
"11410108","","羈絆Rank表演7","114101","107"
"11420101","","解放表演1","114201","201"
"11420102","","羈絆Rank表演1","114201","101"
"11420103","","羈絆Rank表演2","114201","102"
"11420104","","羈絆Rank表演3","114201","103"
"11420105","","羈絆Rank表演4","114201","104"
"11420106","","羈絆Rank表演5","114201","105"
"11420107","","羈絆Rank表演6","114201","106"
"11420108","","羈絆Rank表演7","114201","107"
"11430101","","解放表演1","114301","201"
"11430102","","羈絆Rank表演1","114301","101"
"11430103","","羈絆Rank表演2","114301","102"
"11430104","","羈絆Rank表演3","114301","103"
"11430105","","羈絆Rank表演4","114301","104"
"11430106","","羈絆Rank表演5","114301","105"
"11430107","","羈絆Rank表演6","114301","106"
"11430108","","羈絆Rank表演7","114301","107"
"11440101","","解放表演1","114401","201"
"11440102","","羈絆Rank表演1","114401","101"
"11440103","","羈絆Rank表演2","114401","102"
"11440104","","羈絆Rank表演3","114401","103"
"11440105","","羈絆Rank表演4","114401","104"
"11440106","","羈絆Rank表演5","114401","105"
"11440107","","羈絆Rank表演6","114401","106"
"11440108","","羈絆Rank表演7","114401","107"
"11450101","","解放表演1","114501","201"
"11450102","","羈絆Rank表演1","114501","101"
"11450103","","羈絆Rank表演2","114501","102"
"11450104","","羈絆Rank表演3","114501","103"
"11450105","","羈絆Rank表演4","114501","104"
"11450106","","羈絆Rank表演5","114501","105"
"11450107","","羈絆Rank表演6","114501","106"
"11450108","","羈絆Rank表演7","114501","107"
"11460101","","解放表演1","114601","201"
"11460102","","羈絆Rank表演1","114601","101"
"11460103","","羈絆Rank表演2","114601","102"
"11460104","","羈絆Rank表演3","114601","103"
"11460105","","羈絆Rank表演4","114601","104"
"11460106","","羈絆Rank表演5","114601","105"
"11460107","","羈絆Rank表演6","114601","106"
"11460108","","羈絆Rank表演7","114601","107"
"11470101","","解放表演1","114701","201"
"11470102","","羈絆Rank表演1","114701","101"
"11470103","","羈絆Rank表演2","114701","102"
"11470104","","羈絆Rank表演3","114701","103"
"11470105","","羈絆Rank表演4","114701","104"
"11470106","","羈絆Rank表演5","114701","105"
"11470107","","羈絆Rank表演6","114701","106"
"11470108","","羈絆Rank表演7","114701","107"
"11500101","","解放表演1","115001","201"
"11500102","","羈絆Rank表演1","115001","101"
"11500103","","羈絆Rank表演2","115001","102"
"11500104","","羈絆Rank表演3","115001","103"
"11500105","","羈絆Rank表演4","115001","104"
"11500106","","羈絆Rank表演5","115001","105"
"11500107","","羈絆Rank表演6","115001","106"
"11500108","","羈絆Rank表演7","115001","107"
"11550101","","解放表演1","115501","201"
"11550102","","羈絆Rank表演1","115501","101"
"11550103","","羈絆Rank表演2","115501","102"
"11550104","","羈絆Rank表演3","115501","103"
"11550105","","羈絆Rank表演4","115501","104"
"11550106","","羈絆Rank表演5","115501","105"
"11550107","","羈絆Rank表演6","115501","106"
"11550108","","羈絆Rank表演7","115501","107"
"11560101","","解放表演1","115601","201"
"11560102","","羈絆Rank表演1","115601","101"
"11560103","","羈絆Rank表演2","115601","102"
"11560104","","羈絆Rank表演3","115601","103"
"11560105","","羈絆Rank表演4","115601","104"
"11560106","","羈絆Rank表演5","115601","105"
"11560107","","羈絆Rank表演6","115601","106"
"11560108","","羈絆Rank表演7","115601","107"
"11570101","","解放表演1","115701","201"
"11570102","","羈絆Rank表演1","115701","101"
"11570103","","羈絆Rank表演2","115701","102"
"11570104","","羈絆Rank表演3","115701","103"
"11570105","","羈絆Rank表演4","115701","104"
"11570106","","羈絆Rank表演5","115701","105"
"11570107","","羈絆Rank表演6","115701","106"
"11570108","","羈絆Rank表演7","115701","107"
"11580101","","解放表演1","115801","201"
"11580102","","羈絆Rank表演1","115801","101"
"11580103","","羈絆Rank表演2","115801","102"
"11580104","","羈絆Rank表演3","115801","103"
"11580105","","羈絆Rank表演4","115801","104"
"11580106","","羈絆Rank表演5","115801","105"
"11580107","","羈絆Rank表演6","115801","106"
"11580108","","羈絆Rank表演7","115801","107"
"11590101","","解放表演1","115901","201"
"11590102","","羈絆Rank表演1","115901","101"
"11590103","","羈絆Rank表演2","115901","102"
"11590104","","羈絆Rank表演3","115901","103"
"11590105","","羈絆Rank表演4","115901","104"
"11590106","","羈絆Rank表演5","115901","105"
"11590107","","羈絆Rank表演6","115901","106"
"11590108","","羈絆Rank表演7","115901","107"
"11600101","","解放表演1","116001","201"
"11600102","","羈絆Rank表演1","116001","101"
"11600103","","羈絆Rank表演2","116001","102"
"11600104","","羈絆Rank表演3","116001","103"
"11600105","","羈絆Rank表演4","116001","104"
"11600106","","羈絆Rank表演5","116001","105"
"11600107","","羈絆Rank表演6","116001","106"
"11600108","","羈絆Rank表演7","116001","107"
"11620101","","解放表演1","116201","201"
"11620102","","羈絆Rank表演1","116201","101"
"11620103","","羈絆Rank表演2","116201","102"
"11620104","","羈絆Rank表演3","116201","103"
"11620105","","羈絆Rank表演4","116201","104"
"11620106","","羈絆Rank表演5","116201","105"
"11620107","","羈絆Rank表演6","116201","106"
"11620108","","羈絆Rank表演7","116201","107"
"11630101","","解放表演1","116301","201"
"11630102","","羈絆Rank表演1","116301","101"
"11630103","","羈絆Rank表演2","116301","102"
"11630104","","羈絆Rank表演3","116301","103"
"11630105","","羈絆Rank表演4","116301","104"
"11630106","","羈絆Rank表演5","116301","105"
"11630107","","羈絆Rank表演6","116301","106"
"11630108","","羈絆Rank表演7","116301","107"
"11640101","","解放表演1","116401","201"
"11640102","","羈絆Rank表演1","116401","101"
"11640103","","羈絆Rank表演2","116401","102"
"11640104","","羈絆Rank表演3","116401","103"
"11640105","","羈絆Rank表演4","116401","104"
"11640106","","羈絆Rank表演5","116401","105"
"11640107","","羈絆Rank表演6","116401","106"
"11640108","","羈絆Rank表演7","116401","107"
"11650101","","解放表演1","116501","201"
"11650102","","羈絆Rank表演1","116501","101"
"11650103","","羈絆Rank表演2","116501","102"
"11650104","","羈絆Rank表演3","116501","103"
"11650105","","羈絆Rank表演4","116501","104"
"11650106","","羈絆Rank表演5","116501","105"
"11650107","","羈絆Rank表演6","116501","106"
"11650108","","羈絆Rank表演7","116501","107"
"11660101","","解放表演1","116601","201"
"11660102","","羈絆Rank表演1","116601","101"
"11660103","","羈絆Rank表演2","116601","102"
"11660104","","羈絆Rank表演3","116601","103"
"11660105","","羈絆Rank表演4","116601","104"
"11660106","","羈絆Rank表演5","116601","105"
"11660107","","羈絆Rank表演6","116601","106"
"11660108","","羈絆Rank表演7","116601","107"
"11670101","","解放表演1","116701","201"
"11670102","","羈絆Rank表演1","116701","101"
"11670103","","羈絆Rank表演2","116701","102"
"11670104","","羈絆Rank表演3","116701","103"
"11670105","","羈絆Rank表演4","116701","104"
"11670106","","羈絆Rank表演5","116701","105"
"11670107","","羈絆Rank表演6","116701","106"
"11670108","","羈絆Rank表演7","116701","107"
"11680101","","解放表演1","116801","201"
"11680102","","羈絆Rank表演1","116801","101"
"11680103","","羈絆Rank表演2","116801","102"
"11680104","","羈絆Rank表演3","116801","103"
"11680105","","羈絆Rank表演4","116801","104"
"11680106","","羈絆Rank表演5","116801","105"
"11680107","","羈絆Rank表演6","116801","106"
"11680108","","羈絆Rank表演7","116801","107"
"11690101","","解放表演1","116901","201"
"11690102","","羈絆Rank表演1","116901","101"
"11690103","","羈絆Rank表演2","116901","102"
"11690104","","羈絆Rank表演3","116901","103"
"11690105","","羈絆Rank表演4","116901","104"
"11690106","","羈絆Rank表演5","116901","105"
"11690107","","羈絆Rank表演6","116901","106"
"11690108","","羈絆Rank表演7","116901","107"
"11700101","","解放表演1","117001","201"
"11700102","","羈絆Rank表演1","117001","101"
"11700103","","羈絆Rank表演2","117001","102"
"11700104","","羈絆Rank表演3","117001","103"
"11700105","","羈絆Rank表演4","117001","104"
"11700106","","羈絆Rank表演5","117001","105"
"11700107","","羈絆Rank表演6","117001","106"
"11700108","","羈絆Rank表演7","117001","107"
"11710101","","解放表演1","117101","201"
"11710102","","羈絆Rank表演1","117101","101"
"11710103","","羈絆Rank表演2","117101","102"
"11710104","","羈絆Rank表演3","117101","103"
"11710105","","羈絆Rank表演4","117101","104"
"11710106","","羈絆Rank表演5","117101","105"
"11710107","","羈絆Rank表演6","117101","106"
"11710108","","羈絆Rank表演7","117101","107"
"11720101","","解放表演1","117201","201"
"11720102","","羈絆Rank表演1","117201","101"
"11720103","","羈絆Rank表演2","117201","102"
"11720104","","羈絆Rank表演3","117201","103"
"11720105","","羈絆Rank表演4","117201","104"
"11720106","","羈絆Rank表演5","117201","105"
"11720107","","羈絆Rank表演6","117201","106"
"11720108","","羈絆Rank表演7","117201","107"
"11730101","","解放表演1","117301","201"
"11730102","","羈絆Rank表演1","117301","101"
"11730103","","羈絆Rank表演2","117301","102"
"11730104","","羈絆Rank表演3","117301","103"
"11730105","","羈絆Rank表演4","117301","104"
"11730106","","羈絆Rank表演5","117301","105"
"11730107","","羈絆Rank表演6","117301","106"
"11730108","","羈絆Rank表演7","117301","107"
"11740101","","解放表演1","117401","201"
"11740102","","羈絆Rank表演1","117401","101"
"11740103","","羈絆Rank表演2","117401","102"
"11740104","","羈絆Rank表演3","117401","103"
"11740105","","羈絆Rank表演4","117401","104"
"11740106","","羈絆Rank表演5","117401","105"
"11740107","","羈絆Rank表演6","117401","106"
"11740108","","羈絆Rank表演7","117401","107"
"11750101","","解放表演1","117501","201"
"11750102","","羈絆Rank表演1","117501","101"
"11750103","","羈絆Rank表演2","117501","102"
"11750104","","羈絆Rank表演3","117501","103"
"11750105","","羈絆Rank表演4","117501","104"
"11750106","","羈絆Rank表演5","117501","105"
"11750107","","羈絆Rank表演6","117501","106"
"11750108","","羈絆Rank表演7","117501","107"
"11760101","","解放表演1","117601","201"
"11760102","","羈絆Rank表演1","117601","101"
"11760103","","羈絆Rank表演2","117601","102"
"11760104","","羈絆Rank表演3","117601","103"
"11760105","","羈絆Rank表演4","117601","104"
"11760106","","羈絆Rank表演5","117601","105"
"11760107","","羈絆Rank表演6","117601","106"
"11760108","","羈絆Rank表演7","117601","107"
"11770101","","解放表演1","117701","201"
"11770102","","羈絆Rank表演1","117701","101"
"11770103","","羈絆Rank表演2","117701","102"
"11770104","","羈絆Rank表演3","117701","103"
"11770105","","羈絆Rank表演4","117701","104"
"11770106","","羈絆Rank表演5","117701","105"
"11770107","","羈絆Rank表演6","117701","106"
"11770108","","羈絆Rank表演7","117701","107"
"11780101","","解放表演1","117801","201"
"11780102","","羈絆Rank表演1","117801","101"
"11780103","","羈絆Rank表演2","117801","102"
"11780104","","羈絆Rank表演3","117801","103"
"11780105","","羈絆Rank表演4","117801","104"
"11780106","","羈絆Rank表演5","117801","105"
"11780107","","羈絆Rank表演6","117801","106"
"11780108","","羈絆Rank表演7","117801","107"
"11790101","","解放表演1","117901","201"
"11790102","","羈絆Rank表演1","117901","101"
"11790103","","羈絆Rank表演2","117901","102"
"11790104","","羈絆Rank表演3","117901","103"
"11790105","","羈絆Rank表演4","117901","104"
"11790106","","羈絆Rank表演5","117901","105"
"11790107","","羈絆Rank表演6","117901","106"
"11790108","","羈絆Rank表演7","117901","107"
"11800101","","解放表演1","118001","201"
"11800102","","羈絆Rank表演1","118001","101"
"11800103","","羈絆Rank表演2","118001","102"
"11800104","","羈絆Rank表演3","118001","103"
"11800105","","羈絆Rank表演4","118001","104"
"11800106","","羈絆Rank表演5","118001","105"
"11800107","","羈絆Rank表演6","118001","106"
"11800108","","羈絆Rank表演7","118001","107"
"11810101","","解放表演1","118101","201"
"11810102","","羈絆Rank表演1","118101","101"
"11810103","","羈絆Rank表演2","118101","102"
"11810104","","羈絆Rank表演3","118101","103"
"11810105","","羈絆Rank表演4","118101","104"
"11810106","","羈絆Rank表演5","118101","105"
"11810107","","羈絆Rank表演6","118101","106"
"11810108","","羈絆Rank表演7","118101","107"
"11820101","","解放表演1","118201","201"
"11820102","","羈絆Rank表演1","118201","101"
"11820103","","羈絆Rank表演2","118201","102"
"11820104","","羈絆Rank表演3","118201","103"
"11820105","","羈絆Rank表演4","118201","104"
"11820106","","羈絆Rank表演5","118201","105"
"11820107","","羈絆Rank表演6","118201","106"
"11820108","","羈絆Rank表演7","118201","107"
"11850101","","解放表演1","118501","201"
"11850102","","羈絆Rank表演1","118501","101"
"11850103","","羈絆Rank表演2","118501","102"
"11850104","","羈絆Rank表演3","118501","103"
"11850105","","羈絆Rank表演4","118501","104"
"11850106","","羈絆Rank表演5","118501","105"
"11850107","","羈絆Rank表演6","118501","106"
"11850108","","羈絆Rank表演7","118501","107"
"11860101","","解放表演1","118601","201"
"11860102","","羈絆Rank表演1","118601","101"
"11860103","","羈絆Rank表演2","118601","102"
"11860104","","羈絆Rank表演3","118601","103"
"11860105","","羈絆Rank表演4","118601","104"
"11860106","","羈絆Rank表演5","118601","105"
"11860107","","羈絆Rank表演6","118601","106"
"11860108","","羈絆Rank表演7","118601","107"
"11900101","","解放表演1","119001","201"
"11900102","","羈絆Rank表演1","119001","101"
"11900103","","羈絆Rank表演2","119001","102"
"11900104","","羈絆Rank表演3","119001","103"
"11900105","","羈絆Rank表演4","119001","104"
"11900106","","羈絆Rank表演5","119001","105"
"11900107","","羈絆Rank表演6","119001","106"
"11900108","","羈絆Rank表演7","119001","107"
"11910101","","解放表演1","119101","201"
"11910102","","羈絆Rank表演1","119101","101"
"11910103","","羈絆Rank表演2","119101","102"
"11910104","","羈絆Rank表演3","119101","103"
"11910105","","羈絆Rank表演4","119101","104"
"11910106","","羈絆Rank表演5","119101","105"
"11910107","","羈絆Rank表演6","119101","106"
"11910108","","羈絆Rank表演7","119101","107"
"11920101","","解放表演1","119201","201"
"11920102","","羈絆Rank表演1","119201","101"
"11920103","","羈絆Rank表演2","119201","102"
"11920104","","羈絆Rank表演3","119201","103"
"11920105","","羈絆Rank表演4","119201","104"
"11920106","","羈絆Rank表演5","119201","105"
"11920107","","羈絆Rank表演6","119201","106"
"11920108","","羈絆Rank表演7","119201","107"
"11930101","","解放表演1","119301","201"
"11930102","","羈絆Rank表演1","119301","101"
"11930103","","羈絆Rank表演2","119301","102"
"11930104","","羈絆Rank表演3","119301","103"
"11930105","","羈絆Rank表演4","119301","104"
"11930106","","羈絆Rank表演5","119301","105"
"11930107","","羈絆Rank表演6","119301","106"
"11930108","","羈絆Rank表演7","119301","107"
"11990101","","解放表演1","119901","201"
"11990102","","羈絆Rank表演1","119901","101"
"11990103","","羈絆Rank表演2","119901","102"
"11990104","","羈絆Rank表演3","119901","103"
"11990105","","羈絆Rank表演4","119901","104"
"11990106","","羈絆Rank表演5","119901","105"
"11990107","","羈絆Rank表演6","119901","106"
"11990108","","羈絆Rank表演7","119901","107"
"12000101","","解放表演1","120001","201"
"12000102","","羈絆Rank表演1","120001","101"
"12000103","","羈絆Rank表演2","120001","102"
"12000104","","羈絆Rank表演3","120001","103"
"12000105","","羈絆Rank表演4","120001","104"
"12000106","","羈絆Rank表演5","120001","105"
"12000107","","羈絆Rank表演6","120001","106"
"12000108","","羈絆Rank表演7","120001","107"
"12070101","","解放表演1","120701","201"
"12070102","","羈絆Rank表演1","120701","101"
"12070103","","羈絆Rank表演2","120701","102"
"12070104","","羈絆Rank表演3","120701","103"
"12070105","","羈絆Rank表演4","120701","104"
"12070106","","羈絆Rank表演5","120701","105"
"12070107","","羈絆Rank表演6","120701","106"
"12070108","","羈絆Rank表演7","120701","107"
"12080101","","解放表演1","120801","201"
"12080102","","羈絆Rank表演1","120801","101"
"12080103","","羈絆Rank表演2","120801","102"
"12080104","","羈絆Rank表演3","120801","103"
"12080105","","羈絆Rank表演4","120801","104"
"12080106","","羈絆Rank表演5","120801","105"
"12080107","","羈絆Rank表演6","120801","106"
"12080108","","羈絆Rank表演7","120801","107"
"12090101","","解放表演1","120901","201"
"12090102","","羈絆Rank表演1","120901","101"
"12090103","","羈絆Rank表演2","120901","102"
"12090104","","羈絆Rank表演3","120901","103"
"12090105","","羈絆Rank表演4","120901","104"
"12090106","","羈絆Rank表演5","120901","105"
"12090107","","羈絆Rank表演6","120901","106"
"12090108","","羈絆Rank表演7","120901","107"
"12100101","","解放表演1","121001","201"
"12100102","","羈絆Rank表演1","121001","101"
"12100103","","羈絆Rank表演2","121001","102"
"12100104","","羈絆Rank表演3","121001","103"
"12100105","","羈絆Rank表演4","121001","104"
"12100106","","羈絆Rank表演5","121001","105"
"12100107","","羈絆Rank表演6","121001","106"
"12100108","","羈絆Rank表演7","121001","107"
"12110101","","解放表演1","121101","201"
"12110102","","羈絆Rank表演1","121101","101"
"12110103","","羈絆Rank表演2","121101","102"
"12110104","","羈絆Rank表演3","121101","103"
"12110105","","羈絆Rank表演4","121101","104"
"12110106","","羈絆Rank表演5","121101","105"
"12110107","","羈絆Rank表演6","121101","106"
"12110108","","羈絆Rank表演7","121101","107"
"12120101","","解放表演1","121201","201"
"12120102","","羈絆Rank表演1","121201","101"
"12120103","","羈絆Rank表演2","121201","102"
"12120104","","羈絆Rank表演3","121201","103"
"12120105","","羈絆Rank表演4","121201","104"
"12120106","","羈絆Rank表演5","121201","105"
"12120107","","羈絆Rank表演6","121201","106"
"12120108","","羈絆Rank表演7","121201","107"
"12130101","","解放表演1","121301","201"
"12130102","","羈絆Rank表演1","121301","101"
"12130103","","羈絆Rank表演2","121301","102"
"12130104","","羈絆Rank表演3","121301","103"
"12130105","","羈絆Rank表演4","121301","104"
"12130106","","羈絆Rank表演5","121301","105"
"12130107","","羈絆Rank表演6","121301","106"
"12130108","","羈絆Rank表演7","121301","107"
"12140101","","解放表演1","121401","201"
"12140102","","羈絆Rank表演1","121401","101"
"12140103","","羈絆Rank表演2","121401","102"
"12140104","","羈絆Rank表演3","121401","103"
"12140105","","羈絆Rank表演4","121401","104"
"12140106","","羈絆Rank表演5","121401","105"
"12140107","","羈絆Rank表演6","121401","106"
"12140108","","羈絆Rank表演7","121401","107"
"12150101","","解放表演1","121501","201"
"12150102","","羈絆Rank表演1","121501","101"
"12150103","","羈絆Rank表演2","121501","102"
"12150104","","羈絆Rank表演3","121501","103"
"12150105","","羈絆Rank表演4","121501","104"
"12150106","","羈絆Rank表演5","121501","105"
"12150107","","羈絆Rank表演6","121501","106"
"12150108","","羈絆Rank表演7","121501","107"
"12160101","","解放表演1","121601","201"
"12160102","","羈絆Rank表演1","121601","101"
"12160103","","羈絆Rank表演2","121601","102"
"12160104","","羈絆Rank表演3","121601","103"
"12160105","","羈絆Rank表演4","121601","104"
"12160106","","羈絆Rank表演5","121601","105"
"12160107","","羈絆Rank表演6","121601","106"
"12160108","","羈絆Rank表演7","121601","107"
"12190101","","解放表演1","121901","201"
"12190102","","羈絆Rank表演1","121901","101"
"12190103","","羈絆Rank表演2","121901","102"
"12190104","","羈絆Rank表演3","121901","103"
"12190105","","羈絆Rank表演4","121901","104"
"12190106","","羈絆Rank表演5","121901","105"
"12190107","","羈絆Rank表演6","121901","106"
"12190108","","羈絆Rank表演7","121901","107"
"12200101","","解放表演1","122001","201"
"12200102","","羈絆Rank表演1","122001","101"
"12200103","","羈絆Rank表演2","122001","102"
"12200104","","羈絆Rank表演3","122001","103"
"12200105","","羈絆Rank表演4","122001","104"
"12200106","","羈絆Rank表演5","122001","105"
"12200107","","羈絆Rank表演6","122001","106"
"12200108","","羈絆Rank表演7","122001","107"
"12210101","","解放表演1","122101","201"
"12210102","","羈絆Rank表演1","122101","101"
