69b766ec2a9ef09226725314ddbb5af6d518d736d087b6c35aa4bd99a8e898b5,cdc9446587f70065ee05c6c5edbb8bb4a6ef14cf8c233e80bd2e796d100a4bb9,61663f3a1bdc52ffcdfdf9cff1ace2ee6ed3d08a7ce212848ef65cef6e305a8e,98db879795f82b9a010455c37c07d1f344b3c34f806d6c9e084bd6065a9875e2,af9030988d52cbec4f96552755558fa09f16c7609218e2ec3b95357e25b676bc,6ee05798400f63f56af54143f95d9adb4011c13fc597a9c336baec707901ac92,bec1ec6fe763a42ba9401399baa7b2ab807f0d1fedab0adb269c50437102bd82,bd85e5d3c15db16e4ba8b9ff99a8a917f67be5e6e99872a07a9c2ff671778134,1b924a285cc32f630b2389c63623f0d7fd2467b3ed18f1788e98ffac38852689,1c5206577c6056412d86482b14177016950dd4963325b33b7084e7864db0abb2,be60ed278755951f0cfdbc6e85fdc97d3cf16422c8c8bc1035e9f97801091aa7
"","0.9","93","","0","132170035","","","","3217",""
"1.05","1.05","123","","1.05","132170036","0.3","0","","3217","1.05"
"","75","122","","75","132170037","","","","3217","0.5"
"","301702","32","","1","132170038","","","","3217",""
"","0.4","93","","0","132170039","","","","3217",""
"","2","32","","0","132170040","","","","3217",""
"","310000","32","","0","132170041","","","","3217",""
"","321700","32","","1","132170042","","","","3217",""
"","0.4","93","","0","132170043","","","","3217",""
"0.95","0.95","123","","0.95","132170044","2","2","","3217","0.95"
"","0.2","93","","0","132170045","","","","3217",""
"","1000001","3","","glad","132170046","","0.2","","3217","0"
"","120","32","","1","132170047","","","","3217",""
"","0.4","93","","0","132170048","","","","3217",""
"","998","32","","1","132170049","","","","3217",""
"","0.6","93","","0","132170050","","","","3217",""
"joy_round3_loop","1000001","3","","joy_round3_in","132170051","1","0.2","","3217","0"
"","5","93","","0","132170052","","","","3217",""
"","1","113","","","132170053","","","","3217",""
"0","330000","31","","330000","133000001","1","0","","3300","345.4"
"0","8","31","","8","133000002","1","1","","3300","345.4"
"","8","35","","0","133000003","","","","3300",""
"","0","91","","","133000004","","","","3300",""
"1.05","1.05","123","","1.05","133000005","7.4","0","","3300","1.05"
"","1000001","3","","wait","133000006","","0.2","","3300","0"
"","2","35","","1","133000007","","","","3300",""
"","4.9","93","","0","133000008","","","","3300",""
"0.95","0.95","123","","0.95","133000009","0.4","0","","3300","0.95"
"","330000","32","","1","133000010","","","","3300",""
"","0.1","93","","0","133000011","","","","3300",""
"","2","32","","0","133000012","","","","3300",""
"","0.1","93","","0","133000013","","","","3300",""
"","997","32","","1","133000014","","","","3300",""
"","1000001","3","","joy_from_wait","133000015","","0.2","","3300","0"
"","1.63","93","","0","133000016","","","","3300",""
"","0.3","93","","0","133000017","","","","3300",""
"","3","113","","","133000018","","","","3300",""
