2a4252e60894fdada9fe8ad2438ccda5e2b77fb2a825c57e550153de0e25ac5b,b6dd6f8bd246a669834fdf6cb401195a1359ac153e76d4c4885cdedf32709394,0a93c4cac3226482b87a62f516de01cc6c9ab77a1a4555a8d59457d3d4a84450,575a0213163fe9b3e0e2fb7b332d36fe784b4ed3b9cfb9e8966267fd098b5bf6,71e6ec6347b60ba13008eda06a6d8d05cbfb57d4da07d2f4451c7cc04b8a1acf
"22002","1","2","72036002","20036004"
"91002","30","8","72036003","20036005"
"22002","1","2","72036003","20036006"
"91002","30","8","72036004","20036007"
"22002","1","2","72036004","20036008"
"91002","30","8","72036005","20036009"
"22002","1","2","72036005","20036010"
"91002","30","8","72036006","20036011"
"22002","1","2","72036006","20036012"
"91002","30","8","72036007","20036013"
"22002","1","2","72036007","20036014"
"91002","30","8","72036008","20036015"
"22002","1","2","72036008","20036016"
"91002","30","8","72036009","20036017"
"22002","1","2","72036009","20036018"
"91002","30","8","72036010","20036019"
"22002","1","2","72036010","20036020"
"91002","30","8","72036011","20036021"
"22002","1","2","72036011","20036022"
"91002","30","8","72036012","20036023"
"22002","1","2","72036012","20036024"
"91002","30","8","72036013","20036025"
"22002","1","2","72036013","20036026"
"91002","30","8","72036014","20036027"
"22002","1","2","72036014","20036028"
"91002","200","8","72036015","20036029"
"22002","1","2","72036015","20036030"
"91002","60","8","72036016","20036031"
"22002","2","2","72036016","20036032"
"91002","60","8","72036017","20036033"
"22002","2","2","72036017","20036034"
"91002","60","8","72036018","20036035"
"22002","2","2","72036018","20036036"
"91002","60","8","72036019","20036037"
"22002","2","2","72036019","20036038"
"91002","300","8","72036020","20036039"
"22002","2","2","72036020","20036040"
"31032","5","2","72036021","20036041"
"31031","5","2","72036021","20036042"
"21900","1","2","72036022","20036043"
"31032","5","2","72036023","20036044"
"31031","5","2","72036023","20036045"
"31032","10","2","72036024","20036046"
"31031","10","2","72036024","20036047"
"91002","30","8","72037001","20037001"
"22002","1","2","72037001","20037002"
"91002","30","8","72037002","20037003"
"22002","1","2","72037002","20037004"
"91002","30","8","72037003","20037005"
"22002","1","2","72037003","20037006"
"91002","30","8","72037004","20037007"
"22002","1","2","72037004","20037008"
"91002","30","8","72037005","20037009"
"22002","1","2","72037005","20037010"
"91002","30","8","72037006","20037011"
"22002","1","2","72037006","20037012"
"91002","30","8","72037007","20037013"
"22002","1","2","72037007","20037014"
"91002","30","8","72037008","20037015"
"22002","1","2","72037008","20037016"
"91002","30","8","72037009","20037017"
"22002","1","2","72037009","20037018"
"91002","30","8","72037010","20037019"
"22002","1","2","72037010","20037020"
"91002","30","8","72037011","20037021"
"22002","1","2","72037011","20037022"
"91002","30","8","72037012","20037023"
"22002","1","2","72037012","20037024"
"91002","30","8","72037013","20037025"
"22002","1","2","72037013","20037026"
"91002","30","8","72037014","20037027"
"22002","1","2","72037014","20037028"
"91002","200","8","72037015","20037029"
"22002","1","2","72037015","20037030"
"91002","60","8","72037016","20037031"
"22002","2","2","72037016","20037032"
"91002","60","8","72037017","20037033"
"22002","2","2","72037017","20037034"
"91002","60","8","72037018","20037035"
"22002","2","2","72037018","20037036"
"91002","60","8","72037019","20037037"
"22002","2","2","72037019","20037038"
"91002","300","8","72037020","20037039"
"22002","2","2","72037020","20037040"
"31065","5","2","72037021","20037041"
"31015","5","2","72037021","20037042"
"21900","1","2","72037022","20037043"
"31065","5","2","72037023","20037044"
"31015","5","2","72037023","20037045"
"31065","10","2","72037024","20037046"
"31015","10","2","72037024","20037047"
"91002","30","8","72038001","20038001"
"22002","1","2","72038001","20038002"
"91002","30","8","72038002","20038003"
"22002","1","2","72038002","20038004"
"91002","30","8","72038003","20038005"
"22002","1","2","72038003","20038006"
"91002","30","8","72038004","20038007"
"22002","1","2","72038004","20038008"
"91002","30","8","72038005","20038009"
"22002","1","2","72038005","20038010"
"91002","30","8","72038006","20038011"
"22002","1","2","72038006","20038012"
"91002","30","8","72038007","20038013"
"22002","1","2","72038007","20038014"
"91002","30","8","72038008","20038015"
"22002","1","2","72038008","20038016"
"91002","30","8","72038009","20038017"
"22002","1","2","72038009","20038018"
"91002","30","8","72038010","20038019"
"22002","1","2","72038010","20038020"
"91002","30","8","72038011","20038021"
"22002","1","2","72038011","20038022"
"91002","30","8","72038012","20038023"
"22002","1","2","72038012","20038024"
"91002","30","8","72038013","20038025"
"22002","1","2","72038013","20038026"
"91002","30","8","72038014","20038027"
"22002","1","2","72038014","20038028"
"91002","200","8","72038015","20038029"
"22002","1","2","72038015","20038030"
"91002","60","8","72038016","20038031"
"22002","2","2","72038016","20038032"
"91002","60","8","72038017","20038033"
"22002","2","2","72038017","20038034"
"91002","60","8","72038018","20038035"
"22002","2","2","72038018","20038036"
"91002","60","8","72038019","20038037"
"22002","2","2","72038019","20038038"
"91002","300","8","72038020","20038039"
"22002","2","2","72038020","20038040"
"116801","1","1","72038021","20038041"
"21005","1","2","72038022","20038042"
"2809","1","7","72038023","20038043"
"31168","10","2","72038024","20038044"
"31040","10","2","72038024","20038045"
"31168","10","2","72038025","20038046"
"31040","10","2","72038025","20038047"
"91002","30","8","72039001","20039001"
"22002","1","2","72039001","20039002"
"91002","30","8","72039002","20039003"
"22002","1","2","72039002","20039004"
"91002","30","8","72039003","20039005"
"22002","1","2","72039003","20039006"
"91002","30","8","72039004","20039007"
"22002","1","2","72039004","20039008"
"91002","30","8","72039005","20039009"
"22002","1","2","72039005","20039010"
"91002","30","8","72039006","20039011"
"22002","1","2","72039006","20039012"
"91002","30","8","72039007","20039013"
"22002","1","2","72039007","20039014"
"91002","30","8","72039008","20039015"
"22002","1","2","72039008","20039016"
"91002","30","8","72039009","20039017"
"22002","1","2","72039009","20039018"
"91002","30","8","72039010","20039019"
"22002","1","2","72039010","20039020"
"91002","30","8","72039011","20039021"
"22002","1","2","72039011","20039022"
"91002","30","8","72039012","20039023"
"22002","1","2","72039012","20039024"
"91002","30","8","72039013","20039025"
"22002","1","2","72039013","20039026"
"91002","30","8","72039014","20039027"
"22002","1","2","72039014","20039028"
"91002","200","8","72039015","20039029"
"22002","1","2","72039015","20039030"
"91002","60","8","72039016","20039031"
"22002","2","2","72039016","20039032"
"91002","60","8","72039017","20039033"
"22002","2","2","72039017","20039034"
"91002","60","8","72039018","20039035"
"22002","2","2","72039018","20039036"
"91002","60","8","72039019","20039037"
"22002","2","2","72039019","20039038"
"91002","300","8","72039020","20039039"
"22002","2","2","72039020","20039040"
"31018","5","2","72039021","20039041"
"31050","5","2","72039021","20039042"
"21900","1","2","72039022","20039043"
"31018","5","2","72039023","20039044"
"31050","5","2","72039023","20039045"
"31018","10","2","72039024","20039046"
"31050","10","2","72039024","20039047"
"91002","30","8","72040001","20040001"
"22002","1","2","72040001","20040002"
"91002","30","8","72040002","20040003"
"22002","1","2","72040002","20040004"
"91002","30","8","72040003","20040005"
"22002","1","2","72040003","20040006"
"91002","30","8","72040004","20040007"
"22002","1","2","72040004","20040008"
"91002","30","8","72040005","20040009"
"22002","1","2","72040005","20040010"
"91002","30","8","72040006","20040011"
"22002","1","2","72040006","20040012"
"91002","30","8","72040007","20040013"
"22002","1","2","72040007","20040014"
"91002","30","8","72040008","20040015"
"22002","1","2","72040008","20040016"
"91002","30","8","72040009","20040017"
"22002","1","2","72040009","20040018"
"91002","30","8","72040010","20040019"
"22002","1","2","72040010","20040020"
"91002","30","8","72040011","20040021"
"22002","1","2","72040011","20040022"
"91002","30","8","72040012","20040023"
"22002","1","2","72040012","20040024"
"91002","30","8","72040013","20040025"
"22002","1","2","72040013","20040026"
"91002","30","8","72040014","20040027"
"22002","1","2","72040014","20040028"
"91002","200","8","72040015","20040029"
"22002","1","2","72040015","20040030"
"91002","60","8","72040016","20040031"
"22002","2","2","72040016","20040032"
"91002","60","8","72040017","20040033"
"22002","2","2","72040017","20040034"
"91002","60","8","72040018","20040035"
"22002","2","2","72040018","20040036"
"91002","60","8","72040019","20040037"
"22002","2","2","72040019","20040038"
"91002","300","8","72040020","20040039"
"22002","2","2","72040020","20040040"
"117401","1","1","72040021","20040041"
"21006","1","2","72040022","20040042"
"31174","10","2","72040023","20040043"
"31109","10","2","72040023","20040044"
"31174","10","2","72040024","20040045"
"31109","10","2","72040024","20040046"
"91002","30","8","72041001","20041001"
"22002","1","2","72041001","20041002"
"91002","30","8","72041002","20041003"
"22002","1","2","72041002","20041004"
"91002","30","8","72041003","20041005"
"22002","1","2","72041003","20041006"
"91002","30","8","72041004","20041007"
"22002","1","2","72041004","20041008"
"91002","30","8","72041005","20041009"
"22002","1","2","72041005","20041010"
"91002","30","8","72041006","20041011"
"22002","1","2","72041006","20041012"
"91002","30","8","72041007","20041013"
"22002","1","2","72041007","20041014"
"91002","30","8","72041008","20041015"
"22002","1","2","72041008","20041016"
"91002","30","8","72041009","20041017"
"22002","1","2","72041009","20041018"
"91002","30","8","72041010","20041019"
"22002","1","2","72041010","20041020"
"91002","30","8","72041011","20041021"
"22002","1","2","72041011","20041022"
"91002","30","8","72041012","20041023"
"22002","1","2","72041012","20041024"
"91002","30","8","72041013","20041025"
"22002","1","2","72041013","20041026"
"91002","30","8","72041014","20041027"
"22002","1","2","72041014","20041028"
"91002","200","8","72041015","20041029"
"22002","1","2","72041015","20041030"
"91002","60","8","72041016","20041031"
"22002","2","2","72041016","20041032"
"91002","60","8","72041017","20041033"
"22002","2","2","72041017","20041034"
"91002","60","8","72041018","20041035"
"22002","2","2","72041018","20041036"
"91002","60","8","72041019","20041037"
"22002","2","2","72041019","20041038"
"91002","300","8","72041020","20041039"
"22002","2","2","72041020","20041040"
"31096","5","2","72041021","20041041"
"31051","5","2","72041021","20041042"
"21900","1","2","72041022","20041043"
"31096","5","2","72041023","20041044"
"31051","5","2","72041023","20041045"
"31096","10","2","72041024","20041046"
"31051","10","2","72041024","20041047"
"91002","30","8","72042001","20042001"
"22002","1","2","72042001","20042002"
"91002","30","8","72042002","20042003"
"22002","1","2","72042002","20042004"
"91002","30","8","72042003","20042005"
"22002","1","2","72042003","20042006"
"91002","30","8","72042004","20042007"
"22002","1","2","72042004","20042008"
"91002","30","8","72042005","20042009"
"22002","1","2","72042005","20042010"
"91002","30","8","72042006","20042011"
"22002","1","2","72042006","20042012"
"91002","30","8","72042007","20042013"
"22002","1","2","72042007","20042014"
"91002","30","8","72042008","20042015"
"22002","1","2","72042008","20042016"
"91002","30","8","72042009","20042017"
"22002","1","2","72042009","20042018"
"91002","30","8","72042010","20042019"
"22002","1","2","72042010","20042020"
"91002","30","8","72042011","20042021"
"22002","1","2","72042011","20042022"
"91002","30","8","72042012","20042023"
"22002","1","2","72042012","20042024"
"91002","30","8","72042013","20042025"
"22002","1","2","72042013","20042026"
"91002","30","8","72042014","20042027"
"22002","1","2","72042014","20042028"
"91002","30","8","72042015","20042029"
"22002","1","2","72042015","20042030"
"50003","40","2","72042015","20042031"
"91002","60","8","72042016","20042032"
"22002","2","2","72042016","20042033"
"91002","60","8","72042017","20042034"
"22002","2","2","72042017","20042035"
"91002","60","8","72042018","20042036"
"22002","2","2","72042018","20042037"
"91002","60","8","72042019","20042038"
"22002","2","2","72042019","20042039"
"91002","60","8","72042020","20042040"
"22002","2","2","72042020","20042041"
"50003","40","2","72042020","20042042"
"117801","1","1","72042021","20042043"
"21007","1","2","72042022","20042044"
"31178","10","2","72042023","20042045"
"31047","10","2","72042023","20042046"
"31178","10","2","72042024","20042047"
"31047","10","2","72042024","20042048"
"91002","30","8","72043001","20043001"
"22002","1","2","72043001","20043002"
"91002","30","8","72043002","20043003"
"22002","1","2","72043002","20043004"
"91002","30","8","72043003","20043005"
"22002","1","2","72043003","20043006"
"91002","30","8","72043004","20043007"
"22002","1","2","72043004","20043008"
"91002","30","8","72043005","20043009"
"22002","1","2","72043005","20043010"
"91002","30","8","72043006","20043011"
"22002","1","2","72043006","20043012"
"91002","30","8","72043007","20043013"
"22002","1","2","72043007","20043014"
"91002","30","8","72043008","20043015"
"22002","1","2","72043008","20043016"
"91002","30","8","72043009","20043017"
"22002","1","2","72043009","20043018"
"91002","30","8","72043010","20043019"
"22002","1","2","72043010","20043020"
"91002","30","8","72043011","20043021"
"22002","1","2","72043011","20043022"
"91002","30","8","72043012","20043023"
"22002","1","2","72043012","20043024"
"91002","30","8","72043013","20043025"
"22002","1","2","72043013","20043026"
"91002","30","8","72043014","20043027"
"22002","1","2","72043014","20043028"
"91002","30","8","72043015","20043029"
"22002","1","2","72043015","20043030"
"50003","40","2","72043015","20043031"
"91002","60","8","72043016","20043032"
"22002","2","2","72043016","20043033"
"91002","60","8","72043017","20043034"
"22002","2","2","72043017","20043035"
"91002","60","8","72043018","20043036"
"22002","2","2","72043018","20043037"
"91002","60","8","72043019","20043038"
"22002","2","2","72043019","20043039"
"91002","60","8","72043020","20043040"
"22002","2","2","72043020","20043041"
"50003","40","2","72043020","20043042"
"31053","5","2","72043021","20043043"
"31055","5","2","72043021","20043044"
"21900","1","2","72043022","20043045"
"31053","5","2","72043023","20043046"
"31055","5","2","72043023","20043047"
"31053","10","2","72043024","20043048"
"31055","10","2","72043024","20043049"
"91002","30","8","72044001","20044001"
"22002","1","2","72044001","20044002"
"91002","30","8","72044002","20044003"
"22002","1","2","72044002","20044004"
"91002","30","8","72044003","20044005"
"22002","1","2","72044003","20044006"
"91002","30","8","72044004","20044007"
"22002","1","2","72044004","20044008"
"91002","30","8","72044005","20044009"
"22002","1","2","72044005","20044010"
"91002","30","8","72044006","20044011"
"22002","1","2","72044006","20044012"
"91002","30","8","72044007","20044013"
"22002","1","2","72044007","20044014"
"91002","30","8","72044008","20044015"
"22002","1","2","72044008","20044016"
"91002","30","8","72044009","20044017"
"22002","1","2","72044009","20044018"
"91002","30","8","72044010","20044019"
"22002","1","2","72044010","20044020"
"91002","30","8","72044011","20044021"
"22002","1","2","72044011","20044022"
"91002","30","8","72044012","20044023"
"22002","1","2","72044012","20044024"
"91002","30","8","72044013","20044025"
"22002","1","2","72044013","20044026"
"91002","30","8","72044014","20044027"
"22002","1","2","72044014","20044028"
"91002","30","8","72044015","20044029"
"22002","1","2","72044015","20044030"
"50003","40","2","72044015","20044031"
"91002","60","8","72044016","20044032"
"22002","2","2","72044016","20044033"
"91002","60","8","72044017","20044034"
"22002","2","2","72044017","20044035"
"91002","60","8","72044018","20044036"
"22002","2","2","72044018","20044037"
"91002","60","8","72044019","20044038"
"22002","2","2","72044019","20044039"
"91002","60","8","72044020","20044040"
"22002","2","2","72044020","20044041"
"50003","40","2","72044020","20044042"
"119201","1","1","72044021","20044043"
"21008","1","2","72044022","20044044"
"31192","10","2","72044023","20044045"
"31006","10","2","72044023","20044046"
"31192","10","2","72044024","20044047"
"31006","10","2","72044024","20044048"
"91002","30","8","72045001","20045001"
"22002","1","2","72045001","20045002"
"91002","30","8","72045002","20045003"
"22002","1","2","72045002","20045004"
"91002","30","8","72045003","20045005"
"22002","1","2","72045003","20045006"
"91002","30","8","72045004","20045007"
"22002","1","2","72045004","20045008"
"91002","30","8","72045005","20045009"
"22002","1","2","72045005","20045010"
"91002","30","8","72045006","20045011"
"22002","1","2","72045006","20045012"
"91002","30","8","72045007","20045013"
"22002","1","2","72045007","20045014"
"91002","30","8","72045008","20045015"
"22002","1","2","72045008","20045016"
"91002","30","8","72045009","20045017"
"22002","1","2","72045009","20045018"
"91002","30","8","72045010","20045019"
"22002","1","2","72045010","20045020"
"91002","30","8","72045011","20045021"
"22002","1","2","72045011","20045022"
"91002","30","8","72045012","20045023"
"22002","1","2","72045012","20045024"
"91002","30","8","72045013","20045025"
"22002","1","2","72045013","20045026"
"91002","30","8","72045014","20045027"
"22002","1","2","72045014","20045028"
"91002","30","8","72045015","20045029"
"22002","1","2","72045015","20045030"
"50003","40","2","72045015","20045031"
"91002","60","8","72045016","20045032"
"22002","2","2","72045016","20045033"
"91002","60","8","72045017","20045034"
"22002","2","2","72045017","20045035"
"91002","60","8","72045018","20045036"
"22002","2","2","72045018","20045037"
"91002","60","8","72045019","20045038"
"22002","2","2","72045019","20045039"
"91002","60","8","72045020","20045040"
"22002","2","2","72045020","20045041"
"50003","40","2","72045020","20045042"
"120801","1","1","72045021","20045043"
"21009","1","2","72045022","20045044"
"31208","10","2","72045023","20045045"
"31044","10","2","72045023","20045046"
"31208","10","2","72045024","20045047"
"31044","10","2","72045024","20045048"
"91002","30","8","72046001","20046001"
"22002","1","2","72046001","20046002"
"91002","30","8","72046002","20046003"
"22002","1","2","72046002","20046004"
"91002","30","8","72046003","20046005"
"22002","1","2","72046003","20046006"
"91002","30","8","72046004","20046007"
"22002","1","2","72046004","20046008"
"91002","30","8","72046005","20046009"
"22002","1","2","72046005","20046010"
"91002","30","8","72046006","20046011"
"22002","1","2","72046006","20046012"
"91002","30","8","72046007","20046013"
"22002","1","2","72046007","20046014"
"91002","30","8","72046008","20046015"
"22002","1","2","72046008","20046016"
"91002","30","8","72046009","20046017"
"22002","1","2","72046009","20046018"
"91002","30","8","72046010","20046019"
"22002","1","2","72046010","20046020"
"91002","30","8","72046011","20046021"
"22002","1","2","72046011","20046022"
"91002","30","8","72046012","20046023"
"22002","1","2","72046012","20046024"
"91002","30","8","72046013","20046025"
"22002","1","2","72046013","20046026"
"91002","30","8","72046014","20046027"
"22002","1","2","72046014","20046028"
"91002","30","8","72046015","20046029"
"22002","1","2","72046015","20046030"
"50003","40","2","72046015","20046031"
"91002","60","8","72046016","20046032"
"22002","2","2","72046016","20046033"
"91002","60","8","72046017","20046034"
"22002","2","2","72046017","20046035"
"91002","60","8","72046018","20046036"
"22002","2","2","72046018","20046037"
"91002","60","8","72046019","20046038"
"22002","2","2","72046019","20046039"
"91002","60","8","72046020","20046040"
"22002","2","2","72046020","20046041"
"50003","40","2","72046020","20046042"
"31059","5","2","72046021","20046043"
"31060","5","2","72046021","20046044"
"21901","1","2","72046022","20046045"
"31059","5","2","72046023","20046046"
"31060","5","2","72046023","20046047"
"31059","10","2","72046024","20046048"
"31060","10","2","72046024","20046049"
"91002","30","8","72047001","20047001"
"22002","1","2","72047001","20047002"
"91002","30","8","72047002","20047003"
"22002","1","2","72047002","20047004"
"91002","30","8","72047003","20047005"
"22002","1","2","72047003","20047006"
"91002","30","8","72047004","20047007"
"22002","1","2","72047004","20047008"
"91002","30","8","72047005","20047009"
"22002","1","2","72047005","20047010"
"91002","30","8","72047006","20047011"
"22002","1","2","72047006","20047012"
"91002","30","8","72047007","20047013"
"22002","1","2","72047007","20047014"
"91002","30","8","72047008","20047015"
"22002","1","2","72047008","20047016"
"91002","30","8","72047009","20047017"
"22002","1","2","72047009","20047018"
"91002","30","8","72047010","20047019"
"22002","1","2","72047010","20047020"
"91002","30","8","72047011","20047021"
"22002","1","2","72047011","20047022"
"91002","30","8","72047012","20047023"
"22002","1","2","72047012","20047024"
"91002","30","8","72047013","20047025"
"22002","1","2","72047013","20047026"
"91002","30","8","72047014","20047027"
"22002","1","2","72047014","20047028"
"91002","30","8","72047015","20047029"
"22002","1","2","72047015","20047030"
"50003","40","2","72047015","20047031"
"91002","60","8","72047016","20047032"
"22002","2","2","72047016","20047033"
"91002","60","8","72047017","20047034"
"22002","2","2","72047017","20047035"
"91002","60","8","72047018","20047036"
"22002","2","2","72047018","20047037"
"91002","60","8","72047019","20047038"
"22002","2","2","72047019","20047039"
"91002","60","8","72047020","20047040"
"22002","2","2","72047020","20047041"
"50003","40","2","72047020","20047042"
"121201","1","1","72047021","20047043"
"21010","1","2","72047022","20047044"
"31212","10","2","72047023","20047045"
"31058","10","2","72047023","20047046"
"31212","10","2","72047024","20047047"
"31058","10","2","72047024","20047048"
"91002","30","8","72048001","20048001"
"22002","1","2","72048001","20048002"
"91002","30","8","72048002","20048003"
"22002","1","2","72048002","20048004"
"91002","30","8","72048003","20048005"
"22002","1","2","72048003","20048006"
"91002","30","8","72048004","20048007"
"22002","1","2","72048004","20048008"
"91002","30","8","72048005","20048009"
"22002","1","2","72048005","20048010"
"91002","30","8","72048006","20048011"
"22002","1","2","72048006","20048012"
"91002","30","8","72048007","20048013"
"22002","1","2","72048007","20048014"
"91002","30","8","72048008","20048015"
"22002","1","2","72048008","20048016"
"91002","30","8","72048009","20048017"
"22002","1","2","72048009","20048018"
"91002","30","8","72048010","20048019"
"22002","1","2","72048010","20048020"
"91002","30","8","72048011","20048021"
"22002","1","2","72048011","20048022"
"91002","30","8","72048012","20048023"
"22002","1","2","72048012","20048024"
"91002","30","8","72048013","20048025"
"22002","1","2","72048013","20048026"
"91002","30","8","72048014","20048027"
"22002","1","2","72048014","20048028"
"91002","30","8","72048015","20048029"
"22002","1","2","72048015","20048030"
"50003","40","2","72048015","20048031"
"91002","60","8","72048016","20048032"
"22002","2","2","72048016","20048033"
"91002","60","8","72048017","20048034"
"22002","2","2","72048017","20048035"
"91002","60","8","72048018","20048036"
"22002","2","2","72048018","20048037"
"91002","60","8","72048019","20048038"
"22002","2","2","72048019","20048039"
"91002","60","8","72048020","20048040"
"22002","2","2","72048020","20048041"
"50003","40","2","72048020","20048042"
"31128","5","2","72048021","20048043"
"31026","5","2","72048021","20048044"
"21901","1","2","72048022","20048045"
"2818","1","7","72048023","20048046"
"31128","5","2","72048024","20048047"
"31026","5","2","72048024","20048048"
"31128","10","2","72048025","20048049"
"31026","10","2","72048025","20048050"
"91002","30","8","72049001","20049001"
"22002","1","2","72049001","20049002"
"91002","30","8","72049002","20049003"
"22002","1","2","72049002","20049004"
"91002","30","8","72049003","20049005"
"22002","1","2","72049003","20049006"
"91002","30","8","72049004","20049007"
"22002","1","2","72049004","20049008"
"91002","30","8","72049005","20049009"
"22002","1","2","72049005","20049010"
"91002","30","8","72049006","20049011"
"22002","1","2","72049006","20049012"
"91002","30","8","72049007","20049013"
"22002","1","2","72049007","20049014"
"91002","30","8","72049008","20049015"
"22002","1","2","72049008","20049016"
"91002","30","8","72049009","20049017"
"22002","1","2","72049009","20049018"
"91002","30","8","72049010","20049019"
"22002","1","2","72049010","20049020"
"91002","30","8","72049011","20049021"
"22002","1","2","72049011","20049022"
"91002","30","8","72049012","20049023"
"22002","1","2","72049012","20049024"
"91002","30","8","72049013","20049025"
"22002","1","2","72049013","20049026"
"91002","30","8","72049014","20049027"
"22002","1","2","72049014","20049028"
"91002","30","8","72049015","20049029"
"22002","1","2","72049015","20049030"
"50003","40","2","72049015","20049031"
"91002","60","8","72049016","20049032"
"22002","2","2","72049016","20049033"
"91002","60","8","72049017","20049034"
"22002","2","2","72049017","20049035"
"91002","60","8","72049018","20049036"
"22002","2","2","72049018","20049037"
"91002","60","8","72049019","20049038"
"22002","2","2","72049019","20049039"
"91002","60","8","72049020","20049040"
"22002","2","2","72049020","20049041"
"50003","40","2","72049020","20049042"
"31065","5","2","72049021","20049043"
"31046","5","2","72049021","20049044"
"21901","1","2","72049022","20049045"
"31065","5","2","72049024","20049047"
"31046","5","2","72049024","20049048"
"31065","10","2","72049025","20049049"
"31046","10","2","72049025","20049050"
"91002","30","8","72050001","20050001"
"22002","1","2","72050001","20050002"
"91002","30","8","72050002","20050003"
"22002","1","2","72050002","20050004"
"91002","30","8","72050003","20050005"
"22002","1","2","72050003","20050006"
"91002","30","8","72050004","20050007"
"22002","1","2","72050004","20050008"
"91002","30","8","72050005","20050009"
"22002","1","2","72050005","20050010"
"91002","30","8","72050006","20050011"
"22002","1","2","72050006","20050012"
"91002","30","8","72050007","20050013"
"22002","1","2","72050007","20050014"
"91002","30","8","72050008","20050015"
"22002","1","2","72050008","20050016"
"91002","30","8","72050009","20050017"
"22002","1","2","72050009","20050018"
"91002","30","8","72050010","20050019"
"22002","1","2","72050010","20050020"
"91002","30","8","72050011","20050021"
"22002","1","2","72050011","20050022"
"91002","30","8","72050012","20050023"
"22002","1","2","72050012","20050024"
"91002","30","8","72050013","20050025"
"22002","1","2","72050013","20050026"
"91002","30","8","72050014","20050027"
"22002","1","2","72050014","20050028"
"91002","30","8","72050015","20050029"
"22002","1","2","72050015","20050030"
"50003","40","2","72050015","20050031"
"91002","60","8","72050016","20050032"
"22002","2","2","72050016","20050033"
"91002","60","8","72050017","20050034"
"22002","2","2","72050017","20050035"
"91002","60","8","72050018","20050036"
"22002","2","2","72050018","20050037"
"91002","60","8","72050019","20050038"
"22002","2","2","72050019","20050039"
"91002","60","8","72050020","20050040"
"22002","2","2","72050020","20050041"
"50003","40","2","72050020","20050042"
"31014","5","2","72050021","20050043"
"31031","5","2","72050021","20050044"
"21901","1","2","72050022","20050045"
"21901","1","2","72050023","20050046"
"31014","5","2","72050024","20050047"
"31031","5","2","72050024","20050048"
"31014","10","2","72050025","20050049"
"31031","10","2","72050025","20050050"
"91002","30","8","72051001","20051001"
"22002","1","2","72051001","20051002"
"91002","30","8","72051002","20051003"
"22002","1","2","72051002","20051004"
"91002","30","8","72051003","20051005"
"22002","1","2","72051003","20051006"
"91002","30","8","72051004","20051007"
"22002","1","2","72051004","20051008"
"91002","30","8","72051005","20051009"
"22002","1","2","72051005","20051010"
"91002","30","8","72051006","20051011"
"22002","1","2","72051006","20051012"
"91002","30","8","72051007","20051013"
"22002","1","2","72051007","20051014"
"91002","30","8","72051008","20051015"
"22002","1","2","72051008","20051016"
"91002","30","8","72051009","20051017"
"22002","1","2","72051009","20051018"
"91002","30","8","72051010","20051019"
"22002","1","2","72051010","20051020"
"91002","30","8","72051011","20051021"
"22002","1","2","72051011","20051022"
"91002","30","8","72051012","20051023"
"22002","1","2","72051012","20051024"
"91002","30","8","72051013","20051025"
"22002","1","2","72051013","20051026"
"91002","30","8","72051014","20051027"
"22002","1","2","72051014","20051028"
"91002","30","8","72051015","20051029"
"22002","1","2","72051015","20051030"
"50003","40","2","72051015","20051031"
"91002","60","8","72051016","20051032"
"22002","2","2","72051016","20051033"
"91002","60","8","72051017","20051034"
"22002","2","2","72051017","20051035"
"91002","60","8","72051018","20051036"
"22002","2","2","72051018","20051037"
"91002","60","8","72051019","20051038"
"22002","2","2","72051019","20051039"
"91002","60","8","72051020","20051040"
"22002","2","2","72051020","20051041"
"50003","40","2","72051020","20051042"
"122101","1","1","72051021","20051043"
"21011","1","2","72051022","20051044"
"31221","10","2","72051023","20051045"
"31034","10","2","72051023","20051046"
"2100941","1","19","72051024","20051047"
"31221","10","2","72051025","20051048"
"31034","10","2","72051025","20051049"
"91002","30","8","72052001","20052001"
"22002","1","2","72052001","20052002"
"91002","30","8","72052002","20052003"
"22002","1","2","72052002","20052004"
"91002","30","8","72052003","20052005"
"22002","1","2","72052003","20052006"
"91002","30","8","72052004","20052007"
"22002","1","2","72052004","20052008"
"91002","30","8","72052005","20052009"
"22002","1","2","72052005","20052010"
"91002","30","8","72052006","20052011"
"22002","1","2","72052006","20052012"
"91002","30","8","72052007","20052013"
"22002","1","2","72052007","20052014"
"91002","30","8","72052008","20052015"
"22002","1","2","72052008","20052016"
"91002","30","8","72052009","20052017"
"22002","1","2","72052009","20052018"
"91002","30","8","72052010","20052019"
"22002","1","2","72052010","20052020"
"91002","30","8","72052011","20052021"
"22002","1","2","72052011","20052022"
"91002","30","8","72052012","20052023"
"22002","1","2","72052012","20052024"
"91002","30","8","72052013","20052025"
"22002","1","2","72052013","20052026"
"91002","30","8","72052014","20052027"
"22002","1","2","72052014","20052028"
"91002","30","8","72052015","20052029"
"22002","1","2","72052015","20052030"
"50003","40","2","72052015","20052031"
"91002","60","8","72052016","20052032"
"22002","2","2","72052016","20052033"
"91002","60","8","72052017","20052034"
"22002","2","2","72052017","20052035"
"91002","60","8","72052018","20052036"
"22002","2","2","72052018","20052037"
"91002","60","8","72052019","20052038"
"22002","2","2","72052019","20052039"
"91002","60","8","72052020","20052040"
"22002","2","2","72052020","20052041"
"50003","40","2","72052020","20052042"
"122401","1","1","72052021","20052043"
"21012","1","2","72052022","20052044"
