9e4ffdf21703a67bcce25f8d9a2b9b6aed873b7418ee515e73ff4269af647006,9420d44cb46970facb5a447cdd6bf05c4c0b7f4ada766e61220ffa94eb28f385,1b173a1c7ffa793163153d93007df4c749651a16d59a016882440e0656d676c1,fd9b15ac70ab98070b05e7dcafd507aa30670b3becd96223cb865c05134fd811,10a6956da536c10a56062d757106976464bd1e6f1480a3f8174b3d9ed8d6a3df,0675d7d621f15706f5de7860998b4eb6da698659058b6644599524fcf9352c72
"91002","0","56011995","8","1566","50"
"10201996","1001","56011996","15","1567","1"
"10201997","1002","56011997","15","1568","1"
"10201998","1003","56011998","15","1569","1"
"91002","0","56011998","8","1570","50"
"110201999","1001","56111999","15","1571","1"
"110202000","1002","56112000","15","1572","1"
"110202001","1003","56112001","15","1573","1"
"91002","0","56112001","8","1574","50"
"110202002","1001","56112002","15","1575","1"
"110202003","1002","56112003","15","1576","1"
"110202004","1003","56112004","15","1577","1"
"91002","0","56112004","8","1578","50"
"110202005","1001","56112005","15","1579","1"
"110202006","1002","56112006","15","1580","1"
"110202007","1003","56112007","15","1581","1"
"91002","0","56112007","8","1582","50"
"110202008","1001","56112008","15","1583","1"
"110202009","1002","56112009","15","1584","1"
"110202010","1003","56112010","15","1585","1"
"91002","0","56112010","8","1586","50"
"110202011","1001","56112011","15","1587","1"
"110202012","1002","56112012","15","1588","1"
"110202013","1003","56112013","15","1589","1"
"91002","0","56112013","8","1590","50"
"110202014","1001","56112014","15","1591","1"
"110202015","1002","56112015","15","1592","1"
"110202016","1003","56112016","15","1593","1"
"91002","0","56112016","8","1594","50"
"110202017","1001","56112017","15","1595","1"
"110202018","1002","56112018","15","1596","1"
"110202019","1003","56112019","15","1597","1"
"91002","0","56112019","8","1598","50"
"110202020","1001","56112020","15","1599","1"
"110202021","1002","56112021","15","1600","1"
"110202022","1003","56112022","15","1601","1"
"91002","0","56112022","8","1602","50"
"110202023","1001","56112023","15","1603","1"
"110202024","1002","56112024","15","1604","1"
"110202025","1003","56112025","15","1605","1"
"91002","0","56112025","8","1606","50"
"110202026","1001","56112026","15","1607","1"
"110202027","1002","56112027","15","1608","1"
"110202028","1003","56112028","15","1609","1"
"91002","0","56112028","8","1610","50"
"110202029","1001","56112029","15","1611","1"
"110202030","1002","56112030","15","1612","1"
"110202031","1003","56112031","15","1613","1"
"91002","0","56112031","8","1614","50"
"110202032","1001","56112032","15","1615","1"
"110202033","1002","56112033","15","1616","1"
"110202034","1003","56112034","15","1617","1"
"91002","0","56112034","8","1618","50"
"110202035","1001","56112035","15","1619","1"
"110202036","1002","56112036","15","1620","1"
"110202037","1003","56112037","15","1621","1"
"91002","0","56112037","8","1622","50"
