72625129ea11657994e8d11f16bdbd159e8a13eae70155dd769fe8fce144438d,b2ae4d7098119bfd4e36fc3255b69bcf664711e2b01247f9ab360ca2d969f5de,3dda1c71e5be1cf544b8e382147dff300fb1d06fff6fb53748f51a55f088110a,c9ac7843f52725fed3f178053f11fbcd56ef0510f6cbe998829836c34b3d8176,57c76ea00df9b8c79acfa73d85f54c5b074350f2ee579a14256750d329d25073
"300103801","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001038","14"
"300103802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001038","11"
"300103803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001038","17"
"300103804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001038","boss_def_lower_limit"
"300103805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001038","boss_magic_def_lower_limit"
"300103806","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001038","9"
"300103901","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001039","14"
"300103902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001039","11"
"300103903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001039","17"
"300103904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001039","boss_def_lower_limit"
"300103905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001039","boss_magic_def_lower_limit"
"300103906","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001039","9"
"300104001","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001040","14"
"300104002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001040","11"
"300104003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001040","17"
"300104004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001040","boss_def_lower_limit"
"300104005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001040","boss_magic_def_lower_limit"
"300104006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001040","9"
"300104007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","83001040","boss_tp_down_cut"
"300104008","戰鬥中提升物理攻擊力","戰鬥開始45秒後，特大幅度提升所有怪物的物理攻擊力。","83001040","boss_atk_up"
"300104101","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001041","14"
"300104102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001041","11"
"300104103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001041","17"
"300104104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001041","boss_def_lower_limit"
"300104105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001041","boss_magic_def_lower_limit"
"300104106","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001041","9"
"300104201","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001042","14"
"300104202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001042","11"
"300104203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001042","17"
"300104204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001042","boss_def_lower_limit"
"300104205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001042","boss_magic_def_lower_limit"
"300104206","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001042","9"
"300104301","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001043","14"
"300104302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001043","11"
"300104303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001043","17"
"300104304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001043","boss_def_lower_limit"
"300104305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001043","boss_magic_def_lower_limit"
"300104306","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001043","9"
"300104401","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001044","14"
"300104402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001044","11"
"300104403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001044","17"
"300104404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001044","boss_def_lower_limit"
"300104405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001044","boss_magic_def_lower_limit"
"300104406","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001044","9"
"300104501","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001045","14"
"300104502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001045","11"
"300104503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001045","17"
"300104504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001045","boss_def_lower_limit"
"300104505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001045","boss_magic_def_lower_limit"
"300104506","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001045","9"
"300104601","危險領域","戰鬥中，發動「傷害降低」、「提升毒、猛毒持續傷害」效果。","83001046","25"
"300104602","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001046","14"
"300104603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001046","11"
"300104604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001046","17"
"300104605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001046","boss_def_lower_limit"
"300104606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001046","boss_magic_def_lower_limit"
"300104607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001046","9"
"300104608","傷害降低","戰鬥開始時，所有怪物的傷害為減少50%的狀態","83001046","boss_damage_cut"
"300104609","提升毒、猛毒持續傷害","戰鬥開始時，提升所有怪物受到的毒、猛毒狀態所造成的持續傷害。","83001046","19"
"300104701","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001047","14"
"300104702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001047","11"
"300104703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001047","17"
"300104704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001047","boss_def_lower_limit"
"300104705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001047","boss_magic_def_lower_limit"
"300104706","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001047","9"
"300104801","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001048","14"
"300104802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001048","11"
"300104803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001048","17"
"300104804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001048","boss_def_lower_limit"
"300104805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001048","boss_magic_def_lower_limit"
"300104806","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001048","9"
"300104901","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001049","14"
"300104902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001049","11"
"300104903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001049","17"
"300104904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001049","boss_def_lower_limit"
"300104905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001049","boss_magic_def_lower_limit"
"300104906","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001049","9"
"300105001","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001050","14"
"300105002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001050","11"
"300105003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001050","17"
"300105004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001050","boss_def_lower_limit"
"300105005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001050","boss_magic_def_lower_limit"
"300105006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001050","9"
"300105007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","83001050","boss_tp_down_cut"
"300105008","降低行動速度","戰鬥開始時，大幅度降低全體角色的行動速度。","83001050","4"
"300105101","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001051","14"
"300105102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001051","11"
"300105103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001051","17"
"300105104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001051","boss_def_lower_limit"
"300105105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001051","boss_magic_def_lower_limit"
"300105106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001051","9"
"300105201","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001052","14"
"300105202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001052","11"
"300105203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001052","17"
"300105204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001052","boss_def_lower_limit"
"300105205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001052","boss_magic_def_lower_limit"
"300105206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001052","9"
"300105301","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001053","14"
"300105302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001053","11"
"300105303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001053","17"
"300105304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001053","boss_def_lower_limit"
"300105305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001053","boss_magic_def_lower_limit"
"300105306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001053","9"
"300105401","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001054","14"
"300105402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001054","11"
"300105403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001054","17"
"300105404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001054","boss_def_lower_limit"
"300105405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001054","boss_magic_def_lower_limit"
"300105406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001054","9"
"300105501","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001055","14"
"300105502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001055","11"
"300105503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001055","17"
"300105504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001055","boss_def_lower_limit"
"300105505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001055","boss_magic_def_lower_limit"
"300105506","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001055","9"
"300105601","危險領域","戰鬥中，發動「提升魔法攻擊力」效果。","83001056","25"
"300105602","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001056","14"
"300105603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001056","11"
"300105604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001056","17"
"300105605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001056","boss_def_lower_limit"
"300105606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001056","boss_magic_def_lower_limit"
"300105607","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001056","9"
"300105608","提升魔法攻擊力","戰鬥開始時，讓所有怪物的魔法攻擊力特大幅度提升。","83001056","34"
"300105701","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001057","14"
"300105702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001057","11"
"300105703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001057","17"
"300105704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001057","boss_def_lower_limit"
"300105705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001057","boss_magic_def_lower_limit"
"300105706","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001057","9"
"300105801","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001058","14"
"300105802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001058","11"
"300105803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001058","17"
"300105804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001058","boss_def_lower_limit"
"300105805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001058","boss_magic_def_lower_limit"
"300105806","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001058","9"
"300105901","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001059","14"
"300105902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001059","11"
"300105903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001059","17"
"300105904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001059","boss_def_lower_limit"
"300105905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001059","boss_magic_def_lower_limit"
"300105906","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001059","9"
"300106001","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001060","14"
"300106002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001060","11"
"300106003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001060","17"
"300106004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001060","boss_def_lower_limit"
"300106005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001060","boss_magic_def_lower_limit"
"300106006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001060","9"
"300106007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","83001060","boss_tp_down_cut"
"300106008","降低物理防禦力","戰鬥開始時，中幅度降低全體角色的物理防禦力。","83001060","7"
"300106101","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001061","14"
"300106102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001061","11"
"300106103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001061","17"
"300106104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001061","boss_def_lower_limit"
"300106105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001061","boss_magic_def_lower_limit"
"300106106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001061","9"
"300106201","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001062","14"
"300106202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001062","11"
"300106203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001062","17"
"300106204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001062","boss_def_lower_limit"
"300106205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001062","boss_magic_def_lower_limit"
"300106206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001062","9"
"300106301","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001063","14"
"300106302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001063","11"
"300106303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001063","17"
"300106304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001063","boss_def_lower_limit"
"300106305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001063","boss_magic_def_lower_limit"
"300106306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001063","9"
"300106401","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001064","14"
"300106402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001064","11"
"300106403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001064","17"
"300106404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001064","boss_def_lower_limit"
"300106405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001064","boss_magic_def_lower_limit"
"300106406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001064","9"
"300106501","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001065","14"
"300106502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001065","11"
"300106503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001065","17"
"300106504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001065","boss_def_lower_limit"
"300106505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001065","boss_magic_def_lower_limit"
"300106506","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001065","9"
"300106601","危險領域","戰鬥中，發動「傷害降低」、「提升毒、猛毒持續傷害」效果。","83001066","25"
"300106602","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001066","14"
"300106603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001066","11"
"300106604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001066","17"
"300106605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001066","boss_def_lower_limit"
"300106606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001066","boss_magic_def_lower_limit"
"300106607","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001066","9"
"300106608","傷害降低","戰鬥開始時，所有怪物的傷害為\n減少50％的狀態。","83001066","boss_damage_cut"
"300106609","提升毒、猛毒持續傷害","戰鬥開始時，提升所有怪物受到的毒、猛毒狀態所造成的持續傷害。","83001066","19"
"300106701","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001067","14"
"300106702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001067","11"
"300106703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001067","17"
"300106704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001067","boss_def_lower_limit"
"300106705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001067","boss_magic_def_lower_limit"
"300106706","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001067","9"
"300106801","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001068","14"
"300106802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001068","11"
"300106803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001068","17"
"300106804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001068","boss_def_lower_limit"
"300106805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001068","boss_magic_def_lower_limit"
"300106806","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001068","9"
"300106901","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001069","14"
"300106902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001069","11"
"300106903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001069","17"
