c8144ae0641f3719f121cb421ead3ecc5e0a993685df1abfea9e6b9cbdbc2ba1,5103cb1de4b2cfad5489d8c9f1b133f3f8add1dfdf0a79b7361d15132257432f,a79400b98ce43ef73247a1a1f19695c8d2341f6e1de0ede5130fc301af34330b,67bac522b252991b122585b6f7526792a730dae2a28ea4fea37f5377c4937856,673ff79f296c5c2b99affbf50f7b5900b39e7f664a4558f52bd409dafcb55893,01476d909d2f072b869189232a03f3e3847c92f909061db4b7498cb4508f38c0,faf1b0ba6e30b3ba12e50217e668610948a2e6ab9a2a6a7513934988862cd9b3,6dce1b015e2f86c8e33c3e20b403cd69dd80682b867e86faf277f53d40487bf5,c6beac2df0c029d5e37e0c15af005bdcc1202e5d1afd0bf35df7111f226a5d5b,17c63fb48efc95bb193d5020d2af545ff7c88a45bceb8da8031570ac80885479,a142e31b8f938612026fac4e181329e698eefbe77783d991aa87261d0a788961,1e552ecda4e1fae28d30495174be866adf4759439c5dc243dbe873460be74446,6b825142989b2db306caa0ea6906181bba1dc939a9283cf2dd2c2d077027fe22,851c491dc798372511338137f69f0ce3a72a751ad7f69a0ef899232b73df6e1e,699187d537fabcadffc6b2b4efe822335534c6c2cc40856a422bc5664efed5b1,5410a727a908e484e6671b690b3e8d0ec2e9e5da7e1f072d9d39410d5e756cd9,24d2df120a8f3da5ef1d82df99b58bc339a1bad23a00992d428ab3195a0c23bb,e0a8eb6a7660ad6d976b87700a5d932c768961096e57f1ebf1d1b9d63f80bd75,8fddbdedcdefe312b1d6329856f3a4a36adc2b2f0388a8ce6702b26756190e26,013e61ffb39de601fd6bc1c4d5cdd5ea94dd3b81505a6002f34402a058b703bd
"29128","這個的名稱是什麼？","4","6","4014","32858","","6","6","6","4014","20809","露娜聚光燈","露娜聚光燈","38706","2","6","23068","1","於「露娜之塔」建造時一同打造出來的一種能量增幅器。"
"20126","這是哪裡？","4","6","4015","29305","阿斯特賴亞大陸","6","6","6","0","36084","阿斯特賴亞","阿斯特賴亞大陸","38463","1","6","26031","1","世界最大的大陸。中心有個巨大的都市「蘭德索爾」。"
"22580","這個地點的名稱是？","4","6","4017","30333","伊麗莎白牧場","6","6","6","4017","29287","麗莎白牧場","伊麗莎白牧場","40599","1","6","33678","1",""
"111","這個的唸法是什麼？","4","3","4018","108","Billion","3","3","3","0","105","illio","Billion","105","1","3","108","2","1,000,000,000\n（請用英文作答）"
"111","這個的唸法是什麼？","4","3","4019","108","Billion","3","3","3","0","105","illio","Billion","105","2","3","108","2","以符號表記為「10＾9」的數字，用英文來唸是？"
"111","這個問題的答案是？","4","3","4020","108","Billion","3","3","3","0","105","illio","Billion","105","2","3","108","2","1,000×1,000,000＝？\n（將答案用英文來唸是？）"
"111","這個問題的答案是？","4","3","4021","108","Billion","3","3","3","0","105","illio","Billion","105","2","3","108","2","100×100×100×1000＝？\n（將答案用英文來唸是？）"
"121","這個的唸法是什麼？","4","2","4022","102","Fifty million","3","3","3","0","116","Fifty","Fifty million","70","1","3","105","2","50,000,000\n（將答案用英文來唸是？）"
"105","這個問題的答案是？","4","3","4023","108","Twenty million","3","3","3","0","108","milli","Twenty million","109","1","3","105","2","10,000,000+10,000,000＝？\n（將答案用英文來唸是？）"
"105","這個問題的答案是？","4","3","4024","108","Fifty million","3","3","3","0","108","milli","Fifty million","109","3","3","105","2","10,000,000×10÷2＝？\n（將答案用英文來唸是？）"
"21313","這個問題的答案是？","4","6","4025","38646","","6","6","6","0","20108","五千零二十","五千零二十","20116","2","6","21315","2","(502x5)＋(502x5)＝？\n（將答案用中文來唸是？）"
"53","這個問題的答案是？","4","1","4026","51","","1","1","1","0","52","12345","12345","49","2","1","50","2","(1253＋6652－232)×0＋12345＝？"
"110","這個羅馬數字是多少？","4","3","4027","118","Eleven","3","3","3","0","101","leven","Eleven","108","2","3","101","2","XI　（請將數字翻為英文唸法）"
"101","這個羅馬數字是多少？","4","3","4028","116","Sixteen","3","3","3","0","101","ixtee","Sixteen","105","2","3","120","2","XVI　（請將數字翻為英文唸法）"
"110","這個羅馬數字是多少？","4","2","4029","118","Seventeen","3","3","3","0","101","Seven","Seventeen","83","3","3","101","2","XVII　（請將數字翻為英文唸法）"
"116","這個羅馬數字是多少？","4","2","4030","103","Eighteen","3","3","3","0","104","Eight","Eighteen","69","3","3","105","2","XVIII　（請將數字翻為英文唸法）"
"116","這個羅馬數字是多少？","4","2","4031","101","Twenty two","3","3","3","0","110","Twent","Twenty two","84","3","3","119","2","XXII　（請將數字翻為英文唸法）"
"116","這個羅馬數字是多少？","4","2","4032","101","Twenty five","3","3","3","0","110","Twent","Twenty five","84","3","3","119","2","XXV　（請將數字翻為英文唸法）"
"121","這個羅馬數字是多少？","4","3","4033","114","Thirty","3","3","3","0","116","hirty","Thirty","104","3","3","105","2","XXX　（請將數字翻為英文唸法）"
"27673","這個的名稱是什麼？","4","6","4034","27692","氦氖氬氪氙氡","6","6","6","0","27690","氦氖氬氪氙","氦氖氬氪氙氡","27686","2","6","27670","2","請列出元素週期表右邊第一欄（直行順序）。"
"27969","這個的名稱是什麼？","4","6","4035","23612","","6","6","6","0","38651","伽伐尼電流","伽伐尼電流","20285","3","6","20240","2","咬到鋁箔紙時會感到一陣劇痛的現象。"
"28448","這個的名稱是什麼？","4","6","4036","25289","","6","6","6","0","27801","撒哈拉沙漠","撒哈拉沙漠","25746","1","6","21704","2","世界最大的沙漠。"
"23798","這個的名稱是什麼？","4","6","4037","24185","","6","6","6","0","21322","巴爾幹半島","巴爾幹半島","24052","2","6","29246","2","南歐三大半島：伊比利亞半島、義大利半島、□□□□□。"
"24615","這個的唸法是什麼？","4","6","4038","28023","溫帶海洋性氣候","6","6","6","0","27915","溫帶海洋性","溫帶海洋性氣候","28331","3","6","24118","2","歐洲西部的氣候類型為："
"24615","這個的唸法是什麼？","4","6","4040","22823","溫帶大陸性氣候","6","6","6","0","38520","溫帶大陸性","溫帶大陸性氣候","28331","3","6","24118","2","歐洲東部的氣候類型為："
"20505","這個的唸法是什麼？","4","6","4041","21407","寒帶苔原氣候","6","6","6","0","27683","寒帶原氣候","寒帶苔原氣候","23506","3","6","24118","2","歐洲北部的氣候類型為："
"76","這個的名稱是什麼？","4","2","4042","77","NORMAL地下城「雲海山脈」","2","2","2","4042","65","ORMAL","NORMAL地下城「雲海山脈」","79","2","2","82","1",""
"23665","這個的名稱是什麼？","4","6","4043","22887","","6","6","6","0","28779","貝利奧火山","貝利奧火山","35997","2","6","21033","1","阿斯特賴亞大陸上最巨大的火山。至今仍頻繁的噴發，再加上有許多魔物棲息於此，是個危險的地區。"
"68","這個的名稱是什麼？","4","2","4044","65","VERY HARD地下城「斷崖遺跡」","2","2","2","4044","82","ERARD","VERY HARD地下城「斷崖遺跡」","69","2","2","82","1",""
"69","這個的名稱是什麼？","4","2","4045","69","EXTREME地下城「蒼海孤塔」","2","2","2","4045","77","TREME","EXTREME地下城「蒼海孤塔」","84","2","2","82","1",""
"69","這個的名稱是什麼？","4","2","4046","69","EXTREME Ⅱ地下城「毒瘴闇稜」","2","2","2","4046","77","TREME","EXTREME Ⅱ地下城「毒瘴闇稜」","84","2","2","82","1",""
"69","這個的名稱是什麼？","4","2","4047","69","EXTREME Ⅲ地下城「綠龍骸嶺」","2","2","2","4047","77","TREME","EXTREME Ⅲ地下城「綠龍骸嶺」","84","2","2","82","1",""
"69","這個的名稱是什麼？","4","2","4048","69","EXTREME Ⅳ地下城「天上浮游城」","2","2","2","4048","77","TREME","EXTREME Ⅳ地下城「天上浮游城」","84","2","2","82","1",""
"34399","這個的名稱是什麼？","4","6","4049","20778","","6","6","6","4049","22958","超級優妮號","超級優妮號","36229","2","6","32026","1","活動「恩賜的財團與神聖學院的問題兒童」中，優妮想要將「好朋友X」取名為？"
"29579","這個的名稱是什麼？","4","6","4050","29609","究極機械玩具王","6","6","6","4050","20855","究極玩具王","究極機械玩具王","31350","1","6","26997","1","活動「心電感應！碧與玩具朋友們」的Boss。"
"30418","這個的名稱是什麼？","4","6","4051","38899","","6","6","6","4051","27138","記憶音樂盒","記憶音樂盒","35352","1","6","25014","1","可購買各種充滿回憶的BGM，並設定在各種選單中的公會小屋家具。"
"27331","這個的名稱是什麼？","4","6","4052","25910","慈樂之音紀念收藏櫃","6","6","6","0","34255","紀念收藏櫃","慈樂之音紀念收藏櫃","32000","2","6","24565","1","一個充滿回憶的收藏架，擺放著慈樂之音夏日演唱會的周邊。"
"32773","這個的名稱是什麼？","4","6","4053","31649","","6","6","6","4053","29702","時間管理者","時間管理者","26178","2","6","38291","1","用來進行時空旅行的魔導具「時間儀」的導航員。"
"22120","這個魔導具的名稱是什麼？","4","6","4054","38651","","6","6","6","4054","25802","雷霆電擊器","雷霆電擊器","38647","3","6","38662","1","大間鎮的漁夫們\n所使用的魔導具。\n會放電讓獵物暈眩。"
"22120","這個的名稱是什麼？","4","6","4055","29986","","6","6","6","4055","29983","瑪那產生器","瑪那產生器","29802","1","6","37027","1","放置在公會小屋就會自動幫你製造瑪那的器具。似乎要具備某種資格才能使用。"
"32773","這個的名稱是什麼？","4","6","4056","26519","","6","6","6","4056","29579","哥布林王者","哥布林王者","21733","1","6","24067","2","「三月戰隊競賽-一王」的Boss。"
"23792","這個的名稱是什麼？","4","6","4057","26391","","6","6","6","0","29802","珠穆朗瑪峰","珠穆朗瑪峰","29664","1","6","31302","2","世界第一高峰。又稱聖母峰。"
"35282","這個的名稱是什麼？","4","6","4058","22823","","6","6","6","0","19977","夏季大三角","夏季大三角","22799","1","6","23395","2","「天津四」、「河鼓二」、「織女一」這三顆明亮星辰所連結而成的巨大三角形。"
"21137","這個的名稱是什麼？","4","6","4059","25351","","6","6","6","0","31034","酸鹼指示劑","酸鹼指示劑","37240","1","6","40572","2","酸性溶液能使通用□□□□□變成偏暖色。"
"52","這個的名稱是什麼？","4","2","4060","83","","2","2","1","0","79","H2SO4","H2SO4","72","2","1","50","2","硫酸的化學式為："
"29289","這個的名稱是什麼？","4","6","4061","21270","","6","6","6","0","21512","碳水化合物","碳水化合物","30899","2","6","27700","2","硫酸具強脫水性，可使□□□□□脫水，形成黑色的碳。"
"79","這個的名稱是什麼？","4","2","4062","51","CH3COOH","2","1","2","0","67","CH3CO","CH3COOH","67","2","2","72","2","醋酸的化學式為："
"53","這是多少？","4","1","4063","52","圓周率=3.1415926……","1","1","1","0","49","31415","圓周率=3.1415926……","51","1","1","49","2",""
"50","這是多少？","4","1","4064","49","√2＝1.41421356……","1","1","1","0","52","14142","√2＝1.41421356……","49","2","1","52","2",""
"48","這是多少？","4","1","4065","48","","1","1","1","0","48","45000","45000","52","1","1","53","2","將44556在「百位數」進行四捨五入後的數字。"
"48","這是多少？","4","1","4066","48","","1","1","1","0","48","11000","11000","49","1","1","49","2","將11223在「百位數」進行四捨五入後的數字。"
"29289","這個的名稱是什麼？","4","6","4067","35492","時代錯誤遺物","6","6","6","0","36986","代錯誤遺物","時代錯誤遺物","20195","2","6","37679","2","其誕生的時代與當時該有的技術及知識水準不相符，充滿謎團的人造物出土品。"
"48","這是多少？","4","1","4068","48","","1","1","1","0","48","78000","78000","55","2","1","56","2","將77889在「百位數」進行四捨五入後的數字。"
"33519","這個的名稱是什麼？","4","6","4069","22522","","6","6","6","0","30002","三硝基甲苯","三硝基甲苯","19977","3","6","30813","2","廣為人知的炸藥「TNT」。未經省略的全稱是？"
"37240","這個的名稱是什麼？","4","2","4070","84","TNT和硝酸鉀","6","2","6","0","30813","TNT硝酸","TNT和硝酸鉀","84","3","2","78","2","硝酸可用來蝕刻銅金屬製品，製造□□□和□□鉀"
"32173","這個的名稱是什麼？","4","6","4071","36896","肥皂和人造纖維","6","6","6","0","32406","肥皂造纖維","肥皂和人造纖維","32933","2","6","30338","2","氫氧化鈉常用來製造□□和人□□□。"
"34899","這是什麼？","4","6","4072","21360","","6","6","6","0","21047","活字印刷術","活字印刷術","27963","3","6","23383","2","一般被稱作「世界三大發明」的東西。火藥、指南針，還有一種是？"
"32645","這個的名稱是什麼？","4","6","4073","39340","吉力馬札羅山","6","6","6","0","26413","吉力馬札羅","吉力馬札羅山","21513","2","6","21147","2","非洲最高的山。"
"40670","這個的名稱是什麼？","4","6","4074","22855","","6","6","6","0","30064","科技奇異點","科技奇異點","31185","3","6","25216","2","AI的能力終有一天會超越人類的轉捩點。或意指因此而引發的社會變化的概念。"
"26143","這個的名稱是什麼？","4","6","4075","30340","傍晚的明星⇔拂曉的明星","6","6","6","0","26126","拂曉的明星","傍晚的明星⇔拂曉的明星","25282","3","6","26313","2","反義詞。"
"20845","這個的名稱是什麼？","4","6","4076","20108","DHA=二十二碳六烯酸","6","6","6","0","30899","二十二碳六","DHA=二十二碳六烯酸","20108","3","6","21313","2","海鮮類當中含量豐富，人體活動不可或缺的營養素。"
"30899","這個的名稱是什麼？","4","6","4077","27687","氨與二氧化碳","6","6","6","0","21270","氨二氧化碳","氨與二氧化碳","27688","3","6","20108","2","□與□□□□作用可生成尿素 ，常用來製造肥料和塑膠。"
"23665","這個的名稱是什麼？","4","6","4078","21329","","6","6","6","0","26031","阿爾卑斯山","阿爾卑斯山","38463","2","6","29246","2","歐洲最高且橫跨範圍最廣的山。"
"23665","這個的名稱是什麼？","4","6","4079","21152","","6","6","6","0","29916","阿空加瓜山","阿空加瓜山","38463","3","6","31354","2","安地斯山脈最高峰。位在阿根廷境內。是美洲第一高峰，也是世界第一高的火山。"
"49","這個問題的答案是？","4","1","4080","51","","1","1","1","0","50","54321","54321","53","1","1","52","2","(0x12345)+(0x54321)+54321=？"
"89","這個的名稱是什麼？","4","2","4081","82","Q⇒W⇒E⇒R⇒T⇒Y","2","2","2","0","84","WERTY","Q⇒W⇒E⇒R⇒T⇒Y","87","3","2","69","2","電腦鍵盤的排列，一般而言在「Q」的右側大多是怎麼排列的？"
"72","這個的名稱是什麼？","4","2","4082","70","A⇒S⇒D⇒F⇒G⇒H","2","2","2","0","71","SDFGH","A⇒S⇒D⇒F⇒G⇒H","83","3","2","68","2","電腦鍵盤的排列，一般而言在「A」的右側大多是怎麼排列的？"
"27827","這個的名稱是什麼？","4","6","4083","22763","","6","6","6","0","36939","蘇伊士運河","蘇伊士運河","34311","2","6","20234","2","亞洲與非洲以什麼為界限？"
"39340","這個的名稱是什麼？","4","6","4084","20234","","6","6","6","0","26408","特洛伊木馬","特洛伊木馬","29305","3","6","27931","2","佯裝成無害軟體來攻擊電腦的惡質程式。名稱源於某種在神話的戰爭中登場的陷阱。"
"40670","這個的名稱是什麼？","4","6","4085","26045","支點、施力點、抗力點","6","6","6","0","21147","支點施力點","支點、施力點、抗力點","25903","2","6","40670","2","槓桿原理可用微小力量扳動重物的便利物理原理。依據□□、□□□、抗力點的位置來決定結果。"
"110","這個的名稱是什麼？","4","2","4086","99","Secondary","3","3","3","0","111","Secon","Secondary","83","3","3","101","2","地震說明時使用的「P波」與「S波」。「P」是「Primary」的縮寫，那「S」是什麼的縮寫？"
"20818","這個附帶AI機能的人偶的名稱是？","4","6","4087","29738","會說話的小琪愛兒","6","6","6","4087","24859","說話琪愛兒","會說話的小琪愛兒","35498","3","6","35441","1",""
"21319","這個會飛的機關的名稱是？","4","6","4088","20778","飄飄優妮升機","6","6","6","4088","22958","飄飄優妮升","飄飄優妮升機","39108","3","6","39108","1",""
"52","這個的名稱是什麼？","4","2","4089","83","CaSO4","2","2","1","0","79","CaSO4","CaSO4","67","2","3","97","2","硫酸鈣的化學式："
"22120","這個的名稱是什麼？","4","6","4090","28357","","6","6","6","0","28779","乾粉滅火器","乾粉滅火器","20094","2","6","31881","2","碳酸氫鈉受熱分解出二氧化碳，是□□□□□的重要原料。"
"121","這個問題的答案是？","4","2","4091","102","Fifty-five","3","3","3","0","116","Fifty","Fifty-five","70","2","3","105","2","1＋2＋3＋4＋5＋6＋7＋8＋9＋10＝？ (請用英文作答)"
"48","這是多少？","4","1","4099","48","","1","1","1","0","48","10000","10000","49","1","1","48","2","將12345在「千位數」進行四捨五入後的數字。"
"48","這是多少？","4","1","4100","48","","1","1","1","0","48","60000","60000","54","1","1","48","2","將56789在「千位數」進行四捨五入後的數字。"
"28856","這個的名稱是什麼？","4","6","4106","26143","","6","6","6","0","29190","超新星爆炸","超新星爆炸","36229","2","6","26032","2","質量大的星球在壽命終結時產生的爆炸現象。會發出比太陽還要亮數億倍的光芒。"
"40670","這個的名稱是什麼？","4","6","4108","26391","","6","6","6","0","26085","拉格朗日點","拉格朗日點","25289","3","6","26684","2","像地球和月球這類的天體，兩者的引力達到一個恰到好處的平衡性而穩定下來的那個點。"
"24230","這個的名稱是什麼？","4","6","4110","27915","太平洋、北極海和印度洋","6","6","6","0","21360","太平洋印度","太平洋、北極海和印度洋","22826","1","6","24179","2","亞洲分別瀕臨哪三座海洋？"
"80","這個道具的名稱是？","4","6","4114","69","特級EXP藥水","2","2","2","4114","88","特級EXP","特級EXP藥水","29305","1","6","32026","1","提升角色EXP的強化道具。使用後增加7500的EXP。"
"80","這個的名稱是什麼？","4","6","4117","69","究極EXP藥水","2","2","2","0","88","究極EXP","究極EXP藥水","31350","1","6","26997","1","提升角色EXP的強化道具。使用後增加37500的EXP。"
"22120","這個的名稱是什麼？","4","6","4125","29986","","6","6","6","4125","29983","藥水產生器","藥水產生器","34277","1","6","27700","1","從裝置上方加入水後，就會變成不可思議的藥水。可放置在公會小屋的家具。"
"48","這是多少？","4","1","4126","48","","1","1","1","0","48","11000","11000","49","1","1","49","2","將11223在「百位數」進行無條件捨去後的數字。"
"32905","這個的名稱是什麼？","4","6","4127","39764","雲海的魔物肉","6","6","6","4127","29289","雲海魔物肉","雲海的魔物肉","38642","2","6","28023","1","征服「雲海山脈」的證明。可放置在公會小屋的家具。"
"107","這個的名稱是什麼？","4","6","4128","21451","好朋友X Mk-Ⅱ","2","6","3","4128","77","好朋友Mk","好朋友X Mk-Ⅱ","22909","2","6","26379","1",""
"27827","這個的名稱是什麼？","4","6","4134","37324","","6","6","6","0","26031","底格里斯河","底格里斯河","24213","2","6","26684","2","西南亞水量最大的河流。主要城市都在該河流的流域範圍，是伊拉克人口的主要集中地。"
"24459","這個的名稱是什麼？","4","6","4138","24341","萬有引力定律","6","6","6","0","23450","萬有引定律","萬有引力定律","33836","1","6","26377","2","「萬物皆有互相吸引的力量」的法則。"
"25033","這個的名稱是什麼？","4","6","4139","21202","","6","6","6","0","25928","都卜勒效應","都卜勒效應","37117","2","6","21340","2","物理法則之一。救護車經過後，鳴笛聲聽起來會變低就是這個原因。"
"27827","這個的名稱是什麼？","4","6","4140","25289","","6","6","6","0","24213","幼發拉底河","幼發拉底河","24188","3","6","30332","2","被認為是文明的起源地之一。流經敘利亞和伊拉克。"
"26412","這個的名稱是什麼？","4","6","4141","20811","卡菲克盧本島","6","6","6","0","30439","卡菲克盧本","卡菲克盧本島","21345","3","6","33778","2","位於美洲最北邊陸地，全球最靠北邊的陸地。"
"21205","這個的名稱是什麼？","4","6","4143","19968","牛頓第一運動定律","6","6","6","0","36939","牛頓一運動","牛頓第一運動定律","29275","2","6","38931","2","假若施加於某物體的外力為零，則該物體的運動速度不變，又稱為慣性定律。"
"21205","這個的名稱是什麼？","4","6","4144","20108","牛頓第二運動定律","6","6","6","0","36939","牛頓二運動","牛頓第二運動定律","29275","2","6","38931","2","當物體受外力作用時，會在力的方向產生加速度，也稱為運動定律。"
"21205","這個的名稱是什麼？","4","6","4145","19977","牛頓第三運動定律","6","6","6","0","36939","牛頓三運動","牛頓第三運動定律","29275","2","6","38931","2","當施加力於物體時，會同時產生一個大小相等而且方向相反的反作用力。"
"105","這個的名稱是什麼？","4","3","4146","116","蛋白質=Protein","3","3","3","0","101","rotei","蛋白質=Protein","114","3","3","111","2","這種營養素的英文稱呼。"
"30707","這個的名稱是什麼？","4","6","4147","31934","迷你精靈石住","6","6","6","4147","38728","迷你精靈石","迷你精靈石住","36855","1","6","20320","1","仿造精靈族之村守護石柱的精靈石。可放置於公會小屋的家具。"
"35282","這個的名稱是什麼？","4","6","4148","36948","百慕達三角洲","6","6","6","0","19977","百慕達三角","百慕達三角洲","30334","2","6","24917","2","也被稱作「魔之海域」的三角形海域。船和飛機曾在此相繼失蹤。"
"30707","這個的名稱是什麼？","4","6","4150","31934","","6","6","6","4150","32244","上級精練石","上級精練石","19978","1","6","32026","1","用來強化角色裝備的道具。使用後會增加60點裝備強化值。"
"30707","這個的名稱是什麼？","4","6","4151","30340","","6","6","6","4151","31192","女神的秘石","女神的秘石","22899","1","6","31070","1","用來在商店購買記憶碎片的道具。"
"79","這個的名稱是什麼？","4","2","4152","72","NaHCO3","2","2","2","0","67","NaHCO","NaHCO3","78","3","3","97","2","碳酸氫鈉的化學式："
"29289","這個的名稱是什麼？","4","6","4153","21270","","6","6","6","0","21512","碳氫化合物","碳氫化合物","30899","3","6","27691","2","只含有碳、氫兩種原子的有機化合物，稱為□□□□□，又稱為烴。"
"29872","這個的名稱是什麼？","4","6","4154","28879","","6","6","6","0","26031","莫比烏斯環","莫比烏斯環","33707","2","6","27604","2","將帶狀長條形的兩端扭轉半圈連繫在一起的東西。是在數學和藝術中也很常見的題材。"
"23798","這個的名稱是什麼？","4","6","4155","36051","","6","6","6","0","32676","菲律賓群島","菲律賓群島","33778","2","6","24459","2","東南亞位於亞洲東南部，主要由中南半島、馬來群島和□□□□□等部分組成。"
"20633","這個未經省略的全稱是？","4","6","4156","31680","空氣調節設備","6","6","6","0","35373","氣調節設備","空調\n=空氣調節設備","27683","2","6","35519","2",""
"32032","這個的名稱是什麼？","4","6","4157","21516","放射性同位素","6","6","6","0","20301","射性同位素","放射性同位素","23556","3","6","24615","2","每一種元素都有著多種同位素，其中大多具有放射性，會衰變成其他同位素，並有一定時長的半衰期。被稱為？"
"27231","這個的名稱是什麼？","4","6","4158","27231","直升機停機坪","6","6","6","0","20572","直升機停機","直升機停機坪","30452","2","6","21319","2","直升機起飛、著陸的場所。大樓屋頂上寫著巨大的「H」的地方就與此相符。"
"19968","這個的名稱是什麼？","4","6","4159","21202","克卜勒第一運動定律","6","6","6","0","31532","克卜勒第一","克卜勒第一運動定律","20811","2","6","21340","2","所有的行星各在以太陽為焦點的橢圓形軌道上運行。也稱為橢圓定律、軌道定律。"
"35657","這個的名稱是什麼？","4","6","4160","39519","","6","6","6","0","39511","兩步驟驗證","兩步驟驗證","20841","3","6","27493","2","意指除了ID、密碼之外，再加上一道用其他資訊來確認為本人的階段來提高安全性。"
"20108","這個的名稱是什麼？","4","6","4161","21202","克卜勒第二運動定律","6","6","6","0","31532","克卜勒第二","克卜勒第二運動定律","20811","2","6","21340","2","行星與太陽的連線在相同的時間間隔內，掃過相同的面積。"
"30028","這個的名稱是什麼？","4","6","4162","29983","","6","6","6","0","29289","原核生物界","原核生物界","21407","3","6","26680","2","單細胞生物，細胞缺膜狀構造，有細菌與籃綠藻兩大類，要用顯微鏡放大才可看到。這是微生物的哪一界？"
"101","這個的名稱是什麼？","4","3","4163","111","同位素=Isotope","3","3","3","0","112","otope","同位素=Isotope","111","3","3","116","2","這個化學用語用英文該怎麼說？"
"32676","這個的名稱是什麼？","4","6","4164","30151","經濟艙症候群","6","6","6","0","20505","經濟症候群","經濟艙症候群","32147","2","6","28639","2","如果長時間保持緊繃的姿勢，就會出現在身體上的不良症狀。適度活動身體是很重要的。"
"30028","這個的名稱是什麼？","4","6","4165","29983","","6","6","6","0","29289","原生生物界","原生生物界","21407","2","6","29983","2","單細胞生物，細胞具有膜狀構造，也是要藉顯微鏡放大才可看到。這是微生物的哪一界？"
"114","這個的名稱是什麼？","4","3","4166","116","Jupiter","3","3","3","0","101","piter","Jupiter","112","2","3","105","2","「木星」的英文名。"
"39636","這個的名稱是什麼？","4","6","4167","30064","","6","6","6","0","24418","同素異形體","同素異形體","21516","3","6","32032","2","鉛筆芯和鑽石雖然都是「碳」，但性質並不同。在化學領域中要怎麼稱呼這種東西？"
"63952","這個的名稱是什麼？","4","6","4168","63952","藻類植物、蘚苔類植物、蕨類植物、種子植物","6","6","6","0","34152","蘚苔類蕨類","藻類植物、蘚苔類植物、蕨類植物、種子植物","34330","2","6","33492","2","植物分為四大類："
"27683","這個的名稱是什麼？","4","6","4169","22825","石油和天然氣","6","6","6","0","28982","石油天然氣","石油和天然氣","30707","2","6","27833","2","□□和□□□是烴類的主要來源。"
"27683","這個的名稱是什麼？","4","6","4170","30707","天然氣和石油氣","6","6","6","0","27833","然氣石油氣","天然氣和石油氣","28982","3","6","27683","2","常見的家用氣體燃料為天□□和□□□。"
"24230","這個是多少？","4","1","4171","37","","6","6","6","0","28611","75%濃度","75%濃度","55","2","1","53","2","多少濃度的乙醇水溶液殺菌效果最佳？"
"97","這個未經省略的全稱是？","4","3","4172","116","VR=虛擬實境=Virtual Reality","3","3","3","0","117","irtua","VR=虛擬實境=Virtual Reality","105","2","3","114","2",""
"101","這個的名稱是什麼？","4","2","4173","103","AR=擴增實境=Augmented Reality","3","3","3","0","109","Augme","AR=擴增實境=Augmented Reality","65","3","3","117","2","「VR」是「虛擬實境」。那「AR」是？"
"110","這個的名稱是什麼？","4","2","4175","101","Red、Blue、Green","3","3","3","0","101","Green","Red、Blue、Green","71","1","3","114","2","被定義為「光的三原色」的3個顏色是什麼？ (請用英文作答)"
"37231","空格需填入？","4","6","4176","37240","有機酸、醇、酯化反應","6","6","6","0","37255","有機酸醇酯","有機酸、醇、酯化反應","26377","3","6","27231","2","酯類可經由□□□和□反應產生，稱為□化反應。"
"114","這個的名稱是什麼？","4","2","4177","108","日蝕=Solar eclipse","3","3","3","0","97","Solar","日蝕=Solar eclipse","83","3","3","111","2",""
"23416","這個的名稱是什麼？","4","6","4178","34892","","6","6","6","0","28858","空間行為學","空間行為學","31354","2","6","38291","2","在心理學中，代表「別人可以靠近到這裡為止」，自身周圍的極限範圍的詞彙。"
"115","這個的名稱是什麼？","4","2","4179","110","","3","3","3","0","117","Venus","Venus","86","3","3","101","2","「金星」的英文。"
"25033","這個的名稱是什麼？","4","6","4180","25289","卡里古拉效應","6","6","6","0","25928","里古拉效應","卡里古拉效應","37324","3","6","21476","2","被告知「不要做」，反而會變得想做的心理現象。"
"111","這個未經省略的全稱是？","4","2","4181","99","麥克風=Microphone","3","3","3","0","114","Micro","麥克風=Microphone","77","1","3","105","2",""
"104","這個的名稱是什麼？","4","2","4182","114","","3","3","3","0","116","Earth","Earth","69","1","3","97","2","「地球」的英文。"
"29399","這個的名稱是什麼？","4","6","4183","27931","巴夫洛夫的狗","6","6","6","0","22827","巴夫洛夫狗","巴夫洛夫的狗","24052","3","6","22827","2","以此實驗為契機，人類發現了大腦機制的「條件反應」。該實驗和某動物有關。"
"97","這個的名稱是什麼？","4","2","4184","115","Install⇔Uninstall","3","3","3","0","116","Insta","Install⇔Uninstall","73","1","3","110","2",""
"78","這個的名稱是什麼？","4","2","4185","86","Z⇒X⇒C⇒V⇒B⇒N","2","2","2","0","66","XCVBN","Z⇒X⇒C⇒V⇒B⇒N","88","3","2","67","2","電腦鍵盤的排列，一般而言在「Z」的右側大多是怎麼排列的？"
"111","這個的名稱是什麼？","4","3","4186","116","Control","3","3","3","0","114","ontro","Control","111","2","3","110","2","電腦鍵盤上，寫著「Ctrl」的鍵，英文全名為？"
"101","這個未經省略的全稱是？","4","2","4187","115","複製貼上=Copy&Paste","3","3","3","0","116","Paste","複製貼上=Copy&Paste","80","1","3","97","2",""
"30879","這個的名稱是什麼？","4","1","4188","21515","3.5吋磁碟機","6","6","6","0","30913","35吋磁碟","3.5吋磁碟機","51","2","1","53","2","在1980年代電腦A槽是5.25吋磁碟機，B槽則是□.□□□□機。"
"114","這個的名稱是什麼？","4","3","4189","99","Mercury","3","3","3","0","117","ercur","Mercury","101","3","3","114","2","「水星」的英文。"
