4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"603009","6030","19","6950"
"603010","6030","11","8000"
"603101","6031","13","800"
"603102","6031","9","1900"
"603103","6031","13","2400"
"603104","6031","12","3950"
"603105","6031","18","4500"
"603106","6031","12","5550"
"603107","6031","10","5675"
"603108","6031","1004","6400"
"603109","6031","22","7490"
"603110","6031","22","8290"
"603201","6032","12","1700"
"603202","6032","10","1875"
"603203","6032","9","2900"
"603204","6032","22","3640"
"603205","6032","13","4200"
"603206","6032","22","5190"
"603207","6032","12","6500"
"603208","6032","1004","6550"
"603209","6032","13","7300"
"603210","6032","18","8600"
"603301","6033","12","1650"
"603302","6033","12","2450"
"603303","6033","18","3050"
"603304","6033","13","3300"
"603305","6033","13","4150"
"603306","6033","10","5025"
"603307","6033","22","5990"
"603308","6033","1004","6500"
"603309","6033","22","7690"
"603310","6033","9","8450"
"603401","6034","19","650"
"603402","6034","5","1425"
"603403","6034","16","2500"
"603404","6034","11","3400"
"603405","6034","2","4200"
"603406","6034","19","4650"
"603407","6034","19","5450"
"603408","6034","11","6600"
"603409","6034","16","7300"
"603410","6034","16","8100"
"603501","6035","5","525"
"603502","6035","19","1250"
"603503","6035","16","2300"
"603504","6035","19","2850"
"603505","6035","2","4100"
"603506","6035","11","4850"
"603507","6035","16","5500"
"603508","6035","11","6400"
"603509","6035","19","6950"
"603510","6035","16","7950"
"603601","6036","19","500"
"603602","6036","11","1700"
"603603","6036","5","2075"
"603604","6036","19","2900"
"603605","6036","16","3950"
"603606","6036","16","4800"
"603607","6036","16","5600"
"603608","6036","11","6500"
"603609","6036","2","7200"
"603610","6036","19","7750"
"603701","6037","19","650"
"603702","6037","19","1450"
"603703","6037","11","2600"
"603704","6037","22","3490"
"603705","6037","16","4100"
"603706","6037","17","5300"
"603707","6037","6","5600"
"603708","6037","23","6350"
"603709","6037","7","7200"
"603710","6037","4","8475"
"603801","6038","16","1100"
"603802","6038","23","1650"
"603803","6038","11","2700"
"603804","6038","17","3900"
"603805","6038","6","4200"
"603806","6038","22","5190"
"603807","6038","19","5550"
"603808","6038","4","7075"
"603809","6038","19","7200"
"603810","6038","7","8100"
"603901","6039","4","1375"
"603902","6039","19","1600"
"603903","6039","11","2750"
"603904","6039","16","3400"
"603905","6039","17","4600"
"603906","6039","6","5000"
"603907","6039","19","5600"
"603908","6039","23","6450"
"603909","6039","22","7690"
"603910","6039","7","8150"
"604001","6040","6","800"
"604002","6040","11","1800"
"604003","6040","6","2400"
"604004","6040","10","3275"
"604005","6040","15","4150"
"604006","6040","22","5090"
"604007","6040","23","5550"
"604008","6040","1013","6550"
"604009","6040","1013","7350"
"604010","6040","1013","8150"
"604101","6041","6","650"
"604102","6041","10","1475"
"604103","6041","15","2450"
"604104","6041","23","2950"
"604105","6041","1013","4000"
"604106","6041","1013","4750"
"604107","6041","1013","5600"
"604108","6041","6","6200"
"604109","6041","22","7340"
"604110","6041","11","8050"
"604201","6042","15","750"
"604202","6042","1013","1650"
"604203","6042","10","2275"
"604204","6042","23","3050"
"604205","6042","6","3800"
"604206","6042","6","4650"
"604207","6042","1013","5650"
"604208","6042","11","6450"
"604209","6042","1013","7250"
"604210","6042","22","8190"
"604301","6043","1004","800"
"604302","6043","1013","1750"
"604303","6043","1013","2550"
"604304","6043","17","3700"
"604305","6043","18","4500"
"604306","6043","18","5300"
"604307","6043","15","5750"
"604308","6043","15","6550"
"604309","6043","12","7950"
"604310","6043","12","8750"
"604401","6044","12","1650"
"604402","6044","18","2300"
"604403","6044","1013","2650"
"604404","6044","12","4050"
"604405","6044","18","4600"
"604406","6044","15","5050"
"604407","6044","15","5900"
"604408","6044","1004","6600"
"604409","6044","1013","7450"
"604410","6044","17","8650"
"604501","6045","18","1450"
"604502","6045","12","2500"
"604503","6045","1013","2750"
"604504","6045","18","3850"
"604505","6045","12","4900"
"604506","6045","15","5100"
"604507","6045","15","5950"
"604508","6045","1013","6650"
"604509","6045","17","7850"
"604510","6045","1004","8100"
"604601","6046","9","1100"
"604602","6046","10","1675"
"604603","6046","15","2550"
"604604","6046","9","3500"
"604605","6046","18","4500"
"604606","6046","18","5300"
"604607","6046","1004","5600"
"604608","6046","3","6950"
"604609","6046","10","7275"
"604610","6046","13","8000"
"604701","6047","10","775"
"604702","6047","13","1500"
"604703","6047","1004","2250"
"604704","6047","3","3550"
"604705","6047","18","4400"
"604706","6047","9","4900"
"604707","6047","9","5700"
"604708","6047","15","6400"
"604709","6047","18","7600"
"604710","6047","10","7925"
"604801","6048","9","900"
"604802","6048","1004","1400"
"604803","6048","3","2850"
"604804","6048","10","3175"
"604805","6048","13","3800"
"604806","6048","18","5200"
"604807","6048","10","5575"
"604808","6048","9","6600"
"604809","6048","18","7550"
"604810","6048","15","8050"
"604901","6049","1003","800"
"604902","6049","23","1550"
"604903","6049","7","2400"
"604904","6049","7","3200"
"604905","6049","21","4125"
"604906","6049","1003","4800"
"604907","6049","21","5725"
"604908","6049","12","7150"
"604909","6049","12","7950"
"604910","6049","7","8000"
"605001","6050","7","900"
"605002","6050","7","1750"
"605003","6050","1003","2600"
"605004","6050","1003","3300"
"605005","6050","7","4200"
"605006","6050","23","4950"
"605007","6050","12","6550"
"605008","6050","21","6725"
"605009","6050","12","8050"
"605010","6050","21","8275"
"605101","6051","12","1700"
"605102","6051","1003","1700"
"605103","6051","21","2625"
"605104","6051","7","3350"
"605105","6051","23","4100"
"605106","6051","7","4950"
"605107","6051","21","5875"
"605108","6051","12","7300"
"605109","6051","1003","7350"
"605110","6051","7","8200"
"605201","6052","17","1300"
"605202","6052","17","2100"
"605203","6052","19","2250"
"605204","6052","5","3025"
"605205","6052","5","3825"
"605206","6052","1","5300"
"605207","6052","3","6150"
"605208","6052","1003","6400"
"605209","6052","19","7050"
"605210","6052","17","8500"
"605301","6053","19","550"
"605302","6053","5","1225"
"605303","6053","5","2125"
"605304","6053","17","3600"
"605305","6053","17","4350"
"605306","6053","1","5200"
"605307","6053","19","5300"
"605308","6053","17","6750"
"605309","6053","1003","7100"
"605310","6053","3","8350"
"605401","6054","1","1150"
"605402","6054","3","2000"
"605403","6054","1003","2250"
"605404","6054","19","2850"
"605405","6054","17","4300"
"605406","6054","17","5100"
"605407","6054","5","5325"
"605408","6054","19","6150"
"605409","6054","5","6875"
"605410","6054","17","8400"
"605501","6055","1001","800"
"605502","6055","9","1900"
"605503","6055","3","2950"
"605504","6055","1002","3200"
"605505","6055","3","4550"
"605506","6055","12","5550"
"605507","6055","1003","5600"
"605508","6055","12","7150"
"605509","6055","18","7700"
"605510","6055","3","8550"
"605511","6055","12","9550"
"605512","6055","18","10100"
"605601","6056","3","1550"
"605602","6056","9","2000"
"605603","6056","12","3350"
"605604","6056","12","4050"
"605605","6056","1002","4200"
"605606","6056","3","5450"
"605607","6056","18","6250"
"605608","6056","1001","6500"
"605609","6056","3","7900"
"605610","6056","12","8900"
"605611","6056","1003","8950"
"605612","6056","18","10200"
"605701","6057","18","1400"
"605702","6057","3","2300"
"605703","6057","3","3050"
"605704","6057","1002","3350"
"605705","6057","3","4700"
"605706","6057","1003","4950"
"605707","6057","1001","5800"
"605708","6057","12","7350"
"605709","6057","12","8050"
"605710","6057","9","8400"
"605711","6057","12","9650"
"605712","6057","18","10300"
"605801","6058","1003","800"
"605802","6058","1004","1600"
"605803","6058","1003","2400"
"605804","6058","1002","3200"
"605805","6058","1001","4000"
"605806","6058","1012","5300"
"605807","6058","1","6100"
"605808","6058","17","6900"
"605809","6058","17","7700"
"605810","6058","3","8550"
"605811","6058","18","9300"
"605812","6058","18","10100"
"605901","6059","1004","650"
"605902","6059","1002","1450"
"605903","6059","1003","2200"
"605904","6059","1001","3050"
"605905","6059","3","4400"
"605906","6059","1003","4650"
"605907","6059","18","6000"
"605908","6059","1012","6700"
"605909","6059","17","7600"
"605910","6059","17","8300"
"605911","6059","1","9100"
"605912","6059","18","10000"
"606001","6060","18","1200"
"606002","6060","1004","1400"
"606003","6060","1003","2300"
"606004","6060","1003","3100"
"606005","6060","1","4300"
"606006","6060","17","5100"
"606007","6060","3","6000"
"606008","6060","1012","6800"
"606009","6060","17","7500"
"606010","6060","1001","7900"
"606011","6060","18","9150"
"606012","6060","1002","9400"
"606101","6061","10","875"
"606102","6061","1004","1600"
"606103","6061","10","2475"
"606104","6061","9","3500"
"606105","6061","1004","4000"
"606106","6061","9","5100"
"606107","6061","13","5600"
"606108","6061","1004","6400"
"606109","6061","13","7200"
"606110","6061","18","8500"
"606111","6061","1004","8800"
"606112","6061","18","10100"
"606201","6062","9","1200"
"606202","6062","10","1875"
"606203","6062","9","2800"
"606204","6062","1004","3300"
"606205","6062","13","4100"
"606206","6062","18","5450"
"606207","6062","1004","5800"
"606208","6062","10","6625"
"606209","6062","13","7300"
"606210","6062","1004","8100"
"606211","6062","1004","9000"
"606212","6062","18","10300"
"606301","6063","9","1250"
"606302","6063","1004","1750"
"606303","6063","1004","2550"
"606304","6063","1004","3400"
"606305","6063","13","4200"
"606306","6063","18","5500"
"606307","6063","10","5825"
"606308","6063","18","7100"
"606309","6063","1004","7350"
"606310","6063","13","8200"
"606311","6063","9","9200"
"606312","6063","10","9775"
"606401","6064","1013","950"
"606402","6064","1013","1750"
"606403","6064","1013","2550"
"606404","6064","7","3200"
"606405","6064","1012","4500"
"606406","6064","1003","4800"
"606407","6064","11","5800"
"606408","6064","11","6600"
"606409","6064","11","7400"
"606410","6064","12","8750"
"606411","6064","16","8900"
"606412","6064","16","9700"
"606501","6065","12","1350"
"606502","6065","11","1600"
"606503","6065","1003","2300"
"606504","6065","16","3200"
"606505","6065","16","4000"
"606506","6065","1013","4800"
"606507","6065","1012","5900"
"606508","6065","11","6450"
"606509","6065","1013","7200"
"606510","6065","1013","8000"
"606511","6065","11","8900"
"606512","6065","7","9450"
"606601","6066","11","900"
"606602","6066","12","2250"
"606603","6066","11","2450"
"606604","6066","1003","3050"
"606605","6066","1013","3950"
"606606","6066","1012","5200"
"606607","6066","11","5700"
"606608","6066","16","6400"
"606609","6066","1013","7250"
"606610","6066","1013","8050"
"606611","6066","16","8750"
"606612","6066","7","9400"
"606701","6067","17","1300"
"606702","6067","1","2100"
"606703","6067","1004","2400"
"606704","6067","13","3200"
"606705","6067","22","4290"
"606706","6067","13","4800"
"606707","6067","18","6100"
"606708","6067","3","6950"
"606709","6067","1004","7200"
"606710","6067","7","8000"
"606711","6067","7","8800"
"606712","6067","21","9725"
"606801","6068","13","900"
"606802","6068","17","2300"
"606803","6068","7","2600"
"606804","6068","7","3400"
"606805","6068","1004","4100"
"606806","6068","1004","4950"
"606807","6068","1","6250"
"606808","6068","18","7100"
"606809","6068","22","7640"
"606810","6068","3","8650"
"606811","6068","21","9025"
"606812","6068","13","9800"
"606901","6069","13","950"
"606902","6069","3","2300"
"606903","6069","22","2790"
"606904","6069","1004","3350"
"606905","6069","18","4650"
"606906","6069","21","5125"
"606907","6069","17","6300"
"606908","6069","1004","6550"
"606909","6069","7","7300"
"606910","6069","1","8650"
"606911","6069","13","8950"
"606912","6069","7","9700"
"607001","6070","9","1100"
"607002","6070","3","2150"
"607003","6070","12","3150"
"607004","6070","12","3950"
"607005","6070","18","4500"
"607006","6070","3","5350"
"607007","6070","12","6350"
"607008","6070","12","7150"
"607009","6070","17","7700"
"607010","6070","1004","8000"
"607011","6070","1003","8800"
"607012","6070","17","10100"
"607101","6071","3","1200"
"607102","6071","17","1950"
"607103","6071","12","2950"
"607104","6071","18","3600"
"607105","6071","3","4400"
"607106","6071","12","5450"
"607107","6071","1003","5500"
"607108","6071","12","7000"
"607109","6071","9","7300"
"607110","6071","1004","7900"
"607111","6071","17","9200"
"607112","6071","12","10250"
"607201","6072","17","1200"
"607202","6072","1004","1400"
"607203","6072","12","3000"
"607204","6072","12","3750"
"607205","6072","12","4650"
"607206","6072","3","5200"
"607207","6072","9","5750"
"607208","6072","3","6750"
"607209","6072","1003","7100"
"607210","6072","18","8300"
"607211","6072","12","9350"
"607212","6072","17","9900"
"607301","6073","4","1275"
"607302","6073","21","1725"
"607303","6073","7","2400"
"607304","6073","14","2950"
"607305","6073","19","3850"
"607306","6073","5","4625"
"607307","6073","7","5600"
"607308","6073","7","6400"
"607309","6073","23","7150"
"607310","6073","2","8200"
"607311","6073","5","8625"
"607312","6073","2","9800"
"607401","6074","5","775"
"607402","6074","7","1750"
"607403","6074","4","3075"
"607404","6074","7","3350"
"607405","6074","7","4100"
"607406","6074","14","4650"
"607407","6074","19","5550"
"607408","6074","23","6550"
"607409","6074","21","7425"
"607410","6074","5","7925"
"607411","6074","2","9100"
"607412","6074","2","9900"
"607501","6075","19","850"
"607502","6075","14","1450"
"607503","6075","2","2750"
"607504","6075","5","3125"
"607505","6075","23","4100"
"607506","6075","7","5000"
"607507","6075","4","6275"
"607508","6075","2","6750"
"607509","6075","21","7525"
"607510","6075","7","8150"
"607511","6075","5","8775"
"607512","6075","7","9800"
"607601","6076","4","1275"
"607602","6076","4","2075"
"607603","6076","1013","2550"
"607604","6076","4","3675"
"607605","6076","6","4000"
"607606","6076","1013","4950"
"607607","6076","1013","5750"
"607608","6076","4","6875"
"607609","6076","4","7675"
"607610","6076","6","8000"
"607611","6076","4","9275"
"607612","6076","4","10075"
"607701","6077","4","1175"
"607702","6077","4","1975"
"607703","6077","4","2675"
"607704","6077","4","3525"
"607705","6077","6","3900"
"607706","6077","4","5125"
"607707","6077","1013","5650"
"607708","6077","1013","6400"
"607709","6077","6","7000"
"607710","6077","1013","8050"
"607711","6077","4","9175"
"607712","6077","4","9875"
"607801","6078","4","1075"
"607802","6078","4","1925"
"607803","6078","1013","2450"
"607804","6078","4","3475"
"607805","6078","4","4325"
"607806","6078","6","4600"
"607807","6078","1013","5600"
"607808","6078","6","6200"
"607809","6078","4","7525"
"607810","6078","1013","7950"
"607811","6078","4","9075"
"607812","6078","4","9975"
"607901","6079","1","1300"
"607902","6079","3","2150"
"607903","6079","22","2690"
"607904","6079","17","3700"
"607905","6079","18","4500"
"607906","6079","13","4800"
"607907","6079","1013","5750"
"607908","6079","11","6600"
"607909","6079","13","7200"
"607910","6079","1012","8500"
"607911","6079","1012","9300"
"607912","6079","22","9890"
"608001","6080","1012","1400"
"608002","6080","1","2300"
"608003","6080","13","2500"
"608004","6080","18","3900"
"608005","6080","3","4750"
"608006","6080","1013","5150"
"608007","6080","13","5700"
"608008","6080","17","7000"
"608009","6080","11","7500"
"608010","6080","1012","8600"
"608011","6080","22","9240"
"608012","6080","22","10090"
"608101","6081","1","1450"
"608102","6081","11","1950"
"608103","6081","1012","3050"
"608104","6081","13","3350"
"608105","6081","22","4440"
"608106","6081","22","5240"
"608107","6081","3","6350"
"608108","6081","17","7050"
"608109","6081","1012","7850"
"608110","6081","18","8700"
"608111","6081","13","8900"
"608112","6081","1013","9850"
"608201","6082","14","550"
"608202","6082","14","1350"
"608203","6082","19","2250"
"608204","6082","7","3200"
"608205","6082","7","4000"
"608206","6082","4","5275"
"608207","6082","19","5450"
"608208","6082","2","6600"
"608209","6082","2","7400"
"608210","6082","4","8475"
"608211","6082","14","8550"
"608212","6082","21","9725"
"608301","6083","14","350"
"608302","6083","21","1625"
"608303","6083","2","2450"
"608304","6083","14","2850"
"608305","6083","7","3800"
"608306","6083","14","4400"
"608307","6083","19","5350"
"608308","6083","4","6675"
"608309","6083","2","7200"
"608310","6083","19","7650"
"608311","6083","4","9125"
"608312","6083","7","9500"
"608401","6084","19","500"
"608402","6084","7","1400"
"608403","6084","2","2500"
"608404","6084","7","3050"
"608405","6084","2","4050"
"608406","6084","4","5075"
"608407","6084","19","5300"
"608408","6084","14","6000"
"608409","6084","14","6850"
"608410","6084","14","7600"
"608411","6084","4","9175"
"608412","6084","21","9575"
"608501","6085","17","1300"
"608502","6085","17","2100"
"608503","6085","17","2900"
"608504","6085","11","3400"
"608505","6085","11","4200"
"608506","6085","2","5000"
"608507","6085","13","5600"
"608508","6085","13","6400"
"608509","6085","22","7490"
"608510","6085","11","8200"
"608511","6085","17","9300"
"608512","6085","18","10100"
"608601","6086","17","1500"
"608602","6086","18","2300"
"608603","6086","22","2840"
"608604","6086","2","3500"
"608605","6086","17","4600"
"608606","6086","17","5500"
"608607","6086","11","5950"
"608608","6086","13","6600"
"608609","6086","13","7400"
"608610","6086","11","8400"
"608611","6086","11","9100"
"608612","6086","17","10300"
"608701","6087","17","1450"
"608702","6087","22","2040"
"608703","6087","18","3000"
"608704","6087","17","3900"
"608705","6087","2","4350"
"608706","6087","17","5450"
"608707","6087","11","5900"
"608708","6087","13","6550"
"608709","6087","17","7800"
"608710","6087","11","8350"
"608711","6087","11","9150"
"608712","6087","13","9700"
"608801","6088","15","950"
"608802","6088","11","1800"
"608803","6088","12","3150"
"608804","6088","10","3275"
"608805","6088","9","4300"
"608806","6088","22","5090"
"608807","6088","4","6075"
"608808","6088","1012","6900"
"608809","6088","7","7200"
"608810","6088","16","8100"
"608811","6088","18","9300"
"608812","6088","2","9800"
"608901","6089","4","1425"
"608902","6089","16","1850"
"608903","6089","18","3000"
"608904","6089","10","3425"
"608905","6089","12","4900"
"608906","6089","22","5240"
"608907","6089","7","5700"
"608908","6089","15","6650"
"608909","6089","11","7600"
"608910","6089","1012","8600"
"608911","6089","9","9200"
"608912","6089","2","9950"
"609001","6090","9","1200"
"609002","6090","15","1850"
"609003","6090","1012","3100"
"609004","6090","11","3500"
"609005","6090","16","4300"
"609006","6090","18","5500"
"609007","6090","7","5800"
"609008","6090","2","6750"
"609009","6090","12","8050"
"609010","6090","10","8225"
"609011","6090","22","9290"
"609012","6090","4","10175"
"700101","7001","21003","1000"
"700102","7001","21004","2000"
"700103","7001","21003","3000"
"700104","7001","21010","4000"
"700105","7001","21010","5000"
"700106","7001","21010","6000"
"700107","7001","21017","7000"
"700108","7001","21003","8000"
"700109","7001","21017","9000"
"700110","7001","21003","10000"
"700111","7001","21015","11000"
"700112","7001","21003","12000"
"700113","7001","21015","13000"
"700201","7002","21017","1100"
"700202","7002","21003","2200"
"700203","7002","21017","3100"
"700204","7002","21010","4100"
"700205","7002","21003","5200"
"700206","7002","21010","6200"
"700207","7002","21015","7150"
"700208","7002","21004","8200"
"700209","7002","21003","9150"
"700210","7002","21015","10150"
"700211","7002","21010","11100"
"700212","7002","21003","12100"
"700213","7002","21003","13100"
"700301","7003","21003","1200"
"700302","7003","21003","2100"
"700303","7003","21003","3200"
"700304","7003","21017","4150"
"700305","7003","21003","5100"
"700306","7003","21010","6150"
"700307","7003","21004","7100"
"700308","7003","21015","8100"
"700309","7003","21010","9100"
"700310","7003","21003","10200"
"700311","7003","21017","11150"
"700312","7003","21015","12150"
"700313","7003","21010","13200"
"700401","7004","21007","1000"
"700402","7004","21010","2000"
"700403","7004","21002","3000"
"700404","7004","21003","4000"
"700405","7004","21002","5000"
"700406","7004","21001","6000"
"700407","7004","21014","7000"
"700408","7004","21004","8000"
"700409","7004","21014","9000"
"700410","7004","21008","10000"
"700411","7004","21002","11000"
"700412","7004","21003","12000"
"700413","7004","21014","13000"
"700501","7005","21014","900"
"700502","7005","21002","1850"
"700503","7005","21004","2800"
"700504","7005","21002","3900"
"700505","7005","21014","4800"
"700506","7005","21014","5800"
"700507","7005","21001","6800"
"700508","7005","21002","7900"
"700509","7005","21003","8850"
"700510","7005","21010","9800"
"700511","7005","21003","10900"
"700512","7005","21008","11850"
"700513","7005","21007","12800"
"700601","7006","21003","800"
"700602","7006","21014","1800"
"700603","7006","21007","2850"
"700604","7006","21014","3850"
"700605","7006","21002","4850"
"700606","7006","21004","5900"
"700607","7006","21014","6850"
"700608","7006","21001","7850"
"700609","7006","21003","8800"
"700610","7006","21008","9850"
"700611","7006","21002","10800"
"700612","7006","21010","11800"
"700613","7006","21002","12900"
"700701","7007","21002","1000"
"700702","7007","21002","2000"
"700703","7007","21001","3000"
"700704","7007","21010","4000"
"700705","7007","21001","5000"
"700706","7007","21004","6000"
"700707","7007","21006","7000"
"700708","7007","21016","8000"
"700709","7007","21017","9000"
"700710","7007","21007","10000"
"700711","7007","21014","11000"
"700712","7007","21015","12000"
"700713","7007","21007","13000"
"700801","7008","21016","1150"
"700802","7008","21015","2100"
"700803","7008","21002","3150"
"700804","7008","21001","4200"
"700805","7008","21017","5200"
"700806","7008","21001","6150"
"700807","7008","21006","7100"
"700808","7008","21004","8150"
"700809","7008","21014","9150"
"700810","7008","21002","10200"
"700811","7008","21007","11150"
"700812","7008","21010","12150"
"700813","7008","21007","13200"
"700901","7009","21006","1100"
"700902","7009","21001","2150"
"700903","7009","21002","3200"
"700904","7009","21016","4100"
"700905","7009","21007","5150"
"700906","7009","21017","6200"
"700907","7009","21001","7200"
"700908","7009","21002","8100"
"700909","7009","21015","9100"
"700910","7009","21014","10100"
"700911","7009","21007","11100"
"700912","7009","21010","12200"
"700913","7009","21004","13100"
"701001","7010","21002","1000"
"701002","7010","21004","2000"
"701003","7010","21006","3000"
"701004","7010","21002","4000"
"701005","7010","21010","5000"
"701006","7010","21008","6000"
"701007","7010","21002","7000"
"701008","7010","21002","8000"
"701009","7010","21003","9000"
"701010","7010","21015","10000"
"701011","7010","21014","11000"
"701012","7010","21007","12000"
"701013","7010","21004","13000"
"701101","7011","21004","850"
"701102","7011","21002","1850"
"701103","7011","21003","2850"
"701104","7011","21002","3850"
"701105","7011","21014","4800"
"701106","7011","21007","5800"
"701107","7011","21004","6850"
"701108","7011","21002","7800"
"701109","7011","21002","8800"
"701110","7011","21008","9850"
"701111","7011","21006","10850"
"701112","7011","21010","11900"
"701113","7011","21015","12800"
"701201","7012","21002","900"
"701202","7012","21007","1900"
"701203","7012","21004","2900"
"701204","7012","21010","3800"
"701205","7012","21014","4850"
"701206","7012","21008","5850"
"701207","7012","21004","6800"
"701208","7012","21015","7850"
"701209","7012","21006","8850"
"701210","7012","21002","9900"
"701211","7012","21003","10800"
"701212","7012","21002","11800"
"701213","7012","21002","12850"
"701301","7013","21016","1000"
"701302","7013","21017","2000"
"701303","7013","21010","3000"
"701304","7013","21014","4000"
"701305","7013","21010","5000"
"701306","7013","21015","6000"
"701307","7013","21001","7000"
"701308","7013","21002","8000"
"701309","7013","21001","9000"
"701310","7013","21008","10000"
"701311","7013","21008","11000"
"701312","7013","21008","12000"
"701313","7013","21008","13000"
"701401","7014","21001","1200"
"701402","7014","21001","2200"
"701403","7014","21008","3150"
"701404","7014","21008","4150"
"701405","7014","21014","5200"
"701406","7014","21008","6200"
"701407","7014","21016","7150"
"701408","7014","21002","8100"
"701409","7014","21010","9100"
"701410","7014","21017","10200"
"701411","7014","21015","11150"
"701412","7014","21008","12200"
"701413","7014","21010","13100"
"701501","7015","21002","1100"
"701502","7015","21001","2150"
"701503","7015","21010","3200"
"701504","7015","21015","4200"
"701505","7015","21014","5150"
"701506","7015","21001","6100"
"701507","7015","21008","7100"
"701508","7015","21016","8150"
"701509","7015","21017","9200"
"701510","7015","21008","10150"
"701511","7015","21008","11200"
"701512","7015","21010","12150"
"701513","7015","21008","13150"
"701601","7016","21004","1000"
"701602","7016","21004","2000"
"701603","7016","21004","3000"
"701604","7016","21010","4000"
"701605","7016","21003","5000"
"701606","7016","21010","6000"
"701607","7016","21007","7000"
"701608","7016","21016","8000"
"701609","7016","21007","9000"
"701610","7016","21017","10000"
"701611","7016","21004","11000"
"701612","7016","21004","12000"
"701613","7016","21017","13000"
"701701","7017","21007","900"
"701702","7017","21016","1900"
"701703","7017","21004","2850"
"701704","7017","21017","3850"
"701705","7017","21004","4850"
"701706","7017","21010","5800"
"701707","7017","21010","6900"
"701708","7017","21003","7800"
"701709","7017","21004","8850"
"701710","7017","21004","9800"
"701711","7017","21007","10900"
"701712","7017","21004","11850"
"701713","7017","21017","12800"
"701801","7018","21007","850"
"701802","7018","21004","1800"
"701803","7018","21004","2900"
"701804","7018","21004","3800"
"701805","7018","21017","4900"
"701806","7018","21004","5850"
"701807","7018","21016","6800"
"701808","7018","21003","7900"
"701809","7018","21004","8900"
"701810","7018","21007","9850"
"701811","7018","21017","10850"
"701812","7018","21010","11900"
"701813","7018","21010","12850"
"701901","7019","21007","1000"
"701902","7019","21014","2000"
"701903","7019","21015","3000"
"701904","7019","21008","4000"
"701905","7019","21004","5000"
"701906","7019","21008","6000"
"701907","7019","21001","7000"
"701908","7019","21010","8000"
"701909","7019","21002","9000"
"701910","7019","21006","10000"
"701911","7019","21003","11000"
"701912","7019","21001","12000"
"702001","7020","21007","1100"
"702002","7020","21003","2150"
"702003","7020","21001","3150"
"702004","7020","21002","4100"
"702005","7020","21010","5150"
"702006","7020","21004","6200"
"702007","7020","21001","7100"
"702008","7020","21014","8150"
"702009","7020","21006","9150"
"702010","7020","21008","10150"
"702011","7020","21008","11200"
"702012","7020","21015","12100"
"702101","7021","21014","1150"
"702102","7021","21007","2200"
"702103","7021","21008","3100"
"702104","7021","21008","4150"
"702105","7021","21006","5100"
"702106","7021","21001","6100"
"702107","7021","21002","7200"
"702108","7021","21010","8100"
"702109","7021","21015","9100"
"702110","7021","21001","10100"
"702111","7021","21003","11150"
"702112","7021","21004","12150"
"702201","7022","21006","1000"
"702202","7022","21016","2000"
"702203","7022","21017","3000"
"702204","7022","21003","4000"
"702205","7022","21003","5000"
"702206","7022","21003","6000"
"702207","7022","21008","7000"
"702208","7022","21002","8000"
"702209","7022","21015","9000"
"702210","7022","21017","10000"
"702211","7022","21004","11000"
"702212","7022","21003","12000"
"702301","7023","21003","800"
"702302","7023","21015","1850"
"702303","7023","21006","2850"
"702304","7023","21017","3800"
"702305","7023","21008","4850"
"702306","7023","21016","5900"
"702307","7023","21002","6900"
"702308","7023","21003","7800"
"702309","7023","21017","8900"
"702310","7023","21003","9850"
"702311","7023","21004","10800"
"702312","7023","21003","11900"
"702401","7024","21016","900"
"702402","7024","21017","1800"
"702403","7024","21003","2800"
"702404","7024","21017","3900"
"702405","7024","21003","4800"
"702406","7024","21002","5850"
"702407","7024","21008","6800"
"702408","7024","21003","7900"
"702409","7024","21006","8800"
"702410","7024","21004","9900"
"702411","7024","21015","10900"
"702412","7024","21003","11800"
"702501","7025","21007","1000"
"702502","7025","21004","2000"
"702503","7025","21007","3000"
"702504","7025","21008","4000"
"702505","7025","21014","5000"
"702506","7025","21015","6000"
"702507","7025","21002","7000"
"702508","7025","21003","8000"
"702509","7025","21002","9000"
"702510","7025","21010","10000"
"702511","7025","21010","11000"
"702512","7025","21010","12000"
"702601","7026","21007","1200"
"702602","7026","21002","2100"
"702603","7026","21010","3150"
"702604","7026","21015","4200"
"702605","7026","21003","5200"
"702606","7026","21008","6100"
"702607","7026","21004","7200"
"702608","7026","21002","8100"
"702609","7026","21010","9200"
"702610","7026","21007","10100"
"702611","7026","21014","11100"
"702612","7026","21010","12100"
"702701","7027","21007","1100"
"702702","7027","21014","2200"
"702703","7027","21002","3200"
"702704","7027","21003","4100"
"702705","7027","21010","5100"
"702706","7027","21002","6200"
"702707","7027","21007","7100"
"702708","7027","21008","8200"
"702709","7027","21015","9150"
"702710","7027","21010","10150"
"702711","7027","21004","11200"
"702712","7027","21010","12200"
"702801","7028","21002","1000"
"702802","7028","21002","2000"
"702803","7028","21002","3000"
"702804","7028","21015","4000"
"702805","7028","21017","5000"
"702806","7028","21015","6000"
"702807","7028","21010","7000"
"702808","7028","21006","8000"
"702809","7028","21010","9000"
"702810","7028","21003","10000"
"702811","7028","21004","11000"
"702812","7028","21003","12000"
"702901","7029","21010","800"
