399855311c674ec2694463d5c655df19ee368e9665a738cda78a4f24eb61c4cc,4815afee37ee398a1e6682eb72b8253b2e6d86eece98c5304501f3c4ae8f00b3,99febe7f464df62ff81784ad96110e7fd05eb36b9c17bf6d0901f6ffb6f93835,5da99a8a567c0df5f87d3ed5f1d4cf98dcf09ff2f2fda5b935aa169c61b7df1e,be34394d62ae8ef816e140580af04c9c7128968d9c1fb86b93f31d0c76190307,863a487657563945e0f2b4ade60bcf6cb41e6b1a90a5a03ca3bb2ce29356fc07,d07ffde8be93e214bd587fa4f5cf49ebfa2c2528e2bfe4b0d99f08c85b4d9be1,07ee630a81fe9fede9c584d94b6fd595c330e1a32918a8a0365e507a86fbcf5e,2ca56f0fea446cc0c3ce998af44c0784056bfb4fdf9b5d552c124b4e79b1f9fc,184f9a7c9412dc27a8350798ab2149b4859997c61ef4a0dccd13c884731eb2e5,2ae74e39bac5dd1a933d14b2651caffd4d35455ec3d8e03a0000db15f50046a2,04c23bc2c9f360a46f2db3a805acec25124c8eb3f183da865dee6d45884a46ea,78f224a5df2a52bb880b3d63b4d0adc5af0a69056d78fa1bd44399f1376216cc,f9124156884779865020be9b2119886e1b08e752be5025c4d3da765eb182cc57,412b919abb00115a4011d6a913023d22c6104058f1842d45d44df4c17ade8b32,35e49c03cd6f902312c5f11ec5ece5d6fd522f3ebfa8c98e3a88b48ff234ac27,2ea1f13bafedf04d13b7e05075bc1722a0b3b3e667c5eb4483ec1f3dd0c1a30a,49a3136982fa68a6441d26102853c55841a269869f727345ff6359ca36f6fd85,68a503fda29d6151f861efcf0da09c6bb6930b8a42e3e6f94a2fb284376fcf94,89079ae315d61742acb72012018383bcc8270389baedcf5c167771ae2a3f840a,6dc1544e7f00690f8d3772f158a7b6fcd77508cc10725faf251d515154a14bde
"499","10001","2","750","1","-1","750","91002","0","0","1036","2","7","90006","31022","0","0","0","0","8","0"
"500","1","2","5000","1","1","20000","91002","0","0","1037","2","30","90006","31018","0","0","0","0","8","0"
"501","2","2","5000","1","2","15000","91002","0","0","1037","2","30","90006","31018","0","0","0","0","8","0"
"502","3","2","5000","1","3","12000","91002","0","0","1037","2","30","90006","31018","0","0","0","0","8","0"
"503","4","2","5000","1","20","10000","91002","0","0","1037","2","30","90006","31018","0","0","0","0","8","0"
"504","21","2","5000","1","50","8000","91002","0","0","1037","2","30","90006","31018","0","0","0","0","8","0"
"505","51","2","4500","1","150","6000","91002","0","0","1037","2","25","90006","31018","0","0","0","0","8","0"
"506","151","2","4000","1","300","4000","91002","0","0","1037","2","20","90006","31018","0","0","0","0","8","0"
"507","301","2","3500","1","700","3500","91002","0","0","1037","2","18","90006","31018","0","0","0","0","8","0"
"508","701","2","3000","1","1500","3000","91002","0","0","1037","2","16","90006","31018","0","0","0","0","8","0"
"509","1501","2","2500","1","3000","2500","91002","0","0","1037","2","14","90006","31018","0","0","0","0","8","0"
"510","3001","2","2000","1","5000","2000","91002","0","0","1037","2","12","90006","31018","0","0","0","0","8","0"
"511","5001","2","1500","1","7000","1500","91002","0","0","1037","2","10","90006","31018","0","0","0","0","8","0"
"512","7001","2","1000","1","10000","1000","91002","0","0","1037","2","8","90006","31018","0","0","0","0","8","0"
"513","10001","2","750","1","-1","750","91002","0","0","1037","2","7","90006","31018","0","0","0","0","8","0"
"514","1","2","5000","1","1","20000","91002","0","0","1038","2","30","90006","31043","0","0","0","0","8","0"
"515","2","2","5000","1","2","15000","91002","0","0","1038","2","30","90006","31043","0","0","0","0","8","0"
"516","3","2","5000","1","3","12000","91002","0","0","1038","2","30","90006","31043","0","0","0","0","8","0"
"517","4","2","5000","1","20","10000","91002","0","0","1038","2","30","90006","31043","0","0","0","0","8","0"
"518","21","2","5000","1","50","8000","91002","0","0","1038","2","30","90006","31043","0","0","0","0","8","0"
"519","51","2","4500","1","150","6000","91002","0","0","1038","2","25","90006","31043","0","0","0","0","8","0"
"520","151","2","4000","1","300","4000","91002","0","0","1038","2","20","90006","31043","0","0","0","0","8","0"
"521","301","2","3500","1","700","3500","91002","0","0","1038","2","18","90006","31043","0","0","0","0","8","0"
"522","701","2","3000","1","1500","3000","91002","0","0","1038","2","16","90006","31043","0","0","0","0","8","0"
"523","1501","2","2500","1","3000","2500","91002","0","0","1038","2","14","90006","31043","0","0","0","0","8","0"
"524","3001","2","2000","1","5000","2000","91002","0","0","1038","2","12","90006","31043","0","0","0","0","8","0"
"525","5001","2","1500","1","7000","1500","91002","0","0","1038","2","10","90006","31043","0","0","0","0","8","0"
"526","7001","2","1000","1","10000","1000","91002","0","0","1038","2","8","90006","31043","0","0","0","0","8","0"
"527","10001","2","750","1","-1","750","91002","0","0","1038","2","7","90006","31043","0","0","0","0","8","0"
"528","1","2","5000","1","1","20000","91002","0","0","1039","2","30","90006","31025","0","0","0","0","8","0"
"529","2","2","5000","1","2","15000","91002","0","0","1039","2","30","90006","31025","0","0","0","0","8","0"
"530","3","2","5000","1","3","12000","91002","0","0","1039","2","30","90006","31025","0","0","0","0","8","0"
"531","4","2","5000","1","20","10000","91002","0","0","1039","2","30","90006","31025","0","0","0","0","8","0"
"532","21","2","5000","1","50","8000","91002","0","0","1039","2","30","90006","31025","0","0","0","0","8","0"
"533","51","2","4500","1","150","6000","91002","0","0","1039","2","25","90006","31025","0","0","0","0","8","0"
"534","151","2","4000","1","300","4000","91002","0","0","1039","2","20","90006","31025","0","0","0","0","8","0"
"535","301","2","3500","1","700","3500","91002","0","0","1039","2","18","90006","31025","0","0","0","0","8","0"
"536","701","2","3000","1","1500","3000","91002","0","0","1039","2","16","90006","31025","0","0","0","0","8","0"
"537","1501","2","2500","1","3000","2500","91002","0","0","1039","2","14","90006","31025","0","0","0","0","8","0"
"538","3001","2","2000","1","5000","2000","91002","0","0","1039","2","12","90006","31025","0","0","0","0","8","0"
"539","5001","2","1500","1","7000","1500","91002","0","0","1039","2","10","90006","31025","0","0","0","0","8","0"
"540","7001","2","1000","1","10000","1000","91002","0","0","1039","2","8","90006","31025","0","0","0","0","8","0"
"541","10001","2","750","1","-1","750","91002","0","0","1039","2","7","90006","31025","0","0","0","0","8","0"
"542","1","2","5000","1","1","20000","91002","0","0","1040","2","30","90006","31042","0","0","0","0","8","0"
"543","2","2","5000","1","2","15000","91002","0","0","1040","2","30","90006","31042","0","0","0","0","8","0"
"544","3","2","5000","1","3","12000","91002","0","0","1040","2","30","90006","31042","0","0","0","0","8","0"
"545","4","2","5000","1","20","10000","91002","0","0","1040","2","30","90006","31042","0","0","0","0","8","0"
"546","21","2","5000","1","50","8000","91002","0","0","1040","2","30","90006","31042","0","0","0","0","8","0"
"547","51","2","4500","1","150","6000","91002","0","0","1040","2","25","90006","31042","0","0","0","0","8","0"
"548","151","2","4000","1","300","4000","91002","0","0","1040","2","20","90006","31042","0","0","0","0","8","0"
"549","301","2","3500","1","700","3500","91002","0","0","1040","2","18","90006","31042","0","0","0","0","8","0"
"550","701","2","3000","1","1500","3000","91002","0","0","1040","2","16","90006","31042","0","0","0","0","8","0"
"551","1501","2","2500","1","3000","2500","91002","0","0","1040","2","14","90006","31042","0","0","0","0","8","0"
"552","3001","2","2000","1","5000","2000","91002","0","0","1040","2","12","90006","31042","0","0","0","0","8","0"
"553","5001","2","1500","1","7000","1500","91002","0","0","1040","2","10","90006","31042","0","0","0","0","8","0"
"554","7001","2","1000","1","10000","1000","91002","0","0","1040","2","8","90006","31042","0","0","0","0","8","0"
"555","10001","2","750","1","-1","750","91002","0","0","1040","2","7","90006","31042","0","0","0","0","8","0"
"556","1","2","5000","1","1","20000","91002","0","0","1041","2","30","90006","31022","0","0","0","0","8","0"
"557","2","2","5000","1","2","15000","91002","0","0","1041","2","30","90006","31022","0","0","0","0","8","0"
"558","3","2","5000","1","3","12000","91002","0","0","1041","2","30","90006","31022","0","0","0","0","8","0"
"559","4","2","5000","1","20","10000","91002","0","0","1041","2","30","90006","31022","0","0","0","0","8","0"
"560","21","2","5000","1","50","8000","91002","0","0","1041","2","30","90006","31022","0","0","0","0","8","0"
"561","51","2","4500","1","150","6000","91002","0","0","1041","2","25","90006","31022","0","0","0","0","8","0"
"562","151","2","4000","1","300","4000","91002","0","0","1041","2","20","90006","31022","0","0","0","0","8","0"
"563","301","2","3500","1","700","3500","91002","0","0","1041","2","18","90006","31022","0","0","0","0","8","0"
"564","701","2","3000","1","1500","3000","91002","0","0","1041","2","16","90006","31022","0","0","0","0","8","0"
"565","1501","2","2500","1","3000","2500","91002","0","0","1041","2","14","90006","31022","0","0","0","0","8","0"
"566","3001","2","2000","1","5000","2000","91002","0","0","1041","2","12","90006","31022","0","0","0","0","8","0"
"567","5001","2","1500","1","7000","1500","91002","0","0","1041","2","10","90006","31022","0","0","0","0","8","0"
"568","7001","2","1000","1","10000","1000","91002","0","0","1041","2","8","90006","31022","0","0","0","0","8","0"
"569","10001","2","750","1","-1","750","91002","0","0","1041","2","7","90006","31022","0","0","0","0","8","0"
"570","1","2","5000","1","1","20000","91002","0","0","1042","2","30","90006","31043","0","0","0","0","8","0"
"571","2","2","5000","1","2","15000","91002","0","0","1042","2","30","90006","31043","0","0","0","0","8","0"
"572","3","2","5000","1","3","12000","91002","0","0","1042","2","30","90006","31043","0","0","0","0","8","0"
"573","4","2","5000","1","20","10000","91002","0","0","1042","2","30","90006","31043","0","0","0","0","8","0"
"574","21","2","5000","1","50","8000","91002","0","0","1042","2","30","90006","31043","0","0","0","0","8","0"
"575","51","2","4500","1","150","6000","91002","0","0","1042","2","25","90006","31043","0","0","0","0","8","0"
"576","151","2","4000","1","300","4000","91002","0","0","1042","2","20","90006","31043","0","0","0","0","8","0"
"577","301","2","3500","1","700","3500","91002","0","0","1042","2","18","90006","31043","0","0","0","0","8","0"
"578","701","2","3000","1","1500","3000","91002","0","0","1042","2","16","90006","31043","0","0","0","0","8","0"
"579","1501","2","2500","1","3000","2500","91002","0","0","1042","2","14","90006","31043","0","0","0","0","8","0"
"580","3001","2","2000","1","5000","2000","91002","0","0","1042","2","12","90006","31043","0","0","0","0","8","0"
"581","5001","2","1500","1","7000","1500","91002","0","0","1042","2","10","90006","31043","0","0","0","0","8","0"
"582","7001","2","1000","1","10000","1000","91002","0","0","1042","2","8","90006","31043","0","0","0","0","8","0"
"583","10001","2","750","1","-1","750","91002","0","0","1042","2","7","90006","31043","0","0","0","0","8","0"
"584","1","2","5000","1","1","20000","91002","0","0","1043","2","30","90006","31018","0","0","0","0","8","0"
"585","2","2","5000","1","2","15000","91002","0","0","1043","2","30","90006","31018","0","0","0","0","8","0"
"586","3","2","5000","1","3","12000","91002","0","0","1043","2","30","90006","31018","0","0","0","0","8","0"
"587","4","2","5000","1","20","10000","91002","0","0","1043","2","30","90006","31018","0","0","0","0","8","0"
"588","21","2","5000","1","50","8000","91002","0","0","1043","2","30","90006","31018","0","0","0","0","8","0"
"589","51","2","4500","1","150","6000","91002","0","0","1043","2","25","90006","31018","0","0","0","0","8","0"
"590","151","2","4000","1","300","4000","91002","0","0","1043","2","20","90006","31018","0","0","0","0","8","0"
"591","301","2","3500","1","700","3500","91002","0","0","1043","2","18","90006","31018","0","0","0","0","8","0"
"592","701","2","3000","1","1500","3000","91002","0","0","1043","2","16","90006","31018","0","0","0","0","8","0"
"593","1501","2","2500","1","3000","2500","91002","0","0","1043","2","14","90006","31018","0","0","0","0","8","0"
"594","3001","2","2000","1","5000","2000","91002","0","0","1043","2","12","90006","31018","0","0","0","0","8","0"
"595","5001","2","1500","1","7000","1500","91002","0","0","1043","2","10","90006","31018","0","0","0","0","8","0"
"596","7001","2","1000","1","10000","1000","91002","0","0","1043","2","8","90006","31018","0","0","0","0","8","0"
"597","10001","2","750","1","-1","750","91002","0","0","1043","2","7","90006","31018","0","0","0","0","8","0"
"598","1","2","5000","1","1","20000","91002","0","0","1044","2","30","90006","31025","0","0","0","0","8","0"
"599","2","2","5000","1","2","15000","91002","0","0","1044","2","30","90006","31025","0","0","0","0","8","0"
"600","3","2","5000","1","3","12000","91002","0","0","1044","2","30","90006","31025","0","0","0","0","8","0"
"601","4","2","5000","1","20","10000","91002","0","0","1044","2","30","90006","31025","0","0","0","0","8","0"
"602","21","2","5000","1","50","8000","91002","0","0","1044","2","30","90006","31025","0","0","0","0","8","0"
"603","51","2","4500","1","150","6000","91002","0","0","1044","2","25","90006","31025","0","0","0","0","8","0"
"604","151","2","4000","1","300","4000","91002","0","0","1044","2","20","90006","31025","0","0","0","0","8","0"
"605","301","2","3500","1","700","3500","91002","0","0","1044","2","18","90006","31025","0","0","0","0","8","0"
"606","701","2","3000","1","1500","3000","91002","0","0","1044","2","16","90006","31025","0","0","0","0","8","0"
"607","1501","2","2500","1","3000","2500","91002","0","0","1044","2","14","90006","31025","0","0","0","0","8","0"
"608","3001","2","2000","1","5000","2000","91002","0","0","1044","2","12","90006","31025","0","0","0","0","8","0"
"609","5001","2","1500","1","7000","1500","91002","0","0","1044","2","10","90006","31025","0","0","0","0","8","0"
"610","7001","2","1000","1","10000","1000","91002","0","0","1044","2","8","90006","31025","0","0","0","0","8","0"
"611","10001","2","750","1","-1","750","91002","0","0","1044","2","7","90006","31025","0","0","0","0","8","0"
"612","1","2","5000","1","1","20000","91002","0","0","1045","2","30","90006","31042","0","0","0","0","8","0"
"613","2","2","5000","1","2","15000","91002","0","0","1045","2","30","90006","31042","0","0","0","0","8","0"
"614","3","2","5000","1","3","12000","91002","0","0","1045","2","30","90006","31042","0","0","0","0","8","0"
"615","4","2","5000","1","20","10000","91002","0","0","1045","2","30","90006","31042","0","0","0","0","8","0"
"616","21","2","5000","1","50","8000","91002","0","0","1045","2","30","90006","31042","0","0","0","0","8","0"
"617","51","2","4500","1","150","6000","91002","0","0","1045","2","25","90006","31042","0","0","0","0","8","0"
"618","151","2","4000","1","300","4000","91002","0","0","1045","2","20","90006","31042","0","0","0","0","8","0"
"619","301","2","3500","1","700","3500","91002","0","0","1045","2","18","90006","31042","0","0","0","0","8","0"
"620","701","2","3000","1","1500","3000","91002","0","0","1045","2","16","90006","31042","0","0","0","0","8","0"
"621","1501","2","2500","1","3000","2500","91002","0","0","1045","2","14","90006","31042","0","0","0","0","8","0"
"622","3001","2","2000","1","5000","2000","91002","0","0","1045","2","12","90006","31042","0","0","0","0","8","0"
"623","5001","2","1500","1","7000","1500","91002","0","0","1045","2","10","90006","31042","0","0","0","0","8","0"
"624","7001","2","1000","1","10000","1000","91002","0","0","1045","2","8","90006","31042","0","0","0","0","8","0"
"625","10001","2","750","1","-1","750","91002","0","0","1045","2","7","90006","31042","0","0","0","0","8","0"
"626","1","2","5000","1","1","20000","91002","0","0","1046","2","30","90006","31022","0","0","0","0","8","0"
"627","2","2","5000","1","2","15000","91002","0","0","1046","2","30","90006","31022","0","0","0","0","8","0"
"628","3","2","5000","1","3","12000","91002","0","0","1046","2","30","90006","31022","0","0","0","0","8","0"
"629","4","2","5000","1","20","10000","91002","0","0","1046","2","30","90006","31022","0","0","0","0","8","0"
"630","21","2","5000","1","50","8000","91002","0","0","1046","2","30","90006","31022","0","0","0","0","8","0"
"631","51","2","4500","1","150","6000","91002","0","0","1046","2","25","90006","31022","0","0","0","0","8","0"
"632","151","2","4000","1","300","4000","91002","0","0","1046","2","20","90006","31022","0","0","0","0","8","0"
"633","301","2","3500","1","700","3500","91002","0","0","1046","2","18","90006","31022","0","0","0","0","8","0"
"634","701","2","3000","1","1500","3000","91002","0","0","1046","2","16","90006","31022","0","0","0","0","8","0"
"635","1501","2","2500","1","3000","2500","91002","0","0","1046","2","14","90006","31022","0","0","0","0","8","0"
"636","3001","2","2000","1","5000","2000","91002","0","0","1046","2","12","90006","31022","0","0","0","0","8","0"
"637","5001","2","1500","1","7000","1500","91002","0","0","1046","2","10","90006","31022","0","0","0","0","8","0"
"638","7001","2","1000","1","10000","1000","91002","0","0","1046","2","8","90006","31022","0","0","0","0","8","0"
"639","10001","2","750","1","-1","750","91002","0","0","1046","2","7","90006","31022","0","0","0","0","8","0"
"640","1","2","5000","1","1","20000","91002","0","0","1047","2","30","90006","31043","0","0","0","0","8","0"
"641","2","2","5000","1","2","15000","91002","0","0","1047","2","30","90006","31043","0","0","0","0","8","0"
"642","3","2","5000","1","3","12000","91002","0","0","1047","2","30","90006","31043","0","0","0","0","8","0"
"643","4","2","5000","1","20","10000","91002","0","0","1047","2","30","90006","31043","0","0","0","0","8","0"
"644","21","2","5000","1","50","8000","91002","0","0","1047","2","30","90006","31043","0","0","0","0","8","0"
"645","51","2","4500","1","150","6000","91002","0","0","1047","2","25","90006","31043","0","0","0","0","8","0"
"646","151","2","4000","1","300","4000","91002","0","0","1047","2","20","90006","31043","0","0","0","0","8","0"
"647","301","2","3500","1","700","3500","91002","0","0","1047","2","18","90006","31043","0","0","0","0","8","0"
"648","701","2","3000","1","1500","3000","91002","0","0","1047","2","16","90006","31043","0","0","0","0","8","0"
"649","1501","2","2500","1","3000","2500","91002","0","0","1047","2","14","90006","31043","0","0","0","0","8","0"
"650","3001","2","2000","1","5000","2000","91002","0","0","1047","2","12","90006","31043","0","0","0","0","8","0"
"651","5001","2","1500","1","7000","1500","91002","0","0","1047","2","10","90006","31043","0","0","0","0","8","0"
"652","7001","2","1000","1","10000","1000","91002","0","0","1047","2","8","90006","31043","0","0","0","0","8","0"
"653","10001","2","750","1","-1","750","91002","0","0","1047","2","7","90006","31043","0","0","0","0","8","0"
"654","1","2","5000","1","1","20000","91002","0","0","1048","2","30","90006","31018","0","0","0","0","8","0"
"655","2","2","5000","1","2","15000","91002","0","0","1048","2","30","90006","31018","0","0","0","0","8","0"
"656","3","2","5000","1","3","12000","91002","0","0","1048","2","30","90006","31018","0","0","0","0","8","0"
"657","4","2","5000","1","20","10000","91002","0","0","1048","2","30","90006","31018","0","0","0","0","8","0"
"658","21","2","5000","1","50","8000","91002","0","0","1048","2","30","90006","31018","0","0","0","0","8","0"
"659","51","2","4500","1","150","6000","91002","0","0","1048","2","25","90006","31018","0","0","0","0","8","0"
"660","151","2","4000","1","300","4000","91002","0","0","1048","2","20","90006","31018","0","0","0","0","8","0"
"661","301","2","3500","1","700","3500","91002","0","0","1048","2","18","90006","31018","0","0","0","0","8","0"
"662","701","2","3000","1","1500","3000","91002","0","0","1048","2","16","90006","31018","0","0","0","0","8","0"
"663","1501","2","2500","1","3000","2500","91002","0","0","1048","2","14","90006","31018","0","0","0","0","8","0"
"664","3001","2","2000","1","5000","2000","91002","0","0","1048","2","12","90006","31018","0","0","0","0","8","0"
"665","5001","2","1500","1","7000","1500","91002","0","0","1048","2","10","90006","31018","0","0","0","0","8","0"
"666","7001","2","1000","1","10000","1000","91002","0","0","1048","2","8","90006","31018","0","0","0","0","8","0"
"667","10001","2","750","1","-1","750","91002","0","0","1048","2","7","90006","31018","0","0","0","0","8","0"
"668","1","2","5000","1","1","20000","91002","0","0","1049","2","30","90006","31145","0","0","0","0","8","0"
"669","2","2","5000","1","2","15000","91002","0","0","1049","2","30","90006","31145","0","0","0","0","8","0"
"670","3","2","5000","1","3","12000","91002","0","0","1049","2","30","90006","31145","0","0","0","0","8","0"
"671","4","2","5000","1","20","10000","91002","0","0","1049","2","30","90006","31145","0","0","0","0","8","0"
"672","21","2","5000","1","50","8000","91002","0","0","1049","2","30","90006","31145","0","0","0","0","8","0"
"673","51","2","4500","1","150","6000","91002","0","0","1049","2","25","90006","31145","0","0","0","0","8","0"
"674","151","2","4000","1","300","4000","91002","0","0","1049","2","20","90006","31145","0","0","0","0","8","0"
"675","301","2","3500","1","700","3500","91002","0","0","1049","2","18","90006","31145","0","0","0","0","8","0"
"676","701","2","3000","1","1500","3000","91002","0","0","1049","2","16","90006","31145","0","0","0","0","8","0"
"677","1501","2","2500","1","3000","2500","91002","0","0","1049","2","14","90006","31145","0","0","0","0","8","0"
"678","3001","2","2000","1","5000","2000","91002","0","0","1049","2","12","90006","31145","0","0","0","0","8","0"
"679","5001","2","1500","1","7000","1500","91002","0","0","1049","2","10","90006","31145","0","0","0","0","8","0"
"680","7001","2","1000","1","10000","1000","91002","0","0","1049","2","8","90006","31145","0","0","0","0","8","0"
"681","10001","2","750","1","-1","750","91002","0","0","1049","2","7","90006","31145","0","0","0","0","8","0"
"682","1","2","5000","1","1","20000","91002","0","0","1050","2","30","90006","31025","0","0","0","0","8","0"
"683","2","2","5000","1","2","15000","91002","0","0","1050","2","30","90006","31025","0","0","0","0","8","0"
"684","3","2","5000","1","3","12000","91002","0","0","1050","2","30","90006","31025","0","0","0","0","8","0"
"685","4","2","5000","1","20","10000","91002","0","0","1050","2","30","90006","31025","0","0","0","0","8","0"
"686","21","2","5000","1","50","8000","91002","0","0","1050","2","30","90006","31025","0","0","0","0","8","0"
"687","51","2","4500","1","150","6000","91002","0","0","1050","2","25","90006","31025","0","0","0","0","8","0"
"688","151","2","4000","1","300","4000","91002","0","0","1050","2","20","90006","31025","0","0","0","0","8","0"
"689","301","2","3500","1","700","3500","91002","0","0","1050","2","18","90006","31025","0","0","0","0","8","0"
"690","701","2","3000","1","1500","3000","91002","0","0","1050","2","16","90006","31025","0","0","0","0","8","0"
"691","1501","2","2500","1","3000","2500","91002","0","0","1050","2","14","90006","31025","0","0","0","0","8","0"
"692","3001","2","2000","1","5000","2000","91002","0","0","1050","2","12","90006","31025","0","0","0","0","8","0"
"693","5001","2","1500","1","7000","1500","91002","0","0","1050","2","10","90006","31025","0","0","0","0","8","0"
"694","7001","2","1000","1","10000","1000","91002","0","0","1050","2","8","90006","31025","0","0","0","0","8","0"
"695","10001","2","750","1","-1","750","91002","0","0","1050","2","7","90006","31025","0","0","0","0","8","0"
"696","1","2","5000","1","1","20000","91002","0","0","1051","2","30","90006","31042","0","0","0","0","8","0"
"697","2","2","5000","1","2","15000","91002","0","0","1051","2","30","90006","31042","0","0","0","0","8","0"
"698","3","2","5000","1","3","12000","91002","0","0","1051","2","30","90006","31042","0","0","0","0","8","0"
"699","4","2","5000","1","20","10000","91002","0","0","1051","2","30","90006","31042","0","0","0","0","8","0"
"700","21","2","5000","1","50","8000","91002","0","0","1051","2","30","90006","31042","0","0","0","0","8","0"
"701","51","2","4500","1","150","6000","91002","0","0","1051","2","25","90006","31042","0","0","0","0","8","0"
"702","151","2","4000","1","300","4000","91002","0","0","1051","2","20","90006","31042","0","0","0","0","8","0"
"703","301","2","3500","1","700","3500","91002","0","0","1051","2","18","90006","31042","0","0","0","0","8","0"
"704","701","2","3000","1","1500","3000","91002","0","0","1051","2","16","90006","31042","0","0","0","0","8","0"
"705","1501","2","2500","1","3000","2500","91002","0","0","1051","2","14","90006","31042","0","0","0","0","8","0"
"706","3001","2","2000","1","5000","2000","91002","0","0","1051","2","12","90006","31042","0","0","0","0","8","0"
"707","5001","2","1500","1","7000","1500","91002","0","0","1051","2","10","90006","31042","0","0","0","0","8","0"
"708","7001","2","1000","1","10000","1000","91002","0","0","1051","2","8","90006","31042","0","0","0","0","8","0"
"709","10001","2","750","1","-1","750","91002","0","0","1051","2","7","90006","31042","0","0","0","0","8","0"
"710","1","2","5000","1","1","20000","91002","0","0","1052","2","30","90006","31022","0","0","0","0","8","0"
"711","2","2","5000","1","2","15000","91002","0","0","1052","2","30","90006","31022","0","0","0","0","8","0"
"712","3","2","5000","1","3","12000","91002","0","0","1052","2","30","90006","31022","0","0","0","0","8","0"
"713","4","2","5000","1","20","10000","91002","0","0","1052","2","30","90006","31022","0","0","0","0","8","0"
"714","21","2","5000","1","50","8000","91002","0","0","1052","2","30","90006","31022","0","0","0","0","8","0"
"715","51","2","4500","1","150","6000","91002","0","0","1052","2","25","90006","31022","0","0","0","0","8","0"
"716","151","2","4000","1","300","4000","91002","0","0","1052","2","20","90006","31022","0","0","0","0","8","0"
"717","301","2","3500","1","700","3500","91002","0","0","1052","2","18","90006","31022","0","0","0","0","8","0"
"718","701","2","3000","1","1500","3000","91002","0","0","1052","2","16","90006","31022","0","0","0","0","8","0"
"719","1501","2","2500","1","3000","2500","91002","0","0","1052","2","14","90006","31022","0","0","0","0","8","0"
"720","3001","2","2000","1","5000","2000","91002","0","0","1052","2","12","90006","31022","0","0","0","0","8","0"
"721","5001","2","1500","1","7000","1500","91002","0","0","1052","2","10","90006","31022","0","0","0","0","8","0"
"722","7001","2","1000","1","10000","1000","91002","0","0","1052","2","8","90006","31022","0","0","0","0","8","0"
"723","10001","2","750","1","-1","750","91002","0","0","1052","2","7","90006","31022","0","0","0","0","8","0"
"724","1","2","5000","1","1","20000","91002","0","0","1053","2","30","90006","31043","0","0","0","0","8","0"
"725","2","2","5000","1","2","15000","91002","0","0","1053","2","30","90006","31043","0","0","0","0","8","0"
"726","3","2","5000","1","3","12000","91002","0","0","1053","2","30","90006","31043","0","0","0","0","8","0"
"727","4","2","5000","1","20","10000","91002","0","0","1053","2","30","90006","31043","0","0","0","0","8","0"
"728","21","2","5000","1","50","8000","91002","0","0","1053","2","30","90006","31043","0","0","0","0","8","0"
"729","51","2","4500","1","150","6000","91002","0","0","1053","2","25","90006","31043","0","0","0","0","8","0"
"730","151","2","4000","1","300","4000","91002","0","0","1053","2","20","90006","31043","0","0","0","0","8","0"
"731","301","2","3500","1","700","3500","91002","0","0","1053","2","18","90006","31043","0","0","0","0","8","0"
"732","701","2","3000","1","1500","3000","91002","0","0","1053","2","16","90006","31043","0","0","0","0","8","0"
"733","1501","2","2500","1","3000","2500","91002","0","0","1053","2","14","90006","31043","0","0","0","0","8","0"
"734","3001","2","2000","1","5000","2000","91002","0","0","1053","2","12","90006","31043","0","0","0","0","8","0"
"735","5001","2","1500","1","7000","1500","91002","0","0","1053","2","10","90006","31043","0","0","0","0","8","0"
"736","7001","2","1000","1","10000","1000","91002","0","0","1053","2","8","90006","31043","0","0","0","0","8","0"
"737","10001","2","750","1","-1","750","91002","0","0","1053","2","7","90006","31043","0","0","0","0","8","0"
"738","1","2","5000","1","1","20000","91002","0","0","1054","2","30","90006","31018","0","0","0","0","8","0"
"739","2","2","5000","1","2","15000","91002","0","0","1054","2","30","90006","31018","0","0","0","0","8","0"
"740","3","2","5000","1","3","12000","91002","0","0","1054","2","30","90006","31018","0","0","0","0","8","0"
"741","4","2","5000","1","20","10000","91002","0","0","1054","2","30","90006","31018","0","0","0","0","8","0"
"742","21","2","5000","1","50","8000","91002","0","0","1054","2","30","90006","31018","0","0","0","0","8","0"
"743","51","2","4500","1","150","6000","91002","0","0","1054","2","25","90006","31018","0","0","0","0","8","0"
"744","151","2","4000","1","300","4000","91002","0","0","1054","2","20","90006","31018","0","0","0","0","8","0"
"745","301","2","3500","1","700","3500","91002","0","0","1054","2","18","90006","31018","0","0","0","0","8","0"
"746","701","2","3000","1","1500","3000","91002","0","0","1054","2","16","90006","31018","0","0","0","0","8","0"
"747","1501","2","2500","1","3000","2500","91002","0","0","1054","2","14","90006","31018","0","0","0","0","8","0"
"748","3001","2","2000","1","5000","2000","91002","0","0","1054","2","12","90006","31018","0","0","0","0","8","0"
"749","5001","2","1500","1","7000","1500","91002","0","0","1054","2","10","90006","31018","0","0","0","0","8","0"
"750","7001","2","1000","1","10000","1000","91002","0","0","1054","2","8","90006","31018","0","0","0","0","8","0"
"751","10001","2","750","1","-1","750","91002","0","0","1054","2","7","90006","31018","0","0","0","0","8","0"
"752","1","2","5000","1","1","20000","91002","0","0","1055","2","30","90006","31145","0","0","0","0","8","0"
"753","2","2","5000","1","2","15000","91002","0","0","1055","2","30","90006","31145","0","0","0","0","8","0"
"754","3","2","5000","1","3","12000","91002","0","0","1055","2","30","90006","31145","0","0","0","0","8","0"
"755","4","2","5000","1","20","10000","91002","0","0","1055","2","30","90006","31145","0","0","0","0","8","0"
"756","21","2","5000","1","50","8000","91002","0","0","1055","2","30","90006","31145","0","0","0","0","8","0"
