daf36bb11d472a3bdeebe2a7a6fea34bd02eff919d4d74455e2de3c37bfe6725,479145f33ea3dbc22045d5a44587aed9db38b7f57127ad04a122a778cfa02cf3,d193b1435f1daaee6e87c14edf8e112c06f116faa91d0853d0d3966b8bb675f9,353c201c3829eae7d804659783041a3a850e783ac1aa27f446e1aa702e518502,a68bd147bb7c3ae8eaa3dd8bfa52974cb23e433560f14ba022bcf63ea06a5135,0d28aba723674cf75d3414d7aaa198886c51326f662721d3b0b4fbea0ad17a3b
"とびどうぐ","2","2","10108","3010801","遠くから飛ばして攻撃するタイプの武器のこと。"
"にんじゃ","2","2","10108","3010802","諜報活動など、暗闇で秘密裏に活動する存在。"
"オーエドのみやげもの","3","2","10108","3010803","オーエドのお土産品として人気。"
"いえ","1","2","10109","3010900","暮らしの拠点。暗くなる前に帰りたい。"
"おうち","1","2","10109","3010901","家のこと。帰ると安心する。"
"ハウス","2","2","10109","3010902","「いえ」の英語読み。"
"たてもの","2","2","10109","3010903","人が住んだり物を保管したりする為に建てられたもの。"
"ギルドハウス","3","2","10109","3010904","「ギルド」の活動の拠点。みんなの大切な場所。"
"おにぎり","1","2","10110","3011000","炊いたお米を握った料理。中に具材を入れても美味しい。"
"ライスボール","2","2","10110","3011001","「おにぎり」の英語読み。"
"むげんおにぎり","3","2","10110","3011002","食べても食べても無くならない夢のようなおにぎり。"
"ペコリーヌのこうぶつ","3","2","10110","3011003","戦闘中でも手放せないですね☆"
"ピーマン","1","2","10111","3011100","緑色のにがーい野菜。"
"パプリカ","2","2","10111","3011101","ピーマンに似ているけど苦くない野菜。カラフル。"
"りょくおうしょくやさい","2","2","10111","3011102","積極的に食べるといいらしい。"
"キョウカのにがてなもの","3","2","10111","3011103","にんじんも嫌いなのですがピーマンはもっとダメです。"
"くり","1","2","10112","3011200","トゲトゲのいがに守られた甘い木の実。"
"マロン","2","2","10112","3011201","「くり」の英語読み。"
"イガイガ","2","2","10112","3011202","中の木の実を守っている。刺さると痛い。"
"あきのみかく","2","2","10112","3011203","秋を代表する美味しいもの。"
"やきいも","1","2","10113","3011300","おいもを焼いた料理。"
"サツマイモ","1","2","10113","3011301","芋の種類の一部。甘くて美味しい素敵なお味。"
"スイートポテト","2","2","10113","3011302","「サツマイモ」の英語読み。"
"あきのみかく","2","2","10113","3011303","秋を代表する美味しいもの。"
"ほかほかやきたて","2","2","10113","3011304","焼き芋の一番おいしいタイミング。やけどに注意。"
"とうがらし","1","2","10114","3011400","とっても辛い香辛料。ピーマンの仲間。"
"たかのつめ","1","2","10114","3011401","「とうがらし」の種類の一部。"
"チリペッパー","2","2","10114","3011402","「とうがらし」の英語読み。"
"スパイス","2","2","10114","3011403","料理のアクセントとなる香辛料のこと。"
"ドラゴンもどきのひのみ","3","2","10114","3011404","ドラモのとっておき。"
"エビ","1","2","10115","3011500","水の中や湿った陸上に暮らす甲殻類。"
"シュリンプ","2","2","10115","3011501","「エビ」の英語読み。"
"うみのさち","2","2","10115","3011502","海からの美食の贈り物。"
"とれたて","2","2","10115","3011503","海産物は新鮮さが命。"
"スカート","1","2","10116","3011600","腰から下の部分に着ける筒状の衣服。"
"ミニスカート","2","2","10116","3011601","丈の短いスカートのこと。"
"プリーツスカート","2","2","10116","3011602","ウエストから裾までひだを繰り返し重ねたスカートのこと。"
"ズボン","1","2","10117","3011700","腰から下の部分に着ける衣服。股のある形状をしている。"
"ボトムス","2","2","10117","3011701","腰から下に身に着ける衣服全般のこと。"
"パンツ","2","2","10117","3011702","「ズボン」の別の言い方。"
"たんぱん","2","2","10117","3011703","丈の短いズボンのこと。"
"ひこうき","1","2","10118","3011800","空を飛ぶことができる乗り物。鳥じゃないけど翼がある。"
"プロペラ","2","2","10118","3011801","船や飛行機を動かすために着いている、回転式の羽。"
"ラジコン","2","2","10118","3011802","無人での遠隔操縦のこと。"
"エアプレーン","2","2","10118","3011803","「ひこうき」の英語読み。"
"あめ","1","2","10119","3011900","空から降る水滴。主に雲から生ずる。"
"レイン","2","2","10119","3011901","「あめ」の英語読み。"
"うてん","2","2","10119","3011902","雨の日の天気のこと。"
"おおあめ","2","2","10119","3011903","とても強い雨。"
"つえ","1","2","10120","3012000","細長い棒状の道具。"
"ステッキ","2","2","10120","3012001","「つえ」の英語読み。"
"まほうのつえ","2","2","10120","3012002","魔法を使う為の道具。振って呪文を唱えよう。"
"やり","1","2","10121","3012100","長い柄の先に刃物を付けた武器。"
"スピア","2","2","10121","3012101","「やり」の英語読み。"
"ほこ","2","2","10121","3012102","「やり」の別の言い方。矛と盾。"
"ながえ","2","2","10121","3012103","柄の長い道具や武器のこと。"
"かぶと","1","2","10122","3012200","頭を守るための防具。"
"よろい","2","2","10122","3012201","頑丈な素材でつくられた身を守るための防具。"
"アーマー","2","2","10122","3012202","「かっちゅう」の英語読み。"
"ぼうぐ","2","2","10122","3012203","身を守る装具。"
"おうきゅうきしだんのよろい","3","2","10122","3012204","名誉ある王宮騎士団の鎧。ランドソルの治安を守ろう。"
"リビングメイル","3","2","10122","3012205","金属を喰らい、武具を操る謎の魔物。"
"かぎ","1","2","10123","3012300","錠をかけたり開けたりするための道具。無くすと大変。"
"キー","2","2","10123","3012301","「かぎ」の英語読み。"
"マスターキー","2","2","10123","3012302","対応する全ての錠を開けることができる鍵。"
"たからばこ","1","2","10124","3012400","中に何が入っているかは開けてからのお楽しみ。"
"トレジャーボックス","2","2","10124","3012401","「たからばこ」の英語読み。"
"おたから","2","2","10124","3012402","手に入ればガッポガッポ。"
"レアドロップ","3","2","10124","3012403","稀にゲットできる特別なお宝。"
"ドラゴン","1","2","10125","3012500","とても強力な生き物。貴重な存在で数々の伝説に残っている。"
"きょうりゅう","2","2","10125","3012501","大昔に存在したと言われている生き物。"
"ダイナソー","2","2","10125","3012502","「きょうりゅう」の英語読み。"
"でんせつのせいぶつ","2","2","10125","3012503","探求心を掻き立てる存在。ロマンに溢れている。"
"ラースドラゴン","3","2","10125","3012504","忘却の秘境、緑龍の骸領に住まう若き巨竜。"
"もじ","1","2","10126","3012600","言葉を書き記すのに使う記号。"
"ひらがな","1","2","10126","3012601","文字の一種。"
"ちぇる","3","2","10126","3012602","チエルの発する口癖。世界共通語になる予定？"
"てかせ","1","2","10127","3012700","手の動きを封じる拘束具。"
"あしかせ","1","2","10127","3012701","足の動きを封じる拘束具。"
"こうそくぐ","1","2","10127","3012702","動きを封じるために身に着ける器具。"
"クウカのおきにいり","3","2","10127","3012703","こうして強く拘束されると、クウカは…ぐふふふふ。"
"もん","1","2","10128","3012800","壁に囲まれた敷地の出入り口。"
"こうもん","2","2","10128","3012801","学校の門。遅刻すると閉じられたりする。"
"てっぴ","2","2","10128","3012802","鉄でできた扉。"
"セントテレサじょがくいん","3","2","10128","3012803","ランドソル随一のお嬢様校。通称テレ女。"
"シェフィ","1","2","20066","4006600","氷雪を操るドラゴン族の少女。空から降ってきた。"
"ドラゴンぞくのしょうじょ","3","2","20066","4006601","希少なドラゴン族の女の子。"
"カリン","1","2","20067","4006700","【ギルド管理協会】で働いている優しいしっかり者。"
"ギルドかんりきょうかい","3","2","20067","4006701","ギルドを管理する公的な機関。申請の承認や管理をサポート。"
"ナビゲーター","3","2","20067","4006702","冒険を陰から支える案内役。"
"クソメガネ","3","2","20067","4006703","素敵な仲間！"
"エルダークラウド","1","2","20068","4006800","気象を自在に操り、雷を落とす雲の魔物。"
"かみなりぐも","3","2","20068","4006801","雷を落とす黒い雲。"
"ライライのてした","3","2","20068","4006802","ライライの手となり足となって戦う。"
"スリーピィオウル","1","2","20069","4006900","寝不足で気怠げなフクロウの魔物。"
"ふくろう","3","2","20069","4006901","鳥の一種。森の哲学者。"
"ワッパダヌキ","1","2","20070","4007000","豆狸の魔物。幼いながら必死に戦っている。"
"たぬき","3","2","20070","4007001","ふかふかのしっぽを持つ動物。お腹をぽんぽこ叩くとか。"
"こだぬき","3","2","20070","4007002","たぬきのこども。"
"ちゃがま","3","2","20070","4007003","トーゴクに伝わる茶道具デス。たまに爆発するデース。"
"マスターセンリのこぶん","3","2","20070","4007004","大仙狸の眷属。たくさんいる。"
"ゴーレム","1","2","20071","4007100","頑丈な身体を持つ岩の魔物。"
"がんせきのまもの","3","2","20071","4007101","岩石でできた魔物。ゴーレムのこと。"
"スズメのおともだち","3","2","20071","4007102","広場に並んでたお地蔵さんたち。"
"モーラ","1","2","20072","4007200","魔法の国からやってきた謎の生物。魔法少女の力を与える。"
"まほうせいぶつ","3","2","20072","4007201","生命活動を魔力によって維持している生物のこと。"
"ラブリーモニカのあいぼう","3","2","20072","4007202","モニカちゃん！ラブリー★モニカに変身だ！"
"はためいわくなけだま","3","2","20072","4007203","ちょっと強引だったかもしれない。"
