f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d
"20112003","","","106411","2","20112","","","0","200","-340"
"20112004","","","111","2","20112","","","0","200","-340"
"20112005","","","32","32","20112","","","","0",""
"20112006","","","33","32","20112","","","","1",""
"20112007","","","11","32","20112","","","","0",""
"20112008","","","vo_wac_220903","21","20112","","","0","vo_wac_220903_000","0"
"20112009","0","0.5","106411","11","20112","0","1","1","うん。いい感じ。\n絵を描くなんてできるかしらって\n思っていたけれど、慣れてくると\nどんどん楽しくなってきたわ♪","10"
"20112010","","","0","91","20112","","","","",""
"20112011","","","vo_wac_220903","21","20112","","","0","vo_wac_220903_001","0"
"20112012","0","0.5","106411","11","20112","0","1","1","私が【美食殿】のみんなを\n描いてみるのもいいかも。\nみんな、喜んでくれるかしら。\nきっと喜んでくれるわよね。","10"
"20112013","","","0","91","20112","","","","",""
"20112014","","","0","22","20112","","","","0",""
"20113001","","","106411","3","20113","0.2","","","wac_idle_smile","1"
"20113002","","","111","3","20113","0.2","","","wac_no_items","1"
"20113003","","","106411","2","20113","","","0","200","-340"
"20113004","","","111","2","20113","","","0","200","-340"
"20113005","","","32","32","20113","","","","0",""
"20113006","","","33","32","20113","","","","1",""
"20113007","","","11","32","20113","","","","0",""
"20113008","","","0","91","20113","","","","",""
"20211001","0","wac_default_01","1","1","20211","2","-213","-108","105911","202"
"20211002","0","wac_default_02","1","5","20211","2","-213","-108","111","201"
"20211003","","","32","31","20211","1","1","0","32","0"
"20211004","","","33","31","20211","0","1","0","33","0"
"20211005","","","11","31","20211","0","1","0","11","0"
"20211006","","","105911","3","20211","0.2","0","","wac_paint_01","0"
"20211007","","","111","3","20211","0.2","0","","wac_paint_02","0"
"20211008","","","0","93","20211","","","","0",""
"20211009","","","11","32","20211","","","","1",""
"20211010","","","se_10035700","23","20211","","","","se_10035700_brush","0"
"20211011","","","105911","13","20211","","","","300",""
"20211012","","","1","131","20211","","","","",""
"20212001","","","105911","3","20212","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"20212002","","","111","3","20212","0.2","","","wac_no_items","1"
"20212003","","","105911","2","20212","","","0","200","-340"
"20212004","","","111","2","20212","","","0","200","-340"
"20212005","","","32","32","20212","","","","0",""
"20212006","","","33","32","20212","","","","1",""
"20212007","","","11","32","20212","","","","0",""
"20212008","","","vo_wac_220904","21","20212","","","0","vo_wac_220904_000","0"
"20212009","0","0.5","105911","11","20212","0","1","1","しかし、不思議でございますね。\nこの壁の絵は一人が描いたのではなく、\n大勢の方々が協力して\n作り上げているものです。","10"
"20212010","","","0","91","20212","","","","",""
"20212011","","","vo_wac_220904","21","20212","","","0","vo_wac_220904_001","0"
"20212012","0","0.5","105911","11","20212","0","1","1","それでもきれいに、\nひとつの作品に仕上がっていく……\nみなさまが、お互いを信頼しているから\n実現できた事業なのでしょう♪","10"
"20212013","","","0","91","20212","","","","",""
"20212014","","","0","22","20212","","","","0",""
"20213001","","","105911","3","20213","0.2","","","wac_idle_wish","1"
"20213002","","","111","3","20213","0.2","","","wac_no_items","1"
"20213003","","","105911","2","20213","","","0","200","-340"
"20213004","","","111","2","20213","","","0","200","-340"
"20213005","","","32","32","20213","","","","0",""
"20213006","","","33","32","20213","","","","1",""
"20213007","","","11","32","20213","","","","0",""
"20213008","","","0","91","20213","","","","",""
"20311001","0","wac_default_31","1","1","20311","2","-205","-167","101211","202"
"20311002","0","wac_default_bot_41","1","1","20311","2","-350","-64","104011","254"
"20311003","0","wac_default_51","1","1","20311","2","-325","230","101511","252"
"20311004","0","wac_default_35","1","5","20311","2","-205","-167","111","201"
"20311005","0","wac_default_47","1","5","20311","2","-350","-64","112","253"
"20311006","0","wac_default_bot_51","1","5","20311","2","-325","230","113","251"
"20311007","","","101511","13","20311","","","","300",""
"20311008","","","101211","13","20311","","","","300",""
"20311009","","","104011","13","20311","","","","300",""
"20311010","","","36","31","20311","1","1","0","36","0"
"20311011","","","41","31","20311","0","1","0","41","0"
"20311012","","","15","31","20311","0","1","0","15","0"
"20311013","","","101211","3","20311","0.2","0","","wac_paint_31","0"
"20311014","","","111","3","20311","0.2","0","","wac_paint_35","0"
"20311015","","","104011","3","20311","0.2","0","","wac_paint_bot_41","0"
"20311016","","","112","3","20311","0.2","0","","wac_paint_47","0"
"20311017","","","101511","3","20311","0.2","0","","wac_paint_bot_51","0"
"20311018","","","113","3","20311","0.2","0","","wac_paint_bot_51","0"
"20311019","","","0","93","20311","","","","0",""
"20311020","","","15","32","20311","","","","1",""
"20311021","","","se_common","23","20311","","","","se_sys_login_birthday_calendar_smallbrush","0"
"20311022","","","1","131","20311","","","","",""
"20312001","","","101511","3","20312","0","","","wac_idle_smile","1"
"20312002","","","101211","3","20312","0","","","wac_idle_smile_L","1"
"20312003","","","104011","3","20312","0","","","wac_idle_wish","1"
"20312004","","","111","3","20312","0","","","wac_no_items","1"
"20312005","","","112","3","20312","0","","","wac_no_items","1"
"20312006","","","113","3","20312","0","","","wac_no_items","1"
"20312007","","","101511","2","20312","","","0","190","-335"
"20312008","","","101211","2","20312","","","0","-190","-360"
"20312009","","","104011","2","20312","","","0","350","-360"
"20312010","","","111","2","20312","","","0","190","-335"
"20312011","","","112","2","20312","","","0","-190","-360"
"20312012","","","113","2","20312","","","0","350","-360"
"20312013","","","36","32","20312","","","","0",""
"20312014","","","41","32","20312","","","","1",""
"20312015","","","15","32","20312","","","","0",""
"20312016","","","101511","3","20312","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"20312017","","","vo_wac_220905","21","20312","","","0","vo_wac_220905_000","0"
"20312018","0","0.5","101511","11","20312","0","1","1","みんな～、上手にお絵描き、\nできましたか～？\nお互いに見せあいっこして、\nいいところを褒めてあげてね～？","10"
"20312019","","","0","91","20312","","","","",""
"20312020","","","101511","3","20312","0.2","1","","wac_idle_smile","1"
"20312021","","","104011","3","20312","0.2","1","wac_talk_surprise_loop_shy","wac_talk_surprise_in_shy","0"
"20312022","","","vo_wac_220905","21","20312","","","0","vo_wac_220905_001","0"
"20312023","0","0.5","104011","11","20312","0","1","1","い、いいところ……！？\nハツネさんのいいところは、\nえーっと、あ、明るくて！\n優しいところだと思います！","10"
"20312024","","","0","91","20312","","","","",""
"20312025","","","104011","3","20312","0.2","1","","wac_idle_surprise_shy","1"
"20312026","","","101211","3","20312","0.2","1","wac_talk_smile_loop_L","wac_talk_smile_in_L","0"
"20312027","","","vo_wac_220905","21","20312","","","0","vo_wac_220905_002","0"
"20312028","0","0.5","101211","11","20312","0","1","1","ありがとう、ピースピース☆\n……念のため確認したいんだけど、\n褒めるのは描いた絵についてで\nあってるよね？","10"
"20312029","","","0","91","20312","","","","",""
"20312030","","","0","22","20312","","","","0",""
"20312031","","","","111","20312","","","","",""
"20313001","","","101511","3","20313","0.2","","","wac_idle_smile","1"
"20313002","","","101211","3","20313","0.2","","","wac_idle_smile_L","1"
"20313003","","","104011","3","20313","0.2","","","wac_idle_surprise_shy","1"
"20313004","","","111","3","20313","0.2","","","wac_no_items","1"
"20313005","","","112","3","20313","0.2","","","wac_no_items","1"
"20313006","","","113","3","20313","0.2","","","wac_no_items","1"
"20313007","","","101511","2","20313","","","0","190","-335"
"20313008","","","101211","2","20313","","","0","-190","-360"
"20313009","","","104011","2","20313","","","0","350","-360"
"20313010","","","111","2","20313","","","0","190","-335"
"20313011","","","112","2","20313","","","0","-190","-360"
"20313012","","","113","2","20313","","","0","350","-360"
"20313013","","","36","32","20313","","","","0",""
"20313014","","","41","32","20313","","","","1",""
"20313015","","","15","32","20313","","","","0",""
"20313016","","","0","91","20313","","","","",""
"20411001","0","wac_default_11","1","1","20411","2","-213","-108","102911","202"
"20411002","0","wac_default_11","1","5","20411","2","-213","-108","111","201"
"20411003","","","32","31","20411","1","1","0","32","0"
"20411004","","","33","31","20411","0","1","0","33","0"
"20411005","","","11","31","20411","0","1","0","11","0"
"20411006","","","102911","3","20411","0.2","0","","wac_paint_11","0"
"20411007","","","111","3","20411","0.2","0","","wac_paint_11","0"
"20411008","","","0.3","93","20411","","","","0",""
"20411009","","","11","32","20411","","","","1",""
"20411010","","","se_10035700","23","20411","","","","se_10035700_roller","0"
"20411011","","","102911","13","20411","","","","300",""
"20411012","","","1","131","20411","","","","",""
"20412001","","","102911","3","20412","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"20412002","","","111","3","20412","0.2","","","wac_no_items","1"
"20412003","","","102911","2","20412","","","0","200","-340"
"20412004","","","111","2","20412","","","0","200","-340"
"20412005","","","32","32","20412","","","","0",""
"20412006","","","33","32","20412","","","","1",""
"20412007","","","11","32","20412","","","","0",""
"20412008","","","vo_wac_220906","21","20412","","","0","vo_wac_220906_000","0"
"20412009","0","0.5","102911","11","20412","0","1","1","うん、上手に描けたかな？\n最初はどうなるかなぁって\n心配だったけど、もうすっかり\n体が覚えちゃったかも♪","10"
"20412010","","","0","91","20412","","","","",""
"20412011","","","vo_wac_220906","21","20412","","","0","vo_wac_220906_001","0"
"20412012","0","0.5","102911","11","20412","0","1","1","でも、壁に描くだけなのは\nもったいないなぁ……そうだ！\n次、サイン会をやるときは、かわいい\nイラストも色紙に描いてみよっか♪","10"
"20412013","","","0","91","20412","","","","",""
"20412014","","","0","22","20412","","","","0",""
"20413001","","","102911","3","20413","0.2","","","wac_idle_smile","1"
"20413002","","","111","3","20413","0.2","","","wac_no_items","1"
"20413003","","","102911","2","20413","","","0","200","-340"
"20413004","","","111","2","20413","","","0","200","-340"
"20413005","","","32","32","20413","","","","0",""
"20413006","","","33","32","20413","","","","1",""
"20413007","","","11","32","20413","","","","0",""
"20413008","","","0","91","20413","","","","",""
"20511001","0","wac_default_31","1","1","20511","2","-85","-167","104211","202"
"20511002","0","wac_default_41","1","1","20511","2","-211","-64","102911","254"
"20511003","0","wac_default_51","1","1","20511","2","-211","230","105411","252"
"20511004","0","wac_default_31","1","5","20511","2","-85","-167","111","201"
"20511005","0","wac_default_48","1","5","20511","2","-211","-64","112","253"
"20511006","0","wac_default_51","1","5","20511","2","-211","230","113","251"
"20511007","","","105411","13","20511","","","","300",""
"20511008","","","104211","13","20511","","","","300",""
"20511009","","","102911","13","20511","","","","300",""
"20511010","","","40","31","20511","1","1","0","40","0"
"20511011","","","41","31","20511","0","1","0","41","0"
"20511012","","","16","31","20511","0","1","0","16","0"
"20511013","","","104211","3","20511","0.2","0","","wac_paint_31","0"
"20511014","","","111","3","20511","0.2","0","","wac_paint_31","0"
"20511015","","","102911","3","20511","0.2","0","","wac_paint_41","0"
"20511016","","","112","3","20511","0.2","0","","wac_paint_48","0"
"20511017","","","105411","3","20511","0.2","0","","wac_paint_51","0"
"20511018","","","113","3","20511","0.2","0","","wac_paint_51","0"
"20511019","","","0","93","20511","","","","0",""
"20511020","","","16","32","20511","","","","1",""
"20511021","","","se_common","23","20511","","","","se_sys_login_birthday_calendar_smallbrush","0"
"20511022","","","1","131","20511","","","","",""
"20512001","","","105411","3","20512","0","","","wac_idle_sad","1"
"20512002","","","104211","3","20512","0","","","wac_idle_arm_crossed_L","1"
"20512003","","","102911","3","20512","0","","","wac_idle_smile","1"
"20512004","","","111","3","20512","0","","","wac_no_items","1"
"20512005","","","112","3","20512","0","","","wac_no_items","1"
"20512006","","","113","3","20512","0","","","wac_no_items","1"
"20512007","","","105411","2","20512","","","0","190","-335"
"20512008","","","104211","2","20512","","","0","-190","-360"
"20512009","","","102911","2","20512","","","0","350","-360"
"20512010","","","111","2","20512","","","0","190","-335"
"20512011","","","112","2","20512","","","0","-190","-360"
"20512012","","","113","2","20512","","","0","350","-360"
"20512013","","","40","32","20512","","","","0",""
"20512014","","","41","32","20512","","","","1",""
"20512015","","","16","32","20512","","","","0",""
"20512016","","","105411","3","20512","0.2","1","wac_talk_sad_loop","wac_talk_sad_in","0"
"20512017","","","vo_wac_220907","21","20512","","","0","vo_wac_220907_000","0"
"20512018","0","0.5","105411","11","20512","0","1","1","うーん……う～ん……！\nいや、できてはいるんですけど、\nまだかわいくできるような……あっ！\nここの線だけやり直しさせてください！","10"
"20512019","","","0","91","20512","","","","",""
"20512020","","","105411","3","20512","0.2","1","","wac_idle_sad","1"
"20512021","","","104211","3","20512","0.2","1","wac_talk_arm_crossed_loop_L","wac_talk_arm_crossed_in_L","0"
"20512022","","","vo_wac_220907","21","20512","","","0","vo_wac_220907_001","0"
"20512023","0","0.5","104211","11","20512","0","1","1","ツムギ……\nそう言ってやり直しするのは、\nもう10回目になりますよ？","10"
"20512024","","","0","91","20512","","","","",""
"20512025","","","104211","3","20512","0.2","1","","wac_idle_arm_crossed_L","1"
"20512026","","","102911","3","20512","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"20512027","","","vo_wac_220907","21","20512","","","0","vo_wac_220907_002","0"
"20512028","0","0.5","102911","11","20512","0","1","1","ツムギは衣装づくりでも、\nすごくこだわってやってるからね♪\n私たちも手伝えるところがあれば、\nサポートしてあげよう♪","10"
"20512029","","","0","91","20512","","","","",""
"20512030","","","0","22","20512","","","","0",""
"20512031","","","","111","20512","","","","",""
"20513001","","","105411","3","20513","0.2","","","wac_idle_sad","1"
"20513002","","","104211","3","20513","0.2","","","wac_idle_arm_crossed_L","1"
"20513003","","","102911","3","20513","0.2","","","wac_idle_smile","1"
"20513004","","","111","3","20513","0.2","","","wac_no_items","1"
"20513005","","","112","3","20513","0.2","","","wac_no_items","1"
"20513006","","","113","3","20513","0.2","","","wac_no_items","1"
"20513007","","","105411","2","20513","","","0","190","-335"
"20513008","","","104211","2","20513","","","0","-190","-360"
"20513009","","","102911","2","20513","","","0","350","-360"
"20513010","","","111","2","20513","","","0","190","-335"
"20513011","","","112","2","20513","","","0","-190","-360"
"20513012","","","113","2","20513","","","0","350","-360"
"20513013","","","40","32","20513","","","","0",""
"20513014","","","41","32","20513","","","","1",""
"20513015","","","16","32","20513","","","","0",""
"20513016","","","0","91","20513","","","","",""
"20611001","0","wac_default_01","1","1","20611","2","-213","-108","104211","202"
"20611002","0","wac_default_01","1","5","20611","2","-213","-108","111","201"
"20611003","","","32","31","20611","1","1","0","32","0"
"20611004","","","33","31","20611","0","1","0","33","0"
"20611005","","","11","31","20611","0","1","0","11","0"
"20611006","","","104211","3","20611","0.2","0","","wac_paint_01","0"
"20611007","","","111","3","20611","0.2","0","","wac_paint_01","0"
"20611008","","","0","93","20611","","","","0",""
"20611009","","","11","32","20611","","","","1",""
"20611010","","","se_10035700","23","20611","","","","se_10035700_brush","0"
"20611011","","","104211","13","20611","","","","300",""
"20611012","","","1","131","20611","","","","",""
"20612001","","","104211","3","20612","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"20612002","","","111","3","20612","0.2","","","wac_no_items","1"
"20612003","","","104211","2","20612","","","0","200","-340"
"20612004","","","111","2","20612","","","0","200","-340"
"20612005","","","32","32","20612","","","","0",""
"20612006","","","33","32","20612","","","","1",""
"20612007","","","11","32","20612","","","","0",""
"20612008","","","vo_wac_220908","21","20612","","","0","vo_wac_220908_000","0"
"20612009","0","0.5","104211","11","20612","0","1","1","なんとか、できあがりました。\n大きな絵を描くのは、\nライブで体を動かすのとは、\nまた違った大変さがありますね……","10"
"20612010","","","0","91","20612","","","","",""
"20612011","","","vo_wac_220908","21","20612","","","0","vo_wac_220908_001","0"
"20612012","0","0.5","104211","11","20612","0","1","1","でも、だからこそ達成感も大きいです。\nライブも、絵も、見る人に喜びを\n与えられる……これからもぜひ、\nお手伝いしていきたいですね♪","10"
"20612013","","","0","91","20612","","","","",""
"20612014","","","0","22","20612","","","","0",""
"20613001","","","104211","3","20613","0.2","","","wac_idle_wish","1"
"20613002","","","111","3","20613","0.2","","","wac_no_items","1"
"20613003","","","104211","2","20613","","","0","200","-340"
"20613004","","","111","2","20613","","","0","200","-340"
"20613005","","","32","32","20613","","","","0",""
"20613006","","","33","32","20613","","","","1",""
"20613007","","","11","32","20613","","","","0",""
"20613008","","","0","91","20613","","","","",""
"20711001","0","wac_default_11","1","1","20711","2","-213","-108","106611","202"
"20711002","0","wac_default_11","1","5","20711","2","-213","-108","111","201"
"20711003","","","32","31","20711","1","1","0","32","0"
"20711004","","","33","31","20711","0","1","0","33","0"
"20711005","","","11","31","20711","0","1","0","11","0"
"20711006","","","106611","3","20711","0.2","0","","wac_paint_11","0"
"20711007","","","111","3","20711","0.2","0","","wac_paint_11","0"
"20711008","","","0.3","93","20711","","","","0",""
"20711009","","","11","32","20711","","","","1",""
"20711010","","","se_10035700","23","20711","","","","se_10035700_roller","0"
"20711011","","","106611","13","20711","","","","300",""
"20711012","","","1","131","20711","","","","",""
"20712001","","","106611","3","20712","0.2","1","wac_talk_sad_loop","wac_talk_sad_in","0"
"20712002","","","111","3","20712","0.2","","","wac_no_items","1"
"20712003","","","106611","2","20712","","","0","200","-340"
"20712004","","","111","2","20712","","","0","200","-340"
"20712005","","","32","32","20712","","","","0",""
"20712006","","","33","32","20712","","","","1",""
"20712007","","","11","32","20712","","","","0",""
"20712008","","","vo_wac_220909","21","20712","","","0","vo_wac_220909_000","0"
"20712009","0","0.5","106611","11","20712","0","1","1","ふぃ～、やっと終わったです。\n絵を描くのは嫌いじゃねーですけど、\nボスはなんでもかんでもあたしらに\n仕事を押しつけすぎでは……","10"
"20712010","","","0","91","20712","","","","",""
"20712011","","","106611","3","20712","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"20712012","","","vo_wac_220909","21","20712","","","0","vo_wac_220909_001","0"
"20712013","0","0.5","106611","11","20712","0","1","1","あたしが下剋上した暁には、\n雑巾がけから夕飯の買い物まで、\nぜ～んぶボスに押しつけてやるです！\nいつになるかは分からねーですけど！","10"
"20712014","","","0","91","20712","","","","",""
"20712015","","","0","22","20712","","","","0",""
"20713001","","","106611","3","20713","0.2","","","wac_idle_doya","1"
"20713002","","","111","3","20713","0.2","","","wac_no_items","1"
"20713003","","","106611","2","20713","","","0","200","-340"
"20713004","","","111","2","20713","","","0","200","-340"
"20713005","","","32","32","20713","","","","0",""
"20713006","","","33","32","20713","","","","1",""
"20713007","","","11","32","20713","","","","0",""
"20713008","","","0","91","20713","","","","",""
"20811001","0","wac_default_01","1","1","20811","2","-213","-108","106511","202"
"20811002","0","wac_default_02","1","5","20811","2","-213","-108","111","201"
"20811003","","","32","31","20811","1","1","0","32","0"
"20811004","","","33","31","20811","0","1","0","33","0"
"20811005","","","11","31","20811","0","1","0","11","0"
"20811006","","","106511","3","20811","0.2","0","","wac_paint_01","0"
"20811007","","","111","3","20811","0.2","0","","wac_paint_02","0"
"20811008","","","0","93","20811","","","","0",""
"20811009","","","11","32","20811","","","","1",""
"20811010","","","se_10035700","23","20811","","","","se_10035700_brush","0"
"20811011","","","106511","13","20811","","","","300",""
"20811012","","","1","131","20811","","","","",""
"20812001","","","106511","3","20812","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"20812002","","","111","3","20812","0.2","","","wac_no_items","1"
"20812003","","","106511","2","20812","","","0","200","-340"
"20812004","","","111","2","20812","","","0","200","-340"
"20812005","","","32","32","20812","","","","0",""
"20812006","","","33","32","20812","","","","1",""
"20812007","","","11","32","20812","","","","0",""
"20812008","","","vo_wac_220910","21","20812","","","0","vo_wac_220910_000","0"
"20812009","0","0.5","106511","11","20812","0","1","1","あらよっと！\nもうすっかり慣れたもんだな、\n傑作の一丁あがり♪","10"
"20812010","","","0","91","20812","","","","",""
"20812011","","","vo_wac_220910","21","20812","","","0","vo_wac_220910_001","0"
"20812012","0","0.5","106511","11","20812","0","1","1","最近この仕事が楽しくなってきてさ。\n筆を振り回すのと拳を振り回すのって\nなんか似てるだろ？\n……あー、うん、流石に違うか。","10"
"20812013","","","0","91","20812","","","","",""
"20812014","","","0","22","20812","","","","0",""
"20813001","","","106511","3","20813","0.2","","","wac_idle_doya","1"
"20813002","","","111","3","20813","0.2","","","wac_no_items","1"
"20813003","","","106511","2","20813","","","0","200","-340"
"20813004","","","111","2","20813","","","0","200","-340"
"20813005","","","32","32","20813","","","","0",""
"20813006","","","33","32","20813","","","","1",""
"20813007","","","11","32","20813","","","","0",""
"20813008","","","0","91","20813","","","","",""
"20911001","0","wac_default_01","1","1","20911","2","-213","-108","106711","202"
"20911002","0","wac_default_02","1","5","20911","2","-213","-108","111","201"
"20911003","","","32","31","20911","1","1","0","32","0"
"20911004","","","33","31","20911","0","1","0","33","0"
"20911005","","","11","31","20911","0","1","0","11","0"
"20911006","","","106711","3","20911","0.2","0","","wac_paint_01","0"
"20911007","","","111","3","20911","0.2","0","","wac_paint_02","0"
"20911008","","","0","93","20911","","","","0",""
"20911009","","","11","32","20911","","","","1",""
"20911010","","","se_10035700","23","20911","","","","se_10035700_brush","0"
"20911011","","","106711","13","20911","","","","300",""
"20911012","","","1","131","20911","","","","",""
"20912001","","","106711","3","20912","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"20912002","","","111","3","20912","0.2","","","wac_no_items","1"
"20912003","","","106711","2","20912","","","0","200","-340"
"20912004","","","111","2","20912","","","0","200","-340"
"20912005","","","32","32","20912","","","","0",""
"20912006","","","33","32","20912","","","","1",""
"20912007","","","11","32","20912","","","","0",""
"20912008","","","vo_wac_220911","21","20912","","","0","vo_wac_220911_000","0"
"20912009","0","0.5","106711","11","20912","0","1","1","うん、よくできたかな？\nこうして絵を描いていると\n気分が落ち着くな～\nやっぱり、好きなことだから。","10"
"20912010","","","0","91","20912","","","","",""
"20912011","","","vo_wac_220911","21","20912","","","0","vo_wac_220911_001","0"
"20912012","0","0.5","106711","11","20912","0","1","1","君はどうかな？　絵は好き？\n好きだったら嬉しいかな～？\n興味のある人と同じ趣味だったら、\n素敵だなって思うでしょ♪","10"
"20912013","","","0","91","20912","","","","",""
"20912014","","","0","22","20912","","","","0",""
"20913001","","","106711","3","20913","0.2","","","wac_idle_wish","1"
"20913002","","","111","3","20913","0.2","","","wac_no_items","1"
"20913003","","","106711","2","20913","","","0","200","-340"
"20913004","","","111","2","20913","","","0","200","-340"
"20913005","","","32","32","20913","","","","0",""
"20913006","","","33","32","20913","","","","1",""
"20913007","","","11","32","20913","","","","0",""
"20913008","","","0","91","20913","","","","",""
"21011001","0","wac_default_bot_31","1","1","21011","2","-325","-167","105811","204"
"21011002","0","wac_default_51","1","1","21011","2","-325","230","118511","202"
"21011003","0","wac_default_bot_35","1","5","21011","2","-325","-167","111","203"
"21011004","0","wac_default_bot_55","1","5","21011","2","-325","230","113","201"
"21011005","","","118511","13","21011","","","","300",""
"21011006","","","105811","13","21011","","","","300",""
"21011007","","","37","31","21011","1","1","0","37","0"
"21011008","","","41","31","21011","0","1","0","41","0"
"21011009","","","17","31","21011","0","1","0","17","0"
"21011010","","","105811","3","21011","0.2","0","","wac_paint_bot_31","0"
"21011011","","","111","3","21011","0.2","0","","wac_paint_bot_35","0"
"21011012","","","118511","3","21011","0.2","0","","wac_paint_bot_51","0"
"21011013","","","113","3","21011","0.2","0","","wac_paint_bot_55","0"
"21011014","","","0","93","21011","","","","0",""
"21011015","","","17","32","21011","","","","1",""
"21011016","","","se_common","23","21011","","","","se_sys_login_birthday_calendar_smallbrush","0"
"21011017","","","1","131","21011","","","","",""
"21012001","","","118511","3","21012","0","","","wac_idle_wish","1"
"21012002","","","105811","3","21012","0","","","wac_idle_smile_L","1"
"21012003","","","111","3","21012","0","","","wac_no_items","1"
"21012004","","","113","3","21012","0","","","wac_no_items","1"
"21012005","","","118511","2","21012","","","0","190","-335"
"21012006","","","105811","2","21012","","","0","-190","-335"
"21012007","","","111","2","21012","","","0","190","-335"
"21012008","","","113","2","21012","","","0","-190","-335"
"21012009","","","37","32","21012","","","","0",""
"21012010","","","41","32","21012","","","","1",""
"21012011","","","17","32","21012","","","","0",""
"21012012","","","118511","3","21012","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"21012013","","","vo_wac_220912","21","21012","","","0","vo_wac_220912_000","0"
"21012014","0","0.5","118511","11","21012","0","1","1","ふぅ……できました。\nこの事業については、各ギルドの\nみなさんのお世話になりっぱなし\nですね……","10"
"21012015","","","0","91","21012","","","","",""
"21012016","","","118511","3","21012","0.2","1","","wac_idle_wish","1"
"21012017","","","105811","3","21012","0.2","1","wac_talk_smile_loop_L","wac_talk_smile_in_L","0"
"21012018","","","vo_wac_220912","21","21012","","","0","vo_wac_220912_001","0"
"21012019","0","0.5","105811","11","21012","0","1","1","ランドソルを素敵な場所にできるなら、\n喜んで手伝っちゃいます。\nこれからも力をあわせて、どんどん\n素敵な絵を描いていきましょうね♪","10"
"21012020","","","0","91","21012","","","","",""
"21012021","","","0","22","21012","","","","0",""
"21012022","","","","111","21012","","","","",""
"21013001","","","118511","3","21013","0.2","","","wac_idle_wish","1"
"21013002","","","105811","3","21013","0.2","","","wac_idle_smile_L","1"
"21013003","","","111","3","21013","0.2","","","wac_no_items","1"
"21013004","","","113","3","21013","0.2","","","wac_no_items","1"
"21013005","","","118511","2","21013","","","0","190","-335"
"21013006","","","105811","2","21013","","","0","-190","-335"
"21013007","","","111","2","21013","","","0","190","-335"
"21013008","","","113","2","21013","","","0","-190","-335"
"21013009","","","37","32","21013","","","","0",""
"21013010","","","41","32","21013","","","","1",""
"21013011","","","17","32","21013","","","","0",""
"21013012","","","0","91","21013","","","","",""
"21111001","0","wac_default_01","1","1","21111","2","-213","-108","111011","202"
"21111002","0","wac_default_01","1","5","21111","2","-213","-108","111","201"
"21111003","","","32","31","21111","1","1","0","32","0"
"21111004","","","33","31","21111","0","1","0","33","0"
"21111005","","","11","31","21111","0","1","0","11","0"
"21111006","","","111011","3","21111","0.2","0","","wac_paint_01","0"
"21111007","","","111","3","21111","0.2","0","","wac_paint_01","0"
"21111008","","","0","93","21111","","","","0",""
"21111009","","","11","32","21111","","","","1",""
"21111010","","","se_10035700","23","21111","","","","se_10035700_brush","0"
"21111011","","","111011","13","21111","","","","300",""
"21111012","","","1","131","21111","","","","",""
"21112001","","","111011","3","21112","0.2","1","wac_talk_sad_loop","wac_talk_sad_in","0"
"21112002","","","111","3","21112","0.2","","","wac_no_items","1"
"21112003","","","111011","2","21112","","","0","200","-340"
"21112004","","","111","2","21112","","","0","200","-340"
"21112005","","","32","32","21112","","","","0",""
"21112006","","","33","32","21112","","","","1",""
"21112007","","","11","32","21112","","","","0",""
"21112008","","","vo_wac_220913","21","21112","","","0","vo_wac_220913_000","0"
"21112009","0","0.5","111011","11","21112","0","1","1","しかし何だな、この作業……\nぼく個人の芸術性は不要と言うなら、\nぼくが筆を持つ必然はあるのだろうか。","10"
"21112010","","","0","91","21112","","","","",""
"21112011","","","111011","3","21112","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"21112012","","","vo_wac_220913","21","21112","","","0","vo_wac_220913_001","0"
