68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"","0","3","0.2","mhp_suzume_fall_out","","","","1007408","102511","1007408195"
"","","91","","","","","","1007408","0","1007408196"
"","0","3","0.2","mhp_suzume_sit_in_sad","","","","1007408","102511","1007408197"
"","","91","","","","","","1007408","0","1007408198"
"0","1","3","0.2","mhp_sit_idle_sad","","","","1007408","117531","1007408199"
"0","1","3","0.2","mhp_sit_talk_sad2","","","","1007408","102511","1007408200"
"","0","21","","vo_mhp_2116","","","0","1007408","vo_mhp_1007408","1007408201"
"0","7","11","","あの……先生？","0.5","0","1","1007408","102511","1007408202"
"","","91","","","","","","1007408","0","1007408203"
"0","1","3","0.2","mhp_sit_idle_sad2","","","","1007408","102511","1007408204"
"0","1","3","0.2","mhp_sit_talk_bitter","","","","1007408","117531","1007408205"
"","0","21","","vo_mhp_2117","","","0","1007408","vo_mhp_1007408","1007408206"
"0","6","11","0","……今日の診察はここまでにしましょう\nまた後日来てちょうだい。","0.5","0","1","1007408","117531","1007408207"
"","","91","","","","","","1007408","0","1007408208"
"","","22","","0","","","","1007408","0","1007408209"
"0","1","3","0.2","mhp_sit_idle","","","","1007408","117531","1007408210"
"0","0","3","0.2","mhp_suzume_sit_out_sad2","","","","1007408","102511","1007408211"
"","","93","","","","","","1007408","0.5","1007408212"
"","2","12","0","17","","0","","1007408","102511","1007408213"
"","","93","","","","","","1007408","0.5","1007408214"
"","","91","","","","","","1007408","0","1007408215"
"0","1","3","0.2","mhp_suzume_walk_sad","","","","1007408","102511","1007408216"
"","","4","","1","","","","1007408","102511","1007408217"
"0","-220","2","","-1000","","","5","1007408","102511","1007408218"
"","","93","","0","","","","1007408","4","1007408219"
"","","91","","","","","","1007408","0","1007408220"
"-200","100","1","1.7","102511","mhp_idle_normal","0","-1000","1007409","1","1007409001"
"-220","100","1","1.7","117531","mhp_mitsuki_sit_idle_sad","1","185","1007409","1","1007409002"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007409","1","1007409003"
"0.85","-240","31","1","1","","","-154","1007409","1","1007409004"
"1","0","31","0","110","","","0","1007409","10","1007409005"
"1","0","31","0","114","","","0","1007409","14","1007409006"
"1","0","31","0","122","","","0","1007409","22","1007409007"
"1","0","31","0","130","","","0","1007409","30","1007409008"
"-220","110","5","1.7","11","NoItem","0","-200","1007409","1","1007409009"
"-220","105","5","1.7","12","NoItem","0","-200","1007409","1","1007409010"
"-220","110","5","1.7","21","NoItem","1","185","1007409","1","1007409011"
"-220","105","5","1.7","22","NoItem","1","185","1007409","1","1007409012"
"0","1","6","0","1","","0","1","1007409","11","1007409013"
"0","1","6","0","1","","0","1","1007409","12","1007409014"
"0","1","6","0","1","","0","1","1007409","21","1007409015"
"0","1","6","0","1","","0","1","1007409","22","1007409016"
"","","91","","","","","","1007409","0","1007409017"
"","1","3","0.2","mhp_mitsuki_sit_talk_sad","","","","1007409","117531","1007409018"
"","0","21","","vo_mhp_2201","","","0","1007409","vo_mhp_1007409","1007409019"
"0","8","11","0","スズメさん、どうぞー","0.5","0","0","1007409","117531","1007409020"
"","","91","","","","","","1007409","0","1007409021"
"","1","3","0.2","mhp_mitsuki_sit_idle_sad","","","","1007409","117531","1007409022"
"","1","3","0.2","mhp_walk_sad","","","","1007409","102511","1007409023"
"0","-220","2","","-200","","","4","1007409","102511","1007409024"
"","","91","","","","","","1007409","0","1007409025"
"1","0","3","0.2","mhp_sit_in_sad","","0.2","mhp_sit_talk_sad","1007409","102511","1007409026"
"","","93","","","","","","1007409","1","1007409027"
"","0","21","","vo_mhp_2202","","","0","1007409","vo_mhp_1007409","1007409028"
"0","6","11","0","こ、こんにちは……\nひっ、ミ、ミツキ先生、\nなんだか雰囲気が……","0.5","0","1","1007409","102511","1007409029"
"","","91","","","","","","1007409","0","1007409030"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007409","102511","1007409031"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007409","117531","1007409032"
"","0","21","","vo_mhp_2203","","","0","1007409","vo_mhp_1007409","1007409033"
"0","6","11","0","当然よ。考えうるあらゆる手を\n尽くしたけど、\nあなたのドジは治せなかった……","0.5","0","1","1007409","117531","1007409034"
"","","91","","","","","","1007409","0","1007409035"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007409","117531","1007409036"
"","0","21","","vo_mhp_2204","","","0","1007409","vo_mhp_1007409","1007409037"
"0","6","11","0","だから、私は最終手段を使うわ。","0.5","0","1","1007409","117531","1007409038"
"","","91","","","","","","1007409","0","1007409039"
"","1","3","0.2","mhp_sit_idle_wish","","","","1007409","117531","1007409040"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007409","102511","1007409041"
"","0","21","","vo_mhp_2205","","","0","1007409","vo_mhp_1007409","1007409042"
"0","7","11","0","さ、最終手段……？","0.5","0","1","1007409","102511","1007409043"
"","","91","","","","","","1007409","0","1007409044"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007409","102511","1007409045"
"","0","3","0.2","mhp_sit_talk_guts","","","","1007409","117531","1007409046"
"","0","21","","vo_mhp_2206","","","0","1007409","vo_mhp_1007409","1007409047"
"0","6","11","0","そう、これは医者と患者……\nいいえ、私とスズメさんの\nプライドを賭けた戦いなの。","0.5","0","1","1007409","117531","1007409048"
"","","93","","0","","","","1007409","1","1007409049"
"","1","3","0.2","mhp_sit_idle_guts","","","","1007409","117531","1007409050"
"","","93","","1","","","","1007409","4.5","1007409051"
"","","91","","","","","","1007409","1007409048","1007409052"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007409","117631","1007409053"
"","0","21","","vo_mhp_2207","","","0","1007409","vo_mhp_1007409","1007409054"
"0","8","11","0","そんなにシリアスになる話かな、これ？","0.5","0","1","1007409","117631","1007409055"
"","","91","","","","","","1007409","0","1007409056"
"","1","3","0.2","mhp_sit_idle","","","","1007409","117631","1007409057"
"","1","3","0.2","mhp_sit_talk_joy1","","","","1007409","117531","1007409058"
"","0","21","","vo_mhp_2208","","","0","1007409","vo_mhp_1007409","1007409059"
"0","6","11","0","さあ、いまこそこの目を解放するわ！\n覚悟しなさい！","0.5","0","1","1007409","117531","1007409060"
"","","91","","","","","","1007409","0","1007409061"
"1","0","3","0.2","mhp_mitsuki_sit_kaihou_in","","0.2","mhp_mitsuki_sit_kaihou_loop","1007409","117531","1007409062"
"","","93","","0","","","","1007409","1.5","1007409063"
"1","","32","1","1","","","","1007409","122","1007409064"
"","","23","","se_10031400_flash","","","","1007409","se_10031400","1007409065"
"","","93","","0","","","","1007409","0.5","1007409066"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007409","117531","1007409067"
"","1","3","0.2","mhp_sit_talk_surprise2","","","","1007409","102511","1007409068"
"","","93","","0","","","","1007409","1.5","1007409069"
"","0","21","","vo_mhp_2209","","","0","1007409","vo_mhp_1007409","1007409070"
"0","4","11","0","きゃあ！\nど、どうでした、か……","0.5","0","1","1007409","102511","1007409071"
"","","91","","","","","","1007409","0","1007409072"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007409","102511","1007409073"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007409","117531","1007409074"
"","0","21","","vo_mhp_2210","","","0","1007409","vo_mhp_1007409","1007409075"
"0","4","11","0","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……","0.5","0","1","1007409","117531","1007409076"
"","","91","","","","","","1007409","0","1007409077"
"","1","3","0.2","mhp_sit_talk_sad2","","","","1007409","117531","1007409078"
"","0","21","","vo_mhp_2211","","","0","1007409","vo_mhp_1007409","1007409079"
"0","5","11","0","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……","0.5","0","1","1007409","117531","1007409080"
"","","91","","","","","","1007409","0","1007409081"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007409","117531","1007409082"
"","0","21","","vo_mhp_2212","","","0","1007409","vo_mhp_1007409","1007409083"
"0","6","11","0","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。","0.5","0","1","1007409","117531","1007409084"
"","","91","","","","","","1007409","0","1007409085"
"1","0","3","0.2","mhp_suzume_tohoho_in","","0.2","mhp_suzume_tohoho_loop","1007409","102511","1007409086"
"","","93","","0","","","","1007409","1","1007409087"
"1","","32","","1","","","","1007409","110","1007409088"
"1","-100","33","","-205","","","0","1007409","110","1007409089"
"1","-100","33","","-205","","","0","1007409","114","1007409090"
"","","93","","0","","","","1007409","0.8","1007409091"
"","0","21","","vo_mhp_2213","","","0","1007409","vo_mhp_1007409","1007409092"
"","","13","","10001","","","","1007409","102511","1007409093"
"0","4","11","0","えぇ～、そんな～！","0.5","0","1","1007409","102511","1007409094"
"","","91","","","","","","1007409","0","1007409095"
"","","22","","0","","","","1007409","0","1007409096"
"","","93","","0","","","","1007409","0.2","1007409097"
"1","","32","","1","","","","1007409","114","1007409098"
"","","93","","0","","","","1007409","1","1007409099"
"","","32","","1","","","","1007409","130","1007409100"
"","","93","","0","","","","1007409","4","1007409101"
"","","32","","0","","","","1007409","130","1007409102"
"-240","100","1","1.7","104431","mhp_idle_normal","0","-1000","1007410","1","1007410001"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007410","1","1007410002"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007410","1","1007410003"
"0.85","-240","31","1","1","","","-154","1007410","1","1007410004"
"-220","110","5","1.7","11","NoItem","0","-200","1007410","1","1007410005"
"-220","105","5","1.7","12","NoItem","0","-200","1007410","1","1007410006"
"-220","110","5","1.7","21","NoItem","1","185","1007410","1","1007410007"
"-220","105","5","1.7","22","NoItem","1","185","1007410","1","1007410008"
"0","1","6","0","1","","0","1","1007410","11","1007410009"
"0","1","6","0","1","","0","1","1007410","12","1007410010"
"0","1","6","0","1","","0","1","1007410","21","1007410011"
"0","1","6","0","1","","0","1","1007410","22","1007410012"
"","","91","","","","","","1007410","0","1007410013"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007410","117531","1007410014"
"","0","21","","vo_mhp_5001","","","0","1007410","vo_mhp_1007410","1007410015"
"0","8","11","0","次の方どうぞー","0.5","0","0","1007410","117531","1007410016"
"","","91","","","","","","1007410","0","1007410017"
"","1","3","0.2","mhp_sit_idle","","","","1007410","117531","1007410018"
"","1","3","0.2","mhp_walk","","","","1007410","104431","1007410019"
"0","-220","2","","-200","","","4","1007410","104431","1007410020"
"","","91","","","","","","1007410","0","1007410021"
"","0","3","0.2","mhp_sit_in","","","","1007410","104431","1007410022"
"","","91","","","","","","1007410","0","1007410023"
"","1","3","0.2","mhp_sit_idle","","","","1007410","104431","1007410024"
"","","93","","0","","","","1007410","1","1007410025"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007410","117531","1007410026"
"","0","21","","vo_mhp_5002","","","0","1007410","vo_mhp_1007410","1007410027"
"0","6","11","0","あら、これはまた\n只者じゃない人が来たわね。","0.5","0","1","1007410","117531","1007410028"
"","","91","","","","","","1007410","0","1007410029"
"","1","3","0.2","mhp_sit_idle","","","","1007410","117531","1007410030"
"1","0","3","0.2","mhp_ilya_doya_in","","0","mhp_ilya_doya_talk_loop","1007410","104431","1007410031"
"","0","21","","vo_mhp_5003","","","0","1007410","vo_mhp_1007410","1007410032"
"0","4","11","0","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！","1.5","0","1","1007410","104431","1007410033"
"","","91","","","","","","1007410","0","1007410034"
"","1","3","0.2","mhp_ilya_doya_loop","","","","1007410","104431","1007410035"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007410","117531","1007410036"
"","0","21","","vo_mhp_5004","","","0","1007410","vo_mhp_1007410","1007410037"
"0","5","11","0","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。","0.5","0","1","1007410","117531","1007410038"
"","","91","","","","","","1007410","0","1007410039"
"","1","3","0.2","mhp_sit_idle_memory","","","","1007410","117531","1007410040"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007410","104431","1007410041"
"","0","21","","vo_mhp_5005","","","0","1007410","vo_mhp_1007410","1007410042"
"0","5","11","0","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……","0.5","0","1","1007410","104431","1007410043"
"","","93","","1","","","","1007410","5","1007410044"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007410","104431","1007410045"
"","","91","","","","","","1007410","1007410043","1007410046"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007410","104431","1007410047"
"","1","3","0.2","mhp_mitsuki_sit_ecstatic_talk","","","","1007410","117531","1007410048"
"","0","21","","vo_mhp_5006","","","0","1007410","vo_mhp_1007410","1007410049"
"0","5","11","0","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――","0.5","0","1","1007410","117531","1007410050"
"","","91","","","","","","1007410","0","1007410051"
"","0","103","","1007410055","","","","1007410","その体、解剖させてくれない？","1007410052"
"","0","103","","1007410066","","","","1007410","私の血を吸ってみる？","1007410053"
"","0","103","","1007410072","","","","1007410","私の目、使っちゃおうかしら？","1007410054"
"","1","3","0.2","mhp_mitsuki_sit_ecstatic_idle","","","","1007410","117531","1007410055"
"","1","3","0.2","mhp_sit_talk_surprise2","","","","1007410","104431","1007410056"
"","0","21","","vo_mhp_5007","","","0","1007410","vo_mhp_1007410","1007410057"
"0","6","11","0","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！","0.5","0","1","1007410","104431","1007410058"
"","","91","","","","","","1007410","0","1007410059"
"","1","3","0.2","mhp_sit_idle_surprise2","","","","1007410","104431","1007410060"
"","1","3","0.2","mhp_mitsuki_sit_ecstatic_talk","","","","1007410","117531","1007410061"
"","0","21","","vo_mhp_5008","","","0","1007410","vo_mhp_1007410","1007410062"
"0","6","11","0","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？","0.5","0","1","1007410","117531","1007410063"
"","","91","","","","","","1007410","0","1007410064"
"","","101","","","","","","1007410","1007410081","1007410065"
"","1","3","0.2","mhp_mitsuki_sit_ecstatic_idle","","","","1007410","117531","1007410066"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007410","104431","1007410067"
"","0","21","","vo_mhp_5009","","","0","1007410","vo_mhp_1007410","1007410068"
"0","5","11","0","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……","0.5","0","1","1007410","104431","1007410069"
"","","91","","","","","","1007410","0","1007410070"
"","","101","","","","","","1007410","1007410081","1007410071"
"1","0","3","0.2","mhp_mitsuki_sit_kaihou_in","","0","mhp_mitsuki_sit_kaihou_loop","1007410","117531","1007410072"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007410","104431","1007410073"
"","0","21","","vo_mhp_5010","","","0","1007410","vo_mhp_1007410","1007410074"
"0","5","11","0","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？","0.5","0","1","1007410","104431","1007410075"
"","","91","","","","","","1007410","0","1007410076"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007410","104431","1007410077"
"","1","3","0.2","mhp_sit_talk_joy1","","","","1007410","117531","1007410078"
"","0","21","","vo_mhp_5011","","","0","1007410","vo_mhp_1007410","1007410079"
"0","6","11","0","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪","0.5","0","1","1007410","117531","1007410080"
"","","91","","","","","","1007410","0","1007410081"
"","","22","","0.5","","","","1007410","0","1007410082"
"","1","3","0.2","mhp_mitsuki_sit_ecstatic_idle","","","","1007410","117531","1007410083"
"1","0","3","0.2","mhp_sit_out_sad","","0.2","mhp_talk_anger2","1007410","104431","1007410084"
"","","93","","1","","","","1007410","1","1007410085"
"","0","21","","vo_mhp_5012","","","0","1007410","vo_mhp_1007410","1007410086"
"0","6","11","0","こ、こんな危険なところにいられるか！\n退散、退散じゃ！","0.5","0","1","1007410","104431","1007410087"
"","","93","","1","","","","1007410","0.5","1007410088"
"","","91","","","","","","1007410","1007410087","1007410089"
"","","4","","1","","","","1007410","104431","1007410090"
"","2","12","0","1","","0","","1007410","104431","1007410091"
"","1","3","0.2","mhp_run_sad","","","","1007410","104431","1007410092"
"0","-220","2","","-1000","","","2","1007410","104431","1007410093"
"","","93","","0","","","","1007410","0.2","1007410094"
"1","0","3","0.2","mhp_sit_wavehand","","0.2","mhp_sit_talk_normal","1007410","117531","1007410095"
"","0","21","","vo_mhp_5013","","","0","1007410","vo_mhp_1007410","1007410096"
"0","6","11","0","そう、残念だわ。また来てね♪","0.5","0","1","1007410","117531","1007410097"
"","","91","","","","","","1007410","0","1007410098"
"","","22","","0.5","","","","1007410","0","1007410099"
"","1","3","0.2","mhp_sit_idle","","","","1007410","117531","1007410100"
"","","93","","0","","","","1007410","1.8","1007410101"
"","","91","","","","","","1007410","0","1007410102"
"-240","100","1","1.7","104431","mhp_idle_normal","0","-1000","1007411","1","1007411001"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007411","1","1007411002"
"-220","120","1","1.7","117531","mhp_sit_idle","1","185","1007411","1","1007411003"
"0.85","-240","31","1","1","","","-154","1007411","1","1007411004"
"-200","110","5","1.7","11","NoItem","1","365","1007411","1","1007411005"
"1","1","6","0","1","","0","1","1007411","11","1007411006"
"","","91","","","","","","1007411","0","1007411007"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007411","117531","1007411008"
"","0","21","","vo_mhp_5101","","","0","1007411","vo_mhp_1007411","1007411009"
"0","8","11","0","イリヤさん、どうぞー","0.5","0","0","1007411","117531","1007411010"
"","","91","","","","","","1007411","0","1007411011"
"","1","3","0.2","mhp_sit_idle","","","","1007411","117531","1007411012"
"","1","3","0.2","mhp_walk","","","","1007411","104431","1007411013"
"0","-220","2","","-200","","","4","1007411","104431","1007411014"
"","","91","","","","","","1007411","0","1007411015"
"","0","3","0.2","mhp_sit_in_sad","","","","1007411","104431","1007411016"
"","","91","","","","","","1007411","0","1007411017"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007411","104431","1007411018"
"","","93","","0","","","","1007411","1","1007411019"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007411","104431","1007411020"
"","0","21","","vo_mhp_5102","","","0","1007411","vo_mhp_1007411","1007411021"
"0","5","11","0","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？","0.5","0","1","1007411","104431","1007411022"
"","","91","","","","","","1007411","0","1007411023"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007411","104431","1007411024"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007411","117631","1007411025"
"","0","21","","vo_mhp_5103","","","0","1007411","vo_mhp_1007411","1007411026"
"0","7","11","0","なんだか別の姿が\nあるみたいな言い方だね？","0.5","0","1","1007411","117631","1007411027"
"","","91","","","","","","1007411","0","1007411028"
"","1","3","0.2","mhp_sit_idle","","","","1007411","117631","1007411029"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007411","104431","1007411030"
"","0","21","","vo_mhp_5104","","","0","1007411","vo_mhp_1007411","1007411031"
"0","5","11","0","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……","1","0","1","1007411","104431","1007411032"
"","","91","","","","","","1007411","0","1007411033"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007411","104431","1007411034"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007411","117531","1007411035"
"","0","21","","vo_mhp_5105","","","0","1007411","vo_mhp_1007411","1007411036"
"0","6","11","0","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？","0.5","0","1","1007411","117531","1007411037"
"","","91","","","","","","1007411","0","1007411038"
"","1","3","0.2","mhp_sit_idle","","","","1007411","117531","1007411039"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007411","104431","1007411040"
"","0","21","","vo_mhp_5106","","","0","1007411","vo_mhp_1007411","1007411041"
"0","6","11","0","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……","0.5","0","1","1007411","104431","1007411042"
"","","91","","","","","","1007411","0","1007411043"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007411","104431","1007411044"
"","0","21","","vo_mhp_5107","","","0","1007411","vo_mhp_1007411","1007411045"
"0","6","11","0","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。","0.5","0","1","1007411","104431","1007411046"
"","","91","","","","","","1007411","0","1007411047"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007411","104431","1007411048"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007411","117631","1007411049"
"","0","21","","vo_mhp_5108","","","0","1007411","vo_mhp_1007411","1007411050"
"0","5","11","0","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――","0.5","0","1","1007411","117631","1007411051"
"","","93","","1","","","","1007411","7.5","1007411052"
"","1","3","0.2","mhp_sit_idle_thinking","","","","1007411","117631","1007411053"
"","","91","","","","","","1007411","1007411051","1007411054"
"","","22","","0","","","","1007411","0","1007411055"
"","0","103","","1007411059","","","","1007411","かわいさで魅了しちゃおう！","1007411056"
"","0","103","","1007411076","","","","1007411","美しさで迫ろう！","1007411057"
"","0","103","","1007411093","","","","1007411","ボクがプロデュースしてあげるよ！","1007411058"
"","1","3","0.2","mhp_sit_idle_memory","","","","1007411","117631","1007411059"
"","1","3","0.2","mhp_sit_talk_anger2","","","","1007411","104431","1007411060"
"","0","21","","vo_mhp_5109","","","0","1007411","vo_mhp_1007411","1007411061"
"0","6","11","0","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……","0.5","0","1","1007411","104431","1007411062"
"","","91","","","","","","1007411","0","1007411063"
"","1","3","0.2","mhp_sit_idle_anger2","","","","1007411","104431","1007411064"
"1","0","3","0.2","mhp_sit_out","","0.2","mhp_idle_normal","1007411","117631","1007411065"
"","","93","","","","","","1007411","1","1007411066"
"1","0","3","0.2","mhp_yuki_pose","","0.2","mhp_yuki_idle","1007411","117631","1007411067"
"1","0","3","0.2","mhp_yuki_pose","","0.2","mhp_yuki_idle","1007411","11","1007411068"
"","0","21","","vo_mhp_5110","","","0","1007411","vo_mhp_1007411","1007411069"
"0","5","11","0","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？","0.5","10","1","1007411","117631","1007411070"
"","","93","","1","","","","1007411","6.5","1007411071"
"1","0","3","0.2","mhp_yuki_pose_2","","0.2","mhp_yuki_idle_2","1007411","117631","1007411072"
"1","0","3","0.2","mhp_yuki_pose_2","","0.2","mhp_yuki_idle_2","1007411","11","1007411073"
"","","91","","","","","","1007411","1007411070","1007411074"
"","","101","","","","","","1007411","1007411109","1007411075"
"","1","3","0.2","mhp_sit_idle_memory","","","","1007411","117631","1007411076"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007411","104431","1007411077"
"","0","21","","vo_mhp_5111","","","0","1007411","vo_mhp_1007411","1007411078"
"0","5","11","0","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。","0.5","0","1","1007411","104431","1007411079"
"","","91","","","","","","1007411","0","1007411080"
"","1","3","0.2","mhp_sit_idle_thinking","","","","1007411","104431","1007411081"
"1","0","3","0.2","mhp_sit_out","","0.2","mhp_idle_normal","1007411","117631","1007411082"
"","","93","","","","","","1007411","1","1007411083"
"1","0","3","0.2","mhp_yuki_pose","","0.2","mhp_yuki_idle","1007411","117631","1007411084"
"1","0","3","0.2","mhp_yuki_pose","","0.2","mhp_yuki_idle","1007411","11","1007411085"
"","0","21","","vo_mhp_5112","","","0","1007411","vo_mhp_1007411","1007411086"
"0","5","11","0","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪","0.5","0","1","1007411","117631","1007411087"
"","","93","","1","","","","1007411","7","1007411088"
"1","0","3","0.2","mhp_yuki_pose_2","","0.2","mhp_yuki_idle_2","1007411","117631","1007411089"
"1","0","3","0.2","mhp_yuki_pose_2","","0.2","mhp_yuki_idle_2","1007411","11","1007411090"
"","","91","","","","","","1007411","1007411087","1007411091"
"","","101","","","","","","1007411","1007411109","1007411092"
"","1","3","0.2","mhp_sit_idle_memory","","","","1007411","117631","1007411093"
"","1","3","0.2","mhp_sit_talk_anger2","","","","1007411","104431","1007411094"
"","0","21","","vo_mhp_5113","","","0","1007411","vo_mhp_1007411","1007411095"
"0","5","11","0","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！","0.5","0","1","1007411","104431","1007411096"
"","","91","","","","","","1007411","0","1007411097"
"","1","3","0.2","mhp_sit_idle_anger2","","","","1007411","104431","1007411098"
"1","0","3","0.2","mhp_sit_out","","0.2","mhp_idle_normal","1007411","117631","1007411099"
"","","93","","","","","","1007411","1","1007411100"
"1","0","3","0.2","mhp_yuki_pose","","0.2","mhp_yuki_idle","1007411","117631","1007411101"
"1","0","3","0.2","mhp_yuki_pose","","0.2","mhp_yuki_idle","1007411","11","1007411102"
"","0","21","","vo_mhp_5114","","","0","1007411","vo_mhp_1007411","1007411103"
"0","5","11","0","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪","0.5","0","1","1007411","117631","1007411104"
"","","93","","1","","","","1007411","3.5","1007411105"
"1","0","3","0.2","mhp_yuki_pose_2","","0.2","mhp_yuki_idle_2","1007411","117631","1007411106"
"1","0","3","0.2","mhp_yuki_pose_2","","0.2","mhp_yuki_idle_2","1007411","11","1007411107"
"","","91","","","","","","1007411","1007411104","1007411108"
"","","91","","","","","","1007411","0","1007411109"
"1","0","3","0","mhp_sit_in","","0.2","mhp_sit_idle","1007411","117631","1007411110"
"","1","3","0","NoItem","","","","1007411","11","1007411111"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007411","104431","1007411112"
"","0","21","","vo_mhp_5115","","","0","1007411","vo_mhp_1007411","1007411113"
"0","6","11","0","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？","0.5","0","1","1007411","104431","1007411114"
"","","91","","","","","","1007411","0","1007411115"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007411","104431","1007411116"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007411","117531","1007411117"
"","0","21","","vo_mhp_5116","","","0","1007411","vo_mhp_1007411","1007411118"
"0","6","11","","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪","0.5","0","1","1007411","117531","1007411119"
"","","91","","","","","","1007411","0","1007411120"
