308c43a8a165f3137153a848be7b8941eeb8145e95b098dea6770a6042b3ff64,3a80388225faa2ff302df5cd0fd28df75c26a7ea227edda15aeb2edc46d407eb,28f86dd323e1b461cececc8e514767868a7ebde0bfebaa774525499c02fa957d,cbc13735882a5e988bd5b562a6f6d8c6e400d3441a556cc3601dde4c586293ef,b0eedee0c476f617cc94643ac0d9e79896d05a6753cb8ec2efda70916da828bd,2ddf799162362319ae8b4385b92b83f1c7f1f0cf38454c9fafc9e10e5fbb7212,39bfb38aa4af62aa079912ef1f83202899e55904c910832a55f91c0d7fb08149,515413750217f31fe4af9dc6bdf27103ed043fab58497b4e11300ac96db3fa47,d5d6d2e08723e3e039a7138d452e35f481dec1a6ae7133665043e9b46c1bb250,b02b6cc6bb1a87f77aa6e1958c68112ef26d326871ddbbfc01ccafdd6cbc9e35,d0cadd7e79837914ffe6a044a2e30c3abfca6bce578917ecc4d71be9d6f0f6a5,f8fb57033e5271448d5430be1a3be7affa72090955c056c4ce496b6b53b27375,cb0170948f23cf3f299b932a130315c9446ef4ca130919559c9bfc993f74e8b3,8e80a64a109a47ddbb8b865b466bd46c6909aa026b1724984824d92588631c1d,812910451d06d5dde38bd6ea51b1f45ab59197c8409a935107586ff13e8986d4,570cbfd965e4889137123b5f4bfdfa2c24d6ba02cd874dad972444d79d984588,aebc74b7146ddf6969ae5f6d2798570f0e03864eef0945cb3d2b47e0d8a65a8a,712492409d752c7b74e3b0363612acb224d50aa485f6c3239ef9162a2b2d4881,6549a082a973989ffcca553b01385f0f9c307e7fbf1959c3a0d7affc852f305e,398f5ab73999dbd144a42224c7ea824d1d2bdfd79feff8fa0cd7df5fc22b4991,a1498cec31331c2400d2a95fdfe34a0b77161e4109778e16b88deece5dabaee8
"","26","3","0","100","0","","1","1","46","1","0","0","3000","0","99","0","1","3","0","302601102"
"","1","3","18","1","0","","1","11","10","0","0","8","3000","0","99","0","1","3","0","302601103"
"","1","3","18","1","0","","1","31","10","0","0","8","3000","0","99","0","1","3","0","302601104"
"","1500","3","0","0","0","","1","2","7","0","0","0","3000","0","1","0","1","1","0","302601201"
"","40","4","0.0004","50","0","","1","1","1","0","0.4","3.5","150","0","3","0","1","2","0","302601202"
"","0","4","0","0","0","","1","7","8","0","0","2","150","0","3","0","1","2","0","302601203"
"","1500","3","0","0","0","","1","2","7","0","0","0","3000","0","1","0","1","1","0","302601301"
"","40","4","0.0004","100","0","","1","1","1","0","0.4","3.5","150","0","3","0","1","2","0","302601302"
"","30","4","0","0","0","","1","2","16","0","0","0","150","0","3","0","1","2","0","302601303"
"","-850","7","1","0","0","","2","0","55","0","0","0","3000","2","1","0","1","1","0","302601304"
"","-850","7","2","0","0","","2","0","55","0","0","0","3000","2","1","0","1","1","0","302601305"
"","150","7","0","0","0","","2","1","16","0","0","0","0","0","1","0","1","1","0","302601401"
"","1.5","7","0","0","0","","2","2","8","0","0","12","0","0","1","0","1","1","0","302601402"
"","20","3","0.0004","50","0","","1","1","1","0","0.2","1.5","3000","0","99","0","1","3","0","302601403"
"","40","3","0.0008","50","0","","1","1","1","0","0.4","3.5","3000","0","1","0","1","3","0","302601501"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302601601"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302601602"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302601603"
"","100","7","0","0","0","","2","9","17","0","0","20","0","0","1","0","1","1","0","302601701"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302601702"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302601703"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302601801"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302601802"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302601803"
"","100","7","0","0","0","","2","9","17","0","0","20","0","0","1","0","1","1","0","302601901"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302601902"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302601903"
"","21","3","0","100","0","","1","1","46","1","0","0","3000","0","99","0","1","3","0","302602101"
"","33","3","0","100","0","","1","1","46","1","0","0","3000","0","99","0","1","3","0","302602102"
"","1","3","18","1","0","","1","11","10","0","0","8","3000","0","99","0","1","3","0","302602103"
"","1","3","18","1","0","","1","31","10","0","0","8","3000","0","99","0","1","3","0","302602104"
"","1500","3","0","0","0","","1","2","7","0","0","0","3000","0","1","0","1","1","0","302602201"
"","40","4","0.0004","80","0","","1","1","1","0","0.4","3.5","150","0","3","0","1","2","0","302602202"
"","0","4","0","0","0","","1","7","8","0","0","3","150","0","3","0","1","2","0","302602203"
"","1500","3","0","0","0","","1","2","7","0","0","0","3000","0","1","0","1","1","0","302602301"
"","40","4","0.0004","100","0","","1","1","1","0","0.4","3.5","150","0","3","0","1","2","0","302602302"
"","40","4","0","0","0","","1","2","16","0","0","0","150","0","3","0","1","2","0","302602303"
"","-850","7","1","0","0","","2","0","55","0","0","0","3000","2","1","0","1","1","0","302602304"
"","-850","7","2","0","0","","2","0","55","0","0","0","3000","2","1","0","1","1","0","302602305"
"","250","7","0","0","0","","2","1","16","0","0","0","0","0","1","0","1","1","0","302602401"
"","1.5","7","0","0","0","","2","2","8","0","0","12","0","0","1","0","1","1","0","302602402"
"","20","3","0.0004","80","0","","1","1","1","0","0.2","1.5","3000","0","99","0","1","3","0","302602403"
"","40","3","0.0008","100","0","","1","1","1","0","0.4","3.5","3000","0","1","0","1","3","0","302602501"
"","0.4","3","0","0","0","","1","1","83","0","0","17","3000","0","99","0","1","3","0","302602601"
"","1","3","1","0","0","","1","0","35","0","153","17","3000","0","99","0","1","3","0","302602602"
"","1","3","17","0","0","","1","181","10","1","50","0","3000","0","99","0","1","3","0","302602603"
"","1","3","17","0","0","","1","191","10","1","50","0","3000","0","99","0","1","3","0","302602604"
"","1","3","1","0","0","","1","0","35","0","181","17","3000","0","99","0","1","3","0","302602605"
"","1","3","1","0","0","","1","0","35","0","182","17","3000","0","99","0","1","3","0","302602606"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302602701"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302602702"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302602703"
"","100","7","0","0","0","","2","9","17","0","0","20","0","0","1","0","1","1","0","302602801"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302602802"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302602803"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302602901"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302602902"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302602903"
"","100","7","0","0","0","","2","9","17","0","0","20","0","0","1","0","1","1","0","302612001"
"","1","7","0","0","0","","2","21","10","2","1","1","0","0","1","0","1","1","0","302612002"
"","1","7","0","0","0","","2","41","10","2","1","1","0","0","1","0","1","1","0","302612003"
"","0.5","3","0","0","0","全体に魔法DM","1","2","1","0","1.2","1.52","3000","0","99","0","1","1","0","302700101"
"","1","3","6","0","0","物理防御DOWN","1","21","10","1","11","4.5","3000","0","99","0","1","1","0","302700102"
"","0.5","3","0","0","0","前方範囲内に物理DM","1","1","1","0","0.8","1.52","200","0","99","0","1","1","0","302700201"
"","0","1","0","0","0","スタン","1","7","8","0","0","6","200","0","99","0","1","1","0","302700202"
"","5","3","0","0","0","全体小物理ダメージ","1","1","1","0","0.5","0.55","3000","0","99","0","1","1","0","302700301"
"","70","3","0.1","0","0","","1","1","1","0","2","0.5","300","0","99","0","2","2","0","302700401"
"","100","7","0","0","0","","2","3","17","0","0","50","0","0","1","0","2","1","0","302700501"
"","180","1","0","0","0","","2","1","22","30270002","0","0","0","0","1","0","2","1","0","302700502"
"","180","1","0","0","0","","2","2","22","3027001","0","0","0","0","1","0","2","1","0","302700503"
"","30","7","0","0","0","","2","2","22","3027001","0","0","0","0","1","0","2","1","0","302700601"
"","0","3","0","100","0","","1","2","1","0","1.5","8.5","3000","0","99","0","1","3","99999","302701101"
"","2","7","90","1","0","","2","30","10","1","40","0","0","0","1","0","1","1","0","302701102"
"","0","3","0","0","0","","1","4","7","0","0","0","3000","0","1","0","1","3","0","302701201"
"","90","3","0.00315","50","0","","1","1","1","0","18","12.25","150","0","99","0","1","2","0","302701202"
"","20","3","0.0007","50","0","","1","1","1","0","4","5.25","3000","0","99","0","1","3","0","302701301"
"","0.5","3","0","0","0","","1","1","8","0","0","12","3000","0","99","0","1","3","0","302701302"
"","60","3","0.0042","50","0","","1","1","1","0","12","12.25","3000","0","1","0","1","3","0","302701401"
"","0","3","0","100","0","","1","2","1","0","1.5","8.5","3000","0","99","0","1","3","99999","302702101"
"","2","7","90","1","0","","2","30","10","1","40","0","0","0","1","0","1","1","0","302702102"
"","0","3","0","0","0","","1","4","7","0","0","0","3000","0","1","0","1","3","0","302702201"
"","90","3","0.00315","50","0","","1","1","1","0","18","12.25","150","0","99","0","1","2","0","302702202"
"","20","3","0.0007","50","0","","1","1","1","0","4","5.25","3000","0","99","0","1","3","0","302702301"
"","0.5","3","0","0","0","","1","1","8","0","0","12","3000","0","99","0","1","3","0","302702302"
"","90","7","0","1","0","","2","1","14","30270202","0","0","0","0","1","0","1","1","0","302702401"
"","0","7","0","0","0","","2","3","14","30270201","0","0","0","0","1","0","1","1","0","302702402"
"","2","7","90","0","0","","2","30","10","1","80","0","0","0","1","0","1","1","0","302702403"
"","2","7","0","0","0","","2","2","8","0","0","90","0","0","1","0","1","1","0","302702404"
"","0","3","0","0","0","","1","4","7","0","0","0","3000","0","1","0","1","3","0","302702501"
"","90","3","0.00315","50","0","","1","2","1","0","18","12.25","150","0","99","0","1","2","0","302702502"
"","20","3","0.0007","50","0","","1","2","1","0","4","5.25","3000","0","99","0","1","3","0","302702601"
"","0.5","3","0","0","0","","1","1","8","0","0","12","3000","0","99","0","1","3","0","302702602"
"","60","3","0.0042","50","0","","1","1","1","0","12","12.25","3000","0","1","0","1","3","0","302702701"
"","60","3","0.0042","50","0","","1","2","1","0","12","12.25","3000","0","1","0","1","3","0","302702801"
"","0","3","0","100","0","","1","2","1","0","1.5","8.5","3000","0","99","0","1","3","99999","302703101"
"","2","7","90","1","0","","2","30","10","1","40","0","0","0","1","0","1","1","0","302703102"
"","100","3","0","0","0","","1","10","49","0","0","1","3000","0","99","0","1","1","0","302703103"
"","0","3","0","0","0","","1","4","7","0","0","0","3000","0","1","0","1","3","0","302703201"
"","90","3","0.00315","80","0","","1","1","1","0","18","12.25","150","0","99","0","1","2","0","302703202"
"","20","3","0.0007","80","0","","1","1","1","0","4","5.25","3000","0","99","0","1","3","0","302703301"
"","0.5","3","0","0","0","","1","1","83","0","0","18","3000","0","99","0","1","3","0","302703302"
"","1","3","1","0","0","","1","0","35","0","153","18","3000","0","99","0","1","3","0","302703303"
"","90","7","0","1","0","","2","1","14","30270302","0","0","0","0","1","0","1","1","0","302703401"
"","0","7","0","0","0","","2","3","14","30270301","0","0","0","0","1","0","1","1","0","302703402"
"","2","7","90","0","0","","2","30","10","1","80","0","0","0","1","0","1","1","0","302703403"
"","2","7","0","0","0","","2","2","8","0","0","90","0","0","1","0","1","1","0","302703404"
"","0","3","0","0","0","","1","4","7","0","0","0","3000","0","1","0","1","3","0","302703501"
"","90","3","0.00315","80","0","","1","2","1","0","18","12.25","150","0","99","0","1","2","0","302703502"
"","20","3","0.0007","80","0","","1","2","1","0","4","5.25","3000","0","99","0","1","3","0","302703601"
"","0.5","3","0","0","0","","1","1","83","0","0","18","3000","0","99","0","1","3","0","302703602"
"","1","3","1","0","0","","1","0","35","0","153","18","3000","0","99","0","1","3","0","302703603"
"","60","3","0.0042","80","0","","1","1","1","0","60","12.25","3000","0","1","0","1","3","0","302703701"
"","60","3","0.0042","80","0","","1","2","1","0","12","12.25","3000","0","1","0","1","3","0","302703801"
"","25","3","0","0","0","","1","1","46","1","0","0","3000","0","99","0","1","1","0","302800101"
"","1","3","0","0","0","対象の状態を判定","1","950","23","302800103","2","0","3000","0","99","0","1","1","0","302800102"
"","15","3","0.08","0","0","判定○なら火傷付与","1","2","9","0","2.4","1.5","3000","0","99","0","1","1","0","302800103"
"","10","3","0","0","0","単体にダメージ","1","1","1","0","0.5","1.2","3000","0","1","0","1","1","0","302800201"
"","1","3","0","0","0","対象の状態を判定","1","500","23","302800203","2","0","3000","0","1","0","1","1","0","302800202"
"","20","3","0","0","0","判定○なら追加ダメージ","1","1","1","0","0.8","1.5","3000","0","1","0","1","1","0","302800203"
"","10","3","0","0","0","3体に小ダメージ","1","1","1","0","0.8","0.5","3000","0","3","0","1","1","0","302800301"
"","1","3","0","0","0","対象の状態を判定","1","500","23","302800303","2","0","3000","0","3","0","1","1","0","302800302"
"","5","3","0","0","0","3体に小ダメージ","1","1","1","0","1.3","0.4","3000","0","3","0","1","1","0","302800303"
"","100","7","0","0","0","","2","3","17","0","0","50","0","0","1","0","2","1","0","302800401"
"","180","1","0","0","0","","2","1","22","30280002","0","0","0","0","1","0","2","1","0","302800402"
"","180","1","0","0","0","","2","2","22","3028001","0","0","0","0","1","0","2","1","0","302800403"
"","85","3","0.1","0","0","","1","1","1","0","2","0.5","3000","0","99","0","2","3","0","302800501"
"","30","7","0","0","0","","2","2","22","3028001","0","0","0","0","1","0","2","1","0","302800601"
"","40","3","0.0006","100","0","","1","1","1","0","0.4","1.5","3000","0","99","0","1","3","0","302801101"
"","1","3","0","302801104","0","","1","970","23","302801103","2","0","3000","0","99","0","1","3","0","302801102"
"","15","3","0","100","0","","1","2","9","0","1","9.5","3000","0","99","0","1","3","0","302801103"
"","15","3","0","100","0","","1","2","9","0","1","4.5","3000","0","99","0","1","3","0","302801104"
"","120","3","0.0012","50","0","","1","1","1","0","1.2","3.5","3000","0","1","0","1","1","0","302801201"
"","1","3","0","0","0","","1","500","23","302801203","2","0","3000","0","1","0","1","1","0","302801202"
"","7500","3","0","100","0","","1","1","1","0","0","0","3000","0","1","0","1","1","99999","302801203"
"","60","3","0.0006","50","0","","1","1","1","0","0.6","3.5","650","0","99","0","1","1","0","302801301"
"","1","3","0","0","0","","1","500","23","302801303","2","0","650","0","99","0","1","1","0","302801302"
"","5000","3","0","100","0","","1","1","1","0","0","0","650","0","99","0","1","1","99999","302801303"
"","90","3","0.0018","50","0","","1","1","1","0","0.9","3.5","3000","0","1","0","1","1","0","302801401"
"","100","7","0","0","0","","2","9","17","0","0","20","0","0","1","0","1","1","0","302801601"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302801602"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302801603"
"","100","7","0","0","0","","2","9","17","0","0","15","0","0","1","0","1","1","0","302801701"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302801702"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302801703"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302801801"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302801802"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302801803"
"","40","3","0.0006","100","0","","1","1","1","0","0.4","1.5","3000","0","99","0","1","3","0","302802101"
"","1","3","0","302802104","0","","1","970","23","302802103","2","0","3000","0","99","0","1","3","0","302802102"
"","15","3","0","100","0","","1","2","9","0","1","9.5","3000","0","99","0","1","3","0","302802103"
"","15","3","0","100","0","","1","2","9","0","1","4.5","3000","0","99","0","1","3","0","302802104"
"","120","3","0.0012","50","0","","1","1","1","0","1.2","3.5","3000","0","1","0","1","1","0","302802201"
"","1","3","0","0","0","","1","500","23","302802203","2","0","3000","0","1","0","1","1","0","302802202"
"","15000","3","0","100","0","","1","1","1","0","0","0","3000","0","1","0","1","1","99999","302802203"
"","60","3","0.0006","50","0","","1","1","1","0","0.6","3.5","650","0","99","0","1","1","0","302802301"
"","1","3","0","0","0","","1","500","23","302802303","2","0","650","0","99","0","1","1","0","302802302"
"","10000","3","0","100","0","","1","1","1","0","0","0","650","0","99","0","1","1","99999","302802303"
"","20","3","0","100","0","","1","1","46","2","0","0","3000","0","99","0","1","3","0","302802401"
"","1","3","0","302802404","0","","1","970","23","302802403","2","0","3000","0","99","0","1","3","0","302802402"
"","0","3","0","0","0","","1","7","8","0","0","4","3000","0","99","0","1","3","0","302802403"
"","0","3","0","0","0","","1","7","8","0","0","1","3000","0","99","0","1","3","0","302802404"
"","200","3","0.004","50","0","","1","1","1","0","2","3.5","3000","0","1","0","1","1","0","302802501"
"","100","7","0","0","0","","2","9","17","0","0","20","0","0","1","0","1","1","0","302802701"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302802702"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302802703"
"","100","7","0","0","0","","2","9","17","0","0","15","0","0","1","0","1","1","0","302802801"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302802802"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302802803"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302802901"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302802902"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302802903"
"","40","3","0.0006","100","0","","1","1","1","0","0.4","1.5","3000","0","99","0","1","3","0","302803101"
"","1","3","0","302803104","0","","1","960","23","302803103","2","0","3000","0","99","0","1","3","0","302803102"
"","15","3","0","100","0","","1","2","9","0","1","9.5","3000","0","99","0","1","3","0","302803103"
"","15","3","0","100","0","","1","2","9","0","1","4.5","3000","0","99","0","1","3","0","302803104"
"","120","3","0.0012","50","0","","1","1","1","0","1.2","3.5","3000","0","1","0","1","1","0","302803201"
"","1","3","0","0","0","","1","500","23","302803203","2","0","3000","0","1","0","1","1","0","302803202"
"","50000","3","0","100","0","","1","1","1","0","0","0","3000","0","1","0","1","1","99999","302803203"
"","60","3","0.0006","100","0","","1","1","1","0","0.6","3.5","650","0","99","0","1","1","0","302803301"
"","1","3","0","0","0","","1","500","23","302803303","2","0","650","0","99","0","1","1","0","302803302"
"","30000","3","0","100","0","","1","1","1","0","0","0","650","0","99","0","1","1","99999","302803303"
"","20","3","0","100","0","","1","1","46","2","0","0","3000","0","99","0","1","3","0","302803401"
"","1","3","0","302803404","0","","1","960","23","302803403","2","0","3000","0","99","0","1","3","0","302803402"
"","0","3","0","0","0","","1","7","8","0","0","4","3000","0","99","0","1","3","0","302803403"
"","0","3","0","0","0","","1","7","8","0","0","1","3000","0","99","0","1","3","0","302803404"
"","200","3","0.004","50","0","","1","1","1","0","2","3.5","3000","0","1","0","1","1","0","302803501"
"","0","3","0","0","2","","1","302803602","93","0","0","0","3000","0","1","0","1","3","0","302803601"
"","40","3","0.0004","100","2","","1","4","36","0","0.4","3.5","3000","20.5","1","0","1","2","300","302803602"
"","100","7","0","0","0","","2","9","17","0","0","20","0","0","1","0","1","1","0","302803801"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302803802"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302803803"
"","100","7","0","0","0","","2","9","17","0","0","15","0","0","1","0","1","1","0","302803901"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302803902"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302803903"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302813001"
"","1","7","0","0","0","","2","21","10","2","0","1","0","0","1","0","1","1","0","302813002"
"","1","7","0","0","0","","2","41","10","2","0","1","0","0","1","0","1","1","0","302813003"
"","25","3","0","0","0","","1","2","1","0","12","2.5","2160","0","99","0","1","1","0","302900101"
"","1","3","0","0","0","対象の状態を判定","1","980","23","302900103","2","0","2160","0","99","0","1","1","0","302900102"
"","300","3","0","0","0","","1","3","3","0","0","500","2160","0","99","0","1","1","1","302900103"
"","1","3","0","0","0","対象の状態を判定","1","940","23","302900105","2","0","2160","0","99","0","1","1","0","302900104"
"","300","3","0","0","0","","1","3","3","0","0","500","2160","0","99","0","1","1","1","302900105"
"","0","1","0","0","0","","1","7","8","0","0","5","100","0","99","0","1","1","0","302900106"
"","100","3","0","0","0","バフ打消し","1","1","49","0","0","0","2160","0","99","0","1","3","0","302900201"
"","30","7","0","0","0","","2","1","16","0","0","0","-1","0","1","0","1","2","0","302900202"
"","100","7","0","0","0","デバフ打消し","2","2","49","0","0","0","2160","0","99","0","1","3","0","302900203"
"","25","3","0","0","0","","1","1","1","0","8","2","2160","0","3","0","1","3","0","302900301"
"","70","3","0.1","0","0","","1","1","1","0","2","0.5","300","0","99","0","2","2","0","302900401"
"","70","3","0.1","0","0","","1","1","1","0","2","0.5","300","0","99","0","2","2","0","302900501"
"","70","3","0.1","0","0","","1","1","1","0","2","0.5","300","0","99","0","2","2","0","302900601"
"","60","3","0.0009","100","0","","1","2","1","2","0.6","1.5","3000","0","99","0","1","3","0","302901101"
"","200","3","0","0","0","","1","3","3","0","0","500","3000","0","99","0","1","3","0","302901102"
"","1","3","0","0","0","","1","980","23","302901104","2","0","3000","0","2","0","1","9","0","302901103"
"","1000","3","0","0","0","","1","3","3","0","0","1000","3000","0","2","0","1","9","0","302901104"
"","1","7","18","0","0","","2","20","10","1","0","0.06","-1","0","1","0","1","1","0","302901201"
"","1","7","18","0","0","","2","40","10","1","0","0.06","-1","0","1","0","1","1","0","302901202"
"","20","7","0","0","0","","2","1","16","0","0","0","3000","0","1","0","1","3","0","302901203"
"","1","3","22","0","0","","1","21","10","1","0","0.06","3000","0","99","0","1","3","0","302901204"
"","1","3","22","0","0","","1","41","10","1","0","0.06","3000","0","99","0","1","3","0","302901205"
"","60","3","0.0006","50","0","","1","1","1","0","0.6","2.5","3000","0","3","0","1","3","0","302901301"
"","60","3","0.0012","50","0","","1","1","1","0","0.6","3.5","3000","0","1","0","1","3","0","302901401"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302901501"
"","1","7","0","0","0","","2","21","10","2","1","0.1","0","0","1","0","1","1","0","302901502"
"","1","7","0","0","0","","2","41","10","2","1","0.1","0","0","1","0","1","1","0","302901503"
"","100","7","0","0","0","","2","9","17","0","0","25","0","0","1","0","1","1","0","302901601"
"","1","7","0","0","0","","2","21","10","2","1","0.1","0","0","1","0","1","1","0","302901602"
"","1","7","0","0","0","","2","41","10","2","1","0.1","0","0","1","0","1","1","0","302901603"
"","100","7","0","0","0","","2","7","17","0","0","90","0","0","1","0","1","3","0","302901701"
"","100000","7","0","0","0","","2","3","73","0","0","90","0","850000","1","0","1","3","0","302901702"
"","1","7","90","0","0","","2","1020","10","0","0","1","0","0","1","0","1","3","1","302901703"
"","1","7","90","0","0","","2","1040","10","0","0","1","0","0","1","0","1","3","1","302901704"
"","60","3","0.0009","100","0","","1","2","1","2","0.6","1.5","3000","0","99","0","1","3","0","302902101"
"","200","3","0","0","0","","1","3","3","0","0","500","3000","0","99","0","1","3","0","302902102"
"","1","3","0","0","0","","1","980","23","302902104","2","0","3000","0","2","0","1","9","0","302902103"
"","1000","3","0","0","0","","1","3","3","0","0","1000","3000","0","2","0","1","9","0","302902104"
"","1","7","18","0","0","","2","20","10","1","0","0.06","-1","0","1","0","1","1","0","302902201"
"","1","7","18","0","0","","2","40","10","1","0","0.06","-1","0","1","0","1","1","0","302902202"
"","20","7","0","0","0","","2","1","16","0","0","0","3000","0","1","0","1","3","0","302902203"
"","1","3","22","0","0","","1","21","10","1","0","0.06","3000","0","99","0","1","3","0","302902204"
"","1","3","22","0","0","","1","41","10","1","0","0.06","3000","0","99","0","1","3","0","302902205"
"","60","3","0.0006","50","0","","1","1","1","0","0.6","2.5","3000","0","3","0","1","3","0","302902301"
"","60","3","0.0012","50","0","","1","1","1","0","0.6","3.5","3000","0","1","0","1","3","0","302902401"
"","100","0","0","0","0","","1","7","17","0","0","90","0","0","0","0","1","1","0","302902501"
"","0","7","0","1","0","","2","2","15","401701311","0","0","250","1","1","0","2","1","-800","302902502"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302902601"
"","1","7","0","0","0","","2","21","10","2","1","0.1","0","0","1","0","1","1","0","302902602"
"","1","7","0","0","0","","2","41","10","2","1","0.1","0","0","1","0","1","1","0","302902603"
"","100","7","0","0","0","","2","9","17","0","0","25","0","0","1","0","1","1","0","302902701"
"","1","7","0","0","0","","2","21","10","2","1","0.1","0","0","1","0","1","1","0","302902702"
"","1","7","0","0","0","","2","41","10","2","1","0.1","0","0","1","0","1","1","0","302902703"
"","100","7","0","0","0","","2","7","17","0","0","90","0","0","1","0","1","3","0","302902801"
"","100000","7","0","0","0","","2","3","73","0","0","90","0","850000","1","0","1","3","0","302902802"
"","1","7","90","0","0","","2","1020","10","0","0","1","0","0","1","0","1","3","1","302902803"
"","1","7","90","0","0","","2","1040","10","0","0","1","0","0","1","0","1","3","1","302902804"
"","60","3","0.0009","100","0","","1","2","1","2","0.6","1.5","3000","0","99","0","1","3","0","302903101"
"","200","3","0","0","0","","1","3","3","0","0","500","3000","0","99","0","1","3","0","302903102"
"","1","3","0","0","0","","1","980","23","302903104","2","0","3000","0","2","0","1","9","0","302903103"
"","1000","3","0","0","0","","1","3","3","0","0","1000","3000","0","2","0","1","9","0","302903104"
"","1","7","18","0","0","","2","20","10","1","0","0.06","-1","0","1","0","1","1","0","302903201"
"","1","7","18","0","0","","2","40","10","1","0","0.06","-1","0","1","0","1","1","0","302903202"
"","20","7","0","0","0","","2","1","16","0","0","0","3000","0","1","0","1","3","0","302903203"
"","1","3","22","0","0","","1","21","10","1","0","0.06","3000","0","99","0","1","3","0","302903204"
"","1","3","22","0","0","","1","41","10","1","0","0.06","3000","0","99","0","1","3","0","302903205"
"","60","3","0.0006","50","0","","1","1","1","0","0.6","2.5","3000","0","3","0","1","3","0","302903301"
"","60","3","0.0012","50","0","","1","1","1","0","0.6","3.5","3000","0","1","0","1","3","0","302903401"
"","100","0","0","0","0","","1","7","17","0","0","90","0","0","0","0","1","1","0","302903501"
"","0","7","0","1","0","","2","2","15","401701711","0","0","250","1","1","0","2","1","-800","302903502"
"","100","7","0","0","0","","2","9","17","0","0","10","0","0","1","0","1","1","0","302903601"
"","1","7","0","0","0","","2","21","10","2","1","0.1","0","0","1","0","1","1","0","302903602"
"","1","7","0","0","0","","2","41","10","2","1","0.1","0","0","1","0","1","1","0","302903603"
"","100","7","0","0","0","","2","9","17","0","0","25","0","0","1","0","1","1","0","302903701"
"","1","7","0","0","0","","2","21","10","2","1","0.1","0","0","1","0","1","1","0","302903702"
"","1","7","0","0","0","","2","41","10","2","1","0.1","0","0","1","0","1","1","0","302903703"
"","100","7","0","0","0","","2","7","17","0","0","90","0","0","1","0","1","3","0","302903801"
"","100000","7","0","0","0","","2","3","73","0","0","90","0","850000","1","0","1","3","0","302903802"
"","1","7","90","0","0","","2","1020","10","0","0","1","0","0","1","0","1","3","1","302903803"
"","1","7","90","0","0","","2","1040","10","0","0","1","0","0","1","0","1","3","1","302903804"
"","60","3","0.0009","100","0","","1","2","1","2","0.6","1.5","3000","0","99","0","1","3","0","302904101"
