b62607b719af3d517c24668833ad95c73a4657d4a2bf75b79664b2c710c6ab0d,d8a1bab191ad7439f9c6966372ca545e4bb3d86fd4d2fbb22d9575aaf16ced2f,4c64a4ab1231ca47cdf4fe2e41cbccf0117ec805059c71ded86813f4f87a1c30,bc97aad522f00964ef0cb22c3ed08e0dd23c45fa204d5490a1bff69e95107a32,6998430daada3b5d0e88895f4f79d5f60f647585050806cf4759899b2369fc9b,f0bf940c24ae4e7cc175bd191ec40ad68c984728c858241cb4e693dd5a8682b6,27bd6511af186ac4c7554456073793039cb235d0f29c98172c3d57f6d0da6e45,4037fa8070173ed40cd7fba2d3745bfb0fc885ecd8347756b185cec6e5fb4b97,8770015600b51d7104bb27dff7e99ef672e6e93d097eab87b5288ce0eed49178,ebaf71670ee26df83809cd51a20ec828610bafd403878492f48fb36779d6ea1a,74f71984949d5e144f7dfa0301740c2e06a0d031c9113161de06d313820052fc,18669c58056cc8c261eca8d448fd5a21dbe44d7702c3b13d9e615add144fc357,ea443c98f1a1facb3477e689fb5b550b20bffef1793ca148ddf1cb52265eba77
"10個以上〇だね♪\nヒデサイのおかげで\nうちも、ちょっち\n頭よくなったかな？","3001","2","2","2","0","14","vo_minigame_1012_result_2068","0","10","2","1","22300132"
"けっこー解けたよね？\nやっぱ〇増えると\nバイブス上がる～","3001","2","2","10","2.28","14","vo_minigame_1012_result_2069","0","10","2","1","22300133"
"ベンキョーってあれだね\nわかった気すると\nまあまあたのしーかも！","3001","2","2","2","0","14","vo_minigame_1012_result_2070","0","10","2","2","22300134"
"10個以上解けてる！？\nけっこーいいペースだよね？\nいい調子、いい調子～","3001","2","2","6","2.1","14","vo_minigame_1012_result_2071","0","10","2","2","22300135"
"けっこー解けてる！\nムズい問題もヒデサイと\n一緒なら怖くないね♪","3001","2","3","2","2.13","14","vo_minigame_1012_result_2072","0","10","2","2","22300136"
"おにムズ問題でも教えるの\n超やさしーし、マジ感謝！\n一緒にがんばろーね♪","3001","2","7","7","0","14","vo_minigame_1012_result_2073","0","10","2","3","22300137"
"おにムズなのに\n〇けっこーあるし\nヒデサイすごくない？","3001","2","6","6","0","14","vo_minigame_1012_result_2074","0","10","2","3","22300138"
"おにムズでこのペースは\nすごいんじゃ…？\nうちもがんばってついてくね！","3001","2","5","6","4.21","14","vo_minigame_1012_result_2075","0","10","2","3","22300139"
"悪くないよね？\nでもでも\nヒデサイとうちなら\nもっとできる気する！","3001","2","3","0","1.94","9","vo_minigame_1012_result_2078","0","5","2","1","22300146"
"もっと〇ほしーね…\n地道にやるしか\nないっぽいし\nもっかい教えてくれる？","3001","2","0","4","2.28","9","vo_minigame_1012_result_2079","0","5","2","1","22300147"
"ベンキョーしたけど\nわかんないとこばっか…\nヒデサイセンセー、助けて～","3001","2","4","4","0","9","vo_minigame_1012_result_2080","0","5","2","1","22300148"
"やっぱムズかったね…\nでも次はもうちょい\nできそーな気がするよ！","3001","2","3","4","2.67","9","vo_minigame_1012_result_2081","0","5","2","2","22300149"
"問題ムズいし、この点数は\nありよりのありっしょ？\nえ、もっとできた感じ？","3001","2","6","10","4.68","9","vo_minigame_1012_result_2082","0","5","2","2","22300150"
"どこ間違ったんだろ？\nうちさっぱりだった…\nやっぱムズいだけあるね","3001","2","9","9","0","9","vo_minigame_1012_result_2083","0","5","2","2","22300151"
"激ムズだけど\nやることは一緒だよね？\nうちもヒデサイについてくから\nコツコツがんばろ！","3001","2","3","0","3.55","9","vo_minigame_1012_result_2084","0","5","2","3","22300152"
"やっぱおにムズだね…\nそだ、迷ったら\nヒント使うのも\nありよりのあり？","3001","2","6","4","2.51","9","vo_minigame_1012_result_2085","0","5","2","3","22300153"
"やっぱテストって\nなんとなくじゃ無理？\n覚えるしかないの？\nじゃあがんばるしかないね…","3001","2","5","9","6.15","9","vo_minigame_1012_result_2086","0","5","2","3","22300154"
"できたと思ったけど\nそーじゃなかった系？\nテストってマジきびしー…","3001","2","9","4","4.12","4","vo_minigame_1012_result_2087","6","1","2","1","22300155"
"うーん…さっぱり！\nでも簡単な問題なんだよね…？\nもっかいやってみる？","3001","2","4","4","0.01","4","vo_minigame_1012_result_2088","6","1","2","1","22300156"
"うちらまだまだ\nベンキョーちうだし…\nこれからだよねっ？\nね、ヒデサイ！","3001","2","3","0","5.28","4","vo_minigame_1012_result_2089","0","1","2","1","22300157"
"ちょっとずつ覚えれば\nおーけーっしょ！\nうちと一緒に\nベンキョーだね！","3001","2","3","0","2.89","4","vo_minigame_1012_result_2090","0","1","2","2","22300158"
"うちベンキョー苦手でも\nヒデサイとベンキョー\nするのは好き！　だから\nもっかい教えてくれる？","3001","2","7","0","5.45","4","vo_minigame_1012_result_2091","0","1","2","2","22300159"
"覚えても、すぐ忘れるんだけど\nどしたらいい？\nあ、そーゆうとき\nフクシューする感じ？","3001","2","10","4","4.29","4","vo_minigame_1012_result_2092","3","1","2","2","22300160"
"ムズ過ぎ！\n頭パンクするかと思った…！\nヒデサイ、うちの頭\nふぅふぅして～","3001","2","8","4","4.64","4","vo_minigame_1012_result_2093","6","1","2","3","22300161"
"おにムズ過ぎてテンサゲ～\nでもヒデサイがんばってるし\nうちもがんばる！","3001","2","5","9","3.14","4","vo_minigame_1012_result_2094","0","1","2","3","22300162"
"ヒデサイと同じ点数で\nちょっち安心したかも\n一緒にがんばろーね！\n置いてっちゃやだよ？","3001","2","4","7","6.59","4","vo_minigame_1012_result_2095","0","1","2","3","22300163"
"…まあ、これより下はないし\n次は大逆転\n点数爆上がりっしょ！","3001","2","3","3","0","0","vo_minigame_1012_result_2096","0","0","2","1","22300164"
"０点じゃん…\nそだ、次はえんぴつ転がして\n選ぶ作戦やってみる？","3001","2","10","9","2.2","0","vo_minigame_1012_result_2097","5","0","2","1","22300165"
"考えるの無理な時あるよね…\nヒデサイもそーゆう\n感じだったの？","3001","2","4","4","0.01","0","vo_minigame_1012_result_2098","6","0","2","1","22300166"
"え、ヒデサイも０点？\nじゃあうちと一緒じゃん♪\nまあ焦んないで\nベンキョーしてこーよ！","3001","2","2","6","2.8","0","vo_minigame_1012_result_2099","3","0","2","2","22300167"
"むむむ～…０点…！\n覚えてもすぐ忘れちゃうし\nベンキョーってマジ大変","3001","2","4","9","3.22","0","vo_minigame_1012_result_2100","6","0","2","2","22300168"
"０点だね…\nでも、へーきへーき\nリベンジしたら、結果オーライ！","3001","2","0","4","2.1","0","vo_minigame_1012_result_2101","11","0","2","2","22300169"
"おやつ休憩して\nリベンジしよっ！\n甘いの食べたら、イケるっしょ！","3001","2","2","0","2.74","0","vo_minigame_1012_result_2102","3","0","2","3","22300170"
"ヒデサイでも\nおにムズな感じ？\nじゃあ、このテスト\n誰も解けなくない？","3001","2","9","6","3","0","vo_minigame_1012_result_2103","9","0","2","3","22300171"
"…あれ？\n０が〇に見えてきた！\nきゃはっ、ちょっち\nやる気出てきたかも！","3001","2","2","10","4.37","0","vo_minigame_1012_result_2104","0","0","2","3","22300172"
"よーし、がんばるぞー","1001","3","0","0","0.01","0","vo_minigame_1012_gamestart_200","10","0","2","0","23100101"
"ベンキョー、\nベンキョー！","1001","3","2","2","0","0","vo_minigame_1012_gamestart_201","0","0","2","0","23100102"
"ヒデサイ、よろ～","1001","3","3","3","0","0","vo_minigame_1012_gamestart_202","0","0","2","0","23100103"
"繰り返しがジューヨーだもんね♪","1002","3","0","0","0.01","-1","vo_minigame_1012_gamestart_203","4","3","2","0","23100201"
"ねねね、もっと教えて～","1002","3","7","7","0","-1","vo_minigame_1012_gamestart_204","0","3","2","0","23100202"
"まずは、こっからだね…！","1003","3","5","5","0","1","vo_minigame_1012_gamestart_205","0","1","2","0","23100301"
"手加減よろ～","1003","3","0","0","0","1","vo_minigame_1012_gamestart_206","0","1","2","0","23100302"
"まあまあムズいらしーよ？","1003","3","6","6","0","2","vo_minigame_1012_gamestart_207","0","2","2","0","23100303"
"おっけー、がんばってみる…！","1003","3","5","5","0","2","vo_minigame_1012_gamestart_208","0","2","2","0","23100304"
"やば、おにムズじゃん…！","1003","3","4","4","0","3","vo_minigame_1012_gamestart_209","0","3","2","0","23100305"
"これ、頭パンクするやつじゃね？","1003","3","10","10","0","3","vo_minigame_1012_gamestart_210","0","3","2","0","23100306"
"おっけー、うちも諦めないよ～","1004","3","3","3","0","0","vo_minigame_1012_gamestart_211","0","0","2","0","23100401"
"もっかいベンキョーだね！","1004","3","2","2","0","0","vo_minigame_1012_gamestart_212","0","0","2","0","23100402"
"キャルっちと\nベンキョーしてたの\n見ちゃった♪","1005","3","3","3","0","0","vo_minigame_1012_gamestart_213","0","0","2","0","23100501"
"キャルっちみたいに、うちもメガネかけよっかな？","1005","3","0","0","0","0","vo_minigame_1012_gamestart_214","0","0","2","0","23100502"
"かもーん！","1101","3","3","3","0","0","vo_minigame_1012_start_200","0","0","2","0","23110101"
"解けるかな？","1101","3","4","4","0","0","vo_minigame_1012_start_201","0","0","2","0","23110102"
"ヒデサイセンセー！","1101","3","2","2","0","0","vo_minigame_1012_start_202","0","0","2","0","23110103"
"まだまだ！","1102","3","5","5","0","0","vo_minigame_1012_start_203","0","0","2","0","23110201"
"取り返そう！","1102","3","0","0","0","0","vo_minigame_1012_start_204","0","0","2","0","23110202"
"集中、集中！","1102","3","5","5","0","0","vo_minigame_1012_start_205","0","0","2","0","23110203"
"これからだね！","1103","3","3","3","0","4","vo_minigame_1012_start_206","0","2","2","0","23110301"
"どんどんいくよー！","1103","3","3","3","0","4","vo_minigame_1012_start_207","0","2","2","0","23110302"
"盛り上がってこー","1103","3","2","2","0","4","vo_minigame_1012_start_208","0","2","2","0","23110303"
"フレッフレッ！","1103","3","2","2","0","7","vo_minigame_1012_start_209","0","5","2","0","23110304"
"あと半分…！","1103","1","5","5","0","7","vo_minigame_1012_start_210","0","5","2","0","23110305"
"後半戦…！","1103","1","5","5","0","7","vo_minigame_1012_start_211","0","5","2","0","23110306"
"そろそろフィニッシュ！","1103","1","0","0","0","10","vo_minigame_1012_start_212","0","8","2","0","23110307"
"あとちょいだよ！","1103","1","2","2","0","10","vo_minigame_1012_start_213","0","8","2","0","23110308"
"もうひと踏ん張り…！","1103","1","5","5","0","10","vo_minigame_1012_start_214","0","8","2","0","23110309"
"正解を選べばいいんだね","1104","3","0","0","0","2","vo_minigame_1012_start_215","0","2","2","0","23110401"
"どれが正解かな～？","1104","3","6","6","0","2","vo_minigame_1012_start_216","0","2","2","0","23110402"
"四択みたいだね！","1104","3","0","0","0","2","vo_minigame_1012_start_217","0","2","2","0","23110403"
"○×クイズだね！","1104","3","3","3","0","1","vo_minigame_1012_start_218","0","1","2","0","23110404"
"〇かな、×かな？","1104","3","6","6","0","1","vo_minigame_1012_start_219","0","1","2","0","23110405"
"どっちだと思う？","1104","3","0","0","0","1","vo_minigame_1012_start_220","0","1","2","0","23110406"
"正解を全部\n選ぶんだね！","1104","3","2","2","0","3","vo_minigame_1012_start_221","0","3","2","0","23110407"
"何個か正解があるみたい","1104","3","0","0","0","3","vo_minigame_1012_start_222","0","3","2","0","23110408"
"正解だけ選ぶらしーよ","1104","3","6","6","0","3","vo_minigame_1012_start_223","0","3","2","0","23110409"
"これ知ってるかも！","1105","3","6","6","0","0","vo_minigame_1012_start_227","0","0","2","0","23110501"
"えーっと、たしか…","1105","3","5","5","0","0","vo_minigame_1012_start_228","0","0","2","0","23110502"
"解いたことあるっけ？","1105","3","10","10","0","0","vo_minigame_1012_start_229","0","0","2","0","23110503"
"ムズいやつだ…！","1106","3","4","4","0","0","vo_minigame_1012_start_224","0","0","2","0","23110601"
"これなんだっけ？","1106","3","10","10","0","0","vo_minigame_1012_start_225","0","0","2","0","23110602"
"見たことあるよね？","1106","3","0","0","0","0","vo_minigame_1012_start_226","0","0","2","0","23110603"
"よし、リーチリーチ！","1107","3","3","3","0","0","vo_minigame_1012_start_230","0","0","2","0","23110701"
"あっとひっとつ～♪","1107","3","2","2","0.01","0","vo_minigame_1012_start_231","4","0","2","0","23110702"
"あれ、\nおにヤバじゃね…？","1108","3","6","6","0","0","vo_minigame_1012_start_232","0","0","2","0","23110801"
"これ、赤点かな…？","1108","3","4","4","0","0","vo_minigame_1012_start_233","0","0","2","0","23110802"
"なるほどー","1201","3","6","6","0","0","vo_minigame_1012_correct_200","0","0","2","0","23120101"
"そーなんだ！","1201","3","2","2","0","0","vo_minigame_1012_correct_201","0","0","2","0","23120102"
"イェーイ！","1201","3","3","3","0.01","0","vo_minigame_1012_correct_202","11","0","2","0","23120103"
"あったりー！","1201","3","3","3","0","0","vo_minigame_1012_correct_203","0","0","2","0","23120104"
"ふむふむ…","1201","3","1","1","0.01","0","vo_minigame_1012_correct_204","2","0","2","0","23120105"
"知らなかった…","1201","3","6","6","0","0","vo_minigame_1012_correct_205","0","0","2","0","23120106"
"バッチリじゃん！","1201","3","3","3","0","0","vo_minigame_1012_correct_206","0","0","2","0","23120107"
"おにはや～","1202","3","6","6","0","3000","vo_minigame_1012_correct_210","0","0","2","0","23120201"
"ちょっち待って！","1202","3","6","6","0","3000","vo_minigame_1012_correct_211","0","0","2","0","23120202"
"もー次！？","1202","3","6","6","0.01","6000","vo_minigame_1012_correct_212","8","3001","2","0","23120203"
"はやくね！？","1202","3","6","6","0.01","6000","vo_minigame_1012_correct_213","8","3001","2","0","23120204"
"やるじゃん！","1202","3","3","3","0","6000","vo_minigame_1012_correct_214","0","3001","2","0","23120205"
"ムズかったね","1202","3","4","4","0","-1","vo_minigame_1012_correct_216","0","13333","2","0","23120206"
"バイブス爆上げ～","1203","3","3","3","0","0","vo_minigame_1012_correct_220","0","0","2","0","23120301"
"よゆーっしょ！","1204","3","3","3","0","0","vo_minigame_1012_correct_224","0","0","2","0","23120401"
"もーバッチリだね！","1204","3","3","3","0","0","vo_minigame_1012_correct_226","0","0","2","0","23120402"
"あたったー！","1205","3","2","2","0","0","vo_minigame_1012_correct_221","0","0","2","0","23120501"
"リベンジだね！","1205","3","3","3","0","0","vo_minigame_1012_correct_222","0","0","2","0","23120502"
"いい感じ～","1206","3","2","2","0","-1","vo_minigame_1012_correct_227","0","3","2","0","23120601"
"バイブス上がる～！","1206","3","3","3","0.01","-1","vo_minigame_1012_correct_229","4","3","2","0","23120602"
"これからっしょ！","1207","3","5","5","0","-1","vo_minigame_1012_correct_230","0","3","2","0","23120701"
"うーん…","1301","3","4","4","0.01","0","vo_minigame_1012_incorrect_200","6","0","2","0","23130101"
"そんな～","1301","3","4","4","0","0","vo_minigame_1012_incorrect_201","0","0","2","0","23130102"
"そーなんだ","1301","3","10","10","0","0","vo_minigame_1012_incorrect_202","0","0","2","0","23130103"
"うそだー！？","1301","3","9","9","0","0","vo_minigame_1012_incorrect_203","0","0","2","0","23130104"
"はずれ？","1301","3","4","4","0","0","vo_minigame_1012_incorrect_204","0","0","2","0","23130105"
"ショック～…","1301","3","4","4","0.01","0","vo_minigame_1012_incorrect_205","6","0","2","0","23130106"
"なんでなんでー！","1301","3","9","9","0","0","vo_minigame_1012_incorrect_206","0","0","2","0","23130107"
"マジで！？","1302","3","6","6","0.01","3000","vo_minigame_1012_incorrect_210","8","0","2","0","23130201"
"ヒデサイ！？","1302","3","6","6","0.01","3000","vo_minigame_1012_incorrect_211","8","0","2","0","23130202"
"あれぇ…？","1302","3","4","4","0","6000","vo_minigame_1012_incorrect_212","0","3001","2","0","23130203"
"違った！？","1302","3","4","4","0","6000","vo_minigame_1012_incorrect_213","0","3001","2","0","23130204"
"焦らずいこ？","1302","3","4","4","0","6000","vo_minigame_1012_incorrect_214","0","3001","2","0","23130205"
"時間切れ？","1302","3","4","4","0","-1","vo_minigame_1012_incorrect_215","0","20000","2","0","23130206"
"まじイミフだし～","1303","3","9","9","0","0","vo_minigame_1012_incorrect_220","0","0","2","0","23130301"
"忘れちゃった…","1304","3","10","10","0","0","vo_minigame_1012_incorrect_221","0","0","2","0","23130401"
"そーだったっけ？","1304","3","4","4","0","0","vo_minigame_1012_incorrect_222","0","0","2","0","23130402"
"ギリアウト？","1305","3","10","10","0","0","vo_minigame_1012_incorrect_224","0","0","2","0","23130501"
"おしい～…！","1305","3","5","5","0","0","vo_minigame_1012_incorrect_225","0","0","2","0","23130502"
"むむむ～…","1401","3","5","5","0","0","vo_minigame_1012_hint_200","0","0","2","0","23140101"
"どれかな～？","1401","3","5","5","0","0","vo_minigame_1012_hint_201","0","0","2","0","23140102"
"わかんないよ～","1401","3","4","4","0","0","vo_minigame_1012_hint_202","0","0","2","0","23140103"
"考えちう…","1401","3","5","5","0","0","vo_minigame_1012_hint_203","0","0","2","0","23140104"
"ね、寝てないし…！","1401","3","5","5","0.01","0","vo_minigame_1012_hint_204","7","0","2","0","23140105"
"ふんふふーん♪","1401","3","2","2","0.01","0","vo_minigame_1012_hint_205","4","0","2","0","23140106"
"きゃはっ、\n目合ったね♪","1401","3","3","3","0.01","0","vo_minigame_1012_hint_206","11","0","2","0","23140107"
"ねね、お菓子食べる？","1401","3","0","0","0","0","vo_minigame_1012_hint_207","0","0","2","0","23140108"
"頭パンクしそう…","1401","3","4","4","0","0","vo_minigame_1012_hint_208","0","0","2","0","23140109"
"なんとなく\nこれじゃね？","1401","3","10","10","0","0","vo_minigame_1012_hint_209","0","0","2","0","23140110"
"これ答えなくね…？","1402","3","4","4","0","0","vo_minigame_1012_hint_210","0","0","2","0","23140201"
"イミフでわろ～","1402","3","10","10","0","0","vo_minigame_1012_hint_211","0","0","2","0","23140202"
"おにムズ過ぎ～","1402","3","9","9","0","0","vo_minigame_1012_hint_212","0","0","2","0","23140203"
"ヒントちょーだい！","1501","3","0","0","0","20000","vo_minigame_1012_hint_213","0","3001","2","0","23150101"
"手伝って～","1501","3","2","2","0","20000","vo_minigame_1012_hint_214","0","3001","2","0","23150102"
"ヒントかもーん！","1501","3","3","3","0","20000","vo_minigame_1012_hint_215","0","3001","2","0","23150103"
"ヒントヒント―！","1501","3","2","2","0","3000","vo_minigame_1012_hint_216","0","0","2","0","23150104"
"助けて～","1501","3","8","8","0","3000","vo_minigame_1012_hint_217","0","0","2","0","23150105"
"うわ！\nビックリした！","1601","3","6","6","0.01","4","vo_minigame_1012_tap_200","8","1","2","0","23160101"
"ちょすちょすー","1601","3","3","3","0.01","4","vo_minigame_1012_tap_201","11","1","2","0","23160102"
"イェーイ！","1601","3","2","2","0.01","9","vo_minigame_1012_tap_202","4","5","2","0","23160103"
"テンアゲしちゃう？","1601","3","7","7","0","9","vo_minigame_1012_tap_203","0","5","2","0","23160104"
"くすぐったいってばー！","1601","3","2","2","0","-1","vo_minigame_1012_tap_204","0","10","2","0","23160105"
"バイブス爆上げ～♪","1601","3","3","3","0.01","-1","vo_minigame_1012_tap_205","11","10","2","0","23160106"
"どのベンキョーを\n教えてくれるの？","2001","3","0","0","0","0","vo_minigame_1012_select_200","0","0","2","0","23200101"
"どれもムズそーだね","2001","3","8","8","0","0","vo_minigame_1012_select_201","0","0","2","0","23200102"
"ねねね、せーのっ、で選ぶ？","2001","3","7","0","0.99","0","vo_minigame_1012_select_202","0","0","2","0","23200103"
"これまでに教えてもらった\n内容を振り返れるんだって\nヨシューフクシュー\n…ってやつでしょ！","4001","3","3","2","3.43","0","vo_minigame_1012_archive_200","0","0","2","0","23400101"
