308956a09dad2979e255cb3c4243d70348183c443850c46b6b5fecb3d36e237c,f2ee0abae21a9a56f533f2b9e07f0660f9a308b9f678485b0ffd12996e8afcb2,6906a0e538749ef10940cb3b7395098e8816fde9e0238b202d44da250516b632,7bea19b46eea08d97b950021367c9287ea79db8bdb12144b9d69489c89a9d50f,5bcc772c2f138e5379cc9fbac3a0f5445f53cd890786e795e5b4d709ca392efa,7aba2174875c4b508760fb193edde74dd77c0cccc8d350779ff4c116a9dbf796,f77e1f54f8c741a55bfcedb30be73f5c83ffea5538d9d3b94ac28a145798d203,f0ed93abc137a628014a00249024ee0af4e399649e2943bf410f2a91553eef64,145994226c1e9c05407e449c1fe02ef6a94312392281839ed565681554d2c38f,61bfd31c4b6ada601f1ceedfee93446a6e4bc32943ee48854593b0619fe332fe,86b6e008ad0e266b937d42aac3687e23937a1da495d6fa30d6d4ba16d851e9d9,be2722441b26c17001f5a9a195e869615db99e3c76bf14e417358ccaeef60232,db74c17d1d1940e012039d47e02e3b40fb3c74f83d5b0766815a606fc68fa77b,ce387153fb9b19415e4e762e30c6a6153357086dd05d642719840b0d53f88d67,fc5a18475f162d50645e1c524fefd6e2097a1e5d598692fcf0c46815743985f0,f12bf8ea52733faf704e9a1504c47358a86992bc084a19136f04ae3bf3e23ff9,947fd0f9dd42518bb6a54a09c429f75dc2fa6b15ca890514f0f7ca63c6464faf,3b2c32b3bfb9646e236359488ad468776117e43818b0cd63a652f100c7277e23,2e32306775cff02fea79104e79597bd726d48bb74891beb5379f4e6a2418a3bf,4cab8b5f3546ccaeb26f410d20046e2bc03381882b1f13b3a5eea171bafa527d,858a10b73121d8585ec86582f66c88c885a2105b7ffba7d60373670ce95236df
"516","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1091","16","2","0"
"517","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1092","0","0","0"
"518","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1092","4","2","0"
"519","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1092","8","2","0"
"520","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1092","12","2","0"
"521","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1092","16","2","0"
"522","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1093","0","0","0"
"523","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1093","4","2","0"
"524","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1093","8","2","0"
"525","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1093","12","2","0"
"526","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1093","16","2","0"
"527","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1094","0","0","0"
"528","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1094","4","2","0"
"529","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1094","8","2","0"
"530","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1094","12","2","0"
"531","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1094","16","2","0"
"532","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1095","0","0","0"
"533","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1095","4","2","0"
"534","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1095","8","2","0"
"535","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1095","12","2","0"
"536","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1095","16","2","0"
"537","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1096","0","0","0"
"538","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1096","4","2","0"
"539","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1096","8","2","0"
"540","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1096","12","2","0"
"541","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1096","16","2","0"
"542","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1097","0","0","0"
"543","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1097","4","2","0"
"544","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1097","8","2","0"
"545","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1097","12","2","0"
"546","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1097","16","2","0"
"547","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1098","0","0","0"
"548","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1098","4","2","0"
"549","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1098","8","2","0"
"550","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1098","12","2","0"
"551","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1098","16","2","0"
"552","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1099","0","0","0"
"553","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1099","4","2","0"
"554","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1099","8","2","0"
"555","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1099","12","2","0"
"556","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1099","16","2","0"
"557","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1100","0","0","0"
"558","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1100","4","2","0"
"559","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1100","8","2","0"
"560","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1100","12","2","0"
"561","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1100","16","2","0"
"562","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1101","0","0","0"
"563","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1101","4","2","0"
"564","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1101","8","2","0"
"565","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1101","12","2","0"
"566","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1101","16","2","0"
"567","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1102","0","0","0"
"568","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1102","4","2","0"
"569","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1102","8","2","0"
"570","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1102","12","2","0"
"571","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1102","16","2","0"
"572","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1103","0","0","0"
"573","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1103","4","2","0"
"574","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1103","8","2","0"
"575","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1103","12","2","0"
"576","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1103","16","2","0"
"577","0","0","0","0","0","94002","10000","0","0","0","1","0","0","12","1","1","1104","0","0","0"
"578","0","20","22002","0","0","94002","250000","0","0","2","1","22003","0","12","2","2","1104","4","2","0"
"579","0","40","22002","0","0","94002","500000","0","0","2","1","22003","0","12","3","3","1104","8","2","0"
"580","0","60","22002","0","0","94002","750000","0","0","2","1","22003","0","12","4","4","1104","12","2","0"
"581","0","80","22002","0","0","94002","1000000","0","0","2","1","22003","0","12","5","-1","1104","16","2","0"
