15d99ed41d0acf073859f68b90d4924ada2a3e7f61247f8659ca668475b986db,380f9bf67969885bfef840ed5302d176bb784ebb10d74298fb6c3098ca6c5c42,e3b49db579739b5285c11bb07f4e4f01e03d75ecd66bd3c320dcbd737cf5da50,f706845999c880a22b7b9dcd96bad460d76513d42602796e7825db52c35ff1c2,363800d13c274e0d49198c4fa793c77e7f6abcfd6ebc03fe528718ec80bb3f30,cc39c33bcb909dd4aea839bc6a62cf29454f3116725f6e03834a444ae8187144
"92","キャノンに<0>攻撃力+92%","3","2","1","30102092"
"93","キャノンに<0>攻撃力+93%","3","2","1","30102093"
"94","キャノンに<0>攻撃力+94%","3","2","1","30102094"
"95","キャノンに<0>攻撃力+95%","3","2","1","30102095"
"96","キャノンに<0>攻撃力+96%","3","2","1","30102096"
"97","キャノンに<0>攻撃力+97%","3","2","1","30102097"
"98","キャノンに<0>攻撃力+98%","3","2","1","30102098"
"99","キャノンに<0>攻撃力+99%","3","2","1","30102099"
"100","キャノンに<0>攻撃力+100%","3","2","1","30102100"
"10","スライサーに<0>攻撃力+10%","3","2","2","30202010"
"11","スライサーに<0>攻撃力+11%","3","2","2","30202011"
"12","スライサーに<0>攻撃力+12%","3","2","2","30202012"
"13","スライサーに<0>攻撃力+13%","3","2","2","30202013"
"14","スライサーに<0>攻撃力+14%","3","2","2","30202014"
"15","スライサーに<0>攻撃力+15%","3","2","2","30202015"
"16","スライサーに<0>攻撃力+16%","3","2","2","30202016"
"17","スライサーに<0>攻撃力+17%","3","2","2","30202017"
"18","スライサーに<0>攻撃力+18%","3","2","2","30202018"
"19","スライサーに<0>攻撃力+19%","3","2","2","30202019"
"20","スライサーに<0>攻撃力+20%","3","2","2","30202020"
"21","スライサーに<0>攻撃力+21%","3","2","2","30202021"
"22","スライサーに<0>攻撃力+22%","3","2","2","30202022"
"23","スライサーに<0>攻撃力+23%","3","2","2","30202023"
"24","スライサーに<0>攻撃力+24%","3","2","2","30202024"
"25","スライサーに<0>攻撃力+25%","3","2","2","30202025"
"26","スライサーに<0>攻撃力+26%","3","2","2","30202026"
"27","スライサーに<0>攻撃力+27%","3","2","2","30202027"
"28","スライサーに<0>攻撃力+28%","3","2","2","30202028"
"29","スライサーに<0>攻撃力+29%","3","2","2","30202029"
"30","スライサーに<0>攻撃力+30%","3","2","2","30202030"
"31","スライサーに<0>攻撃力+31%","3","2","2","30202031"
"32","スライサーに<0>攻撃力+32%","3","2","2","30202032"
"33","スライサーに<0>攻撃力+33%","3","2","2","30202033"
"34","スライサーに<0>攻撃力+34%","3","2","2","30202034"
"35","スライサーに<0>攻撃力+35%","3","2","2","30202035"
"36","スライサーに<0>攻撃力+36%","3","2","2","30202036"
"37","スライサーに<0>攻撃力+37%","3","2","2","30202037"
"38","スライサーに<0>攻撃力+38%","3","2","2","30202038"
"39","スライサーに<0>攻撃力+39%","3","2","2","30202039"
"40","スライサーに<0>攻撃力+40%","3","2","2","30202040"
"41","スライサーに<0>攻撃力+41%","3","2","2","30202041"
"42","スライサーに<0>攻撃力+42%","3","2","2","30202042"
"43","スライサーに<0>攻撃力+43%","3","2","2","30202043"
"44","スライサーに<0>攻撃力+44%","3","2","2","30202044"
"45","スライサーに<0>攻撃力+45%","3","2","2","30202045"
"46","スライサーに<0>攻撃力+46%","3","2","2","30202046"
"47","スライサーに<0>攻撃力+47%","3","2","2","30202047"
"48","スライサーに<0>攻撃力+48%","3","2","2","30202048"
"49","スライサーに<0>攻撃力+49%","3","2","2","30202049"
"50","スライサーに<0>攻撃力+50%","3","2","2","30202050"
"51","スライサーに<0>攻撃力+51%","3","2","2","30202051"
"52","スライサーに<0>攻撃力+52%","3","2","2","30202052"
"53","スライサーに<0>攻撃力+53%","3","2","2","30202053"
"54","スライサーに<0>攻撃力+54%","3","2","2","30202054"
"55","スライサーに<0>攻撃力+55%","3","2","2","30202055"
"56","スライサーに<0>攻撃力+56%","3","2","2","30202056"
"57","スライサーに<0>攻撃力+57%","3","2","2","30202057"
"58","スライサーに<0>攻撃力+58%","3","2","2","30202058"
"59","スライサーに<0>攻撃力+59%","3","2","2","30202059"
"60","スライサーに<0>攻撃力+60%","3","2","2","30202060"
"61","スライサーに<0>攻撃力+61%","3","2","2","30202061"
"62","スライサーに<0>攻撃力+62%","3","2","2","30202062"
"63","スライサーに<0>攻撃力+63%","3","2","2","30202063"
"64","スライサーに<0>攻撃力+64%","3","2","2","30202064"
"65","スライサーに<0>攻撃力+65%","3","2","2","30202065"
"66","スライサーに<0>攻撃力+66%","3","2","2","30202066"
"67","スライサーに<0>攻撃力+67%","3","2","2","30202067"
"68","スライサーに<0>攻撃力+68%","3","2","2","30202068"
"69","スライサーに<0>攻撃力+69%","3","2","2","30202069"
"70","スライサーに<0>攻撃力+70%","3","2","2","30202070"
"71","スライサーに<0>攻撃力+71%","3","2","2","30202071"
"72","スライサーに<0>攻撃力+72%","3","2","2","30202072"
"73","スライサーに<0>攻撃力+73%","3","2","2","30202073"
"74","スライサーに<0>攻撃力+74%","3","2","2","30202074"
"75","スライサーに<0>攻撃力+75%","3","2","2","30202075"
"76","スライサーに<0>攻撃力+76%","3","2","2","30202076"
"77","スライサーに<0>攻撃力+77%","3","2","2","30202077"
"78","スライサーに<0>攻撃力+78%","3","2","2","30202078"
"79","スライサーに<0>攻撃力+79%","3","2","2","30202079"
"80","スライサーに<0>攻撃力+80%","3","2","2","30202080"
"81","スライサーに<0>攻撃力+81%","3","2","2","30202081"
"82","スライサーに<0>攻撃力+82%","3","2","2","30202082"
"83","スライサーに<0>攻撃力+83%","3","2","2","30202083"
"84","スライサーに<0>攻撃力+84%","3","2","2","30202084"
"85","スライサーに<0>攻撃力+85%","3","2","2","30202085"
"86","スライサーに<0>攻撃力+86%","3","2","2","30202086"
"87","スライサーに<0>攻撃力+87%","3","2","2","30202087"
"88","スライサーに<0>攻撃力+88%","3","2","2","30202088"
"89","スライサーに<0>攻撃力+89%","3","2","2","30202089"
"90","スライサーに<0>攻撃力+90%","3","2","2","30202090"
"91","スライサーに<0>攻撃力+91%","3","2","2","30202091"
"92","スライサーに<0>攻撃力+92%","3","2","2","30202092"
"93","スライサーに<0>攻撃力+93%","3","2","2","30202093"
"94","スライサーに<0>攻撃力+94%","3","2","2","30202094"
"95","スライサーに<0>攻撃力+95%","3","2","2","30202095"
"96","スライサーに<0>攻撃力+96%","3","2","2","30202096"
"97","スライサーに<0>攻撃力+97%","3","2","2","30202097"
"98","スライサーに<0>攻撃力+98%","3","2","2","30202098"
"99","スライサーに<0>攻撃力+99%","3","2","2","30202099"
"100","スライサーに<0>攻撃力+100%","3","2","2","30202100"
"10","ドリルに<0>攻撃力+10%","3","2","3","30302010"
"11","ドリルに<0>攻撃力+11%","3","2","3","30302011"
"12","ドリルに<0>攻撃力+12%","3","2","3","30302012"
"13","ドリルに<0>攻撃力+13%","3","2","3","30302013"
"14","ドリルに<0>攻撃力+14%","3","2","3","30302014"
"15","ドリルに<0>攻撃力+15%","3","2","3","30302015"
"16","ドリルに<0>攻撃力+16%","3","2","3","30302016"
"17","ドリルに<0>攻撃力+17%","3","2","3","30302017"
"18","ドリルに<0>攻撃力+18%","3","2","3","30302018"
"19","ドリルに<0>攻撃力+19%","3","2","3","30302019"
"20","ドリルに<0>攻撃力+20%","3","2","3","30302020"
"21","ドリルに<0>攻撃力+21%","3","2","3","30302021"
"22","ドリルに<0>攻撃力+22%","3","2","3","30302022"
"23","ドリルに<0>攻撃力+23%","3","2","3","30302023"
"24","ドリルに<0>攻撃力+24%","3","2","3","30302024"
"25","ドリルに<0>攻撃力+25%","3","2","3","30302025"
"26","ドリルに<0>攻撃力+26%","3","2","3","30302026"
"27","ドリルに<0>攻撃力+27%","3","2","3","30302027"
"28","ドリルに<0>攻撃力+28%","3","2","3","30302028"
"29","ドリルに<0>攻撃力+29%","3","2","3","30302029"
"30","ドリルに<0>攻撃力+30%","3","2","3","30302030"
"31","ドリルに<0>攻撃力+31%","3","2","3","30302031"
"32","ドリルに<0>攻撃力+32%","3","2","3","30302032"
"33","ドリルに<0>攻撃力+33%","3","2","3","30302033"
"34","ドリルに<0>攻撃力+34%","3","2","3","30302034"
"35","ドリルに<0>攻撃力+35%","3","2","3","30302035"
"36","ドリルに<0>攻撃力+36%","3","2","3","30302036"
"37","ドリルに<0>攻撃力+37%","3","2","3","30302037"
"38","ドリルに<0>攻撃力+38%","3","2","3","30302038"
"39","ドリルに<0>攻撃力+39%","3","2","3","30302039"
"40","ドリルに<0>攻撃力+40%","3","2","3","30302040"
"41","ドリルに<0>攻撃力+41%","3","2","3","30302041"
"42","ドリルに<0>攻撃力+42%","3","2","3","30302042"
"43","ドリルに<0>攻撃力+43%","3","2","3","30302043"
"44","ドリルに<0>攻撃力+44%","3","2","3","30302044"
"45","ドリルに<0>攻撃力+45%","3","2","3","30302045"
"46","ドリルに<0>攻撃力+46%","3","2","3","30302046"
"47","ドリルに<0>攻撃力+47%","3","2","3","30302047"
"48","ドリルに<0>攻撃力+48%","3","2","3","30302048"
"49","ドリルに<0>攻撃力+49%","3","2","3","30302049"
"50","ドリルに<0>攻撃力+50%","3","2","3","30302050"
"51","ドリルに<0>攻撃力+51%","3","2","3","30302051"
"52","ドリルに<0>攻撃力+52%","3","2","3","30302052"
"53","ドリルに<0>攻撃力+53%","3","2","3","30302053"
"54","ドリルに<0>攻撃力+54%","3","2","3","30302054"
"55","ドリルに<0>攻撃力+55%","3","2","3","30302055"
"56","ドリルに<0>攻撃力+56%","3","2","3","30302056"
"57","ドリルに<0>攻撃力+57%","3","2","3","30302057"
"58","ドリルに<0>攻撃力+58%","3","2","3","30302058"
"59","ドリルに<0>攻撃力+59%","3","2","3","30302059"
"60","ドリルに<0>攻撃力+60%","3","2","3","30302060"
"61","ドリルに<0>攻撃力+61%","3","2","3","30302061"
"62","ドリルに<0>攻撃力+62%","3","2","3","30302062"
"63","ドリルに<0>攻撃力+63%","3","2","3","30302063"
"64","ドリルに<0>攻撃力+64%","3","2","3","30302064"
"65","ドリルに<0>攻撃力+65%","3","2","3","30302065"
"66","ドリルに<0>攻撃力+66%","3","2","3","30302066"
"67","ドリルに<0>攻撃力+67%","3","2","3","30302067"
"68","ドリルに<0>攻撃力+68%","3","2","3","30302068"
"69","ドリルに<0>攻撃力+69%","3","2","3","30302069"
"70","ドリルに<0>攻撃力+70%","3","2","3","30302070"
"71","ドリルに<0>攻撃力+71%","3","2","3","30302071"
"72","ドリルに<0>攻撃力+72%","3","2","3","30302072"
"73","ドリルに<0>攻撃力+73%","3","2","3","30302073"
"74","ドリルに<0>攻撃力+74%","3","2","3","30302074"
"75","ドリルに<0>攻撃力+75%","3","2","3","30302075"
"76","ドリルに<0>攻撃力+76%","3","2","3","30302076"
"77","ドリルに<0>攻撃力+77%","3","2","3","30302077"
"78","ドリルに<0>攻撃力+78%","3","2","3","30302078"
"79","ドリルに<0>攻撃力+79%","3","2","3","30302079"
"80","ドリルに<0>攻撃力+80%","3","2","3","30302080"
"81","ドリルに<0>攻撃力+81%","3","2","3","30302081"
"82","ドリルに<0>攻撃力+82%","3","2","3","30302082"
"83","ドリルに<0>攻撃力+83%","3","2","3","30302083"
"84","ドリルに<0>攻撃力+84%","3","2","3","30302084"
"85","ドリルに<0>攻撃力+85%","3","2","3","30302085"
"86","ドリルに<0>攻撃力+86%","3","2","3","30302086"
"87","ドリルに<0>攻撃力+87%","3","2","3","30302087"
"88","ドリルに<0>攻撃力+88%","3","2","3","30302088"
"89","ドリルに<0>攻撃力+89%","3","2","3","30302089"
"90","ドリルに<0>攻撃力+90%","3","2","3","30302090"
"91","ドリルに<0>攻撃力+91%","3","2","3","30302091"
"92","ドリルに<0>攻撃力+92%","3","2","3","30302092"
"93","ドリルに<0>攻撃力+93%","3","2","3","30302093"
"94","ドリルに<0>攻撃力+94%","3","2","3","30302094"
"95","ドリルに<0>攻撃力+95%","3","2","3","30302095"
"96","ドリルに<0>攻撃力+96%","3","2","3","30302096"
"97","ドリルに<0>攻撃力+97%","3","2","3","30302097"
"98","ドリルに<0>攻撃力+98%","3","2","3","30302098"
"99","ドリルに<0>攻撃力+99%","3","2","3","30302099"
"100","ドリルに<0>攻撃力+100%","3","2","3","30302100"
"10","ハンマーに<0>攻撃力+10%","3","2","4","30402010"
"11","ハンマーに<0>攻撃力+11%","3","2","4","30402011"
"12","ハンマーに<0>攻撃力+12%","3","2","4","30402012"
"13","ハンマーに<0>攻撃力+13%","3","2","4","30402013"
"14","ハンマーに<0>攻撃力+14%","3","2","4","30402014"
"15","ハンマーに<0>攻撃力+15%","3","2","4","30402015"
"16","ハンマーに<0>攻撃力+16%","3","2","4","30402016"
"17","ハンマーに<0>攻撃力+17%","3","2","4","30402017"
"18","ハンマーに<0>攻撃力+18%","3","2","4","30402018"
"19","ハンマーに<0>攻撃力+19%","3","2","4","30402019"
"20","ハンマーに<0>攻撃力+20%","3","2","4","30402020"
"21","ハンマーに<0>攻撃力+21%","3","2","4","30402021"
"22","ハンマーに<0>攻撃力+22%","3","2","4","30402022"
"23","ハンマーに<0>攻撃力+23%","3","2","4","30402023"
"24","ハンマーに<0>攻撃力+24%","3","2","4","30402024"
"25","ハンマーに<0>攻撃力+25%","3","2","4","30402025"
"26","ハンマーに<0>攻撃力+26%","3","2","4","30402026"
"27","ハンマーに<0>攻撃力+27%","3","2","4","30402027"
"28","ハンマーに<0>攻撃力+28%","3","2","4","30402028"
"29","ハンマーに<0>攻撃力+29%","3","2","4","30402029"
"30","ハンマーに<0>攻撃力+30%","3","2","4","30402030"
"31","ハンマーに<0>攻撃力+31%","3","2","4","30402031"
"32","ハンマーに<0>攻撃力+32%","3","2","4","30402032"
"33","ハンマーに<0>攻撃力+33%","3","2","4","30402033"
"34","ハンマーに<0>攻撃力+34%","3","2","4","30402034"
"35","ハンマーに<0>攻撃力+35%","3","2","4","30402035"
"36","ハンマーに<0>攻撃力+36%","3","2","4","30402036"
"37","ハンマーに<0>攻撃力+37%","3","2","4","30402037"
"38","ハンマーに<0>攻撃力+38%","3","2","4","30402038"
"39","ハンマーに<0>攻撃力+39%","3","2","4","30402039"
"40","ハンマーに<0>攻撃力+40%","3","2","4","30402040"
"41","ハンマーに<0>攻撃力+41%","3","2","4","30402041"
"42","ハンマーに<0>攻撃力+42%","3","2","4","30402042"
"43","ハンマーに<0>攻撃力+43%","3","2","4","30402043"
"44","ハンマーに<0>攻撃力+44%","3","2","4","30402044"
"45","ハンマーに<0>攻撃力+45%","3","2","4","30402045"
"46","ハンマーに<0>攻撃力+46%","3","2","4","30402046"
"47","ハンマーに<0>攻撃力+47%","3","2","4","30402047"
"48","ハンマーに<0>攻撃力+48%","3","2","4","30402048"
"49","ハンマーに<0>攻撃力+49%","3","2","4","30402049"
"50","ハンマーに<0>攻撃力+50%","3","2","4","30402050"
"51","ハンマーに<0>攻撃力+51%","3","2","4","30402051"
"52","ハンマーに<0>攻撃力+52%","3","2","4","30402052"
"53","ハンマーに<0>攻撃力+53%","3","2","4","30402053"
"54","ハンマーに<0>攻撃力+54%","3","2","4","30402054"
"55","ハンマーに<0>攻撃力+55%","3","2","4","30402055"
"56","ハンマーに<0>攻撃力+56%","3","2","4","30402056"
"57","ハンマーに<0>攻撃力+57%","3","2","4","30402057"
"58","ハンマーに<0>攻撃力+58%","3","2","4","30402058"
"59","ハンマーに<0>攻撃力+59%","3","2","4","30402059"
"60","ハンマーに<0>攻撃力+60%","3","2","4","30402060"
"61","ハンマーに<0>攻撃力+61%","3","2","4","30402061"
"62","ハンマーに<0>攻撃力+62%","3","2","4","30402062"
"63","ハンマーに<0>攻撃力+63%","3","2","4","30402063"
"64","ハンマーに<0>攻撃力+64%","3","2","4","30402064"
"65","ハンマーに<0>攻撃力+65%","3","2","4","30402065"
"66","ハンマーに<0>攻撃力+66%","3","2","4","30402066"
"67","ハンマーに<0>攻撃力+67%","3","2","4","30402067"
"68","ハンマーに<0>攻撃力+68%","3","2","4","30402068"
"69","ハンマーに<0>攻撃力+69%","3","2","4","30402069"
"70","ハンマーに<0>攻撃力+70%","3","2","4","30402070"
"71","ハンマーに<0>攻撃力+71%","3","2","4","30402071"
"72","ハンマーに<0>攻撃力+72%","3","2","4","30402072"
"73","ハンマーに<0>攻撃力+73%","3","2","4","30402073"
"74","ハンマーに<0>攻撃力+74%","3","2","4","30402074"
"75","ハンマーに<0>攻撃力+75%","3","2","4","30402075"
"76","ハンマーに<0>攻撃力+76%","3","2","4","30402076"
"77","ハンマーに<0>攻撃力+77%","3","2","4","30402077"
"78","ハンマーに<0>攻撃力+78%","3","2","4","30402078"
"79","ハンマーに<0>攻撃力+79%","3","2","4","30402079"
"80","ハンマーに<0>攻撃力+80%","3","2","4","30402080"
"81","ハンマーに<0>攻撃力+81%","3","2","4","30402081"
"82","ハンマーに<0>攻撃力+82%","3","2","4","30402082"
"83","ハンマーに<0>攻撃力+83%","3","2","4","30402083"
"84","ハンマーに<0>攻撃力+84%","3","2","4","30402084"
"85","ハンマーに<0>攻撃力+85%","3","2","4","30402085"
"86","ハンマーに<0>攻撃力+86%","3","2","4","30402086"
"87","ハンマーに<0>攻撃力+87%","3","2","4","30402087"
"88","ハンマーに<0>攻撃力+88%","3","2","4","30402088"
"89","ハンマーに<0>攻撃力+89%","3","2","4","30402089"
"90","ハンマーに<0>攻撃力+90%","3","2","4","30402090"
"91","ハンマーに<0>攻撃力+91%","3","2","4","30402091"
"92","ハンマーに<0>攻撃力+92%","3","2","4","30402092"
"93","ハンマーに<0>攻撃力+93%","3","2","4","30402093"
"94","ハンマーに<0>攻撃力+94%","3","2","4","30402094"
"95","ハンマーに<0>攻撃力+95%","3","2","4","30402095"
"96","ハンマーに<0>攻撃力+96%","3","2","4","30402096"
"97","ハンマーに<0>攻撃力+97%","3","2","4","30402097"
"98","ハンマーに<0>攻撃力+98%","3","2","4","30402098"
"99","ハンマーに<0>攻撃力+99%","3","2","4","30402099"
"100","ハンマーに<0>攻撃力+100%","3","2","4","30402100"
"10","ショットガンに<0>攻撃力+10%","3","2","5","30502010"
"11","ショットガンに<0>攻撃力+11%","3","2","5","30502011"
"12","ショットガンに<0>攻撃力+12%","3","2","5","30502012"
"13","ショットガンに<0>攻撃力+13%","3","2","5","30502013"
"14","ショットガンに<0>攻撃力+14%","3","2","5","30502014"
"15","ショットガンに<0>攻撃力+15%","3","2","5","30502015"
"16","ショットガンに<0>攻撃力+16%","3","2","5","30502016"
"17","ショットガンに<0>攻撃力+17%","3","2","5","30502017"
"18","ショットガンに<0>攻撃力+18%","3","2","5","30502018"
"19","ショットガンに<0>攻撃力+19%","3","2","5","30502019"
"20","ショットガンに<0>攻撃力+20%","3","2","5","30502020"
"21","ショットガンに<0>攻撃力+21%","3","2","5","30502021"
"22","ショットガンに<0>攻撃力+22%","3","2","5","30502022"
"23","ショットガンに<0>攻撃力+23%","3","2","5","30502023"
"24","ショットガンに<0>攻撃力+24%","3","2","5","30502024"
"25","ショットガンに<0>攻撃力+25%","3","2","5","30502025"
"26","ショットガンに<0>攻撃力+26%","3","2","5","30502026"
"27","ショットガンに<0>攻撃力+27%","3","2","5","30502027"
"28","ショットガンに<0>攻撃力+28%","3","2","5","30502028"
"29","ショットガンに<0>攻撃力+29%","3","2","5","30502029"
"30","ショットガンに<0>攻撃力+30%","3","2","5","30502030"
"31","ショットガンに<0>攻撃力+31%","3","2","5","30502031"
"32","ショットガンに<0>攻撃力+32%","3","2","5","30502032"
"33","ショットガンに<0>攻撃力+33%","3","2","5","30502033"
"34","ショットガンに<0>攻撃力+34%","3","2","5","30502034"
"35","ショットガンに<0>攻撃力+35%","3","2","5","30502035"
"36","ショットガンに<0>攻撃力+36%","3","2","5","30502036"
"37","ショットガンに<0>攻撃力+37%","3","2","5","30502037"
"38","ショットガンに<0>攻撃力+38%","3","2","5","30502038"
"39","ショットガンに<0>攻撃力+39%","3","2","5","30502039"
"40","ショットガンに<0>攻撃力+40%","3","2","5","30502040"
"41","ショットガンに<0>攻撃力+41%","3","2","5","30502041"
"42","ショットガンに<0>攻撃力+42%","3","2","5","30502042"
"43","ショットガンに<0>攻撃力+43%","3","2","5","30502043"
"44","ショットガンに<0>攻撃力+44%","3","2","5","30502044"
"45","ショットガンに<0>攻撃力+45%","3","2","5","30502045"
"46","ショットガンに<0>攻撃力+46%","3","2","5","30502046"
"47","ショットガンに<0>攻撃力+47%","3","2","5","30502047"
"48","ショットガンに<0>攻撃力+48%","3","2","5","30502048"
"49","ショットガンに<0>攻撃力+49%","3","2","5","30502049"
"50","ショットガンに<0>攻撃力+50%","3","2","5","30502050"
"51","ショットガンに<0>攻撃力+51%","3","2","5","30502051"
"52","ショットガンに<0>攻撃力+52%","3","2","5","30502052"
"53","ショットガンに<0>攻撃力+53%","3","2","5","30502053"
"54","ショットガンに<0>攻撃力+54%","3","2","5","30502054"
"55","ショットガンに<0>攻撃力+55%","3","2","5","30502055"
"56","ショットガンに<0>攻撃力+56%","3","2","5","30502056"
"57","ショットガンに<0>攻撃力+57%","3","2","5","30502057"
"58","ショットガンに<0>攻撃力+58%","3","2","5","30502058"
"59","ショットガンに<0>攻撃力+59%","3","2","5","30502059"
"60","ショットガンに<0>攻撃力+60%","3","2","5","30502060"
"61","ショットガンに<0>攻撃力+61%","3","2","5","30502061"
"62","ショットガンに<0>攻撃力+62%","3","2","5","30502062"
"63","ショットガンに<0>攻撃力+63%","3","2","5","30502063"
"64","ショットガンに<0>攻撃力+64%","3","2","5","30502064"
"65","ショットガンに<0>攻撃力+65%","3","2","5","30502065"
"66","ショットガンに<0>攻撃力+66%","3","2","5","30502066"
"67","ショットガンに<0>攻撃力+67%","3","2","5","30502067"
"68","ショットガンに<0>攻撃力+68%","3","2","5","30502068"
"69","ショットガンに<0>攻撃力+69%","3","2","5","30502069"
"70","ショットガンに<0>攻撃力+70%","3","2","5","30502070"
"71","ショットガンに<0>攻撃力+71%","3","2","5","30502071"
"72","ショットガンに<0>攻撃力+72%","3","2","5","30502072"
"73","ショットガンに<0>攻撃力+73%","3","2","5","30502073"
"74","ショットガンに<0>攻撃力+74%","3","2","5","30502074"
"75","ショットガンに<0>攻撃力+75%","3","2","5","30502075"
"76","ショットガンに<0>攻撃力+76%","3","2","5","30502076"
"77","ショットガンに<0>攻撃力+77%","3","2","5","30502077"
"78","ショットガンに<0>攻撃力+78%","3","2","5","30502078"
"79","ショットガンに<0>攻撃力+79%","3","2","5","30502079"
"80","ショットガンに<0>攻撃力+80%","3","2","5","30502080"
"81","ショットガンに<0>攻撃力+81%","3","2","5","30502081"
"82","ショットガンに<0>攻撃力+82%","3","2","5","30502082"
"83","ショットガンに<0>攻撃力+83%","3","2","5","30502083"
"84","ショットガンに<0>攻撃力+84%","3","2","5","30502084"
"85","ショットガンに<0>攻撃力+85%","3","2","5","30502085"
"86","ショットガンに<0>攻撃力+86%","3","2","5","30502086"
"87","ショットガンに<0>攻撃力+87%","3","2","5","30502087"
"88","ショットガンに<0>攻撃力+88%","3","2","5","30502088"
"89","ショットガンに<0>攻撃力+89%","3","2","5","30502089"
"90","ショットガンに<0>攻撃力+90%","3","2","5","30502090"
"91","ショットガンに<0>攻撃力+91%","3","2","5","30502091"
"92","ショットガンに<0>攻撃力+92%","3","2","5","30502092"
"93","ショットガンに<0>攻撃力+93%","3","2","5","30502093"
"94","ショットガンに<0>攻撃力+94%","3","2","5","30502094"
"95","ショットガンに<0>攻撃力+95%","3","2","5","30502095"
"96","ショットガンに<0>攻撃力+96%","3","2","5","30502096"
"97","ショットガンに<0>攻撃力+97%","3","2","5","30502097"
"98","ショットガンに<0>攻撃力+98%","3","2","5","30502098"
"99","ショットガンに<0>攻撃力+99%","3","2","5","30502099"
"100","ショットガンに<0>攻撃力+100%","3","2","5","30502100"
"10","リフトに<1>HP+10%","4","1","1","40101010"
"11","リフトに<1>HP+11%","4","1","1","40101011"
"12","リフトに<1>HP+12%","4","1","1","40101012"
"13","リフトに<1>HP+13%","4","1","1","40101013"
"14","リフトに<1>HP+14%","4","1","1","40101014"
"15","リフトに<1>HP+15%","4","1","1","40101015"
"16","リフトに<1>HP+16%","4","1","1","40101016"
"17","リフトに<1>HP+17%","4","1","1","40101017"
"18","リフトに<1>HP+18%","4","1","1","40101018"
"19","リフトに<1>HP+19%","4","1","1","40101019"
"20","リフトに<1>HP+20%","4","1","1","40101020"
"21","リフトに<1>HP+21%","4","1","1","40101021"
"22","リフトに<1>HP+22%","4","1","1","40101022"
"23","リフトに<1>HP+23%","4","1","1","40101023"
"24","リフトに<1>HP+24%","4","1","1","40101024"
"25","リフトに<1>HP+25%","4","1","1","40101025"
"26","リフトに<1>HP+26%","4","1","1","40101026"
"27","リフトに<1>HP+27%","4","1","1","40101027"
"28","リフトに<1>HP+28%","4","1","1","40101028"
"29","リフトに<1>HP+29%","4","1","1","40101029"
"30","リフトに<1>HP+30%","4","1","1","40101030"
"31","リフトに<1>HP+31%","4","1","1","40101031"
"32","リフトに<1>HP+32%","4","1","1","40101032"
"33","リフトに<1>HP+33%","4","1","1","40101033"
"34","リフトに<1>HP+34%","4","1","1","40101034"
"35","リフトに<1>HP+35%","4","1","1","40101035"
"36","リフトに<1>HP+36%","4","1","1","40101036"
"37","リフトに<1>HP+37%","4","1","1","40101037"
"38","リフトに<1>HP+38%","4","1","1","40101038"
"39","リフトに<1>HP+39%","4","1","1","40101039"
"40","リフトに<1>HP+40%","4","1","1","40101040"
"41","リフトに<1>HP+41%","4","1","1","40101041"
"42","リフトに<1>HP+42%","4","1","1","40101042"
"43","リフトに<1>HP+43%","4","1","1","40101043"
"44","リフトに<1>HP+44%","4","1","1","40101044"
"45","リフトに<1>HP+45%","4","1","1","40101045"
"46","リフトに<1>HP+46%","4","1","1","40101046"
"47","リフトに<1>HP+47%","4","1","1","40101047"
"48","リフトに<1>HP+48%","4","1","1","40101048"
"49","リフトに<1>HP+49%","4","1","1","40101049"
"50","リフトに<1>HP+50%","4","1","1","40101050"
"51","リフトに<1>HP+51%","4","1","1","40101051"
"52","リフトに<1>HP+52%","4","1","1","40101052"
"53","リフトに<1>HP+53%","4","1","1","40101053"
"54","リフトに<1>HP+54%","4","1","1","40101054"
"55","リフトに<1>HP+55%","4","1","1","40101055"
"56","リフトに<1>HP+56%","4","1","1","40101056"
"57","リフトに<1>HP+57%","4","1","1","40101057"
"58","リフトに<1>HP+58%","4","1","1","40101058"
"59","リフトに<1>HP+59%","4","1","1","40101059"
"60","リフトに<1>HP+60%","4","1","1","40101060"
"61","リフトに<1>HP+61%","4","1","1","40101061"
"62","リフトに<1>HP+62%","4","1","1","40101062"
"63","リフトに<1>HP+63%","4","1","1","40101063"
"64","リフトに<1>HP+64%","4","1","1","40101064"
"65","リフトに<1>HP+65%","4","1","1","40101065"
"66","リフトに<1>HP+66%","4","1","1","40101066"
"67","リフトに<1>HP+67%","4","1","1","40101067"
"68","リフトに<1>HP+68%","4","1","1","40101068"
"69","リフトに<1>HP+69%","4","1","1","40101069"
"70","リフトに<1>HP+70%","4","1","1","40101070"
"71","リフトに<1>HP+71%","4","1","1","40101071"
"72","リフトに<1>HP+72%","4","1","1","40101072"
"73","リフトに<1>HP+73%","4","1","1","40101073"
"74","リフトに<1>HP+74%","4","1","1","40101074"
"75","リフトに<1>HP+75%","4","1","1","40101075"
"76","リフトに<1>HP+76%","4","1","1","40101076"
"77","リフトに<1>HP+77%","4","1","1","40101077"
"78","リフトに<1>HP+78%","4","1","1","40101078"
"79","リフトに<1>HP+79%","4","1","1","40101079"
"80","リフトに<1>HP+80%","4","1","1","40101080"
"81","リフトに<1>HP+81%","4","1","1","40101081"
"82","リフトに<1>HP+82%","4","1","1","40101082"
"83","リフトに<1>HP+83%","4","1","1","40101083"
