cf6543676b782b0b1a4d8464fde191db7ed3fac661b50d84eb5a7f14ffcd30e5,51639e1e1feea95d400c2dceb4ea2fe01ff17e55bfe47ccb6bb2544b525e1ecb,8ac76560966eb667ccf0d16a13be35909a6aac1b87a03f5ef90b0afa16ba68af,61c25a920b4d6b5d4880d87c0e51bf8a7400c87cc23218bf3d8bc438b50563d7,08600cc79476fd4259d6cd1dd612bbd0cf929afb46e5a152858785bb3163e6c6,008dbb96bf400a38128c7fbf7fc92cecdc7ecd0114c114a93f65feac198afdbb,be5cbd1bbe79fd4640d7c85c84588eb3bbfe0d85dd131cc55ba32f78b5631684,38bc966321509379f46e2aebf901947ee0bfffe912c12bade9a2e37c2a7df26e,0130293579b8ded3fdace6139c7614aa3ae4f938206f2ad2ac0b726b68c30f68,1700f2d0f319bbf2f1f956ab15f6e9a070a5861b2e599306d2fd93ea3dc00e9d,b0dd512f9567a54532b5998c4e3271b14d08e8ec3979aff1e100a7a2dbeff922,be27f309d5ba9354725feb54a4f5ff68ebfa6843c94fdcfb5fd109552d2d5061
"聖学祭かぁ…なんだか楽しそうね\nそれになかよし部の人たちも\n気になるわ","3","","8","106401","0","0","0","2","シェフィ","80005","370"
"それじゃあわたしたちも、\n負けじと仲良くしましょう♪\nほらほらシェフィちゃん、\nぎゅーっ☆　ですよ♪","3","","10","105801","0","0","0","3","ペコリーヌ","80005","371"
"えっ？　ええ…\nぎゅーっ…？","3","","9","106401","0","0","0","2","シェフィ","80005","372"
"3.5周年まであと11日！？\nお祝いの準備進んでないんだけど…\nああ～昨日に戻りたいわ…","4","","11","106001","0","0","0","0","キャル","80005","373"
"そういえばそんな魔道具があるって\n聞いたことがあるわね\n確か、名前はタイムラーベ…","4","","10","106401","0","0","0","2","シェフィ","80005","374"
"なにそれヤバいわね\nでも本当にあるんだったら\n準備よりももっとやり直したいこと\nたくさんあるんだけど…","4","","12","106001","0","0","0","0","キャル","80005","375"
"もしや正月の件でしょうか…？\nあの時はお金がなくて\n苦労しましたから","4","","11","105901","0","0","0","1","コッコロ","80005","376"
"あれはそうね…\nお金を湯水のように使う\nぺコリーヌを止められたら\nあんな苦労をすることもなかったし","4","","13","106001","0","0","0","0","キャル","80005","377"
"そんなこともありましたね！\nやり直したいといえば\n『きゃるきゃる～ん♪』\nの方かと思いましたよ！","4","","11","105801","0","0","0","3","ペコリーヌ","80005","378"
"バラすんじゃないわよ\nこのアホリーヌ！\nシェフィはそれ\n知らないんだから！","4","","14","106001","0","0","0","0","キャル","80005","379"
"こうなったらもう、なんとか\nタイムラーべを探し出して\n今の会話をなかったことに…\nって、どうしたのよシェフィ","4","","15","106001","0","0","0","0","キャル","80005","380"
"うん…もし、私だったら…\n私が知らないみんなとの時間を\n見てみたいな、って…","4","","11","106401","0","0","0","2","シェフィ","80005","381"
"シェフィちゃん！　タイムなんとか\nなんかなくても大丈夫ですよ！\n一緒の時間はこれから\nどんどん作ればいいんですから！","4","","12","105801","0","0","0","3","ペコリーヌ","80005","382"
"はい、今この瞬間も\n未来にはかけがえのない思い出に\nなっていることでしょう","4","","12","105901","0","0","0","1","コッコロ","80005","383"
"だからそんな顔しないの\nほら、お祝いの準備、進めるわよ！","4","","16","106001","0","0","0","0","キャル","80005","384"
"みんな…そうね\n最高のお祝いにして\n最高の思い出にしましょう！","4","","12","106401","0","0","0","2","シェフィ","80005","385"
"3.5周年まで、あと10日！\nもうすぐですよー！\n楽しみすぎて、やばいですね！","5","","13","105801","0","0","0","3","ペコリーヌ","80005","386"
"そういえば…たくさんのおもちゃが\n子どもたちを襲うっていう\n騒動もありましたね…\nなんでも勝手に動き出したとか！","5","","14","105801","0","0","0","3","ペコリーヌ","80005","387"
"学校や孤児院とかに\nちっちゃなおもちゃが乗り込んで\n暴れたみたいですよ！","5","","15","105801","0","0","0","3","ペコリーヌ","80005","388"
"暴れたって言っても\n所詮はおもちゃじゃない\nどうせちっさいんでしょ？","5","","17","106001","0","0","0","0","キャル","80005","389"
"だったら魔法で\n全部ぶっ飛ばせばいいじゃない！\n大したことないわよ！","5","","18","106001","0","0","0","0","キャル","80005","390"
"キャルってば…\n相手は子どもが\n大事にしてる物なのよ…？","5","","13","106401","0","0","0","2","シェフィ","80005","391"
"乱暴な発言は\nめっ、でございますよ？\n子どもの教育に悪影響を\n与えてしまいますから…","5","","13","105901","0","0","0","1","コッコロ","80005","392"
"キャルちゃんだって\n意外と猫グッズとか\nたっくさん集めてますよね？\nもしその子たちが暴れたら…？","5","","16","105801","0","0","0","3","ペコリーヌ","80005","393"
"う、うっさいわね！\n意外とか言うな！\n…ま、まあ確かに正面切って\n魔法でぶっ飛ばせないかもね…","5","","19","106001","0","0","0","0","キャル","80005","394"
"あはは☆\nキャルちゃんのそういうところ\n好きですよ♪","5","","17","105801","0","0","0","3","ペコリーヌ","80005","395"
"そんなキャルちゃんに猫グッズを\nプレゼントしちゃいますね！\n一部で流行っていた、たい焼き屋の\nおまけフィギュアですよ♪","5","","18","105801","0","0","0","3","ペコリーヌ","80005","396"
"乱暴に扱ったりしないでくださいね\nひとりでに暴れ出しちゃうかも\nしれませんから！","5","","19","105801","0","0","0","3","ペコリーヌ","80005","397"
"3.5周年まであと９日\nここでみなさんに\nビックニュースですよ！","6","","4","190801","0","0","0","2","カリン","80005","398"
"3.5周年を祝う生放送に\n去年と同様【美食殿】の\nみなさんにご出演いただくことが\n決定しましたー！","6","","5","190801","0","0","0","2","カリン","80005","399"
"…えっ！？","6","","20","106001","0","0","0","1","キャル","80005","400"
"本当ですか！？\nそれじゃ今から張り切って\n生放送中に食べる魔物料理を\n作らなくちゃですね☆","6","","20","105801","0","0","0","3","ペコリーヌ","80005","401"
"いや…がんばるところは\nそこじゃないような…\nというか去年も出演してたのね\nすごいじゃない！","6","","14","106401","0","0","0","0","シェフィ","80005","402"
"はい。とても緊張しますが\nやりがいのある大役です\n一緒にがんばりましょうね\nシェフィさま","6","","14","105901","0","0","0","4","コッコロ","80005","403"
"わ、私も出るの！？　でも…\n私も【美食殿】の一人だものね\nそれなら今からしっかり準備をして\nコンディションを整えないと…","6","","15","106401","0","0","0","0","シェフィ","80005","404"
"ふふん♪\n生放送直前のカチコチになった\nシェフィの姿が楽しみだわ！","6","","21","106001","0","0","0","1","キャル","80005","405"
"去年のキャルちゃんは\n緊張しすぎてずっと震えて\nかわいかったですもんね！\n今年もあの姿が見たいです！","6","","21","105801","0","0","0","3","ペコリーヌ","80005","406"
"ぶっ殺すぞ！？","6","","22","106001","0","0","0","1","キャル","80005","407"
"というわけで\n『プリンセスコネクト！\nRe:Dive』の魅力を\nお伝えする生放送をお楽しみに♪","6","","6","190801","0","0","0","2","カリン","80005","408"
"3.5周年まであと８日\nでございますよ\n楽しみですね、主さま","7","","15","105901","0","0","0","1","コッコロ","80005","409"
"そういえばあんた\n夏休みの宿題は\nきちんとやってるの？","7","","23","106001","0","0","0","0","キャル","80005","410"
"宿題…学校に通うのも\n楽しいことばかりじゃ\nないのね","7","","16","106401","0","0","0","2","シェフィ","80005","411"
"あれ？　そういえば\n少し前にルーセント学院で\n何かあったような…","7","","22","105801","0","0","0","3","ペコリーヌ","80005","412"
"ああ、始業式の日に\n大捕り物があったって\n話題になってたわね","7","","24","106001","0","0","0","0","キャル","80005","413"
"夏休みを終わらせないって\n騒いでたっていう話？\nあれ本当なの？\n都市伝説だと思ってたわ","7","","17","106401","0","0","0","2","シェフィ","80005","414"
"その一件ならよく存じ上げて\nおります。ですから主さま\n次の機会にはわたくしと一緒に\nがんばりましょう","7","","16","105901","0","0","0","1","コッコロ","80005","415"
"楽しそう…私も一緒にやりたいな\nママ…じゃ、じゃなくて！\nコッコロさん、私もまざっていい？","7","","18","106401","0","0","0","2","シェフィ","80005","416"
"もちろんでございます\n仲良くお勉強いたしましょう","7","","17","105901","0","0","0","1","コッコロ","80005","417"
"しれっと教育ママが\n生まれてる…？","7","","25","106001","0","0","0","0","キャル","80005","418"
"お勉強は大切ですよ！\nキャルちゃんも一緒に\nがんばりましょう！","7","","23","105801","0","0","0","3","ペコリーヌ","80005","419"
"え～～～～！？","7","","26","106001","0","0","0","0","キャル","80005","420"
"3.5周年まであと７日〜♪\nふふ～ん♪\nふんふふ～ん♪","8","","27","106001","0","0","0","0","キャル","80005","421"
"…\nねぇコッコロさん\nキャル、どうしちゃったの？","8","","19","106401","0","0","0","2","シェフィ","80005","422"
"とてもご機嫌そうに\n鼻歌を歌ってらっしゃいますね\n耳も尻尾もリズミカルに\n揺れて…ノリノリでございます","8","","18","105901","0","0","0","1","コッコロ","80005","423"
"あれはですね！\nカルミナのみなさんの\nサマーライブのチケットが\n手に入ったからなんですよ♪","8","","24","105801","0","0","0","3","ペコリーヌ","80005","424"
"ええっ！？\nあのライブのチケットって確か\n入手困難だったんじゃ…","8","","20","106401","0","0","0","2","シェフィ","80005","425"
"ふふふふ～ん♪\nしゃいにんぐふゅ～ちゃ～♪","8","","28","106001","0","0","0","0","キャル","80005","426"
"なるほど…\nキャルさまがあのように\nなってしまうのも頷けますね","8","","19","105901","0","0","0","1","コッコロ","80005","427"
"…カルミナの\n『Shining Future』\nの中に、シャイニングフューチャー\nって歌詞はなかったはずだけど…","8","","21","106401","0","0","0","2","シェフィ","80005","428"
"ふんふ…はっ！？\nあっ、あんたたち！\nなに人の鼻歌を\n勝手に聞いてるのよ！？","8","","29","106001","0","0","0","0","キャル","80005","429"
"こっ、これは別に\nカルミナの曲じゃなくて…\nあたしのオリジナルソングよ！\n聞いたらお金取るわよっ！？","8","","30","106001","0","0","0","0","キャル","80005","430"
"えへへ、キャルちゃん\nカルミナのサマーライブ\n思いっきり楽しみましょうね☆","8","","25","105801","0","0","0","3","ペコリーヌ","80005","431"
"も～っ！\n生暖かい目で見るな～～！\nぶっ殺すわよ～～～！","8","","31","106001","0","0","0","0","キャル","80005","432"
"3.5周年まであと６日\n３人も言ってたけど\nあっという間だったわね","9","","22","106401","0","0","0","0","シェフィ","80005","433"
"…えっ？\n生放送の意気込み！？\n突然なに！？","9","","23","106401","0","0","0","0","シェフィ","80005","434"
"ええと…\nとにかく失敗しないように\n台本たくさん読んで…\nそれから…","9","","24","106401","0","0","0","0","シェフィ","80005","435"
"えっ！？\nトラブルがあったら\nどうするのかって！？\nそ、それは…！","9","","25","106401","0","0","0","0","シェフィ","80005","436"
"とにかく落ち着いて\nスタッフさんの指示を聞いて…","9","","26","106401","0","0","0","0","シェフィ","80005","437"
"それから、それから…！\nぅ、ぅぅっ…！","9","","27","106401","0","0","0","0","シェフィ","80005","438"
"―びえぇぇ～んっ！！！","9","","28","106401","0","0","0","0","シェフィ","80005","439"
"どうされましたか、シェフィさま","9","","20","105901","0","0","0","1","コッコロ","80005","440"
"ううっ…ひっく…\nママッ…！","9","","29","106401","0","0","0","0","シェフィ","80005","441"
"よしよし、緊張されてるのですね\nママが傍におりますよ\n主さま、少々お待ちくださいませ","9","","21","105901","0","0","0","1","コッコロ","80005","442"
"…ふぅ\nシェフィさま\n生放送への意気込み\nお話しできそうですか？","9","","22","105901","0","0","0","1","コッコロ","80005","443"
"…ううっ\n恥ずかしすぎて\nもう生放送出られない…","9","","30","106401","0","0","0","0","シェフィ","80005","444"
"主さま\n3.5周年まであと５日\nでございます","10","","23","105901","0","0","0","0","コッコロ","80005","445"
"ですがその前に\n生放送がありますね","10","","24","105901","0","0","0","0","コッコロ","80005","446"
"…生放送に向けた\n意気込みでございますか？","10","","25","105901","0","0","0","0","コッコロ","80005","447"
"もちろんわたくしは\n主さまのために\n全身全霊を込めて\n楽しい時間をご提供いたします","10","","26","105901","0","0","0","0","コッコロ","80005","448"
"…と、意気込んでみましたが\nうまくできるか少し不安です\n声が小さくなったり\n間違えてしまったらどうしようと…","10","","27","105901","0","0","0","0","コッコロ","80005","449"
"ですがわたくしは\n一人ではありません\n【美食殿】のみなさまが\nおります","10","","28","105901","0","0","0","0","コッコロ","80005","450"
"どんな困難も\nみなさまと一緒なら\n乗り越えられると\nわたくし、確信しております","10","","29","105901","0","0","0","0","コッコロ","80005","451"
"それに今回はシェフィさまも\nご参加されるわけですし\nママとしてお手本に\nならねばなりませんね","10","","30","105901","0","0","0","0","コッコロ","80005","452"
"主さま。3.5周年も\n食卓を囲んでいる時のような\n楽しい思い出を\n一緒に作りましょうね","10","","31","105901","0","0","0","0","コッコロ","80005","453"
"3.5周年まであと４日！\nやばいですね☆","11","","26","105801","0","0","0","0","ペコリーヌ","80005","454"
"はいはい、やばいわね\nというかもうすぐ生放送だけど\nあんた準備はできてるの？","11","","32","106001","0","0","0","1","キャル","80005","455"
"ばっちりオイッスー☆　ですよ！\n『王家の装備』も全開です！","11","","27","105801","0","0","0","0","ペコリーヌ","80005","456"
"あとは前回を超える\n最高のオイッスー☆　を\nお届けできるように\n練習あるのみですかね！","11","","28","105801","0","0","0","0","ペコリーヌ","80005","457"
"キャルちゃんは\nどうなんですか？\nオイッスー☆　を\n毎日ちゃんと練習してますか？","11","","29","105801","0","0","0","0","ペコリーヌ","80005","458"
"はぁ！？　なんであたしまで\nその変なあいさつを練習しないと\nいけないのよ！","11","","33","106001","0","0","0","1","キャル","80005","459"
"もしかしてやってないんですか？\nダメですよキャルちゃん！\nシェフィちゃんだってちゃんと\n毎日練習してるのに！","11","","30","105801","0","0","0","0","ペコリーヌ","80005","460"
"こうなったらわたしがキャルちゃん\nにオイッスー☆　の『オ』から\nしっかり教えてあげないと！","11","","31","105801","0","0","0","0","ペコリーヌ","80005","461"
"オイッスー☆　の『オ』は\n口を大きく開いて〜\nドラゴンの骨つき肉に\nかぶりつく直前をイメージして〜","11","","32","105801","0","0","0","0","ペコリーヌ","80005","462"
"だからあたしはやるなんて一言も…","11","","34","106001","0","0","0","1","キャル","80005","463"
"オイッスー☆","11","","33","105801","0","0","0","0","ペコリーヌ","80005","464"
"聞きなさいっての！！","11","","35","106001","0","0","0","1","キャル","80005","465"
"3.5周年まであと３日…\nそして生放送は、明日…","12","","31","106401","0","0","0","2","シェフィ","80005","466"
"もっと台本を\n読み込んでおかないと…\nあと発声練習も…","12","","32","106401","0","0","0","2","シェフィ","80005","467"
"おいっす！\n…こうじゃなかったわね\nええと確か…","12","","33","106401","0","0","0","2","シェフィ","80005","468"
"うう…あんなに練習したのに\nこれじゃみんなに迷惑かけちゃう…","12","","34","106401","0","0","0","2","シェフィ","80005","469"
"【美食殿】の一員として\n認められるように\n頑張らないといけないのに\nよし、もう一度…","12","","35","106401","0","0","0","2","シェフィ","80005","470"
"やってますねシェフィちゃん！","12","","34","105801","0","0","0","3","ペコリーヌ","80005","471"
"なによ、考えることは\nみんな同じってこと？","12","","36","106001","0","0","0","0","キャル","80005","472"
"ふふ。シェフィさま\nよろしければ\n仲間に入れてください\n一緒にやればきっとうまくできます","12","","32","105901","0","0","0","1","コッコロ","80005","473"
"みんな…もちろんよ！","12","","36","106401","0","0","0","2","シェフィ","80005","474"
"それじゃ明日の生放送に向けて\n一緒に練習がんばりましょう☆","12","","35","105801","0","0","0","3","ペコリーヌ","80005","475"
"3.5周年まであと２日と\n迫った本日は…\nいよいよ生放送です！","13","","7","190801","0","0","0","2","カリン","80005","476"
"【美食殿】のみなさんが\n準備に入られていますので\nそれぞれ繋いでみましょう！\nまずはペコリーヌさんです！","13","","8","190801","0","0","0","2","カリン","80005","477"
"今日もオイッスー☆\nみんなで一緒に\nオイッスー☆","13","","36","105801","0","0","0","3","ペコリーヌ","80005","478"
"お手本になるような\n発声練習ですね！\nそれでは続いてコッコロさん","13","","9","190801","0","0","0","2","カリン","80005","479"
"はじめちょろちょろ\nなかぱっぱ～♪\n生放送前にみなさまで\n食卓を囲んで英気を養いましょう","13","","33","105901","0","0","0","4","コッコロ","80005","480"
"さすが【美食殿】のママですね！\nそしてキャルさんは…","13","","10","190801","0","0","0","2","カリン","80005","481"
"大丈夫…大丈夫…\nあたしは大丈夫…","13","","37","106001","0","0","0","1","キャル","80005","482"
"す、すごく震えてますけど\n大丈夫でしょうか…？\nそして今回初参加となる\n期待の新人シェフィさん！","13","","11","190801","0","0","0","2","カリン","80005","483"
"あうー？","13","","37","106401","0","0","0","0","シェフィ","80005","484"
"あ…","13","105901,34,106001,38,190801,12","37","105801","1","0","0","4","みんな","80005","485"
"ちょ、ちょっとシェフィ！？\nなに赤ちゃん返りしてん―\nあ痛ぁっ！\n噛んだわこいつーっ！","13","","39","106001","0","0","0","1","キャル","80005","486"
"シェフィさま\n緊張しすぎて\nしまったのでしょうね…\nおーよしよし…","13","","35","105901","0","0","0","4","コッコロ","80005","487"
"シェフィちゃん！\nそういう時は手のひらに\n好きな文字を書いて\n食べちゃうといいですよ！","13","","38","105801","0","0","0","3","ペコリーヌ","80005","488"
"…ええと、現場からは以上です！\n生放送はもうすぐ！\n特別なお知らせもありますので\nどうぞお楽しみに！","13","","13","190801","0","0","0","2","カリン","80005","489"
"3.5周年の記念日も\nいよいよ明日ね\n…って、あれ？","14","","38","106401","0","0","0","2","シェフィ","80005","490"
"記念日はこの森へ行きませんか！？\nすっごく美味しいお肉が\nとれるんです☆","14","","39","105801","0","0","0","3","ペコリーヌ","80005","491"
"うげ、またあの魔物？\nさすがに今度は\n丸焼きとかはやめてよね…\n見た目がヤバすぎるし","14","","40","106001","0","0","0","0","キャル","80005","492"
"ふふ、キャルさまもだいぶ\n魔物肉に慣れてきたようですね\n調理ならばわたくしに\nお任せください♪","14","","36","105901","0","0","0","1","コッコロ","80005","493"
"みんな、何をしているの？\nなんだか、\n不穏な単語が聞こえたんだけど…","14","","39","106401","0","0","0","2","シェフィ","80005","494"
"シェフィちゃん！\n明日の食べ尽くしツアーの\n相談をしてたんですよ！","14","","40","105801","0","0","0","3","ペコリーヌ","80005","495"
"はい。明日は【美食殿】の\n一員となったシェフィさまと一緒に\n初めて記念日を過ごすのですから\n特別なコース料理を用意しませんと","14","","37","105901","0","0","0","1","コッコロ","80005","496"
"ふふん♪\n猫の毛も逆立つような\nあれこれを食べさせられるから\n覚悟しておいたほうがいいわよ？","14","","41","106001","0","0","0","0","キャル","80005","497"
"へ、へぇ…","14","","40","106401","0","0","0","2","シェフィ","80005","498"
"期待しててくださいね！\nシェフィちゃんとあなたに\n『おいちー！』って喜んでもらえる\n最高のごちそうを準備しますから☆","14","","41","105801","0","0","0","3","ペコリーヌ","80005","499"
"ええと…その…うーんと…\nわ、分かったわ\n私も【美食殿】の一員だもの","14","","41","106401","0","0","0","2","シェフィ","80005","500"
"それにあなたも一緒みたいだし\n最後までがんばってみるわ…！","14","","42","106401","0","0","0","2","シェフィ","80005","501"
"それではいつものあれを\nやりましょう！\n準備はいいですかっ？\n…いっきますよー！","15","","42","105801","0","0","0","3","ペコリーヌ","80005","502"
"祝！","15","","42","106001","0","0","0","1","キャル","80005","503"
"3.5周年！","15","","38","105901","0","0","0","4","コッコロ","80005","504"
"おめでとうございます！","15","","43","106401","0","0","0","0","シェフィ","80005","505"
"この日を迎えられたのも\nあなたが『プリンセスコネクト！\nRe:Dive』を遊んでくれている\nおかげです！","15","","14","190801","0","0","0","2","カリン","80005","506"
"ということで\nみなさんからあなたへ一言ずつ\n感謝の言葉をどうぞ！","15","","15","190801","0","0","0","2","カリン","80005","507"
"感謝の言葉ですか？　わたしは\n毎日あなたに感謝してますよ\n【美食殿】の仲間になってくれて…\n一緒にごはんを食べてくれて…","15","","43","105801","0","0","0","3","ペコリーヌ","80005","508"
"なにより今でもわたしをぺコリーヌ\nって呼んでくれてありがとうござい\nます。これからもわたしはあなたの\nぺコリーヌです！　やばいですね☆","15","","44","105801","0","0","0","3","ペコリーヌ","80005","509"
"えっ！？　今度はあたし！？\n感謝って…まぁ、そうね…\nあんたにはあたしが\n辛くて苦しい時に助けてもらって…","15","","43","106001","0","0","0","1","キャル","80005","510"
"でもおかげで色々吹っ切れたわ！\nもしあんたが困ってたら今度は\nあたしが助けてあげるから\nその時はちゃんと言いなさいよ！","15","","44","106001","0","0","0","1","キャル","80005","511"
"ええと…次は私ね\n実はよく覚えてないのだけど\n空から落ちてきた私を受け止めて\nくれたのはあなたなのでしょう？","15","","44","106401","0","0","0","0","シェフィ","80005","512"
"最初に私を見つけてくれたのが\nあなたで良かったって思ってるの\nおかげで私は居場所を見つけたから\nあなたがくれたもの、大切にするわ","15","","45","106401","0","0","0","0","シェフィ","80005","513"
"では最後にわたくしから…\nわたくしは主さまの元を離れた日…\nこのように記念日をお祝いする\nことは二度とないと思っていました","15","","39","105901","0","0","0","4","コッコロ","80005","514"
"ですが、主さまはわたくしを\n迎えにきてくださり、今もこうして\nおそばにおいてくださっています\nわたくしにとって毎日が記念日です","15","","40","105901","0","0","0","4","コッコロ","80005","515"
"わたくしたちの物語は\nまだ続いていきます\nこれからも一緒にページを\n作っていきましょうね","15","","41","105901","0","0","0","4","コッコロ","80005","516"
"それじゃ\nいつものあれでしめますよ！\nみんなで一緒に、さんはい☆","15","","45","105801","0","0","0","3","ペコリーヌ","80005","517"
"これからも\nよろしくおねがいします！","15","105901,42,106001,45,106401,46,190801,16","46","105801","1","0","0","4","みんな","80005","518"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","0","","1","190804","0","0","1","1","カリン","60003","519"
"今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！","0","","0","0","0","1","1","2","","60003","520"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","","0","0","0","1","1","2","","60003","521"
"今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","0","","0","0","0","1","1","2","","60003","522"
"今日の運勢は姫吉！　精霊も新年の幸福をお祝いしています！　　主さまの笑顔が見られて、わたくしも幸せいっぱいでございます♪","0","","0","0","0","1","1","2","","60003","523"
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","0","","0","0","0","1","2","2","","60003","524"
"今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？","0","","0","0","0","2","1","2","","60003","525"
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","0","","0","0","0","2","1","2","","60003","526"
"今日の運勢は大吉！　ラッキーカラーは鮮やかな黄色！　　　　　さらにシマシマのアイテムを持つと、運気倍増らしいッスよ♪","0","","0","0","0","2","1","2","","60003","527"
"今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","0","","0","0","0","2","1","2","","60003","528"
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","0","","0","0","0","2","2","2","","60003","529"
"今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？","0","","0","0","0","3","1","2","","60003","530"
"今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？","0","","0","0","0","3","1","2","","60003","531"
"今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","0","","0","0","0","3","1","2","","60003","532"
"今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。","0","","0","0","0","3","1","2","","60003","533"
"今日の運勢は中吉！　ラッキーアイテムはかわいいもの！　　　　ア、アタシはかわいいじゃなくてキレイだってば！　も～っ！","0","","0","0","0","3","1","2","","60003","534"
"今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","0","","0","0","0","3","1","2","","60003","535"
"今日の運勢は中吉！　悩まず行動すれば強運に恵まれる！　　　　守るよりも攻めるが吉だ！　勝負事をするにはいい運勢だな！","0","","0","0","0","3","2","2","","60003","536"
"今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！","0","","0","0","0","4","1","2","","60003","537"
"今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！","0","","0","0","0","4","1","2","","60003","538"
"今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？","0","","0","0","0","4","1","2","","60003","539"
"今日の運勢は小吉！　難しい頼み事をされるかもしれません！　　うまくやれればきっと成長につながります、挑戦してみましょう！","0","","0","0","0","4","1","2","","60003","540"
"今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","0","","0","0","0","4","1","2","","60003","541"
"今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～","0","","0","0","0","4","1","2","","60003","542"
"今日の運勢は小吉！　無理は禁物、お家で静かにしていましょう　プロぼっちの私が、お家での過ごし方……教えてあげましょうか？","0","","0","0","0","4","2","2","","60003","543"
"おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","0","","2","190804","0","0","0","3","カリン","60003","544"
"おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","7","","3","190804","0","0","0","3","カリン","60003","545"
"新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","0","","1","190804","0","0","1","1","カリン","60004","546"
"今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","0","","0","0","0","1","1","2","","60004","547"
"今日の運勢は姫吉！　羽が生えたように飛躍できる絶好調の運気！新しいことに挑戦するなら今しかないわ！　やってみましょう！","0","","0","0","0","1","1","2","","60004","548"
"今日の運勢は姫吉！　宴でも開きたくなるほどの絶対幸運！\nイメチェンでもしてみるのはどうだ？　ぴょんぴょん、なんてな♪","0","","0","0","0","1","1","2","","60004","549"
"今日の運勢は姫吉！　ずっと祈り続けていた願いが叶うかも！\nきっとあんたならたどり着けるわ、ハッピーエンドのその先に","0","","0","0","0","1","1","2","","60004","550"
"今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪","0","","0","0","0","1","1","2","","60004","551"
"今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！","0","","0","0","0","2","1","2","","60004","552"
"今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！","0","","0","0","0","2","2","2","","60004","553"
"今日の運勢は大吉！　ラッキーワードは「ぴょんぴょん♪」\nおっきな声で一緒に言ってみよ～♪　うさぎさんぴょんぴょ～ん♪","0","","0","0","0","2","1","2","","60004","554"
"今日の運勢は大吉！　あなたの趣味がもっと広がるかも！\nかんわゆ～～～いショタと～騎士きゅんもゲット～んふふ～♪","0","","0","0","0","2","1","2","","60004","555"
"今日の運勢は大吉！　秘められた力が開花するでしょう！　　　　じゃあ、私の龍眼と力比べしてみようか？　ふふ、冗談だよ～","0","","0","0","0","2","1","2","","60004","556"
