85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6
"","","0.2","93","","","","","1009807","","1009807146"
"4","0","102011","12","0","0","1","0","1009807","0","1009807147"
"lsv_talk_surprise","","102011","3","","0.2","1","","1009807","","1009807148"
"0","","3","93","","","","","1009807","","1009807149"
"lsv_idle_normal_joyR","","102011","3","","0.2","1","","1009807","","1009807150"
"6","0","100411","12","0","0","1","0","1009807","0","1009807151"
"lsv_talk_joy1_normal","","100411","3","","0.2","1","","1009807","","1009807152"
"0","","3","93","","","","","1009807","","1009807153"
"lsv_idle_normal_joy","","100411","3","","0.2","1","","1009807","","1009807154"
"10","0","103611","12","0","0","1","0","1009807","0","1009807155"
"lsv_talk_joy3_dere","","103611","3","","0.2","1","","1009807","","1009807156"
"0","","3","93","","","","","1009807","","1009807157"
"lsv_idle_wish","","103611","3","","0.2","1","","1009807","","1009807158"
"","","1009807147","101","","","","","1009807","","1009807159"
"1","0","333","6","1","1","1","","1009807","0","1009807160"
"1","","102011","4","","","","","1009807","","1009807161"
"lsv_run","","102011","3","","0.2","1","","1009807","","1009807162"
"-750","0","102011","2","0.8","","-235","","1009807","","1009807163"
"0","","100411","4","","","","","1009807","","1009807164"
"lsv_run","","100411","3","","0.2","1","","1009807","","1009807165"
"750","0","100411","2","0.8","","-220","","1009807","","1009807166"
"0","","103611","4","","","","","1009807","","1009807167"
"lsv_run","","103611","3","","0.2","1","","1009807","","1009807168"
"850","0","103611","2","0.8","","-250","","1009807","","1009807169"
"","","0.6","93","","","","","1009807","","1009807170"
"1","0","102011","6","1","0.2","1","","1009807","0","1009807171"
"1","0","100411","6","1","0.2","1","","1009807","0","1009807172"
"1","0","103611","6","1","0.2","1","","1009807","0","1009807173"
"","","0","91","","","","","1009807","","1009807174"
"100411","-220","1","1","-700","1.95","101","lsv_idle_normal","1009808","0","1009808001"
"102011","-235","1","1","-550","1.95","100","lsv_idle_normal","1009808","0","1009808002"
"103611","-250","1","1","-800","1.95","102","lsv_idle_normal","1009808","0","1009808003"
"333","0","1","5","0","1","0","lsv_white_loop","1009808","0","1009808004"
"1","0","333","6","1","0","1","","1009808","0","1009808005"
"13","1.3","3","31","110","0","-630","","1009808","","1009808006"
"1","0","100411","6","1","0","1","","1009808","0","1009808007"
"1","0","102011","6","1","0","1","","1009808","0","1009808008"
"1","0","103611","6","1","0","1","","1009808","0","1009808009"
"0","","1","93","","","","","1009808","","1009808010"
"1","0.4","333","6","1","0.8","1","","1009808","0","1009808011"
"lsv_walk_glad","","100411","3","","0.2","1","","1009808","","1009808012"
"-100","0","100411","2","2","","-220","","1009808","","1009808013"
"1","1","100411","6","1","0.4","1","","1009808","0","1009808014"
"lsv_walk_glad2","","102011","3","","0.2","1","","1009808","","1009808015"
"100","0","102011","2","2.2","","-235","","1009808","","1009808016"
"1","1","102011","6","1","0.4","1","","1009808","0","1009808017"
"lsv_walk_glad","","103611","3","","0.2","1","","1009808","","1009808018"
"-270","0","103611","2","2","","-250","","1009808","","1009808019"
"1","1","103611","6","1","0.4","1","","1009808","0","1009808020"
"1","","13","32","","","","","1009808","","1009808021"
"-180","0","13","33","2","","110","","1009808","","1009808022"
"","","2","93","","","","","1009808","","1009808023"
"0","","13","32","","","","","1009808","","1009808024"
"lsv_idle_normal","","100411","3","","0.2","1","","1009808","","1009808025"
"lsv_idle_normal","","103611","3","","0.2","1","","1009808","","1009808026"
"","","0.2","93","","","","","1009808","","1009808027"
"1","","102011","4","","","","","1009808","","1009808028"
"lsv_idle_normal","","102011","3","","0.2","1","","1009808","","1009808029"
"","","0.5","93","","","","","1009808","","1009808030"
"10","","100411","12","","0","0.5","","1009808","0","1009808031"
"lsv_smile2","1","100411","3","lsv_idle_normal","0","0","","1009808","0.2","1009808032"
"10","","102011","12","","0","0.5","","1009808","0","1009808033"
"lsv_smile2","1","102011","3","lsv_idle_normal","0","0","","1009808","0.2","1009808034"
"10","","103611","12","","0","0.5","","1009808","0","1009808035"
"lsv_smile2","1","103611","3","lsv_idle_normal","0","0","","1009808","0.2","1009808036"
"","","1.5","93","","","","","1009808","","1009808037"
"0","","102011","4","","","","","1009808","","1009808038"
"lsv_walk","","102011","3","","0.2","1","","1009808","","1009808039"
"200","0","102011","2","1","","-235","","1009808","","1009808040"
"","","1","93","","","","","1009808","","1009808041"
"lsv_idle_normal","","102011","3","","0.2","1","","1009808","","1009808042"
"","","0","93","","","","","1009808","","1009808043"
"1","","102011","4","","","","","1009808","","1009808044"
"","","0.6","93","","","","","1009808","","1009808045"
"lsv_talk_arm_crossed_joy","1","100411","3","lsv_talk_arm_crossed_loop_joy","0","0","","1009808","0.2","1009808046"
"vo_lsv_0821","","vo_lsv","21","0","","0","","1009808","","1009808047"
"ニャットちゃん\nおっきくてかわいかったねー！","1","100411","11","1","0","10","0","1009808","0","1009808048"
"","","0","91","","","","","1009808","","1009808049"
"lsv_idle_arm_crossed_joy","","100411","3","","0.2","1","","1009808","","1009808050"
"lsv_talk_memory_dere2","","102011","3","","0.2","1","","1009808","","1009808051"
"vo_lsv_0822","","vo_lsv","21","0","","0","","1009808","","1009808052"
"うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪","1","102011","11","1","0","10","0","1009808","0","1009808053"
"","","0","91","","","","","1009808","","1009808054"
"lsv_idle_memory","","102011","3","","0.2","1","","1009808","","1009808055"
"lsv_talk_thinking_joyR","","103611","3","","0.2","1","","1009808","","1009808056"
"vo_lsv_0823","","vo_lsv","21","0","","0","","1009808","","1009808057"
"シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。","1","103611","11","1","0","10","0","1009808","0","1009808058"
"","","0","91","","","","","1009808","","1009808059"
"lsv_idle_normal","","103611","3","","0.2","1","","1009808","","1009808060"
"lsv_idle_normal","","102011","3","","0.2","1","","1009808","","1009808061"
"lsv_talk_cool_normal2","1","100411","3","lsv_talk_cool_normal2_loop","0","0","","1009808","0.2","1009808062"
"vo_lsv_0824","","vo_lsv","21","0","","0","","1009808","","1009808063"
"この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！","1","100411","11","1","0","10","0","1009808","0","1009808064"
"","","0","91","","","","","1009808","","1009808065"
"lsv_idle_cool_joy","","100411","3","","0.2","1","","1009808","","1009808066"
"lsv_talk_doya","1","103611","3","lsv_talk_doya_anger_loop","0","0","","1009808","0.2","1009808067"
"vo_lsv_0825","","vo_lsv","21","0","","0","","1009808","","1009808068"
"うん！\n…あっ。観察するのも\n忘れないようにねっ？","1","103611","11","1","0","10","0","1009808","0","1009808069"
"","","0","91","","","","","1009808","","1009808070"
"lsv_idle_doya","","103611","3","","0.2","1","","1009808","","1009808071"
"lsv_talk_bitter","","100411","3","","0.2","1","","1009808","","1009808072"
"vo_lsv_0826","","vo_lsv","21","0","","0","","1009808","","1009808073"
"も、もちろんだって～！\nあはははは～","1","100411","11","1","0","10","0","1009808","0","1009808074"
"","","0","91","","","","","1009808","","1009808075"
"lsv_idle_bitter","","100411","3","","0.2","1","","1009808","","1009808076"
"lsv_talk_surprise_talkjoy","","102011","3","","0.2","1","","1009808","","1009808077"
"vo_lsv_0827","","vo_lsv","21","0","","0","","1009808","","1009808078"
"ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？","1","102011","11","1","0","10","0","1009808","0","1009808079"
"","","0","91","","","","","1009808","","1009808080"
"lsv_idle_surprise_joy","","102011","3","","0.2","1","","1009808","","1009808081"
"lsv_choice","1","100411","3","lsv_look_idle_normal","0","0","","1009808","0.2","1009808082"
"lsv_choice","1","102011","3","lsv_look_idle_normal","0","0","","1009808","0.2","1009808083"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009808","0.2","1009808084"
"0","","0.1","93","","","","","1009808","","1009808085"
"-420","2","100411","2","0.33","","-220","","1009808","0.2","1009808086"
"452","2","102011","2","0.33","","-235","","1009808","0.2","1009808087"
"-545","2","103611","2","0.33","","-250","","1009808","0.2","1009808088"
"0","","0","22","","0.2","1","","1009808","","1009808089"
"1009808093","","牧場の牛たち。","103","","","0","","1009808","","1009808090"
"1009808117","","ぷうきち。","103","","","0","","1009808","","1009808091"
"1009808141","","ラーゴ。","103","","","0","","1009808","","1009808092"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009808","0.2","1009808093"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009808","0.2","1009808094"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009808","0.2","1009808095"
"0","","0.1","93","","","","","1009808","","1009808096"
"-100","2","100411","2","0.33","","-220","","1009808","0.2","1009808097"
"200","2","102011","2","0.33","","-235","","1009808","0.2","1009808098"
"-270","2","103611","2","0.33","","-250","","1009808","0.2","1009808099"
"0","","0.7","93","","","","","1009808","","1009808100"
"lsv_talk_thinking_joyR","","103611","3","","0.2","1","","1009808","","1009808101"
"vo_lsv_0828","","vo_lsv","21","0","","0","","1009808","","1009808102"
"なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。","1","103611","11","1","0","10","0","1009808","0","1009808103"
"","","0","91","","","","","1009808","","1009808104"
"lsv_idle_thinking_joy1","","103611","3","","0.2","1","","1009808","","1009808105"
"lsv_talk_wish_joy","","102011","3","","0.2","1","","1009808","","1009808106"
"vo_lsv_0829","","vo_lsv","21","0","","0","","1009808","","1009808107"
"きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪","1","102011","11","1","0","10","0","1009808","0","1009808108"
"","","0","91","","","","","1009808","","1009808109"
"lsv_idle_wish_joy","","102011","3","","0.2","1","","1009808","","1009808110"
"lsv_talk_normal","","100411","3","","0.2","1","","1009808","","1009808111"
"vo_lsv_0830","","vo_lsv","21","0","","0","","1009808","","1009808112"
"牧場だったら\nシオリねえちゃんもいるから\n安心だしね！","1","100411","11","1","0","10","0","1009808","0","1009808113"
"","","0","91","","","","","1009808","","1009808114"
"lsv_idle_normal","","100411","3","","0.2","1","","1009808","","1009808115"
"","","1009808166","101","","","","","1009808","","1009808116"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009808","0.2","1009808117"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009808","0.2","1009808118"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009808","0.2","1009808119"
"0","","0.1","93","","","","","1009808","","1009808120"
"-100","2","100411","2","0.33","","-220","","1009808","0.2","1009808121"
"200","2","102011","2","0.33","","-235","","1009808","0.2","1009808122"
"-270","2","103611","2","0.33","","-250","","1009808","0.2","1009808123"
"0","","0.7","93","","","","","1009808","","1009808124"
"lsv_talk_joy3_blink","","102011","3","","0.2","1","","1009808","","1009808125"
"vo_lsv_0831","","vo_lsv","21","0","","0","","1009808","","1009808126"
"アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪","1","102011","11","1","0","10","0","1009808","0","1009808127"
"","","0","91","","","","","1009808","","1009808128"
"lsv_idle_joy","","102011","3","","0.2","1","","1009808","","1009808129"
"lsv_talk_surprise","","103611","3","","0.2","1","","1009808","","1009808130"
"vo_lsv_0832","","vo_lsv","21","0","","0","","1009808","","1009808131"
"アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。","1","103611","11","1","0","10","0","1009808","0","1009808132"
"","","0","91","","","","","1009808","","1009808133"
"lsv_idle_surprise","","103611","3","","0.2","1","","1009808","","1009808134"
"lsv_talk_thinking_talkR","","100411","3","","0.2","1","","1009808","","1009808135"
"vo_lsv_0833","","vo_lsv","21","0","","0","","1009808","","1009808136"
"考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…","1","100411","11","1","0","10","0","1009808","0","1009808137"
"","","0","91","","","","","1009808","","1009808138"
"lsv_idle_thinking_joy1","","100411","3","","0.2","1","","1009808","","1009808139"
"","","1009808166","101","","","","","1009808","","1009808140"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009808","0.2","1009808141"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009808","0.2","1009808142"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009808","0.2","1009808143"
"0","","0.1","93","","","","","1009808","","1009808144"
"-100","2","100411","2","0.33","","-220","","1009808","0.2","1009808145"
"200","2","102011","2","0.33","","-235","","1009808","0.2","1009808146"
"-270","2","103611","2","0.33","","-250","","1009808","0.2","1009808147"
"0","","0.7","93","","","","","1009808","","1009808148"
"lsv_talk_surprise2","","100411","3","","0.2","1","","1009808","","1009808149"
"vo_lsv_0834","","vo_lsv","21","0","","0","","1009808","","1009808150"
"ええっ、ドラゴン！？\nドラゴンって、あの？","1","100411","11","1","0","10","0","1009808","0","1009808151"
"","","0","91","","","","","1009808","","1009808152"
"lsv_idle_surprise","","100411","3","","0.2","1","","1009808","","1009808153"
"lsv_talk_normal_suprise1","","102011","3","","0.2","1","","1009808","","1009808154"
"vo_lsv_0835","","vo_lsv","21","0","","0","","1009808","","1009808155"
"すごい魔物さんと\nなかよしの人がいるんだね～","1","102011","11","1","0","10","0","1009808","0","1009808156"
"","","0","91","","","","","1009808","","1009808157"
"lsv_idle_normal","","102011","3","","0.2","1","","1009808","","1009808158"
"lsv_talk_sad","","103611","3","","0.2","1","","1009808","","1009808159"
"vo_lsv_0836","","vo_lsv","21","0","","0","","1009808","","1009808160"
"き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。","1","103611","11","1","0","10","0","1009808","0","1009808161"
"","","0","91","","","","","1009808","","1009808162"
"lsv_idle_sad","","103611","3","","0.2","1","","1009808","","1009808163"
"lsv_idle_surprise_talkR1","","100411","3","","0.2","1","","1009808","","1009808164"
"","","1009808166","101","","","","","1009808","","1009808165"
"","","0","91","","","","","1009808","","1009808166"
"","","","102","","","","","1009808","","1009808167"
"0.2","","0","22","","","","","1009808","","1009808168"
"","","0.2","93","","","","","1009808","","1009808169"
"7","0","102011","12","0","0","1","0","1009808","0","1009808170"
"lsv_talk_surprise_kira","","102011","3","","0.2","1","","1009808","","1009808171"
"0","","3","93","","","","","1009808","","1009808172"
"lsv_idle_surprise","","102011","3","","0.2","1","","1009808","","1009808173"
"5","0","100411","12","0","0","1","0","1009808","0","1009808174"
"lsv_talk_wish_surprise","","100411","3","","0.2","1","","1009808","","1009808175"
"0","","3","93","","","","","1009808","","1009808176"
"lsv_idle_wish","","100411","3","","0.2","1","","1009808","","1009808177"
"1","0","103611","12","0","0","1","0","1009808","0","1009808178"
"lsv_talk_normal_sad","","103611","3","","0.2","1","","1009808","","1009808179"
"0","","3","93","","","","","1009808","","1009808180"
"lsv_idle_normal","","103611","3","","0.2","1","","1009808","","1009808181"
"","","1009808170","101","","","","","1009808","","1009808182"
"1","0","333","6","1","1","1","","1009808","0","1009808183"
"1","","100411","4","","","","","1009808","","1009808184"
"lsv_run","","100411","3","","0.2","1","","1009808","","1009808185"
"-750","0","100411","2","0.8","","-220","","1009808","","1009808186"
"0","","102011","4","","","","","1009808","","1009808187"
"lsv_run","","102011","3","","0.2","1","","1009808","","1009808188"
"750","0","102011","2","0.8","","-235","","1009808","","1009808189"
"1","","103611","4","","","","","1009808","","1009808190"
"lsv_run","","103611","3","","0.2","1","","1009808","","1009808191"
"-850","0","103611","2","0.8","","-250","","1009808","","1009808192"
"","","0.6","93","","","","","1009808","","1009808193"
"1","0","100411","6","1","0.2","1","","1009808","0","1009808194"
"1","0","102011","6","1","0.2","1","","1009808","0","1009808195"
"1","0","103611","6","1","0.2","1","","1009808","0","1009808196"
"","","0","91","","","","","1009808","","1009808197"
"103611","-235","1","1","-750","1.95","102","lsv_idle_normal","1009809","0","1009809001"
"102011","-220","1","1","650","1.95","100","lsv_idle_normal","1009809","1","1009809002"
"100411","-250","1","1","750","1.95","101","lsv_idle_normal","1009809","1","1009809003"
"333","0","1","5","0","1","0","lsv_white_loop","1009809","0","1009809004"
"1","0","333","6","1","0","1","","1009809","0","1009809005"
"1","0","103611","6","1","0","1","","1009809","0","1009809006"
"1","0","102011","6","1","0","1","","1009809","0","1009809007"
"1","0","100411","6","1","0","1","","1009809","0","1009809008"
"2","","103611","7","0","","0","","1009809","","1009809009"
"-750","0","103611","2","0.5","","-235","","1009809","","1009809010"
"16","0.8","2","31","10","0","-140","","1009809","","1009809011"
"2","","16","34","0","","0","","1009809","","1009809012"
"0","","1","93","","","","","1009809","","1009809013"
"1","0.4","333","6","1","0.8","1","","1009809","0","1009809014"
"lsv_see_sad_pre","1","103611","3","lsv_see_sad","0.2","0","","1009809","0","1009809015"
"-600","0","103611","2","1.1","","-235","","1009809","","1009809016"
"1","1","103611","6","1","0.4","1","","1009809","0","1009809017"
"","","1","93","","","","","1009809","","1009809018"
"1","","16","32","","","","","1009809","","1009809019"
"","","0","91","","","","","1009809","","1009809020"
"240","80","103611","94","0","","260","","1009809","","1009809021"
"0","","16","32","","","","","1009809","","1009809022"
"1","","103611","12","","0","1","","1009809","0","1009809023"
"0","","103611","7","0","","2","","1009809","","1009809024"
"lsv_walk_sad","","103611","3","","0.2","1","","1009809","","1009809025"
"-250","0","103611","2","2","","-235","","1009809","","1009809026"
"lsv_walk","","102011","3","","0.2","1","","1009809","","1009809027"
"100","0","102011","2","2","","-220","","1009809","","1009809028"
"1","1","102011","6","1","0.4","1","","1009809","0","1009809029"
"lsv_walk_talkR","","100411","3","","0.2","1","","1009809","","1009809030"
"270","0","100411","2","2","","-250","","1009809","","1009809031"
"1","1","100411","6","1","0.4","1","","1009809","0","1009809032"
"","","2","93","","","","","1009809","","1009809033"
"lsv_idle_normal","","103611","3","","0.2","1","","1009809","","1009809034"
"lsv_idle_normal","","102011","3","","0.2","1","","1009809","","1009809035"
"lsv_idle_sad","","100411","3","","0.2","1","","1009809","","1009809036"
"","","0.5","93","","","","","1009809","","1009809037"
"","","0","91","","","","","1009809","","1009809038"
"lsv_talk_sad","","100411","3","","0.2","1","","1009809","","1009809039"
"vo_lsv_0921","","vo_lsv","21","0","","0","","1009809","","1009809040"
"今日は…\nいろんなことがあったね。","1","100411","11","1","0","10","0","1009809","0","1009809041"
"","","0","91","","","","","1009809","","1009809042"
"lsv_idle_sad","","100411","3","","0.2","1","","1009809","","1009809043"
"lsv_talk_wish_nervous","","102011","3","","0.2","1","","1009809","","1009809044"
"vo_lsv_0922","","vo_lsv","21","0","","0","","1009809","","1009809045"
"うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。","1","102011","11","1","0","10","0","1009809","0","1009809046"
"","","0","91","","","","","1009809","","1009809047"
"lsv_idle_wish_nervous","","102011","3","","0.2","1","","1009809","","1009809048"
"lsv_talk_sad","","100411","3","","0.2","1","","1009809","","1009809049"
"vo_lsv_0923","","vo_lsv","21","0","","0","","1009809","","1009809050"
"…ちょっとだけ、\n小さくなっちゃってるけどね。","1","100411","11","1","0","10","0","1009809","0","1009809051"
"","","0","91","","","","","1009809","","1009809052"
"lsv_idle_sad","","100411","3","","0.2","1","","1009809","","1009809053"
"lsv_talk_sad","","102011","3","","0.2","1","","1009809","","1009809054"
"vo_lsv_0924","","vo_lsv","21","0","","0","","1009809","","1009809055"
"…うん。","1","102011","11","1","0","10","0","1009809","0","1009809056"
"","","0","91","","","","","1009809","","1009809057"
"lsv_idle_normal","","102011","3","","0.2","1","","1009809","","1009809058"
"lsv_idle_normal_talkR","","100411","3","","0.2","1","","1009809","","1009809059"
"lsv_talk_thinking","","103611","3","","0.2","1","","1009809","","1009809060"
"vo_lsv_0925","","vo_lsv","21","0","","0","","1009809","","1009809061"
"…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…","1","103611","11","1","0","10","0","1009809","0","1009809062"
"","","0","91","","","","","1009809","","1009809063"
"lsv_idle_thinking","","103611","3","","0.2","1","","1009809","","1009809064"
"lsv_talk_normal_suprise1","","100411","3","","0.2","1","","1009809","","1009809065"
"vo_lsv_0926","","vo_lsv","21","0","","0","","1009809","","1009809066"
"やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。","1","100411","11","1","0","10","0","1009809","0","1009809067"
"","","0","91","","","","","1009809","","1009809068"
"lsv_idle_normal_talkR","","100411","3","","0.2","1","","1009809","","1009809069"
"lsv_talk_thinking_anger","","103611","3","","0.2","1","","1009809","","1009809070"
"vo_lsv_0927","","vo_lsv","21","0","","0","","1009809","","1009809071"
"幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。","1","103611","11","1","0","10","0","1009809","0","1009809072"
"","","0","91","","","","","1009809","","1009809073"
"lsv_idle_sad","","103611","3","","0.2","1","","1009809","","1009809074"
"lsv_talk_sad","","102011","3","","0.2","1","","1009809","","1009809075"
"vo_lsv_0928","","vo_lsv","21","0","","0","","1009809","","1009809076"
"ミミたち…\nこれから、どうすれば\nいいのかなぁ？","1","102011","11","1","0","10","0","1009809","0","1009809077"
"","","0","91","","","","","1009809","","1009809078"
"lsv_idle_normal","","102011","3","","0.2","1","","1009809","","1009809079"
"lsv_talk_anger_dead","","100411","3","","0.2","1","","1009809","","1009809080"
"vo_lsv_0929","","vo_lsv","21","0","","0","","1009809","","1009809081"
"…わかんない。","1","100411","11","1","0","10","0","1009809","0","1009809082"
"","","0","91","","","","","1009809","","1009809083"
"lsv_idle_anger_sad","","100411","3","","0.2","1","","1009809","","1009809084"
"lsv_talk_normal_sad","","103611","3","","0.2","1","","1009809","","1009809085"
"vo_lsv_0930","","vo_lsv","21","0","","0","","1009809","","1009809086"
"急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。","1","103611","11","1","0","10","0","1009809","0","1009809087"
"","","0","91","","","","","1009809","","1009809088"
"vo_lsv_0931","","vo_lsv","21","0","","0","","1009809","","1009809089"
"とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。","1","103611","11","1","0","10","0","1009809","0","1009809090"
"","","0","91","","","","","1009809","","1009809091"
"lsv_idle_normal","","103611","3","","0.2","1","","1009809","","1009809092"
"lsv_agree_sad","1","100411","3","lsv_idle_normal_sad","0","0","","1009809","0.2","1009809093"
"lsv_agree_sad","1","102011","3","lsv_idle_normal_sad","0","0","","1009809","0.2","1009809094"
"vo_lsv_0932","","vo_lsv","21","0","","0","","1009809","","1009809095"
"…うんっ。","1","100411","11","1","0","10","0","1009809","0","1009809096"
"…うんっ。","1","102011","11","1","0","10","0","1009809","0","1009809097"
"","","0","91","","","","","1009809","","1009809098"
"0","","0","22","","0.2","1","","1009809","","1009809099"
"","","","102","","","","","1009809","","1009809100"
"","","0.2","93","","","","","1009809","","1009809101"
"1","0","103611","12","0","0","1","0","1009809","0","1009809102"
"lsv_talk_normal_sad","","103611","3","","0.2","1","","1009809","","1009809103"
"0","","3","93","","","","","1009809","","1009809104"
"lsv_idle_normal","","103611","3","","0.2","1","","1009809","","1009809105"
"2","0","102011","12","0","0","1","0","1009809","0","1009809106"
"lsv_talk_bitter","","102011","3","","0.2","1","","1009809","","1009809107"
"0","","3","93","","","","","1009809","","1009809108"
"lsv_idle_sad_normal","","102011","3","","0.2","1","","1009809","","1009809109"
"4","0","100411","12","0","0","1","0","1009809","0","1009809110"
"lsv_idle_anger_sad","","100411","3","","0.2","1","","1009809","","1009809111"
"0","","3","93","","","","","1009809","","1009809112"
"lsv_idle_normal_sad","","100411","3","","0.2","1","","1009809","","1009809113"
"","","1009809102","101","","","","","1009809","","1009809114"
"1","0","333","6","1","1","1","","1009809","0","1009809115"
"1","","103611","4","","","","","1009809","","1009809116"
"lsv_run_sad","","103611","3","","0.2","1","","1009809","","1009809117"
"-750","0","103611","2","0.8","","-235","","1009809","","1009809118"
"0","","102011","4","","","","","1009809","","1009809119"
"lsv_run_sad","","102011","3","","0.2","1","","1009809","","1009809120"
"750","0","102011","2","0.8","","-220","","1009809","","1009809121"
"0","","100411","4","","","","","1009809","","1009809122"
"lsv_run_sad","","100411","3","","0.2","1","","1009809","","1009809123"
"850","0","100411","2","0.8","","-250","","1009809","","1009809124"
"","","0.6","93","","","","","1009809","","1009809125"
"1","0","103611","6","1","0.2","1","","1009809","0","1009809126"
"1","0","102011","6","1","0.2","1","","1009809","0","1009809127"
"1","0","100411","6","1","0.2","1","","1009809","0","1009809128"
"","","0","91","","","","","1009809","","1009809129"
"100411","-235","1","1","-650","1.95","102","lsv_idle_normal","1009810","0","1009810001"
"102011","-220","1","1","650","1.95","100","lsv_idle_normal","1009810","1","1009810002"
"103611","-250","1","1","750","1.95","101","lsv_idle_normal","1009810","1","1009810003"
"333","0","1","5","0","1","0","lsv_white_loop","1009810","0","1009810004"
"1","0","333","6","1","0","1","","1009810","0","1009810005"
"1","0","100411","6","1","0","1","","1009810","0","1009810006"
"1","0","102011","6","1","0","1","","1009810","0","1009810007"
"1","0","103611","6","1","0","1","","1009810","0","1009810008"
"0","","1","93","","","","","1009810","","1009810009"
"1","0.4","333","6","1","0.8","1","","1009810","0","1009810010"
"lsv_walk","","100411","3","","0.2","1","","1009810","","1009810011"
"-200","0","100411","2","2","","-235","","1009810","","1009810012"
"1","1","100411","6","1","0.4","1","","1009810","0","1009810013"
"lsv_walk","","102011","3","","0.2","1","","1009810","","1009810014"
"100","0","102011","2","2","","-220","","1009810","","1009810015"
"1","1","102011","6","1","0.4","1","","1009810","0","1009810016"
"lsv_walk","","103611","3","","0.2","1","","1009810","","1009810017"
"270","0","103611","2","2","","-250","","1009810","","1009810018"
"1","1","103611","6","1","0.4","1","","1009810","0","1009810019"
"0","","2","93","","","","","1009810","","1009810020"
"lsv_idle_normal","","100411","3","","0.2","1","","1009810","","1009810021"
"lsv_idle_normal","","102011","3","","0.2","1","","1009810","","1009810022"
"lsv_idle_normal","","103611","3","","0.2","1","","1009810","","1009810023"
"0","","0.6","93","","","","","1009810","","1009810024"
"lsv_talk_guts2_anger","1","103611","3","lsv_talk_guts2_anger_loop","0","0","","1009810","0.2","1009810025"
"vo_lsv_1021","","vo_lsv","21","0","","0","","1009810","","1009810026"
"…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。","1","103611","11","1","0","10","0","1009810","0","1009810027"
"","","0","91","","","","","1009810","","1009810028"
"lsv_idle_guts2_anger","","103611","3","","0.2","1","","1009810","","1009810029"
"lsv_talk_joy3_dere","","102011","3","","0.2","1","","1009810","","1009810030"
"vo_lsv_1022","","vo_lsv","21","0","","0","","1009810","","1009810031"
"…そうだよね。\nみんなで決めたんだもん。","1","102011","11","1","0","10","0","1009810","0","1009810032"
"","","0","91","","","","","1009810","","1009810033"
"lsv_idle_sad_joynormal","","102011","3","","0.2","1","","1009810","","1009810034"
"lsv_talk_thinking","","100411","3","","0.2","1","","1009810","","1009810035"
"vo_lsv_1023","","vo_lsv","21","0","","0","","1009810","","1009810036"
"でも…\nその前にやることはあるよ。","1","100411","11","1","0","10","0","1009810","0","1009810037"
"","","0","91","","","","","1009810","","1009810038"
