b0cd4096fdeaa7bef2009b32d98b691dd63645abc2c4003ce4fcedb77be0fd92,fa337bc1e452a310e1314654680e230528e8e87cb3704584925a569142a371c3,2231890bd03941c77dfa992251ef7c82ca8424d413dac475791fa6d7b465a858,ee4a959b431a86688f0d60919f830f39cbf279bb3699220b0cfe56a721df5a60,d992359c11bb078e84bcd2ae4cc815670436b926abce6b26fc7ff7c75b806e55,be8b748252c0ff839bd4c449f82ee3f974444150602143bc1a6d6a0bf5334748,bb40b0ba54d894b592cd7e56dbaa0a6767906d4f2755f280d239c7e8d4468861,9f3f1c78b281d0200dc60645e30720371bab3d276f637cd6a93a3f751a514c8c,d5ecfa1cef5a2e918870a7dd03de1b90ec1dda1aaa25623bd20d7089ef175401,409ca9b948c6ae35824a1f79f7e0e7b8718c3041150f28cdc0dd5adc5d09029f
"天命","0","1","天王","0","2530005","0","0","天心","天元"
"ねりもの","0","1","はんぺん","0","2530006","0","0","ちくわぶ","かまぼこ"
"ストークブラッド","0","1","クレーンブラッド","0","2530009","0","0","カナリーブラッド","ピジョンブラッド"
"イニシャルノート","0","1","テールノート","0","2530010","0","0","ボトムノート","トップノート"
"ハレーン","0","1","ブレーン","0","2530012","0","0","クレーン","トレーン"
"お漬物","0","1","お刺身","0","2530013","0","0","ご飯","お吸い物"
"バーナム効果","0","1","ツァイガルニク効果","0","2530014","0","0","ダニング＝クルーガー効果","ピグマリオン効果"
"PS値","0","1","PK値","0","2530016","0","0","PQ値","PA値"
"インフォームド・クライアント","0","1","インフォームド・リタイア","0","2530018","0","0","インフォームド・ラチェット","インフォームド・コンセント"
"湯の実","0","1","湯の草","0","2530020","0","0","湯の茎","湯の花"
"ワイパー","0","1","トランク","0","2530021","0","0","ハンドル","ボンネット"
"4九","0","1","6九","0","2530022","0","0","7九","5九"
"289","0","1","324","0","2530023","0","0","256","361"
"72枚","0","1","52枚","0","2530024","0","0","108枚","48枚"
"9月","0","1","1月","0","2530025","0","0","5月","11月"
"耳","0","1","鼻","0","2530028","0","0","目","舌"
"黒口","0","1","青口","0","2530030","0","0","白口","赤口"
"鱒尺","0","1","鮪尺","0","2530032","0","0","鯵尺","鯨尺"
"サマナー","0","1","パタンナー","0","2530033","0","0","ガンナー","ランナー"
"三和土","0","1","欄間","0","2530034","0","0","上棟","長押"
"オーバルカット","0","1","ブリリアントカット","0","2530035","0","0","マーキーズカット","トリリアントカット"
"白一色","0","1","赤一色","0","2530036","0","0","黒一色","緑一色"
"かり","0","1","はり","0","2530037","0","0","しき","けた"
"オパール","0","1","エメラルド","0","2530039","0","0","タンザナイト","ダイヤモンド"
"五星","0","1","五全","0","2530041","0","0","五花","五光"
"歯肉炎","0","1","歯槽膿漏","0","2530042","0","0","口内炎","虫歯"
"片棒","0","1","倒木","0","2530043","0","0","枕木","撞木"
"己運","0","1","臨書","0","2530044","0","0","草書","自運"
"態","0","1","熊","0","2530046","0","0","羆","能"
"amp","0","1","ppp","0","2530047","0","0","pmp","ppm"
"ガム","0","1","タルト","0","2530048","0","0","ワッフル","ウェハー"
"C5","0","1","C3","0","2530049","0","0","C2","C4"
"99","0","1","66","0","2530050","0","0","77","88"
"88","0","1","36","0","2530052","0","0","56","52"
"アルト","0","1","メゾバス","0","2530053","0","0","メゾテノール","バリトン"
"手ぬぐい","0","1","羽織","0","2530054","0","0","座布団","扇子"
"ゴーイン","0","1","チップイン","0","2530056","0","0","スローイン","タックイン"
"20人","0","1","100人","0","2530058","0","0","3人","10人"
"ミモザ暗号","0","1","アレキサンダー暗号","0","2530059","0","0","カール暗号","シーザー暗号"
"ベルモット","0","1","モルモット","0","2530060","0","0","ペリドット","ベルベット"
"ブーティー","0","1","パンプス","0","2530061","0","0","ミュール","ウェッジソール"
"朝がまた来て","0","1","朝になって","0","2531001","0","0","朝が来て","朝に変わって"
"太陽","0","1","光","0","2531002","0","0","おひさま","陽射し"
"ドリルモール","0","1","ラフレシアマンドラゴラ","0","2531003","0","0","エルダークラウド","ラットン"
"ミスティ","0","1","セオリー","0","2531004","0","0","スパイラル","クリティカル"
"アクリルスタンド","0","1","ポーチ","0","2531005","0","0","ラバーストラップ","マグカップ"
"ラック","0","1","パック","0","2610002","0","0","キック","ノック"
"フィーエルヤッペン","0","1","ペサパッロ","0","2610003","0","0","ハイアライ","クリケット"
"キャンパス","0","1","ギャラリー","0","2610004","0","0","キャラメル","キャディー"
"球拾い","0","1","警備員","0","2610005","0","0","審判","地面の整備"
"ガブリ","0","1","ハズレ","0","2610007","0","0","ツカミ","アタリ"
"魚尾","0","1","魚影","0","2610008","0","0","魚群","魚拓"
"スズメ","0","1","ツバメ","0","2610009","0","0","カラス","ハト"
"ヒット","0","1","バック","0","2610010","0","0","フロント","ホーム"
"10カウント","0","1","5カウント","0","2610012","0","0","7カウント","3カウント"
"笛","0","1","扇子","0","2610013","0","0","拍子木","軍配"
"3人","0","1","9人","0","2610015","0","0","5人","11人"
"ビンゴ","0","1","ヒット","0","2610016","0","0","パンチ","アウト"
"マレー","0","1","アレー","0","2610017","0","0","カレー","ボレー"
"3人","0","1","11人","0","2610018","0","0","9人","5人"
"レスト","0","1","ブレイクタイム","0","2610019","0","0","小休止","タイムアウト"
"野球","0","1","バスケットボール","0","2610021","0","0","バレーボール","サッカー"
"ボブスレー","0","1","ボートレース","0","2610023","0","0","アイスホッケー","カーリング"
"バスケットボール","0","1","ラグビー","0","2610025","0","0","サッカー","アメリカンフットボール"
"ジャングルジム","0","1","ブランコ","0","2610027","0","0","シーソー","鉄棒"
"わし跳び","0","1","からす跳び","0","2610029","0","0","とんび跳び","はやぶさ跳び"
"アマチュアレスリング","0","1","剣道","0","2610030","0","0","ボクシング","柔道"
"ビルディング","0","1","ブリッジ","0","2610032","0","0","ダム","トンネル"
"ちゃんこがおいしい","0","1","試合に臨む","0","2610033","0","0","両者の実力が近い","勝負に負ける"
"バスケットボール","0","1","ゴルフ","0","2610034","0","0","サッカー","野球"
"エプロンタイム","0","1","アルミホイルタイム","0","2610035","0","0","テーブルクロスタイム","ラップタイム"
"1位","0","1","2位","0","2610036","0","0","4位","3位"
"平泳ぎ","0","1","バタフライ","0","2610037","0","0","クロール","背泳ぎ"
"バレーボール","0","1","サッカー","0","2610039","0","0","バスケットボール","ゴルフ"
"三塁手","0","1","一塁手","0","2610040","0","0","二塁手","本塁手"
"アウト","0","1","バンカー","0","2610041","0","0","ファウル","ガター"
"コッヘル","0","1","リットル","0","2610042","0","0","マッスル","ピッケル"
"外野手","0","1","投手","0","2610043","0","0","内野手","捕手"
"ジュー","0","1","ハチ","0","2610044","0","0","ナナ","キュー"
"オーライ","0","1","スライ","0","2610046","0","0","フライ","トライ"
"サービスボール","0","1","サービスショット","0","2610047","0","0","サービスアタック","サービスエース"
"頭突き","0","1","胴","0","2610048","0","0","小手","面"
"バケツ","0","1","コップ","0","2610050","0","0","タオル","たすき"
"オベリスク","0","1","ポーク","0","2610051","0","0","ポスト","ポール"
"ワンストップ","0","1","ミスターストップ","0","2610052","0","0","バスストップ","ドクターストップ"
"ブラウン","0","1","レッド","0","2610053","0","0","ブルー","グリーン"
"コーナーキック","0","1","オフサイド","0","2610054","0","0","レッドカード","ノーサイド"
"ブロック","0","1","スパイク","0","2610055","0","0","アタック","レシーブ"
"テニス","0","1","バスケットボール","0","2610057","0","0","卓球","野球"
"ゼロドリブル","0","1","シングルドリブル","0","2610058","0","0","トリプルドリブル","ダブルドリブル"
"サッカー","0","1","ソフトボール","0","2610059","0","0","バスケットボール","ラグビー"
"ユイ（ニューイヤー）","0","1","リマ（シンデレラ）","0","2611001","0","0","タマキ（作業服）","ツムギ（サマー）"
"クウカ（ノワール）","0","1","イオ（ノワール）","0","2611002","0","0","カスミ（マジカル）","シオリ（マジカル）"
"ガッツ","0","1","スピード","0","2611003","0","0","スタミナ","パワー"
"マダムエレクトラ","0","1","ジェネラルホーン","0","2611004","0","0","アンチビースト","エルダータイラント"
"EXスキル","0","1","スキル1","0","2611005","0","0","位置付け","ユニオンバースト"
"4本","0","1","1本","0","2620002","0","0","2本","3本"
"ハイパーモーグル","0","1","スペシャルジャンプ","0","2620003","0","0","ウルトラ滑降","スーパー大回転"
"ネバネバしている","0","1","ツルツルしている","0","2620005","0","0","トゲトゲしている","デコボコしている"
"4球","0","1","7球","0","2620006","0","0","6球","5球"
"卓球","0","1","ビリヤード","0","2620007","0","0","ダーツ","ボウリング"
"マスト","0","1","リスト","0","2620008","0","0","ラスト","ピスト"
"スプロール","0","1","マッチロール","0","2620010","0","0","スチロール","ベリーロール"
"60秒","0","1","10秒","0","2620011","0","0","5秒","20秒"
"バタフライ","0","1","平泳ぎ","0","2620012","0","0","背泳ぎ","自由形"
"355センチ","0","1","205センチ","0","2620013","0","0","255センチ","305センチ"
"6枚","0","1","2枚","0","2620014","0","0","3枚","4枚"
"6個","0","1","10個","0","2620015","0","0","7個","8個"
"ウイング","0","1","リベロ","0","2620016","0","0","スイーパー","ボランチ"
"45分","0","1","15分","0","2620017","0","0","30分","20分"
"手の甲","0","1","親指","0","2620018","0","0","小指","手のひら"
"まぐろ折り","0","1","あじ折り","0","2620022","0","0","さけ折り","さば折り"
"契約権確定","0","1","選択権確定","0","2620024","0","0","指名権確定","交渉権確定"
"スパッタリング","0","1","ボーリング","0","2620025","0","0","イカリング","カーリング"
"オールスター戦","0","1","クローズ戦","0","2620026","0","0","イベント戦","オープン戦"
"タッチラップ","0","1","タッチアウト","0","2620028","0","0","タッチラン","タッチアップ"
"捕手","0","1","4番打者","0","2620029","0","0","1番打者","先発投手"
"23回","0","1","20回","0","2620030","0","0","22回","21回"
"クリケット","0","1","ポロ","0","2620031","0","0","ラクロス","アイスホッケー"
"お湯","0","1","サークル","0","2620032","0","0","ブリッジ","アーチ"
"ダブルボギー","0","1","バーディ","0","2620033","0","0","ボギー","イーグル"
"ピーリング","0","1","リフティング","0","2620034","0","0","ラフティング","パドリング"
"6点","0","1","12点","0","2620035","0","0","8点","9点"
"110台","0","1","30台","0","2620036","0","0","50台","10台"
"2個","0","1","0個","0","2620038","0","0","1個","決まっていない"
"肩ぐるま","0","1","肩たたき","0","2620040","0","0","肩落とし","肩すかし"
"フェイスオフボックス","0","1","ダメージボックス","0","2620041","0","0","ファールボックス","ペナルティボックス"
"マタドール","0","1","闘牛","0","2620042","0","0","サンボ","ロデオ"
"インターセプト","0","1","スクリーン","0","2620044","0","0","スティール","リバウンド"
"タイガーショット","0","1","オープンショット","0","2620045","0","0","スナップショット","ブレイクショット"
"スープレックス","0","1","ストリップ","0","2620046","0","0","スリップオン","スプリット"
"走高跳","0","1","棒高跳","0","2620048","0","0","三段跳","走幅跳"
"駅伝","0","1","中距離走","0","2620049","0","0","長距離走","短距離走"
"ディスコ","0","1","ダンス","0","2620050","0","0","ワルツ","スキップ"
"駆け足跳び","0","1","綾跳び","0","2620051","0","0","二重跳び","交差跳び"
"4.2195km","0","1","421.95km","0","2620054","0","0","4219.5km","42.195km"
"フライ","0","1","ホームラン","0","2620057","0","0","バント","ファール"
"バンカー","0","1","最優秀ゴルファー","0","2620058","0","0","池ポチャ","ホールインワン"
"逆転技","0","1","ダメ元技","0","2620059","0","0","一か八か技","捨て身技"
"リハーサルマッチ","0","1","チャレンジマッチ","0","2620060","0","0","プレマッチ","テストマッチ"
"卓球","0","1","ダーツ","0","2620061","0","0","ボウリング","ビリヤード"
"なぞなぞ","0","1","しりとり","0","2621001","0","0","じゃんけん","ラップバトル"
"エレベーション","0","1","オーバーレイ","0","2621002","0","0","デストラクション","インジェクション"
"テンタパス","0","1","ネプテリオン","0","2621003","0","0","島クジラ","グレートトゥンヌス"
"デュアリティアヴァロン","0","1","ナンバーズアヴァロン","0","2621004","0","0","ブルートゥスアヴァロン","アルティマスアヴァロン"
"オーロラ・サンクチュアリ","0","1","超全力全開☆プリンセスストライク","0","2621005","0","0","アビスエンドバースト","ディバインレイン"
"アウト","0","1","ファウル","0","2630001","0","0","本塁打","二塁打"
"100センチメートル","0","1","80センチメートル","0","2630002","0","0","90センチメートル","70センチメートル"
"シシャ","0","1","ムシャ","0","2630004","0","0","バシャ","ラシャ"
"テンプル","0","1","アッパー","0","2630006","0","0","キドニー","クリンチ"
"安く作れるため","0","1","足の動きを際立たせるため","0","2630007","0","0","気合が入るため","盗まれないように"
"狙外","0","1","外魚","0","2630008","0","0","本命外","外道"
"むがけ","0","1","やがけ","0","2630009","0","0","よがけ","ゆがけ"
"シャペウ","0","1","エラシコ","0","2630010","0","0","ティキタカ","ラボーナ"
"黒","0","1","青","0","2630011","0","0","赤","黄"
"18階級","0","1","15階級","0","2630012","0","0","16階級","17階級"
"メガネフレーム","0","1","クローズフレーム","0","2630013","0","0","ロストフレーム","オープンフレーム"
"20枚","0","1","12枚","0","2630014","0","0","8枚","16枚"
"60mm","0","1","30mm","0","2630015","0","0","50mm","40mm"
"75cm","0","1","30cm","0","2630016","0","0","60cm","45cm"
"38.72メートル","0","1","15.72メートル","0","2630017","0","0","31.72メートル","23.72メートル"
"白と黒","0","1","赤と青","0","2630019","0","0","赤と黒","赤と白"
"チャント","0","1","シャウト","0","2630021","0","0","チュート","キャント"
"リペリング","0","1","グリセード","0","2630022","0","0","トレッキング","ビバーク"
"7人","0","1","8人","0","2630025","0","0","10人","9人"
"ペナルティーキック","0","1","コーナーキック","0","2630026","0","0","ゴールキック","スローイン"
"控え力士","0","1","行事","0","2630027","0","0","お客さん","横綱"
"アウトショア","0","1","オンショア","0","2630028","0","0","インショア","オフショア"
"バスサー","0","1","バスラー","0","2630029","0","0","バスカー","バスター"
"茶","0","1","白","0","2630030","0","0","黒","赤"
"平均台","0","1","跳馬","0","2630031","0","0","床","段違い平行棒"
"手取り","0","1","面取り","0","2630035","0","0","舵取り","乱取り"
"嫁入り","0","1","中入り","0","2630037","0","0","肝入り","水入り"
"70cm","0","1","30cm","0","2630038","0","0","50cm","10cm"
"3kg","0","1","5kg","0","2630040","0","0","10kg","20kg"
"水球","0","1","サッカー","0","2630043","0","0","ハンドボール","バスケットボール"
"3人","0","1","8人","0","2630044","0","0","5人","4人"
"スローボール","0","1","ロストボール","0","2630045","0","0","ポートボール","ロフトボール"
"セカンド","0","1","ファースト","0","2630046","0","0","ショ―ト","サード"
"テール","0","1","デッキ","0","2630048","0","0","ボトム","ノーズ"
"はなこ戦","0","1","まりえ戦","0","2630049","0","0","あかね戦","ともえ戦"
"ハッキング","0","1","ビンキング","0","2630051","0","0","シンキング","バンキング"
"マスショット","0","1","ミスショット","0","2630052","0","0","パスショット","キスショット"
"10点","0","1","1点","0","2630053","0","0","2点","5点"
"レッグブロー","0","1","アンダーロー","0","2630054","0","0","ダウンブロー","ローブロー"
"ミルン","0","1","カラン","0","2630055","0","0","ベルン","ケルン"
"ボード","0","1","セール","0","2630056","0","0","ジョイント","ブーム"
"バスケットボール","0","1","サッカー","0","2630058","0","0","バレーボール","ラグビー"
"ボブスレー","0","1","リュージュ","0","2630059","0","0","バイアスロン","スケルトン"
"Dカード","0","1","Aカード","0","2630060","0","0","Bカード","Cカード"
"バゲット","0","1","ナゲット","0","2630061","0","0","ソケット","ポケット"
"ダイヤモンドファング","0","1","フロストファング","0","2631001","0","0","バーストファング","ブラストファング"
"激波の拳","0","1","嵐撃の槍","0","2631002","0","0","雷撃の槍","海神の杖"
"ドラゴンズウィング","0","1","ドラゴンズデッドボール","0","2631003","0","0","ドラゴンズシザー","ドラゴンズテイル"
"ビーチベースボール","0","1","ビーチボール","0","2631004","0","0","ビーチフラッグ","ボートレース"
"七海覇者晦冥喝破之装","0","1","七界究極晦冥喝破之装","0","2631005","0","0","大海帝王晦冥喝破之装","七界覇王晦冥喝破之装"
