08b5465e0e5c5a6b2b2b8a4ab7f0eb5dfbe63a7ced21ddbbde08053e0169c7da,ae432381ea499c126480f6484844fd424aa6d7dd238ad9e5a6d9b711c5ef7a46,31173a3e2a24673d578474c6b237b9a63a5b15199d5f94a3268d0d3ae3b3097e,a99987f82c00fd825bf3d2fc78cd77edc140c0377b5d5e513d98effd23b18eb3,94d3367c36324799bf12e57281ca32a259deb0aed67b0ef986c50a46e1f6d3eb,f6f1b9cafe62a0028ccb80db7b2633ea0d61d4eeeecd68f4725a0457a39e6a58,3f260b722d40b94fa92240134ba2ded7ff6ac20cc1c19f61fa792acbd90f944b,8bd79242e5e8b859ac5f7ed9e301cebf41ffeb540331af308539dc2cc1e94ff1,09b167e7e123509b09e86d757ee45fef4a18f32b548f021b4ed807b0bba34348,d522f5fd287219de73f4d600a040841e1d953d6edcb472dabf5aab2d6e15e7fa,b52e4e97c0d66806ab8d886619f91e55a82cebba14663e7471bd5c5222aaab97
"dsb_talk_arm_crossed_normal2","0.3","3","2","1010807","0.5","","0","1","dsb_talk_arm_crossed_normal2_loop","1010807052"
"vo_dsb_7007","","21","vo_dsb_1010807","1010807","","","0","","0","1010807053"
"まぁね。\n魔力が回復する温泉があるって聞いて\nあと……あたしは別に気にしてないけど\nついでに肌もプルプルになるらしいし？","0","11","2","1010807","0","0.2","10","1","1","1010807054"
"1","","93","5.9","1010807","","","","","","1010807055"
"dsb_talk_arm_crossed_surprise_loop","0.5","3","2","1010807","","","1","","","1010807056"
"","","91","1010807054","1010807","","","","","","1010807057"
"dsb_talk_arm_crossed_joy_loop","0.5","3","2","1010807","","","1","","","1010807058"
"vo_dsb_7008","","21","vo_dsb_1010807","1010807","","","0","","0","1010807059"
"たしかにじんわりと\n魔力は回復してきてるし……\nこのヌルヌルしたお湯の感じが\n肌にも効きそうな気がするわ。","0","11","2","1010807","0","0.2","10","1","1","1010807060"
"","","91","0","1010807","","","","","","1010807061"
"dsb_idle_arm_joy_crossed","0.5","3","2","1010807","","","1","","","1010807062"
"dsb_talk_joy3","0.5","3","1","1010807","","","1","","","1010807063"
"vo_dsb_7009","","21","vo_dsb_1010807","1010807","","","0","","0","1010807064"
"そっか～♪\nじゃあ今日の温泉は大成功だね☆\n捕まえてきてもらったかいがあったよ～","0","11","1","1010807","0","0.2","10","1","1","1010807065"
"","","91","0","1010807","","","","","","1010807066"
"dsb_idle_normal","0.5","3","1","1010807","","","1","","","1010807067"
"dsb_talk_normal","0.3","3","2","1010807","","","1","","","1010807068"
"vo_dsb_7010","","21","vo_dsb_1010807","1010807","","","0","","0","1010807069"
"なかなかやるじゃない！\n……ん？　ちょっと待って。\n捕まえてきてもらった……？","0","11","2","1010807","0","0.2","10","1","1","1010807070"
"1","","93","2.9","1010807","","","","","","1010807071"
"dsb_talk_normal_jitome","0.3","3","2","1010807","","","1","","","1010807072"
"","","91","1010807070","1010807","","","","","","1010807073"
"dsb_idle_normal","0.5","3","2","1010807","","","1","","","1010807074"
"dsb_talk_normal_joy","0.5","3","1","1010807","","","1","","","1010807075"
"vo_dsb_7011","","21","vo_dsb_1010807","1010807","","","0","","0","1010807076"
"あれ？　温泉の名前、見なかったの～？\nこの今日の温泉は……\n特製のポーションとゼラチナを混ぜた\n当旅館自慢のゼラチナの湯で～す☆","0","11","1","1010807","0","0.2","10","1","1","1010807077"
"","","91","0","1010807","","","","","","1010807078"
"dsb_idle_joy1","0.5","3","1","1010807","","","1","","","1010807079"
"dsb_talk_surprise2_anger2","0.5","3","2","1010807","","","1","","","1010807080"
"vo_dsb_7012","","21","vo_dsb_1010807","1010807","","","0","","0","1010807081"
"ゼ……ゼラチナ風呂ぉ～～！？\nそういえば、どこかでそんな\n不穏な言葉を見たような気が……","0","11","2","1010807","0","0.2","10","1","1","1010807082"
"","","91","0","1010807","","","","","","1010807083"
"dsb_talk_surprise1_shy","0.5","3","2","1010807","","","1","","","1010807084"
"vo_dsb_7013","","21","vo_dsb_1010807","1010807","","","0","","0","1010807085"
"どうりでなんだか懐かしい感じの\nする温泉だと思ったわ……じゃなくて！\nなんてものを作ってんのよ！？","0","11","2","1010807","0","0.2","10","1","1","1010807086"
"1","","93","5.6","1010807","","","","","","1010807087"
"dsb_talk_anger_Ex2","0.5","3","2","1010807","","","1","","","1010807088"
"","","91","1010807086","1010807","","","","","","1010807089"
"dsb_talk_surprise1_normal2","0.5","3","1","1010807","","","1","","","1010807090"
"vo_dsb_7014","","21","vo_dsb_1010807","1010807","","","0","","0","1010807091"
"でも効能はよかったでしょ～？\nちなみに入浴時間に比例して\n魔力の回復量も増大しちゃう\n素敵仕様となっておりま～す☆","0","11","1","1010807","0","0.2","10","1","1","1010807092"
"","","91","0","1010807","","","","","","1010807093"
"dsb_idle_normal","0.5","3","1","1010807","","","1","","","1010807094"
"dsb_talk_sad_shy","0.5","3","2","1010807","","","1","","","1010807095"
"vo_dsb_7015","","21","vo_dsb_1010807","1010807","","","0","","0","1010807096"
"いや、そういう問題じゃ……\nへっ！？　ほんとに回復量が\n増してきたような……！\nくぅううう……き、効くぅ～っ♪","0","11","2","1010807","0","0.2","10","1","1","1010807097"
"1","","93","7.5","1010807","","","","","","1010807098"
"dsb_talk_memory_nervous","0.5","3","2","1010807","","","1","","","1010807099"
"dsb_smile2","0.5","3","1","1010807","0.5","","0","1","dsb_idle_normal","1010807100"
"","","91","1010807097","1010807","","","","","","1010807101"
"0","","93","0.3","1010807","","","","","","1010807102"
"1","2","5","12","1010808","0","dsb_idle_normal","70","-345","-165","1010808001"
"2","2","5","9","1010808","1","dsb_idle_relax_dere2","70","-345","165","1010808002"
"1","1","31","1","1010808","","","0","1","0","1010808003"
"3","1","31","3","1010808","","","0","1","0","1010808004"
"4","1","31","4","1010808","","","0","1","0","1010808005"
"10","1","31","19","1010808","","","0","1","0","1010808006"
"20","1","31","29","1010808","","","0","1","0","1010808007"
"30","1","31","39","1010808","","","155","1","-168","1010808008"
"31","1","31","39","1010808","","","-155","1","-168","1010808009"
"170","","13","1","1010808","","","","","","1010808010"
"170","","13","2","1010808","","","","","","1010808011"
"","","91","0","1010808","","","","","","1010808012"
"se_10044200_cmn_amb","","23","se_10044200","1010808","","","1","","","1010808013"
"se_10044200_cmn_steam","","23","se_10044200","1010808","","","0","","","1010808014"
"0","","93","6.2","1010808","","","","","","1010808015"
"se_10044200_hotspring_09","","23","se_10044200","1010808","","","1","","","1010808016"
"0","","93","1.3","1010808","","","","","","1010808017"
"dsb_talk_relax_Ex8","0.5","3","2","1010808","","","1","","","1010808018"
"vo_dsb_8001","","21","vo_dsb_1010808","1010808","","","0","","0","1010808019"
"ふあぁ……\nあったかいのにスースーしますぅ……\nなんだか不思議な感じ……♪","0","11","2","1010808","0","0.2","10","1","1","1010808020"
"","","91","0","1010808","","","","","","1010808021"
"dsb_idle_normal_joy","0.5","3","2","1010808","","","1","","","1010808022"
"dsb_talk_normal_joy","0.5","3","1","1010808","","","1","","","1010808023"
"vo_dsb_8002","","21","vo_dsb_1010808","1010808","","","0","","0","1010808024"
"うふふ、エルフの森で採れた薬草を\n使った薬草風呂よ～\n喉の調子がとってもよくなるの。\nためしにちょっと声を出してみて～？","0","11","1","1010808","0","0.2","10","1","1","1010808025"
"","","91","0","1010808","","","","","","1010808026"
"dsb_idle_wish_normal","0.3","3","1","1010808","","","1","","","1010808027"
"dsb_kurumi_sing_in","0.3","3","2","1010808","","","0","","","1010808028"
"vo_dsb_8003","","21","vo_dsb_1010808","1010808","","","0","","0","1010808029"
"は、はいっ。\n……ふぅ。\nあーあーあー♪","0","11","2","1010808","0","0.2","10","1","1","1010808030"
"1","","93","5","1010808","","","","","","1010808031"
"dsb_kurumi_sing_mid","0.2","3","2","1010808","0","","0","1","dsb_kurumi_sing_loop","1010808032"
"","","91","1010808030","1010808","","","","","","1010808033"
"dsb_idle_wish_talkjoy2","0.5","3","1","1010808","","","1","","","1010808034"
"dsb_talk_sad2_light","0.5","3","2","1010808","","","1","","","1010808035"
"vo_dsb_8004","","21","vo_dsb_1010808","1010808","","","0","","0","1010808036"
"わぁっ……！\n本当です……\nいつもより声がずっと出しやすい……！","0","11","2","1010808","0","0.2","10","1","1","1010808037"
"","","91","0","1010808","","","","","","1010808038"
"dsb_idle_normal_joy","0.5","3","2","1010808","","","1","","","1010808039"
"dsb_talk_joy3","0.5","3","1","1010808","","","1","","","1010808040"
"vo_dsb_8005","","21","vo_dsb_1010808","1010808","","","0","","0","1010808041"
"素敵なお声ね～♪\nびっくりしちゃった～","0","11","1","1010808","0","0.2","10","1","1","1010808042"
"","","91","0","1010808","","","","","","1010808043"
"dsb_idle_sad_talkjoy2","0.5","3","1","1010808","","","1","","","1010808044"
"dsb_talk_surprise1_talkjoy2_2","0.5","3","2","1010808","","","1","","","1010808045"
"vo_dsb_8006","","21","vo_dsb_1010808","1010808","","","0","","0","1010808046"
"あ、ありがとうございます……♪\nえっと、私……\nお芝居が好きなんです。\nだから……声を出す練習はしていて……","0","11","2","1010808","0","0.2","10","1","1","1010808047"
"","","91","0","1010808","","","","","","1010808048"
"dsb_idle_normal_joy","0.5","3","2","1010808","","","1","","","1010808049"
"dsb_talk_wish_dere","0.5","3","1","1010808","","","1","","","1010808050"
"vo_dsb_8007","","21","vo_dsb_1010808","1010808","","","0","","0","1010808051"
"あらあら、役者さんだったのね～\nどんなお芝居をするのかしら……？\n気になるわ～♪","0","11","1","1010808","0","0.2","10","1","1","1010808052"
"","","91","0","1010808","","","","","","1010808053"
"dsb_idle_wish_normal","0.5","3","1","1010808","","","1","","","1010808054"
"dsb_talk_wish_dere","0.5","3","2","1010808","","","1","","","1010808055"
"vo_dsb_8008","","21","vo_dsb_1010808","1010808","","","0","","0","1010808056"
"じゃ、じゃあ……\nちょっとお芝居してみてもいいですか？\nこの温泉のお礼に……♪","0","11","2","1010808","0","0.2","10","1","1","1010808057"
"","","91","0","1010808","","","","","","1010808058"
"dsb_idle_joy1","0.5","3","2","1010808","","","1","","","1010808059"
"dsb_talk_normal_joy","0.3","3","1","1010808","","","1","","","1010808060"
"vo_dsb_8009","","21","vo_dsb_1010808","1010808","","","0","","0","1010808061"
"うれしいわ～♪\nお言葉に甘えさせてもらってもいい？","0","11","1","1010808","0","0.2","10","1","1","1010808062"
"","","91","0","1010808","","","","","","1010808063"
"dsb_idle_normal","0.5","3","1","1010808","","","1","","","1010808064"
"dsb_talk_wish_dere","0.5","3","2","1010808","","","1","","","1010808065"
"vo_dsb_8010","","21","vo_dsb_1010808","1010808","","","0","","0","1010808066"
"もちろんですっ。\nでは……","0","11","2","1010808","0","0.2","10","1","1","1010808067"
"","","91","0","1010808","","","","","","1010808068"
"se_10044200_get_out_water","","23","se_10044200","1010808","","","0","","","1010808069"
"dsb_kurumi_acting1_in","0.2","3","2","1010808","","","0","","","1010808070"
"","","91","0","1010808","","","","","","1010808071"
"dsb_kurumi_acting1_middle","0.2","3","2","1010808","0.2","","0","1","dsb_kurumi_acting1_loop","1010808072"
"dsb_misato_surprise","0.5","3","1","1010808","0.5","","0","1","dsb_misato_surprise_loop1","1010808073"
"0","","22","0","1010808","","","","","","1010808074"
"vo_dsb_8011","","21","vo_dsb_1010808","1010808","","","0","","0.9","1010808075"
"……ねえ、ハッキリして！\n私とあの女、どっちを選ぶの！？","0","11","2","1010808","0","0.2","10","1","1","1010808076"
"","","91","0","1010808","","","","","","1010808077"
"dsb_idle_surprise1_nervous","0.5","3","1","1010808","","","1","","","1010808078"
"vo_dsb_8012","","21","vo_dsb_1010808","1010808","","","0","","0","1010808079"
"あ、あらっ？","0","11","1","1010808","0","0.2","10","1","1","1010808080"
"","","91","0","1010808","","","","","","1010808081"
"dsb_kurumi_acting2","0.2","3","2","1010808","","","1","","","1010808082"
"vo_dsb_8013","","21","vo_dsb_1010808","1010808","","","0","","0","1010808083"
"都会を離れた温泉街で\n密会する日々はもうたくさんよ！\nそんなに私との仲を隠したいの！？","0","11","2","1010808","0","0.2","10","1","1","1010808084"
"","","91","0","1010808","","","","","","1010808085"
"dsb_misato_talk_sad2_dere2","0.5","3","1","1010808","","","1","","","1010808086"
"vo_dsb_8014","","21","vo_dsb_1010808","1010808","","","0","","0","1010808087"
"あらあら、まぁまぁ……\nいきなり修羅場展開だわ～\nでも、さすがは役者さんね。\n続きがとっても気になるわ～♪","0","11","1","1010808","0","0.2","10","1","1","1010808088"
"","","91","0","1010808","","","","","","1010808089"
"0","","93","0.3","1010808","","","","","","1010808090"
"1","2","5","11","1010809","0","dsb_idle_normal_talk1","70","-345","-165","1010809001"
"2","2","5","5","1010809","1","dsb_idle_normal","70","-345","165","1010809002"
"1","1","31","1","1010809","","","0","1","0","1010809003"
"3","1","31","3","1010809","","","0","1","0","1010809004"
"4","1","31","4","1010809","","","0","1","0","1010809005"
"10","1","31","15","1010809","","","0","1","0","1010809006"
"20","1","31","25","1010809","","","0","1","0","1010809007"
"30","1","31","35","1010809","","","155","1","-168","1010809008"
"31","1","31","35","1010809","","","-155","1","-168","1010809009"
"170","","13","1","1010809","","","","","","1010809010"
"170","","13","2","1010809","","","","","","1010809011"
"","","91","0","1010809","","","","","","1010809012"
"se_10044200_cmn_amb","","23","se_10044200","1010809","","","1","","","1010809013"
"se_10044200_cmn_steam","","23","se_10044200","1010809","","","0","","","1010809014"
"0","","93","6.2","1010809","","","","","","1010809015"
"se_10044200_hotspring_05","","23","se_10044200","1010809","","","1","","","1010809016"
"0","","93","1.3","1010809","","","","","","1010809017"
"dsb_talk_sad","0.5","3","2","1010809","","","1","","","1010809018"
"vo_dsb_9001","","21","vo_dsb_1010809","1010809","","","0","","0","1010809019"
"ああ……\nなんてことだ……！\nボクの……ボクの肌が……！","0","11","2","1010809","0","0.2","10","1","1","1010809020"
"","","91","0","1010809","","","","","","1010809021"
"dsb_talk_wish_shy","0.2","3","2","1010809","","","1","","","1010809022"
"vo_dsb_9002","","21","vo_dsb_1010809","1010809","","","0","","0","1010809023"
"全人類が想像しうる\n美しさの限界を超えてしまう……！","0","11","2","1010809","0","0.2","10","1","1","1010809024"
"","","91","0","1010809","","","","","","1010809025"
"dsb_idle_wish_shy","0.5","3","2","1010809","","","1","","","1010809026"
"dsb_talk_nerrvous_surprise","0.5","3","1","1010809","","","1","","","1010809027"
"0","","22","0","1010809","","","","","","1010809028"
"vo_dsb_9003","","21","vo_dsb_1010809","1010809","","","0","","0.9","1010809029"
"……へぇ。\nそれは大変ねぇ。","0","11","1","1010809","0","0.2","10","1","1","1010809030"
"","","91","0","1010809","","","","","","1010809031"
"dsb_idle_normal","0.5","3","1","1010809","","","1","","","1010809032"
"dsb_talk_worry","0.5","3","2","1010809","","","1","","","1010809033"
"vo_dsb_9004","","21","vo_dsb_1010809","1010809","","","0","","0","1010809034"
"って反応薄いよ、先生！？\nこれはもはや歴史を変える\n大事件なのに！","0","11","2","1010809","0","0.2","10","1","1","1010809035"
"","","91","0","1010809","","","","","","1010809036"
"dsb_talk_thinking","0.3","3","2","1010809","","","1","","","1010809037"
"vo_dsb_9005","","21","vo_dsb_1010809","1010809","","","0","","0","1010809038"
"この肌へのなじみかた……\nただごとじゃないよ。\nこんな温泉を作ってくれた先生は\nもはや共犯といっても過言ではないね！","0","11","2","1010809","0","0.2","10","1","1","1010809039"
"","","91","0","1010809","","","","","","1010809040"
"dsb_talk_surprise1_shy","0.3","3","2","1010809","","","1","","","1010809041"
"vo_dsb_9006","","21","vo_dsb_1010809","1010809","","","0","","0","1010809042"
"そう、ボクの共犯……\n美の共犯者だよ！","0","11","2","1010809","0","0.2","10","1","1","1010809043"
"","","91","0","1010809","","","","","","1010809044"
"dsb_idle_surprise1_sjhy","0.5","3","2","1010809","","","1","","","1010809045"
"dsb_talk_surprise1_normal2","0.5","3","1","1010809","","","1","","","1010809046"
"0","","22","0","1010809","","","","","","1010809047"
"vo_dsb_9007","","21","vo_dsb_1010809","1010809","","","0","","0.9","1010809048"
"……相変わらずねぇ、ユキ。\nまあ、気にいってもらえてよかったわ。","0","11","1","1010809","0","0.2","10","1","1","1010809049"
"","","91","0","1010809","","","","","","1010809050"
"dsb_idle_surprise1_normal","0.5","3","1","1010809","","","1","","","1010809051"
"dsb_talk_guts2_dere","0.3","3","2","1010809","0.2","","0","1","dsb_talk_guts2_dere_loop","1010809052"
"vo_dsb_9008","","21","vo_dsb_1010809","1010809","","","0","","0","1010809053"
"ということで\n今日という今日こそ\nボクの主治医になって♪","0","11","2","1010809","0","0.2","10","1","1","1010809054"
"","","91","0","1010809","","","","","","1010809055"
"dsb_idle_normal","0.5","3","2","1010809","","","1","","","1010809056"
"dsb_talk_normal_sad","0.5","3","1","1010809","","","1","","","1010809057"
"vo_dsb_9009","","21","vo_dsb_1010809","1010809","","","0","","0","1010809058"
"本当に相変わらずねぇ……\nちなみに答えはノー。","0","11","1","1010809","0","0.2","10","1","1","1010809059"
"","","91","0","1010809","","","","","","1010809060"
"dsb_idle_normal","0.5","3","1","1010809","","","1","","","1010809061"
"dsb_talk_normal_suprise1","0.5","3","2","1010809","","","1","","","1010809062"
"vo_dsb_9010","","21","vo_dsb_1010809","1010809","","","0","","0","1010809063"
"え～？\n先生も相変わらずつれないなぁ。\nま、だからって諦めないけどね？","0","11","2","1010809","0","0.2","10","1","1","1010809064"
"","","91","0","1010809","","","","","","1010809065"
"dsb_talk_sad2_blink","0.3","3","2","1010809","","","1","","","1010809066"
"vo_dsb_9011","","21","vo_dsb_1010809","1010809","","","0","","0","1010809067"
"すべてはボクの美しさのため……\nその道をはばむことはできないのさ。\nたとえ何者であってもね。","0","11","2","1010809","0","0.2","10","1","1","1010809068"
"","","91","0","1010809","","","","","","1010809069"
"dsb_idle_sad_blink","0.5","3","2","1010809","","","1","","","1010809070"
"dsb_talk_joy3","0.5","3","1","1010809","","","1","","","1010809071"
"vo_dsb_9012","","21","vo_dsb_1010809","1010809","","","0","","0","1010809072"
"ふふふ……\nユキのそういう自信たっぷりな\nところ、嫌いじゃないわよ。","0","11","1","1010809","0","0.2","10","1","1","1010809073"
"","","91","0","1010809","","","","","","1010809074"
"dsb_idle_normal","0.5","3","1","1010809","","","1","","","1010809075"
"dsb_talk_memory_talkjoy2","0.5","3","2","1010809","","","1","","","1010809076"
"vo_dsb_9013","","21","vo_dsb_1010809","1010809","","","0","","0","1010809077"
"じゃあ主治医になって♪","0","11","2","1010809","0","0.2","10","1","1","1010809078"
"","","91","0","1010809","","","","","","1010809079"
"dsb_talk_surprise1_shy","0.5","3","1","1010809","","","1","","","1010809080"
"vo_dsb_9014","","21","vo_dsb_1010809","1010809","","","0","","0","1010809081"
"いーや♪","0","11","1","1010809","0","0.2","10","1","1","1010809082"
"","","91","0","1010809","","","","","","1010809083"
"dsb_smile2_mitsuki1","0.5","3","1","1010809","0.5","","0","1","dsb_idle_normal","1010809084"
"dsb_talk_anger","0.5","3","2","1010809","","","1","","","1010809085"
"vo_dsb_9015","","21","vo_dsb_1010809","1010809","","","0","","0","1010809086"
"けち～！","0","11","2","1010809","0","0.2","10","1","1","1010809087"
"","","91","0","1010809","","","","","","1010809088"
"0","","93","0.3","1010809","","","","","","1010809089"
"124631","1.5","1","1","1015011","0","dsb_top_misato_idle_normal","53","-254","-60","1015011001"
"dsb_top_misato_talk","0.2","3","124631","1015011","","","1","","","1015011002"
"vo_dsb_0301","","21","vo_dsb","1015011","","","0","","0","1015011003"
"はぁい、お風呂の時間ですよ～♪　しっかり浸かって、体の芯まで温まりましょうね～","80","11","124631","1015011","-92","0.7","7","0","1","1015011004"
"","","91","0","1015011","","","","","","1015011005"
"dsb_top_misato_idle_normal","0.2","3","124631","1015011","","","1","","","1015011006"
"124631","1.5","1","1","1015012","0","dsb_top_misato_idle_normal","53","-254","-60","1015012001"
"dsb_top_misato_joy","0.2","3","124631","1015012","","","1","","","1015012002"
"vo_dsb_0302","","21","vo_dsb","1015012","","","0","","0","1015012003"
"私も温泉のように、みんなを優しく包んであげられる素敵な先生になりたいわ～","80","11","124631","1015012","-92","0.7","6","0","1","1015012004"
"","","91","0","1015012","","","","","","1015012005"
"dsb_top_misato_idle_normal","0.2","3","124631","1015012","","","1","","","1015012006"
"124631","1.5","1","1","1015013","0","dsb_top_misato_idle_normal","53","-254","-60","1015013001"
"dsb_top_misato_wish","0.2","3","124631","1015013","","","1","","","1015013002"
"vo_dsb_0303","","21","vo_dsb","1015013","","","0","","0","1015013003"
"お風呂上がりの牛乳は、急いで飲んだらいけませんよ～？　腰に手を当てて味わって飲みましょうね","80","11","124631","1015013","-92","0.7","6","0","1","1015013004"
"","","91","0","1015013","","","","","","1015013005"
"dsb_top_misato_idle_normal","0.2","3","124631","1015013","","","1","","","1015013006"
"124731","1.5","1","1","1051011","0","dsb_top_idle_normal","53","-254","-60","1051011001"
"dsb_top_mitsuki_talk","0.2","3","124731","1051011","","","1","","","1051011002"
"vo_dsb_0201","","21","vo_dsb","1051011","","","0","","0","1051011003"
"湯治も立派な医療法のひとつよ。Dr.ミツキの診察室、湯けむり編……といったところね","80","11","124731","1051011","-92","0.5","7","0","1","1051011004"
"","","91","0","1051011","","","","","","1051011005"
"dsb_top_idle_normal","0.2","3","124731","1051011","","","1","","","1051011006"
"124731","1.5","1","1","1051012","0","dsb_top_idle_normal","53","-254","-60","1051012001"
"dsb_top_mitsuki_joy","0.2","3","124731","1051012","","","1","","","1051012002"
"vo_dsb_0202","","21","vo_dsb","1051012","","","0","","0","1051012003"
"旅館で実験するほどヤボじゃないわ。でも……実験されたいのなら、喜んで♪","80","11","124731","1051012","-92","0.5","6","0","1","1051012004"
"","","91","0","1051012","","","","","","1051012005"
"dsb_top_idle_normal","0.2","3","124731","1051012","","","1","","","1051012006"
"124731","1.5","1","1","1051013","0","dsb_top_idle_normal","53","-254","-60","1051013001"
"dsb_top_mitsuki_crossed","0.2","3","124731","1051013","0.2","","1","1","dsb_top_mitsuki_crossed_loop","1051013002"
"vo_dsb_0203","","21","vo_dsb","1051013","","","0","","0","1051013003"
"どの温泉も自信作よ。たっぷり確かめたもの……自分の体でね。もうふやけちゃうかと思ったわ","80","11","124731","1051013","-92","0.5","6","0","1","1051013004"
"","","91","0","1051013","","","","","","1051013005"
"dsb_top_idle_normal","0.2","3","124731","1051013","","","1","","","1051013006"
"124531","1.5","1","1","1067011","0","dsb_top_idle_normal","53","-254","-60","1067011001"
"dsb_top_homare_wish","0.2","3","124531","1067011","","","1","","","1067011002"
"vo_dsb_0101","","21","vo_dsb","1067011","","","0","","0","1067011003"
"よ～し、今日もいっぱいおもてなししちゃうぞ～☆　美人若女将にお任せあれ♪","80","11","124531","1067011","-92","0.7","6","0","1","1067011004"
"","","91","0","1067011","","","","","","1067011005"
"dsb_top_idle_normal","0.2","3","124531","1067011","","","1","","","1067011006"
"124531","1.5","1","1","1067012","0","dsb_top_idle_normal","53","-254","-60","1067012001"
"dsb_top_homare_joy","0.2","3","124531","1067012","","","1","","","1067012002"
"vo_dsb_0102","","21","vo_dsb","1067012","","","0","","0","1067012003"
"私も一緒に入っちゃおうかな～。温泉回を描くときの資料も欲しいし？　体当たり取材～☆","80","11","124531","1067012","-92","0.7","6","0","1","1067012004"
"","","91","0","1067012","","","","","","1067012005"
"dsb_top_idle_normal","0.2","3","124531","1067012","","","1","","","1067012006"
"124531","1.5","1","1","1067013","0","dsb_top_idle_normal","53","-254","-60","1067013001"
"dsb_top_homare_surprise","0.2","3","124531","1067013","","","1","","","1067013002"
"vo_dsb_0103","","21","vo_dsb","1067013","","","0","","0","1067013003"
"たまには命のやり取りじゃなくて、命の洗濯をしないとね～。お背中……流しましょうか？","80","11","124531","1067013","-92","1","6","0","1","1067013004"
"","","91","0","1067013","","","","","","1067013005"
"dsb_top_idle_normal","0.2","3","124531","1067013","","","1","","","1067013006"
