4dc8cd011fbaa95884ba6c12fde1edda7d546ef9c60c284dbb6fa4eb8f361ec5,ac0bbc1fe9c9c615dfadcce2f097fe282a1821f0d896822b855fa1195f0db63f,21181390136c676cd4cee40100863086cb1745b37cd196c24e0ce8ecb25b89eb,5a16b450362a65934ea202446d06bfadf73ad8097a60060d8f890f993417fe85,b70463cd16f15de0b878cca5dda69c9fbdb002196e16fead8d908e85f8c0515a,968f91d7fda04aa645fc0b27d98d1d8dcfba2fbd0d680e0c2052d0f46a7aaea3,cf7317beec9d4eb9c584f7ce3bb5fca51527d115663200c77f5533b2efa0e362,9f7b5b37e07cc9bde126d09b1e08f80a03b932e72b28d3e6c9b54c19160c5a2e,4130e3fed9afbc7d7ef85ee3176c1e9adf503057e1e3a401a89e246dcf7021a5,a1c9e275ce66d1c4b315c7e660fd274ff46aa298999eb6224a50a64166b27e2d,7aa606e566a43efb21b2fc8b5058155190a5d8f164a24984706b413c625898f0,9893a0dc4a02c7696daea64246c63b5df10afe931de1bf225d007a5d0f6c0a7c,f6241c120f0536b22a71213d0e8a1a66fdd18e6297061fc435751fde74780a60,5922f14f94f7ed7dd79c3ddea991f5377f196c19bba3725fde43a824dd613948,85b643a2e99980842f5819ef7a692f367a04816c26adff28a0230a091780298a,1dcbbddd29cc9f085474d9daa7e78dd42a5d357209e91e6ec5e6b09284ef8817,c7f69d6e1bf410cec23dd034ac2f806cc34d54bc53f342e2bee46dd07d24c5e2,e35401e8d5d5e60b8d55260c54d068c2c34c017ca2c41d7143d5cd5e1dfbef4b,2bd64e1477af002f7e9020b0b6a1ebc5b70a2fc48dd9181511aba6513660ba6d,e65c76afc88da581e13277b063543d435a0677dfc57d795d078a83f547c14448,c4f1e69c294a337c0ab95ba40c52ddf256d24aec9f0a7f0ed496592ed2482181,240b2fedb08c43ce1d169feaba3275f771b909f6f32a442edfbbb5abae03c96e
"bgm_M64","101201","-470","0","10","101201","1","-30","0","1.35","1","100","1080","1","0","210","1","0","1.1","0.85","1","10800101"
"bgm_M64","101201","-250","-120","10","101201","1","-30","-5","1","2","200","1080","1","0","200","2","0","0.8","0.65","1","10800102"
"bgm_M64","101201","-5","70","10","101201","1","-30","0","1.2","3","100","1080","1","-15","200","3","0","0.8","0.6","1","10800103"
"bgm_M64","101201","190","-110","0","101201","1","-30","-15","1","4","100","1080","1","0","200","4","10","0.9","0.7","1","10800104"
"bgm_M55","101202","475","-30","10","101202","1","-30","-45","1.45","5","100","1080","1","-20","250","5","-50","1","1","1","10800105"
"bgm_M64","101291","-480","-100","10","101291","1","-30","-30","1","1","170","1081","1","0","210","1","-25","0.9","0.575","1","10810101"
"bgm_M64","101291","-230","-10","0","101291","1","-30","-30","1","2","250","1081","1","0","240","2","-30","0.8","0.7","1","10810102"
"bgm_M64","101291","-10","-110","5","101291","1","-30","-10","1.2","3","100","1081","1","-15","200","3","0","1","0.75","1","10810103"
"bgm_M64","101291","200","55","-20","101291","1","-30","-50","1.3","4","300","1081","1","-10","200","4","-50","1","0.8","1","10810104"
"bgm_M55","101292","490","-15","30","101292","1","-30","30","1.45","5","100","1081","1","-20","230","5","15","1","1.1","1","10810105"
"bgm_M64","101301","-470","0","10","101301","1","-30","0","1.45","1","100","1082","1","0","210","1","20","1.1","0.8","1","10820101"
"bgm_M64","101301","-270","-120","10","101301","1","-30","0","1.2","2","100","1082","1","0","200","2","0","1.1","0.75","1","10820102"
"bgm_M64","101301","0","65","0","101301","1","-30","-10","2.3","3","100","1082","1","-15","200","3","0","2.2","1.55","1","10820103"
"bgm_M64","101301","200","-120","0","101301","1","-30","0","1","4","100","1082","1","0","200","4","0","0.7","0.7","1","10820104"
"bgm_M55","101302","470","-55","10","101302","1","-30","-30","1.2","5","100","1082","1","-20","270","5","-15","1.1","1","1","10820105"
"bgm_M64","101441","-450","0","10","101441","1","-30","-30","1","1","170","1083","1","0","210","1","-25","0.9","0.575","1","10830101"
"bgm_M64","101441","-250","-90","0","101441","1","-30","0","1.2","2","100","1083","1","0","240","2","0","1.1","0.75","1","10830102"
"bgm_M64","101441","-25","60","0","101441","1","-30","-10","1.4","3","200","1083","1","-15","200","3","-30","1","0.85","1","10830103"
"bgm_M64","101441","220","-70","0","101441","1","-30","0","1.2","4","100","1083","1","0","200","4","-30","1","0.75","1","10830104"
"bgm_M55","101442","470","-70","10","101442","1","-30","-30","1.2","5","100","1083","1","-20","230","5","-35","1.1","0.95","1","10830105"
"bgm_M64","101451","-470","-50","10","101451","1","-30","0","1.35","1","100","1084","1","0","210","1","0","1.1","0.85","1","10840101"
"bgm_M64","101451","-250","40","0","101451","1","-30","10","1.35","2","200","1084","1","0","240","2","10","1.1","1","1","10840102"
"bgm_M64","101451","0","-110","0","101451","1","-30","-10","1.2","3","100","1084","1","-15","200","3","0","1.1","0.75","1","10840103"
"bgm_M64","101451","210","30","-25","101451","1","-30","-30","0.8","4","300","1084","1","0","200","4","-30","0.6","0.6","1","10840104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","100","1084","1","0","290","5","-35","1.4","1.25","1.2","10840105"
"bgm_M64","101561","-480","-50","10","101561","1","-30","-30","0.8","1","250","1085","1","0","210","1","0","0.7","0.6","1","10850101"
"bgm_M64","101561","-250","-120","10","101561","1","-30","0","1.5","2","100","1085","1","0","200","2","10","1.4","0.9","1","10850102"
"bgm_M64","101561","-10","65","5","101561","1","-30","-10","1.1","3","100","1085","1","-5","200","3","0","1","0.65","1","10850103"
"bgm_M64","101561","190","-110","0","101561","1","-30","0","1.1","4","100","1085","1","0","200","4","0","1","0.65","1","10850104"
"bgm_M55","101562","460","-70","0","101562","1","-30","-50","1.55","5","400","1085","1","0","290","5","-60","1.35","1.25","1.4","10850105"
"bgm_M64","101001","-480","-100","10","101001","1","-30","-30","1","1","170","1086","1","0","210","1","-25","0.9","0.575","1","10860101"
"bgm_M64","101001","-250","-10","0","101001","1","-30","-30","1","2","250","1086","1","0","240","2","-30","0.8","0.7","1","10860102"
"bgm_M64","101001","-10","-120","0","101001","1","-30","-10","1.4","3","100","1086","1","-15","200","3","-30","1","0.95","1","10860103"
"bgm_M64","101001","210","40","0","101001","1","-30","-30","1.2","4","150","1086","1","0","200","4","0","1","0.72","1","10860104"
"bgm_M55","101011","480","-40","0","101011","1","-30","0","1.3","5","200","1086","1","0","250","5","0","1","1.2","1.2","10860105"
"bgm_M64","101021","-450","0","10","101021","1","-30","-30","1","1","170","1087","1","0","210","1","-25","0.9","0.575","1","10870101"
"bgm_M64","101021","-250","-120","10","101021","1","-30","-5","1","2","200","1087","1","0","200","2","0","0.8","0.65","1","10870102"
"bgm_M64","101021","-10","65","5","101021","1","-30","-10","0.9","3","100","1087","1","-5","200","3","0","0.8","0.6","1","10870103"
"bgm_M64","101021","200","-100","0","101021","1","-30","0","1","4","100","1087","1","0","200","4","-25","0.85","0.7","1","10870104"
"bgm_M55","101031","470","0","0","101031","1","-30","0","1.8","5","200","1087","1","0","220","5","0","1.6","1.4","1","10870105"
"bgm_M64","101041","-470","-100","10","101041","1","-30","0","1.45","1","100","1088","1","0","210","1","20","1.1","0.85","1","10880101"
"bgm_M64","101041","-220","30","10","101041","1","-30","0","1.45","2","100","1088","1","0","200","2","0","1.1","0.85","1","10880102"
"bgm_M64","101041","-10","-120","0","101041","1","-30","-10","1.3","3","100","1088","1","-15","200","3","-30","1.1","0.75","1","10880103"
"bgm_M64","101041","200","40","0","101041","1","-30","-20","1.4","4","100","1088","1","0","200","4","-30","1.1","0.85","1","10880104"
"bgm_M55","101042","450","-55","0","101042","1.3","-30","0","1.8","5","150","1088","1","0","210","5","-50","1.35","1.1","1","10880105"
"bgm_M64","101161","-470","-10","10","101161","1","-30","0","1.35","1","100","1089","1","0","210","1","0","1.1","0.85","1","10890101"
"bgm_M64","101161","-250","-110","0","101161","1","-30","-30","1","2","250","1089","1","0","240","2","-30","0.8","0.7","1","10890102"
"bgm_M64","101161","-10","50","5","101161","1","-30","-10","1.2","3","100","1089","1","-15","200","3","0","1","0.75","1","10890103"
"bgm_M64","101161","210","-90","0","101161","1","-30","0","1.5","4","200","1089","1","0","200","4","0","1","1","1","10890104"
"bgm_M55","101162","485","-70","-10","101162","1.3","-30","-45","1.15","5","270","1089","1","-40","280","5","-50","1","0.9","1","10890105"
"bgm_M64","101171","-450","-90","10","101171","1","-30","-30","1","1","170","1090","1","0","210","1","-25","0.9","0.575","1","10900101"
"bgm_M64","101171","-230","10","0","101171","1","-30","0","1.2","2","100","1090","1","0","240","2","0","1.1","0.75","1","10900102"
"bgm_M64","101171","15","-120","0","101171","1","-30","-10","1.4","3","100","1090","1","-15","200","3","-30","1","0.9","1","10900103"
"bgm_M64","101171","200","40","0","101171","1","-30","-50","1.3","4","300","1090","1","0","200","4","-60","1","0.8","1","10900104"
"bgm_M55","101172","475","-30","10","101172","1","-30","0","1.45","5","200","1090","1","-20","250","5","-50","1","1","1","10900105"
"bgm_M64","101191","-480","0","10","101191","1","-30","-30","1","1","170","1091","1","0","210","1","-25","0.9","0.575","1","10910101"
"bgm_M64","101191","-250","-120","10","101191","1","-30","0","1.5","2","100","1091","1","0","200","2","10","1.4","0.9","1","10910102"
"bgm_M64","101191","-10","65","0","101191","1","-30","-10","1.1","3","100","1091","1","-15","200","3","0","1","0.8","1","10910103"
"bgm_M64","101191","200","-120","0","101191","1","-30","0","1","4","100","1091","1","0","200","4","0","0.7","0.7","1","10910104"
"bgm_M55","101192","485","-70","-10","101192","1","-30","-45","1.3","5","200","1091","1","0","280","5","-50","1","1.1","1.2","10910105"
"bgm_M64","101201","-470","-100","10","101201","1","-30","0","1.45","1","100","1092","1","0","210","1","20","1.1","0.85","1","10920101"
"bgm_M64","101201","-250","-120","10","101201","1","-30","-5","1","2","200","1092","1","0","200","2","0","0.8","0.65","1","10920102"
"bgm_M64","101201","0","-65","0","101201","1","-30","-10","1.15","3","100","1092","1","-10","200","3","0","1.1","0.8","1","10920103"
"bgm_M64","101201","190","-110","0","101201","1","-30","-15","1","4","100","1092","1","0","200","4","10","0.9","0.7","1","10920104"
"bgm_M55","101202","475","-30","10","101202","1","-30","-45","1.45","5","100","1092","1","-20","250","5","-50","1","1","1","10920105"
"bgm_M64","101291","-480","-30","10","101291","1","-30","-30","0.8","1","250","1093","1","0","210","1","0","0.7","0.6","1","10930101"
"bgm_M64","101291","-250","-110","0","101291","1","-30","10","1.35","2","200","1093","1","0","240","2","10","1.1","0.9","1","10930102"
"bgm_M64","101291","-10","0","0","101291","1","-30","-60","0.9","3","150","1093","1","-13","200","3","-50","0.55","0.6","1.4","10930103"
"bgm_M64","101291","200","-120","0","101291","1","-30","0","1.4","4","100","1093","1","0","200","4","0","1","1","1","10930104"
"bgm_M55","101292","490","20","30","101292","1","-30","30","1.45","5","100","1093","1","-20","230","5","15","1","1.1","1","10930105"
"bgm_M64","101301","-480","0","10","101301","1","-30","-30","1","1","170","1094","1","0","210","1","-25","0.9","0.575","1","10940101"
"bgm_M64","101301","-220","-110","10","101301","1","-30","0","1.45","2","100","1094","1","0","200","2","0","1.1","0.85","1","10940102"
"bgm_M64","101301","10","55","0","101301","1","-30","-10","1","3","100","1094","1","-15","200","3","-20","0.7","0.65","1","10940103"
"bgm_M64","101301","200","-110","0","101301","1","-30","0","1.5","4","100","1094","1","0","200","4","-30","1","0.9","1","10940104"
"bgm_M55","101302","470","-50","10","101302","1","-30","-30","1.2","5","100","1094","1","-20","270","5","-15","1.1","1","1","10940105"
"bgm_M64","101441","-470","30","10","101441","1","-30","0","1.35","1","100","1095","1","0","210","1","0","1.1","0.85","1","10950101"
"bgm_M64","101441","-250","-120","0","101441","1","-30","-30","1","2","250","1095","1","0","240","2","-30","0.8","0.7","1","10950102"
"bgm_M64","101441","20","30","0","101441","1","-30","-10","1.4","3","100","1095","1","-15","200","3","-30","1","0.95","1","10950103"
"bgm_M64","101441","210","-110","0","101441","1","-30","-30","1.2","4","150","1095","1","0","200","4","0","1","0.72","1","10950104"
"bgm_M55","101442","470","-20","10","101442","1","-30","-30","1.2","5","100","1095","1","-20","230","5","-35","1.1","0.95","1","10950105"
"bgm_M64","101451","-450","-90","10","101451","1","-30","-30","1","1","170","1096","1","0","210","1","-25","0.9","0.575","1","10960101"
"bgm_M64","101451","-230","10","0","101451","1","-30","0","1.2","2","100","1096","1","0","240","2","0","1.1","0.75","1","10960102"
"bgm_M64","101451","0","-110","0","101451","1","-30","0","1.2","3","100","1096","1","0","200","3","0","1","0.9","1","10960103"
"bgm_M64","101451","200","20","0","101451","1","-30","0","1","4","100","1096","1","0","200","4","-25","0.85","0.7","1","10960104"
"bgm_M55","101452","510","-70","0","101452","1","-30","-50","1.55","5","100","1096","1","0","290","5","-35","1.4","1.25","1.2","10960105"
"bgm_M64","101561","-480","-30","10","101561","1","-30","-30","0.8","1","250","1097","1","0","210","1","0","0.7","0.6","1","10970101"
"bgm_M64","101561","-250","-120","10","101561","1","-30","-5","1","2","200","1097","1","0","200","2","0","0.8","0.65","1","10970102"
"bgm_M64","101561","0","30","0","101561","1","-30","-10","1.2","3","100","1097","1","-15","200","3","0","1.1","0.75","1","10970103"
"bgm_M64","101561","190","-110","0","101561","1","-30","0","1.1","4","100","1097","1","0","200","4","0","1","0.65","1","10970104"
"bgm_M55","101562","460","-70","0","101562","1","-30","-50","1.55","5","400","1097","1","0","290","5","-60","1.35","1.25","1.4","10970105"
"bgm_M64","101001","-470","-100","10","101001","1","-30","0","1.45","1","100","1098","1","0","210","1","20","1.1","0.85","1","10980101"
"bgm_M64","101001","-250","40","10","101001","1","-30","0","1.5","2","100","1098","1","0","200","2","10","1.4","0.9","1","10980102"
"bgm_M64","101001","-10","-120","0","101001","1","-30","-10","1.3","3","100","1098","1","-15","200","3","-30","1.1","0.75","1","10980103"
"bgm_M64","101001","210","10","-25","101001","1","-30","-30","0.8","4","300","1098","1","0","200","4","-30","0.6","0.6","1","10980104"
"bgm_M55","101011","480","-70","0","101011","1","-30","0","1.3","5","200","1098","1","0","250","5","0","1","1.2","1.2","10980105"
"bgm_M64","101021","-470","0","10","101021","1","-30","-30","1.3","1","120","1099","1","-5","210","1","-25","1","0.8","1","10990101"
"bgm_M64","101021","-250","-110","0","101021","1","-30","10","1.4","2","200","1099","1","0","240","2","10","1.1","0.9","1","10990102"
"bgm_M64","101021","-10","65","0","101021","1","-30","-30","0.85","3","100","1099","1","-15","200","3","-20","0.7","0.5","1","10990103"
"bgm_M64","101021","210","-90","0","101021","1","-30","0","1.5","4","200","1099","1","0","200","4","0","1","1","1","10990104"
"bgm_M55","101031","470","0","0","101031","1","-30","0","1.8","5","200","1099","1","0","220","5","0","1.6","1.4","1","10990105"
"bgm_M64","101041","-470","-100","10","101041","1","-30","-30","1","1","170","1100","1","0","210","1","-25","0.9","0.575","1","11000101"
"bgm_M64","101041","-250","40","10","101041","1","-30","0","1.45","2","100","1100","1","0","200","2","0","1.1","0.85","1","11000102"
"bgm_M64","101041","-10","-120","0","101041","1","-30","-10","1.5","3","100","1100","1","-15","200","3","-10","1","0.9","1","11000103"
"bgm_M64","101041","210","10","10","101041","1","-30","-30","1.3","5","100","1100","1","0","230","4","-15","1.1","0.8","1","11000104"
"bgm_M55","101042","470","-70","0","101042","1.3","-30","0","1.8","5","150","1100","1","0","210","5","-50","1.35","1.1","1","11000105"
"bgm_M64","101161","-450","40","10","101161","1","-30","-30","1","1","170","1101","1","0","210","1","-25","0.9","0.575","1","11010101"
"bgm_M64","101161","-270","-110","0","101161","1","-30","0","1.2","2","100","1101","1","0","240","2","0","1.1","0.75","1","11010102"
"bgm_M64","101161","-60","40","5","101161","1","-30","-10","1.2","3","170","1101","1","-15","200","3","0","1","0.75","1","11010103"
"bgm_M64","101161","190","-80","0","101161","1","-30","-10","1.1","4","200","1101","1","0","200","4","0","1","0.75","1","11010104"
"bgm_M55","101162","485","-70","-10","101162","1.3","-30","-45","1.15","5","270","1101","1","-40","280","5","-50","1","0.9","1","11010105"
