b4fc70dc003bd91aae95730b28ca3c2532a6daecf3d1329e391997abb7b32221,731d42a905230cd7f3505c15ff7c11213d47d3bd6820f56c2f54c2ee8a1b2f9e,b641fa1d2f9485b17154d7182c586120c59c8cf9c8b305aad700ca189c2bad3b,bdfaf9dabff2fd869a50345da8e50834f5cda5e0c9533dffa359745b6962f6b9,ab1bb2851de4b8bb4740aff937b39bcbab1a63320a441f23f1992d3f82a69dae,6caf739b31f84a3e7120d7168b16d998522eef7e9f39430332e7ab148fd99fa4,8b29ce0d6a6e7ec60458a43be1cdbf33dc82168e27a0afa570ee4c37ebd75695,82198ab1631861735235afa8669bef726de41b67d8bd183308dee5cd117985ba,491b61e8a11c2ffaa662c94e9752465926e57afecb61bc90a3cc637507c8ab12,f3c82f6a675a9dbc603b71a37a752c1704a02ac4fe5dace20690beb56dd9093f,385a6afc2421680132cbbeb2ea09644fd465a58148c467f9674ba0190c3312aa
"0.9","132170035","","","0","","3217","93","","",""
"1.05","132170036","1.05","0","1.05","","3217","123","0.3","1.05",""
"75","132170037","0.5","","75","","3217","122","","",""
"301702","132170038","","","1","","3217","32","","",""
"0.4","132170039","","","0","","3217","93","","",""
"2","132170040","","","0","","3217","32","","",""
"310000","132170041","","","0","","3217","32","","",""
"321700","132170042","","","1","","3217","32","","",""
"0.4","132170043","","","0","","3217","93","","",""
"0.95","132170044","0.95","2","0.95","","3217","123","2","0.95",""
"0.2","132170045","","","0","","3217","93","","",""
"1000001","132170046","0","0.2","glad","","3217","3","","",""
"120","132170047","","","1","","3217","32","","",""
"0.4","132170048","","","0","","3217","93","","",""
"998","132170049","","","1","","3217","32","","",""
"0.6","132170050","","","0","","3217","93","","",""
"1000001","132170051","0","0.2","joy_round3_in","","3217","3","1","joy_round3_loop",""
"5","132170052","","","0","","3217","93","","",""
"1","132170053","","","","","3217","113","","",""
"330000","133000001","345.4","0","330000","","3300","31","1","0",""
"8","133000002","345.4","1","8","","3300","31","1","0",""
"8","133000003","","","0","","3300","35","","",""
"0","133000004","","","","","3300","91","","",""
"1.05","133000005","1.05","0","1.05","","3300","123","7.4","1.05",""
"1000001","133000006","0","0.2","wait","","3300","3","","",""
"2","133000007","","","1","","3300","35","","",""
"4.9","133000008","","","0","","3300","93","","",""
"0.95","133000009","0.95","0","0.95","","3300","123","0.4","0.95",""
"330000","133000010","","","1","","3300","32","","",""
"0.1","133000011","","","0","","3300","93","","",""
"2","133000012","","","0","","3300","32","","",""
"0.1","133000013","","","0","","3300","93","","",""
"997","133000014","","","1","","3300","32","","",""
"1000001","133000015","0","0.2","joy_from_wait","","3300","3","","",""
"1.63","133000016","","","0","","3300","93","","",""
"0.3","133000017","","","0","","3300","93","","",""
"3","133000018","","","","","3300","113","","",""
