6b964766611f1c87007a0b501707ca3f2e0dd6ed78554fdce376b24eb32a4c09,407170839d7610e40934d3773c186d25eecc577239ba8a890107307026e44ee3,1a3a5130b88d5494b6f7f5f7185d4650ed535db04016e94dcfa90796a67360fd,33ad8e5401767bc2c1e9a6e40e645dc3fab821d9bcc5987d6c5213c93c292d27,972247a432bf0dacad7b7f93644d56338094d9092e30b17894ea370806a68968,6810d75d4a9b88e3cd0ebb53fb4235b998442d0a9be2e8efb63fd9f6f0826673,cd04bbffd505edb18a3e0abab2fa4f3ee79f5bea8350493ef9f0efc4cfec40d6,45c7b74278cb3b152cf129ce616898b7b13dd01250a414399e376406eda61b06,262b63f676d65d34d74216e54eb03cd34f18c97a8220560effecce3537ee9b11,f958230ba5e82c989b314640d29e905a1a329b1837b5dc9ab34889b3f4ca0977,05b873c761d47754f09c59a4f3662c6dcaa650b46e74b1897813b625bd3a5913,09028f59081f226c92fc6340192e8ecabe0f5b808efd0b89558a29e7f024f82c,4d0c76d3bd04733b369496d8e56fb83269c00a2d7b14799d9b07a1c4727a057d,6f448ab5ed0e04eb12277f15533a782f63d771acbf3e18137f64cc1d461367ed,0ecb059923e9aa033180ceee465fdbd94487dc4e1de78c401ea143c43746ae59,af11a2d1871718f6328fbec14d00c162b305c791c0e72430f3c331d4687b023a,aeb7b05bb316e5196496e701448a97d301024cb2fdc2ed7540b25f177e2738e0,e0b46775ea8756993cc3933cfd33de59cbf54d1756659ac8ecd1e25506879dea,1b7e918846cc30951c16ef2beb9079b45a288324bdb536b72770044acf24c604,d22f6d49d4b47dd292fe4ab261c1d9b196e20d464884af9a597c7e6d6909653e,b837e05caad067609022312ef83c03f6a843688d68ae229153af13c5c2634beb,be59a5da0b75e1530701b15efdedf39539d2568a090d3dc773a6232728cf5c30
"0","10","1.2","1","-30","1","70","0","200","1","0.6","101201","-5","bgm_M64","-15","10800103","100","3","101201","3","0.8","1080"
"-15","0","1","1","-30","1","-110","10","200","1","0.7","101201","190","bgm_M64","0","10800104","100","4","101201","4","0.9","1080"
"-45","10","1.45","1","-30","1","-30","-50","250","1","1","101202","475","bgm_M55","-20","10800105","100","5","101202","5","1","1080"
"-30","10","1","1","-30","1","-100","-25","210","1","0.575","101291","-480","bgm_M64","0","10810101","170","1","101291","1","0.9","1081"
"-30","0","1","1","-30","1","-10","-30","240","1","0.7","101291","-230","bgm_M64","0","10810102","250","2","101291","2","0.8","1081"
"-10","5","1.2","1","-30","1","-110","0","200","1","0.75","101291","-10","bgm_M64","-15","10810103","100","3","101291","3","1","1081"
"-50","-20","1.3","1","-30","1","55","-50","200","1","0.8","101291","200","bgm_M64","-10","10810104","300","4","101291","4","1","1081"
"30","30","1.45","1","-30","1","-15","15","230","1","1.1","101292","490","bgm_M55","-20","10810105","100","5","101292","5","1","1081"
"0","10","1.45","1","-30","1","0","20","210","1","0.8","101301","-470","bgm_M64","0","10820101","100","1","101301","1","1.1","1082"
"0","10","1.2","1","-30","1","-120","0","200","1","0.75","101301","-270","bgm_M64","0","10820102","100","2","101301","2","1.1","1082"
"-10","0","2.3","1","-30","1","65","0","200","1","1.55","101301","0","bgm_M64","-15","10820103","100","3","101301","3","2.2","1082"
"0","0","1","1","-30","1","-120","0","200","1","0.7","101301","200","bgm_M64","0","10820104","100","4","101301","4","0.7","1082"
"-30","10","1.2","1","-30","1","-55","-15","270","1","1","101302","470","bgm_M55","-20","10820105","100","5","101302","5","1.1","1082"
"-30","10","1","1","-30","1","0","-25","210","1","0.575","101441","-450","bgm_M64","0","10830101","170","1","101441","1","0.9","1083"
"0","0","1.2","1","-30","1","-90","0","240","1","0.75","101441","-250","bgm_M64","0","10830102","100","2","101441","2","1.1","1083"
"-10","0","1.4","1","-30","1","60","-30","200","1","0.85","101441","-25","bgm_M64","-15","10830103","200","3","101441","3","1","1083"
"0","0","1.2","1","-30","1","-70","-30","200","1","0.75","101441","220","bgm_M64","0","10830104","100","4","101441","4","1","1083"
"-30","10","1.2","1","-30","1","-70","-35","230","1","0.95","101442","470","bgm_M55","-20","10830105","100","5","101442","5","1.1","1083"
"0","10","1.35","1","-30","1","-50","0","210","1","0.85","101451","-470","bgm_M64","0","10840101","100","1","101451","1","1.1","1084"
"10","0","1.35","1","-30","1","40","10","240","1","1","101451","-250","bgm_M64","0","10840102","200","2","101451","2","1.1","1084"
"-10","0","1.2","1","-30","1","-110","0","200","1","0.75","101451","0","bgm_M64","-15","10840103","100","3","101451","3","1.1","1084"
"-30","-25","0.8","1","-30","1","30","-30","200","1","0.6","101451","210","bgm_M64","0","10840104","300","4","101451","4","0.6","1084"
"-50","0","1.55","1","-30","1","-70","-35","290","1.2","1.25","101452","510","bgm_M55","0","10840105","100","5","101452","5","1.4","1084"
"-30","10","0.8","1","-30","1","-50","0","210","1","0.6","101561","-480","bgm_M64","0","10850101","250","1","101561","1","0.7","1085"
"0","10","1.5","1","-30","1","-120","10","200","1","0.9","101561","-250","bgm_M64","0","10850102","100","2","101561","2","1.4","1085"
"-10","5","1.1","1","-30","1","65","0","200","1","0.65","101561","-10","bgm_M64","-5","10850103","100","3","101561","3","1","1085"
"0","0","1.1","1","-30","1","-110","0","200","1","0.65","101561","190","bgm_M64","0","10850104","100","4","101561","4","1","1085"
"-50","0","1.55","1","-30","1","-70","-60","290","1.4","1.25","101562","460","bgm_M55","0","10850105","400","5","101562","5","1.35","1085"
"-30","10","1","1","-30","1","-100","-25","210","1","0.575","101001","-480","bgm_M64","0","10860101","170","1","101001","1","0.9","1086"
"-30","0","1","1","-30","1","-10","-30","240","1","0.7","101001","-250","bgm_M64","0","10860102","250","2","101001","2","0.8","1086"
"-10","0","1.4","1","-30","1","-120","-30","200","1","0.95","101001","-10","bgm_M64","-15","10860103","100","3","101001","3","1","1086"
"-30","0","1.2","1","-30","1","40","0","200","1","0.72","101001","210","bgm_M64","0","10860104","150","4","101001","4","1","1086"
"0","0","1.3","1","-30","1","-40","0","250","1.2","1.2","101011","480","bgm_M55","0","10860105","200","5","101011","5","1","1086"
"-30","10","1","1","-30","1","0","-25","210","1","0.575","101021","-450","bgm_M64","0","10870101","170","1","101021","1","0.9","1087"
"-5","10","1","1","-30","1","-120","0","200","1","0.65","101021","-250","bgm_M64","0","10870102","200","2","101021","2","0.8","1087"
"-10","5","0.9","1","-30","1","65","0","200","1","0.6","101021","-10","bgm_M64","-5","10870103","100","3","101021","3","0.8","1087"
"0","0","1","1","-30","1","-100","-25","200","1","0.7","101021","200","bgm_M64","0","10870104","100","4","101021","4","0.85","1087"
"0","0","1.8","1","-30","1","0","0","220","1","1.4","101031","470","bgm_M55","0","10870105","200","5","101031","5","1.6","1087"
"0","10","1.45","1","-30","1","-100","20","210","1","0.85","101041","-470","bgm_M64","0","10880101","100","1","101041","1","1.1","1088"
"0","10","1.45","1","-30","1","30","0","200","1","0.85","101041","-220","bgm_M64","0","10880102","100","2","101041","2","1.1","1088"
"-10","0","1.3","1","-30","1","-120","-30","200","1","0.75","101041","-10","bgm_M64","-15","10880103","100","3","101041","3","1.1","1088"
"-20","0","1.4","1","-30","1","40","-30","200","1","0.85","101041","200","bgm_M64","0","10880104","100","4","101041","4","1.1","1088"
"0","0","1.8","1.3","-30","1","-55","-50","210","1","1.1","101042","450","bgm_M55","0","10880105","150","5","101042","5","1.35","1088"
"0","10","1.35","1","-30","1","-10","0","210","1","0.85","101161","-470","bgm_M64","0","10890101","100","1","101161","1","1.1","1089"
"-30","0","1","1","-30","1","-110","-30","240","1","0.7","101161","-250","bgm_M64","0","10890102","250","2","101161","2","0.8","1089"
"-10","5","1.2","1","-30","1","50","0","200","1","0.75","101161","-10","bgm_M64","-15","10890103","100","3","101161","3","1","1089"
"0","0","1.5","1","-30","1","-90","0","200","1","1","101161","210","bgm_M64","0","10890104","200","4","101161","4","1","1089"
"-45","-10","1.15","1.3","-30","1","-70","-50","280","1","0.9","101162","485","bgm_M55","-40","10890105","270","5","101162","5","1","1089"
"-30","10","1","1","-30","1","-90","-25","210","1","0.575","101171","-450","bgm_M64","0","10900101","170","1","101171","1","0.9","1090"
"0","0","1.2","1","-30","1","10","0","240","1","0.75","101171","-230","bgm_M64","0","10900102","100","2","101171","2","1.1","1090"
"-10","0","1.4","1","-30","1","-120","-30","200","1","0.9","101171","15","bgm_M64","-15","10900103","100","3","101171","3","1","1090"
"-50","0","1.3","1","-30","1","40","-60","200","1","0.8","101171","200","bgm_M64","0","10900104","300","4","101171","4","1","1090"
"0","10","1.45","1","-30","1","-30","-50","250","1","1","101172","475","bgm_M55","-20","10900105","200","5","101172","5","1","1090"
"-30","10","1","1","-30","1","0","-25","210","1","0.575","101191","-480","bgm_M64","0","10910101","170","1","101191","1","0.9","1091"
"0","10","1.5","1","-30","1","-120","10","200","1","0.9","101191","-250","bgm_M64","0","10910102","100","2","101191","2","1.4","1091"
"-10","0","1.1","1","-30","1","65","0","200","1","0.8","101191","-10","bgm_M64","-15","10910103","100","3","101191","3","1","1091"
"0","0","1","1","-30","1","-120","0","200","1","0.7","101191","200","bgm_M64","0","10910104","100","4","101191","4","0.7","1091"
"-45","-10","1.3","1","-30","1","-70","-50","280","1.2","1.1","101192","485","bgm_M55","0","10910105","200","5","101192","5","1","1091"
"0","10","1.45","1","-30","1","-100","20","210","1","0.85","101201","-470","bgm_M64","0","10920101","100","1","101201","1","1.1","1092"
"-5","10","1","1","-30","1","-120","0","200","1","0.65","101201","-250","bgm_M64","0","10920102","200","2","101201","2","0.8","1092"
"-10","0","1.15","1","-30","1","-65","0","200","1","0.8","101201","0","bgm_M64","-10","10920103","100","3","101201","3","1.1","1092"
"-15","0","1","1","-30","1","-110","10","200","1","0.7","101201","190","bgm_M64","0","10920104","100","4","101201","4","0.9","1092"
"-45","10","1.45","1","-30","1","-30","-50","250","1","1","101202","475","bgm_M55","-20","10920105","100","5","101202","5","1","1092"
"-30","10","0.8","1","-30","1","-30","0","210","1","0.6","101291","-480","bgm_M64","0","10930101","250","1","101291","1","0.7","1093"
"10","0","1.35","1","-30","1","-110","10","240","1","0.9","101291","-250","bgm_M64","0","10930102","200","2","101291","2","1.1","1093"
"-60","0","0.9","1","-30","1","0","-50","200","1.4","0.6","101291","-10","bgm_M64","-13","10930103","150","3","101291","3","0.55","1093"
"0","0","1.4","1","-30","1","-120","0","200","1","1","101291","200","bgm_M64","0","10930104","100","4","101291","4","1","1093"
"30","30","1.45","1","-30","1","20","15","230","1","1.1","101292","490","bgm_M55","-20","10930105","100","5","101292","5","1","1093"
"-30","10","1","1","-30","1","0","-25","210","1","0.575","101301","-480","bgm_M64","0","10940101","170","1","101301","1","0.9","1094"
"0","10","1.45","1","-30","1","-110","0","200","1","0.85","101301","-220","bgm_M64","0","10940102","100","2","101301","2","1.1","1094"
"-10","0","1","1","-30","1","55","-20","200","1","0.65","101301","10","bgm_M64","-15","10940103","100","3","101301","3","0.7","1094"
"0","0","1.5","1","-30","1","-110","-30","200","1","0.9","101301","200","bgm_M64","0","10940104","100","4","101301","4","1","1094"
"-30","10","1.2","1","-30","1","-50","-15","270","1","1","101302","470","bgm_M55","-20","10940105","100","5","101302","5","1.1","1094"
