c70924df1e1d1286a022ba3494fe1a5b52dafde295d866cb33238ad90d093fbd,b42cd0d71305173f166113cabb6aa4917b0ce30e4d53689432258d8d0d5a15f4,5ffd8798ed0dbf6ad76acb80173cc6d80cdd483540eaf41925bf7003ba9c7da8,b032cc8056b4bff193dd9873419901e2cde0d921dc061258f5f225707617786e,059d38e829ec2a289efde84689c8d31cd1d8793f0bd0852f760a38465c37bc06,cf64b525a215d710d537e5773208fe0fe9c921819cddd16bc5ef38daaeb5bf8e,9f79d4adb4461767e930115a3a2c7aeae141bf812d9a07426640bf89d9bcb66a,fb692c91a458780dc63591783e9206a81428d0bb9d40a6173308287211717e2a
"730049033","730049034","730049032","100","730049031","730049035","732804903","730000045"
"0","730050014","730050015","100","730050011","730050012","732905001","730000046"
"730050023","730050024","730050025","100","730050021","730050022","732905002","730000047"
"730050035","730050031","730050033","100","730050034","730050032","732905003","730000048"
"0","730051011","730051015","100","730051014","730051012","733005101","730000049"
"730051025","730051021","730051023","100","730051024","730051022","733005102","730000050"
"730051033","730051031","730051035","100","730051034","730051032","733005103","730000051"
"0","730052014","730052012","100","730052011","730052015","733105201","730000052"
"730052023","730052024","730052025","100","730052021","730052022","733105202","730000053"
"730052033","730052031","730052035","100","730052034","730052032","733105203","730000054"
"0","730053014","730053015","100","730053011","730053012","733205301","730000055"
"730053023","730053024","730053025","100","730053021","730053022","733205302","730000056"
"730053033","730053031","730053035","100","730053032","730053034","733205303","730000057"
"0","730054014","730054015","100","730054011","730054012","733305401","730000058"
"730054023","730054024","730054025","100","730054021","730054022","733305402","730000059"
"730054033","730054031","730054035","100","730054034","730054032","733305403","730000060"
"0","730055011","730055012","100","730055014","730055015","733405501","730000061"
"730055023","730055021","730055025","100","730055024","730055022","733405502","730000062"
"730055035","730055034","730055033","100","730055031","730055032","733405503","730000063"
"0","730056014","730056015","100","730056011","730056012","733505601","730000064"
"730056025","730056024","730056023","100","730056021","730056022","733505602","730000065"
"730056035","730056034","730056033","100","730056031","730056032","733505603","730000066"
"0","730057011","730057012","100","730057014","730057015","733605701","730000067"
"730057023","730057021","730057025","100","730057022","730057024","733605702","730000068"
"730057033","730057034","730057035","100","730057031","730057032","733605703","730000069"
"0","730058011","730058015","100","730058012","730058014","733705801","730000070"
"730058023","730058024","730058025","100","730058021","730058022","733705802","730000071"
"730058033","730058034","730058032","100","730058031","730058035","733705803","730000072"
"0","730059014","730059015","100","730059011","730059012","733805901","730000073"
"730059025","730059024","730059023","100","730059021","730059022","733805902","730000074"
"730059035","730059031","730059033","100","730059032","730059034","733805903","730000075"
"0","730060011","730060012","100","730060014","730060015","733906001","730000076"
"730060025","730060024","730060023","100","730060021","730060022","733906002","730000077"
"730060035","730060034","730060033","100","730060031","730060032","733906003","730000078"
"0","730061014","730061015","100","730061011","730061012","734006101","730000079"
"730061023","730061021","730061025","100","730061024","730061022","734006102","730000080"
"730061035","730061031","730061033","100","730061034","730061032","734006103","730000081"
"0","730062014","730062012","100","730062011","730062015","734106201","730000082"
"730062023","730062021","730062025","100","730062024","730062022","734106202","730000083"
"730062033","730062031","730062032","100","730062034","730062015","734106203","730000084"
"0","730063011","730063012","100","730063014","730063015","734206301","730000085"
"730063023","730063021","730063025","100","730063024","730063022","734206302","730000086"
"730063035","730063034","730063033","100","730063031","730063032","734206303","730000087"
"0","730064011","730064015","100","730064012","730064014","734306401","730000088"
"730064023","730064024","730064025","100","730064021","730064022","734306402","730000089"
"730064035","730064034","730064033","100","730064031","730064032","734306403","730000090"
"0","730065014","730065015","100","730065011","730065012","734406501","730000091"
"730065023","730065021","730065025","100","730065024","730065022","734406502","730000092"
"730065033","730065031","730065032","100","730065034","730065035","734406503","730000093"
"0","730066014","730066012","100","730066015","730066011","734506601","730000094"
"730066025","730066021","730066023","100","730066024","730066022","734506602","730000095"
"730066033","730066034","730066032","100","730066031","730066035","734506603","730000096"
"0","730067014","730067015","100","730067011","730067012","734606701","730000097"
"730067025","730067024","730067023","100","730067021","730067022","734606702","730000098"
"730067033","730067034","730067035","100","730067031","730067032","734606703","730000099"
"0","730068014","730068012","100","730068011","730068015","734706801","730000100"
"730068025","730068024","730068023","100","730068021","730068022","734706802","730000101"
"730068035","730068034","730068033","100","730068031","730068032","734706803","730000102"
"0","730069011","730069015","100","730069014","730069012","734806901","730000103"
"730069025","730069024","730069023","100","730069021","730069022","734806902","730000104"
"730069035","730069034","730069033","100","730069031","730069032","734806903","730000105"
"0","730070011","730070015","100","730070014","730070012","734907001","730000106"
"730070025","730070021","730070023","100","730070024","730070022","734907002","730000107"
"730070035","730070031","730070033","100","730070032","730070034","734907003","730000108"
"0","730071014","730071015","100","730071011","730071012","735007101","730000109"
"730071025","730071021","730071023","100","730071022","730071024","735007102","730000110"
"730071033","730071034","730071032","100","730071031","730071035","735007103","730000111"
"0","730072011","730072015","100","730072014","730072012","735107201","730000112"
"730072025","730072021","730072023","100","730072022","730072024","735107202","730000113"
"730072033","730072031","730072032","100","730072034","730072035","735107203","730000114"
"0","730073014","730073015","100","730073011","730073012","735207301","730000115"
"730073025","730073024","730073023","100","730073021","730073022","735207302","730000116"
"730073035","730073031","730073033","100","730073032","730073034","735207303","730000117"
"0","730074014","730074015","100","730074011","730074012","735307401","730000118"
"730074023","730074024","730074025","100","730074021","730074022","735307402","730000119"
"730074033","730074031","730074035","100","730074032","730074034","735307403","730000120"
"0","730075014","730075015","100","730075011","730075012","735407501","730000121"
"730075023","730075024","730075022","100","730075025","730075021","735407502","730000122"
"730075033","730075031","730075032","100","730075034","730075035","735407503","730000123"
