ddd2dc90cb4e2aca39f2ae7ccae1e727ea8422d97a2bdc5b56c0fd7e347b88cc,1044319fd232c61d647419f84fd64c2b34e04f284f1073d69e29afde3898260d,07074b991a457cd446e2924250a6c4f51f60f4863701cde7caefd42da9af789d,3147dcef27b734becdabbd0fd6f33b14fed6f580ac5eccaa55710b930ffed6e5,0c16c4f4fcc926f95f9214fb5234779f0d59e7d48f6e01972cd0094edaadaeea,bbcf130b2a06e1e8af762aed03dadbf2946546f36d35e4a887468bbef12466eb,3cd816e3db14e32b7035392008b213e50f23c9c3ba81fc29b7b9eae121f6e628,118d4d21ce98f51442479489e4af46ebc37ede0c2a831b3b8f915145b840fd55,bb8e809e3af5d4736444eeb635034c4883fb0989282776a197785697d4de576f,324dcb6443504ed937e5ea45f4b919ed242522311d5e34a9800293f40bfe13aa,c40288f98c9261902a480acfaccbb6ffe4490d35efcb92e958030add270c6210,1a6d68f2b1203e68383a27001da7763e63693ef5f3a20477be8fccfa24d7e350
"10096008","0","0","100201","2022/07/14 20:59:59","0","2022/06/30 12:00:00","0","10096","7","1003","5096408"
"10096009","0","0","100301","2022/07/14 20:59:59","0","2022/06/30 12:00:00","0","10096","10","1003","5096409"
"10096010","0","0","100101","2022/07/14 20:59:59","0","2022/06/30 12:00:00","0","10096","13","1003","5096410"
"10096011","0","0","100201","2022/07/14 20:59:59","0","2022/06/30 12:00:00","0","10096","15","1003","5096411"
"10096013","1","1","122401","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","1009603","1002","5096422"
"10096014","1","0","122601","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","10","1001","5096423"
"10096015","1","0","122501","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","20","1001","5096424"
"10096016","1","0","122401","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","30","1001","5096425"
"10096017","1","0","122401","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","2","1003","5096426"
"10096018","1","0","122501","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","4","1003","5096427"
"10096019","1","0","122601","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","7","1003","5096428"
"10096020","1","0","122501","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","10","1003","5096429"
"10096021","1","0","122401","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","13","1003","5096430"
"10096022","1","0","122601","2022/07/14 20:59:59","5096002","2022/06/30 12:00:00","0","10096","15","1003","5096431"
"10097001","0","1","104901","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","1009703","1002","5070402"
"10097002","1","1","117101","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","1009703","1002","5070422"
"10097003","1","1","117101","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","1009703","1002","5070442"
"10097004","1","1","117101","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","1009703","1002","5070422"
"10097005","0","0","104901","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","10","1001","5070403"
"10097006","1","0","117101","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","10","1001","5070423"
"10097007","1","0","117101","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","10","1001","5070443"
"10097008","1","0","117101","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","10","1001","5070423"
"10097009","0","0","102701","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","20","1001","5070404"
"10097010","1","0","117001","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","20","1001","5070424"
"10097011","1","0","117001","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","20","1001","5070444"
"10097012","1","0","117001","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","20","1001","5070424"
"10097013","0","0","104901","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","30","1001","5070405"
"10097014","1","0","117101","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","30","1001","5070425"
"10097015","1","0","117101","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","30","1001","5070445"
"10097016","1","0","117101","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","30","1001","5070425"
"10097017","0","0","104901","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","2","1003","5070406"
"10097018","1","0","117101","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","2","1003","5070426"
"10097019","1","0","117101","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","2","1003","5070446"
"10097020","1","0","117101","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","2","1003","5070426"
"10097021","0","0","102701","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","3","1003","5070407"
"10097022","1","0","117001","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","3","1003","5070427"
"10097023","1","0","117001","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","3","1003","5070447"
"10097024","1","0","117001","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","3","1003","5070427"
"10097025","0","0","104901","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","4","1003","5070408"
"10097026","1","0","117101","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","4","1003","5070428"
"10097027","1","0","117101","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","4","1003","5070448"
"10097028","1","0","117101","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","4","1003","5070428"
"10097029","0","0","102701","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","5","1003","5070409"
"10097030","1","0","117001","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","5","1003","5070429"
"10097031","1","0","117001","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","5","1003","5070449"
"10097032","1","0","117001","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","5","1003","5070429"
"10097033","0","0","102701","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","6","1003","5070410"
"10097034","1","0","117001","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","6","1003","5070430"
"10097035","1","0","117001","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","6","1003","5070450"
"10097036","1","0","117001","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","6","1003","5070430"
"10097037","0","0","102701","2022/07/25 20:59:59","0","2022/07/18 12:00:00","0","10097","8","1003","5070411"
"10097038","1","0","117001","2022/07/25 20:59:59","5070001","2022/07/18 12:00:00","0","10097","8","1003","5070431"
"10097039","1","0","117001","2022/07/25 20:59:59","5070004","2022/07/18 12:00:00","0","10097","8","1003","5070451"
"10097040","1","0","117001","2022/07/25 20:59:59","5070005","2022/07/18 12:00:00","0","10097","8","1003","5070431"
"10098001","0","0","122801","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","122801","1004","5098401"
"10098002","0","1","122701","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","1009803","1002","5098402"
"10098003","0","0","122801","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","10","1001","5098403"
"10098004","0","0","122901","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","20","1001","5098404"
"10098005","0","0","122701","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","30","1001","5098405"
"10098006","0","0","122801","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","2","1003","5098406"
"10098007","0","0","122901","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","4","1003","5098407"
"10098008","0","0","122701","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","7","1003","5098408"
"10098009","0","0","122801","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","10","1003","5098409"
"10098010","0","0","122701","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","13","1003","5098410"
"10098011","0","0","122701","2022/08/14 20:59:59","0","2022/07/31 12:00:00","0","10098","15","1003","5098411"
"10099001","0","0","117401","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","117401","1004","5072401"
"10099002","0","1","117201","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","1009903","1002","5072402"
"10099003","0","0","117201","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","10","1001","5072403"
"10099004","0","0","117401","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","20","1001","5072404"
"10099005","0","0","117301","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","30","1001","5072405"
"10099006","0","0","117201","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","2","1003","5072406"
"10099007","0","0","117301","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","3","1003","5072407"
"10099008","0","0","117401","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","4","1003","5072408"
"10099009","0","0","117301","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","5","1003","5072409"
"10099010","0","0","117201","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","6","1003","5072410"
"10099011","0","0","117201","2022/08/25 20:59:59","0","2022/08/18 12:00:00","0","10099","8","1003","5072411"
"10099013","1","1","117201","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","1009903","1002","5072422"
"10099014","1","0","117201","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","10","1001","5072423"
"10099015","1","0","117401","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","20","1001","5072424"
"10099016","1","0","117301","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","30","1001","5072425"
"10099017","1","0","117201","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","2","1003","5072426"
"10099018","1","0","117301","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","3","1003","5072427"
"10099019","1","0","117401","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","4","1003","5072428"
"10099020","1","0","117301","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","5","1003","5072429"
"10099021","1","0","117201","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","6","1003","5072430"
"10099022","1","0","117201","2022/08/25 20:59:59","5072004","2022/08/18 12:00:00","0","10099","8","1003","5072431"
"10099023","1","1","117201","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","1009903","1002","5072442"
"10099024","1","0","117201","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","10","1001","5072443"
"10099025","1","0","117401","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","20","1001","5072444"
"10099026","1","0","117301","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","30","1001","5072445"
"10099027","1","0","117201","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","2","1003","5072446"
"10099028","1","0","117301","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","3","1003","5072447"
"10099029","1","0","117401","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","4","1003","5072448"
"10099030","1","0","117301","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","5","1003","5072449"
"10099031","1","0","117201","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","6","1003","5072450"
"10099032","1","0","117201","2022/08/25 20:59:59","5072006","2022/08/18 12:00:00","0","10099","8","1003","5072451"
"10100001","0","1","101001","2022/09/14 20:59:59","0","2022/08/31 12:00:00","0","10100","1010003","1002","5100402"
"10100002","1","1","123101","2022/09/14 20:59:59","5100001","2022/08/31 12:00:00","0","10100","1010003","1002","5100422"
"10100003","1","1","123101","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","1010003","1002","5100442"
"10100004","0","0","102301","2022/09/14 20:59:59","0","2022/08/31 12:00:00","0","10100","10","1001","5100403"
"10100005","1","0","123201","2022/09/14 20:59:59","5100001","2022/08/31 12:00:00","0","10100","10","1001","5100423"
"10100006","1","0","123201","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","10","1001","5100443"
"10100007","0","0","101001","2022/09/14 20:59:59","0","2022/08/31 12:00:00","0","10100","20","1001","5100404"
"10100008","1","0","123101","2022/09/14 20:59:59","5100001","2022/08/31 12:00:00","0","10100","20","1001","5100424"
"10100009","1","0","123101","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","20","1001","5100444"
"10100010","0","0","102301","2022/09/14 20:59:59","0","2022/08/31 12:00:00","0","10100","30","1001","5100405"
"10100011","1","0","123201","2022/09/14 20:59:59","5100001","2022/08/31 12:00:00","0","10100","30","1001","5100425"
"10100012","1","0","123201","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","30","1001","5100445"
"10100013","0","0","101001","2022/09/14 20:59:59","0","2022/08/31 12:00:00","0","10100","2","1003","5100406"
"10100014","1","0","123101","2022/09/14 20:59:59","5100001","2022/08/31 12:00:00","0","10100","2","1003","5100426"
"10100015","1","0","123101","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","2","1003","5100446"
"10100016","0","0","102301","2022/09/14 20:59:59","0","2022/08/31 12:00:00","0","10100","4","1003","5100407"
"10100017","1","0","123201","2022/09/14 20:59:59","5100001","2022/08/31 12:00:00","0","10100","4","1003","5100427"
"10100018","1","0","123201","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","4","1003","5100447"
"10100019","1","0","123101","2022/09/14 20:59:59","5100002","2022/08/31 12:00:00","0","10100","7","1003","5100428"
"10100020","1","0","123101","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","7","1003","5100448"
"10100021","1","0","123201","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","10","1003","5100449"
"10100022","1","0","123101","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","13","1003","5100450"
"10100023","1","0","123101","2022/09/14 20:59:59","5100001","2022/08/31 12:00:00","0","10100","15","1003","5100431"
"10100024","1","0","123101","2022/09/14 20:59:59","5100003","2022/08/31 12:00:00","0","10100","15","1003","5100451"
"10101001","0","1","105101","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","1010103","1002","5074402"
"10101002","0","0","105101","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","10","1001","5074403"
"10101003","0","0","100801","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","20","1001","5074404"
"10101004","0","0","105101","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","30","1001","5074405"
"10101005","0","0","105101","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","2","1003","5074406"
"10101007","0","0","105101","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","4","1003","5074408"
"10101009","0","0","105101","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","6","1003","5074410"
"10101010","0","0","105101","2022/09/24 20:59:59","0","2022/09/17 12:00:00","0","10101","8","1003","5074411"
"10101011","1","1","117501","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","1010103","1002","5074422"
"10101012","1","0","117501","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","10","1001","5074423"
"10101013","1","0","100801","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","20","1001","5074424"
"10101014","1","0","117501","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","30","1001","5074425"
"10101015","1","0","117501","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","2","1003","5074426"
"10101016","1","0","100801","2022/09/24 20:59:59","5074002","2022/09/17 12:00:00","0","10101","3","1003","5074427"
"10101017","1","0","117501","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","4","1003","5074428"
"10101018","1","0","100801","2022/09/24 20:59:59","5074002","2022/09/17 12:00:00","0","10101","5","1003","5074429"
"10101019","1","0","117501","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","6","1003","5074430"
"10101020","1","0","117501","2022/09/24 20:59:59","5074001","2022/09/17 12:00:00","0","10101","8","1003","5074431"
"10101021","1","1","117501","2022/09/24 20:59:59","5074003","2022/09/17 12:00:00","0","10101","1010103","1002","5074442"
"10101022","1","0","117601","2022/09/24 20:59:59","5074003","2022/09/17 12:00:00","0","10101","20","1001","5074444"
"10101023","1","0","117601","2022/09/24 20:59:59","5074003","2022/09/17 12:00:00","0","10101","3","1003","5074447"
"10101024","1","0","117601","2022/09/24 20:59:59","5074003","2022/09/17 12:00:00","0","10101","5","1003","5074449"
"10101025","1","0","117501","2022/09/24 20:59:59","5074003","2022/09/17 12:00:00","0","10101","8","1003","5074451"
"10102001","0","0","102601","2022/10/14 20:59:59","0","2022/09/30 12:00:00","0","10102","123501","1004","5102401"
"10102002","1","0","123501","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","123501","1004","5102421"
"10102003","0","1","103701","2022/10/14 20:59:59","0","2022/09/30 12:00:00","0","10102","1010203","1002","5102402"
"10102004","1","1","123601","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","1010203","1002","5102422"
"10102005","0","0","102601","2022/10/14 20:59:59","0","2022/09/30 12:00:00","0","10102","10","1001","5102403"
"10102006","1","0","123501","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","10","1001","5102423"
"10102007","0","0","101301","2022/10/14 20:59:59","0","2022/09/30 12:00:00","0","10102","20","1001","5102404"
"10102008","1","0","123701","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","20","1001","5102424"
"10102009","0","0","103701","2022/10/14 20:59:59","0","2022/09/30 12:00:00","0","10102","30","1001","5102405"
"10102010","1","0","123601","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","30","1001","5102425"
"10102011","0","0","103701","2022/10/14 20:59:59","0","2022/09/30 12:00:00","0","10102","2","1003","5102406"
"10102012","1","0","123601","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","2","1003","5102426"
"10102013","1","0","123601","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","4","1003","5102407"
"10102014","1","0","123501","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","7","1003","5102408"
"10102015","1","0","123701","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","10","1003","5102409"
"10102016","1","0","123501","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","13","1003","5102410"
"10102017","1","0","123601","2022/10/14 20:59:59","5102002","2022/09/30 12:00:00","0","10102","15","1003","5102411"
"10103001","0","0","117801","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","117801","1004","5076401"
"10103002","0","1","101701","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","1010303","1002","5076402"
"10103003","0","0","103001","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","10","1001","5076403"
"10103004","0","0","101601","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","20","1001","5076404"
"10103005","0","0","101701","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","30","1001","5076405"
"10103006","0","0","101701","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","2","1003","5076406"
"10103007","0","0","103001","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","3","1003","5076407"
"10103008","0","0","101701","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","4","1003","5076408"
"10103010","0","0","101701","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","6","1003","5076410"
"10103011","0","0","101701","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10103","8","1003","5076411"
"10103012","1","1","117701","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","1010303","1002","5076422"
"10103013","1","0","117801","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","10","1001","5076423"
"10103014","1","0","117901","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","20","1001","5076424"
"10103015","1","0","117701","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","30","1001","5076425"
"10103016","1","0","117701","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","2","1003","5076426"
"10103017","1","0","117801","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","3","1003","5076427"
"10103018","1","0","117701","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","4","1003","5076428"
"10103019","1","0","117901","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","5","1003","5076429"
"10103020","1","0","117701","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","6","1003","5076430"
"10103021","1","0","117701","2022/10/24 20:59:59","5076002","2022/10/17 12:00:00","0","10103","8","1003","5076431"
"10103022","1","1","117701","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","1010303","1002","5076442"
"10103023","1","0","117801","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","10","1001","5076443"
"10103024","1","0","117901","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","20","1001","5076444"
"10103025","1","0","117701","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","30","1001","5076445"
"10103026","1","0","117701","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","2","1003","5076446"
"10103027","1","0","117801","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","3","1003","5076447"
"10103028","1","0","117701","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","4","1003","5076448"
"10103029","1","0","117901","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","5","1003","5076449"
"10103030","1","0","117701","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","6","1003","5076450"
"10103031","1","0","117701","2022/10/24 20:59:59","5076005","2022/10/17 12:00:00","0","10103","8","1003","5076451"
"10104001","0","1","107101","2022/11/14 20:59:59","0","2022/10/31 12:00:00","0","10104","1010403","1002","5104402"
"10104002","1","1","107101","2022/11/14 20:59:59","5104003","2022/10/31 12:00:00","0","10104","1010403","1002","5104422"
"10104003","1","1","123801","2022/11/14 20:59:59","5104006","2022/10/31 12:00:00","0","10104","1010403","1002","5104442"
"10104004","0","0","100501","2022/11/14 20:59:59","0","2022/10/31 12:00:00","0","10104","2","1003","5104406"
"10104005","1","0","100501","2022/11/14 20:59:59","5104003","2022/10/31 12:00:00","0","10104","2","1003","5104426"
"10104006","1","0","123901","2022/11/14 20:59:59","5104006","2022/10/31 12:00:00","0","10104","2","1003","5104446"
"10104007","1","0","107101","2022/11/14 20:59:59","5104003","2022/10/31 12:00:00","0","10104","4","1003","5104407"
"10104008","1","0","123801","2022/11/14 20:59:59","5104006","2022/10/31 12:00:00","0","10104","4","1003","5104427"
"10104009","1","0","100501","2022/11/14 20:59:59","5104003","2022/10/31 12:00:00","0","10104","7","1003","5104408"
"10104010","1","0","123901","2022/11/14 20:59:59","5104006","2022/10/31 12:00:00","0","10104","7","1003","5104428"
"10104011","1","0","123801","2022/11/14 20:59:59","5104006","2022/10/31 12:00:00","0","10104","10","1003","5104409"
"10104012","1","0","123901","2022/11/14 20:59:59","5104006","2022/10/31 12:00:00","0","10104","13","1003","5104410"
"10104013","1","0","123901","2022/11/14 20:59:59","5104006","2022/10/31 12:00:00","0","10104","15","1003","5104411"
"10105001","0","0","120101","2022/11/24 20:59:59","0","2022/11/17 12:00:00","0","10105","10","1001","5078403"
"10105002","0","0","120201","2022/11/24 20:59:59","0","2022/11/17 12:00:00","0","10105","20","1001","5078404"
"10105004","0","0","120101","2022/11/24 20:59:59","0","2022/11/17 12:00:00","0","10105","2","1003","5078406"
"10105005","0","0","120201","2022/11/24 20:59:59","5078002","2022/11/17 12:00:00","0","10105","3","1003","5078407"
"10105006","1","0","120101","2022/11/24 20:59:59","5078004","2022/11/17 12:00:00","0","10105","10","1001","5078423"
"10105007","1","0","120201","2022/11/24 20:59:59","5078004","2022/11/17 12:00:00","0","10105","20","1001","5078424"
"10105008","0","0","120301","2022/11/24 20:59:59","0","2022/11/17 12:00:00","0","10105","30","1001","5078425"
"10105009","1","0","120101","2022/11/24 20:59:59","5078004","2022/11/17 12:00:00","0","10105","2","1003","5078426"
"10105010","1","0","120201","2022/11/24 20:59:59","5078004","2022/11/17 12:00:00","0","10105","3","1003","5078427"
"10105011","1","0","120301","2022/11/24 20:59:59","5078004","2022/11/17 12:00:00","0","10105","4","1003","5078428"
"10105012","0","1","119001","2022/11/24 20:59:59","0","2022/11/17 12:00:00","0","10105","1010503","1002","5078442"
"10105013","1","0","119001","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","10","1001","5078443"
"10105014","1","0","119101","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","20","1001","5078444"
"10105015","1","0","120001","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","30","1001","5078445"
"10105016","1","0","119001","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","2","1003","5078446"
"10105017","1","0","119101","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","3","1003","5078447"
"10105018","1","0","120001","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","4","1003","5078448"
"10105019","1","0","119001","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","5","1003","5078449"
"10105020","1","0","119101","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","6","1003","5078450"
"10105021","1","0","119001","2022/11/24 20:59:59","5078006","2022/11/17 12:00:00","0","10105","8","1003","5078451"
"10106001","0","0","124101","2022/10/24 20:59:59","0","2022/10/17 12:00:00","0","10106","124101","1004","5106401"
"10106002","0","1","104701","2022/12/14 20:59:59","0","2022/11/17 15:00:00","0","10106","1010603","1002","5106402"
"10106003","1","1","124201","2022/12/14 20:59:59","5106003","2022/11/30 12:00:00","0","10106","1010603","1002","5106422"
"10106004","0","0","102201","2022/12/14 20:59:59","0","2022/11/30 12:00:00","0","10106","2","1003","5106406"
"10106005","1","0","124101","2022/12/14 20:59:59","5106003","2022/11/30 12:00:00","0","10106","2","1003","5106426"
"10106006","1","0","124001","2022/12/14 20:59:59","5106003","2022/11/30 12:00:00","0","10106","4","1003","5106407"
"10106007","1","0","124201","2022/12/14 20:59:59","5106003","2022/11/30 12:00:00","0","10106","7","1003","5106408"
"10106008","1","0","124201","2022/12/14 20:59:59","5106003","2022/11/30 12:00:00","0","10106","10","1003","5106409"
"10106009","1","0","124101","2022/12/14 20:59:59","5106003","2022/11/30 12:00:00","0","10106","13","1003","5106410"
"10106010","1","0","124201","2022/12/14 20:59:59","5106003","2022/11/30 12:00:00","0","10106","15","1003","5106411"
"10107001","0","0","119201","2022/12/23 20:59:59","0","2022/12/16 12:00:00","0","10107","119201","1004","5080401"
"10107002","0","1","103301","2022/12/23 20:59:59","0","2022/12/16 12:00:00","0","10107","1010703","1002","5080402"
"10107003","0","0","103301","2022/12/23 20:59:59","0","2022/12/16 12:00:00","0","10107","10","1001","5080403"
"10107004","0","0","101101","2022/12/23 20:59:59","0","2022/12/16 12:00:00","0","10107","20","1001","5080404"
"10107005","0","0","100701","2022/12/23 20:59:59","0","2022/12/16 12:00:00","0","10107","30","1001","5080405"
