9dc812e73984a79ed6f011a73267363e9831b7f8645d71cd9172ac4a5dc1c3de,c176052983849a4d1836580b89355a4a7cae5d4d728bd07e77312b8347f0ed7f,0b9a01345e83da58c93c5ca0300ee496ff1d04b31bae3690b163799d5c2672b7,5f7682e55f1d84a6444aaa4679eccfbfed5c59c6ecef181d14b36f12fad2b655,64b5b921d6bf7e4157e5c8135ae883eec5f3a3cd3107802c0b28493a42f359a6,380813d6d3ffe459f20c409f9e3a223c3a13cfffed7648f9e5b60199cbb69750,8894d334f6b61e4ce2ee9d3ca8052dfae63c8b4073face8036934d8dd27b6c29,e36c94302f038ca2d33c5f560501efe16f695c6efe55e22d6557acf6f7ff8a4d,37a5fd25bae4f9db511d6ad81085898c3451bb1c89868dec476542e9d235681e,186583cf62fd71480af98c3f5d875ce88ce8f4f17a7b647d183e24e945b78a44,f65921b7a112f75cc28b19c243a88501c7d9b738b4150d04afe5ad795290347f,a54bab93233186b7e548ee1fdd552a1672d2b13c92ee3ae9e2993417fdbb69fd,f5ec68e5f32d4d80a696b547098c39723d2177c318966a2a1f9c0f4684181dab,43ef7f0023528d74df20c780fc38ef85706a38203f74200832c2e7a63bf2d19f,b19b16b0e059bed2ba2049dd9fa661453e4012deadaa55616ee5c2e8eb2eae3a,c185d8ec17b6add6f5352753e47f499484ab52b6b48693b497309bd2cf034f7f,522146757c7b31a6b70d2826bd836a61f6096158db357498aa179cfbcded9d6b,8df74ad93cd9ceba8c044e58c236cb768aa6e207dfefaf90966ee6d3b586d8c4,50038840efa81c88580126ee0bd0d49ef521417def642892cedf6d5e5602c9c5,ef1d0ae0e44c7fcb0c0854c1ef9f91d2e99fa2ab687c13e5f6be6d3e7c3f6df5,22816c4bf40aebee00bc7c72ce482fe6e3af081158c62599dc94e4fad449ae5e
"オリエンタルハリケーンボウ","75.4","0","0","0","0","0","0","0","0.4","0","0","弓","0","0","0.4","0","8","0","0","108133"
"ベルアルクロゼ","81","0","0","0","0","0","0","0","0","0","0","弓","0","0","0.8","0","8","0","0","108134"
"氷穿槍スノーストーム","64","0","0","0","0","0","0","0","0","1.2","0","槍","0","0","0","0","8","0","0","108161"
"仁重槍トロムスピア","68.8","0","0","0","0","0","0","0","0","1","0","槍","0","0","0","0","8","0","0","108162"
"ウィンドレガシースピア","75.6","0","0","0","0","0","0","0","0","0.4","0","槍","0","0","0","0","8","0","0","108163"
"ランスオブカローラ","79.2","0","0","0","0","0","0","0","0","0.4","0","槍","0","0","0","0","8","0","0","108164"
"氷壊斧リオートアックス","68.4","0","0","0","0","0","0","0","0","0","14","斧","0","0","0","0","8","0","0","108191"
"普天音斧バスターホルン","72.2","0","0","0","0","0","0","0","0","0","14","斧","0","0","0","0","8","0","0","108192"
"オアシスファアス","75.2","0","0","0","0","0","0","0","0","0","20","斧","0","0","0","0","8","0","0","108193"
"ローズクラッシャーアクス","79","0","0","0","0","0","0","0","0","0","20","斧","0","0","0","0","8","0","0","108194"
"氷雪杖パーゴスワンド","0","0","0","0","0","0","64.4","0","0","0","0","攻撃杖","0","0","0","0","8","5.6","0","108221"
"絶対音杖アコーディア","0","0","0","0","0","0","70","0","0","0","0","攻撃杖","0","0","0","0","8","3.8","0","108222"
"エンシェントサンドワンド","0","0","0","0","0","0","76.4","0","0","0","0","攻撃杖","0","0","0","0","8","1.2","0","108223"
"ローズステイメンワンド","0","0","0","0","0","0","80","0","0","0","0","攻撃杖","0","0","0","0","8","1.2","0","108224"
"氷樹杖フロストスタッフ","0","0","0","0","0","0","53","0","1.2","1","54","回復杖","0","0","0","0","8","0","0","108251"
"慈宣杖アルテマクラリオン","0","0","0","0","0","0","58.6","0","1","0.8","54","回復杖","0","0","0","0","8","0","0","108252"
"デザートレインケーン","0","0","0","0","0","0","66.4","0","0.6","0.4","54","回復杖","0","0","0","0","8","0","0","108253"
"ローズピスティルスタッフ","0","0","0","0","0","0","70.4","0","0.4","0.4","60","回復杖","0","0","0","0","8","0","0","108254"
"鍵盤奏鎧チェンバロン","35.2","0","0","0","0","0","0","0","2.8","2.2","0","軽装鎧","0","0","3.4","0","8","0","0","108281"
"デザートクロスメイル","43.4","0","0","0","0","0","0","0","2.6","1.6","0","軽装鎧","0","0","1.8","0","8","0","0","108282"
"ローズエンプレスメイル","51.8","0","0","0","0","0","0","0","1.8","1.4","0","軽装鎧","0","0","1.8","0","8","0","0","108283"
"デモンズペインメイル","53.2","0","0","0","0","0","0","0","1.8","1.8","0","軽装鎧","0","0","1.8","0","8","0","0","108284"
"重奏鎧ブラスホーン","0","0","0","0","0","0","0","0","4.2","5.4","123","重装鎧","0","0","0","0","8","0","0","108311"
"オアシスブループレート","0","0","0","0","0","0","0","0","4","3","269","重装鎧","0","0","0","0","8","0","0","108312"
"ローズデイムプレート","0","0","0","0","0","0","0","0","3.2","2.4","362","重装鎧","0","0","0","0","8","0","0","108313"
"デモンズバインドアーマー","0","0","0","0","0","0","0","0","3","3","375","重装鎧","0","0","0","0","8","0","0","108314"
"デザートシェイドクロース","43.2","0","0","0","0","0","0","0","1.8","1.2","64","服","0","0","0","0","8","0","0","108342"
"ローズプリエステスドレス","49.6","0","0","0","0","0","0","0","1.4","1","64","服","0","0","0","0","8","0","0","108343"
"譜唱装ムジカスコア","0","0","0","0","0","0","44.8","0","1.8","1.2","0","魔法服","0","0","0","0","8","2","0","108371"
"オリエントブリーズローブ","0","0","0","0","0","0","53.4","0","1.2","1","0","魔法服","0","0","0","0","8","1","0","108372"
"ローズバロネスドレス","0","0","0","0","0","0","56.8","0","1.2","1","0","魔法服","0","0","0","0","8","1","0","108373"
"カースドデモンズローブ","0","0","0","0","0","0","59.2","0","1.2","1.2","0","魔法服","0","0","0","0","8","1","0","108374"
"重円奏ホプロンシンバル","30","0","0","0","0","0","0","0","2.6","2.6","52","盾","0","0","0","0","8","0","0","108401"
"ブルーローズシールド","37","0","0","0","0","0","0","0","2.6","2.6","52","盾","0","0","0","0","8","0","0","108403"
"舞奉奏アルパンプス","46.8","0","0","0","0","0","0","0","1.8","1.2","0","靴","0","0","0","0","8","0","0","108431"
"ディアブロスカルぺ","62.2","0","0","0","0","0","0","0","1","1","0","靴","0","0","0","0","8","0","0","108434"
"オアシスアハルディア","0","0","0","0","0","0","40","0","1.8","1.2","92","魔法靴","0","0","0","0","8","0","0","108462"
"デザートウィンドターバン","53.4","0","0","0","0","0","0","0","0","0","105","帽子","0","0","0","0","8","0","0","108492"
"バリアントデモンズホーン","60.4","0","0","0","0","0","0","0","0","0","105","帽子","0","0","0","0","8","0","0","108494"
"魔奏帽タンバリンキャスケット","0","0","0","0","0","0","47.8","0","1.6","1.2","0","魔法帽子","0","0","0","0","8","0","0","108521"
"薔薇術士の魔宴帽","0","0","0","0","0","0","54.8","0","1.6","1.2","0","魔法帽子","0","0","0","0","8","0","0","108523"
"エンヴィデモンズホーン","0","0","0","0","0","0","62.2","0","1","1","0","魔法帽子","0","0","0","0","8","0","0","108524"
"アイスピラーリング","57.2","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","3","0","8","0","0","108551"
"琴樹奏シロフォニア","61.6","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","8","0","0","108552"
"エンシェントルビー","65.4","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","8","0","0","108553"
"ローズルージュペンダント","69","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","8","0","0","108554"
"グリーンオーロラリング","0","0","0","0","0","0","0","0","5.2","5.2","59","防御アクセサリ","0","0","0","0","8","0","0","108581"
"仙撞鼓ティンパニア","0","0","0","0","0","0","0","0","5.2","5.2","91","防御アクセサリ","0","0","0","0","8","0","0","108582"
"エンシェントエメラルド","0","0","0","0","0","0","0","0","5.4","5.4","109","防御アクセサリ","0","0","0","0","8","0","0","108583"
"ローズベルテペンダント","0","0","0","0","0","0","0","0","5.6","5.6","124","防御アクセサリ","0","0","0","0","8","0","0","108584"
"雪華晶の指輪","0","0","0","0","0","0","56.2","0","0","0","0","魔法アクセサリ","0","0","0","0","8","2.4","0","108611"
"神謡譜デミスコア","0","0","0","0","0","0","61","0","0","0","0","魔法アクセサリ","0","0","0","0","8","1.4","0","108612"
"エンシェントサファイア","0","0","0","0","0","0","64.8","0","0","0","0","魔法アクセサリ","0","0","0","0","8","1.4","0","108613"
"ラピスローズペンダント","0","0","0","0","0","0","68.6","0","0","0","0","魔法アクセサリ","0","0","0","0","8","1.4","0","108614"
"デモンヴィクティムソード","84","0","0","0","0","0","0","0","0","0","40","剣","0","0","0.6","0","9","0","0","109011"
"秘剣訃雷返し","87.8","0","0","0","0","0","0","0","0","0","40","剣","0","0","0.6","0","9","0","0","109012"
"バリアントマスト","91.4","0","0","0","0","0","0","0","0","0","40","剣","0","0","0.6","0","9","0","0","109013"
"皇蓉楓刃","95.2","0","0","0","0","0","0","0","0","0","40","剣","0","0","0.6","0","9","0","0","109014"
"デモンズスカーブレード","87.2","0","0","0","0","0","0","0","0","0","10","刀","0","0","1","0","9","0","0","109041"
"刺身刀・匠八","90.8","0","0","0","0","0","0","0","0","0","10","刀","0","0","1","0","9","0","0","109042"
"フィッシャーマンズソード","94.6","0","0","0","0","0","0","0","0","0","10","刀","0","0","1","0","9","0","0","109043"
"大業物・紅一文字","98.4","0","0","0","0","0","0","0","0","0","10","刀","0","0","1","0","9","0","0","109044"
"豪魔ノ爪刃","88.4","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","9","0","0","109071"
"クト・ドフィス","92","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","9","0","0","109072"
"大灯刃アレキサンドリア","95.8","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","9","0","0","109073"
"襲楓裂爪・葉","99.4","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","9","0","0","109074"
"デモンパニッシュフィスト","88","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.4","0","9","0","0","109101"
"鉄観音五百薬缶","91.8","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.4","0","9","0","0","109102"
"海賊王の義手","95.6","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.4","0","9","0","0","109103"
"紅蛙手甲・拳楓","99.2","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.4","0","9","0","0","109104"
"ディアブロマッシェーラ","86.4","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","9","0","0","109131"
"スクィーザーボウ","90.2","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","9","0","0","109132"
"セイリングシューター","93.8","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","9","0","0","109133"
"錦秋弓蔦紅葉","97.6","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","9","0","0","109134"
"デビルドミニオンランス","84.8","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","9","0","0","109161"
"ランスオブフォルセッタ","88.6","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","9","0","0","109162"
"ツインオールランス","92.2","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","9","0","0","109163"
"天傘紅槍アキサメ","96","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","9","0","0","109164"
"デモンズデストラクション","86.2","0","0","0","0","0","0","0","0","0","20","斧","0","0","0.6","0","9","0","0","109191"
"ミートマレットアクス","90","0","0","0","0","0","0","0","0","0","20","斧","0","0","0.6","0","9","0","0","109192"
"豪斧大抜錨","93.8","0","0","0","0","0","0","0","0","0","20","斧","0","0","0.6","0","9","0","0","109193"
"撃槌ツルベオトシ","97.4","0","0","0","0","0","0","0","0","0","20","斧","0","0","0.6","0","9","0","0","109194"
"デモンズコアワンド","0","0","0","0","0","0","87.6","0","0","0","0","攻撃杖","0","0","0","0","9","1.2","0","109221"
"ペール・ア・タルテ","0","0","0","0","0","0","91.4","0","0","0","0","攻撃杖","0","0","0","0","9","1.2","0","109222"
"ステアリングホイーラー","0","0","0","0","0","0","95","0","0","0","0","攻撃杖","0","0","0","0","9","1.2","0","109223"
"公孫樹杖・銀天","0","0","0","0","0","0","98.8","0","0","0","0","攻撃杖","0","0","0","0","9","1.2","0","109224"
"ロッドオブデモンズハート","0","0","0","0","0","0","78","0","0.4","0.4","60","回復杖","0","0","0","0","9","0","0","109251"
"マジカルレードルスタッフ","0","0","0","0","0","0","81.8","0","0.4","0.4","60","回復杖","0","0","0","0","9","0","0","109252"
"シーバードフローター","0","0","0","0","0","0","85.6","0","0.4","0.4","60","回復杖","0","0","0","0","9","0","0","109253"
"紅葉巫女之枝垂串","0","0","0","0","0","0","89.2","0","0.4","0.4","60","回復杖","0","0","0","0","9","0","0","109254"
"エプロンライトメイル","58.2","0","0","0","0","0","0","0","2","2","0","軽装鎧","0","0","1.8","0","9","0","0","109281"
"ライトセイラークロス","61.6","0","0","0","0","0","0","0","2","2","0","軽装鎧","0","0","1.8","0","9","0","0","109282"
"恋染紅葉秋模様","65","0","0","0","0","0","0","0","2","2","0","軽装鎧","0","0","1.8","0","9","0","0","109283"
"アーマーオブパワー","68.4","0","0","0","0","0","0","0","2","2","0","軽装鎧","0","0","1.8","0","9","0","0","109284"
"アーマー・デ・タブリエ","0","0","0","0","0","0","0","0","3.2","3.2","418","重装鎧","0","0","0","0","9","0","0","109311"
"ヘビーマリナークロス","0","0","0","0","0","0","0","0","3.4","3.4","431","重装鎧","0","0","0","0","9","0","0","109312"
"唐紅姫武将大鎧","0","0","0","0","0","0","0","0","3.6","3.6","444","重装鎧","0","0","0","0","9","0","0","109313"
"メイルオブヴァーチャー","0","0","0","0","0","0","0","0","3.6","3.6","474","重装鎧","0","0","0","0","9","0","0","109314"
"ベテランシェフクロス","61.8","0","0","0","0","0","0","0","1","1","64","服","0","0","0","0","9","0","0","109341"
"秋風裂装・紅","68.8","0","0","0","0","0","0","0","1","1","64","服","0","0","0","0","9","0","0","109343"
"プロウェイトレスエプロン","0","0","0","0","0","0","62","0","1.6","1.6","0","魔法服","0","0","0","0","9","1","0","109371"
"シーナビゲイタークロス","0","0","0","0","0","0","65.6","0","1.6","1.6","0","魔法服","0","0","0","0","9","1","0","109372"
"姫法師秋草装","0","0","0","0","0","0","69","0","1.6","1.6","0","魔法服","0","0","0","0","9","1","0","109373"
"ローブオブドミニオン","0","0","0","0","0","0","72.4","0","1.6","1.6","0","魔法服","0","0","0","0","9","1","0","109374"
"ハイシールドソーサー","43.2","0","0","0","0","0","0","0","3","3","52","盾","0","0","0","0","9","0","0","109401"
"エスクード・デ・ボランテ","46.6","0","0","0","0","0","0","0","3","3","52","盾","0","0","0","0","9","0","0","109402"
"ウォーターラインランナー","72.6","0","0","0","0","0","0","0","1","1","0","靴","0","0","0","0","9","0","0","109432"
"ヒールオブプリンシパリティ","77.4","0","0","0","0","0","0","0","1.2","1.2","0","靴","0","0","0","0","9","0","0","109434"
"タッサ・タロン","0","0","0","0","0","0","60.8","0","0.8","0.8","92","魔法靴","0","0","0","0","9","0","0","109461"
"鳴降遊靴アキヨナガ","0","0","0","0","0","0","67.6","0","0.8","0.8","92","魔法靴","0","0","0","0","9","0","0","109463"
"秋天紅兜アキシグレ","74.2","0","0","0","0","0","0","0","0","0","105","帽子","0","0","0","0","9","0","0","109493"
"ティアラオブソロネ","77.6","0","0","0","0","0","0","0","0","0","105","帽子","0","0","0","0","9","0","0","109494"
"ホライゾンウォッチャー","0","0","0","0","0","0","74.6","0","0.8","0.8","0","魔法帽子","0","0","0","0","9","0","0","109522"
"ハットオブケルビム","0","0","0","0","0","0","81.4","0","0.8","0.8","0","魔法帽子","0","0","0","0","9","0","0","109524"
"双角魔の首飾り","76.6","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","2","0","9","0","0","109551"
"紅色花飾菓子切包丁","80.2","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","2","0","9","0","0","109552"
"紅海のホイールブローチ","84","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","2","0","9","0","0","109553"
"紅葉扇コチョウモミジ","87.8","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","2","0","9","0","0","109554"
"ディアブロメンブランス","0","0","0","0","0","0","0","0","6","6","155","防御アクセサリ","0","0","0","0","9","0","0","109581"
"翡翠花飾箸","0","0","0","0","0","0","0","0","6.2","6.2","171","防御アクセサリ","0","0","0","0","9","0","0","109582"
"碧海のアンカーブローチ","0","0","0","0","0","0","0","0","6.4","6.4","187","防御アクセサリ","0","0","0","0","9","0","0","109583"
"翠風扇カノコイチョウ","0","0","0","0","0","0","0","0","6.6","6.6","202","防御アクセサリ","0","0","0","0","9","0","0","109584"
"デモニックテールタイ","0","0","0","0","0","0","76","0","0","0","0","魔法アクセサリ","0","0","0","0","9","1.6","0","109611"
"サファイアフォークヘアピン","0","0","0","0","0","0","79.6","0","0","0","0","魔法アクセサリ","0","0","0","0","9","1.6","0","109612"
"蒼海のフローターブローチ","0","0","0","0","0","0","83.4","0","0","0","0","魔法アクセサリ","0","0","0","0","9","1.6","0","109613"
"碧夜扇イノコカエデ","0","0","0","0","0","0","87.2","0","0","0","0","魔法アクセサリ","0","0","0","0","9","1.6","0","109614"
"ソードオブミカエル","96.8","0","0","0","0","0","0","0","0","0","60","剣","0","0","0.6","0","10","0","0","10001032"
"妖精煌剣アキレアナ","104.2","0","0","0","0","0","0","0","0","0","60","剣","0","0","0.6","0","10","0","0","10001033"
"甘蕉の秘剣","108","0","0","0","0","0","0","0","0","0","60","剣","0","0","0.6","0","10","0","0","10001034"
"オートマトンエクスソード","111.8","0","0","0","0","0","0","0","0","0","60","剣","0","0","0.6","0","10","0","0","10001035"
"蛮骨剣ケントロ","115.4","0","0","0","0","0","0","0","0","0","60","剣","0","0","0.6","0","10","0","0","10001036"
"アイスクレイモアＲ","119.2","0","0","0","0","0","0","0","0","0","60","剣","0","0","0.6","0","10","0","0","10001037"
"カオスブレードＲ","123","0","0","0","0","0","0","0","0","0","60","剣","0","0","0.6","0","10","0","0","10001038"
"ブレイドオブルシフェル","102","0","0","0","0","0","0","0","0","0","12","刀","0","0","1","0","10","0","0","10004032"
"妖精舞刀パトロクルス","109.4","0","0","0","0","0","0","0","0","0","12","刀","0","0","1","0","10","0","0","10004033"
"天下一甜瓜刀","113.2","0","0","0","0","0","0","0","0","0","12","刀","0","0","1","0","10","0","0","10004034"
"オートマトンエクスカタナ","117","0","0","0","0","0","0","0","0","0","12","刀","0","0","1","0","10","0","0","10004035"
"滅鱗大刀ミラガイア","120.6","0","0","0","0","0","0","0","0","0","12","刀","0","0","1","0","10","0","0","10004036"
"鷹神の煌剣Ｒ","124.4","0","0","0","0","0","0","0","0","0","12","刀","0","0","1","0","10","0","0","10004037"
"鳳凰刀Ｒ","128.2","0","0","0","0","0","0","0","0","0","12","刀","0","0","1","0","10","0","0","10004038"
"エッジオブサタナエル","103.2","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","10","0","0","10007032"
"妖精夢刃ダイダミア","110.8","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","10","0","0","10007033"
"未完刃・雲愁","114.6","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","10","0","0","10007034"
"オートマトンエクスダガー","118.4","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","10","0","0","10007035"
"黒帝牙剣チノチタ","122","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","10","0","0","10007036"
"ダークマターエッジＲ","125.8","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","10","0","0","10007037"
"ユニコーンナイフＲ","129.4","0","0","0","0","0","0","0","0","0","0","短剣","0","0","1","0","10","0","0","10007038"
"フィストオブウリエル","103.2","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","10","0","0","10010032"
"妖精幻手カシカモ","110.6","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","10","0","0","10010033"
"菴羅の手甲","114.4","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","10","0","0","10010034"
"オートマトンエクスエッジ","118.2","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","10","0","0","10010035"
"鼎角拳サンジャオロン","121.8","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","10","0","0","10010036"
"ブリザードクローＲ","125.6","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","10","0","0","10010037"
"蒼雷拳Ｒ","129.4","0","0","0","0","0","0","0","0","0","0","拳","0","0","1.2","0","10","0","0","10010038"
"ボウオブラファエル","101.4","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","10","0","0","10013032"
"妖精梓弓タミュリス","108.8","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","10","0","0","10013033"
"桜桃の枝弓","112.6","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","10","0","0","10013034"
"オートマトンエクスボウ","116.4","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","10","0","0","10013035"
"滑空葬弓プテロダ","120.2","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","10","0","0","10013036"
"アルテミスボウＲ","123.8","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","10","0","0","10013037"
"精霊樹の弓Ｒ","127.6","0","0","0","0","0","0","0","0.2","0.2","0","弓","0","0","0.8","0","10","0","0","10013038"
"ランスオブザドキエル","99.8","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","10","0","0","10016032"
"妖精翅槍メネラウス","107.2","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","10","0","0","10016033"
"覆盆子の晶槍","111","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","10","0","0","10016034"
"オートマトンエクスランス","114.8","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","10","0","0","10016035"
"穿角槍モノクロニウス","118.4","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","10","0","0","10016036"
"ストームブリンガーＲ","122.2","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","10","0","0","10016037"
"ガイアバルディッシュＲ","126","0","0","0","0","0","0","0","0.4","0.4","0","槍","0","0","0","0","10","0","0","10016038"
"アクスオブカマエル","99","0","0","0","0","0","0","0","0","0","40","斧","0","0","0.6","0","10","0","0","10019032"
"妖精揚斧モンテズマ","106.4","0","0","0","0","0","0","0","0","0","40","斧","0","0","0.6","0","10","0","0","10019033"
"麝香猫果の剛槌","110.2","0","0","0","0","0","0","0","0","0","40","斧","0","0","0.6","0","10","0","0","10019034"
"オートマトンエクスプレス","114","0","0","0","0","0","0","0","0","0","40","斧","0","0","0.6","0","10","0","0","10019035"
"渦殻斧アンモクラッシャー","117.6","0","0","0","0","0","0","0","0","0","40","斧","0","0","0.6","0","10","0","0","10019036"
"戦女王の烈斧Ｒ","121.6","0","0","0","0","0","0","0","0","0","40","斧","0","0","0.6","0","10","0","0","10019037"
"アクアスラッシャーＲ","125.2","0","0","0","0","0","0","0","0","0","40","斧","0","0","0.6","0","10","0","0","10019038"
"ワンドオブヨフィエル","0","0","0","0","0","0","102.6","0","0","0","0","攻撃杖","0","0","0","0","10","1.2","0","10022032"
"妖精崩杖キプリス","0","0","0","0","0","0","110","0","0","0","0","攻撃杖","0","0","0","0","10","1.2","0","10022033"
"林檎杖・北斗","0","0","0","0","0","0","113.8","0","0","0","0","攻撃杖","0","0","0","0","10","1.2","0","10022034"
"オートマトンエクスロッド","0","0","0","0","0","0","117.6","0","0","0","0","攻撃杖","0","0","0","0","10","1.2","0","10022035"
"竜杖ゲオステルンベルギア","0","0","0","0","0","0","121.2","0","0","0","0","攻撃杖","0","0","0","0","10","1.2","0","10022036"
"司法神の錫杖Ｒ","0","0","0","0","0","0","125.2","0","0","0","0","攻撃杖","0","0","0","0","10","1.2","0","10022037"
"ハイデビルズワンドＲ","0","0","0","0","0","0","128.8","0","0","0","0","攻撃杖","0","0","0","0","10","1.2","0","10022038"
"ロッドオブガブリエル","0","0","0","0","0","0","93","0","0.4","0.4","60","回復杖","0","0","0","0","10","0","0","10025032"
"妖精回杖アナクシビア","0","0","0","0","0","0","100.4","0","0.4","0.4","60","回復杖","0","0","0","0","10","0","0","10025033"
"葡萄杖・竜眼","0","0","0","0","0","0","104.2","0","0.4","0.4","60","回復杖","0","0","0","0","10","0","0","10025034"
"オートマトンエクスバトン","0","0","0","0","0","0","108","0","0.4","0.4","60","回復杖","0","0","0","0","10","0","0","10025035"
"秘封杖アンバーコフィン","0","0","0","0","0","0","111.8","0","0.4","0.4","60","回復杖","0","0","0","0","10","0","0","10025036"
"フェニックスロッドＲ","0","0","0","0","0","0","115.6","0","0.4","0.4","60","回復杖","0","0","0","0","10","0","0","10025037"
"ハイエンジェルロッドＲ","0","0","0","0","0","0","119.2","0","0.4","0.4","60","回復杖","0","0","0","0","10","0","0","10025038"
"妖精輝装クーフーリン","73.4","0","0","0","0","0","0","0","2.2","2.2","0","軽装鎧","0","0","1.6","0","10","0","0","10028032"
"白蓮閣の鱗鎧","76.8","0","0","0","0","0","0","0","2.2","2.2","0","軽装鎧","0","0","1.6","0","10","0","0","10028033"
"オートマトンエグゾスカル","80.2","0","0","0","0","0","0","0","2.2","2.2","0","軽装鎧","0","0","1.6","0","10","0","0","10028034"
"絶滅骸装タイラント","81.8","0","0","0","0","0","0","0","2.4","2.4","0","軽装鎧","0","0","1.6","0","10","0","0","10028035"
"クルセイダープレートＲ","85.2","0","0","0","0","0","0","0","2.4","2.4","0","軽装鎧","0","0","1.6","0","10","0","0","10028036"
"スカーレットメイルＲ","87.4","0","0","0","0","0","0","0","2.4","2.4","0","軽装鎧","0","0","1.6","0","10","0","0","10028037"
"妖精鎧甲オーベロン","0","0","0","0","0","0","0","0","3.8","3.8","518","重装鎧","0","0","0","0","10","0","0","10031032"
"鳳梨の重殻鎧","0","0","0","0","0","0","0","0","3.8","3.8","548","重装鎧","0","0","0","0","10","0","0","10031033"
"オートマトンエグゾシェル","0","0","0","0","0","0","0","0","3.8","3.8","578","重装鎧","0","0","0","0","10","0","0","10031034"
"撃滅鱗装ギガント","0","0","0","0","0","0","0","0","4","4","592","重装鎧","0","0","0","0","10","0","0","10031035"
"バイオレットアーマーＲ","0","0","0","0","0","0","0","0","4","4","622","重装鎧","0","0","0","0","10","0","0","10031036"
"ドラゴニックアーマーＲ","0","0","0","0","0","0","0","0","4","4","642","重装鎧","0","0","0","0","10","0","0","10031037"
"妖精舞装アヌーン","75.8","0","0","0","0","0","0","0","1.2","1.2","74","服","0","0","0","0","10","0","0","10034032"
"オートマトンジャケット","82.8","0","0","0","0","0","0","0","1.2","1.2","74","服","0","0","0","0","10","0","0","10034034"
"蒼天のローブＲ","86.6","0","0","0","0","0","0","0","1.4","1.4","84","服","0","0","0","0","10","0","0","10034036"
"ダークテラードレスＲ","90","0","0","0","0","0","0","0","1.4","1.4","84","服","0","0","0","0","10","0","0","10034037"
"妖精麗装ティターニア","0","0","0","0","0","0","77.2","0","1.8","1.8","0","魔法服","0","0","0","0","10","1","0","10037032"
"葡萄柚の霊装","0","0","0","0","0","0","80.6","0","1.8","1.8","0","魔法服","0","0","0","0","10","1","0","10037033"
"オートマトンエグゾスーツ","0","0","0","0","0","0","84.2","0","1.8","1.8","0","魔法服","0","0","0","0","10","1","0","10037034"
"幻蝦霊装アノーマリー","0","0","0","0","0","0","85.6","0","2","2","0","魔法服","0","0","0","0","10","1","0","10037035"
