0c9b2c2613f6a043dd1b4625a396fd8b899259a123f10299f10d85a48a09c076,e3bffd4f51abc1d5bcd1479efec395c1b9c8a2128a3233c8f83ddcc64c8160b8,070cff78793c224423d3c9ea31972fa8bf7478bf30ce25311c275c15ba0fa8f0,3f340bb1428263ee94e57eec3c373e78c227f6864e3b97636b442940fa71b288,5f6d4283710e3b713ecc2ee1958f2cdcffce0365d30b4920f177dd02e312803e,3331f5f38cdcdefe5f962377cf05542d37420fc2cd01e08d9ecc3c33c53ebe21,25e2f1b2d87d683d119541d4080570fdde22bcd54bac9206ddf0f98ba4f8292b,de8af9b9f3e2c84339038336304fa4c7639ba957fb1167761e13127f10998e92,7cf7cd8d59d555e5f233f1bf7c23d74fb77b61c6ad6d957ed9c6467c07e8e2aa,bff9ce1c29bbc514064c4e9049b0bbf1bbd21734dc1fa16fbacaf85fa73532b2,3cb86277a7895adfc86de055c1687fb3f7a97c7be2fda966f8aec414a950e7a0
"0.4","","","","0","","93","","3217","","132170033"
"301701","","","","1","","32","","3217","","132170034"
"0.9","","","","0","","93","","3217","","132170035"
"1.05","","1.05","1.05","1.05","0","123","0.3","3217","","132170036"
"75","","0.5","","75","","122","","3217","","132170037"
"301702","","","","1","","32","","3217","","132170038"
"0.4","","","","0","","93","","3217","","132170039"
"2","","","","0","","32","","3217","","132170040"
"310000","","","","0","","32","","3217","","132170041"
"321700","","","","1","","32","","3217","","132170042"
"0.4","","","","0","","93","","3217","","132170043"
"0.95","","0.95","0.95","0.95","2","123","2","3217","","132170044"
"0.2","","","","0","","93","","3217","","132170045"
"1000001","","0","","glad","0.2","3","","3217","","132170046"
"120","","","","1","","32","","3217","","132170047"
"0.4","","","","0","","93","","3217","","132170048"
"998","","","","1","","32","","3217","","132170049"
"0.6","","","","0","","93","","3217","","132170050"
"1000001","","0","joy_round3_loop","joy_round3_in","0.2","3","1","3217","","132170051"
"5","","","","0","","93","","3217","","132170052"
"1","","","","","","113","","3217","","132170053"
"330000","","345.4","0","330000","0","31","1","3300","","133000001"
"8","","345.4","0","8","1","31","1","3300","","133000002"
"8","","","","0","","35","","3300","","133000003"
"0","","","","","","91","","3300","","133000004"
"1.05","","1.05","1.05","1.05","0","123","7.4","3300","","133000005"
"1000001","","0","","wait","0.2","3","","3300","","133000006"
"2","","","","1","","35","","3300","","133000007"
"4.9","","","","0","","93","","3300","","133000008"
"0.95","","0.95","0.95","0.95","0","123","0.4","3300","","133000009"
"330000","","","","1","","32","","3300","","133000010"
"0.1","","","","0","","93","","3300","","133000011"
"2","","","","0","","32","","3300","","133000012"
"0.1","","","","0","","93","","3300","","133000013"
"997","","","","1","","32","","3300","","133000014"
"1000001","","0","","joy_from_wait","0.2","3","","3300","","133000015"
"1.63","","","","0","","93","","3300","","133000016"
"0.3","","","","0","","93","","3300","","133000017"
"3","","","","","","113","","3300","","133000018"
