b5968f3e4f7b4b6d287342d026c79c7a46c4097f85c043b1c090383ed89218d7,8f1dc7f5448a45269f58d7c5315cbf0fe96fb63884f8a9747579dd23a8f64920,f19e238f8e563fe433a913336cab2ca040915202006ce1fe7aaf0927a9cbefd6,97bd831064b6d03d0669f657d015bd919e666923add3dec5b1bf3baaf57cfdbe,e5fbe4b6df4b00a53e4d95bfaf248cbcafc8f483a1dbb97de0d2dd27e671a8c8,8979b2ea893e2dca7fe3b4910d947703817dbf3407a9e1ef85e2d015dbdf97e3,4244fbbacd3aaa7e420a7e615291283c0d12c7fb632b311c0e34e585ff15aaa6,415c7923ebe00a91b10cd5b2d917c8768fa4aed6912c96cddfacb411fee3613e,5f4601d0b74feb932347eb5f800cb5890fe570d9f11d7dbb21f2889538711006,4d32aa2cc5495cf3c90feb4a940798d439fa18848856e8885587e4010b412ce9,598a44217c41dffbb26323b6865d313bf9c9275ba04611f1d1ecf94feaf5fb30
"21","","","","","vo_fpc","","0","vo_fpc_21109","911","19110081"
"11","0","0","0.5","10","122911","0","1","ほらほら、いきますよー♪","911","19110082"
"91","","","","","0","","","","911","19110083"
"93","","","","","0.5","","","0","911","19110084"
"3","0.1","0.1","","0","25","1","11_kyouka_sigh_loop","11_kyouka_sigh_in","911","19110085"
"21","","","","","vo_fpc","","0","vo_fpc_21110","911","19110086"
"11","0","0","0.5","10","25","0","1","もう、しょうがないんだから…\n一緒にいきましょ！","911","19110087"
"91","","","","","0","","","","911","19110088"
"93","","","","","0.5","","","0","911","19110089"
"21","","","","","vo_fpc","","0","vo_fpc_21111","911","19110090"
"11","50","-10","0.5","10","21","0","1","（ここは、最低限話をあわせるだけに\nしておきましょうか…）","911","19110091"
"91","","","","","0","","","","911","19110092"
"93","","","","","0.5","","","0","911","19110093"
"3","0.1","","","1","21","","","11_neneka_talk_loop","911","19110094"
"21","","","","","vo_fpc","","0","vo_fpc_21112","911","19110095"
"11","20","-10","0.5","10","21","0","1","はいはい。","911","19110096"
"91","","","","","0","","","","911","19110097"
"93","","","","","0.5","","","0","911","19110098"
"3","0.1","0.1","","0","25","1","11_kyouka_smile_loop","11_kyouka_smile_in","911","19110099"
"2","","","","-180","122911","","3.97058823529412","850","911","19110100"
"2","","","","-180","1","","3.97058823529412","850","911","19110101"
"33","","","","-180","122911","","3.97058823529412","850","911","19110102"
"93","","","","","0.1","","","1","911","19110103"
"2","","","","-180","122811","","2.5","900","911","19110104"
"2","","","","-180","2","","2.5","900","911","19110105"
"33","","","","-180","122811","","2.5","900","911","19110106"
"93","","","","","0.3","","","1","911","19110107"
"2","","","","-180","26","","9.58823529411765","850","911","19110108"
"33","","","","-180","26","","9.58823529411765","850","911","19110109"
"2","","","","-180","25","","5.82352941176471","850","911","19110110"
"33","","","","-180","25","","5.82352941176471","850","911","19110111"
"2","","","","-180","21","","7.70588235294118","850","911","19110112"
"33","","","","-180","21","","7.70588235294118","850","911","19110113"
"91","","","","","19110108","","","","911","19110114"
"1","1.75","0","cmn_float","22","1","-180","-850","127111","912","19120001"
"1","1.75","0","cmn_float","12","1","-125","-850","126911","912","19120002"
"1","1.4875","0","cmn_walk_r","12","1","-15","750","122711","912","19120003"
"31","1","","","-850","6","1","-180","11","912","19120004"
"31","1","","","-850","6","1","-125","21","912","19120005"
"23","","","","1","se_10053800","","","se_fpc_water_random","912","19120006"
"91","","","","","19120005","","","0","912","19120007"
"2","","","","-180","127111","12","4.41176470588235","-100","912","19120008"
"33","","","","-180","11","12","4.41176470588235","-100","912","19120009"
"93","","","","","4","","","0","912","19120010"
"2","","","","-125","126911","12","3.67647058823529","-350","912","19120011"
"33","","","","-125","21","12","3.67647058823529","-350","912","19120012"
"91","","","","","19120008","","","","912","19120013"
"3","0.1","","","1","127111","","","cmn_float","912","19120014"
"21","","","","","vo_fpc","","0","vo_fpc_21200","912","19120015"
"11","0","0","0.5","10","127111","0","1","あっ…","912","19120016"
"93","","","","","0.6","","","0","912","19120017"
"2","","","","-15","122711","0","4.97058823529412","100","912","19120018"
"93","","","","","1.5","","","0","912","19120019"
"91","","","","","19120016","","","","912","19120020"
"91","","","","","19120011","","","","912","19120021"
"3","0.1","","","1","126911","","","cmn_float","912","19120022"
"21","","","","","vo_fpc","","0","vo_fpc_21201","912","19120023"
"11","0","0","0.5","10","126911","0","1","あっ…","912","19120024"
"91","","","","","0","","","","912","19120025"
"93","","","","","0.5","","","0","912","19120026"
"91","","","","","19120018","","","","912","19120027"
"3","0.1","0.1","","0","122711","1","12_kyouka_notice_loop","12_kyouka_notice","912","19120028"
"21","","","","","vo_fpc","","0","vo_fpc_21202","912","19120029"
"11","0","0","0.5","10","122711","0","1","えっ？\nな、なんですか？","912","19120030"
"91","","","","","0","","","","912","19120031"
"93","","","","","0.5","","","0","912","19120032"
"3","0.1","","","1","127111","","","cmn_float","912","19120033"
"21","","","","","vo_fpc","","0","vo_fpc_21203","912","19120034"
"11","0","0","0.5","10","127111","0","1","いえ、あそこ…","912","19120035"
"91","","","","","0","","","","912","19120036"
"93","","","","","0.5","","","0","912","19120037"
"3","0.1","","","1","126911","","","cmn_float","912","19120038"
"21","","","","","vo_fpc","","0","vo_fpc_21204","912","19120039"
"11","0","0","0.5","10","126911","0","1","うん…","912","19120040"
"91","","","","","0","","","","912","19120041"
"93","","","","","0.5","","","0","912","19120042"
"3","0.1","0.1","","0","122711","1","12_kyouka_turn_loop","12_kyouka_turn_in","912","19120043"
"21","","","","","vo_fpc","","0","vo_fpc_21205","912","19120044"
"11","0","0","0.5","10","122711","0","1","なに？\nなにもないみたいだけど…","912","19120045"
"91","","","","","0","","","","912","19120046"
"93","","","","","0.5","","","0","912","19120047"
"3","0.1","","","1","127111","","","12_cmn_float_smile","912","19120048"
"21","","","","","vo_fpc","","0","vo_fpc_21206","912","19120049"
"11","0","0","0.5","10","127111","0","1","ふふっ。","912","19120050"
"91","","","","","0","","","","912","19120051"
"93","","","","","0.5","","","0","912","19120052"
"3","0.1","","","1","126911","","","12_cmn_float_smile","912","19120053"
"21","","","","","vo_fpc","","0","vo_fpc_21207","912","19120054"
"11","0","0","0.5","10","126911","0","1","ふふふふっ…","912","19120055"
"91","","","","","0","","","","912","19120056"
"93","","","","","0.5","","","0","912","19120057"
"2","","","","-180","127111","","4.29864253393665","850","912","19120058"
"33","","","","-180","11","","4.29864253393665","850","912","19120059"
"2","","","","-125","126911","","5.42986425339367","850","912","19120060"
"33","","","","-125","21","","5.42986425339367","850","912","19120061"
"93","","","","","1","","","0","912","19120062"
"3","0.1","0.1","","0","122711","1","12_kyouka_scare_loop","12_kyouka_scare_in","912","19120063"
"21","","","","","vo_fpc","","0","vo_fpc_21208","912","19120064"
"11","0","0","0.5","10","122711","0","1","ひぅっ！\nな、なんなんですかあ…","912","19120065"
"91","","","","","0","","","","912","19120066"
"93","","","","","0.5","","","0","912","19120067"
"3","0.1","0.1","","0","122711","1","12_kyouka_run_loop","12_kyouka_run_in","912","19120068"
"2","","","","-15","122711","","3.58220211161388","-850","912","19120069"
"91","","","","","19120069","","","","912","19120070"
"1","1.75","0","13_kuka_bound","22","1","-180","-800","127011","913","19130001"
"31","0","","","-600","104","1","-170","1041","913","19130002"
"31","0","","","-240","104","1","-170","1042","913","19130003"
"31","0","","","170","104","1","-170","1043","913","19130004"
"31","0","","","560","104","1","-170","1044","913","19130005"
"31","0","","","-575","1003","1","-85","1003","913","19130006"
"23","","","","1","se_10053800","","","se_fpc_water_random","913","19130007"
"91","","","","","19130006","","","0","913","19130008"
"32","","","","","1003","","0","1","913","19130009"
"93","","","","","2","","","0","913","19130010"
"3","0.1","","","1","127011","","","13_kuka_bound","913","19130011"
"2","","","","-180","127011","","2.35294117647059","800","913","19130012"
"93","","","","","0.236666666666667","","","0","913","19130013"
"23","","","","0","se_10053800","","","se_10053800_913_kuka","913","19130014"
"21","","","","","vo_fpc","","0","vo_fpc_21300","913","19130015"
"32","","","","","1041","","0","1","913","19130016"
"93","","","","","0.536666666666667","","","0","913","19130017"
"32","","","","","1042","","0","1","913","19130018"
"93","","","","","0.536666666666667","","","0","913","19130019"
"21","","","","","vo_fpc","","0","vo_fpc_21301","913","19130020"
"32","","","","","1043","","0","1","913","19130021"
"93","","","","","0.536666666666667","","","0","913","19130022"
"32","","","","","1044","","0","1","913","19130023"
"93","","","","","2","","","0","913","19130024"
"91","","","","","19130012","","","","913","19130025"
"1","1.75","0","14_maho_idle_loop","24","1","-185","-1000","110611","914","19140001"
"5","1.75","0","cmn_boat_idle","22","2","-185","-1000","2","914","19140002"
"5","1.75","0","14_maho_idle_loop","23","3","-185","-1000","3","914","19140003"
"1","1.75","0","cmn_float","25","1","-175","-1220","110511","914","19140004"
"1","1.75","0","14_makoto_float","12","1","-125","-1520","110411","914","19140005"
"31","1","","","-1000","116","1","-185","110611","914","19140006"
"31","1","","","-1220","8","1","-175","41","914","19140007"
"31","0","","","-50","120","1","-175","120","914","19140008"
"31","1","","","-1520","4","1","-125","42","914","19140009"
"31","0","","","-350","117","1","-125","117","914","19140010"
"23","","","","1","se_10053800","","","se_fpc_water_random","914","19140011"
"91","","","","","19140010","","","0","914","19140012"
"2","","","","-185","110611","12","8.60294117647059","170","914","19140013"
"2","","","","-185","2","12","8.60294117647059","170","914","19140014"
"2","","","","-185","3","12","8.60294117647059","170","914","19140015"
"33","","","","-185","110611","12","8.60294117647059","170","914","19140016"
"2","","","","-175","110511","12","8.60294117647059","-50","914","19140017"
"33","","","","-175","41","12","8.60294117647059","-50","914","19140018"
"2","","","","-125","110411","12","8.60294117647059","-350","914","19140019"
"33","","","","-125","42","12","8.60294117647059","-350","914","19140020"
"91","","","","","19140013","","","","914","19140021"
"3","0.3","0.1","","0","110611","1","14_maho_point_loop","14_maho_point_in","914","19140022"
"3","0.3","","","1","2","","","cmn_boat_idle","914","19140023"
"3","0.3","","","1","3","","","14_maho_idle_loop","914","19140024"
"21","","","","","vo_fpc","","0","vo_fpc_21400","914","19140025"
"11","0","0","0.5","10","110611","0","1","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","914","19140026"
"91","","","","","0","","","","914","19140027"
"93","","","","","0.5","","","0","914","19140028"
"3","0.1","0.1","","0","110511","1","14_kaori_handUp_loop","14_kaori_handUp_in","914","19140029"
"21","","","","","vo_fpc","","0","vo_fpc_21401","914","19140030"
"11","0","0","0.5","10","110511","0","1","まーかせるさー！\nしゅっぱつしんこー！","914","19140031"
"91","","","","","0","","","","914","19140032"
"93","","","","","0.5","","","0","914","19140033"
"3","0.1","","","1","110411","","","14_makoto_pazzled","914","19140034"
"21","","","","","vo_fpc","","0","vo_fpc_21402","914","19140035"
"11","0","0","0.5","10","110411","0","1","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","914","19140036"
"91","","","","","0","","","","914","19140037"
"93","","","","","0.5","","","0","914","19140038"
"3","0.3","0.1","","0","110611","1","14_maho_smile_loop","14_maho_smile_in","914","19140039"
"3","0.3","","","1","2","","","cmn_boat_idle","914","19140040"
"3","0.3","","","1","3","","","14_maho_idle_loop","914","19140041"
"21","","","","","vo_fpc","","0","vo_fpc_21403","914","19140042"
"11","0","0","0.5","10","110611","0","1","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","914","19140043"
"91","","","","","0","","","","914","19140044"
"93","","","","","0.5","","","0","914","19140045"
"21","","","","","vo_fpc","","0","vo_fpc_21404","914","19140046"
"11","0","0","0.5","10","110511","0","1","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","914","19140047"
"91","","","","","0","","","","914","19140048"
"93","","","","","0.5","","","0","914","19140049"
"3","0.1","0.1","","0","110511","1","14_kaori_flutterKick_loop","14_kaori_flutterKick_in","914","19140050"
"93","","","","","0.3","","","0","914","19140051"
"2","","","","-185","110611","","6.47058823529412","1270","914","19140052"
"2","","","","-185","2","","6.47058823529412","1270","914","19140053"
"2","","","","-185","3","","6.47058823529412","1270","914","19140054"
"33","","","","-185","110611","","6.47058823529412","1270","914","19140055"
"32","","","","","41","","","0","914","19140056"
"32","","","","","120","","","1","914","19140057"
"2","","","","-175","110511","","6.47058823529412","1050","914","19140058"
"33","","","","-175","120","","6.47058823529412","1050","914","19140059"
"93","","","","","1","","","0","914","19140060"
"21","","","","","vo_fpc","","0","vo_fpc_21405","914","19140061"
"11","0","0","0.5","10","110411","0","1","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","914","19140062"
"91","","","","","0","","","","914","19140063"
"93","","","","","0.5","","","0","914","19140064"
"3","0.1","0.1","","0","110411","1","cmn_swm_dogscratch","14_makoto_dogscratch_in","914","19140065"
"93","","","","","0.3","","","0","914","19140066"
"32","","","","","42","","","0","914","19140067"
"32","","","","","117","","","1","914","19140068"
"2","","","","-125","110411","","3.72637742879957","1050","914","19140069"
"33","","","","-125","117","","3.72637742879957","1050","914","19140070"
"91","","","","","19140069","","s","","914","19140071"
"1","1.75","0","15_saren_idle","23","1","-180","-950","110311","915","19150001"
"5","1.75","0","cmn_boat_idle","22","2","-180","-950","2","915","19150002"
"1","1.75","0","15_suzume_walk_loop","12","1","-15","-750","107711","915","19150003"
"31","1","","","-950","101","1","-180","110311","915","19150004"
"31","0","","","210","109","1","30","109","915","19150005"
"31","0","","","330","4","1","-125","4","915","19150006"
"23","","","","1","se_10053800","","","se_fpc_water_random","915","19150007"
"13","","","","","107711","","","49","915","19150008"
"91","","","","","0","","","0","915","19150009"
"2","","","","-15","107711","","5.51470588235294","0","915","19150010"
"91","","","","","19150010","","","","915","19150011"
"3","0.1","0.1","","0","107711","1","15_suzume_talk_loop","15_suzume_talk_in","915","19150012"
"21","","","","","vo_fpc","","0","vo_fpc_21500","915","19150013"
"11","0","0","0.5","10","107711","0","1","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","915","19150014"
"93","","","","","3.2","","","1","915","19150015"
"93","","","","","1.5","","","0","915","19150016"
"91","","","","","19150014","","","","915","19150017"
"3","0.1","0.1","","0","107711","1","15_suzume_walk_loop","15_suzume_walk_in","915","19150018"
"2","","","","-180","110311","","11.9779411764706","-100","915","19150019"
"2","","","","-180","2","","11.9779411764706","-100","915","19150020"
"33","","","","-180","110311","","11.9779411764706","-100","915","19150021"
"2","","","","-15","107711","","4.22794117647059","460","915","19150022"
"91","","","","","19150022","","","","915","19150023"
"3","0.1","0.1","","0","107711","1","15_suzume_turn_loop","15_suzume_turn_in","915","19150024"
"93","","","","","0.6","","","0","915","19150025"
"21","","","","","vo_fpc","","0","vo_fpc_21501","915","19150026"
"11","-15","0","0.5","20","107711","0","1","あれは…お嬢様～！\n今参ります！","915","19150027"
"93","","","","","1.7","","","0","915","19150028"
"3","0.3","0.1","","0","110311","1","15_saren_notice_loop","15_saren_notice_in","915","19150029"
"3","0.3","","","1","2","","","cmn_boat_idle","915","19150030"
"93","","","","","0.35","","","0","915","19150031"
"93","","","","","1.5","","","0","915","19150032"
"2","","","","-15","107711","","0.5","330","915","19150033"
"3","0.2","0.1","","1","107711","","","15_suzume_run","915","19150034"
"21","","","","","vo_fpc","","0","vo_fpc_21502","915","19150035"
"11","0","0","-0.5","100","110311","0","1","スズメ？\nって、走ると危なっ…","915","19150036"
"93","","","","","0.5","","","0","915","19150037"
"3","0.1","","","0","107711","","","15_suzume_fallDown","915","19150038"
"93","","","","","1.3","","","0","915","19150039"
"21","","","","","vo_fpc","","0","vo_fpc_21503","915","19150040"
"11","0","0","-1.5","150","107711","0","1","きゃあああ～！","915","19150041"
"3","0.1","0.1","","0","110311","1","15_saren_rise_loop","15_saren_rise_in","915","19150042"
"3","0.1","","","1","2","","","cmn_boat_idle","915","19150043"
"93","","","","","0.5","","","0","915","19150044"
"6","0.1","","","1","107711","0","1","1","915","19150045"
"32","","","","","109","","","1","915","19150046"
"93","","","","","1","","","0","915","19150047"
"2","","","","-125","107711","","0","330","915","19150048"
"6","0.4","","","1","107711","1","1","1","915","19150049"
"3","0.1","0.1","","0","107711","1","15_suzume_drown_loop","15_suzume_drown_in","915","19150050"
"2","","","","-125","107711","","2.76470588235294","800","915","19150051"
"33","","","","-125","4","","2.76470588235294","800","915","19150052"
"91","","","","","19150019","","","","915","19150053"
"2","","","","-180","110311","","7.35294117647059","900","915","19150054"
"2","","","","-180","2","","7.35294117647059","900","915","19150055"
"33","","","","-180","110311","","7.35294117647059","900","915","19150056"
"21","","","","","vo_fpc","","0","vo_fpc_21504","915","19150057"
"11","0","0","0.5","10","110311","0","1","ス、スズメ？\nスズメ～っ！？","915","19150058"
"91","","","","","0","","","","915","19150059"
"93","","","","","1.5","","","0","915","19150060"
"91","","","","","19150054","","s","","915","19150061"
"1","1.4875","0","cmn_walk","12","1","-15","-750","113111","916","19160001"
"1","1.4875","0","16_nanaka_run","12","1","-15","750","113311","916","19160002"
"1","1.75","0","cmn_swm_diving","22","1","-180","-850","117411","916","19160003"
"1","1.75","0","cmn_swm_diving","22","1","-180","-2500","117011","916","19160004"
"5","1.75","0","none","22","7","-180","50","7","916","19160005"
"5","1.75","0","cmn_floatRing_pink","22","1","-180","-1375","11","916","19160006"
"5","1.75","0","cmn_float_item_01_Ball","12","1","-125","-2500","12","916","19160007"
"31","1","","","-1375","4","1","-180","11","916","19160008"
"31","1","","","-2500","4","1","-125","12","916","19160009"
"31","1","","","-850","9","1","-180","91","916","19160010"
"31","1","","","-2500","9","1","-180","92","916","19160011"
"31","0","","","-183","1015","1","155","1015","916","19160012"
"31","0","","","50","1013","1","-180","1013","916","19160013"
"23","","","","1","se_10053800","","","se_fpc_water_random","916","19160014"
"91","","","","","19160013","","","0","916","19160015"
"2","","","","-180","117411","","19.7058823529412","2500","916","19160016"
"33","","","","-180","91","","19.7058823529412","2500","916","19160017"
"2","","","","-180","11","","24.6323529411765","1975","916","19160018"
"33","","","","-180","11","","24.6323529411765","1975","916","19160019"
"2","","","","-180","117011","","19.7058823529412","850","916","19160020"
"33","","","","-180","92","","19.7058823529412","850","916","19160021"
"2","","","","-125","12","","24.6323529411765","850","916","19160022"
"33","","","","-125","12","","24.6323529411765","850","916","19160023"
"93","","","","","3","","","0","916","19160024"
"2","","","","-15","113111","","4.41176470588235","-150","916","19160025"
"91","","","","","19160025","","","","916","19160026"
"3","0.3","","","1","113111","","","16_ruka_think","916","19160027"
"32","","","","","1015","","","1","916","19160028"
"21","","","","","vo_fpc","","0","vo_fpc_21600","916","19160029"
"93","","","","","0.6","","","0","916","19160030"
"93","","","","","1.5","","","0","916","19160031"
"2","","","","-15","113311","","2.71493212669683","150","916","19160032"
"91","","","","","19160032","","","","916","19160033"
"3","0.2","","","1","113311","","","16_nanaka_idle_loop","916","19160034"
"21","","","","","vo_fpc","","0","vo_fpc_21601","916","19160035"
"11","0","0","0.5","10","113311","0","1","ル～カ～姉♪\n何見てんのかにゃ～？","916","19160036"
"91","","","","","0","","","","916","19160037"
"93","","","","","0.5","","","0","916","19160038"
"3","0.1","0.1","","0","113111","1","16_ruka_notice_loop","16_ruka_notice_in","916","19160039"
"21","","","","","vo_fpc","","0","vo_fpc_21602","916","19160040"
"11","0","0","0.5","10","113111","0","1","ん？　いや、特に何か\n考えてたわけじゃないが…","916","19160041"
"91","","","","","0","","","","916","19160042"
"93","","","","","0.5","","","0","916","19160043"
"3","0.1","0.1","","0","113311","1","16_nanaka_point_loop","16_nanaka_point_in","916","19160044"
"21","","","","","vo_fpc","","0","vo_fpc_21603","916","19160045"
"11","0","0","0.5","10","113311","0","1","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","916","19160046"
"91","","","","","0","","","","916","19160047"
"93","","","","","0.5","","","0","916","19160048"
"21","","","","","vo_fpc","","0","vo_fpc_21604","916","19160049"
"11","0","0","0.5","10","113311","0","1","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","916","19160050"
"91","","","","","0","","","","916","19160051"
"93","","","","","0.5","","","0","916","19160052"
"3","0.1","0.1","","0","113111","1","16_ruka_talk_loop","16_ruka_talk_in","916","19160053"
"21","","","","","vo_fpc","","0","vo_fpc_21605","916","19160054"
"11","0","0","0.5","10","113111","0","1","そんなことはっ…\nちょっとだけ、考えちまったね…","916","19160055"
"91","","","","","0","","","","916","19160056"
"93","","","","","0.5","","","0","916","19160057"
"3","0.1","0.1","","0","113311","1","16_nanaka_idle_loop","16_nanaka_idle_in","916","19160058"
"21","","","","","vo_fpc","","0","vo_fpc_21606","916","19160059"
"11","0","0","0.5","10","113311","0","1","なっはっは、やっぱりね～♪","916","19160060"
"91","","","","","0","","","","916","19160061"
"93","","","","","0.5","","","0","916","19160062"
"3","0.1","0.1","","0","113311","1","cmn_run_def_N","16_nanaka_turn","916","19160063"
"2","","","","-15","113311","","2.71493212669683","750","916","19160064"
"3","0.1","","","1","113111","","","cmn_walk","916","19160065"
"2","","","","-15","113111","","5.29411764705882","750","916","19160066"
"93","","","","","1.5","","","0","916","19160067"
"3","","0.1","","0","7","","none","fish","916","19160068"
"32","","","","","1013","","","1","916","19160069"
"93","","","","","3.2","","","0","916","19160070"
"91","","","","","19160018","","s","","916","19160071"
"91","","","","","19160064","","s","","916","19160072"
"91","","","","","19160066","","s","","916","19160073"
"1","1.75","0","17_akino_worry","23","1","-180","-950","126711","917","19170001"
"5","1.75","0","empty","24","3","-180","-950","3","917","19170002"
"5","1.75","0","cmn_boat_idle","22","2","-180","-950","2","917","19170003"
"1","1.4875","0","cmn_walk_r","12","1","-15","750","110311","917","19170004"
"31","1","","","-950","101","1","-180","126711","917","19170005"
"23","","","","1","se_10053800","","","se_fpc_water_random","917","19170006"
"91","","","","","19170005","","","0","917","19170007"
"2","","","","-180","126711","12","6.98529411764706","0","917","19170008"
"2","","","","-180","3","12","6.98529411764706","0","917","19170009"
"2","","","","-180","2","12","6.98529411764706","0","917","19170010"
"33","","","","-180","126711","12","6.98529411764706","0","917","19170011"
"91","","","","","19170008","","","","917","19170012"
"21","","","","","vo_fpc","","0","vo_fpc_21700","917","19170013"
"11","0","0","0.5","10","126711","0","1","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","917","19170014"
"91","","","","","0","","","","917","19170015"
"93","","","","","0.5","","","0","917","19170016"
"2","","","","-15","110311","","4.72689075630252","300","917","19170017"
"3","0.3","0.1","","0","126711","1","17_akino_laugh_loop","17_akino_laugh_in","917","19170018"
"3","0.3","0.1","","0","3","1","17_akino_laugh_loop","17_akino_laugh_in","917","19170019"
"3","0.3","","","1","2","","","cmn_boat_idle","917","19170020"
"21","","","","","vo_fpc","","0","vo_fpc_21701","917","19170021"
"11","0","0","0.5","20","126711","0","1","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","917","19170022"
"91","","","","","19170017","","","","917","19170023"
"3","0.2","0.1","","0","110311","1","17_saren_talk_loop","17_saren_talk_in","917","19170024"
"93","","","","","0.673109243697478","","","0","917","19170025"
"93","","","","","0.5","","","0","917","19170026"
"91","","","","","19170022","","","","917","19170027"
"21","","","","","vo_fpc","","0","vo_fpc_21702","917","19170028"
"11","0","0","0.5","10","110311","0","1","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","917","19170029"
"91","","","","","0","","","","917","19170030"
"3","0.1","0.1","","0","126711","1","17_akino_pause_loop","17_akino_pause_in","917","19170031"
"3","0.1","0.1","","0","3","1","17_akino_pause_loop","17_akino_pause_in","917","19170032"
"3","0.1","","","1","2","","","cmn_boat_idle","917","19170033"
"93","","","","","2","","","0","917","19170034"
"3","0.3","0.1","","0","126711","1","17_akino_shock_loop","17_akino_shock_in","917","19170035"
"3","","","","0","3","","","empty","917","19170036"
"3","0.3","","","1","2","","","cmn_boat_idle","917","19170037"
"21","","","","","vo_fpc","","0","vo_fpc_21703","917","19170038"
"11","0","0","0.5","10","126711","0","1","そ、そうなんですの！？\n盲点でしたわーーー！","917","19170039"
"91","","","","","0","","","","917","19170040"
"93","","","","","0.5","","","0","917","19170041"
"2","","","","-180","126711","","5.29411764705882","900","917","19170042"
"2","","","","-180","2","","5.29411764705882","900","917","19170043"
"33","","","","-180","126711","","5.29411764705882","900","917","19170044"
"93","","","","","2.7","","","0","917","19170045"
"3","0.1","0.1","","0","110311","1","cmn_walk","17_saren_turn","917","19170046"
"2","","","","-15","110311","","2.64705882352941","750","917","19170047"
"91","","","","","19170042","","","","917","19170048"
"91","","","","","19170047","","","","917","19170049"
"1","1.75","0","18_misato_backWalk","22","1","-180","-850","113511","918","19180001"
"1","1.75","0","18_io_flutterKick","23","1","-180","-1010","110111","918","19180002"
"31","0","","","-850","14","1","-180","41","918","19180003"
"31","0","","","50","2","1","-180","11","918","19180004"
"31","0","","","-110","14","1","-180","42","918","19180005"
"31","1","","","-1010","123","1","-180","12","918","19180006"
"23","","","","1","se_10053800","","","se_fpc_water_random","918","19180007"
"91","","","","","19180006","","","0","918","19180008"
"2","","","","-180","113511","12","6.61764705882353","50","918","19180009"
"33","","","","-180","41","12","6.61764705882353","50","918","19180010"
"2","","","","-180","110111","12","6.61764705882353","-110","918","19180011"
"33","","","","-180","12","12","6.61764705882353","-110","918","19180012"
"91","","","","","19180009","","","","918","19180013"
"3","0.2","","","1","113511","","","18_misato_backWalkIdle","918","19180014"
"21","","","","","vo_fpc","","0","vo_fpc_21800","918","19180015"
"11","0","0","0.5","10","113511","0","1","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","918","19180016"
"91","","","","","0","","","","918","19180017"
"93","","","","","0.5","","","0","918","19180018"
"21","","","","","vo_fpc","","0","vo_fpc_21801","918","19180019"
"11","0","0","0.5","10","110111","0","1","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","918","19180020"
"91","","","","","0","","","","918","19180021"
"93","","","","","0.5","","","0","918","19180022"
"21","","","","","vo_fpc","","0","vo_fpc_21802","918","19180023"
"11","0","0","0.5","10","113511","0","1","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","918","19180024"
"91","","","","","0","","","","918","19180025"
"93","","","","","0.5","","","0","918","19180026"
"32","","","","","12","","","0","918","19180027"
"32","","","","","42","","","1","918","19180028"
"32","","","","","41","","","1","918","19180029"
"3","0.1","0.1","","0","113511","1","18_misato_idle_loop","18_misato_idle_in","918","19180030"
"3","0.1","0.1","","0","110111","1","18_io_stopSwim_loop","18_io_stopSwim_in","918","19180031"
"21","","","","","vo_fpc","","0","vo_fpc_21803","918","19180032"
"11","0","0","0.5","10","110111","0","1","でも、私も先生だから\n本当は教えてあげないといけないのに…","918","19180033"
"91","","","","","0","","","","918","19180034"
"93","","","","","0.5","","","0","918","19180035"
"3","0.1","0.1","","0","113511","1","18_misato_talk_loop","18_misato_talk_in","918","19180036"
"21","","","","","vo_fpc","","0","vo_fpc_21804","918","19180037"
"11","0","0","0.5","10","113511","0","1","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","918","19180038"
"91","","","","","0","","","","918","19180039"
"93","","","","","0.5","","","0","918","19180040"
"21","","","","","vo_fpc","","0","vo_fpc_21805","918","19180041"
"11","0","0","0.5","10","113511","0","1","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","918","19180042"
"91","","","","","0","","","","918","19180043"
"93","","","","","0.5","","","0","918","19180044"
"3","0.1","0.1","","0","110111","1","18_io_guts_loop","18_io_guts_in","918","19180045"
"21","","","","","vo_fpc","","0","vo_fpc_21806","918","19180046"
