1c5e968d3ea26bd645d1f6c3e75fcc90a7e238f7f73a696bf9bb5b0ea0fa969a,5965969655f63a7af1cebf899bd78509db5a0fa3efa6a5273ecdc8be9b24612a,a543a15379611d41345c3e1f7259599f1e91ee438f91f963ab6b3e65e038c6ff,bf08feab0d50df4e99d9012b815359f953dfe01be49305692608cc360dfac525,2c8726d7680a571d041ba805f9473834255b22c1d5d590f47307b26a707ee5d8,c9df042729d5d58c3e11b0905e02741237cf12c761a7ebd8cab40b4f4ab911cd,07bb6c6bd1bf68fc868ef1e37481908c2d731588fc62b77df9be5ad68014189c,e77cc2580684b109309a88dd280d2eb04597dfb4c2ed14e3c029693c36b0d628,0d00e594c083077d24c055d02fc933118cdcecbdbc5f4eb64fe6da17225b21e9,651697e9f4b9fa5d225731db1383436c993716aa3494a6adc80924e8e31d81dc,8deddf53e05180b0637a37ea873e34b206da9302ad1fd53aeabe3ffe8714e840
"66083","0.3","107811","","","cool_idle","","1","3","5152066",""
"66084","0.3","113511","","","sad_idle_normal","","1","3","5152066",""
"66085","","vo_rag","","","vo_rag_1004","0","0","21","5152066",""
"66086","10","132111","5","0","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","1","10","11","5152066","0.5"
"66087","","5","","","0","","","93","5152066",""
"66088","","66086","","","","0","0","91","5152066",""
"66089","0.3","131911","","","radio_stretch1_loop_surprise1","","1","3","5152066",""
"66090","0.3","132111","","","radio_stretch1_loop","","1","3","5152066",""
"66091","0.3","4","","","radio_stretch1_loop","","1","3","5152066",""
"66092","","0.1","","","","0","0","93","5152066",""
"66093","0.3","107511","","","radio_stretch1_loop","","1","3","5152066",""
"66094","0.3","107611","","","radio_stretch1_loop","","1","3","5152066",""
"66095","0.3","126911","","","radio_stretch1_loop","","1","3","5152066",""
"66096","0.3","110311","","","radio_stretch1_loop","","1","3","5152066",""
"66097","0.3","107811","","","radio_stretch1_loop","","1","3","5152066",""
"66098","0.3","113511","","","radio_stretch1_loop","","1","3","5152066",""
"66099","","2","","","","0","0","93","5152066",""
"66100","","vo_rag","","","vo_rag_1005","0","0","21","5152066",""
"66101","-10","131911","5","0","よいしょ、よいしょ……！","1","10","11","5152066","0.5"
"66102","","5","","","0","","","93","5152066",""
"66103","","66101","","","","0","0","91","5152066",""
"66104","","0.3","","","0","","","93","5152066",""
"66105","0.3","131911","","","radio_talk_normal","","1","3","5152066",""
"66106","0.3","132111","","","wish_idle_normal","","1","3","5152066",""
"66107","0.3","4","","","cool_idle","","1","3","5152066",""
"66108","","0.1","","","0","","","93","5152066",""
"66109","0.3","107511","","","idle_normal","","1","3","5152066",""
"66110","0.3","107611","","","wish_idle","","1","3","5152066",""
"66111","0.3","126911","","","wish_idle_normal","","1","3","5152066",""
"66112","0.3","110311","","","idle_normal","","1","3","5152066",""
"66113","0.3","107811","","","cool_idle","","1","3","5152066",""
"66114","0.3","113511","","","sad_idle_normal","","1","3","5152066",""
"66115","","vo_rag","","","vo_rag_1006","0","0","21","5152066",""
"66116","-10","131911","5","0","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","1","10","11","5152066","0.5"
"66117","","4.3","","","0","","","93","5152066",""
"66118","","66116","","","","0","0","91","5152066",""
"66119","0.2","131911","","","radio_stretch2_loop","","1","3","5152066",""
"66120","0.2","132111","","","radio_stretch2_loop_normal2","","1","3","5152066",""
"66121","0.2","4","","","radio_stretch2_loop_talk2","","1","3","5152066",""
"66122","","0.2","","","","0","0","93","5152066",""
"66123","0.2","107511","","","radio_stretch2R_loop","","1","3","5152066",""
"66124","0.2","107611","","","radio_stretch2R_loop","","1","3","5152066",""
"66125","0.2","126911","","","radio_stretch2R_loop","","1","3","5152066",""
"66126","0.2","110311","","","radio_stretch2R_loop","","1","3","5152066",""
"66127","0.2","107811","","","radio_stretch2R_loop","","1","3","5152066",""
"66128","0.2","113511","","","radio_stretch2R_loop","","1","3","5152066",""
"66129","","1.5","","","","0","0","93","5152066",""
"66130","-10","4","5","0","ふっ、ふっ、ふっ……","1","20","11","5152066","0"
"66131","","0.2","","","0","","","93","5152066",""
"66132","","vo_rag","","","vo_rag_1007","0","0","21","5152066",""
"66133","","2.5","","","0","","","93","5152066",""
"66134","","66130","","","","0","0","91","5152066",""
"66135","","vo_rag","","","vo_rag_1008","0","0","21","5152066",""
"66136","10","132111","5","0","なんというキレのある動き……\nさすがです、姉様","1","10","11","5152066","0.5"
"66137","","4.5","","","0","","","93","5152066",""
"66138","","66136","","","","0","0","91","5152066",""
"66139","","0.5","","","0","","","93","5152066",""
"66140","0.2","131911","0","1","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","5152066",""
"66141","0.2","132111","0","1","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","5152066",""
"66142","0.2","4","0","1","radio_victory_in","radio_victory_loop","0","3","5152066",""
"66143","0.2","107511","","","idle_normal","","1","3","5152066",""
"66144","0.2","107611","","","wish_idle","","1","3","5152066",""
"66145","0.2","126911","","","wish_idle_normal","","1","3","5152066",""
"66146","0.2","110311","","","idle_normal","","1","3","5152066",""
"66147","0.2","107811","","","cool_idle","","1","3","5152066",""
"66148","0.2","113511","","","sad_idle_normal","","1","3","5152066",""
"66149","","vo_rag","","","vo_rag_1009","0","0","21","5152066",""
"66150","-10","131911","5","0","最後は両手を掲げて、びくとりー！","1","10","11","5152066","0.5"
"66151","","1.5","","","","0","0","93","5152066",""
"66152","0.2","107511","0","1","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","5152066",""
"66153","0.2","107611","0","1","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","5152066",""
"66154","0.2","126911","0","1","radio_victory_in","radio_victory_loop","0","3","5152066",""
"66155","0.2","110311","0","1","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","5152066",""
"66156","0.2","107811","0","1","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","5152066",""
"66157","0.2","113511","0","1","radio_victory_in_normal2","radio_victory_loop_normal2","0","3","5152066",""
"66158","","0.8","","","0","","","93","5152066",""
"66159","0.2","131911","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66160","","1.8","","","0","","","93","5152066",""
"66161","","66150","","","","0","0","91","5152066",""
"66162","0.2","132111","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66163","0.2","4","0","1","radio_victory_out_talk2","radio_victory_idle_talk2","0","3","5152066",""
"66164","0.2","107511","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66165","0.2","107611","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66166","0.2","126911","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66167","0.2","110311","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66168","0.2","107811","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66169","0.2","113511","0","1","radio_victory_out","radio_victory_idle","0","3","5152066",""
"66170","","vo_rag","","","vo_rag_1010","0","0","21","5152066",""
"66171","0","2","","0","0610_in","","","3","5152066",""
"66172","0","bgm_MC173B","1","0","bgm_MC173B","0.5","0.5","27","5152066",""
"66173","","se_10058300","","","se_10058300_radio_finish","","0","23","5152066",""
"66174","","2","","","finish","","","37","5152066",""
"66175","","0.4","","","1","0","0","93","5152066",""
"66176","0","2","","0","0610_mid","","0","3","5152066",""
"66177","","","","","","0","0","92","5152066",""
"66178","0","2","0","0","0610_out","empty","0","3","5152066",""
"66179","","0.3","","","0","0","0","93","5152066",""
"66180","0.2","5","0","1","pack_vic_in","pack_vic_idle","0","3","5152066",""
"66181","","se_10058300","","","se_10058300_pack_appear","","0","23","5152066",""
"66182","0.2","131911","","","radio_victory_idle","","1","3","5152066",""
"66183","","0.1","","","","0","0","93","5152066",""
"66184","0.2","132111","","","radio_victory_idle","","1","3","5152066",""
"66185","0.2","4","","","radio_victory_idle_talk2","","1","3","5152066",""
"66186","","0.1","","","","0","0","93","5152066",""
"66187","0.2","107511","","","radio_victory_lookup2_idle","","1","3","5152066",""
"66188","0.2","107611","","","radio_victory_lookup_idle","","1","3","5152066",""
"66189","0.2","126911","","","radio_victory_lookup_idle","","1","3","5152066",""
"66190","0.2","110311","","","radio_victory_lookup2_idle","","1","3","5152066",""
"66191","0.2","107811","","","radio_victory_lookup2_idle","","1","3","5152066",""
"66192","0.2","113511","","","radio_victory_lookup_idle","","1","3","5152066",""
"66193","","0.3","","","","0","0","93","5152066",""
"66194","","vo_rag","","","vo_rag_1011","0","0","21","5152066",""
"66195","0","5","5","1","びくとりー！","1","10","11","5152066","0"
"66196","","0","","","","0","0","91","5152066",""
"66197","","se_10058300","","","se_10058300_emotion_laugh","","0","23","5152066",""
"66198","","17","","","1","","","32","5152066",""
"66199","0.2","131911","0","1","smile2_joy","sad_idle_joy","0","3","5152066",""
"66200","0.2","132111","","","wish_talk","","1","3","5152066",""
"66201","0.2","4","0","1","doya_in_normal","doya_idle","0","3","5152066",""
"66202","0.2","107511","0","1","handsup_in","handsup_loop","0","3","5152066",""
"66203","0.2","107611","","","wish_idle_dere","","1","3","5152066",""
"66204","0.2","126911","","","wish2_idle","","1","3","5152066",""
"66205","0.2","110311","","","joy_idle","","1","3","5152066",""
"66206","0.2","107811","0","1","cool_in_dere2","cool_talk_dere2","0","3","5152066",""
"66207","0.2","113511","","","wish_talk_joy_shy","","1","3","5152066",""
"66208","","2","","","","","","93","5152066",""
"66209","","4","","","1","","","32","5152066",""
"66210","","1","","","","","","93","5152066",""
"66211","","0.5","","","0","","","93","5152066",""
"66212","","66213","","","","","","101","5152066",""
"66213","","bgm_MC173B","","","bgm_MC173B","","","25","5152066",""
"66214","","0","","","0","","","22","5152066",""
"67001","1.5","1","0","-254","107511","-60","53","1","5152067","top_idle_normal"
"67002","","0.5","","","0","","","93","5152067",""
"67003","","67004","","","","","","101","5152067",""
"67004","0.2","107511","0","1","top_doya_in","top_doya_talk","0","3","5152067",""
"67005","","vo_rag","","","vo_rag_0101","0","0","21","5152067",""
"67006","80","107511","-92","1","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","1","10","11","5152067","0"
"67007","","3.7","","","1","","","93","5152067",""
"67008","","0","","","0","","0","102","5152067",""
"68001","1.5","1","0","-254","107511","-60","53","1","5152068","top_idle_normal"
"68002","","0.5","","","0","","","93","5152068",""
"68003","","68004","","","","","","101","5152068",""
"68004","0.2","107511","","","top_surprise3_loop","","1","3","5152068",""
"68005","","vo_rag","","","vo_rag_0102","0","0","21","5152068",""
"68006","80","107511","-92","1","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","1","10","11","5152068","0"
"68007","","3.6","","","1","","","93","5152068",""
"68008","","0","","","0","","0","102","5152068",""
"69001","1.5","1","0","-254","107611","-60","53","1","5152069","top_idle_normal"
"69002","","0.5","","","0","","","93","5152069",""
"69003","","69004","","","","","","101","5152069",""
"69004","0.2","107611","","","top_sad_talk","","1","3","5152069",""
"69005","","vo_rag","","","vo_rag_0201","0","0","21","5152069",""
"69006","80","107611","-92","1","ここで習った体操のことは、必ずや主さまにお伝えいたします","1","10","11","5152069","0"
"69007","","3.3","","","1","","","93","5152069",""
"69008","","0","","","0","","0","102","5152069",""
"70001","1.5","1","0","-254","107611","-60","53","1","5152070","top_idle_normal"
"70002","","0.5","","","0","","","93","5152070",""
"70003","","70004","","","","","","101","5152070",""
"70004","0.2","107611","","","top_wish_talk_normal","","1","3","5152070",""
"70005","","vo_rag","","","vo_rag_0202","0","0","21","5152070",""
"70006","80","107611","-92","1","押されたスタンプは努力の証。大切な宝物となることでしょう","1","10","11","5152070","0"
"70007","","3.3","","","1","","","93","5152070",""
"70008","","0","","","0","","0","102","5152070",""
"71001","1.5","1","0","-254","107811","-60","53","1","5152071","top_idle_normal"
"71002","","0.5","","","0","","","93","5152071",""
"71003","","71004","","","","","","101","5152071",""
"71004","0.2","107811","0","1","top_cool_in","top_cool_talk","0","3","5152071",""
"71005","","vo_rag","","","vo_rag_0301","0","0","21","5152071",""
"71006","80","107811","-92","1","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","1","10","11","5152071","0"
"71007","","3.8","","","1","","","93","5152071",""
"71008","","0","","","0","","0","102","5152071",""
"72001","1.5","1","0","-254","107811","-60","53","1","5152072","top_idle_normal"
"72002","","0.5","","","0","","","93","5152072",""
"72003","","72004","","","","","","101","5152072",""
"72004","0.2","107811","0.2","1","top_armcrossed_talk_shy","top_armcrossed_talk_nervous","0","3","5152072",""
"72005","","vo_rag","","","vo_rag_0302","0","0","21","5152072",""
"72006","80","107811","-92","1","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","1","10","11","5152072","0"
"72007","","3.2","","","1","","","93","5152072",""
"72008","","0","","","0","","0","102","5152072",""
"73001","1.5","1","0","-254","131911","-60","53","1","5152073","top_idle_normal"
"73002","","0.5","","","0","","","93","5152073",""
"73003","","73004","","","","","","101","5152073",""
"73004","0.2","131911","","","top_wish_talk_joy","","1","3","5152073",""
"73005","","vo_rag","","","vo_rag_0401","0","0","21","5152073",""
"73006","80","131911","-92","1","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","1","10","11","5152073","0"
"73007","","3.6","","","1","","","93","5152073",""
"73008","","0","","","0","","0","102","5152073",""
"74001","1.5","1","0","-254","131911","-60","53","1","5152074","top_idle_normal"
"74002","","0.5","","","0","","","93","5152074",""
"74003","","74004","","","","","","101","5152074",""
"74004","0.2","131911","0","","top_gutsB_talk","","1","3","5152074",""
"74005","","vo_rag","","","vo_rag_0402","0","0","21","5152074",""
"74006","80","131911","-92","1","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","1","10","11","5152074","0"
"74007","","3.6","","","1","","","93","5152074",""
"74008","","0","","","0","","0","102","5152074",""
"75001","1.9","1","0","-330","131911","-10","60","1","5152075","empty"
"75002","1.9","1","0","-330","1","-10","61","5","5152075","empty"
"75003","1.9","1","0","-315","132111","-192","58","1","5152075","empty"
"75004","1.9","1","0","-315","2","-192","59","5","5152075","empty"
"75005","1.9","4","0","-312","4","163","57","5","5152075","empty"
"75006","1.75","1","0","-165","107511","-132","54","1","5152075","empty"
"75007","1.75","1","0","-175","107811","-292","55","1","5152075","empty"
"75008","1.75","1","0","-190","107611","-452","56","1","5152075","empty"
"75009","1.75","1","1","-165","110311","105","51","1","5152075","empty"
"75010","1.75","1","1","-175","126911","265","52","1","5152075","empty"
"75011","1.75","1","1","-190","113511","425","53","1","5152075","empty"
"75012","1.9","5","0","-324","5","15","59","5","5152075","empty"
"75013","0","90","","1","90","0","0","31","5152075",""
"75014","","0","","","0","","","91","5152075",""
"75015","","0.6","","","0","","","93","5152075",""
"75016","","90","","","1","","","32","5152075",""
"75017","","0.1","","","0","","","93","5152075",""
"75018","0","131911","","","comp_victory_F_noFace","","0","3","5152075",""
"75019","0","1","","","comp_victory_F_emilia","","0","3","5152075",""
"75020","0","132111","","","comp_victory_F_noFace","","0","3","5152075",""
"75021","0","2","","","comp_victory_F_rem","","0","3","5152075",""
"75022","0","4","","","comp_victory_F","","0","3","5152075",""
"75023","0","107511","","","comp_victory_B","","0","3","5152075",""
"75024","0","107811","","","comp_victory_B","","0","3","5152075",""
"75025","0","107611","","","comp_victory_B_kokkoro","","0","3","5152075",""
"75026","0","110311","","","comp_victory_B","","0","3","5152075",""
"75027","0","126911","","","comp_victory_B","","0","3","5152075",""
"75028","0","113511","","","comp_victory_B","","0","3","5152075",""
"75029","0","5","0","1","pack_comp_vic_in","pack_comp_vic_idle","0","3","5152075",""
"75030","","4.5","","","0","","","93","5152075",""
"75031","","90","","","out","","","37","5152075",""
"75032","0.1","131911","0","0","1","1","1","6","5152075",""
"75033","0.1","1","0","0","1","1","1","6","5152075",""
"75034","0.1","132111","0","0","1","1","1","6","5152075",""
"75035","0.1","2","0","0","1","1","1","6","5152075",""
"75036","0.1","4","0","0","1","1","1","6","5152075",""
"75037","0.1","107511","0","0","1","1","1","6","5152075",""
"75038","0.1","107811","0","0","1","1","1","6","5152075",""
"75039","0.1","107611","0","0","1","1","1","6","5152075",""
"75040","0.1","110311","0","0","1","1","1","6","5152075",""
"75041","0.1","126911","0","0","1","1","1","6","5152075",""
"75042","0.1","113511","0","0","1","1","1","6","5152075",""
"75043","0.1","5","0","0","1","1","1","6","5152075",""
"75044","","1","","","0","","","93","5152075",""
