f63c5b07d43fa54b45e44ec128b2a3b4663205198e12081f538359329a4628b5,13828f3578162c4306203afadb7bd31008b8d2310e379547fff2597b6b54eb43,16fb6785eff41b82857e5a8dfd1c80e45bdfd475aad3214738c186220ccd60a1,c9e1ce749f9937f296341fc3bf77280a65e64a847c70d2ade43d806fb51f613e,3d61d1810a05195d00fa131a598ac261c1bb4aa9d6442aeded0ad3bf044df993,b344fb366c1412620528a9219af6dd37eb57b27f3bc3de11871359228a0246ec,64f445f47005774b0df479423f67b0130d000caf786a5c1a032f38c4f0723a61,a0e1b481aae2d0a5fe19257fd2444047ae1d694604c0bb10226b92933f8dcbf2,7093463cbedceaaefe8223056f60f333d178af2b12bff3c316034d0248dbd3df,29c2304d034d65a240aa090c2332e03ecf7766cccb6915e49fe70dac8c2bfdca,22ab0c028f660f652f7b8dc541c91b7f86ea721e7d6afce3a13b690454de1a8f,b5997a4d41f3d5b290c4331449184775fb84be52a289c8e4cb238cf143cf03b6,22724dd7c8dab7662eff70cba3baa7ee404cb9fc06c47d6e3100c9bff4324095
"ジオ・ゲヘナの戦い","20","","319","","2023-12-15 15:00:00","319","じおげへなのたたかい","-1","","","","1000"
"迎春ドリーマーズ！　新年、あけましてお隕石（メテオ）！？","20","","320","","2024-01-15 15:00:00","320","げいしゅんどりーまーずしんねんあけましておめてお","-1","","","","1000"
"メテオ・イン・ドリーム","20","","321","","2024-01-15 15:00:00","321","めておいんどりーむ","-1","","","","1000"
"ミライノユメ","20","","322","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-38-ep/1737858842?app=itunes","2024-01-15 15:00:00","322","みらいのゆめ","-1","A2004367403/","","","1500"
"初夢チャレンジ","20","","323","","2024-01-15 15:00:00","323","はつゆめちゃれんじ","-1","","","","1000"
"灼けつく世界の強敵","20","","324","","2024-01-15 15:00:00","324","やけつくせかいのきょうてき","-1","","","","1000"
"天才発明家の三女　フブキ","20","","325","","2024-01-15 15:00:00","325","てんさいはつめいかのさんじょふぶき","-1","","","","1000"
"受難体質の次女　ワカナ","20","","326","","2024-01-15 15:00:00","326","じゅなんたいしつのじじょわかな","-1","","","","1000"
"豪放磊落の長女　ヤマト","20","","327","","2024-01-15 15:00:00","327","ごうほうらいらくのちょうじょやまと","-1","","","","1000"
"ネフィ＝ネラ","20","","328","","2024-01-15 15:00:00","328","ねふぃねら","2205002","","","","1000"
"鏡映しの来訪者","20","","329","","2024-02-15 0:00:00","329","かがみうつしのらいほうしゃ","-1","","","","1000"
"もう一度。そして、もう二度と。","20","","330","","2024-02-15 0:00:00","330","もういちどそしてもうにどと","-1","","","","1000"
"赤い霧の精霊","20","","331","","2024-02-15 0:00:00","331","あかいきりのせいれい","-1","","","","1000"
"顕れる苦衷 アイラ＆シナツ","20","","332","","2024-02-15 0:00:00","332","あらわれるくちゅうあいらあんどしなつ","-1","","","","1000"
"Prayer","20","","333","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","2024-02-15 0:00:00","333","ぷれいやー","-1","A2004477541/","","","1500"
"アナザーウィッシュ・ログ","20","","334","","2024-02-15 0:00:00","334","あなざーうぃっしゅろぐ","-1","","","","1000"
"灼けつく世界をゆく","20","","335","","2024-02-15 0:00:00","335","やけつくせかいをゆく","-1","","","","1000"
"乱入！バンディ・シスターズ","20","","336","","2024-02-15 0:00:00","336","らんにゅうばんでぃしすたーず","-1","","","","1000"
"エリス","20","","337","","2024-02-15 0:00:00","337","えりす","2109008","","","","1000"
"真冬の真夏と聖なる学舎の異端児","20","","338","","2024-03-15 15:00:00","338","まふゆのまなつとせいなるがくしゃのりせえんぬ","-1","","","","1000"
"奈落の聖女トミヱ","20","","339","","2024-03-15 15:00:00","339","ならくのせいじょとみえ","-1","","","","1000"
"妄想サマーハレーション","20","","340","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","2024-03-15 15:00:00","340","もうそうさまーはれーしょん","-1","A2004477541/","","","1500"
"【LIVE】流れるプール　昼","20","","341","","2024-03-15 15:00:00","341","らいぶながれるぷーるひる","-1","","","","1000"
"【LIVE】流れるプール　夜","20","","342","","2024-03-15 15:00:00","342","らいぶながれるぷーるよる","-1","","","","1000"
"プリンセスナイトの力","20","","343","","2024-03-15 15:00:00","343","ぷりんせすないとのちから","-1","","","","1000"
"深奥なる領域へ至る","20","","344","","2024-03-15 15:00:00","344","しんおうなるりょういきへいたる","-1","","","","1000"
"紅焔の深域","20","","345","","2024-03-15 15:00:00","345","こうえんのしんいき","-1","","","","1000"
"蒼波の深域","20","","346","","2024-03-15 15:00:00","346","そうはのしんいき","-1","","","","1000"
"翠嵐の深域","20","","347","","2024-03-15 15:00:00","347","すいらんのしんいき","-1","","","","1000"
"珀天の深域","20","","348","","2024-03-15 15:00:00","348","はくてんのしんいき","-1","","","","1000"
"紫冥の深域","20","","349","","2024-03-15 15:00:00","349","しめいのしんいき","-1","","","","1000"
"クーリィ・フューリィ・ブートキャンプ　鬼教官と鞭と…飴？","20","","350","","2024-04-15 15:00:00","350","くーりぃふゅーりぃぶーときゃんぷおにきょうかんとむちとあめ","-1","","","","1000"
"剛雷獣・ライガホーン","20","","351","","2024-04-15 15:00:00","351","ごうらいじゅうらいがほーん","-1","","","","1000"
"Into The Trust","20","","352","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","2024-04-15 15:00:00","352","いんとぅざとらすと","-1","A2004615291/","","","1500"
"エリコとマコトの行軍（マーチ）A-Go-Go！","20","","353","","2024-04-15 15:00:00","353","えりことまことのまーちあごーごー","-1","","","","1000"
"新兵らよ、我に続け","20","","354","","2024-04-15 15:00:00","354","しんぺいらよわれにつづけ","-1","","","","1000"
"決闘の舞台へ","20","","355","","2024-04-15 15:00:00","355","けっとうのぶたいへ","-1","","","","1000"
"バトルスタジアム、開幕！","20","","356","","2024-04-15 15:00:00","356","ばとるすたじあむかいまく","-1","","","","1000"
"花咲く季節のサンセリテ","20","","357","","2024-05-15 15:00:00","357","はなさくきせつのさんせりて","-1","","","","1000"
"魔物植物・モベルベ","20","","358","","2024-05-15 15:00:00","358","まものしょくぶつもべるべ","-1","","","","1000"
"瞳に映るシルエット","20","","359","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","2024-05-15 15:00:00","359","ひとみにうつるしるえっと","-1","A2004615291/","","","1500"
"煉獄に鎮座せしもの","20","","360","","2024-05-15 15:00:00","360","れんごくにちんざせしもの","-1","","","","1000"
"グランドリーム・オンパレード　宝石兎と秘密の仲間たち","20","","361","","2024-06-15 15:00:00","361","ぐらんどりーむおんぱれーどかーばんくるとひみつのなかまたち","-1","","","","1000"
"捲土重来・ジーノ","20","","362","","2024-06-15 15:00:00","362","けんどちょうらいじーの","-1","","","","1000"
"ミラクル・ジュエル・パレード！","20","","363","","2024-06-15 15:00:00","363","みらくるじゅえるぱれーど","-1","","","","1500"
"グランドリームパークガイド","20","","364","","2024-06-15 15:00:00","364","ぐらんどりーむぱーくがいど","-1","","","","1000"
"あつまれイイコトクラブ！　ミソラの愉快な夏休み","20","","365","","2024-07-15 15:00:00","365","あつまれいいことくらぶみそらのゆかいななつやすみ","-1","","","","1000"
"真夏のバーサークスライム","20","","366","","2024-07-15 15:00:00","366","まなつのばーさーくすらいむ","-1","","","","1000"
"Ai-愛 逃避行★","20","","367","","2024-07-15 15:00:00","367","あいあいらんでぶー","-1","","","","1500"
"サマーフォトフィックス","20","","368","","2024-07-15 15:00:00","368","さまーふぉとふぃっくす","-1","","","","1000"
"幻惑の妖精　‐真夏の園で舞踊る影‐","20","","369","","2024-08-15 15:00:00","369","げんわくのようせいまなつのそのでおどるかげ","-1","","","","1000"
"カオス・ジェネレーター","20","","370","","2024-08-15 15:00:00","370","かおすじぇねれーたー","-1","","","","1000"
"Re:collection","20","","371","","2024-08-15 15:00:00","371","りこれくしょん","-1","","","","1500"
"水都のメモリエ","20","","372","","2024-08-15 15:00:00","372","すいとのめもりえ","-1","","","","1000"
"煉獄のリベリオン","20","","373","","2024-09-15 15:00:00","373","れんごくのりべりおん","2209006","","","","1000"
"煉獄のリベリオン　-六凶・魔蜘アラクネ-","20","","374","","2024-09-15 15:00:00","374","れんごくのりべりおんしっくすからみてぃまくあらくね","2209006","","","","1000"
"魔蜘のしもべとの戦い","20","","375","","2024-09-15 15:00:00","375","まくのしもべとのたたかい","2209006","","","","1000"
"惑いの盗賊三姉妹","20","","376","","2024-09-15 15:00:00","376","まどいのとうぞくさんしまい","2209006","","","","1000"
"革命の乙女との戦い","20","","377","","2024-09-15 15:00:00","377","かくめいのおとめとのたたかい","2209006","","","","1000"
"地底の獄に潜みし凶禍","20","","378","","2024-09-15 15:00:00","378","ちていのごくにひそみしきょうか","2209006","","","","1000"
"目覚めし六凶・魔蜘アラクネ","20","","379","","2024-09-15 15:00:00","379","めざめししっくすからみてぃまくあらくね","2209006","","","","1000"
"再臨せし姫装の氷竜","20","","380","","2024-09-15 15:00:00","380","さいりんせしきしょうのひょうりゅう","2209006","","","","1000"
"シェフィ","20","","381","","2024-09-15 15:00:00","381","しぇふぃ","2104010","","","","1000"
"フレイヤ","20","","382","","2024-09-15 15:00:00","382","ふれいや","2209006","","","","1000"
"アラクネ","20","","383","","2024-09-15 15:00:00","383","あらくね","2209006","","","","1000"
"顕れし魔蜘の真像","20","","384","","2024-09-15 15:00:00","384","あらわれしまくのしんぞう","2209006","","","","1000"
"ノゾミの一日店長記　こちらアルケス錬金堂","20","","385","","2024-10-15 15:00:00","385","のぞみのいちにちてんちょうきこちらあるけすれんきんどう","-1","","","","1000"
"ヴェノム・ヒュドラ","20","","386","","2024-10-15 15:00:00","386","ヴぇのむひゅどら","-1","","","","1000"
"Dance in the Fragrance","20","","387","","2024-10-15 15:00:00","387","だんすいんざふれぐらんす","-1","","","","1500"
"アルケス錬金堂　業務日誌","20","","388","","2024-10-15 15:00:00","388","あるけすれんきんどうぎょうむにっし","-1","","","","1000"
"アルケス錬金堂","20","","389","","2024-10-15 15:00:00","389","あるけすれんきんどう","-1","","","","1000"
"アルケス錬金堂（ケミカルVer.）","20","","390","","2024-10-15 15:00:00","390","あるけすれんきんどうけみかるばーじょん","-1","","","","1000"
"バンディット・リターンズ　炎国の無法姉妹","20","","391","","2024-11-15 15:00:00","391","ばんでぃっとりたーんず　えんごくのあうとろー","-1","","","","1000"
"ハイパー・ダッシュジョー","20","","392","","2024-11-15 15:00:00","392","はいぱーだっしゅじょー","-1","","","","1000"
"バンディ・ラウディ・ショータイム！！","20","","393","","2024-11-15 15:00:00","393","ばんでぃらうでぃしょーたいむ","-1","","","","1500"
"激突！破壊！イリーガルタンクウォー","20","","394","","2024-11-15 15:00:00","394","げきとつはかいいりーがるたんくうぉー","-1","","","","1000"
"いざ出撃！戦車バトル！","20","","395","","2024-11-15 15:00:00","395","いざしゅつげきせんしゃばとる","-1","","","","1000"
"レッツ！『究極錬成』！","20","","396","","2024-11-15 15:00:00","396","れっつおぷすまぐぬむ","-1","","","","1000"
"歴戦の難敵、此の地にて邂逅す","20","","397","","2024-11-15 15:00:00","397","れきせんのなんてきこのちにてかいこうす","-1","","","","1000"
"ラブ＆パニッシュメント　悪魔が届けるクリスマス","20","","398","","2024-12-15 15:00:00","398","らぶあんどぱにっしゅめんとあくまがとどけるくりすます","-1","","","","1000"
"ゴーストキッド・ベロリー","20","","399","","2024-12-15 15:00:00","399","ごーすときっどべろりー","-1","","","","1000"
"今宵、ヤドリギの下で","20","","400","","2024-12-15 15:00:00","400","こよいやどりぎのしたで","-1","","","","1500"
"朱火の深淵","20","","401","","2024-12-15 15:00:00","401","しゅかのしんえん","-1","","","","1000"
"轟流の深淵","20","","402","","2024-12-15 15:00:00","402","ごうりゅうのしんえん","-1","","","","1000"
"烈風の深淵","20","","403","","2024-12-15 15:00:00","403","れっぷうのしんえん","-1","","","","1000"
"燦爛の深淵","20","","404","","2024-12-15 15:00:00","404","さんらんのしんえん","-1","","","","1000"
"玄闇の深淵","20","","405","","2024-12-15 15:00:00","405","げんあんのしんえん","-1","","","","1000"
"深き伏魔の淵へ征く","20","","406","","2024-12-15 15:00:00","406","ふかきふくまのふちへゆく","-1","","","","1000"
"迎春ジオ・ゲヘナ　蛇乙女と双麗の剣士","20","","407","","2025-1-15 15:00:00","407","げいしゅんじおげへなめどぅーさとそうれいのけんし","-1","","","","1000"
"呪縛の大蛇・メドゥシアナ","20","","408","","2025-1-15 15:00:00","408","じゅばくのだいじゃめどぅしあな","-1","","","","1000"
"Tiny Twin Stars！！","20","","409","","2025-1-15 15:00:00","409","たいにーついんすたーず","-1","","","","1500"
"深閑たる永凍の冥界","20","","410","","2025-1-15 15:00:00","410","しんかんたるえいとうのめいかい","-1","","","","1000"
"ジオ・ニヴルヘルの戦い","20","","411","","2025-1-15 15:00:00","411","じおにヴるへるのたたかい","-1","","","","1000"
"静寂なる世界の強敵","20","","412","","2025-1-15 15:00:00","412","せいじゃくなるせかいのきょうてき","-1","","","","1000"
"ヴァイオレット","20","","413","","2025-1-15 15:00:00","413","ヴぁいおれっと","2210002","","","","1000"
"三魔姫属","20","","414","","2025-1-15 15:00:00","414","さんまきぞく","2210002","","","","1000"
"ダイブ・アストルム　七つの願いと創世の残響","20","","415","","2025-2-28 12:00:00","415","だいぶあすとるむななつのねがいとそうせいのざんきょう","-1","","","","1000"
"妖狐カムラヲ・始原","20","","416","","2025-2-28 12:00:00","416","ようこかむらをしげん","-1","","","","1000"
"アルファ・レガリアス","20","","417","","2025-2-28 12:00:00","417","あるふぁれがりあす","-1","","","","1000"
"Phosphorus","20","","418","","2025-2-28 12:00:00","418","フォスフォラス","-1","","","","1500"
"アストルム開発録","20","","419","","2025-2-28 12:00:00","419","あすとるむかいはつろく","-1","","","","1000"
"静寂なる世界をゆく","20","","420","","2025-2-28 12:00:00","420","せいじゃくなるせかいをゆく","-1","","","","1000"
"誓約女君","20","","421","","2025-2-28 12:00:00","421","れじーなげっしゅ","2002002","","","","1000"
"変貌大妃","20","","422","","2025-2-28 12:00:00","422","めたもるれぐなんと","2009005","","","","1000"
"迷宮女王","20","","423","","2025-2-28 12:00:00","423","くいーんらびりんす","2005006","","","","1000"
"覇瞳皇帝","20","","424","","2025-2-28 12:00:00","424","かいざーいんさいと","2005004","","","","1000"
"跳躍王","20","","425","","2025-2-28 12:00:00","425","きんぐりーぷ","2005003","","","","1000"
"嚮導老君","20","","426","","2025-2-28 12:00:00","426","ぐれーとがいだんす","2113007","","","","1000"
"つなぐもの","20","","427","","2025-2-28 12:00:00","427","つなぐもの","2013016","","","","1500"
"アンダンテ・ウィズ・ユー　祈りの双唱が響く時","20","","428","","2025-3-31 12:00:00","428","あんだんてうぃずゆーいのりのうたがひびくとき","-1","","","","1000"
"歪音の精霊","20","","429","","2025-3-31 12:00:00","429","ゆがみねのせいれい","-1","","","","1000"
"星詠みの祈り唄","20","","430","","2025-3-31 12:00:00","430","ほしよみのいのりうた","-1","","","","1500"
"コンサートポスター","20","","431","","2025-3-31 12:00:00","431","こんさーとぽすたー","-1","","","","1000"
"魔星獣決戦","20","","432","","2025-3-31 12:00:00","432","ませいじゅうけっせん","-1","","","","1000"
"超鋼乙女ギガンティックローチェ　～大出撃！ランドソル爆発4.1秒前～","20","","433","","2025-4-30 12:00:00","433","ちょうこうおとめぎがんてぃっくろーちぇだいしゅつげきらんどそるばくはつよんてんいちびょうまえ","-1","","","","1000"
"巨鋼機獣・改造ゲドン","20","","434","","2025-4-30 12:00:00","434","きょこうきじゅうかいぞうげどん","-1","","","","1000"
"AIだ！勇気だ！ギガンティックローチェ","20","","435","","2025-4-30 12:00:00","435","あいだゆうきだぎがんてぃっくろーちぇ","-1","","","","1500"
"なぜなにクローチェ","20","","436","","2025-4-30 12:00:00","436","なぜなにくろーちぇ","-1","","","","1000"
"結集！　アルケス＆トワイライト　闇医者と二人の錬金術師","20","","437","","2025-5-31 12:00:00","437","けっしゅうあるけすとわいらいとやみいしゃとふたりのれんきんじゅつし","-1","","","","1000"
"恋する錬僕・ホムンホムン","20","","438","","2025-5-31 12:00:00","438","こいするれんぼくほむんほむん","-1","","","","1000"
"レキメキ！","20","","439","","2025-5-31 12:00:00","439","れきめき","-1","","","","1500"
"レキメキ！ (off drama ver.)","20","","440","","2025-5-31 12:00:00","440","れきめきおふどらまばーじょん","-1","","","","1500"
"アルケミック・リプレイ","20","","441","","2025-5-31 12:00:00","441","あるけみっくりぷれい","-1","","","","1000"
"ド令嬢カノンの華麗なるおリベンジ　～ツンデレおピンクを添えて～","20","","442","","2025-6-30 12:00:00","442","どれいじょうかのんのかれいなるおりべんじつんでれおぴんくをそえて","-1","","","","1000"
"灼麗の剣奴 ゴブリンレディ","20","","443","","2025-6-30 12:00:00","443","しゃくれいのけんどごぶりんれでぃ","-1","","","","1000"
"Back×Back","20","","444","","2025-6-30 12:00:00","444","ばっくとぅーばっく","-1","","","","1500"
"ド令嬢更生チャレンジ","20","","445","","2025-6-30 12:00:00","445","どれいじょうこうせいちゃれんじ","-1","","","","1000"
"サマードリーム・リフレイン　水平線の彼方の旅路","20","","446","","2025-7-31 12:00:00","446","さまーどりーむりふれいんすいへいせんのかなたのみち","-1","","","","1000"
"エリスのシャドウ","20","","447","","2025-7-31 12:00:00","447","えりすのしゃどう","-1","","","","1000"
"しあわせのあじ","20","","448","","2025-7-31 12:00:00","448","しあわせのあじ","-1","","","","1500"
"Summer Anemos, Summer Qualia","20","","449","","2025-8-31 12:00:00","449","さまーあねもすさまーくおりあ","-1","","","","1000"
"ペンギャッチョ","20","","450","","2025-8-31 12:00:00","450","ぺんぎゃっちょ","-1","","","","1000"
"夏のひとひら","20","","451","","2025-8-31 12:00:00","451","なつのひとひら","-1","","","","1500"
"ニノン、オーオクを作る","20","","452","","2025-8-31 12:00:00","452","にのんおーおくをつくる","-1","","","","1000"
", And I Will 掴み取るこの手で","20","","453","","2025-9-30 12:00:00","453","えんどあいうぃるつかみとるこのてで","-1","","","","1000"
"覇瞳皇帝'","20","","454","","2025-9-30 12:00:00","454","かいざーいんさいとだっしゅ","-1","","","","1000"
"Resonate　～そしてまだ見ぬ明日へ～","20","","455","","2025-9-30 12:00:00","455","れぞねいとそしてまだみぬあしたへ","-1","","","","1500"
"複製世界メモリーズ（アイラの世界）","20","","456","","2025-9-30 12:00:00","456","こぴーせかいめもりーずあいらのせかい","-1","","","","1000"
"複製世界メモリーズ（シナツの世界）","20","","457","","2025-9-30 12:00:00","457","こぴーせかいめもりーずしなつのせかい","-1","","","","1000"
"幻境竜后","20","","458","","2025-9-30 12:00:00","458","ヴぃじょんずえんぷれす","2213099","","","","1000"
"アルシャト","20","","459","","2025-9-30 12:00:00","459","あるしゃと","2214002","","","","1000"
"Demon/Snow　起死回生ノ冥府旅情","20","","460","","2025-10-31 12:00:00","460","でもんすのうきしかいせいのめいふりょじょう","-1","","","","1000"
"双奏歌","20","","461","","2025-10-31 12:00:00","461","そうそうか","-1","","","","1500"
"煉獄の名探偵　すべてがＷ（ウェブ）になる","20","","462","","2025-11-30 12:00:00","462","れんごくのめいたんていすべてがうぇぶになる","-1","","","","1000"
"最大級のあいうぉんちゅ！","20","","463","","2025-11-30 12:00:00","463","さいだいきゅうのあいうぉんちゅ","-1","","","","1500"
"サイレント（ラスト）ナイト　ユイvsミソラのクリスマス大決戦","20","","464","","2025-12-31 12:00:00","464","さいれんとらすとないとゆいたいみそらのくりすますだいけっせん","-1","","","","1000"
"ヒメゴトWhisper","20","","465","","2025-12-31 12:00:00","465","ひめごとうぃすぱー","-1","","","","1500"
"嚮導幼君","20","","466","","2025-12-31 12:00:00","466","りとるがいだんす","2215003","","","","1000"
"Labyrinth -reboot　重なる黎明の標","20","","467","","2026-01-31 12:00:00","467","らびりんすりぶーとかさなるれいめいのしるべ","-1","","","","1000"
"It's My Turn！","20","","468","","2026-01-31 12:00:00","468","いっつまいたーん","-1","","","","1500"
"リーザ（強欲）","20","","469","","2026-01-31 12:00:00","469","りーざあヴぁりてぃあ","2214097","","","","1000"
"フレイヤ（憤怒）","20","","470","","2026-01-31 12:00:00","470","ふれいやいら","2215005","","","","1000"
"Grand Cru Royal　召しませ！ハートフルコース","20","","471","","2026-02-28 12:00:00","471","ぐらんくりゅろわいやるめしませはーとふるこーす","-1","","","","1000"
"ラストドラゴン・スレイヴ","20","","472","","2026-02-28 12:00:00","472","らすとどらごんすれいヴ","-1","","","","1000"
"六凶・獄蜂メリッサ","20","","473","","2026-02-28 12:00:00","473","しっくすからみてぃごくほうめりっさ","-1","","","","1000"
"Delicious Future","20","","474","","2026-02-28 12:00:00","474","でりしゃすふゅーちゃー","-1","","","","1500"
"福弾ける出張ビストロ","20","","475","","2026-02-28 12:00:00","475","ふくはじけるしゅっちょうびすとろ","-1","","","","1000"
"とびきりDear My Friends!","20","","478","","2026-02-28 12:00:00","478","とびきりでぃあまいふれんず","-1","","","","1500"
"ペコリーヌ（アストライア）","20","","479","","2026-02-28 12:00:00","479","ぺこりーぬあすとらいあ","-1","","","","1000"
"ペコリーヌのグラン・クリュ","20","","480","","2026-02-28 12:00:00","480","ぺこりーぬのぐらんくりゅ","-1","","","","1000"
"ライラエルのグラン・クリュ","20","","481","","2026-02-28 12:00:00","481","らいらえるのぐらんくりゅ","-1","","","","1000"
"ネフィ＝ネラのグラン・クリュ","20","","482","","2026-02-28 12:00:00","482","ねふぃねらのぐらんくりゅ","-1","","","","1000"
"ヴァイオレットのグラン・クリュ","20","","483","","2026-02-28 12:00:00","483","ヴぁいおれっとのぐらんくりゅ","-1","","","","1000"
"爆熱！ピーチクラッシュ・トーナメント　ワカナ＆シオリのHIP＆SPLASH","20","","484","","2026-03-31 12:00:00","484","ばくねつぴーちくらっしゅとーなめんとわかなあんどしおりのひっぷあんどすぷらっしゅ","-1","","","","1000"
"Shake Your Peach♡","20","","485","","2026-03-31 12:00:00","485","しぇいくゆあぴーち","-1","","","","1500"
"いざ、黎明の門を開く","20","","486","","2026-03-31 12:00:00","486","いざれいめいのもんをひらく","-1","","","","1000"
"万象渦巻く迷宮回廊","20","","487","","2026-03-31 12:00:00","487","ばんしょううずまくめいきゅうかいろう","-1","","","","1000"
"万流帰一のエンドポイント","20","","488","","2026-03-31 12:00:00","488","ばんりゅうきいつのえんどぽいんと","-1","","","","1000"
"Precious Journey（美食殿ver.）","20","","489","","2026-04-30 12:00:00","489","ぷれしゃすじゃーにーびしょくでんヴぁー","-1","","","","1500"
"Connecting Happy!!（4人ver.）","20","","490","","2026-04-30 12:00:00","490","こねくてぃんぐはっぴーよにんヴぁー","-1","","","","1500"
"VILLAINESS　回避せよ！キョウカのへんふし破滅エンド","20","","491","","2026-04-30 12:00:00","491","ヴぃらねすかいひせよきょうかのへんふしはめつえんど","-1","","","","1000"
"See-Through","20","","492","","2026-04-30 12:00:00","492","しーするー","-1","","","","1500"
"覇瞳天星","20","","493","","2026-04-30 12:00:00","493","はどうてんせい","-1","","","","1000"
"奈落より出でし災禍","20","","494","","2026-05-31 12:00:00","494","ならくよりいでしさいか","-1","","","","1000"
"勇往なる戦陣にて魔を討たん","20","","495","","2026-05-31 12:00:00","495","ゆうおうなるせんじんにてまをうたん","-1","","","","1000"
"明日を勝ち取る最前線","20","","496","","2026-05-31 12:00:00","496","あすをかちとるさいぜんせん","-1","","","","1000"
"Re:birth maiden　‐再誕の乙女たち‐","20","","497","","2026-06-30 12:00:00","497","りばーすめいでんさいたんのおとめたち","-1","","","","1000"
"ウォーロック局長 ヤトガミ","20","","498","","2026-06-30 12:00:00","498","うぉーろっくきょくちょうやとがみ","-1","","","","1000"
"明け白むReRe","20","","499","","2026-06-30 12:00:00","499","あけしらむりり","-1","","","","1500"
"幻境竜后（第二形態）","20","","500","","2026-06-30 12:00:00","500","ヴぃじょんずえんぷれすだいにけいたい","2217001","","","","1000"
"シェフィ（ヴァードラッヘ）","20","","501","","2026-06-30 12:00:00","501","しぇふぃヴぁーどらっへ","2217003","","","","1000"
