5d4c3bee8463ee84b9168c24f7305a8ab0bec1ad498cc585b00c0eb43bca5b0c,f5513770000ca67d0e78d6599b9476e704877c141a44fd07f2766906782f3245,5abd925917fd47bcc37b2f8bdaf71f88a0a6403a8af720cffc2de9c6fbe4d749,ccc5b757e9cc78e38ef20345d3fd8f31a00c1b0d03979d30c4fe47abad854b82,e49a5b03b00efc0b2b1d7f585c683cc20553002c51947566006664d1367be752,7333e7bcb416e624119d2d660b4702bcf9a1f645a54232f31f25b1e3864225d4,6f3b626bdb05233b9dd843586fbcb1b2e86e1d8fc7085a05703df7110748dcb5,b03ef757a8378e7889843c288a0dbbae023765b1871de17e594837c9579e2819,16b17cdcbc7ae7cc2e8925c162ff96bd0d7e8d629521aacb0da96232e69b2439,b3fddf3cca45a7682c9f6b024b05ab8e0534f63df6f71d7baea0fa7e27222b9a,3706a80d0d906808c3a4c7e88745c9c683b81bd2c53607c06c583b19a3097204
"118511","1","empty","90103","1","-34","1","52","0","1901030005","0"
"900000","5","empty","90103","1","-34","900000","54","0","1901030006","0"
"1","6","","90103","0","1","105811","1","1","1901030007","0"
"1","6","","90103","0","1","105911","1","1","1901030008","0"
"1","6","","90103","0","1","106011","1","1","1901030009","0"
"1","6","","90103","0","1","106411","1","1","1901030010","0"
"1","6","","90103","0","1","118511","1","1","1901030011","0"
"0","2","","90103","0","1","105811","-34","0","1901030012","0"
"0","2","","90103","0","1","105911","-34","0","1901030013","0"
"0","2","","90103","0","1","106011","-34","0","1901030014","0"
"0","2","","90103","0","1","106411","-34","0","1901030015","0"
"901001","31","","90103","1","1","901001","-300","0","1901030016",""
"900002","31","","90103","0","1","900002","0","0","1901030017",""
"900003","31","","90103","0","1","900003","0","0","1901030018",""
"900007","31","","90103","0","1","900007","0","0","1901030019",""
"900008","31","","90103","0","1","900008","0","0","1901030020",""
"0","91","","90103","","","0","","","1901030021",""
"treasure_peko","3","","90103","0","","105811","1","","1901030022",""
"treasure_kokkoro","3","","90103","0","","105911","1","","1901030023",""
"treasure_kyaru","3","","90103","0","","106011","1","","1901030024",""
"treasure_shefy","3","","90103","0","","106411","1","","1901030025",""
"treasure_karin_rare","3","","90103","0","","118511","0","","1901030026",""
"treasure_karin_rare","3","","90103","0","","900000","0","","1901030027",""
"1","32","","90103","","","900007","","","1901030028",""
"1","32","","90103","","","900008","","","1901030029",""
"0","93","","90103","","","0.4","","","1901030030",""
"0","140","","90103","","","7","0","","1901030031",""
"0","93","","90103","","","2.2","","","1901030032",""
"vo_caravan_118501_appraise_001","21","","90103","","","vo_caravan","0","0","1901030033",""
"0","93","","90103","","","2.7","","","1901030034",""
"","101","","90103","","","1901030037","","","1901030035",""
"0","32","","90103","","","900007","","","1901030036",""
"","113","","90103","0.1","0","2","1","1","1901030037","0"
"0","93","","90103","","","0.2","","","1901030038",""
"1","32","","90103","","","900003","","","1901030039",""
"0","93","","90103","","","0.2","","","1901030040",""
"0","32","","90103","","","901001","","","1901030041",""
"0","32","","90103","","","900007","","","1901030042",""
"0","32","","90103","","","900008","","","1901030043",""
"1","6","","90103","0","0","105811","1","1","1901030044","0"
"1","6","","90103","0","0","105911","1","1","1901030045","0"
"1","6","","90103","0","0","106011","1","1","1901030046","0"
"1","6","","90103","0","0","106411","1","1","1901030047","0"
"1","6","","90103","0","0","118511","1","1","1901030048","0"
"1","6","","90103","0","0","900000","1","1","1901030049","0"
"0","93","","90103","","","0.1","","","1901030050",""
"105811","1","empty","90201","1","-34","1","62","0","1902010001","0"
"105911","1","empty","90201","1","-34","1","66","0","1902010002","0"
"106011","1","empty","90201","1","-34","1","64","0","1902010003","0"
"106411","1","empty","90201","1","-34","1","65","0","1902010004","0"
"100","5","idle","90201","0.4","-266","100","58","-1085","1902010005","1"
"110","5","idle","90201","0.4","-266","110","56","-1085","1902010006","1"
"118511","1","empty","90201","1","-34","1","52","0","1902010007","0"
"11","5","empty","90201","0.64","-300","14","62","-800","1902010008","0"
"12","5","empty","90201","0.64","-300","15","64","-1120","1902010009","0"
"13","5","empty","90201","0.64","-320","16","66","-970","1902010010","0"
"200","5","empty","90201","0.75","-250","200","58","-1120","1902010011","1"
"0","31","","90201","0","1","901000","-300","0","1902010012",""
"10","31","","90201","0","1","900001","0","0","1902010013",""
"11","31","","90201","0","1","900002","0","0","1902010014",""
"12","31","","90201","0","1","900004","-1085","-266","1902010015",""
"13","31","","90201","0","1","900005","0","0","1902010016",""
"18","31","","90201","0","1","900011","-600","0","1902010017",""
"17","31","","90201","0","1","900009","0","-34","1902010018",""
"912001","31","","90201","0","1","912001","0","0","1902010019",""
"0","91","","90201","","","0","","","1902010020",""
"1","32","","90201","","","10","","","1902010021",""
"0","93","","90201","","","0.7","","","1902010022",""
"1","32","","90201","","","0","","","1902010023",""
"1","32","","90201","","","17","","","1902010024",""
"checkpoint_karin_idle","3","","90201","0","","118511","1","","1902010025",""
"","26","","90201","","","0.5","","","1902010026",""
"se_caravan_goal_amb","23","","90201","","","se_caravan","0","","1902010027",""
"se_caravan_goal_onigiri","23","","90201","","","se_caravan","0","","1902010028",""
"0","93","","90201","","","0.5","","","1902010029",""
"run_checkpoint","3","","90201","0","1","100","0","idle","1902010030","0"
"run_checkpoint","3","","90201","0","1","110","0","idle","1902010031","0"
"1","32","","90201","","","12","","","1902010032",""
"67","2","","90201","","11","100","-276","2.5","1902010033",""
"67","2","","90201","","11","110","-276","2.5","1902010034",""
"67","33","","90201","","11","12","-276","2.5","1902010035",""
"0","93","","90201","","","2","","","1902010036",""
"se_caravan_goal_chara_appear","23","","90201","","","se_caravan","0","","1902010037",""
"checkpoint_peko_in","3","","90201","0","1","105811","0","checkpoint_peko_loop","1902010038","0"
"checkpoint_kokkoro_in","3","","90201","0","1","105911","0","checkpoint_kokkoro_loop","1902010039","0"
"checkpoint_kyaru_in","3","","90201","0","1","106011","0","checkpoint_kyaru_loop","1902010040","0"
"checkpoint_shefy_in","3","","90201","0","1","106411","0","checkpoint_shefy_loop","1902010041","0"
"0","140","","90201","","","6","0","","1902010042",""
"0","93","","90201","","","1.6","","","1902010043",""
"se_caravan_goal_arrival","23","","90201","","","se_caravan","0","","1902010044",""
"1","32","","90201","","","13","","","1902010045",""
"checkpoint_karin_clap","3","","90201","0.2","","118511","1","","1902010046",""
"0","93","","90201","","","2.6","","","1902010047",""
"-600","33","","90201","","3","11","0","1","1902010048",""
"0","121","","90201","3","1","600","1","1","1902010049",""
"se_caravan_goal_bandy_appear","23","","90201","","","se_caravan","0","","1902010050",""
"run_gakkari","3","","90201","","","11","0","","1902010051",""
"run_gakkari","3","","90201","","","12","0","","1902010052",""
"run_gakkari","3","","90201","","","13","0","","1902010053",""
"run_gakkari","3","","90201","","1","200","0","idle","1902010054","0.1"
"1","32","","90201","","","912001","","","1902010055",""
"0","93","","90201","","","0.4","","","1902010056",""
"checkpoint_peko_loop_r","3","","90201","0.1","","105811","1","","1902010057",""
"checkpoint_kokkoro_loop_r","3","","90201","0.1","","105911","1","","1902010058",""
"checkpoint_kyaru_loop_r","3","","90201","0.1","","106011","1","","1902010059",""
"checkpoint_shefy_loop_r","3","","90201","0.1","","106411","1","","1902010060",""
"0","140","","90201","","","61","0","","1902010061",""
"0","93","","90201","","","0.1","","","1902010062",""
"1","32","","90201","","","18","","","1902010063",""
"0","93","","90201","","","3.7","","","1902010064",""
"","101","","90201","","","1902010066","","","1902010065",""
"bgm_MC043","25","","90201","","","bgm_MC043","","","1902010066",""
"0","32","","90201","","","12","","","1902010067",""
"0","32","","90201","","","912001","","","1902010068",""
"","113","","90201","","","1","","","1902010069",""
"0","93","","90201","","","0.3","","","1902010070",""
"1","32","","90201","","","11","","","1902010071",""
"0","93","","90201","","","0.4","","","1902010072",""
"0","32","","90201","","","0","","","1902010073",""
"0","32","","90201","","","13","","","1902010074",""
"0","32","","90201","","","18","","","1902010075",""
"0","32","","90201","","","17","","","1902010076",""
"1","6","","90201","0","0","105811","1","1","1902010077","0"
"1","6","","90201","0","0","105911","1","1","1902010078","0"
"1","6","","90201","0","0","106011","1","1","1902010079","0"
"1","6","","90201","0","0","106411","1","1","1902010080","0"
"1","6","","90201","0","0","100","1","1","1902010081","0"
"1","6","","90201","0","0","110","1","1","1902010082","0"
"1","6","","90201","0","0","118511","1","1","1902010083","0"
"1","6","","90201","0","0","11","1","1","1902010084","0"
"1","6","","90201","0","0","12","1","1","1902010085","0"
"1","6","","90201","0","0","13","1","1","1902010086","0"
"1","6","","90201","0","0","200","1","1","1902010087","0"
"0","121","","90201","3","0","0","1","1","1902010088",""
"0","33","","90201","","0","11","0","0","1902010089",""
"","91","","90201","","","0","","","1902010090",""
"105811","1","empty","90301","1","-50","1","62","-1250","1903010001","0"
"105911","1","empty","90301","1","-70","1","66","-1390","1903010002","0"
"106011","1","empty","90301","1","-50","1","64","-1520","1903010003","0"
"106411","1","empty","90301","1","-70","1","64","-1660","1903010004","0"
"100","5","idle","90301","0.4","-266","100","58","-1085","1903010005","1"
"110","5","idle","90301","0.4","-266","110","56","-1085","1903010006","1"
"11","5","empty","90301","0.64","-330","14","64","285","1903010007","0"
"12","5","empty","90301","0.64","-330","15","66","570","1903010008","0"
"13","5","empty","90301","0.64","-300","16","62","425","1903010009","0"
"200","5","empty","90301","0.75","-250","200","58","570","1903010010","0"
"0","31","","90301","0","1","901000","-300","0","1903010011",""
"10","31","","90301","0","1","900001","0","0","1903010012",""
"11","31","","90301","0","1","900002","0","0","1903010013",""
"912000","31","","90301","0","1","912000","430","0","1903010014",""
"20021","31","","90301","0","1","912002","-1250","-50","1903010015",""
"20022","31","","90301","0","1","912002","-1390","-70","1903010016",""
"20023","31","","90301","0","1","912002","-1520","-50","1903010017",""
"20024","31","","90301","0","1","912002","-1660","-70","1903010018",""
"19","31","","90301","0","1","900012","0","0","1903010019",""
"0","91","","90301","","","0","","","1903010020",""
"1","32","","90301","","","10","","","1903010021",""
"0","93","","90301","","","0.7","","","1903010022",""
"1","32","","90301","","","0","","","1903010023",""
"doya_wait","3","","90301","","","11","1","","1903010024",""
"doya_wait","3","","90301","","","12","1","","1903010025",""
"doya_wait","3","","90301","","","13","1","","1903010026",""
"idle","3","","90301","","","200","1","","1903010027",""
"1","32","","90301","","","912000","","","1903010028",""
"","26","","90301","","","0.5","","","1903010029",""
"se_caravan_goal_amb","23","","90301","","","se_caravan","0","","1903010030",""
"se_caravan_goal_onigiri_bishoku_appear","23","","90301","","","se_caravan","0","","1903010031",""
"run","3","","90301","","","105811","1","","1903010032",""
"run","3","","90301","","","105911","1","","1903010033",""
"run","3","","90301","","","106011","1","","1903010034",""
"run","3","","90301","","","106411","1","","1903010035",""
"run_checkpoint","3","","90301","0","1","100","0","idle","1903010036","0"
"run_checkpoint","3","","90301","0","1","110","0","idle","1903010037","0"
"-150","2","","90301","","11","105811","-50","2.5","1903010038",""
"-290","2","","90301","","11","105911","-70","2.5","1903010039",""
"-420","2","","90301","","11","106011","-50","2.5","1903010040",""
"-560","2","","90301","","11","106411","-70","2.5","1903010041",""
"1","32","","90301","","","20021","","","1903010042",""
"1","32","","90301","","","20022","","","1903010043",""
"1","32","","90301","","","20023","","","1903010044",""
"1","32","","90301","","","20024","","","1903010045",""
"-150","33","","90301","","11","20021","-50","2.5","1903010046",""
"-290","33","","90301","","11","20022","-70","2.5","1903010047",""
"-420","33","","90301","","11","20023","-50","2.5","1903010048",""
"-560","33","","90301","","11","20024","-70","2.5","1903010049",""
"-100","2","","90301","","11","100","-276","2.5","1903010050",""
"-100","2","","90301","","11","110","-276","2.5","1903010051",""
"0","93","","90301","","","2.1","","","1903010052",""
"0","140","","90301","","","62","0","","1903010053",""
"1","32","","90301","","","19","","","1903010054",""
"0","93","","90301","","","0.4","","","1903010055",""
"gakkari","3","","90301","0.3","","105811","0","","1903010056",""
"gakkari","3","","90301","0.3","","105911","0","","1903010057",""
"gakkari","3","","90301","0.3","","106011","0","","1903010058",""
"gakkari","3","","90301","0.3","","106411","0","","1903010059",""
"0","93","","90301","","","0.9","","","1903010060",""
"doya_loop_in","3","","90301","0.1","1","11","0","doya_loop","1903010061",""
"doya_loop_in","3","","90301","0.1","1","12","0","doya_loop","1903010062",""
"doya_loop_in","3","","90301","0.1","1","13","0","doya_loop","1903010063",""
"0","93","","90301","","","2.9","","","1903010064",""
"","101","","90301","","","1903010066","","","1903010065",""
"bgm_MC043","25","","90301","","","bgm_MC043","","","1903010066",""
"0","32","","90301","","","20021","","","1903010067",""
"0","32","","90301","","","20022","","","1903010068",""
"0","32","","90301","","","20023","","","1903010069",""
"0","32","","90301","","","20024","","","1903010070",""
"","113","","90301","","","1","","","1903010071",""
"0","93","","90301","","","0.3","","","1903010072",""
"1","32","","90301","","","11","","","1903010073",""
"0","93","","90301","","","0.4","","","1903010074",""
"0","32","","90301","","","19","","","1903010075",""
"0","32","","90301","","","0","","","1903010076",""
"0","32","","90301","","","912000","","","1903010077",""
"1","6","","90301","0","0","105811","1","1","1903010078","0"
"1","6","","90301","0","0","105911","1","1","1903010079","0"
"1","6","","90301","0","0","106011","1","1","1903010080","0"
"1","6","","90301","0","0","106411","1","1","1903010081","0"
"1","6","","90301","0","0","100","1","1","1903010082","0"
"1","6","","90301","0","0","110","1","1","1903010083","0"
"1","6","","90301","0","0","11","1","1","1903010084","0"
"1","6","","90301","0","0","12","1","1","1903010085","0"
"1","6","","90301","0","0","13","1","1","1903010086","0"
"1","6","","90301","0","0","200","1","1","1903010087","0"
"","91","","90301","","","0","","","1903010088",""
"105811","1","empty","90401","1","-34","1","62","0","1904010001","0"
"105911","1","empty","90401","1","-34","1","66","0","1904010002","0"
"106011","1","empty","90401","1","-34","1","64","0","1904010003","0"
"106411","1","empty","90401","1","-34","1","65","0","1904010004","0"
"118511","1","empty","90401","1","-34","1","52","0","1904010005","0"
"100","5","idle","90401","0.4","-266","100","58","-1085","1904010006","1"
"110","5","idle","90401","0.4","-266","110","56","-1085","1904010007","1"
"40","31","","90401","0","1","904000","0","0","1904010008",""
"41","31","","90401","0","1","904001","0","0","1904010009",""
"42","31","","90401","0","1","904002","0","0","1904010010",""
"0","31","","90401","0","1","901000","-300","0","1904010011",""
"1","31","","90401","0","1","900002","0","0","1904010012",""
"2","31","","90401","0","1","900002","0","0","1904010013",""
"3","31","","90401","0","1","900002","0","0","1904010014",""
"4","31","","90401","0","1","900004","-1085","-266","1904010015",""
"5","31","","90401","0","1","900005","0","0","1904010016",""
"9","31","","90401","0","1","900009","0","-34","1904010017",""
"0","91","","90401","","","0","","","1904010018",""
"1","32","","90401","","","1","","","1904010019",""
"0","93","","90401","","","0.4","","","1904010020",""
"1","32","","90401","","","40","","","1904010021",""
"1","32","","90401","","","41","","","1904010022",""
"1","32","","90401","","","42","","","1904010023",""
"se_caravan_section_skip","23","","90401","","","se_caravan","0","","1904010024",""
"vo_caravan_onigiriskip","21","","90401","","","vo_caravan","0","","1904010025",""
"240","2","","90401","","11","100","-266","0","1904010026",""
"240","2","","90401","","11","110","-266","0","1904010027",""
"skip","3","","90401","","","100","1","","1904010028",""
"skip","3","","90401","","","110","1","","1904010029",""
"0","93","","90401","","","2.2","","","1904010030",""
"1","32","","90401","","","2","","","1904010031",""
"0","93","","90401","","","0.4","","","1904010032",""
"0","32","","90401","","","40","","","1904010033",""
"0","32","","90401","","","41","","","1904010034",""
"0","32","","90401","","","42","","","1904010035",""
"-1085","2","","90401","","11","100","-266","0","1904010036",""
"-1085","2","","90401","","11","110","-266","0","1904010037",""
"1","32","","90401","","","0","","","1904010038",""
"1","32","","90401","","","9","","","1904010039",""
"checkpoint_karin_idle","3","","90401","0","","118511","1","","1904010040",""
"","26","","90401","","","0.5","","","1904010041",""
"se_caravan_goal_amb","23","","90401","","","se_caravan","0","","1904010042",""
"0","93","","90401","","","0.9","","","1904010043",""
"se_caravan_goal_onigiri","23","","90401","","","se_caravan","0","","1904010044",""
"0","93","","90401","","","0.5","","","1904010045",""
"run_checkpoint","3","","90401","0","1","100","0","idle","1904010046","0"
"run_checkpoint","3","","90401","0","1","110","0","idle","1904010047","0"
"1","32","","90401","","","4","","","1904010048",""
"67","2","","90401","","11","100","-276","2.5","1904010049",""
"67","2","","90401","","11","110","-276","2.5","1904010050",""
"67","33","","90401","","11","4","-276","2.5","1904010051",""
"0","93","","90401","","","2","","","1904010052",""
"se_caravan_goal_chara_appear","23","","90401","","","se_caravan","0","","1904010053",""
"checkpoint_peko_in","3","","90401","0","1","105811","0","checkpoint_peko_loop","1904010054","0"
"checkpoint_kokkoro_in","3","","90401","0","1","105911","0","checkpoint_kokkoro_loop","1904010055","0"
"checkpoint_kyaru_in","3","","90401","0","1","106011","0","checkpoint_kyaru_loop","1904010056","0"
"checkpoint_shefy_in","3","","90401","0","1","106411","0","checkpoint_shefy_loop","1904010057","0"
"0","140","","90401","","","6","0","","1904010058",""
"0","93","","90401","","","1.6","","","1904010059",""
"se_caravan_goal_arrival","23","","90401","","","se_caravan","0","","1904010060",""
"1","32","","90401","","","5","","","1904010061",""
"checkpoint_karin_clap","3","","90401","0.2","","118511","1","","1904010062",""
"0","93","","90401","","","3","","","1904010063",""
"","101","","90401","","","1904010065","","","1904010064",""
"bgm_MC043","25","","90401","","","bgm_MC043","","","1904010065",""
"0","32","","90401","","","4","","","1904010066",""
"","113","","90401","","","1","","","1904010067",""
"0","93","","90401","","","0.3","","","1904010068",""
"1","32","","90401","","","3","","","1904010069",""
"0","93","","90401","","","0.4","","","1904010070",""
"1","6","","90401","0","0","100","1","1","1904010071","0"
"1","6","","90401","0","0","110","1","1","1904010072","0"
"0","32","","90401","","","0","","","1904010073",""
"0","32","","90401","","","5","","","1904010074",""
"0","32","","90401","","","9","","","1904010075",""
"1","6","","90401","0","0","105811","1","1","1904010076","0"
"1","6","","90401","0","0","105911","1","1","1904010077","0"
"1","6","","90401","0","0","106011","1","1","1904010078","0"
"1","6","","90401","0","0","106411","1","1","1904010079","0"
"1","6","","90401","0","0","118511","1","1","1904010080","0"
"","91","","90401","","","0","","","1904010081",""
"105811","1","empty","91101","1","-34","1","62","0","1911010001","0"
"105911","1","empty","91101","1","-34","1","66","0","1911010002","0"
"106011","1","empty","91101","1","-34","1","64","0","1911010003","0"
"106411","1","empty","91101","1","-34","1","65","0","1911010004","0"
"118511","1","empty","91101","1","-34","1","52","0","1911010005","0"
"100","5","idle","91101","0.4","-266","100","58","-1085","1911010006","1"
"110","5","idle","91101","0.4","-266","110","56","-1085","1911010007","1"
"0","31","","91101","0","1","911000","-300","0","1911010008",""
"1","31","","91101","0","1","900001","0","0","1911010009",""
"2","31","","91101","0","1","900002","0","0","1911010010",""
"4","31","","91101","0","1","900004","-1085","-266","1911010011",""
"5","31","","91101","0","1","900005","0","0","1911010012",""
"9","31","","91101","0","1","900009","0","-34","1911010013",""
"0","91","","91101","","","0","","","1911010014",""
"1","32","","91101","","","1","","","1911010015",""
"0","93","","91101","","","0.7","","","1911010016",""
"1","32","","91101","","","0","","","1911010017",""
"1","32","","91101","","","9","","","1911010018",""
"checkpoint_karin_idle","3","","91101","0","","118511","1","","1911010019",""
"","26","","91101","","","0.5","","","1911010020",""
"se_caravan_goal_amb_gehena","23","","91101","","","se_caravan","0","","1911010021",""
"0","93","","91101","","","0.9","","","1911010022",""
"se_caravan_goal_onigiri","23","","91101","","","se_caravan","0","","1911010023",""
"0","93","","91101","","","0.5","","","1911010024",""
"run_checkpoint","3","","91101","0","1","100","0","idle","1911010025","0"
"run_checkpoint","3","","91101","0","1","110","0","idle","1911010026","0"
"1","32","","91101","","","4","","","1911010027",""
"67","2","","91101","","11","100","-276","2.5","1911010028",""
"67","2","","91101","","11","110","-276","2.5","1911010029",""
"67","33","","91101","","11","4","-276","2.5","1911010030",""
"0","93","","91101","","","2","","","1911010031",""
"se_caravan_goal_chara_appear","23","","91101","","","se_caravan","0","","1911010032",""
"checkpoint_peko_in","3","","91101","0","1","105811","0","checkpoint_peko_loop","1911010033","0"
"checkpoint_kokkoro_in","3","","91101","0","1","105911","0","checkpoint_kokkoro_loop","1911010034","0"
"checkpoint_kyaru_in","3","","91101","0","1","106011","0","checkpoint_kyaru_loop","1911010035","0"
"checkpoint_shefy_in","3","","91101","0","1","106411","0","checkpoint_shefy_loop","1911010036","0"
"0","140","","91101","","","6","0","","1911010037",""
"0","93","","91101","","","1.6","","","1911010038",""
"se_caravan_goal_arrival_gehenna","23","","91101","","","se_caravan","0","","1911010039",""
"1","32","","91101","","","5","","","1911010040",""
"checkpoint_karin_clap","3","","91101","0.2","","118511","1","","1911010041",""
"0","93","","91101","","","3","","","1911010042",""
"","101","","91101","","","1911010044","","","1911010043",""
"bgm_MC103","25","","91101","","","bgm_MC103","","","1911010044",""
"0","32","","91101","","","4","","","1911010045",""
"","113","","91101","","","1","","","1911010046",""
"0","93","","91101","","","0.3","","","1911010047",""
"1","32","","91101","","","2","","","1911010048",""
"0","93","","91101","","","0.4","","","1911010049",""
"1","6","","91101","0","0","100","1","1","1911010050","0"
"1","6","","91101","0","0","110","1","1","1911010051","0"
"0","32","","91101","","","0","","","1911010052",""
"0","32","","91101","","","5","","","1911010053",""
"0","32","","91101","","","9","","","1911010054",""
"1","6","","91101","0","0","105811","1","1","1911010055","0"
"1","6","","91101","0","0","105911","1","1","1911010056","0"
"1","6","","91101","0","0","106011","1","1","1911010057","0"
"1","6","","91101","0","0","106411","1","1","1911010058","0"
"1","6","","91101","0","0","118511","1","1","1911010059","0"
"","91","","91101","","","0","","","1911010060",""
"105811","1","empty","91102","1","-34","1","62","0","1911020001","0"
"105911","1","empty","91102","1","-34","1","66","0","1911020002","0"
"106011","1","empty","91102","1","-34","1","64","0","1911020003","0"
"106411","1","empty","91102","1","-34","1","64","0","1911020004","0"
"118511","1","empty","91102","1","-34","1","52","0","1911020005","0"
"900000","5","empty","91102","1","-34","900000","54","0","1911020006","0"
"1","6","","91102","0","1","105811","1","1","1911020007","0"
"1","6","","91102","0","1","105911","1","1","1911020008","0"
"1","6","","91102","0","1","106011","1","1","1911020009","0"
"1","6","","91102","0","1","106411","1","1","1911020010","0"
"1","6","","91102","0","1","118511","1","1","1911020011","0"
"0","2","","91102","0","1","105811","-34","0","1911020012","0"
"0","2","","91102","0","1","105911","-34","0","1911020013","0"
"0","2","","91102","0","1","106011","-34","0","1911020014","0"
"0","2","","91102","0","1","106411","-34","0","1911020015","0"
"911001","31","","91102","1","1","911001","-300","0","1911020016",""
"900002","31","","91102","0","1","900002","0","0","1911020017",""
"900003","31","","91102","0","1","900003","0","0","1911020018",""
"900006","31","","91102","0","1","900006","0","0","1911020019",""
"900008","31","","91102","0","1","900008","0","0","1911020020",""
"0","91","","91102","","","0","","","1911020021",""
"treasure_peko","3","","91102","0","","105811","1","","1911020022",""
"treasure_kokkoro","3","","91102","0","","105911","1","","1911020023",""
"treasure_kyaru","3","","91102","0","","106011","1","","1911020024",""
"treasure_shefy","3","","91102","0","","106411","1","","1911020025",""
"treasure_karin_normal","3","","91102","0","","118511","0","","1911020026",""
"treasure_karin_normal","3","","91102","0","","900000","0","","1911020027",""
"1","32","","91102","","","900006","","","1911020028",""
"1","32","","91102","","","900008","","","1911020029",""
"0","93","","91102","","","0.4","","","1911020030",""
"0","140","","91102","","","7","0","","1911020031",""
"0","93","","91102","","","3.9","","","1911020032",""
"","101","","91102","","","1911020035","","","1911020033",""
"0","32","","91102","","","900006","","","1911020034",""
"","113","","91102","0.1","0","2","1","1","1911020035","0"
"0","93","","91102","","","0.2","","","1911020036",""
"1","32","","91102","","","900003","","","1911020037",""
"0","93","","91102","","","0.2","","","1911020038",""
"0","32","","91102","","","911001","","","1911020039",""
"0","32","","91102","","","900006","","","1911020040",""
"1","6","","91102","0","0","105811","1","1","1911020041","0"
"1","6","","91102","0","0","105911","1","1","1911020042","0"
"1","6","","91102","0","0","106011","1","1","1911020043","0"
"1","6","","91102","0","0","106411","1","1","1911020044","0"
"1","6","","91102","0","0","118511","1","1","1911020045","0"
"1","6","","91102","0","0","900000","1","1","1911020046","0"
"0","93","","91102","","","0.1","","","1911020047",""
"105811","1","empty","91103","1","-34","1","62","0","1911030001","0"
"105911","1","empty","91103","1","-34","1","66","0","1911030002","0"
"106011","1","empty","91103","1","-34","1","64","0","1911030003","0"
"106411","1","empty","91103","1","-34","1","64","0","1911030004","0"
"118511","1","empty","91103","1","-34","1","52","0","1911030005","0"
"900000","5","empty","91103","1","-34","900000","54","0","1911030006","0"
"1","6","","91103","0","1","105811","1","1","1911030007","0"
"1","6","","91103","0","1","105911","1","1","1911030008","0"
"1","6","","91103","0","1","106011","1","1","1911030009","0"
"1","6","","91103","0","1","106411","1","1","1911030010","0"
"1","6","","91103","0","1","118511","1","1","1911030011","0"
"0","2","","91103","0","1","105811","-34","0","1911030012","0"
"0","2","","91103","0","1","105911","-34","0","1911030013","0"
"0","2","","91103","0","1","106011","-34","0","1911030014","0"
"0","2","","91103","0","1","106411","-34","0","1911030015","0"
"911001","31","","91103","1","1","911001","-300","0","1911030016",""
"900002","31","","91103","0","1","900002","0","0","1911030017",""
"900003","31","","91103","0","1","900003","0","0","1911030018",""
"900007","31","","91103","0","1","900007","0","0","1911030019",""
"900008","31","","91103","0","1","900008","0","0","1911030020",""
"0","91","","91103","","","0","","","1911030021",""
"treasure_peko","3","","91103","0","","105811","1","","1911030022",""
"treasure_kokkoro","3","","91103","0","","105911","1","","1911030023",""
"treasure_kyaru","3","","91103","0","","106011","1","","1911030024",""
"treasure_shefy","3","","91103","0","","106411","1","","1911030025",""
"treasure_karin_rare","3","","91103","0","","118511","0","","1911030026",""
"treasure_karin_rare","3","","91103","0","","900000","0","","1911030027",""
"1","32","","91103","","","900007","","","1911030028",""
"1","32","","91103","","","900008","","","1911030029",""
"0","93","","91103","","","0.4","","","1911030030",""
"0","140","","91103","","","7","0","","1911030031",""
"0","93","","91103","","","2.2","","","1911030032",""
"vo_caravan_118501_appraise_001","21","","91103","","","vo_caravan","0","0","1911030033",""
"0","93","","91103","","","2.7","","","1911030034",""
"","101","","91103","","","1911030037","","","1911030035",""
"0","32","","91103","","","900007","","","1911030036",""
"","113","","91103","0.1","0","2","1","1","1911030037","0"
"0","93","","91103","","","0.2","","","1911030038",""
"1","32","","91103","","","900003","","","1911030039",""
"0","93","","91103","","","0.2","","","1911030040",""
"0","32","","91103","","","911001","","","1911030041",""
"0","32","","91103","","","900007","","","1911030042",""
"0","32","","91103","","","900008","","","1911030043",""
"1","6","","91103","0","0","105811","1","1","1911030044","0"
"1","6","","91103","0","0","105911","1","1","1911030045","0"
"1","6","","91103","0","0","106011","1","1","1911030046","0"
"1","6","","91103","0","0","106411","1","1","1911030047","0"
"1","6","","91103","0","0","118511","1","1","1911030048","0"
"1","6","","91103","0","0","900000","1","1","1911030049","0"
"0","93","","91103","","","0.1","","","1911030050",""
"105811","1","empty","91201","1","-34","1","62","0","1912010001","0"
"105911","1","empty","91201","1","-34","1","66","0","1912010002","0"
"106011","1","empty","91201","1","-34","1","64","0","1912010003","0"
"106411","1","empty","91201","1","-34","1","65","0","1912010004","0"
"100","5","idle","91201","0.4","-266","100","58","-1085","1912010005","1"
"110","5","idle","91201","0.4","-266","110","56","-1085","1912010006","1"
"118511","1","empty","91201","1","-34","1","52","0","1912010007","0"
"11","5","empty","91201","0.64","-300","14","62","-800","1912010008","0"
"12","5","empty","91201","0.64","-300","15","64","-1120","1912010009","0"
"13","5","empty","91201","0.64","-320","16","66","-970","1912010010","0"
"200","5","empty","91201","0.75","-250","200","58","-1120","1912010011","1"
"0","31","","91201","0","1","911000","-300","0","1912010012",""
"10","31","","91201","0","1","900001","0","0","1912010013",""
"11","31","","91201","0","1","900002","0","0","1912010014",""
"12","31","","91201","0","1","900004","-1085","-266","1912010015",""
