151233aef2c9cca7fdf47c9016874a4d0e78a5abc424c32b93f916289ade6690,3e77bc722d2e9423ba3fb1eb4d22ab84713eadf3ef83ee1ee1eb0683a67e04ca,545d992f0b0ffd0a50a2c47cebcfed8084b3c440173d7df37f58b53ec399945f,d9581ad73b59a1290b4301248b67cb2fa1ebba9fd826b1fcf79db69f2464c104,af26e2bd4e783ff90c022618b90d28f1ecf91351484caa8be036ef788f2e2ff2,85fa26f672dca5d494308177bfdad4c013dd09b277109fd45737e4173cb5daee,691c7dca8a1900fdf45f6d5b46613bd8ac8628e714f4719b1c6607bb2d2f1c64,4c8ab354477e3ba7a0b9785a228237696cf8dc3280afc6683eea60f798812244,425fef8b4e177b999b465551e35fc0dae55e801bbf8b178f912203e2bf7ccbb8,06fe1750da6284e4729b62b73410269940e24f5d4b22829864324afec182ae5b,1d994f3d35a18b9674e373aceb87b7f6e33117a257364431c26c3201bddabb29
"501093","120931","11","0","5","501","1","0.5","0","まるで幼子の成長を見守るようで\nなかなか楽しかったからのう。","0"
"501094","501093","91","","","501","","","","",""
"501095","120931","3","","1","501","","","","nop_idle_thinking","0.2"
"501096","111931","3","","1","501","","","","nop_talk_wish3","0.2"
"501097","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_011",""
"501098","111931","11","0","5","501","1","0.5","0","イリヤさま……\nそのお気持ち、とてもよく分かります。","0"
"501099","501098","91","","","501","","","","",""
"501100","111931","3","","1","501","","","","nop_idle_wish3","0.2"
"501101","120731","4","","","501","","","","0",""
"501102","120731","3","","1","501","","","","nop_talk_shy","0.2"
"501103","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_012",""
"501104","120731","11","0","5","501","1","0.5","0","コッコロさん……","0"
"501105","501104","91","","","501","","","","",""
"501106","111831","3","","0","501","nop_idle_joy1","","0.2","nop_smile2","0.2"
"501107","112031","3","","0","501","nop_idle_normal","","0","nop_smile2","0.2"
"501108","1","93","","","501","","","","1",""
"501109","120731","3","","1","501","","","","nop_idle_shy2","0.2"
"501110","112031","3","","1","501","","","","nop_talk_bitter","0.2"
"501111","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_013",""
"501112","112031","11","0","7","501","1","0.5","0","ほらほら、シェフィも照れてるから。\nそれくらいにしておきなさい。\nなんにせよ、シェフィはよくやったわ。\n胸を張りなさい。","0"
"501113","6","93","","","501","","","","1",""
"501114","112031","3","1","0","501","nop_talk_doya_loop","","0.2","nop_talk_doya","0.2"
"501115","501112","91","","","501","","","","",""
"501116","112031","3","","1","501","","","","nop_idle_doya","0.2"
"501117","0.5","93","","","501","","","","1",""
"501118","111831","3","","1","501","","","","nop_talk_joy2","0.2"
"501119","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_014",""
"501120","111831","11","0","6","501","1","0.5","0","はい！\nこの新年会に来てくれたみんなの笑顔は\nシェフィちゃんが作ったんです。\n今年もいっぱい、笑顔を作りましょうね！","0"
"501121","8","93","","","501","","","","1",""
"501122","111831","3","1","0","501","nop_talk_guts2_loop","","","nop_talk_guts2","0.2"
"501123","501120","91","","","501","","","","",""
"501124","111831","3","","1","501","","","","nop_idle_guts2","0.2"
"501125","120731","4","","","501","","","","1",""
"501126","120731","3","1","0","501","nop_talk_wish","","0.2","nop_talk_normal","0.2"
"501127","vo_drama_10082001","21","","0","501","0","","","vo_drama_10082001_015",""
"501128","120731","11","0","5","501","1","1","0","ええ。【美食殿】にとっても\nみんなにとっても\n最高の一年にしたいわ。\nだから、今年もよろしくね。","0"
"501129","8.5","93","","","501","","","","1",""
"501130","120731","3","1","0","501","nop_01_shephy_pose_loop","","0","nop_01_shephy_pose","0.2"
"501131","2.5","93","","","501","","","","0",""
"501132","111831","3","","1","501","","","","nop_handclap_long","0.2"
"501133","111931","3","","1","501","","","","nop_talk_wish3","0.2"
"501134","112031","3","1","0","501","nop_talk_doya_loop","","0","nop_talk_doya","0.2"
"501135","120931","3","1","0","501","nop_talk_arm_crossed_loop","","0","nop_talk_arm_crossed","0.2"
"501136","120831","3","","1","501","","","","nop_01_ruka_hello_long","0.2"
"501137","501128","91","","","501","","","","",""
"501138","0.5","93","","","501","","","","0",""
"501139","0.5","93","","","501","","","","0",""
"502001","1","1","-255","105","502","-150","nop_idle_joy_normal","0","108731","1.95"
"502002","1","1","-255","104","502","150","nop_idle_joy1","1","108831","1.95"
"502003","1","1","-225","101","502","-300","nop_idle_normal","0","108931","1.95"
"502004","0.5","93","","","502","","","","0",""
"502005","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_001",""
"502006","108831","11","0","7","502","1","0.5","0","騎士クン、\nあけましておめでとうございます。","0"
"502007","108831","3","","1","502","","","","nop_talk_joy3_blink","0.2"
"502008","1","93","","","502","","","","1",""
"502009","108831","3","","1","502","","","","nop_bow","0.2"
"502010","2.25","93","","","502","","","","1",""
"502011","108831","3","","1","502","","","","nop_idle_normal_joy","0.2"
"502012","502006","91","","","502","","","","",""
"502013","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_002",""
"502014","108731","11","0","5","502","1","0.5","0","招待してくれてありがとう！\nみんな楽しそうで素敵な新年会だね！","0"
"502015","108731","3","","1","502","","","","nop_talk_joy2","0.2"
"502016","502014","91","","","502","","","","",""
"502017","108731","3","","1","502","","","","nop_idle_joy1","0.2"
"502018","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_003",""
"502019","108931","11","0","6","502","1","0.5","0","ヒヨリの言うとおりだね。\n晴れやかでいて落ち着ける、\nとてもいい雰囲気だ。","0"
"502020","108931","3","","1","502","","","","nop_talk_thinking","0.2"
"502021","502019","91","","","502","","","","",""
"502022","108931","3","","1","502","","","","nop_idle_thinking","0.2"
"502023","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_004",""
"502024","108731","11","0","7","502","1","0.5","0","お正月といえば、騎士くんと一緒に\n神殿でガミーと戦ったのを思い出すね。","0"
"502025","108731","3","","1","502","","","","nop_talk_joy3_blink2","0.2"
"502026","1.5","93","","","502","","","","1",""
"502027","108731","3","","1","502","","","","nop_talk_joy1_normal","0.2"
"502028","502024","91","","","502","","","","",""
"502029","108731","3","","1","502","","","","nop_idle_joy_normal","0.2"
"502030","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_005",""
"502031","108931","11","0","5","502","1","0.5","0","うん、大変な事件だったね。\nキミの助けがなければ\n解決できなかったはずだ。\n改めて礼を言うよ。","0"
"502032","108931","3","","1","502","","","","nop_talk_joy3_blink2","0.2"
"502033","8","93","","","502","","","","1",""
"502034","108931","3","","1","502","","","","nop_talk_joy3_blink","0.2"
"502035","502031","91","","","502","","","","",""
"502036","108931","3","","1","502","","","","nop_idle_thinking","0.2"
"502037","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_006",""
"502038","108831","11","0","5","502","1","0.5","0","あの時の騎士クン、\nとっても頼もしかったな……\nって、ええと、そうじゃなくて！\nそうだ、今年はお年玉、あげられた？","0"
"502039","108831","3","","1","502","","","","nop_talk_memory","0.2"
"502040","4.75","93","","","502","","","","1",""
"502041","108831","3","","1","502","","","","nop_talk_anger2","0.2"
"502042","3.5","93","","","502","","","","1",""
"502043","108831","3","","1","502","","","","nop_talk_normal_dere2","0.2"
"502044","502038","91","","","502","","","","",""
"502045","0.1","93","","","502","","","","1",""
"502046","108831","3","","1","502","","","","nop_idle_normal","0.2"
"502047","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_007",""
"502048","108731","11","0","6","502","1","0.5","0","あの頃はコッコロちゃんへの\nお年玉のために頑張ってたんだもんね。\nえ？　今年はシェフィちゃんにも\nあげたんだ～！","0"
"502049","108731","3","","1","502","","","","nop_talk_joy3_blink","0.2"
"502050","5.5","93","","","502","","","","1",""
"502051","108731","3","","1","502","","","","nop_look_talk_sad","0.2"
"502052","1","93","","","502","","","","1",""
"502053","108731","3","","1","502","","","","nop_talk_joy2","0.2"
"502054","502048","91","","","502","","","","",""
"502055","108731","3","","1","502","","","","nop_idle_joy1","0.2"
"502056","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_008",""
"502057","108931","11","0","5","502","1","0.5","0","ふふ、きっと喜んでいるはずだよ。\nキミは本当に優しいな。\n今回の冒険もきっとその優しさの\nおかげで乗り越えられたんだろう。","0"
"502058","108931","3","","1","502","","","","nop_talk_joy1_normal","0.2"
"502059","3.5","93","","","502","","","","1",""
"502060","108931","3","","1","502","","","","nop_talk_joy3_blink","0.2"
"502061","8.5","93","","","502","","","","1",""
"502062","108931","3","","0","502","","","","nop_talk_arm_crossed","0.2"
"502063","1","93","","","502","","","","1",""
"502064","108931","3","","1","502","","","","nop_idle_arm_crossed","0.2"
"502065","502057","91","","","502","","","","",""
"502066","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_009",""
"502067","108731","11","0","7","502","1","0.5","0","そうそう、聞いたよ！\nこのおせち料理って\n【美食殿】のみんなが作ったんだよね。\nすごく美味しくてびっくりしちゃった！","0"
"502068","108731","3","","1","502","","","","nop_talk_joy3_blink","0.2"
"502069","6","93","","","502","","","","1",""
"502070","108731","3","","1","502","","","","nop_talk_joy2","0.2"
"502071","502067","91","","","502","","","","",""
"502072","108731","3","","1","502","","","","nop_idle_joy1","0.2"
"502073","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_010",""
"502074","108931","11","0","5","502","1","0.5","0","うん、とても美味しいね。\nどの料理も丁寧に\n作られているのがわかるよ。\n……どうしたの？　ユイ。","0"
"502075","108931","3","","1","502","","","","nop_talk_joy3_blink2","0.2"
"502076","7.5","93","","","502","","","","1",""
"502077","108831","3","","1","502","","","","nop_idle_sad","0.2"
"502078","108831","12","0","1.5","502","1","0","0","1","0"
"502079","108931","3","","1","502","","","","nop_talk_worry","0.2"
"502080","108731","3","","1","502","","","","nop_idle_normal_suprise1","0.2"
"502081","502074","91","","","502","","","","",""
"502082","502078","91","","","502","","","","",""
"502083","108931","3","","1","502","","","","nop_idle_worry","0.2"
"502084","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_011",""
"502085","108831","11","0","5","502","1","0.5","0","うう～……\nほどほどにしておこうと思ったのに、\n美味しくてつい……\n食べ過ぎちゃったらどうしよう。","0"
"502086","108831","3","","1","502","","","","nop_talk_joy1_sad","0.2"
"502087","7","93","","","502","","","","1",""
"502088","108831","3","","1","502","","","","nop_talk_sad3","0.2"
"502089","502085","91","","","502","","","","",""
"502090","108831","3","","1","502","","","","nop_idle_sad3","0.2"
"502091","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_012",""
"502092","108731","11","0","6","502","1","0.5","0","あとで身体を動かせば大丈夫！\n今度みんなで冒険に行こうよ。\n騎士くんも一緒にね♪","0"
"502093","108731","3","","1","502","","","","nop_talk_joy2","0.2"
"502094","6","93","","","502","","","","1",""
"502095","108731","3","1","0","502","nop_idle_guts5","","0.2","nop_talk_guts5","0.2"
"502096","502092","91","","","502","","","","",""
"502097","108731","3","","1","502","","","","nop_idle_guts5","0.2"
"502098","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_013",""
"502099","108931","11","0","6","502","1","0.5","0","それは名案だ。\n年明けからさっそく\n今年の楽しみができたよ。","0"
"502100","108931","3","","0","502","","","","nop_talk_arm_crossed","0.2"
"502101","1","93","","","502","","","","1",""
"502102","108931","3","","0","502","","","","nop_talk_arm_crossed_loop","0.2"
"502103","1","93","","","502","","","","1",""
"502104","108931","3","","1","502","","","","nop_talk_normal","0.2"
"502105","502099","91","","","502","","","","",""
"502106","108931","3","","1","502","","","","nop_idle_normal","0.2"
"502107","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_014",""
"502108","108731","11","0","5","502","1","0.5","0","えへへ、\nいっぱい食べて元気になって、\n最高の一年にしなくちゃね！","0"
"502109","108731","3","","1","502","","","","nop_talk_joy2","0.2"
"502110","502108","91","","","502","","","","",""
"502111","108731","3","","1","502","","","","nop_idle_joy_normal","0.2"
"502112","vo_drama_10082002","21","","0","502","0","","","vo_drama_10082002_015",""
"502113","108831","11","0","6","502","1","0.5","0","ふふ、そうだね。\n騎士クン、\n今年もよろしくお願いします……♪","0"
"502114","108831","3","","1","502","","","","nop_talk_joy1_normal","0.2"
"502115","2","93","","","502","","","","1",""
"502116","108831","3","","1","502","","","","nop_look_talk_wish","0.2"
"502117","1","93","","","502","","","","1",""
"502118","108831","3","1","0","502","nop_idle_joy1","","0.2","nop_bow","0.2"
"502119","0.2","93","","","502","","","","1",""
"502120","108731","3","1","0","502","nop_idle_joy2","","0.2","nop_bow","0.2"
"502121","108931","3","1","0","502","nop_idle_joy1","","0.2","nop_bow","0.2"
"502122","3","93","","","502","","","","1",""
"502123","502113","91","","","502","","","","",""
"502124","0.5","93","","","502","","","","0",""
"503001","1","1","-300","104","503","1000","nop_idle_joy2","1","102011","1.95"
"503002","1","1","-270","105","503","1000","nop_idle_normal","1","100411","1.95"
"503003","1","1","-235","101","503","1000","nop_idle_normal","1","103631","1.95"
"503004","1","5","-255","106","503","-275","NoItem_idle","0","1","1.95"
"503005","1","31","1","-215","503","-105","","","11","0"
"503006","0","93","","","503","","","","0",""
"503007","100411","3","","1","503","","","","nop_run","0.2"
"503008","100411","2","","-255","503","5","","","-275",""
"503009","0.5","93","","","503","","","","",""
"503010","102011","3","","1","503","","","","nop_run","0.2"
"503011","102011","2","","-230","503","5","","","-140",""
"503012","1","93","","","503","","","","",""
"503013","103631","3","","1","503","","","","nop_run","0.2"
"503014","103631","2","","-235","503","4.5","","","150",""
"503015","3.4","93","","","503","","","","",""
"503016","100411","4","","","503","","","","0",""
"503017","100411","3","","1","503","","","","nop_idle_normal","0.2"
"503018","0.1","93","","","503","","","","",""
"503019","100411","3","1","0","503","nop_idle_joy1","","0.2","nop_03_misogi_hello_long","0.2"
"503020","100411","12","","0","503","","","","4",""
"503021","0.4","93","","","503","","","","",""
"503022","102011","4","","","503","","","","0",""
"503023","102011","3","","1","503","","","","nop_idle_normal","0.2"
"503024","0.1","93","","","503","","","","",""
"503025","102011","3","1","0","503","nop_idle_joy1","","0.2","nop_03_mimi_swing","0.2"
"503026","102011","12","","0","503","","","","4",""
"503027","0.5","93","","","503","","","","",""
"503028","103631","3","1","0","503","nop_03_kyoka_idle_doya","","0","nop_03_kyoka_talk_doya","0.2"
"503029","103631","12","","0","503","","","","4","-40"
"503030","1.5","93","","","503","","","","0",""
"503031","102011","3","","1","503","","","","nop_talk_joy2","0.2"
"503032","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_001",""
"503033","102011","11","0","5","503","1","0.5","0","あ、おにいちゃん！\nよかった、見つけた～！\n会場が広くて、\n迷子になっちゃいそうだよ～","0"
"503034","503033","91","","","503","","","","",""
"503035","102011","3","","1","503","","","","nop_idle_joy1","0.2"
"503036","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_002",""
"503037","100411","11","0","6","503","1","1","0","えっへっへ、にいちゃん、\nあけましておめでとー\nはいこれ、お年玉……なーんてね！\n驚いた？　驚いた？","0"
"503038","100411","3","","1","503","","","","nop_talk_joy2","0.2"
"503039","4","93","","","503","","","","1",""
"503040","1","3","1","0","503","nop_03_misogi_trick_loop","","0","nop_03_misogi_trick_in","0.2"
"503041","100411","3","1","0","503","nop_03_misogi_trick_loop","","0","nop_03_misogi_trick_in","0.2"
"503042","2","93","","","503","","","","1",""
"503043","11","32","","","503","","","","1",""
"503044","1","3","1","0","503","NoItem_idle","","0.2","nop_03_misogi_trick_out","0.2"
"503045","100411","3","1","0","503","nop_talk_joy2","","0.2","nop_03_misogi_trick_out","0.2"
"503046","0.1","93","","","503","","","","1",""
"503047","102011","4","","","503","","","","1",""
"503048","102011","3","1","0","503","nop_03_mimi_surprise_loop","","0","nop_03_mimi_surprise","0.2"
"503049","103631","3","1","0","503","nop_03_kyoka_surprise_loop","","0","nop_03_kyoka_surprise","0.2"
"503050","503037","91","","","503","","","","",""
"503051","100411","3","","1","503","","","","nop_idle_joy2","0.2"
"503052","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_003",""
"503053","103631","11","0","8","503","1","0.5","0","もう、ミソギってば！\nいきなりイタズラしちゃダメでしょ。\nあなたもしっかりしてください。","0"
"503054","103631","3","","1","503","","","","nop_talk_anger","0.2"
"503055","4","93","","","503","","","","1",""
"503056","103631","3","1","0","503","nop_talk_arm_crossed_loop_anger","","0","nop_talk_arm_crossed_anger","0.2"
"503057","503053","91","","","503","","","","",""
"503058","100411","3","","1","503","","","","nop_idle_normal","0.2"
"503059","103631","3","","1","503","","","","nop_idle_arm_crossed_anger","0.2"
"503060","102011","4","","","503","","","","0",""
"503061","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_004",""
"503062","102011","11","0","5","503","1","0.5","0","ねえねえ見て見て！\nおいしそうなお料理が\nいーっぱいだよ！","0"
"503063","102011","3","","1","503","","","","nop_talk_surprise_kira","0.2"
"503064","4","93","","","503","","","","1",""
"503065","103631","3","1","0","503","nop_idle_surprise1","","0","nop_surprise","0.2"
"503066","503062","91","","","503","","","","",""
"503067","102011","3","","1","503","","","","nop_idle_surprise_kira","0.2"
"503068","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_005",""
"503069","103631","11","0","6","503","1","0.5","0","じー……\nよかったぁ。おせち料理には\nピーマンは入ってなさそう……","0"
"503070","103631","3","","1","503","","","","nop_talk_jitome","0.2"
"503071","1.5","93","","","503","","","","1",""
"503072","103631","3","","1","503","","","","nop_talk_sad3","0.2"
"503073","503069","91","","","503","","","","",""
"503074","103631","3","","1","503","","","","nop_idle_sad3","0.2"
"503075","102011","3","","1","503","","","","nop_idle_joy1","0.2"
"503076","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_006",""
"503077","100411","11","0","7","503","1","0","0","あはは！\n今の聞いた？　にいちゃん！\nキョウカはピーマン苦手だもんねー？","0"
"503078","100411","3","","1","503","","","","nop_talk_joy2","0.2"
"503079","503077","91","","","503","","","","",""
"503080","100411","3","","1","503","","","","nop_idle_normal","0.2"
"503081","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_007",""
"503082","103631","11","0","6","503","1","0","0","ち、違います！苦くて嫌いだから\nとかじゃないですからね！\nおせち料理にはどんなものが入ってるか\n調べてただけですから！","0"
"503083","103631","3","","1","503","","","","nop_talk_anger2","0.2"
"503084","503082","91","","","503","","","","",""
"503085","103631","3","","1","503","","","","nop_idle_sad","0.2"
"503086","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_008",""
"503087","102011","11","0","5","503","1","0.5","0","お料理だけじゃなくて\n人もいっぱいだね。\n全部おにいちゃんのお友達だなんて\nすごいなあ。","0"
"503088","102011","3","","1","503","","","","nop_talk_surprise1","0.2"
"503089","4","93","","","503","","","","1",""
"503090","102011","3","","1","503","","","","nop_talk_normal","0.2"
"503091","503087","91","","","503","","","","",""
"503092","102011","3","","1","503","","","","nop_idle_normal","0.2"
"503093","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_009",""
"503094","100411","11","0","7","503","1","0.5","0","こんなに人がいると\nなんだかギルドレースのときを\n思い出しちゃうね！","0"
"503095","100411","3","","1","503","","","","nop_talk_thinking","0.2"
"503096","503094","91","","","503","","","","",""
"503097","100411","3","","1","503","","","","nop_idle_thinking","0.2"
"503098","103631","3","","1","503","","","","nop_idle_thinking","0.2"
"503099","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_010",""
"503100","102011","11","0","6","503","1","0.5","0","うん！\nクルミちゃんも一緒で楽しかったなあ。\nまたみんなで一緒にかけっこしたいね♪","0"
"503101","102011","3","","1","503","","","","nop_talk_wish","0.2"
"503102","4","93","","","503","","","","1",""
"503103","102011","3","","1","503","","","","nop_talk_joy2","0.2"
"503104","503100","91","","","503","","","","",""
"503105","102011","3","","1","503","","","","nop_idle_joy1","0.2"
"503106","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_011",""
"503107","103631","11","0","7","503","1","0.5","0","もし次回があったら負けませんからね！\n私たち【リトルリリカル】は\nどんどん成長してるんですから！","0"
"503108","103631","3","1","0","503","nop_talk_guts2_loop","","0.2","nop_talk_guts2","0.2"
"503109","5.5","93","","","503","","","","1",""
"503110","103631","3","1","0","503","nop_03_kyoka_talk_doya_loop","","0.2","nop_03_kyoka_talk_doya","0.2"
"503111","503107","91","","","503","","","","",""
"503112","103631","3","","1","503","","","","nop_03_kyoka_idle_doya","0.2"
"503113","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_012",""
"503114","100411","11","0","7","503","1","0.5","0","ミソギは今年もすーっごい\nイタズラ考えておくから\n楽しみにしててね、にいちゃん！","0"
"503115","100411","3","","1","503","","","","nop_talk_joy2","0.2"
"503116","503114","91","","","503","","","","",""
"503117","100411","3","","1","503","","","","nop_idle_joy2","0.2"
"503118","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_013",""
"503119","103631","11","0","8","503","1","0.5","0","もう、ミソギってば！\nイタズラばっかりしてちゃ\nだめなんだからね！","0"
"503120","103631","3","","1","503","","","","nop_talk_anger","0.2"
"503121","503119","91","","","503","","","","",""
"503122","103631","3","","1","503","","","","nop_idle_anger","0.2"
"503123","vo_drama_10082003","21","","0","503","0","","","vo_drama_10082003_014",""
"503124","102011","11","0","6","503","1","0","0","おにいちゃん！\n今年もミミたち【リトルリリカル】と\nいーっぱい遊んでね！","0"
"503125","102011","3","","1","503","","","","nop_talk_joy1","0.2"
"503126","503124","91","","","503","","","","",""
"503127","102011","3","1","0","503","nop_03_cmn_eieio_loop","","0.2","nop_03_cmn_eieio","0.2"
"503128","0.1","93","","","503","","","","",""
"503129","103631","3","1","0","503","nop_03_cmn_eieio_loop","","0.2","nop_03_cmn_eieio","0.2"
"503130","0.1","93","","","503","","","","",""
"503131","100411","3","1","0","503","nop_03_cmn_eieio_loop","","0.2","nop_03_cmn_eieio","0.2"
"503132","1.3","93","","","503","","","","0",""
"504001","1","1","-225","101","504","-150","nop_idle_normal","0","101231","1.95"
"504002","1","1","-255","104","504","150","nop_idle_normal","1","104011","1.95"
"504003","1","1","-255","105","504","-300","nop_idle_normal","0","101511","1.95"
"504004","0.5","93","","","504","","","","0",""
"504005","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_001",""
"504006","101511","11","0","8","504","1","0.5","0","あけましておめでとうございます。\n元気なみんなに会えて、\n先生とってもうれしいわ。","0"
"504007","101511","3","1","0","504","nop_talk_joy3","","0.2","nop_bow","0.2"
"504008","101231","3","1","0","504","nop_idle_normal","","0.2","nop_bow","0.2"
"504009","104011","3","1","0","504","nop_idle_normal","","0.2","nop_bow","0.2"
"504010","504006","91","","","504","","","","",""
"504011","101511","3","","1","504","","","","nop_idle_normal","0.2"
"504012","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_002",""
"504013","101231","11","0","8","504","1","0.5","0","招待してくれてありがと～！\nシオリンも喜んでたよ！","0"
"504014","101231","3","1","0","504","nop_talk_joy1","","0.2","nop_look_smile","0.2"
"504015","504013","91","","","504","","","","",""
"504016","101231","3","","1","504","","","","nop_idle_normal","0.2"
"504017","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_003",""
"504018","104011","11","0","8","504","1","0.5","0","ひええええ！\nこんなにたくさん人が……！\nこんなめでたい場所に私のような\nぼっちがいてもいいんでしょうか？","0"
"504019","104011","3","1","0","504","nop_shock_loop","","0","nop_shock_in","0.2"
"504020","3","93","","","504","","","","1",""
"504021","104011","3","","1","504","","","","nop_04_aoi_tohoho","0.2"
"504022","504018","91","","","504","","","","",""
"504023","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_004",""
"504024","101231","11","0","8","504","1","0.5","0","いいに決まってるよー\nそれに、この会場にも\nアオイちゃんのお友達、\nたくさんいるんじゃないかな？","0"
"504025","101231","3","1","0","504","nop_talk_guts2_loop","","0","nop_talk_guts2","0.2"
"504026","1.8","93","","","504","","","","1",""
"504027","101231","3","","1","504","","","","nop_talk_joy1","0.2"
"504028","504024","91","","","504","","","","",""
"504029","101231","3","","1","504","","","","nop_idle_normal","0.2"
"504030","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_005",""
"504031","104011","11","0","8","504","1","0.5","0","そ、そそそ、そんな、\nトトトトト、トモダチだなんてぇ！\n恐れ多くてとても言えませええん！","0"
"504032","104011","3","","1","504","","","","nop_04_aoi_panic","0.2"
"504033","4.4","93","","","504","","","","1",""
"504034","104011","3","","1","504","","","","nop_talk_tsun_pain","0.2"
"504035","101511","3","","1","504","","","","nop_idle_bitter","0.2"
"504036","101231","3","","1","504","","","","nop_idle_bitter","0.2"
"504037","504031","91","","","504","","","","",""
"504038","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_006",""
"504039","101511","11","0","8","504","1","0.5","0","でも、仲良しさんなんでしょう？\nそうだ、よかったら\n先生も紹介してもらえるかしら？","0"
"504040","101511","3","","1","504","","","","nop_talk_normal","0.2"
"504041","2.4","93","","","504","","","","1",""
"504042","101511","3","","1","504","","","","nop_talk_wish_joy","0.2"
"504043","504039","91","","","504","","","","",""
"504044","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_007",""
"504045","101231","11","0","8","504","1","0.5","0","あ！　私も私もー！\nそうだ！\nシオリンのことも紹介してあげるね☆","0"
"504046","101231","3","1","0","504","nop_idle_normal","","0.2","nop_04_hatsune_swing","0.2"
"504047","3","93","","","504","","","","1",""
"504048","101231","3","","0","504","","","","nop_04_hatsune_kiran","0.2"
"504049","504045","91","","","504","","","","",""
"504050","101231","3","","1","504","","","","nop_idle_normal","0.2"
"504051","vo_drama_10082004","21","","0","504","0","","","vo_drama_10082004_008",""
"504052","104011","11","0","8","504","1","0.5","0","はうあっ！\nお二人ともリア充オーラで輝いて\nまぶしいですっ！","0"
"504053","104011","3","1","0","504","nop_04_aoi_haua_loop","","0","nop_04_aoi_haua_in","0.2"
"504054","3","93","","","504","","","","1",""
"504055","101511","3","","1","504","","","","nop_talk_joy3_blink","0.2"
"504056","101231","3","","1","504","","","","nop_idle_surprise1","0.2"
"504057","504052","91","","","504","","","","",""
"504058","0.5","93","","","504","","","","0",""
"505001","1","1","-250","103","505","-150","nop_05_shinobu_idle_normal","1","103111","1.95"
"505002","1","1","-230","101","505","150","nop_idle_sad","1","102211","1.95"
"505003","1","1","-240","101","505","-360","nop_05_miyako_idle_joy1","0","100711","1.95"
"505004","1","1","-260","105","505","275","nop_idle_joy1","1","100611","1.95"
"505005","1","5","-225","102","505","-50","nop_skull_idle","1","2051","1.95"
"505006","0.5","93","","","505","","","","0",""
"505007","vo_drama_10082005","21","","0","505","0","","","vo_drama_10082005_001",""
"505008","100711","11","0","6","505","1","0.5","0","あけましてプリンなの～！\nプリン、プリン！　プリンを持ってくるの！","0"
"505009","100711","3","","1","505","","","","nop_05_miyako_talk_joy2","0.2"
"505010","505008","91","","","505","","","","",""
"505011","100711","3","","1","505","","","","nop_05_miyako_idle_joy2","0.2"
"505012","vo_drama_10082005","21","","0","505","0","","","vo_drama_10082005_002",""
"505013","103111","11","0","6","505","1","0.5","0","ミヤコさん、クリスマスにたくさん\n食べたじゃありませんか……","0"
"505014","103111","3","","1","505","","","","nop_05_shinobu_talk_worry","0.2"
"505015","505013","91","","","505","","","","",""
"505016","103111","3","","1","505","","","","nop_05_shinobu_idle_worry","0.2"
"505017","vo_drama_10082005","21","","0","505","0","","","vo_drama_10082005_003",""
"505018","100711","11","0","6","505","1","0.5","0","クリスマスと新年は別腹なの！\nプリンはいくらあってもいいの！","0"
"505019","100711","3","","1","505","","","","nop_05_miyako_talk_anger","0.2"
"505020","505018","91","","","505","","","","",""
"505021","100711","3","","1","505","","","","nop_05_miyako_idle_anger","0.2"
