01fe468c1318e1fae6f7dfb2c1da651b86b8345e344efb3ba39716075f714051,be399a7d792d4c6cb78cae6c1b0e89a0f829d298399e256e53797d28e93530cb,7d913f1870dceccd1e109ba6fa347e093d6b25c3cc5cd63b3eac2bdd386211cb,6dc6d75168237ad8e1d3fb2860adba4d222dd283a52bced84e4d1c5933b18a01,26a5c27e899ef642fd0a48bd671b1418cba5f91ac5539102b6f1896e56e62501,2266ef61e3002ad728ad3304ae2a324a7b39134da35bd15df3e0d604be162e77,590f5e42f1bd4f87ad4294a023aebe618deffd47e29c9a22e0ee4934256e1632,24dbbd37d6bf8f9dbc5ec23f79be1a1d316ff5808bb4ee4de989cfa72a18bbf3,49342a31f426027ee8e6a8d0f73024ca85cf1a3eb9eff1496ebf8ec0393b9d44,bdb55769b6a5e8913104195669ce2012ad7d0d87abf713c77a0eed70d4866cf3,9a3c36195902d5def95e9a7fb6553d1755aa10c702051d8fba3ef45473daf88b
"","","16029","","","93","0","0.5","","","16"
"0","","16030","0","surprise2_idle","3","surprise2_in","132211","1","0.2","16"
"","","16031","0","0","21","vo_alces_1603","vo_alces","","","16"
"0","3.9","16032","10","1","11","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","5","0","0","16"
"","","16033","0","0","91","","16027","","","16"
"","","16034","0","0","91","","16032","","","16"
"","","16035","","","22","0.5","0","","","16"
"","","16036","","","23","se_alces_surprise","se_alces","","","16"
"0","","16037","0","iroha_shock_loop","3","iroha_shock_in","5","1","0.2","16"
"","","16038","0","","3","iroha_shock_in","1001","","0.2","16"
"","","16039","","","93","0","1","","","16"
"","","16040","1","","3","sono_armcrossed_talk","3","","0.2","16"
"","","16041","0","0","21","vo_alces_1604","vo_alces","","","16"
"0","1.7","16042","10","1","11","…私のフリしてどこ行くのかしら？\nイロハちゃん？","3","0","0","16"
"","","16043","0","0","91","","0","","","16"
"","","16044","","","22","0.5","0","","","16"
"0","","16045","0","sono_doya_idle","3","sono_doya_in","3","1","0.2","16"
"","","16046","0","","3","iroha_kyorokyoro","5","","0.2","16"
"","","16047","","","93","0","1.8","","","16"
"","","16048","","","23","se_alces_dotabata","se_alces","","","16"
"0","","16049","0","iroha_escape","3","iroha_escape_in","5","1","0","16"
"","","16050","-160","3.5","2","-1200","5","0","","16"
"","","16051","","","32","1","11","","","16"
"","","16052","","","37","sweatR_Loop","11","","","16"
"","","16053","-160","3.5","33","-1200","11","0","","16"
"","","16054","","","93","0","0.1","","","16"
"","","16055","1","","3","sono_notice_in_anger","3","","0.2","16"
"","","16056","0","","3","sono_notice_in_anger","1002","","0.2","16"
"","","16057","","","93","0","0.3","","","16"
"0","","16058","0","surprise2R_idle","3","surprise2_turn","132211","1","0.2","16"
"","","16059","","","93","0","0.4","","","16"
"","","16060","1","","3","run_chase","3","","0.2","16"
"","","16061","-160","3.5","2","-1050","3","0","","16"
"","","16062","","","93","0","2","","","16"
"","","16063","1","","3","sadR_idle_nervous","132211","","0.2","16"
"0","","16064","0","sad_idle_nervous","3","sad_idle_nervous_in","1003","1","0.2","16"
"","","16065","","","93","0","2","","","16"
"","","16066","","","22","0","0","","","16"
"","","16067","","","93","0","3","","","16"
"","","16068","0","0","101","","16067","","","16"
"0","idle_normal","17001","100","-100","5","5","5","-190","1.47","17"
"","","17002","-100","-190","31","1101","11","1","0","17"
"0","empty","17003","101","-100","5","1001","10","-190","1.47","17"
"","","17004","","","13","130","5","","","17"
"1","idle_kyapi_normal","17005","101","125","5","4","4","-190","1.43","17"
"","","17006","125","-190","31","1102","11","1","0","17"
"","","17007","","","91","0","0","","","17"
"","","17008","","","23","se_alces_breath","se_alces","","","17"
"0","","17009","0","sono_relief_talk","3","sono_relief_in","5","1","0.2","17"
"","","17010","0","","3","sono_relief_in","1001","","0.2","17"
"","","17011","","","93","0","0.5","","","17"
"","","17012","0","0","21","vo_alces_1700","vo_alces","","","17"
"0","2.4","17013","10","1","11","はあ…\n元の姿に戻っちゃった…","5","0","0","17"
"","","17014","","","93","1","3.5","","","17"
"","","17015","0","0","91","","17013","","","17"
"0","","17016","0","sono_tired_talk","3","sono_ache_in","5","1","0.2","17"
"","","17017","0","0","21","vo_alces_1701","vo_alces","","","17"
"0","3.7","17018","10","1","11","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","5","0","0","17"
"","","17019","0","0","91","","0","","","17"
"","","17020","1","","3","sono_tired_idle","5","","0.2","17"
"","","17021","1","","3","jump_loop","4","","0.2","17"
"","","17022","0","0","21","vo_alces_1702","vo_alces","","","17"
"0","1.4","17023","10","1","11","あはははーっ！！\nイロハの体、なまってるー！！","4","0","0","17"
"","","17024","0","0","91","","0","","","17"
"","","17025","1","","3","joy_talk_normal2","4","","0.2","17"
"","","17026","0","0","21","vo_alces_1703","vo_alces","","","17"
"0","0.3","17027","10","1","11","ちょっと全力で走ってくるねー！！","4","0","0","17"
"","","17028","0","0","91","","0","","","17"
"0","","17029","0","iroha_run_dash","3","iroha_joy_to_run","4","1","0.1","17"
"","","17030","","","22","0.5","0","","","17"
"","","17031","-190","2.1","2","1200","4","0","","17"
"","","17032","","","32","1","1102","","","17"
"","","17033","","","37","smokeL","1102","","","17"
"","","17034","-190","2.1","33","1200","1102","0","","17"
"","","17035","","","93","0","2","","","17"
"0","","17036","0","sad_talk_anger","3","tired_to_sad","5","1","0.2","17"
"","","17037","0","0","21","vo_alces_1704","vo_alces","","","17"
"0","4.3","17038","10","1","11","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","5","0","0","17"
"","","17039","0","0","91","","0","","","17"
"","","17040","1","","3","run_chase_Ex0006","5","","0.1","17"
"","","17041","-190","3.5","2","1100","5","0","","17"
"","","17042","","","32","1","1101","","","17"
"","","17043","","","37","sweatL_Loop","1101","","","17"
"","","17044","-190","3.5","33","1100","1101","0","","17"
"","","17045","0","0","21","vo_alces_1705","vo_alces","","","17"
"0","0.5","17046","10","1","11","コラ待てーっ！！","5","0","0","17"
"","","17047","","","93","0","3","","","17"
"","","17048","0","0","91","","0","","","17"
"","","17049","","","22","0","0","","","17"
"","","17050","","","93","0","3","","","17"
"","","17051","0","0","101","","17050","","","17"
"1","sit_drink_loop","18001","100","400","5","5","5","-130","1.4","18"
"0","iroha_sad_lookup_surprise","18002","101","235","5","4","4","-145","1.37","18"
"","","18003","","","91","0","0","","","18"
"","","18004","0","0","21","vo_alces_1800","vo_alces","","","18"
"0","0.5","18005","10","1","11","ごきゅっ…ごきゅっ…ごきゅっ！","5","0","0","18"
"","","18006","0","0","91","","0","","","18"
"0","","18007","0","sit_drink_handup_talk","3","sit_drink_handup_in","5","1","0.2","18"
"","","18008","","","93","0","0.2","","","18"
"0","","18009","0","iroha_surprise_look_idle","3","iroha_surprise_in","4","1","0.2","18"
"","","18010","","","93","0","0.2","","","18"
"","","18011","0","0","21","vo_alces_1801","vo_alces","","","18"
"0","4.2","18012","10","1","11","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","5","0","0","18"
"","","18013","0","0","91","","0","","","18"
"0","","18014","0","sit_drink_idle","3","sit_drink_idle_in","5","1","0.2","18"
"","","18015","1","","3","iroha_anger_talk_lookup","4","","0.2","18"
"","","18016","0","0","21","vo_alces_1802","vo_alces","","","18"
"20","3.8","18017","10","1","11","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","4","0","0","18"
"","","18018","0","0","91","","0","","","18"
"","","18019","1","","3","iroha_anger_idle_lookup","4","","0.2","18"
"0","","18020","0","sit_drink_idle_Jitome","3","sit_drink_idle_notice","5","1","0.2","18"
"","","18021","0","0","21","vo_alces_1803","vo_alces","","","18"
"0","3.7","18022","10","1","11","ふ、10年早いわ。\nぐびぐび","5","0","0","18"
"","","18023","0","0","91","","0","","","18"
"0","","18024","0","sit_drink_yareyare","3","sit_drink_idle_to_yareyare","5","1","0.2","18"
"","","18025","0","0","21","vo_alces_1804","vo_alces","","","18"
"0","3.9","18026","10","1","11","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","5","0","0","18"
"","","18027","0","0","91","","0","","","18"
"","","18028","","","22","0","0","","","18"
"0","","18029","0","iroha_sad_lookup_shy","3","iroha_anger_to_sad","4","1","0.2","18"
"0","","18030","0","sit_drink_loop","3","sit_drink_yareyare_to_loop","5","1","0.2","18"
"","","18031","","","93","0","2","","","18"
"0","","18032","0","sit_drink_handup_idle_dead","3","sit_drink_handup_in_dead","5","1","0.2","18"
"","","18033","","","93","0","2","","","18"
"","","18034","0","0","21","vo_alces_1805","vo_alces","","","18"
"0","1.2","18035","10","1","11","…うぃ～、ヒックッ","5","0","0","18"
"","","18036","0","0","91","","0","","","18"
"","","18037","1","","3","iroha_sad_talk_lookup","4","","0.2","18"
"","","18038","0","0","21","vo_alces_1806","vo_alces","","","18"
"20","0.5","18039","10","1","11","ダメな大人だ…","4","0","0","18"
"","","18040","0","0","91","","0","","","18"
"","","18041","1","","3","iroha_sad_lookup_shy","4","","0.2","18"
"","","18042","","","22","0","0","","","18"
"","","18043","","","93","0","3","","","18"
"","","18044","0","0","101","","18043","","","18"
"1","idle_normal","19001","105","407","5","1","1","-158","1.45","19"
"0","doyaB_idle","19002","100","32","5","2","2","-156","1.47","19"
"0","idle_normal","19003","108","-124","5","3","3","-168","1.42","19"
"0","idle_kyapi_normal","19004","108","1500","5","4","4","600","1.42","19"
"0","idle_normal","19005","100","1500","5","5","5","600","1.47","19"
"","","19006","407","-158","31","18","18","1","0","19"
"","","19007","32","-156","31","19","19","1","0","19"
"","","19008","-124","-168","31","20","20","1","0","19"
"","","19009","-124","-168","31","21","21","1","0","19"
"","","19010","","","91","0","0","","","19"
"","","19011","","","93","0","0.5","","","19"
"","","19012","1","","3","doyaB_idle_look","2","","0.2","19"
"0","","19013","0","cool_talk_joy_lookup","3","cool_in_joy_lookup","3","1","0.2","19"
"","","19014","0","0","21","vo_alces_1900","vo_alces","","","19"
"0","2.5","19015","10","1","11","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ","3","0","0","19"
"","","19016","0","0","91","","0","","","19"
"0","","19017","0","cool_idle_normal","3","cool_idle_normal_lookup","3","1","0.2","19"
"0","","19018","0","gutsB_idle_joy","3","iroha_ok_luichan","2","1","0.2","19"
"","","19019","0","0","21","vo_alces_1901","vo_alces","","","19"
"0","0.5","19020","10","1","11","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！","2","0","0","19"
"","","19021","","","91","","0","","","19"
"","","19022","1","","3","idle_kyapi_normal","2","","0.2","19"
"","","19023","1","","3","idle_normal","3","","0.2","19"
"","","19024","0","","3","luis_swap","1","","0.2","19"
"","","19025","0","0","21","vo_alces_1902","vo_alces","","","19"
"10","1.2","19026","10","1","11","はいはい。\n『入れ替わりの秘薬』噴射～♪","1","0","0","19"
"","","19027","","","93","0","1.2","","","19"
"","","19028","0","","23","se_alces_replace","se_alces","","","19"
"","","19029","","","93","0","2.8","","","19"
"","","19030","","","32","1","18","","","19"
"","","19031","","","32","1","19","","","19"
"","","19032","","","93","0","0.5","","","19"
"0","","19033","0","0","6","1","2","0","1","19"
"0","","19034","0","0","6","1","3","0","1","19"
"","","19035","","","93","0","1.5","","","19"
"","","19036","600","0","2","1500","2","0","","19"
"","","19037","600","0","2","1500","3","0","","19"
"","","19038","-168","0","2","-124","4","0","","19"
"","","19039","-156","0","2","32","5","0","","19"
"","","19040","","","93","0","1.2","","","19"
"0","","19041","0","idle_normal_talkjoy1","3","luis_swap_out","1","1","0.1","19"
"","","19042","","","93","0","0.5","","","19"
"0","","19043","0","speedMode_loop","3","speedMode_in","4","1","0.2","19"
"0","","19044","0","lookback_idle","3","lookback_in","5","1","0.1","19"
"","","19045","0","0","21","vo_alces_1903","vo_alces","","","19"
"0","1.3","19046","10","1","11","よーしっ！！\nイロハスピードモード！！","4","0","0","19"
"","","19047","","","91","","0","","","19"
"","","19048","","","22","0","0","","","19"
"","","19049","","","93","0","0.3","","","19"
"","","19050","0","","23","se_alces_dash","se_alces","","","19"
"0","","19051","0","speedDash_loop","3","speedDash_in","4","1","0","19"
"0","","19052","0","sono_idle_glasses_crooked","3","sono_blown","5","1","0.2","19"
"0","","19053","0","luis_blown_idle","3","luis_blown","1","1","0.2","19"
"","","19054","","","32","1","20","","","19"
"","","19055","","","93","0","0.4","","","19"
"","","19056","-156","0.5","2","1500","4","0","","19"
"","","19057","","","32","1","21","","","19"
"","","19058","-156","0.5","33","1500","21","0","","19"
"","","19059","","","93","0","3.5","","","19"
"0","","19060","0","sono_idle_shy","3","sono_idle_glasses_up","5","1","0.2","19"
"","","19061","0","0","21","vo_alces_1904","vo_alces","","","19"
"0","0.5","19062","10","1","11","はっや","5","0","0","19"
"","","19063","0","0","91","","0","","","19"
"","","19064","","","22","0","0","","","19"
"0","naderare_idle","20001","100","-60","5","2","2","-190","1.47","20"
"0","empty","20002","103","-60","5","101","10","-190","1.47","20"
"0","nadenade_idle","20003","101","50","5","3","3","-190","1.42","20"
"0","empty","20004","103","50","5","102","10","-190","1.42","20"
"1","idle_normal","20005","102","270","1","101111","1","-190","1.45","20"
"","","20006","","","91","0","0","","","20"
"","","20007","","","93","0","0.8","","","20"
"","","20008","","","23","se_alces_emotion_note","se_alces","","","20"
"","","20009","0","","3","naderare_idle_note","101","","0","20"
"","","20010","","","93","0","2.5","","","20"
"","","20011","1","","3","talk_normal_joy","101111","","0.2","20"
"","","20012","0","0","21","vo_alces_2000","vo_alces","","","20"
"0","1.3","20013","10","1","11","ふふ。\n仲のいい姉妹ですね～♪","101111","0","0","20"
"","","20014","0","0","91","","0","","","20"
"","","20015","1","","3","idle_normal","101111","","0.2","20"
"0","","20016","0","doya_talk_joy","3","doya_in_joy","2","1","0.2","20"
"0","","20017","0","idle_normal","3","nadenade_to_idle","3","1","0.2","20"
"","","20018","","","93","0","0.2","","","20"
"","","20019","0","0","21","vo_alces_2001","vo_alces","","","20"
"0","1","20020","10","1","11","姉妹じゃないよ！\n姪と叔母なんだ～！","2","0","0","20"
"","","20021","0","0","91","","0","","","20"
"","","20022","1","","3","doya_idle_Ex0004","2","","0.2","20"
"","","20023","","","93","0","0.2","","","20"
"0.2","","20024","0","talk_normal_joy","3","notice_in_talk2","101111","1","0.2","20"
"","","20025","0","0","21","vo_alces_2002","vo_alces","","","20"
"0","2.2","20026","10","1","11","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！","101111","0","0","20"
"","","20027","0","0","91","","0","","","20"
"","","20028","1","","3","idle_normal_joyR","101111","","0.2","20"
"","","20029","","","93","0","0.2","","","20"
"","","20030","1","","3","idle_surprise","3","","0.2","20"
"","","20031","1","","3","idle_normal","2","","0.2","20"
"","","20032","","","93","0","0.8","","","20"
"","","20033","","","23","se_alces_emotion_quiet","se_alces","","","20"
"0","","20034","1","0","12","12","3","0","0","20"
"","","20035","","","93","0","3","","","20"
"","","20036","1","","3","talk_normal_surprise","3","","0.2","20"
"","","20037","0","0","21","vo_alces_2003","vo_alces","","","20"
"0","0.6","20038","10","1","11","……３親等のことかしら？","3","0","0","20"
"","","20039","0","0","91","","0","","","20"
"","","20040","","","22","0.5","0","","","20"
"","","20041","1","","3","idle_surprise","3","","0.2","20"
"","","20042","","","93","0","0.5","","","20"
"","","20043","","","23","se_alces_emotion_question","se_alces","","","20"
"0","","20044","1","0","12","5","101111","0","0","20"
"","","20045","1","","3","surprise_idle_normal2","101111","","0.5","20"
"","","20046","1","","3","idle_surprise","2","","0.2","20"
"","","20047","","","93","0","0.8","","","20"
"","","20048","1","","3","sad_idle_Ex0007","3","","0.2","20"
"0","","20049","0","sad_idle","3","sad_idle_in","102","1","","20"
"","","20050","","","22","0","0","","","20"
"","","20051","","","93","0","3","","","20"
"","","20052","0","0","101","","20051","","","20"
"0","adv_luis","101001","100","-1.7","5","1","1","-140","1.4","101"
"","","101002","108.3","87","31","1","1","1","1","101"
"0","adv_luis","102001","100","-1.7","5","1","1","-140","1.4","102"
"","","102002","108.3","87","31","1","1","1","1","102"
"0","adv_luis","103001","100","-1.7","5","1","1","-140","1.4","103"
"","","103002","108.3","87","31","1","1","1","1","103"
"0","adv_iroha","104001","100","90","5","2","2","-190","1.5","104"
"","","104002","200","37","31","1","1","1","1","104"
"0","adv_iroha","105001","100","90","5","2","2","-190","1.5","105"
"","","105002","200","37","31","1","1","1","1","105"
"0","adv_iroha","106001","100","90","5","2","2","-190","1.5","106"
"","","106002","200","37","31","1","1","1","1","106"
"1","adv_sono","107001","100","350","5","3","3","-130","1.38","107"
"","","107002","475","-18","31","10","10","1","1","107"
"","","107003","460","125","31","1","1","1","1","107"
"1","adv_sono","108001","100","350","5","3","3","-130","1.38","108"
"","","108002","475","-18","31","10","10","1","1","108"
"","","108003","460","125","31","1","1","1","1","108"
"1","adv_sono","109001","100","350","5","3","3","-130","1.38","109"
"","","109002","475","-18","31","10","10","1","1","109"
"","","109003","460","125","31","1","1","1","1","109"
"1","adv_sono","110001","100","350","5","3","3","-130","1.38","110"
"","","110002","475","-18","31","10","10","1","1","110"
"","","110003","460","125","31","1","1","1","1","110"
"0","adv_luis","111001","100","-1.7","5","1","1","-140","1.4","111"
"","","111002","108.3","87","31","1","1","1","1","111"
"","","111003","","","37","special","1","","","111"
"1","adv_sono","112001","100","350","5","3","3","-130","1.38","112"
"","","112002","475","-18","31","10","10","1","1","112"
"","","112003","460","125","31","1","1","1","1","112"
"","","112004","","","37","special","1","","","112"
"0","adv_iroha","113001","100","90","5","2","2","-190","1.5","113"
"","","113002","200","37","31","1","1","1","1","113"
"","","113003","","","37","special","1","","","113"
"0","adv_iroha","114001","100","90","5","2","2","-190","1.5","114"
"","","114002","200","37","31","1","1","1","1","114"
"","","114003","","","37","special","1","","","114"
"0","adv_luis","115001","100","-1.7","5","1","1","-140","1.4","115"
"","","115002","108.3","87","31","1","1","1","1","115"
"","","115003","","","37","special","1","","","115"
"0","adv_iroha","116001","100","90","5","2","2","-190","1.5","116"
"","","116002","200","37","31","1","1","1","1","116"
"","","116003","","","37","special","1","","","116"
"1","adv_sono","117001","100","350","5","3","3","-130","1.38","117"
"","","117002","475","-18","31","10","10","1","1","117"
"","","117003","460","125","31","1","1","1","1","117"
"","","117004","","","37","special","1","","","117"
"0","adv_iroha_kodomo","118001","100","90","5","4","4","-190","1.48","118"
"","","118002","200","37","31","1","1","1","1","118"
"","","118003","","","37","special","1","","","118"
"1","adv_sono","119001","100","350","5","3","3","-130","1.38","119"
"","","119002","475","-18","31","10","10","1","1","119"
"","","119003","460","125","31","1","1","1","1","119"
"","","119004","","","37","special","1","","","119"
"1","adv_sono","120001","100","350","5","3","3","-130","1.38","120"
"","","120002","475","-18","31","10","10","1","1","120"
"","","120003","460","125","31","1","1","1","1","120"
"","","120004","","","37","special","1","","","120"
"0","adv_luis","121001","100","-1.7","5","1","1","-140","1.4","121"
"","","121002","108.3","87","31","1","1","1","1","121"
"","","121003","","","37","special","1","","","121"
"1","adv_sono","122001","100","350","5","3","3","-130","1.38","122"
"","","122002","475","-18","31","10","10","1","1","122"
"","","122003","460","125","31","1","1","1","1","122"
"","","122004","","","37","special","1","","","122"
"1","adv_sono_otona","123001","100","350","5","5","5","-130","1.4","123"
"","","123002","475","-18","31","10","10","1","1","123"
"","","123003","460","125","31","1","1","1","1","123"
"","","123004","","","37","special","1","","","123"
"1","adv_sono","124001","100","350","5","3","3","-130","1.38","124"
"","","124002","475","-18","31","10","10","1","1","124"
"","","124003","460","125","31","1","1","1","1","124"
"","","124004","","","37","special","1","","","124"
"0","adv_luis","125001","100","-1.7","5","1","1","-140","1.4","125"
"","","125002","108.3","87","31","1","1","1","1","125"
"","","125003","","","37","special","1","","","125"
"0","adv_iroha_kodomo","126001","100","90","5","4","4","-190","1.48","126"
"","","126002","200","37","31","1","1","1","1","126"
"","","126003","","","37","special","1","","","126"
"0","adv_iroha","127001","100","90","5","2","2","-190","1.5","127"
"","","127002","200","37","31","1","1","1","1","127"
"","","127003","","","37","special","1","","","127"
"0","adv_luis","128001","100","-1.7","5","1","1","-140","1.4","128"
"","","128002","108.3","87","31","1","1","1","1","128"
"","","128003","","","37","special","1","","","128"
"1","adv_sono_otona","129001","100","350","5","5","5","-130","1.4","129"
"","","129002","475","-18","31","10","10","1","1","129"
"","","129003","460","125","31","1","1","1","1","129"
"","","129004","","","37","special","1","","","129"
"1","adv_sono","130001","100","350","5","3","3","-130","1.38","130"
"","","130002","475","-18","31","10","10","1","1","130"
"","","130003","460","125","31","1","1","1","1","130"
"","","130004","","","37","special","1","","","130"
"0","adv_luis","131001","100","-1.7","5","1","1","-140","1.4","131"
"","","131002","108.3","87","31","1","1","1","1","131"
"","","131003","","","37","special","1","","","131"
"0","adv_iroha","132001","100","90","5","2","2","-190","1.5","132"
"","","132002","200","37","31","1","1","1","1","132"
"","","132003","","","37","special","1","","","132"
