af95a321a4bbc52474560ef7d8d2503e27c688791f95c07f53d36f27c186a622,e338248983ac4a6e0531d1de7c0c8b85b195213a626d322f23d56aea01a7c7f6,b9411a77ec4e1363d32e0e421647ad935b506a9b1b5c39ba674eedf67fb4c7bd,c32053824de888df80f257f8a768b283521df2f63f7e921f48c1e51b8d96a515,55f4e69fc28c4e0e9243fd82f02fe60b71cdadf2ac7e34c38c7d051adc59bc04,e665918e8d7b1a17832e9bfcab035fec0cc14eb5ebc44ef227192f13c9589528,31fcac7a3d631293fa0e8ae43a843c3462c4f55738b89021b26d6940be433b14,43c3224e66fd6fee0a16c95847be084fbec89836b3296e9b967a31f2557eb313,b9366be5188ed8fbdd3a84001d99ed5649c8e2cd5ee96491d03ef559af8ea3c1,b14f5832fa53d403ea6c7882e350e635f484fe54fdd66506296b12400ab054cf,12693a33f5a8bd3e0b285ecd5220720203ae523c8802f3e349427636948657f3,88eb6836292526a7fad252f0b44f08356222a9544c3a36955d86f98812cb3aaf,a62ac56491a3622a262d86906d2029f88c664254756afad3e18e55c8085ed8b7,06616de07663ad97ed1a8c6710b777253bc46399d900fc8d26ca99966363b904,c13d280a1b37f5f10920e0a51a539c29e8ad5b132c576777281c50746401a681,b20fdd08a2e4c3bbaa91f5c4d6c9f77630d0ca114bcca78966a5ad45dd58c5cc,29a5bbd9fa22be1053a9eba2c1076a386881e99c6601021f417cc3780aaef811,84d877816bd772c0879d85a339364f153968bda2c76473ae6a5d4c8ee817578c,ee179e6db44cb65ed9e5de8c5643fb806693eb622741e74fdeed0059ae73726a,9ef295072ebce4a17df483c4cf35513d6880ab5e017c40802f543c38f865e16a,9bc424b0f18e272ce1828d8923286e0827458712d1f56e3ec7150f2acb588768,d9737498b56a928d6907c3364f9814cabf9b6e5766a7b0e25729d070e72904e5,17b095e2c880e6ecf42cc92640c9b35185d0135bf008be72976ae594f04e4f75,42ca211697580b1a6f4f170a8ad8b1592b22fde966f4f549765dec75a8a50808,c682246b97286cf0721d76082641ae1efe55f8b562e9f574114cc8c2626b2b5a,9352aafb1e4e30977490eb4219ea5b45862f4979b6ceff6f9c43c0a804bf78e1,046585a8c1506cfe3b39f15bcb71c5fdbe7acef8dd1994c7e40c23b88d5031ab,c7782c9d2f5bb581e43a1edf121470d9be31fe847957e532c6100d17b3bea18f,3d23d500e88809243e443aca9b90e12eaa51babba9dc473f7cf74823d4c9e723,c5f979390217045dadc12b315e63f0af1f79e322384908c744642443ad0fb21d,c1a818e85535582762efede4bbcf16a16b2ee021aca4b68469afa31c217b9dc8,8a664464bba1786671f5ceef46adcef11ee32949cc6fb448b8454eefc69121ce,eb083307e407503adb1f23418fdb231d631ebea39ae2287a836a2ac30035594c,9769b61b8c30c5e83b4b705e5260d017cf27ce40c7ded6bad77bb127a3b509e5,1347a5fdcc2aa66ed8eabaa8a9f91f142172dd4e810d8c9672fdf142103ba4a2,abea3f2fadded5929eae0c8ccf9e64d46c2d81f1a91e88bde606c7cee6628ac9,748f4a3a664666b0b71ab052c800e08f5ca572cf9f91634f5e37dd56b99436ef,e2ae1392da5d33c64f9c7d6dbf9b795141f504da82b918155c0953025bd2f2d8,333a8355565f50c87cf22c120ead40d183bc76253d8d47e6423167578dc6c0e5,f23ae120310742b7c8bd4905fdea0af5d057abfedaf5cf185598e7538ab16464
"31273","66","66","0","66","66","106","66","66","0","86","0","10","66","66","10","0","66","0","200000001","66","0","30","0","670270066","0","66","66","66","66","2519","66","1","1","66","66","0","1","0","202700"
"31755","67","67","0","67","67","108","67","67","0","87","0","10","67","67","10","0","67","0","200000001","67","0","30","0","670270067","0","67","67","67","67","2585","67","1","1","67","67","0","1","0","202700"
"32236","68","68","0","68","68","110","68","68","0","88","0","10","68","68","10","0","68","0","200000001","68","0","30","0","670270068","0","68","68","68","68","2652","68","1","1","68","68","0","1","0","202700"
"32718","69","69","0","69","69","113","69","69","0","89","0","10","69","69","10","0","69","0","200000001","69","0","30","0","670270069","0","69","69","69","69","2718","69","1","1","69","69","0","1","0","202700"
"33200","70","70","0","70","70","115","70","70","0","90","0","10","70","70","10","0","70","0","200000001","70","0","30","0","670270070","0","70","70","70","70","2785","70","1","1","70","70","0","1","0","202700"
"33682","71","71","0","71","71","117","71","71","0","91","0","10","71","71","10","0","71","0","200000001","71","0","30","0","670270071","0","71","71","71","71","2852","71","1","1","71","71","0","1","0","202700"
"3109","1","1","0","1","1","2","1","1","0","3","0","10","1","1","10","0","1","0","200000006","1","0","30","0","670280001","0","1","1","1","1","90","1","1","1","1","1","0","1","0","202800"
"3260","2","2","0","2","2","8","2","2","0","4","0","10","2","2","10","0","2","0","200000006","2","0","30","0","670280002","0","2","2","2","2","112","2","1","1","2","2","0","1","0","202800"
"3410","3","3","0","3","3","5","3","3","0","4","0","10","3","3","10","0","3","0","200000006","3","0","30","0","670280003","0","3","3","3","3","134","3","1","1","3","3","0","1","0","202800"
"3561","4","4","0","4","4","6","4","4","0","5","0","10","4","4","10","0","4","0","200000006","4","0","30","0","670280004","0","4","4","4","4","156","4","1","1","4","4","0","1","0","202800"
"3711","5","5","0","5","5","7","5","5","0","5","0","10","5","5","10","0","5","0","200000006","5","0","30","0","670280005","0","5","5","5","5","178","5","1","1","5","5","0","1","0","202800"
"3862","6","6","0","6","6","7","6","6","0","6","0","10","6","6","10","0","6","0","200000006","6","0","30","0","670280006","0","6","6","6","6","200","6","1","1","6","6","0","1","0","202800"
"4012","7","7","0","7","7","8","7","7","0","6","0","10","7","7","10","0","7","0","200000006","7","0","30","0","670280007","0","7","7","7","7","222","7","1","1","7","7","0","1","0","202800"
"4163","8","8","0","8","8","8","8","8","0","7","0","10","8","8","10","0","8","0","200000006","8","0","30","0","670280008","0","8","8","8","8","244","8","1","1","8","8","0","1","0","202800"
"4313","9","9","0","9","9","9","9","9","0","7","0","10","9","9","10","0","9","0","200000006","9","0","30","0","670280009","0","9","9","9","9","266","9","1","1","9","9","0","1","0","202800"
"4464","10","10","0","10","10","9","10","10","0","8","0","10","10","10","10","0","10","0","200000006","10","0","30","0","670280010","0","10","10","10","10","288","10","1","1","10","10","0","1","0","202800"
"4614","11","11","0","11","11","9","11","11","0","8","0","10","11","11","10","0","11","0","200000006","11","0","30","0","670280011","0","11","11","11","11","310","11","1","1","11","11","0","1","0","202800"
"4765","12","12","0","12","12","10","12","12","0","9","0","10","12","12","10","0","12","0","200000006","12","0","30","0","670280012","0","12","12","12","12","332","12","1","1","12","12","0","1","0","202800"
"4915","13","13","0","13","13","10","13","13","0","9","0","10","13","13","10","0","13","0","200000006","13","0","30","0","670280013","0","13","13","13","13","354","13","1","1","13","13","0","1","0","202800"
"5066","14","14","0","14","14","10","14","14","0","10","0","10","14","14","10","0","14","0","200000006","14","0","30","0","670280014","0","14","14","14","14","376","14","1","1","14","14","0","1","0","202800"
"5216","15","15","0","15","15","15","15","15","0","10","0","10","15","15","10","0","15","0","200000006","15","0","30","0","670280015","0","15","15","15","15","398","15","1","1","15","15","0","1","0","202800"
"5367","16","16","0","16","16","15","16","16","0","11","0","10","16","16","10","0","16","0","200000006","16","0","30","0","670280016","0","16","16","16","16","420","16","1","1","16","16","0","1","0","202800"
"5517","17","17","0","17","17","15","17","17","0","11","0","10","17","17","10","0","17","0","200000006","17","0","30","0","670280017","0","17","17","17","17","442","17","1","1","17","17","0","1","0","202800"
"5668","18","18","0","18","18","15","18","18","0","12","0","10","18","18","10","0","18","0","200000006","18","0","30","0","670280018","0","18","18","18","18","464","18","1","1","18","18","0","1","0","202800"
"5818","19","19","0","19","19","15","19","19","0","12","0","10","19","19","10","0","19","0","200000006","19","0","30","0","670280019","0","19","19","19","19","486","19","1","1","19","19","0","1","0","202800"
"5969","20","20","0","20","20","15","20","20","0","13","0","10","20","20","10","0","20","0","200000006","20","0","30","0","670280020","0","20","20","20","20","508","20","1","1","20","20","0","1","0","202800"
"6119","21","21","0","21","21","15","21","21","0","13","0","10","21","21","10","0","21","0","200000006","21","0","30","0","670280021","0","21","21","21","21","530","21","1","1","21","21","0","1","0","202800"
"6270","22","22","0","22","22","19","22","22","0","14","0","10","22","22","10","0","22","0","200000006","22","0","30","0","670280022","0","22","22","22","22","552","22","1","1","22","22","0","1","0","202800"
"6420","23","23","0","23","23","23","23","23","0","14","0","10","23","23","10","0","23","0","200000006","23","0","30","0","670280023","0","23","23","23","23","574","23","1","1","23","23","0","1","0","202800"
"6571","24","24","0","24","24","23","24","24","0","15","0","10","24","24","10","0","24","0","200000006","24","0","30","0","670280024","0","24","24","24","24","596","24","1","1","24","24","0","1","0","202800"
"6721","25","25","0","25","25","24","25","25","0","15","0","10","25","25","10","0","25","0","200000006","25","0","30","0","670280025","0","25","25","25","25","618","25","1","1","25","25","0","1","0","202800"
"6872","26","26","0","26","26","24","26","26","0","16","0","10","26","26","10","0","26","0","200000006","26","0","30","0","670280026","0","26","26","26","26","640","26","1","1","26","26","0","1","0","202800"
"7022","27","27","0","27","27","24","27","27","0","16","0","10","27","27","10","0","27","0","200000006","27","0","30","0","670280027","0","27","27","27","27","662","27","1","1","27","27","0","1","0","202800"
"7173","28","28","0","28","28","24","28","28","0","17","0","10","28","28","10","0","28","0","200000006","28","0","30","0","670280028","0","28","28","28","28","684","28","1","1","28","28","0","1","0","202800"
"7323","29","29","0","29","29","25","29","29","0","17","0","10","29","29","10","0","29","0","200000006","29","0","30","0","670280029","0","29","29","29","29","706","29","1","1","29","29","0","1","0","202800"
"7474","30","30","0","30","30","26","30","30","0","18","0","10","30","30","10","0","30","0","200000006","30","0","30","0","670280030","0","30","30","30","30","728","30","1","1","30","30","0","1","0","202800"
"7624","31","31","0","31","31","26","31","31","0","18","0","10","31","31","10","0","31","0","200000006","31","0","30","0","670280031","0","31","31","31","31","750","31","1","1","31","31","0","1","0","202800"
"7775","32","32","0","32","32","26","32","32","0","19","0","10","32","32","10","0","32","0","200000006","32","0","30","0","670280032","0","32","32","32","32","772","32","1","1","32","32","0","1","0","202800"
"7925","33","33","0","33","33","26","33","33","0","19","0","10","33","33","10","0","33","0","200000006","33","0","30","0","670280033","0","33","33","33","33","794","33","1","1","33","33","0","1","0","202800"
"8076","34","34","0","34","34","26","34","34","0","20","0","10","34","34","10","0","34","0","200000006","34","0","30","0","670280034","0","34","34","34","34","816","34","1","1","34","34","0","1","0","202800"
"8226","35","35","0","35","35","30","35","35","0","20","0","10","35","35","10","0","35","0","200000006","35","0","30","0","670280035","0","35","35","35","35","838","35","1","1","35","35","0","1","0","202800"
"8377","36","36","0","36","36","30","36","36","0","21","0","10","36","36","10","0","36","0","200000006","36","0","30","0","670280036","0","36","36","36","36","860","36","1","1","36","36","0","1","0","202800"
"8527","37","37","0","37","37","30","37","37","0","21","0","10","37","37","10","0","37","0","200000006","37","0","30","0","670280037","0","37","37","37","37","882","37","1","1","37","37","0","1","0","202800"
"8527","38","38","0","38","38","30","38","38","0","21","0","10","38","38","10","0","38","0","200000006","38","0","30","0","670280038","0","38","38","38","38","892","38","1","1","38","38","0","1","0","202800"
"10242","39","39","0","39","39","37","39","39","0","26","0","10","39","39","10","0","39","0","200000006","39","0","30","0","670280039","0","39","39","39","39","1076","39","1","1","39","39","0","1","0","202800"
"11957","40","40","0","40","40","44","40","40","0","31","0","10","40","40","10","0","40","0","200000006","40","0","30","0","670280040","0","40","40","40","40","1260","40","1","1","40","40","0","1","0","202800"
"14978","41","41","0","41","41","45","41","41","0","31","0","10","41","41","10","0","41","0","200000006","41","0","30","0","670280041","0","41","41","41","41","1455","41","1","1","41","41","0","1","0","202800"
"17998","42","42","0","42","42","45","42","42","0","31","0","10","42","42","10","0","42","0","200000006","42","0","30","0","670280042","0","42","42","42","42","1649","42","1","1","42","42","0","1","0","202800"
"15502","43","43","0","43","43","45","43","43","0","31","0","10","43","43","10","0","43","0","200000006","43","0","30","0","670280043","0","43","43","43","43","1666","43","1","1","43","43","0","1","0","202800"
"15764","44","44","0","44","44","46","44","44","0","32","0","10","44","44","10","0","44","0","200000006","44","0","30","0","670280044","0","44","44","44","44","1683","44","1","1","44","44","0","1","0","202800"
"16026","45","45","0","45","45","46","45","45","0","32","0","10","45","45","10","0","45","0","200000006","45","0","30","0","670280045","0","45","45","45","45","1699","45","1","1","45","45","0","1","0","202800"
"16289","46","46","0","46","46","47","46","46","0","32","0","10","46","46","10","0","46","0","200000006","46","0","30","0","670280046","0","46","46","46","46","1716","46","1","1","46","46","0","1","0","202800"
"16551","47","47","0","47","47","47","47","47","0","33","0","10","47","47","10","0","47","0","200000006","47","0","30","0","670280047","0","47","47","47","47","1733","47","1","1","47","47","0","1","0","202800"
"16813","48","48","0","48","48","48","48","48","0","33","0","10","48","48","10","0","48","0","200000006","48","0","30","0","670280048","0","48","48","48","48","1750","48","1","1","48","48","0","1","0","202800"
"17075","49","49","0","49","49","48","49","49","0","33","0","10","49","49","10","0","49","0","200000006","49","0","30","0","670280049","0","49","49","49","49","1766","49","1","1","49","49","0","1","0","202800"
"17337","50","50","0","50","50","49","50","50","0","34","0","10","50","50","10","0","50","0","200000006","50","0","30","0","670280050","0","50","50","50","50","1783","50","1","1","50","50","0","1","0","202800"
"17599","51","51","0","51","51","49","51","51","0","34","0","10","51","51","10","0","51","0","200000006","51","0","30","0","670280051","0","51","51","51","51","1800","51","1","1","51","51","0","1","0","202800"
"17821","52","52","0","52","52","50","52","52","0","34","0","10","52","52","10","0","52","0","200000006","52","0","30","0","670280052","0","52","52","52","52","1809","52","1","1","52","52","0","1","0","202800"
"18043","53","53","0","53","53","50","53","53","0","34","0","10","53","53","10","0","53","0","200000006","53","0","30","0","670280053","0","53","53","53","53","1819","53","1","1","53","53","0","1","0","202800"
"17861","54","54","0","54","54","49","54","54","0","34","0","10","54","54","10","0","54","0","200000006","54","0","30","0","670280054","0","54","54","54","54","1817","54","1","1","54","54","0","1","0","202800"
"18123","55","55","0","55","55","50","55","55","0","35","0","10","55","55","10","0","55","0","200000006","55","0","30","0","670280055","0","55","55","55","55","1834","55","1","1","55","55","0","1","0","202800"
"18385","56","56","0","56","56","50","56","56","0","35","0","10","56","56","10","0","56","0","200000006","56","0","30","0","670280056","0","56","56","56","56","1850","56","1","1","56","56","0","1","0","202800"
"18647","57","57","0","57","57","51","57","57","0","35","0","10","57","57","10","0","57","0","200000006","57","0","30","0","670280057","0","57","57","57","57","1867","57","1","1","57","57","0","1","0","202800"
"19434","58","58","0","58","58","52","58","58","0","36","0","10","58","58","10","0","58","0","200000006","58","0","30","0","670280058","0","58","58","58","58","1917","58","1","1","58","58","0","1","0","202800"
"19696","59","59","0","59","59","53","59","59","0","37","0","10","59","59","10","0","59","0","200000006","59","0","30","0","670280059","0","59","59","59","59","1934","59","1","1","59","59","0","1","0","202800"
"19958","60","60","0","60","60","53","60","60","0","37","0","10","60","60","10","0","60","0","200000006","60","0","30","0","670280060","0","60","60","60","60","1951","60","1","1","60","60","0","1","0","202800"
"20220","61","61","0","61","61","53","61","61","0","37","0","10","61","61","10","0","61","0","200000006","61","0","30","0","670280061","0","61","61","61","61","1968","61","1","1","61","61","0","1","0","202800"
"20930","62","62","0","62","62","54","62","62","0","38","0","10","62","62","10","0","62","0","200000006","62","0","30","0","670280062","0","62","62","62","62","2041","62","1","1","62","62","0","1","0","202800"
"21640","63","63","0","63","63","54","63","63","0","38","0","10","63","63","10","0","63","0","200000006","63","0","30","0","670280063","0","63","63","63","63","2114","63","1","1","63","63","0","1","0","202800"
"22349","64","64","0","64","64","55","64","64","0","39","0","10","64","64","10","0","64","0","200000006","64","0","30","0","670280064","0","64","64","64","64","2187","64","1","1","64","64","0","1","0","202800"
"23059","65","65","0","65","65","55","65","65","0","40","0","10","65","65","10","0","65","0","200000006","65","0","30","0","670280065","0","65","65","65","65","2260","65","1","1","65","65","0","1","0","202800"
"23769","66","66","0","66","66","56","66","66","0","40","0","10","66","66","10","0","66","0","200000006","66","0","30","0","670280066","0","66","66","66","66","2333","66","1","1","66","66","0","1","0","202800"
"24479","67","67","0","67","67","57","67","67","0","41","0","10","67","67","10","0","67","0","200000006","67","0","30","0","670280067","0","67","67","67","67","2407","67","1","1","67","67","0","1","0","202800"
"25188","68","68","0","68","68","57","68","68","0","42","0","10","68","68","10","0","68","0","200000006","68","0","30","0","670280068","0","68","68","68","68","2480","68","1","1","68","68","0","1","0","202800"
"25898","69","69","0","69","69","58","69","69","0","42","0","10","69","69","10","0","69","0","200000006","69","0","30","0","670280069","0","69","69","69","69","2553","69","1","1","69","69","0","1","0","202800"
"26608","70","70","0","70","70","58","70","70","0","43","0","10","70","70","10","0","70","0","200000006","70","0","30","0","670280070","0","70","70","70","70","2626","70","1","1","70","70","0","1","0","202800"
"27318","71","71","0","71","71","59","71","71","0","44","0","10","71","71","10","0","71","0","200000006","71","0","30","0","670280071","0","71","71","71","71","2699","71","1","1","71","71","0","1","0","202800"
"266","1","1","0","1","1","3","1","1","0","2","0","10","1","1","10","0","1","0","200000009","1","0","30","0","670290001","0","1","1","1","1","34","1","1","1","1","1","0","1","0","202900"
"348","2","2","0","2","2","4","2","2","0","3","0","10","2","2","10","0","2","0","200000009","2","0","30","0","670290002","0","2","2","2","2","38","2","1","1","2","2","0","1","0","202900"
"581","3","3","0","3","3","5","3","3","0","4","0","10","3","3","10","0","3","0","200000009","3","0","30","0","670290003","0","3","3","3","3","41","3","1","1","3","3","0","1","0","202900"
"512","4","4","0","4","4","5","4","4","0","4","0","10","4","4","10","0","4","0","200000009","4","0","30","0","670290004","0","4","4","4","4","60","4","1","1","4","4","0","1","0","202900"
"569","5","5","0","5","5","6","5","5","0","5","0","10","5","5","10","0","5","0","200000009","5","0","30","0","670290005","0","5","5","5","5","89","5","1","1","5","5","0","1","0","202900"
"624","6","6","0","6","6","7","6","6","0","6","0","10","6","6","10","0","6","0","200000009","6","0","30","0","670290006","0","6","6","6","6","117","6","1","1","6","6","0","1","0","202900"
"769","7","7","0","7","7","8","7","7","0","7","0","10","7","7","10","0","7","0","200000009","7","0","30","0","670290007","0","7","7","7","7","145","7","1","1","7","7","0","1","0","202900"
"912","8","8","0","8","8","9","8","8","0","8","0","10","8","8","10","0","8","0","200000009","8","0","30","0","670290008","0","8","8","8","8","173","8","1","1","8","8","0","1","0","202900"
"938","9","9","0","9","9","9","9","9","0","8","0","10","9","9","10","0","9","0","200000009","9","0","30","0","670290009","0","9","9","9","9","186","9","1","1","9","9","0","1","0","202900"
"966","10","10","0","10","10","10","10","10","0","9","0","10","10","10","10","0","10","0","200000009","10","0","30","0","670290010","0","10","10","10","10","198","10","1","1","10","10","0","1","0","202900"
"991","11","11","0","11","11","10","11","11","0","9","0","10","11","11","10","0","11","0","200000009","11","0","30","0","670290011","0","11","11","11","11","212","11","1","1","11","11","0","1","0","202900"
"1017","12","12","0","12","12","10","12","12","0","9","0","10","12","12","10","0","12","0","200000009","12","0","30","0","670290012","0","12","12","12","12","224","12","1","1","12","12","0","1","0","202900"
"1205","13","13","0","13","13","11","13","13","0","10","0","10","13","13","10","0","13","0","200000009","13","0","30","0","670290013","0","13","13","13","13","247","13","1","1","13","13","0","1","0","202900"
"1393","14","14","0","14","14","12","14","14","0","11","0","10","14","14","10","0","14","0","200000009","14","0","30","0","670290014","0","14","14","14","14","270","14","1","1","14","14","0","1","0","202900"
"1581","15","15","0","15","15","12","15","15","0","11","0","10","15","15","10","0","15","0","200000009","15","0","30","0","670290015","0","15","15","15","15","293","15","1","1","15","15","0","1","0","202900"
"1769","16","16","0","16","16","12","16","16","0","12","0","10","16","16","10","0","16","0","200000009","16","0","30","0","670290016","0","16","16","16","16","316","16","1","1","16","16","0","1","0","202900"
"1957","17","17","0","17","17","13","17","17","0","12","0","10","17","17","10","0","17","0","200000009","17","0","30","0","670290017","0","17","17","17","17","338","17","1","1","17","17","0","1","0","202900"
"2145","18","18","0","18","18","14","18","18","0","13","0","10","18","18","10","0","18","0","200000009","18","0","30","0","670290018","0","18","18","18","18","361","18","1","1","18","18","0","1","0","202900"
"2333","19","19","0","19","19","14","19","19","0","13","0","10","19","19","10","0","19","0","200000009","19","0","30","0","670290019","0","19","19","19","19","384","19","1","1","19","19","0","1","0","202900"
"2521","20","20","0","20","20","15","20","20","0","14","0","10","20","20","10","0","20","0","200000009","20","0","30","0","670290020","0","20","20","20","20","407","20","1","1","20","20","0","1","0","202900"
"2659","21","21","0","21","21","15","21","21","0","14","0","10","21","21","10","0","21","0","200000009","21","0","30","0","670290021","0","21","21","21","21","419","21","1","1","21","21","0","1","0","202900"
"2797","22","22","0","22","22","15","22","22","0","14","0","10","22","22","10","0","22","0","200000009","22","0","30","0","670290022","0","22","22","22","22","433","22","1","1","22","22","0","1","0","202900"
"2935","23","23","0","23","23","15","23","23","0","14","0","10","23","23","10","0","23","0","200000009","23","0","30","0","670290023","0","23","23","23","23","445","23","1","1","23","23","0","1","0","202900"
"2916","24","24","0","24","24","23","24","24","0","23","0","10","24","24","10","0","24","0","200000009","24","0","30","0","670290024","0","24","24","24","24","516","24","1","1","24","24","0","1","0","202900"
"3164","25","25","0","25","25","23","25","25","0","23","0","10","25","25","10","0","25","0","200000009","25","0","30","0","670290025","0","25","25","25","25","542","25","1","1","25","25","0","1","0","202900"
"3411","26","26","0","26","26","24","26","26","0","23","0","10","26","26","10","0","26","0","200000009","26","0","30","0","670290026","0","26","26","26","26","568","26","1","1","26","26","0","1","0","202900"
"3659","27","27","0","27","27","24","27","27","0","24","0","10","27","27","10","0","27","0","200000009","27","0","30","0","670290027","0","27","27","27","27","595","27","1","1","27","27","0","1","0","202900"
"3907","28","28","0","28","28","24","28","28","0","24","0","10","28","28","10","0","28","0","200000009","28","0","30","0","670290028","0","28","28","28","28","670","28","1","1","28","28","0","1","0","202900"
"4154","29","29","0","29","29","25","29","29","0","24","0","10","29","29","10","0","29","0","200000009","29","0","30","0","670290029","0","29","29","29","29","647","29","1","1","29","29","0","1","0","202900"
"4402","30","30","0","30","30","25","30","30","0","24","0","10","30","30","10","0","30","0","200000009","30","0","30","0","670290030","0","30","30","30","30","672","30","1","1","30","30","0","1","0","202900"
"4646","31","31","0","31","31","25","31","31","0","24","0","10","31","31","10","0","31","0","200000009","31","0","30","0","670290031","0","31","31","31","31","680","31","1","1","31","31","0","1","0","202900"
"4889","32","32","0","32","32","25","32","32","0","24","0","10","32","32","10","0","32","0","200000009","32","0","30","0","670290032","0","32","32","32","32","689","32","1","1","32","32","0","1","0","202900"
"5133","33","33","0","33","33","26","33","33","0","24","0","10","33","33","10","0","33","0","200000009","33","0","30","0","670290033","0","33","33","33","33","696","33","1","1","33","33","0","1","0","202900"
"5376","34","34","0","34","34","26","34","34","0","24","0","10","34","34","10","0","34","0","200000009","34","0","30","0","670290034","0","34","34","34","34","705","34","1","1","34","34","0","1","0","202900"
"5670","35","35","0","35","35","26","35","35","0","24","0","10","35","35","10","0","35","0","200000009","35","0","30","0","670290035","0","35","35","35","35","712","35","1","1","35","35","0","1","0","202900"
"6139","36","36","0","36","36","26","36","36","0","24","0","10","36","36","10","0","36","0","200000009","36","0","30","0","670290036","0","36","36","36","36","717","36","1","1","36","36","0","1","0","202900"
"6358","37","37","0","37","37","26","37","37","0","24","0","10","37","37","10","0","37","0","200000009","37","0","30","0","670290037","0","37","37","37","37","725","37","1","1","37","37","0","1","0","202900"
"6577","38","38","0","38","38","26","38","38","0","24","0","10","38","38","10","0","38","0","200000009","38","0","30","0","670290038","0","38","38","38","38","731","38","1","1","38","38","0","1","0","202900"
"6796","39","39","0","39","39","26","39","39","0","24","0","10","39","39","10","0","39","0","200000009","39","0","30","0","670290039","0","39","39","39","39","938","39","1","1","39","39","0","1","0","202900"
"7433","40","40","0","40","40","29","40","40","0","26","0","10","40","40","10","0","40","0","200000009","40","0","30","0","670290040","0","40","40","40","40","996","40","1","1","40","40","0","1","0","202900"
"8070","41","41","0","41","41","31","41","41","0","29","0","10","41","41","10","0","41","0","200000009","41","0","30","0","670290041","0","41","41","41","41","1053","41","1","1","41","41","0","1","0","202900"
"8707","42","42","0","42","42","34","42","42","0","31","0","10","42","42","10","0","42","0","200000009","42","0","30","0","670290042","0","42","42","42","42","1111","42","1","1","42","42","0","1","0","202900"
"9345","43","43","0","43","43","37","43","43","0","34","0","10","43","43","10","0","43","0","200000009","43","0","30","0","670290043","0","43","43","43","43","1168","43","1","1","43","43","0","1","0","202900"
"9981","44","44","0","44","44","39","44","44","0","36","0","10","44","44","10","0","44","0","200000009","44","0","30","0","670290044","0","44","44","44","44","1226","44","1","1","44","44","0","1","0","202900"
"10618","45","45","0","45","45","41","45","45","0","39","0","10","45","45","10","0","45","0","200000009","45","0","30","0","670290045","0","45","45","45","45","1283","45","1","1","45","45","0","1","0","202900"
"11778","46","46","0","46","46","44","46","46","0","41","0","10","46","46","10","0","46","0","200000009","46","0","30","0","670290046","0","46","46","46","46","1348","46","1","1","46","46","0","1","0","202900"
"12936","47","47","0","47","47","47","47","47","0","44","0","10","47","47","10","0","47","0","200000009","47","0","30","0","670290047","0","47","47","47","47","1412","47","1","1","47","47","0","1","0","202900"
"14096","48","48","0","48","48","49","48","48","0","47","0","10","48","48","10","0","48","0","200000009","48","0","30","0","670290048","0","48","48","48","48","1478","48","1","1","48","48","0","1","0","202900"
"15255","49","49","0","49","49","51","49","49","0","50","0","10","49","49","10","0","49","0","200000009","49","0","30","0","670290049","0","49","49","49","49","1542","49","1","1","49","49","0","1","0","202900"
"16414","50","50","0","50","50","55","50","50","0","52","0","10","50","50","10","0","50","0","200000009","50","0","30","0","670290050","0","50","50","50","50","1607","50","1","1","50","50","0","1","0","202900"
"17573","51","51","0","51","51","57","51","51","0","55","0","10","51","51","10","0","51","0","200000009","51","0","30","0","670290051","0","51","51","51","51","1671","51","1","1","51","51","0","1","0","202900"
"18732","52","52","0","52","52","60","52","52","0","57","0","10","52","52","10","0","52","0","200000009","52","0","30","0","670290052","0","52","52","52","52","1736","52","1","1","52","52","0","1","0","202900"
"18732","53","53","0","53","53","60","53","53","0","57","0","10","53","53","10","0","53","0","200000009","53","0","30","0","670290053","0","53","53","53","53","1736","53","1","1","53","53","0","1","0","202900"
"21232","54","54","0","54","54","60","54","54","0","57","0","10","54","54","10","0","54","0","200000009","54","0","30","0","670290054","0","54","54","54","54","1836","54","1","1","54","54","0","1","0","202900"
"21232","55","55","0","55","55","61","55","55","0","58","0","10","55","55","10","0","55","0","200000009","55","0","30","0","670290055","0","55","55","55","55","1836","55","1","1","55","55","0","1","0","202900"
"23232","56","56","0","56","56","61","56","56","0","58","0","10","56","56","10","0","56","0","200000009","56","0","30","0","670290056","0","56","56","56","56","1836","56","1","1","56","56","0","1","0","202900"
"23232","57","57","0","57","57","62","57","57","0","59","0","10","57","57","10","0","57","0","200000009","57","0","30","0","670290057","0","57","57","57","57","1846","57","1","1","57","57","0","1","0","202900"
"23232","58","58","0","58","58","63","58","58","0","60","0","10","58","58","10","0","58","0","200000009","58","0","30","0","670290058","0","58","58","58","58","1856","58","1","1","58","58","0","1","0","202900"
"23732","59","59","0","59","59","63","59","59","0","60","0","10","59","59","10","0","59","0","200000009","59","0","30","0","670290059","0","59","59","59","59","1866","59","1","1","59","59","0","1","0","202900"
"24232","60","60","0","60","60","63","60","60","0","60","0","10","60","60","10","0","60","0","200000009","60","0","30","0","670290060","0","60","60","60","60","1876","60","1","1","60","60","0","1","0","202900"
"24732","61","61","0","61","61","63","61","61","0","60","0","10","61","61","10","0","61","0","200000009","61","0","30","0","670290061","0","61","61","61","61","1886","61","1","1","61","61","0","1","0","202900"
"25506","62","62","0","62","62","64","62","62","0","61","0","10","62","62","10","0","62","0","200000009","62","0","30","0","670290062","0","62","62","62","62","2029","62","1","1","62","62","0","1","0","202900"
