8dc541d17c84051701b3f7841243f1af67188af3d3cfbf8ec41fa25190edabe9,8ab2545fe3690b2f54141f99057a135ef0d19e26c6ea4d9579799b45022f569a,b240e596788f1d7d79d868d0845d8e7e6ba572dac5168587a9a0a43e8f3a99b9,a4f5eac57d192742459e20096ed59c12b3b5e95fe471fdd2f5ebd04ac319b07e,abf8eaaa907e8f261126e42d85727bdf994b28e5ca140aeed9df969882470718,fbdfd19544053eddbef764d41de4932d5afe28aa67521e570503d10517cd63cb,ef5c230d8fb4315b9b886b63397a00d67f1871456aae4101eaa7c4d666c108c0,77947b5329b51a0857d2b40f5ae15cbc85938537badf8e1c14a6d945330e43e3,bcd524e601353d048a394747d1d576bd2dd61ad6d719993ebbb0c4da411c0f67,9c7bbe5c673de609ed469efe3acf37536df1a91f5878fc861309cae8891f0a19,0b8f6f2655e1b436c2e74559cc7bc7f26506b03c4dc93d6ce7e64b4ad41b9c95
"","","","","","1009807","101","","","1009807143","1009807142"
"","","","","","1009807","91","","","0","1009807143"
"","","","","","1009807","102","","","","1009807144"
"","","","","","1009807","22","0.2","","0","1009807145"
"","","","","","1009807","93","","","0.2","1009807146"
"0","1","0","0","0","1009807","12","4","0","102011","1009807147"
"","1","","","0.2","1009807","3","lsv_talk_surprise","","102011","1009807148"
"","","","","","1009807","93","0","","3","1009807149"
"","1","","","0.2","1009807","3","lsv_idle_normal_joyR","","102011","1009807150"
"0","1","0","0","0","1009807","12","6","0","100411","1009807151"
"","1","","","0.2","1009807","3","lsv_talk_joy1_normal","","100411","1009807152"
"","","","","","1009807","93","0","","3","1009807153"
"","1","","","0.2","1009807","3","lsv_idle_normal_joy","","100411","1009807154"
"0","1","0","0","0","1009807","12","10","0","103611","1009807155"
"","1","","","0.2","1009807","3","lsv_talk_joy3_dere","","103611","1009807156"
"","","","","","1009807","93","0","","3","1009807157"
"","1","","","0.2","1009807","3","lsv_idle_wish","","103611","1009807158"
"","","","","","1009807","101","","","1009807147","1009807159"
"0","1","1","","1","1009807","6","1","0","333","1009807160"
"","","","","","1009807","4","1","","102011","1009807161"
"","1","","","0.2","1009807","3","lsv_run","","102011","1009807162"
"","-235","0.8","","","1009807","2","-750","0","102011","1009807163"
"","","","","","1009807","4","0","","100411","1009807164"
"","1","","","0.2","1009807","3","lsv_run","","100411","1009807165"
"","-220","0.8","","","1009807","2","750","0","100411","1009807166"
"","","","","","1009807","4","0","","103611","1009807167"
"","1","","","0.2","1009807","3","lsv_run","","103611","1009807168"
"","-250","0.8","","","1009807","2","850","0","103611","1009807169"
"","","","","","1009807","93","","","0.6","1009807170"
"0","1","1","","0.2","1009807","6","1","0","102011","1009807171"
"0","1","1","","0.2","1009807","6","1","0","100411","1009807172"
"0","1","1","","0.2","1009807","6","1","0","103611","1009807173"
"","","","","","1009807","91","","","0","1009807174"
"0","101","-700","lsv_idle_normal","1.95","1009808","1","100411","-220","1","1009808001"
"0","100","-550","lsv_idle_normal","1.95","1009808","1","102011","-235","1","1009808002"
"0","102","-800","lsv_idle_normal","1.95","1009808","1","103611","-250","1","1009808003"
"0","0","0","lsv_white_loop","1","1009808","5","333","0","1","1009808004"
"0","1","1","","0","1009808","6","1","0","333","1009808005"
"","-630","110","","0","1009808","31","13","1.3","3","1009808006"
"0","1","1","","0","1009808","6","1","0","100411","1009808007"
"0","1","1","","0","1009808","6","1","0","102011","1009808008"
"0","1","1","","0","1009808","6","1","0","103611","1009808009"
"","","","","","1009808","93","0","","1","1009808010"
"0","1","1","","0.8","1009808","6","1","0.4","333","1009808011"
"","1","","","0.2","1009808","3","lsv_walk_glad","","100411","1009808012"
"","-220","2","","","1009808","2","-100","0","100411","1009808013"
"0","1","1","","0.4","1009808","6","1","1","100411","1009808014"
"","1","","","0.2","1009808","3","lsv_walk_glad2","","102011","1009808015"
"","-235","2.2","","","1009808","2","100","0","102011","1009808016"
"0","1","1","","0.4","1009808","6","1","1","102011","1009808017"
"","1","","","0.2","1009808","3","lsv_walk_glad","","103611","1009808018"
"","-250","2","","","1009808","2","-270","0","103611","1009808019"
"0","1","1","","0.4","1009808","6","1","1","103611","1009808020"
"","","","","","1009808","32","1","","13","1009808021"
"","110","2","","","1009808","33","-180","0","13","1009808022"
"","","","","","1009808","93","","","2","1009808023"
"","","","","","1009808","32","0","","13","1009808024"
"","1","","","0.2","1009808","3","lsv_idle_normal","","100411","1009808025"
"","1","","","0.2","1009808","3","lsv_idle_normal","","103611","1009808026"
"","","","","","1009808","93","","","0.2","1009808027"
"","","","","","1009808","4","1","","102011","1009808028"
"","1","","","0.2","1009808","3","lsv_idle_normal","","102011","1009808029"
"","","","","","1009808","93","","","0.5","1009808030"
"0","0.5","","","0","1009808","12","10","","100411","1009808031"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_smile2","1","100411","1009808032"
"0","0.5","","","0","1009808","12","10","","102011","1009808033"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_smile2","1","102011","1009808034"
"0","0.5","","","0","1009808","12","10","","103611","1009808035"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_smile2","1","103611","1009808036"
"","","","","","1009808","93","","","1.5","1009808037"
"","","","","","1009808","4","0","","102011","1009808038"
"","1","","","0.2","1009808","3","lsv_walk","","102011","1009808039"
"","-235","1","","","1009808","2","200","0","102011","1009808040"
"","","","","","1009808","93","","","1","1009808041"
"","1","","","0.2","1009808","3","lsv_idle_normal","","102011","1009808042"
"","","","","","1009808","93","","","0","1009808043"
"","","","","","1009808","4","1","","102011","1009808044"
"","","","","","1009808","93","","","0.6","1009808045"
"0.2","0","lsv_talk_arm_crossed_loop_joy","","0","1009808","3","lsv_talk_arm_crossed_joy","1","100411","1009808046"
"","0","0","","","1009808","21","vo_lsv_0821","","vo_lsv","1009808047"
"0","10","1","0","0","1009808","11","ニャットちゃん\nおっきくてかわいかったねー！","1","100411","1009808048"
"","","","","","1009808","91","","","0","1009808049"
"","1","","","0.2","1009808","3","lsv_idle_arm_crossed_joy","","100411","1009808050"
"","1","","","0.2","1009808","3","lsv_talk_memory_dere2","","102011","1009808051"
"","0","0","","","1009808","21","vo_lsv_0822","","vo_lsv","1009808052"
"0","10","1","0","0","1009808","11","うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪","1","102011","1009808053"
"","","","","","1009808","91","","","0","1009808054"
"","1","","","0.2","1009808","3","lsv_idle_memory","","102011","1009808055"
"","1","","","0.2","1009808","3","lsv_talk_thinking_joyR","","103611","1009808056"
"","0","0","","","1009808","21","vo_lsv_0823","","vo_lsv","1009808057"
"0","10","1","0","0","1009808","11","シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。","1","103611","1009808058"
"","","","","","1009808","91","","","0","1009808059"
"","1","","","0.2","1009808","3","lsv_idle_normal","","103611","1009808060"
"","1","","","0.2","1009808","3","lsv_idle_normal","","102011","1009808061"
"0.2","0","lsv_talk_cool_normal2_loop","","0","1009808","3","lsv_talk_cool_normal2","1","100411","1009808062"
"","0","0","","","1009808","21","vo_lsv_0824","","vo_lsv","1009808063"
"0","10","1","0","0","1009808","11","この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！","1","100411","1009808064"
"","","","","","1009808","91","","","0","1009808065"
"","1","","","0.2","1009808","3","lsv_idle_cool_joy","","100411","1009808066"
"0.2","0","lsv_talk_doya_anger_loop","","0","1009808","3","lsv_talk_doya","1","103611","1009808067"
"","0","0","","","1009808","21","vo_lsv_0825","","vo_lsv","1009808068"
"0","10","1","0","0","1009808","11","うん！\n…あっ。観察するのも\n忘れないようにねっ？","1","103611","1009808069"
"","","","","","1009808","91","","","0","1009808070"
"","1","","","0.2","1009808","3","lsv_idle_doya","","103611","1009808071"
"","1","","","0.2","1009808","3","lsv_talk_bitter","","100411","1009808072"
"","0","0","","","1009808","21","vo_lsv_0826","","vo_lsv","1009808073"
"0","10","1","0","0","1009808","11","も、もちろんだって～！\nあはははは～","1","100411","1009808074"
"","","","","","1009808","91","","","0","1009808075"
"","1","","","0.2","1009808","3","lsv_idle_bitter","","100411","1009808076"
"","1","","","0.2","1009808","3","lsv_talk_surprise_talkjoy","","102011","1009808077"
"","0","0","","","1009808","21","vo_lsv_0827","","vo_lsv","1009808078"
"0","10","1","0","0","1009808","11","ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？","1","102011","1009808079"
"","","","","","1009808","91","","","0","1009808080"
"","1","","","0.2","1009808","3","lsv_idle_surprise_joy","","102011","1009808081"
"0.2","0","lsv_look_idle_normal","","0","1009808","3","lsv_choice","1","100411","1009808082"
"0.2","0","lsv_look_idle_normal","","0","1009808","3","lsv_choice","1","102011","1009808083"
"0.2","0","lsv_look_idle_normal","","0","1009808","3","lsv_choice","1","103611","1009808084"
"","","","","","1009808","93","0","","0.1","1009808085"
"0.2","-220","0.33","","","1009808","2","-420","2","100411","1009808086"
"0.2","-235","0.33","","","1009808","2","452","2","102011","1009808087"
"0.2","-250","0.33","","","1009808","2","-545","2","103611","1009808088"
"","1","","","0.2","1009808","22","0","","0","1009808089"
"","0","","","","1009808","103","1009808093","","牧場の牛たち。","1009808090"
"","0","","","","1009808","103","1009808117","","ぷうきち。","1009808091"
"","0","","","","1009808","103","1009808141","","ラーゴ。","1009808092"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","100411","1009808093"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","102011","1009808094"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","103611","1009808095"
"","","","","","1009808","93","0","","0.1","1009808096"
"0.2","-220","0.33","","","1009808","2","-100","2","100411","1009808097"
"0.2","-235","0.33","","","1009808","2","200","2","102011","1009808098"
"0.2","-250","0.33","","","1009808","2","-270","2","103611","1009808099"
"","","","","","1009808","93","0","","0.7","1009808100"
"","1","","","0.2","1009808","3","lsv_talk_thinking_joyR","","103611","1009808101"
"","0","0","","","1009808","21","vo_lsv_0828","","vo_lsv","1009808102"
"0","10","1","0","0","1009808","11","なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。","1","103611","1009808103"
"","","","","","1009808","91","","","0","1009808104"
"","1","","","0.2","1009808","3","lsv_idle_thinking_joy1","","103611","1009808105"
"","1","","","0.2","1009808","3","lsv_talk_wish_joy","","102011","1009808106"
"","0","0","","","1009808","21","vo_lsv_0829","","vo_lsv","1009808107"
"0","10","1","0","0","1009808","11","きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪","1","102011","1009808108"
"","","","","","1009808","91","","","0","1009808109"
"","1","","","0.2","1009808","3","lsv_idle_wish_joy","","102011","1009808110"
"","1","","","0.2","1009808","3","lsv_talk_normal","","100411","1009808111"
"","0","0","","","1009808","21","vo_lsv_0830","","vo_lsv","1009808112"
"0","10","1","0","0","1009808","11","牧場だったら\nシオリねえちゃんもいるから\n安心だしね！","1","100411","1009808113"
"","","","","","1009808","91","","","0","1009808114"
"","1","","","0.2","1009808","3","lsv_idle_normal","","100411","1009808115"
"","","","","","1009808","101","","","1009808166","1009808116"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","100411","1009808117"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","102011","1009808118"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","103611","1009808119"
"","","","","","1009808","93","0","","0.1","1009808120"
"0.2","-220","0.33","","","1009808","2","-100","2","100411","1009808121"
"0.2","-235","0.33","","","1009808","2","200","2","102011","1009808122"
"0.2","-250","0.33","","","1009808","2","-270","2","103611","1009808123"
"","","","","","1009808","93","0","","0.7","1009808124"
"","1","","","0.2","1009808","3","lsv_talk_joy3_blink","","102011","1009808125"
"","0","0","","","1009808","21","vo_lsv_0831","","vo_lsv","1009808126"
"0","10","1","0","0","1009808","11","アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪","1","102011","1009808127"
"","","","","","1009808","91","","","0","1009808128"
"","1","","","0.2","1009808","3","lsv_idle_joy","","102011","1009808129"
"","1","","","0.2","1009808","3","lsv_talk_surprise","","103611","1009808130"
"","0","0","","","1009808","21","vo_lsv_0832","","vo_lsv","1009808131"
"0","10","1","0","0","1009808","11","アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。","1","103611","1009808132"
"","","","","","1009808","91","","","0","1009808133"
"","1","","","0.2","1009808","3","lsv_idle_surprise","","103611","1009808134"
"","1","","","0.2","1009808","3","lsv_talk_thinking_talkR","","100411","1009808135"
"","0","0","","","1009808","21","vo_lsv_0833","","vo_lsv","1009808136"
"0","10","1","0","0","1009808","11","考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…","1","100411","1009808137"
"","","","","","1009808","91","","","0","1009808138"
"","1","","","0.2","1009808","3","lsv_idle_thinking_joy1","","100411","1009808139"
"","","","","","1009808","101","","","1009808166","1009808140"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","100411","1009808141"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","102011","1009808142"
"0.2","0","lsv_idle_normal","","0","1009808","3","lsv_choice","1","103611","1009808143"
"","","","","","1009808","93","0","","0.1","1009808144"
"0.2","-220","0.33","","","1009808","2","-100","2","100411","1009808145"
"0.2","-235","0.33","","","1009808","2","200","2","102011","1009808146"
"0.2","-250","0.33","","","1009808","2","-270","2","103611","1009808147"
"","","","","","1009808","93","0","","0.7","1009808148"
"","1","","","0.2","1009808","3","lsv_talk_surprise2","","100411","1009808149"
"","0","0","","","1009808","21","vo_lsv_0834","","vo_lsv","1009808150"
"0","10","1","0","0","1009808","11","ええっ、ドラゴン！？\nドラゴンって、あの？","1","100411","1009808151"
"","","","","","1009808","91","","","0","1009808152"
"","1","","","0.2","1009808","3","lsv_idle_surprise","","100411","1009808153"
"","1","","","0.2","1009808","3","lsv_talk_normal_suprise1","","102011","1009808154"
"","0","0","","","1009808","21","vo_lsv_0835","","vo_lsv","1009808155"
"0","10","1","0","0","1009808","11","すごい魔物さんと\nなかよしの人がいるんだね～","1","102011","1009808156"
"","","","","","1009808","91","","","0","1009808157"
"","1","","","0.2","1009808","3","lsv_idle_normal","","102011","1009808158"
"","1","","","0.2","1009808","3","lsv_talk_sad","","103611","1009808159"
"","0","0","","","1009808","21","vo_lsv_0836","","vo_lsv","1009808160"
"0","10","1","0","0","1009808","11","き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。","1","103611","1009808161"
"","","","","","1009808","91","","","0","1009808162"
"","1","","","0.2","1009808","3","lsv_idle_sad","","103611","1009808163"
"","1","","","0.2","1009808","3","lsv_idle_surprise_talkR1","","100411","1009808164"
"","","","","","1009808","101","","","1009808166","1009808165"
"","","","","","1009808","91","","","0","1009808166"
"","","","","","1009808","102","","","","1009808167"
"","","","","","1009808","22","0.2","","0","1009808168"
"","","","","","1009808","93","","","0.2","1009808169"
"0","1","0","0","0","1009808","12","7","0","102011","1009808170"
"","1","","","0.2","1009808","3","lsv_talk_surprise_kira","","102011","1009808171"
"","","","","","1009808","93","0","","3","1009808172"
"","1","","","0.2","1009808","3","lsv_idle_surprise","","102011","1009808173"
"0","1","0","0","0","1009808","12","5","0","100411","1009808174"
"","1","","","0.2","1009808","3","lsv_talk_wish_surprise","","100411","1009808175"
"","","","","","1009808","93","0","","3","1009808176"
"","1","","","0.2","1009808","3","lsv_idle_wish","","100411","1009808177"
"0","1","0","0","0","1009808","12","1","0","103611","1009808178"
"","1","","","0.2","1009808","3","lsv_talk_normal_sad","","103611","1009808179"
"","","","","","1009808","93","0","","3","1009808180"
"","1","","","0.2","1009808","3","lsv_idle_normal","","103611","1009808181"
"","","","","","1009808","101","","","1009808170","1009808182"
"0","1","1","","1","1009808","6","1","0","333","1009808183"
"","","","","","1009808","4","1","","100411","1009808184"
"","1","","","0.2","1009808","3","lsv_run","","100411","1009808185"
"","-220","0.8","","","1009808","2","-750","0","100411","1009808186"
"","","","","","1009808","4","0","","102011","1009808187"
"","1","","","0.2","1009808","3","lsv_run","","102011","1009808188"
"","-235","0.8","","","1009808","2","750","0","102011","1009808189"
"","","","","","1009808","4","1","","103611","1009808190"
"","1","","","0.2","1009808","3","lsv_run","","103611","1009808191"
"","-250","0.8","","","1009808","2","-850","0","103611","1009808192"
"","","","","","1009808","93","","","0.6","1009808193"
"0","1","1","","0.2","1009808","6","1","0","100411","1009808194"
"0","1","1","","0.2","1009808","6","1","0","102011","1009808195"
"0","1","1","","0.2","1009808","6","1","0","103611","1009808196"
"","","","","","1009808","91","","","0","1009808197"
"0","102","-750","lsv_idle_normal","1.95","1009809","1","103611","-235","1","1009809001"
"1","100","650","lsv_idle_normal","1.95","1009809","1","102011","-220","1","1009809002"
"1","101","750","lsv_idle_normal","1.95","1009809","1","100411","-250","1","1009809003"
"0","0","0","lsv_white_loop","1","1009809","5","333","0","1","1009809004"
"0","1","1","","0","1009809","6","1","0","333","1009809005"
"0","1","1","","0","1009809","6","1","0","103611","1009809006"
"0","1","1","","0","1009809","6","1","0","102011","1009809007"
"0","1","1","","0","1009809","6","1","0","100411","1009809008"
"","0","0","","","1009809","7","2","","103611","1009809009"
"","-235","0.5","","","1009809","2","-750","0","103611","1009809010"
"","-140","10","","0","1009809","31","16","0.8","2","1009809011"
"","0","0","","","1009809","34","2","","16","1009809012"
"","","","","","1009809","93","0","","1","1009809013"
"0","1","1","","0.8","1009809","6","1","0.4","333","1009809014"
"0","0","lsv_see_sad","","0.2","1009809","3","lsv_see_sad_pre","1","103611","1009809015"
"","-235","1.1","","","1009809","2","-600","0","103611","1009809016"
"0","1","1","","0.4","1009809","6","1","1","103611","1009809017"
"","","","","","1009809","93","","","1","1009809018"
"","","","","","1009809","32","1","","16","1009809019"
"","","","","","1009809","91","","","0","1009809020"
"","260","0","","","1009809","94","240","80","103611","1009809021"
"","","","","","1009809","32","0","","16","1009809022"
"0","1","","","0","1009809","12","1","","103611","1009809023"
"","2","0","","","1009809","7","0","","103611","1009809024"
"","1","","","0.2","1009809","3","lsv_walk_sad","","103611","1009809025"
"","-235","2","","","1009809","2","-250","0","103611","1009809026"
"","1","","","0.2","1009809","3","lsv_walk","","102011","1009809027"
"","-220","2","","","1009809","2","100","0","102011","1009809028"
"0","1","1","","0.4","1009809","6","1","1","102011","1009809029"
"","1","","","0.2","1009809","3","lsv_walk_talkR","","100411","1009809030"
"","-250","2","","","1009809","2","270","0","100411","1009809031"
"0","1","1","","0.4","1009809","6","1","1","100411","1009809032"
"","","","","","1009809","93","","","2","1009809033"
"","1","","","0.2","1009809","3","lsv_idle_normal","","103611","1009809034"
"","1","","","0.2","1009809","3","lsv_idle_normal","","102011","1009809035"
"","1","","","0.2","1009809","3","lsv_idle_sad","","100411","1009809036"
"","","","","","1009809","93","","","0.5","1009809037"
"","","","","","1009809","91","","","0","1009809038"
"","1","","","0.2","1009809","3","lsv_talk_sad","","100411","1009809039"
"","0","0","","","1009809","21","vo_lsv_0921","","vo_lsv","1009809040"
"0","10","1","0","0","1009809","11","今日は…\nいろんなことがあったね。","1","100411","1009809041"
"","","","","","1009809","91","","","0","1009809042"
"","1","","","0.2","1009809","3","lsv_idle_sad","","100411","1009809043"
"","1","","","0.2","1009809","3","lsv_talk_wish_nervous","","102011","1009809044"
"","0","0","","","1009809","21","vo_lsv_0922","","vo_lsv","1009809045"
"0","10","1","0","0","1009809","11","うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。","1","102011","1009809046"
"","","","","","1009809","91","","","0","1009809047"
"","1","","","0.2","1009809","3","lsv_idle_wish_nervous","","102011","1009809048"
"","1","","","0.2","1009809","3","lsv_talk_sad","","100411","1009809049"
"","0","0","","","1009809","21","vo_lsv_0923","","vo_lsv","1009809050"
"0","10","1","0","0","1009809","11","…ちょっとだけ、\n小さくなっちゃってるけどね。","1","100411","1009809051"
"","","","","","1009809","91","","","0","1009809052"
"","1","","","0.2","1009809","3","lsv_idle_sad","","100411","1009809053"
"","1","","","0.2","1009809","3","lsv_talk_sad","","102011","1009809054"
"","0","0","","","1009809","21","vo_lsv_0924","","vo_lsv","1009809055"
"0","10","1","0","0","1009809","11","…うん。","1","102011","1009809056"
"","","","","","1009809","91","","","0","1009809057"
"","1","","","0.2","1009809","3","lsv_idle_normal","","102011","1009809058"
"","1","","","0.2","1009809","3","lsv_idle_normal_talkR","","100411","1009809059"
"","1","","","0.2","1009809","3","lsv_talk_thinking","","103611","1009809060"
"","0","0","","","1009809","21","vo_lsv_0925","","vo_lsv","1009809061"
"0","10","1","0","0","1009809","11","…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…","1","103611","1009809062"
"","","","","","1009809","91","","","0","1009809063"
"","1","","","0.2","1009809","3","lsv_idle_thinking","","103611","1009809064"
"","1","","","0.2","1009809","3","lsv_talk_normal_suprise1","","100411","1009809065"
"","0","0","","","1009809","21","vo_lsv_0926","","vo_lsv","1009809066"
"0","10","1","0","0","1009809","11","やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。","1","100411","1009809067"
"","","","","","1009809","91","","","0","1009809068"
"","1","","","0.2","1009809","3","lsv_idle_normal_talkR","","100411","1009809069"
"","1","","","0.2","1009809","3","lsv_talk_thinking_anger","","103611","1009809070"
"","0","0","","","1009809","21","vo_lsv_0927","","vo_lsv","1009809071"
"0","10","1","0","0","1009809","11","幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。","1","103611","1009809072"
"","","","","","1009809","91","","","0","1009809073"
"","1","","","0.2","1009809","3","lsv_idle_sad","","103611","1009809074"
"","1","","","0.2","1009809","3","lsv_talk_sad","","102011","1009809075"
"","0","0","","","1009809","21","vo_lsv_0928","","vo_lsv","1009809076"
"0","10","1","0","0","1009809","11","ミミたち…\nこれから、どうすれば\nいいのかなぁ？","1","102011","1009809077"
"","","","","","1009809","91","","","0","1009809078"
"","1","","","0.2","1009809","3","lsv_idle_normal","","102011","1009809079"
"","1","","","0.2","1009809","3","lsv_talk_anger_dead","","100411","1009809080"
"","0","0","","","1009809","21","vo_lsv_0929","","vo_lsv","1009809081"
"0","10","1","0","0","1009809","11","…わかんない。","1","100411","1009809082"
"","","","","","1009809","91","","","0","1009809083"
"","1","","","0.2","1009809","3","lsv_idle_anger_sad","","100411","1009809084"
"","1","","","0.2","1009809","3","lsv_talk_normal_sad","","103611","1009809085"
"","0","0","","","1009809","21","vo_lsv_0930","","vo_lsv","1009809086"
"0","10","1","0","0","1009809","11","急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。","1","103611","1009809087"
"","","","","","1009809","91","","","0","1009809088"
"","0","0","","","1009809","21","vo_lsv_0931","","vo_lsv","1009809089"
"0","10","1","0","0","1009809","11","とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。","1","103611","1009809090"
"","","","","","1009809","91","","","0","1009809091"
"","1","","","0.2","1009809","3","lsv_idle_normal","","103611","1009809092"
"0.2","0","lsv_idle_normal_sad","","0","1009809","3","lsv_agree_sad","1","100411","1009809093"
"0.2","0","lsv_idle_normal_sad","","0","1009809","3","lsv_agree_sad","1","102011","1009809094"
"","0","0","","","1009809","21","vo_lsv_0932","","vo_lsv","1009809095"
"0","10","1","0","0","1009809","11","…うんっ。","1","100411","1009809096"
"0","10","1","0","0","1009809","11","…うんっ。","1","102011","1009809097"
"","","","","","1009809","91","","","0","1009809098"
"","1","","","0.2","1009809","22","0","","0","1009809099"
"","","","","","1009809","102","","","","1009809100"
"","","","","","1009809","93","","","0.2","1009809101"
"0","1","0","0","0","1009809","12","1","0","103611","1009809102"
"","1","","","0.2","1009809","3","lsv_talk_normal_sad","","103611","1009809103"
"","","","","","1009809","93","0","","3","1009809104"
"","1","","","0.2","1009809","3","lsv_idle_normal","","103611","1009809105"
"0","1","0","0","0","1009809","12","2","0","102011","1009809106"
"","1","","","0.2","1009809","3","lsv_talk_bitter","","102011","1009809107"
"","","","","","1009809","93","0","","3","1009809108"
"","1","","","0.2","1009809","3","lsv_idle_sad_normal","","102011","1009809109"
"0","1","0","0","0","1009809","12","4","0","100411","1009809110"
"","1","","","0.2","1009809","3","lsv_idle_anger_sad","","100411","1009809111"
"","","","","","1009809","93","0","","3","1009809112"
"","1","","","0.2","1009809","3","lsv_idle_normal_sad","","100411","1009809113"
"","","","","","1009809","101","","","1009809102","1009809114"
"0","1","1","","1","1009809","6","1","0","333","1009809115"
"","","","","","1009809","4","1","","103611","1009809116"
"","1","","","0.2","1009809","3","lsv_run_sad","","103611","1009809117"
"","-235","0.8","","","1009809","2","-750","0","103611","1009809118"
"","","","","","1009809","4","0","","102011","1009809119"
"","1","","","0.2","1009809","3","lsv_run_sad","","102011","1009809120"
"","-220","0.8","","","1009809","2","750","0","102011","1009809121"
"","","","","","1009809","4","0","","100411","1009809122"
"","1","","","0.2","1009809","3","lsv_run_sad","","100411","1009809123"
"","-250","0.8","","","1009809","2","850","0","100411","1009809124"
"","","","","","1009809","93","","","0.6","1009809125"
"0","1","1","","0.2","1009809","6","1","0","103611","1009809126"
"0","1","1","","0.2","1009809","6","1","0","102011","1009809127"
"0","1","1","","0.2","1009809","6","1","0","100411","1009809128"
"","","","","","1009809","91","","","0","1009809129"
"0","102","-650","lsv_idle_normal","1.95","1009810","1","100411","-235","1","1009810001"
"1","100","650","lsv_idle_normal","1.95","1009810","1","102011","-220","1","1009810002"
"1","101","750","lsv_idle_normal","1.95","1009810","1","103611","-250","1","1009810003"
"0","0","0","lsv_white_loop","1","1009810","5","333","0","1","1009810004"
"0","1","1","","0","1009810","6","1","0","333","1009810005"
"0","1","1","","0","1009810","6","1","0","100411","1009810006"
"0","1","1","","0","1009810","6","1","0","102011","1009810007"
"0","1","1","","0","1009810","6","1","0","103611","1009810008"
"","","","","","1009810","93","0","","1","1009810009"
"0","1","1","","0.8","1009810","6","1","0.4","333","1009810010"
"","1","","","0.2","1009810","3","lsv_walk","","100411","1009810011"
"","-235","2","","","1009810","2","-200","0","100411","1009810012"
"0","1","1","","0.4","1009810","6","1","1","100411","1009810013"
"","1","","","0.2","1009810","3","lsv_walk","","102011","1009810014"
"","-220","2","","","1009810","2","100","0","102011","1009810015"
"0","1","1","","0.4","1009810","6","1","1","102011","1009810016"
"","1","","","0.2","1009810","3","lsv_walk","","103611","1009810017"
"","-250","2","","","1009810","2","270","0","103611","1009810018"
"0","1","1","","0.4","1009810","6","1","1","103611","1009810019"
"","","","","","1009810","93","0","","2","1009810020"
"","1","","","0.2","1009810","3","lsv_idle_normal","","100411","1009810021"
"","1","","","0.2","1009810","3","lsv_idle_normal","","102011","1009810022"
"","1","","","0.2","1009810","3","lsv_idle_normal","","103611","1009810023"
"","","","","","1009810","93","0","","0.6","1009810024"
"0.2","0","lsv_talk_guts2_anger_loop","","0","1009810","3","lsv_talk_guts2_anger","1","103611","1009810025"
"","0","0","","","1009810","21","vo_lsv_1021","","vo_lsv","1009810026"
"0","10","1","0","0","1009810","11","…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。","1","103611","1009810027"
"","","","","","1009810","91","","","0","1009810028"
"","1","","","0.2","1009810","3","lsv_idle_guts2_anger","","103611","1009810029"
"","1","","","0.2","1009810","3","lsv_talk_joy3_dere","","102011","1009810030"
"","0","0","","","1009810","21","vo_lsv_1022","","vo_lsv","1009810031"
"0","10","1","0","0","1009810","11","…そうだよね。\nみんなで決めたんだもん。","1","102011","1009810032"
"","","","","","1009810","91","","","0","1009810033"
"","1","","","0.2","1009810","3","lsv_idle_sad_joynormal","","102011","1009810034"
"","1","","","0.2","1009810","3","lsv_talk_thinking","","100411","1009810035"
"","0","0","","","1009810","21","vo_lsv_1023","","vo_lsv","1009810036"
