7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2,62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77
"","","se_10053800","","","911","","23","1","se_fpc_water_random","19110013"
"","","19110012","","","911","","91","","0","19110014"
"7.94117647058824","","122911","12","","911","","2","-180","175","19110015"
"7.94117647058824","","1","12","","911","","2","-180","175","19110016"
"7.94117647058824","","122911","12","","911","","33","-180","175","19110017"
"7.79411764705882","","122811","12","","911","","2","-180","425","19110018"
"7.79411764705882","","2","12","","911","","2","-180","425","19110019"
"7.79411764705882","","122811","12","","911","","33","-180","425","19110020"
"","","4","","","911","","93","","0","19110021"
"11_mimi_handUp_loop","0.1","122911","1","0.1","911","","3","0","11_mimi_handUp_in","19110022"
"","","1","","0.1","911","","3","1","11_petitGryphon_float","19110023"
"0","","vo_fpc","","","911","","21","","vo_fpc_21100","19110024"
"1","0","122911","0","0","911","0.5","11","10","はーい、みんなこっちですよー\nママたちからはぐれないようにねー♪","19110025"
"","","0","","","911","","91","","","19110026"
"","","0.5","","","911","","93","","0","19110027"
"","","19110015","","","911","","91","","","19110028"
"4.17647058823529","","25","12","","911","","2","-180","-140","19110029"
"4.17647058823529","","25","12","","911","","33","-180","-140","19110030"
"11_mimi_float_loop","0.1","122911","1","0.2","911","","3","0","11_mimi_float_in","19110031"
"","","1","","0.3","911","","3","1","11_petitGryphon_float","19110032"
"","","122811","","0.3","911","","3","1","11_misogi_smile","19110033"
"","","2","","0.3","911","","3","1","cmn_boat_idle","19110034"
"0","","vo_fpc","","","911","","21","","vo_fpc_21101","19110035"
"1","0","122811","0","0","911","0.5","11","10","はっはっはー！\nミソギパパが先頭にたつぞー！\nすすめすすめー！","19110036"
"","","0","","","911","","91","","","19110037"
"","","0.5","","","911","","93","","0","19110038"
"","","19110029","","","911","","91","","","19110039"
"","","21","","0.1","911","","3","1","11_neneka_floatRing","19110040"
"5.16176470588235","","21","12","","911","","2","-180","-460","19110041"
"5.16176470588235","","21","12","","911","","33","-180","-460","19110042"
"0","","vo_fpc","","","911","","21","","vo_fpc_21102","19110043"
"1","0","25","0","0","911","0.5","11","10","もう…探検ごっこに\nおままごとなんて\n無理にまぜなくてもいいのに…","19110044"
"","","0","","","911","","91","","","19110045"
"","","0.5","","","911","","93","","0","19110046"
"","","19110041","","","911","","91","","","19110047"
"11_kyouka_turn_loop","0.1","25","1","0.1","911","","3","0","11_kyouka_turn_in","19110048"
"","","0.5","","","911","","93","","0","19110049"
"11_neneka_notice_loop","0.1","21","1","0.1","911","","3","0","11_neneka_notice_in","19110050"
"0","","vo_fpc","","","911","","21","","vo_fpc_21103","19110051"
"1","0","25","0","0","911","0.5","11","10","何していいか\n困りますよね？","19110052"
"","","0","","","911","","91","","","19110053"
"","","0.5","","","911","","93","","0","19110054"
"","","21","","0.1","911","","3","1","11_neneka_talk_loop","19110055"
"0","","vo_fpc","","","911","","21","","vo_fpc_21104","19110056"
"1","-10","21","0","20","911","0.5","11","10","ええ…","19110057"
"","","0","","","911","","91","","","19110058"
"","","0.5","","","911","","93","","0","19110059"
"","","21","","0.1","911","","3","1","11_neneka_think_loop","19110060"
"0","","vo_fpc","","","911","","21","","vo_fpc_21105","19110061"
"1","-10","21","0","50","911","0.5","11","10","（これは…\n完全に同世代だと思われていますね）","19110062"
"","","0","","","911","","91","","","19110063"
"","","0.5","","","911","","93","","0","19110064"
"0","","vo_fpc","","","911","","21","","vo_fpc_21106","19110065"
"1","-10","21","0","50","911","0.5","11","10","（変身した際に子供のふりを\nすることはありますし\nいっそのこと演技して\n話を合わせる…？）","19110066"
"","","0","","","911","","91","","","19110067"
"","","0.5","","","911","","93","","0","19110068"
"0","","vo_fpc","","","911","","21","","vo_fpc_21107","19110069"
"1","-10","21","0","50","911","0.5","11","10","（いや、ですが目的もなく\n子供のふりなど…\nいっそのこと今からでも変身して…\nいや、目的もなく変身も何というか…）","19110070"
"","","0","","","911","","91","","","19110071"
"","","0.5","","","911","","93","","0","19110072"
"11_misogi_turn_loop","0.1","122811","1","0.3","911","","3","0","11_misogi_turn_in","19110073"
"","","2","","0.3","911","","3","1","cmn_boat_idle","19110074"
"0","","vo_fpc","","","911","","21","","vo_fpc_21108","19110075"
"1","0","122811","0","0","911","0.5","11","10","みんなー！\nついてきてるかー！","19110076"
"","","0","","","911","","91","","","19110077"
"","","0.5","","","911","","93","","0","19110078"
"11_mimi_handUp_loop","0.1","122911","1","0.3","911","","3","0","11_mimi_handUp_in","19110079"
"","","1","","0.3","911","","3","1","11_petitGryphon_float","19110080"
"0","","vo_fpc","","","911","","21","","vo_fpc_21109","19110081"
"1","0","122911","0","0","911","0.5","11","10","ほらほら、いきますよー♪","19110082"
"","","0","","","911","","91","","","19110083"
"","","0.5","","","911","","93","","0","19110084"
"11_kyouka_sigh_loop","0.1","25","1","0.1","911","","3","0","11_kyouka_sigh_in","19110085"
"0","","vo_fpc","","","911","","21","","vo_fpc_21110","19110086"
"1","0","25","0","0","911","0.5","11","10","もう、しょうがないんだから…\n一緒にいきましょ！","19110087"
"","","0","","","911","","91","","","19110088"
"","","0.5","","","911","","93","","0","19110089"
"0","","vo_fpc","","","911","","21","","vo_fpc_21111","19110090"
"1","-10","21","0","50","911","0.5","11","10","（ここは、最低限話をあわせるだけに\nしておきましょうか…）","19110091"
"","","0","","","911","","91","","","19110092"
"","","0.5","","","911","","93","","0","19110093"
"","","21","","0.1","911","","3","1","11_neneka_talk_loop","19110094"
"0","","vo_fpc","","","911","","21","","vo_fpc_21112","19110095"
"1","-10","21","0","20","911","0.5","11","10","はいはい。","19110096"
"","","0","","","911","","91","","","19110097"
"","","0.5","","","911","","93","","0","19110098"
"11_kyouka_smile_loop","0.1","25","1","0.1","911","","3","0","11_kyouka_smile_in","19110099"
"3.97058823529412","","122911","","","911","","2","-180","850","19110100"
"3.97058823529412","","1","","","911","","2","-180","850","19110101"
"3.97058823529412","","122911","","","911","","33","-180","850","19110102"
"","","0.1","","","911","","93","","1","19110103"
"2.5","","122811","","","911","","2","-180","900","19110104"
"2.5","","2","","","911","","2","-180","900","19110105"
"2.5","","122811","","","911","","33","-180","900","19110106"
"","","0.3","","","911","","93","","1","19110107"
"9.58823529411765","","26","","","911","","2","-180","850","19110108"
"9.58823529411765","","26","","","911","","33","-180","850","19110109"
"5.82352941176471","","25","","","911","","2","-180","850","19110110"
"5.82352941176471","","25","","","911","","33","-180","850","19110111"
"7.70588235294118","","21","","","911","","2","-180","850","19110112"
"7.70588235294118","","21","","","911","","33","-180","850","19110113"
"","","19110108","","","911","","91","","","19110114"
"-850","0","1","-180","1.75","912","cmn_float","1","22","127111","19120001"
"-850","0","1","-125","1.75","912","cmn_float","1","12","126911","19120002"
"750","0","1","-15","1.4875","912","cmn_walk_r","1","12","122711","19120003"
"-180","","6","1","1","912","","31","-850","11","19120004"
"-125","","6","1","1","912","","31","-850","21","19120005"
"","","se_10053800","","","912","","23","1","se_fpc_water_random","19120006"
"","","19120005","","","912","","91","","0","19120007"
"4.41176470588235","","127111","12","","912","","2","-180","-100","19120008"
"4.41176470588235","","11","12","","912","","33","-180","-100","19120009"
"","","4","","","912","","93","","0","19120010"
"3.67647058823529","","126911","12","","912","","2","-125","-350","19120011"
"3.67647058823529","","21","12","","912","","33","-125","-350","19120012"
"","","19120008","","","912","","91","","","19120013"
"","","127111","","0.1","912","","3","1","cmn_float","19120014"
"0","","vo_fpc","","","912","","21","","vo_fpc_21200","19120015"
"1","0","127111","0","0","912","0.5","11","10","あっ…","19120016"
"","","0.6","","","912","","93","","0","19120017"
"4.97058823529412","","122711","0","","912","","2","-15","100","19120018"
"","","1.5","","","912","","93","","0","19120019"
"","","19120016","","","912","","91","","","19120020"
"","","19120011","","","912","","91","","","19120021"
"","","126911","","0.1","912","","3","1","cmn_float","19120022"
"0","","vo_fpc","","","912","","21","","vo_fpc_21201","19120023"
"1","0","126911","0","0","912","0.5","11","10","あっ…","19120024"
"","","0","","","912","","91","","","19120025"
"","","0.5","","","912","","93","","0","19120026"
"","","19120018","","","912","","91","","","19120027"
"12_kyouka_notice_loop","0.1","122711","1","0.1","912","","3","0","12_kyouka_notice","19120028"
"0","","vo_fpc","","","912","","21","","vo_fpc_21202","19120029"
"1","0","122711","0","0","912","0.5","11","10","えっ？\nな、なんですか？","19120030"
"","","0","","","912","","91","","","19120031"
"","","0.5","","","912","","93","","0","19120032"
"","","127111","","0.1","912","","3","1","cmn_float","19120033"
"0","","vo_fpc","","","912","","21","","vo_fpc_21203","19120034"
"1","0","127111","0","0","912","0.5","11","10","いえ、あそこ…","19120035"
"","","0","","","912","","91","","","19120036"
"","","0.5","","","912","","93","","0","19120037"
"","","126911","","0.1","912","","3","1","cmn_float","19120038"
"0","","vo_fpc","","","912","","21","","vo_fpc_21204","19120039"
"1","0","126911","0","0","912","0.5","11","10","うん…","19120040"
"","","0","","","912","","91","","","19120041"
"","","0.5","","","912","","93","","0","19120042"
"12_kyouka_turn_loop","0.1","122711","1","0.1","912","","3","0","12_kyouka_turn_in","19120043"
"0","","vo_fpc","","","912","","21","","vo_fpc_21205","19120044"
"1","0","122711","0","0","912","0.5","11","10","なに？\nなにもないみたいだけど…","19120045"
"","","0","","","912","","91","","","19120046"
"","","0.5","","","912","","93","","0","19120047"
"","","127111","","0.1","912","","3","1","12_cmn_float_smile","19120048"
"0","","vo_fpc","","","912","","21","","vo_fpc_21206","19120049"
"1","0","127111","0","0","912","0.5","11","10","ふふっ。","19120050"
"","","0","","","912","","91","","","19120051"
"","","0.5","","","912","","93","","0","19120052"
"","","126911","","0.1","912","","3","1","12_cmn_float_smile","19120053"
"0","","vo_fpc","","","912","","21","","vo_fpc_21207","19120054"
"1","0","126911","0","0","912","0.5","11","10","ふふふふっ…","19120055"
"","","0","","","912","","91","","","19120056"
"","","0.5","","","912","","93","","0","19120057"
"4.29864253393665","","127111","","","912","","2","-180","850","19120058"
"4.29864253393665","","11","","","912","","33","-180","850","19120059"
"5.42986425339367","","126911","","","912","","2","-125","850","19120060"
"5.42986425339367","","21","","","912","","33","-125","850","19120061"
"","","1","","","912","","93","","0","19120062"
"12_kyouka_scare_loop","0.1","122711","1","0.1","912","","3","0","12_kyouka_scare_in","19120063"
"0","","vo_fpc","","","912","","21","","vo_fpc_21208","19120064"
"1","0","122711","0","0","912","0.5","11","10","ひぅっ！\nな、なんなんですかあ…","19120065"
"","","0","","","912","","91","","","19120066"
"","","0.5","","","912","","93","","0","19120067"
"12_kyouka_run_loop","0.1","122711","1","0.1","912","","3","0","12_kyouka_run_in","19120068"
"3.58220211161388","","122711","","","912","","2","-15","-850","19120069"
"","","19120069","","","912","","91","","","19120070"
"-800","0","1","-180","1.75","913","13_kuka_bound","1","22","127011","19130001"
"-170","","104","1","0","913","","31","-600","1041","19130002"
"-170","","104","1","0","913","","31","-240","1042","19130003"
"-170","","104","1","0","913","","31","170","1043","19130004"
"-170","","104","1","0","913","","31","560","1044","19130005"
"-85","","1003","1","0","913","","31","-575","1003","19130006"
"","","se_10053800","","","913","","23","1","se_fpc_water_random","19130007"
"","","19130006","","","913","","91","","0","19130008"
"0","","1003","","","913","","32","","1","19130009"
"","","2","","","913","","93","","0","19130010"
"","","127011","","0.1","913","","3","1","13_kuka_bound","19130011"
"2.35294117647059","","127011","","","913","","2","-180","800","19130012"
"","","0.236666666666667","","","913","","93","","0","19130013"
"","","se_10053800","","","913","","23","0","se_10053800_913_kuka","19130014"
"0","","vo_fpc","","","913","","21","","vo_fpc_21300","19130015"
"0","","1041","","","913","","32","","1","19130016"
"","","0.536666666666667","","","913","","93","","0","19130017"
"0","","1042","","","913","","32","","1","19130018"
"","","0.536666666666667","","","913","","93","","0","19130019"
"0","","vo_fpc","","","913","","21","","vo_fpc_21301","19130020"
"0","","1043","","","913","","32","","1","19130021"
"","","0.536666666666667","","","913","","93","","0","19130022"
"0","","1044","","","913","","32","","1","19130023"
"","","2","","","913","","93","","0","19130024"
"","","19130012","","","913","","91","","","19130025"
"-1000","0","1","-185","1.75","914","14_maho_idle_loop","1","24","110611","19140001"
"-1000","0","2","-185","1.75","914","cmn_boat_idle","5","22","2","19140002"
"-1000","0","3","-185","1.75","914","14_maho_idle_loop","5","23","3","19140003"
"-1220","0","1","-175","1.75","914","cmn_float","1","25","110511","19140004"
"-1520","0","1","-125","1.75","914","14_makoto_float","1","12","110411","19140005"
"-185","","116","1","1","914","","31","-1000","110611","19140006"
"-175","","8","1","1","914","","31","-1220","41","19140007"
"-175","","120","1","0","914","","31","-50","120","19140008"
"-125","","4","1","1","914","","31","-1520","42","19140009"
"-125","","117","1","0","914","","31","-350","117","19140010"
"","","se_10053800","","","914","","23","1","se_fpc_water_random","19140011"
"","","19140010","","","914","","91","","0","19140012"
"8.60294117647059","","110611","12","","914","","2","-185","170","19140013"
"8.60294117647059","","2","12","","914","","2","-185","170","19140014"
"8.60294117647059","","3","12","","914","","2","-185","170","19140015"
"8.60294117647059","","110611","12","","914","","33","-185","170","19140016"
"8.60294117647059","","110511","12","","914","","2","-175","-50","19140017"
"8.60294117647059","","41","12","","914","","33","-175","-50","19140018"
"8.60294117647059","","110411","12","","914","","2","-125","-350","19140019"
"8.60294117647059","","42","12","","914","","33","-125","-350","19140020"
"","","19140013","","","914","","91","","","19140021"
"14_maho_point_loop","0.1","110611","1","0.3","914","","3","0","14_maho_point_in","19140022"
"","","2","","0.3","914","","3","1","cmn_boat_idle","19140023"
"","","3","","0.3","914","","3","1","14_maho_idle_loop","19140024"
"0","","vo_fpc","","","914","","21","","vo_fpc_21400","19140025"
"1","0","110611","0","0","914","0.5","11","10","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","19140026"
"","","0","","","914","","91","","","19140027"
"","","0.5","","","914","","93","","0","19140028"
"14_kaori_handUp_loop","0.1","110511","1","0.1","914","","3","0","14_kaori_handUp_in","19140029"
"0","","vo_fpc","","","914","","21","","vo_fpc_21401","19140030"
"1","0","110511","0","0","914","0.5","11","10","まーかせるさー！\nしゅっぱつしんこー！","19140031"
"","","0","","","914","","91","","","19140032"
"","","0.5","","","914","","93","","0","19140033"
"","","110411","","0.1","914","","3","1","14_makoto_pazzled","19140034"
"0","","vo_fpc","","","914","","21","","vo_fpc_21402","19140035"
"1","0","110411","0","0","914","0.5","11","10","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","19140036"
"","","0","","","914","","91","","","19140037"
"","","0.5","","","914","","93","","0","19140038"
"14_maho_smile_loop","0.1","110611","1","0.3","914","","3","0","14_maho_smile_in","19140039"
"","","2","","0.3","914","","3","1","cmn_boat_idle","19140040"
"","","3","","0.3","914","","3","1","14_maho_idle_loop","19140041"
"0","","vo_fpc","","","914","","21","","vo_fpc_21403","19140042"
"1","0","110611","0","0","914","0.5","11","10","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","19140043"
"","","0","","","914","","91","","","19140044"
"","","0.5","","","914","","93","","0","19140045"
"0","","vo_fpc","","","914","","21","","vo_fpc_21404","19140046"
"1","0","110511","0","0","914","0.5","11","10","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","19140047"
"","","0","","","914","","91","","","19140048"
"","","0.5","","","914","","93","","0","19140049"
"14_kaori_flutterKick_loop","0.1","110511","1","0.1","914","","3","0","14_kaori_flutterKick_in","19140050"
"","","0.3","","","914","","93","","0","19140051"
"6.47058823529412","","110611","","","914","","2","-185","1270","19140052"
"6.47058823529412","","2","","","914","","2","-185","1270","19140053"
"6.47058823529412","","3","","","914","","2","-185","1270","19140054"
"6.47058823529412","","110611","","","914","","33","-185","1270","19140055"
"","","41","","","914","","32","","0","19140056"
"","","120","","","914","","32","","1","19140057"
"6.47058823529412","","110511","","","914","","2","-175","1050","19140058"
"6.47058823529412","","120","","","914","","33","-175","1050","19140059"
"","","1","","","914","","93","","0","19140060"
"0","","vo_fpc","","","914","","21","","vo_fpc_21405","19140061"
"1","0","110411","0","0","914","0.5","11","10","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","19140062"
"","","0","","","914","","91","","","19140063"
"","","0.5","","","914","","93","","0","19140064"
"cmn_swm_dogscratch","0.1","110411","1","0.1","914","","3","0","14_makoto_dogscratch_in","19140065"
"","","0.3","","","914","","93","","0","19140066"
"","","42","","","914","","32","","0","19140067"
"","","117","","","914","","32","","1","19140068"
"3.72637742879957","","110411","","","914","","2","-125","1050","19140069"
"3.72637742879957","","117","","","914","","33","-125","1050","19140070"
"s","","19140069","","","914","","91","","","19140071"
"-950","0","1","-180","1.75","915","15_saren_idle","1","23","110311","19150001"
"-950","0","2","-180","1.75","915","cmn_boat_idle","5","22","2","19150002"
"-750","0","1","-15","1.75","915","15_suzume_walk_loop","1","12","107711","19150003"
"-180","","101","1","1","915","","31","-950","110311","19150004"
"30","","109","1","0","915","","31","210","109","19150005"
"-125","","4","1","0","915","","31","330","4","19150006"
"","","se_10053800","","","915","","23","1","se_fpc_water_random","19150007"
"","","107711","","","915","","13","","49","19150008"
"","","0","","","915","","91","","0","19150009"
"5.51470588235294","","107711","","","915","","2","-15","0","19150010"
"","","19150010","","","915","","91","","","19150011"
"15_suzume_talk_loop","0.1","107711","1","0.1","915","","3","0","15_suzume_talk_in","19150012"
"0","","vo_fpc","","","915","","21","","vo_fpc_21500","19150013"
"1","0","107711","0","0","915","0.5","11","10","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","19150014"
"","","3.2","","","915","","93","","1","19150015"
"","","1.5","","","915","","93","","0","19150016"
"","","19150014","","","915","","91","","","19150017"
"15_suzume_walk_loop","0.1","107711","1","0.1","915","","3","0","15_suzume_walk_in","19150018"
"11.9779411764706","","110311","","","915","","2","-180","-100","19150019"
"11.9779411764706","","2","","","915","","2","-180","-100","19150020"
"11.9779411764706","","110311","","","915","","33","-180","-100","19150021"
"4.22794117647059","","107711","","","915","","2","-15","460","19150022"
"","","19150022","","","915","","91","","","19150023"
"15_suzume_turn_loop","0.1","107711","1","0.1","915","","3","0","15_suzume_turn_in","19150024"
"","","0.6","","","915","","93","","0","19150025"
"0","","vo_fpc","","","915","","21","","vo_fpc_21501","19150026"
"1","0","107711","0","-15","915","0.5","11","20","あれは…お嬢様～！\n今参ります！","19150027"
"","","1.7","","","915","","93","","0","19150028"
"15_saren_notice_loop","0.1","110311","1","0.3","915","","3","0","15_saren_notice_in","19150029"
"","","2","","0.3","915","","3","1","cmn_boat_idle","19150030"
"","","0.35","","","915","","93","","0","19150031"
"","","1.5","","","915","","93","","0","19150032"
"0.5","","107711","","","915","","2","-15","330","19150033"
"","0.1","107711","","0.2","915","","3","1","15_suzume_run","19150034"
"0","","vo_fpc","","","915","","21","","vo_fpc_21502","19150035"
"1","0","110311","0","0","915","-0.5","11","100","スズメ？\nって、走ると危なっ…","19150036"
"","","0.5","","","915","","93","","0","19150037"
"","","107711","","0.1","915","","3","0","15_suzume_fallDown","19150038"
"","","1.3","","","915","","93","","0","19150039"
"0","","vo_fpc","","","915","","21","","vo_fpc_21503","19150040"
"1","0","107711","0","0","915","-1.5","11","150","きゃあああ～！","19150041"
"15_saren_rise_loop","0.1","110311","1","0.1","915","","3","0","15_saren_rise_in","19150042"
"","","2","","0.1","915","","3","1","cmn_boat_idle","19150043"
"","","0.5","","","915","","93","","0","19150044"
"1","","107711","0","0.1","915","","6","1","1","19150045"
"","","109","","","915","","32","","1","19150046"
"","","1","","","915","","93","","0","19150047"
"0","","107711","","","915","","2","-125","330","19150048"
"1","","107711","1","0.4","915","","6","1","1","19150049"
"15_suzume_drown_loop","0.1","107711","1","0.1","915","","3","0","15_suzume_drown_in","19150050"
"2.76470588235294","","107711","","","915","","2","-125","800","19150051"
"2.76470588235294","","4","","","915","","33","-125","800","19150052"
"","","19150019","","","915","","91","","","19150053"
"7.35294117647059","","110311","","","915","","2","-180","900","19150054"
"7.35294117647059","","2","","","915","","2","-180","900","19150055"
"7.35294117647059","","110311","","","915","","33","-180","900","19150056"
"0","","vo_fpc","","","915","","21","","vo_fpc_21504","19150057"
"1","0","110311","0","0","915","0.5","11","10","ス、スズメ？\nスズメ～っ！？","19150058"
"","","0","","","915","","91","","","19150059"
"","","1.5","","","915","","93","","0","19150060"
"s","","19150054","","","915","","91","","","19150061"
"-750","0","1","-15","1.4875","916","cmn_walk","1","12","113111","19160001"
"750","0","1","-15","1.4875","916","16_nanaka_run","1","12","113311","19160002"
"-850","0","1","-180","1.75","916","cmn_swm_diving","1","22","117411","19160003"
"-2500","0","1","-180","1.75","916","cmn_swm_diving","1","22","117011","19160004"
"50","0","7","-180","1.75","916","none","5","22","7","19160005"
"-1375","0","1","-180","1.75","916","cmn_floatRing_pink","5","22","11","19160006"
"-2500","0","1","-125","1.75","916","cmn_float_item_01_Ball","5","12","12","19160007"
"-180","","4","1","1","916","","31","-1375","11","19160008"
"-125","","4","1","1","916","","31","-2500","12","19160009"
"-180","","9","1","1","916","","31","-850","91","19160010"
"-180","","9","1","1","916","","31","-2500","92","19160011"
"155","","1015","1","0","916","","31","-183","1015","19160012"
"-180","","1013","1","0","916","","31","50","1013","19160013"
"","","se_10053800","","","916","","23","1","se_fpc_water_random","19160014"
"","","19160013","","","916","","91","","0","19160015"
"19.7058823529412","","117411","","","916","","2","-180","2500","19160016"
"19.7058823529412","","91","","","916","","33","-180","2500","19160017"
"24.6323529411765","","11","","","916","","2","-180","1975","19160018"
"24.6323529411765","","11","","","916","","33","-180","1975","19160019"
"19.7058823529412","","117011","","","916","","2","-180","850","19160020"
"19.7058823529412","","92","","","916","","33","-180","850","19160021"
"24.6323529411765","","12","","","916","","2","-125","850","19160022"
"24.6323529411765","","12","","","916","","33","-125","850","19160023"
"","","3","","","916","","93","","0","19160024"
"4.41176470588235","","113111","","","916","","2","-15","-150","19160025"
"","","19160025","","","916","","91","","","19160026"
"","","113111","","0.3","916","","3","1","16_ruka_think","19160027"
"","","1015","","","916","","32","","1","19160028"
"0","","vo_fpc","","","916","","21","","vo_fpc_21600","19160029"
"","","0.6","","","916","","93","","0","19160030"
"","","1.5","","","916","","93","","0","19160031"
"2.71493212669683","","113311","","","916","","2","-15","150","19160032"
"","","19160032","","","916","","91","","","19160033"
"","","113311","","0.2","916","","3","1","16_nanaka_idle_loop","19160034"
"0","","vo_fpc","","","916","","21","","vo_fpc_21601","19160035"
"1","0","113311","0","0","916","0.5","11","10","ル～カ～姉♪\n何見てんのかにゃ～？","19160036"
"","","0","","","916","","91","","","19160037"
"","","0.5","","","916","","93","","0","19160038"
"16_ruka_notice_loop","0.1","113111","1","0.1","916","","3","0","16_ruka_notice_in","19160039"
"0","","vo_fpc","","","916","","21","","vo_fpc_21602","19160040"
"1","0","113111","0","0","916","0.5","11","10","ん？　いや、特に何か\n考えてたわけじゃないが…","19160041"
"","","0","","","916","","91","","","19160042"
"","","0.5","","","916","","93","","0","19160043"
"16_nanaka_point_loop","0.1","113311","1","0.1","916","","3","0","16_nanaka_point_in","19160044"
"0","","vo_fpc","","","916","","21","","vo_fpc_21603","19160045"
"1","0","113311","0","0","916","0.5","11","10","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","19160046"
"","","0","","","916","","91","","","19160047"
"","","0.5","","","916","","93","","0","19160048"
"0","","vo_fpc","","","916","","21","","vo_fpc_21604","19160049"
"1","0","113311","0","0","916","0.5","11","10","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","19160050"
"","","0","","","916","","91","","","19160051"
"","","0.5","","","916","","93","","0","19160052"
"16_ruka_talk_loop","0.1","113111","1","0.1","916","","3","0","16_ruka_talk_in","19160053"
"0","","vo_fpc","","","916","","21","","vo_fpc_21605","19160054"
"1","0","113111","0","0","916","0.5","11","10","そんなことはっ…\nちょっとだけ、考えちまったね…","19160055"
"","","0","","","916","","91","","","19160056"
"","","0.5","","","916","","93","","0","19160057"
"16_nanaka_idle_loop","0.1","113311","1","0.1","916","","3","0","16_nanaka_idle_in","19160058"
"0","","vo_fpc","","","916","","21","","vo_fpc_21606","19160059"
"1","0","113311","0","0","916","0.5","11","10","なっはっは、やっぱりね～♪","19160060"
"","","0","","","916","","91","","","19160061"
"","","0.5","","","916","","93","","0","19160062"
"cmn_run_def_N","0.1","113311","1","0.1","916","","3","0","16_nanaka_turn","19160063"
"2.71493212669683","","113311","","","916","","2","-15","750","19160064"
"","","113111","","0.1","916","","3","1","cmn_walk","19160065"
"5.29411764705882","","113111","","","916","","2","-15","750","19160066"
"","","1.5","","","916","","93","","0","19160067"
"none","0.1","7","","","916","","3","0","fish","19160068"
"","","1013","","","916","","32","","1","19160069"
"","","3.2","","","916","","93","","0","19160070"
"s","","19160018","","","916","","91","","","19160071"
"s","","19160064","","","916","","91","","","19160072"
"s","","19160066","","","916","","91","","","19160073"
"-950","0","1","-180","1.75","917","17_akino_worry","1","23","126711","19170001"
"-950","0","3","-180","1.75","917","empty","5","24","3","19170002"
"-950","0","2","-180","1.75","917","cmn_boat_idle","5","22","2","19170003"
"750","0","1","-15","1.4875","917","cmn_walk_r","1","12","110311","19170004"
"-180","","101","1","1","917","","31","-950","126711","19170005"
"","","se_10053800","","","917","","23","1","se_fpc_water_random","19170006"
"","","19170005","","","917","","91","","0","19170007"
"6.98529411764706","","126711","12","","917","","2","-180","0","19170008"
"6.98529411764706","","3","12","","917","","2","-180","0","19170009"
"6.98529411764706","","2","12","","917","","2","-180","0","19170010"
"6.98529411764706","","126711","12","","917","","33","-180","0","19170011"
"","","19170008","","","917","","91","","","19170012"
"0","","vo_fpc","","","917","","21","","vo_fpc_21700","19170013"
"1","0","126711","0","0","917","0.5","11","10","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","19170014"
"","","0","","","917","","91","","","19170015"
"","","0.5","","","917","","93","","0","19170016"
"4.72689075630252","","110311","","","917","","2","-15","300","19170017"
"17_akino_laugh_loop","0.1","126711","1","0.3","917","","3","0","17_akino_laugh_in","19170018"
"17_akino_laugh_loop","0.1","3","1","0.3","917","","3","0","17_akino_laugh_in","19170019"
"","","2","","0.3","917","","3","1","cmn_boat_idle","19170020"
"0","","vo_fpc","","","917","","21","","vo_fpc_21701","19170021"
"1","0","126711","0","0","917","0.5","11","20","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","19170022"
"","","19170017","","","917","","91","","","19170023"
"17_saren_talk_loop","0.1","110311","1","0.2","917","","3","0","17_saren_talk_in","19170024"
"","","0.673109243697478","","","917","","93","","0","19170025"
"","","0.5","","","917","","93","","0","19170026"
"","","19170022","","","917","","91","","","19170027"
"0","","vo_fpc","","","917","","21","","vo_fpc_21702","19170028"
