7f223e859bdb1407ba363e07f3f0b2bd685c658f7f2ccb040e8aa1a03f2142df,d867c461ca5288a3edb4884a1ecddb50bb8dbb88dda71b5deccb10c23b1a8948,10ef2a09fbab93a5bd428cf9845916630325791315501162f918ce42a8f79631,10216d95b2c97b7482e388b306c7c98cb54efd116a5c6b3cfd63a911c69b48ec,bff103eb19bb2471ba35c9080bd961fdf09ab3113bc80f2666a739d24ed9dfce,91032c72c36d9dec09077c5a107db1f106fff739082ea7a1b0f295f23db6617d,500f40a9ce778431cd5ae7a85ea78b9ba4128fde53910b2e9ac0f694ec86e0e9,a4542bd1a7ace5025777419d4b23030ae00526c28f15ece7f61f4feaa2ee2b12,4cefa1a4ed6a2b1cc1053ef0e1509c67b6f1e476fcd1f0bd97174d1602fcbab7,5428b9272cb3a65186f0c044f2fd288c79c8f5b5ccbd34917b2bbc52c35ec587,3203aa38061a042b6ef570ad93ef2a5f6b7aabc7998878abff1ef79ae4f01e5d
"1","65082","maho_kurukuru_loopB","","maho_kurukuru_inB","98","3","0","0.2","0","5146065"
"1","65083","kururu_kurukuru_loop","","kururu_kurukuru_in","130911","3","0","0.2","0","5146065"
"1","65084","kururu_kurukuru_loopF","","kururu_kurukuru_inF","97","3","0","0.2","0","5146065"
"1","65085","kururu_kurukuru_loopB","","kururu_kurukuru_inB","96","3","0","0.2","0","5146065"
"","65086","0","","vo_apg_0511","vo_apg","21","","","0","5146065"
"0","65087","0","1.1","くるくる～♪","131011","11","0","0","10","5146065"
"","65088","","","","0","91","","","","5146065"
"","65089","0","","vo_apg_0512","vo_apg","21","","","0","5146065"
"0","65090","0","1","くるくるくる～♪","130911","11","0","0","10","5146065"
"","65091","","","","0","91","","","","5146065"
"0","65092","0","0","6","131011","12","10","0","2","5146065"
"0","65093","0","0","7","130911","12","10","0","2","5146065"
"","65094","","","walk_normal","106011","3","","0.2","1","5146065"
"","65095","","","walk_normal","1060","3","","0.2","1","5146065"
"0","65096","3.4","","-376","106011","2","","","-305","5146065"
"0","65097","3.4","","-376","1060","2","","","-305","5146065"
"","65098","","","0","3.4","93","","","","5146065"
"14","65099","0.6","","-446","106011","2","","","-305","5146065"
"14","65100","0.6","","-446","1060","2","","","-305","5146065"
"","65101","","","kyaru_damage","106011","3","","0","0","5146065"
"","65102","","","kyaru_damage","1060","3","","0","0","5146065"
"","65103","","","0","0.8","93","","","","5146065"
"1","65104","cool_talk_jitome","","cool_in_jitome","106011","3","0","0.2","0","5146065"
"1","65105","cool_talk_jitome","","cool_in_jitome","1060","3","0","0.2","0","5146065"
"","65106","0","","vo_apg_0513","vo_apg","21","","","0","5146065"
"1","65107","1","0","なにやってんの、あんたら…","106011","11","0","0","10","5146065"
"","65108","","","","0","91","","","","5146065"
"","65109","","","","65110","101","","","","5146065"
"","65110","","","0.2","0","22","","","","5146065"
"-278","66001","-500","aoi_walk_fear","104011","1","1","0","1.8","140","5146066"
"-262","66002","30","idle_normal","99","1","5","0","1.8","141","5146066"
"-278","66003","290","idle_normal_noface","130911","1","1","1","1.8","100","5146066"
"-278","66004","290","idle_normal_kururu","98","1","5","1","1.8","101","5146066"
"","66005","","","201","104011","13","","","","5146066"
"","66006","","","200","130911","13","","","","5146066"
"-174","66007","0","idle","8","8","5","0","0.85","15","5146066"
"-79","66008","-119","empty","20","20","5","0","1","210","5146066"
"-194","66009","0","empty","22","22","5","0","1","210","5146066"
"1","66010","0","","1","1","31","","1","0","5146066"
"1","66011","-57.7","","2","2","31","","0","0","5146066"
"1","66012","0","","13","13","31","","0","0","5146066"
"1","66013","-69","","19","19","31","","0","11","5146066"
"1","66014","0","","20","20","31","","1","0","5146066"
"","66015","","","104011","20","36","","","","5146066"
"","66016","","","99","20","36","","","","5146066"
"","66017","","","20","20","36","","","","5146066"
"","66018","","","22","20","36","","","","5146066"
"","66019","","","0","0","91","","","","5146066"
"","66020","","","0","0","102","","","0","5146066"
"0","66021","2.7","","-290","104011","2","","","-278","5146066"
"","66022","","","aoi_walk_fear","104011","3","","0.2","1","5146066"
"","66023","","","0","2.7","93","","","","5146066"
"","66024","","","see_talk","104011","3","","0.2","1","5146066"
"","66025","0","","vo_apg_0601","vo_apg","21","","","0","5146066"
"1","66026","1","0","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","104011","11","0","0","10","5146066"
"","66027","","","","0","91","","","","5146066"
"","66028","","","see_idle","104011","3","","0.2","1","5146066"
"1","66029","talk_normal","","smile","130911","3","0.2","0.2","0","5146066"
"1","66030","talk_normal","","smile","98","3","0.2","0.2","0","5146066"
"","66031","0","","vo_apg_0602","vo_apg","21","","","0","5146066"
"1","66032","1","0","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","130911","11","0","0","10","5146066"
"","66033","","","","0","91","","","","5146066"
"","66034","","","idle_normal_surprise","130911","3","","0.2","1","5146066"
"","66035","","","panic","104011","3","","0.2","1","5146066"
"","66036","0","","vo_apg_0603","vo_apg","21","","","0","5146066"
"1","66037","1","0","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","104011","11","0","0","15","5146066"
"","66038","","","","0","91","","","","5146066"
"","66039","","","anger_talk_pain","130911","3","","0.2","1","5146066"
"","66040","","","anger_talk_pain","98","3","","0.2","1","5146066"
"","66041","0","","vo_apg_0604","vo_apg","21","","","0","5146066"
"1","66042","1","0","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","130911","11","0","0","10","5146066"
"","66043","","","","0","91","","","","5146066"
"","66044","","","idle_normal_dere","130911","3","","0.2","1","5146066"
"1","66045","surprise_talk_search_dere","","aoi_surprise_in","104011","3","0.1","0","0","5146066"
"","66046","0","","vo_apg_0605","vo_apg","21","","","0","5146066"
"1","66047","1","0","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","104011","11","0","0","10","5146066"
"","66048","","","","0","91","","","","5146066"
"","66049","","","surprise_idle_dere","104011","3","","0.2","1","5146066"
"1","66050","kururu_guid_talk","","kururu_surprise_talk_long","130911","3","0.2","0.2","0","5146066"
"1","66051","kururu_guid_talk","","kururu_surprise_talk_long","98","3","0.2","0.2","0","5146066"
"","66052","0","","vo_apg_0606","vo_apg","21","","","0","5146066"
"1","66053","1","0","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","130911","11","0","0","10","5146066"
"","66054","","","","0","91","","","","5146066"
"","66055","","","idle_normal_noface","130911","3","","0.2","1","5146066"
"","66056","","","idle_normal_kururu","98","3","","0.2","1","5146066"
"1","66057","guts2_talk_surprise2","","guts2_in_surprise2","104011","3","0","0.2","0","5146066"
"","66058","0","","vo_apg_0607","vo_apg","21","","","0","5146066"
"1","66059","1","0","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","104011","11","0","0","10","5146066"
"","66060","","","","0","91","","","","5146066"
"","66061","","","guts2_idle_surprise2","104011","3","","0.2","1","5146066"
"","66062","","","joy_talk_dere","130911","3","","0.2","1","5146066"
"","66063","","","joy_talk","98","3","","0.2","1","5146066"
"","66064","0","","vo_apg_0608","vo_apg","21","","","0","5146066"
"1","66065","1","0","別に料金は変わりませんので…\n気が済むまでお乗りください♪","130911","11","0","0","10","5146066"
"","66066","","","","0","91","","","","5146066"
"","66067","","","0","0","22","","","","5146066"
"1","66068","idle_normal_joy","","hello","130911","3","0.1","0.4","0","5146066"
"","66069","","","walk_jog_dere","104011","3","","0.2","1","5146066"
"0","66070","2","","-50","104011","2","","","-278","5146066"
"","66071","","","0","1","93","","","","5146066"
"","66072","","","1","2","32","","","","5146066"
"","66073","","","0","1.5","93","","","","5146066"
"0","66074","0","","0","104011","2","","","-480","5146066"
"","66075","","","empty","104011","3","","0","1","5146066"
"","66076","","","scale15","20","37","","","","5146066"
"","66077","","","fade_out","2","37","","","","5146066"
"","66078","","","1","13","32","","","","5146066"
"","66079","","","0","2","93","","","","5146066"
"","66080","0","","vo_apg_0609","vo_apg","21","","","0","5146066"
"","66081","","","0609_in","22","3","","0","0","5146066"
"","66082","","","1","2.2","93","","","","5146066"
"","66083","","","0609_mid","22","3","","0","0","5146066"
"","66084","","","","","92","","","","5146066"
"","66085","","","0609_out","22","3","","0","0","5146066"
"","66086","","","0","0.2","93","","","","5146066"
"0","66087","0","","-132","20","2","","","-79","5146066"
"","66088","0","","vo_apg_0610","vo_apg","21","","","0","5146066"
"","66089","","","0610_in","22","3","","0","0","5146066"
"","66090","","","1","2.2","93","","","","5146066"
"","66091","","","0610_mid","22","3","","0","0","5146066"
"","66092","","","","","92","","","","5146066"
"","66093","","","0610_out","22","3","","0","0","5146066"
"","66094","","","0","0.2","93","","","","5146066"
"","66095","0","","vo_apg_0611","vo_apg","21","","","0","5146066"
"","66096","","","0611_in","22","3","","0","0","5146066"
"","66097","","","1","2.3","93","","","","5146066"
"","66098","","","0611_mid","22","3","","0","0","5146066"
"","66099","","","","","92","","","","5146066"
"","66100","","","0611_out","22","3","","0","0","5146066"
"","66101","","","0","0.2","93","","","","5146066"
"","66102","","","0","0","22","","","","5146066"
"","66103","","","empty","104011","3","","0","1","5146066"
"","66104","","","fade_in","2","37","","","","5146066"
"","66105","","","0","1","93","","","","5146066"
"","66106","","","0","13","32","","","","5146066"
"","66107","","","fade_out","2","37","","","","5146066"
"","66108","","","kururu_wish_talk_surprise_lookup","130911","3","","0","1","5146066"
"","66109","","","0","1","93","","","","5146066"
"1","66110","kururu_surprise_talk_joy","","kururu_wish_talk_surprise_lookup","130911","3","0.2","0.2","0","5146066"
"","66111","0","","vo_apg_0612","vo_apg","21","","","0","5146066"
"1","66112","1","0","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","130911","11","0","0","10","5146066"
"","66113","","","","0","91","","","","5146066"
"","66114","","","0","0","22","","","","5146066"
"","66115","","","fade_in","2","37","","","","5146066"
"","66116","","","0","1","93","","","","5146066"
"","66117","","","scale1","20","37","","","","5146066"
"","66118","","","blackroom_in","2","37","","","","5146066"
"9","66119","1.15","","20","0","121","","10","1.15","5146066"
"0","66120","0","","27","104011","2","","","-248","5146066"
"0","66121","0","","27","99","2","","","-248","5146066"
"","66122","","","aoi_satori_in","104011","3","","0","1","5146066"
"","66123","","","aoi_satori_in","99","3","","0","1","5146066"
"","66124","","","0","0.5","93","","","","5146066"
"","66125","0","","vo_apg_0613","vo_apg","21","","","0","5146066"
"1","66126","0","1","ふふ…ふふふふふ…\nああ、これが悟り…！","104011","11","0","0","4","5146066"
"","66127","","","","3","93","","","","5146066"
"","66128","","","1","19","32","","","","5146066"
"","66129","","","se_10055900_satori","se_10055900","23","","","0","5146066"
"","66130","","","","0.5","93","","","","5146066"
"1","66131","aoi_satori_loop","","aoi_satori_mid","104011","3","0","0.2","0","5146066"
"1","66132","aoi_satori_loop","","aoi_satori_mid","99","3","0","0.2","0","5146066"
"","66133","","","0","4","93","","","","5146066"
"","66134","","","","","92","","","","5146066"
"","66135","","","","66136","101","","","","5146066"
"","66136","","","0.2","0","22","","","","5146066"
"-288","67001","-385","idle_normal","106611","1","1","0","1.8","106","5146067"
"-288","67002","-385","idle_normal","1066","3","5","0","1.8","107","5146067"
"-278","67003","-225","idle_normal","106511","1","1","0","1.8","103","5146067"
"-278","67004","-225","idle_normal","1065","2","5","0","1.8","104","5146067"
"-278","67005","290","idle_normal","131011","1","1","1","1.8","100","5146067"
"","67006","","","206","106611","13","","","","5146067"
"","67007","","","203","106511","13","","","","5146067"
"","67008","","","200","131011","13","","","","5146067"
"-174","67009","0","idle","9","9","5","0","0.85","15","5146067"
"71","67010","-292","empty","201","20","5","0","1","210","5146067"
"71","67011","-61","empty","202","20","5","0","1","210","5146067"
"-43","67012","126","empty","22","22","5","0","1","210","5146067"
"94","67013","0","empty","21","21","5","0","1","60","5146067"
"1","67014","0","","1","1","31","","1","0","5146067"
"1","67015","-57.7","","2","2","31","","0","0","5146067"
"1","67016","0","","10","10","31","","0","0","5146067"
"1","67017","0","","20","20","31","","1","0","5146067"
"","67018","","","106611","20","36","","","","5146067"
"","67019","","","106511","20","36","","","","5146067"
"","67020","","","201","20","36","","","","5146067"
"","67021","","","202","20","36","","","","5146067"
"","67022","","","22","20","36","","","","5146067"
"","67023","","","0","0","91","","","","5146067"
"","67024","","","0","0","102","","","0","5146067"
"","67025","","","0","1","93","","","","5146067"
"","67026","","","talk_normal_noface","106511","3","","0.2","1","5146067"
"","67027","","","talk_normal_kaya","1065","3","","0.2","1","5146067"
"","67028","0","","vo_apg_0701","vo_apg","21","","","0","5146067"
"1","67029","1","0","イノリー\n次はこれ乗ってみようぜ","106511","11","0","0","10","5146067"
"","67030","","","","0","91","","","","5146067"
"","67031","","","idle_normal_look","106511","3","","0.2","1","5146067"
"","67032","","","idle_normal_look","1065","3","","0.2","1","5146067"
"1","67033","cool_talk_sad","","cool_in_sad","106611","3","0","0.2","0","5146067"
"1","67034","cool_talk_sad","","cool_in_sad","1066","3","0","0.2","0","5146067"
"","67035","0","","vo_apg_0702","vo_apg","21","","","0","5146067"
"1","67036","1","0","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","106611","11","0","0","10","5146067"
"","67037","","","","0","91","","","","5146067"
"","67038","","","cool_idle","106611","3","","0.2","1","5146067"
"","67039","","","cool_idle","1066","3","","0.2","1","5146067"
"","67040","","","idle_normal","106511","3","","0.2","1","5146067"
"","67041","","","idle_normal","1065","3","","0.2","1","5146067"
"","67042","","","joy_talk_normal","131011","3","","0.2","1","5146067"
"","67043","0","","vo_apg_0703","vo_apg","21","","","0","5146067"
"1","67044","1","0","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","131011","11","0","0","10","5146067"
"","67045","","","","0","91","","","","5146067"
"","67046","","","idle_normal","131011","3","","0.2","1","5146067"
"1","67047","doya_talk_normal","","doya_in_normal","106511","3","0","0.2","0","5146067"
"1","67048","doya_talk_normal","","doya_in_normal","1065","3","0","0.2","0","5146067"
"","67049","0","","vo_apg_0704","vo_apg","21","","","0","5146067"
"1","67050","1","0","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","106511","11","0","0","10","5146067"
"","67051","","","","0","91","","","","5146067"
"","67052","","","doya_idle_normal","106511","3","","0.2","1","5146067"
"","67053","","","doya_idle_normal","1065","3","","0.2","1","5146067"
"","67054","","","wish_talk_joy","131011","3","","0.2","1","5146067"
"","67055","0","","vo_apg_0705","vo_apg","21","","","0","5146067"
"1","67056","1","0","は～い♪\nまかしておくれやす～","131011","11","0","0","10","5146067"
"","67057","","","","0","91","","","","5146067"
"","67058","","","0","0","22","","","","5146067"
"1","67059","idle_normal","","hello","131011","3","0.1","0.4","0","5146067"
"","67060","","","walk_yareyare","106611","3","","0.4","1","5146067"
"","67061","","","walk_yareyare","1066","3","","0.4","1","5146067"
"","67062","","","walk_kyapi","106511","3","","0.2","1","5146067"
"","67063","","","walk_kyapi","1065","3","","0.2","1","5146067"
"0","67064","2","","-194","106611","2","","","-288","5146067"
"0","67065","2","","-194","1066","2","","","-288","5146067"
"0","67066","2","","-34","106511","2","","","-278","5146067"
"0","67067","2","","-34","1065","2","","","-278","5146067"
"","67068","","","0","1","93","","","","5146067"
"","67069","","","1","2","32","","","","5146067"
"","67070","","","0","1.5","93","","","","5146067"
"","67071","","","se_10055900_coffee_01","se_10055900","23","","","1","5146067"
"0","67072","0","","-126","106611","2","","","-331","5146067"
"0","67073","0","","-126","1066","2","","","-331","5146067"
"0","67074","0","","126","106511","2","","","-331","5146067"
"0","67075","0","","126","1065","2","","","-331","5146067"
"","67076","","","scale15","20","37","","","","5146067"
"","67077","0","","vo_apg_0706","vo_apg","21","","","0","5146067"
"","67078","","","0706_in","22","3","","0","0","5146067"
"","67079","","","1","3","93","","","","5146067"
"","67080","","","0706_mid","22","3","","0","0","5146067"
"","67081","","","","","92","","","","5146067"
"","67082","","","0706_out","22","3","","0","0","5146067"
"","67083","","","0","0.2","93","","","","5146067"
"0","67084","0","","-126","22","2","","","-43","5146067"
"","67085","0","","vo_apg_0707","vo_apg","21","","","0","5146067"
"","67086","","","0707_in","22","3","","0","0","5146067"
"","67087","","","1","3.7","93","","","","5146067"
"","67088","","","0707_mid","22","3","","0","0","5146067"
"","67089","","","","","92","","","","5146067"
"","67090","","","0707_out","22","3","","0","0","5146067"
"","67091","","","0","0.2","93","","","","5146067"
"","67092","","","0","0.1","93","","","","5146067"
"","67093","","","1","10","32","","","","5146067"
"","67094","","","horizontal","10","37","","","","5146067"
"","67095","","","0.3","se_10055900_coffee_01","24","","","","5146067"
"","67096","","","se_10055900_coffee_02","se_10055900","23","","","1","5146067"
"0","67097","0","","179","202","2","","","-12","5146067"
"","67098","","","scale1","20","37","","","","5146067"
"","67099","","","30","30","122","","","0.5","5146067"
"","67100","0","","vo_apg_0708","vo_apg","21","","","0","5146067"
"","67101","","","0708_in","202","3","","0","0","5146067"
"","67102","","","1","1.8","93","","","","5146067"
"","67103","","","0708_mid","202","3","","0","0","5146067"
"","67104","","","","","92","","","","5146067"
"","67105","","","0708_out","202","3","","0","0","5146067"
"","67106","","","0","0.2","93","","","","5146067"
"0","67107","0","","-237","201","2","","","71","5146067"
"","67108","","","scale15","20","37","","","","5146067"
"","67109","0","","vo_apg_0709","vo_apg","21","","","0","5146067"
"","67110","","","0709_in","22","3","","0","0","5146067"
"","67111","","","1","2.3","93","","","","5146067"
"","67112","","","0709_mid","22","3","","0","0","5146067"
"","67113","","","","","92","","","","5146067"
"","67114","","","0709_out","22","3","","0","0","5146067"
"","67115","","","0","0.2","93","","","","5146067"
"","67116","","","0","0.1","93","","","","5146067"
"","67117","","","scale1","20","37","","","","5146067"
"0","67118","0","","0","202","2","","","-12","5146067"
"","67119","","","30","30","122","","","0.5","5146067"
"","67120","0","","vo_apg_0710","vo_apg","21","","","0","5146067"
"","67121","","","0710_in","202","3","","0","0","5146067"
"","67122","","","1","2.2","93","","","","5146067"
"","67123","","","0710_mid","202","3","","0","0","5146067"
"","67124","","","","","92","","","","5146067"
"","67125","","","0710_out","202","3","","0","0","5146067"
"","67126","","","0","0.2","93","","","","5146067"
"","67127","","","0","0","22","","","","5146067"
"","67128","","","empty","202","3","","0","0","5146067"
"","67129","","","0","10","32","","","","5146067"
"","67130","","","0","1","93","","","","5146067"
"","67131","","","0.5","se_10055900_coffee_02","24","","","","5146067"
"","67132","","","see_guru","131011","3","","0","1","5146067"
"","67133","","","empty","106611","3","","0.2","1","5146067"
"","67134","","","empty","1066","3","","0.2","1","5146067"
"0","67135","0","","-104","106611","2","","","-195","5146067"
"0","67136","0","","-104","1066","2","","","-195","5146067"
"","67137","","","iris_out","2","37","","","","5146067"
"0","67138","0","","-129","106511","2","","","-278","5146067"
"0","67139","0","","-129","1065","2","","","-278","5146067"
"","67140","","","walk_normal_doya","106511","3","","0.2","1","5146067"
"","67141","","","walk_normal_doya","1065","3","","0.2","1","5146067"
"0","67142","2","","-290","106511","2","","","-278","5146067"
"0","67143","2","","-290","1065","2","","","-278","5146067"
"0","67144","0","","-290","202","2","","","21","5146067"
"","67145","","","1","106511","4","","","","5146067"
"","67146","","","1","1065","4","","","","5146067"
"","67147","","","0","2","93","","","","5146067"
"","67148","","","0","106511","4","","","","5146067"
"","67149","","","0","1065","4","","","","5146067"
"","67150","","","cool_idle_doya","106511","3","","0.2","1","5146067"
"0","67151","","","cool_idle_doya","1065","3","","0.2","1","5146067"
"","67152","","","0","0.2","93","","","","5146067"
"1","67153","cool_talk_dere","","cool_in_nobi","106511","3","0","0.2","0","5146067"
"1","67154","cool_talk_dere","","cool_in_nobi","1065","3","0","0.2","0","5146067"
"","67155","0","","vo_apg_0711","vo_apg","21","","","0","5146067"
"1","67156","1","0","ふう…全力で回してやったぜ…\nで、何回だった？","106511","11","0","0","10","5146067"
"","67157","","","","0","91","","","","5146067"
"","67158","","","cool_idle_doya","106511","3","","0.2","1","5146067"
"","67159","","","cool_idle_doya","1065","3","","0.2","1","5146067"
"","67160","0","","vo_apg_0712","vo_apg","21","","","0","5146067"
"1","67161","1","0","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","131011","11","0","0","10","5146067"
"","67162","","","","0","91","","","","5146067"
"1","67163","idle_normal_shy","","maho_idle_normal_in","131011","3","0","0.5","0","5146067"
"1","67164","surprise_talk_search","","cool_talk_surprise","106511","3","0.3","0.2","0","5146067"
"1","67165","surprise_talk_search","","cool_talk_surprise","1065","3","0.3","0.2","0","5146067"
"","67166","0","","vo_apg_0713","vo_apg","21","","","0","5146067"
"1","67167","1","0","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","106511","11","0","0","10","5146067"
"","67168","","","","0","91","","","","5146067"
"","67169","","","surprise_idle_talk1R","106511","3","","0.3","1","5146067"
"","67170","","","surprise_idle_talk1R","1065","3","","0.3","1","5146067"
"","67171","","","sad_talk","131011","3","","0.2","1","5146067"
"","67172","0","","vo_apg_0714","vo_apg","21","","","0","5146067"
"1","67173","1","0","イノリはんなら、\n吹き飛ばされてあそこに…","131011","11","0","0","10","5146067"
"","67174","","","","0","91","","","","5146067"
"","67175","","","sad_idle_lookup","131011","3","","0.2","1","5146067"
"","67176","","","surprise_idle_noface_lookup","106511","3","","0.2","1","5146067"
"","67177","","","surprise_idle_kaya_lookup","1065","3","","0.2","1","5146067"
"1","67178","coffee_1_loop","","coffee_1_in","21","3","0","0","0","5146067"
"","67179","","","se_10055900_photo","se_10055900","23","","","0","5146067"
"","67180","","","0","0.5","93","","","","5146067"
"0","67181","0","","0","201","2","","","0","5146067"
"","67182","0","","vo_apg_0715","vo_apg","21","","","0","5146067"
"1","67183","1","0","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","106611","11","0","0","10","5146067"
"","67184","","","","0","91","","","","5146067"
"","67185","","","coffee_1_out","21","3","","0","0","5146067"
"","67186","","","se_10055900_down","se_10055900","23","","","0","5146067"
"","67187","","","0","0.7","93","","","","5146067"
"","67188","","","sad_idle_sad2_lookup","131011","3","","0.2","1","5146067"
"1","67189","surprise3_loop_lookup","","surprise3_in_lookup","106511","3","0","0.2","0","5146067"
"1","67190","surprise3_loop_lookup","","surprise3_in_lookup","1065","3","0","0.2","0","5146067"
"","67191","0","","vo_apg_0716","vo_apg","21","","","0","5146067"
"","67192","","","30","30","122","","","0.5","5146067"
"","67193","","","0716_in","202","3","","0","0","5146067"
"","67194","","","1","1.2","93","","","","5146067"
"","67195","","","0716_mid","202","3","","0","0","5146067"
"","67196","","","","","92","","","","5146067"
"","67197","","","0716_out","202","3","","0","0","5146067"
"","67198","","","","0","91","","","","5146067"
"","67199","","","","67200","101","","","","5146067"
"","67200","","","0.2","0","22","","","","5146067"
"-288","68001","-385","idle_normal_eating_noface","105811","1","1","0","1.8","106","5146068"
"-288","68002","-385","idle_normal_eating_peko","1058","6","5","0","1.8","107","5146068"
"-278","68003","-225","idle_normal","106011","1","1","0","1.8","100","5146068"
"-278","68004","-225","idle_normal","1060","4","5","0","1.8","101","5146068"
"-278","68005","225","idle_normal_noface","130911","1","1","1","1.8","103","5146068"
"-278","68006","225","idle_normal_kururu","97","1","5","1","1.8","104","5146068"
"","68007","","","206","105811","13","","","","5146068"
"","68008","","","200","106011","13","","","","5146068"
"","68009","","","203","130911","13","","","","5146068"
"-174","68010","0","idle","9","9","5","0","0.85","15","5146068"
"71","68011","-132","empty","20","20","5","0","1","210","5146068"
"153","68012","0","empty","21","21","5","0","1","60","5146068"
"1","68013","0","","1","1","31","","1","0","5146068"
"","68014","","","0","0","91","","","","5146068"
"","68015","","","0","0","102","","","0","5146068"
"","68016","","","0","1","93","","","","5146068"
"1","68017","kururu_guid_talk","","kururu_guid_in","130911","3","0","0.2","0","5146068"
"1","68018","kururu_guid_talk","","kururu_guid_in","97","3","0","0.2","0","5146068"
"","68019","0","","vo_apg_0801","vo_apg","21","","","0","5146068"
"1","68020","1","0","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","130911","11","0","0","10","5146068"
"","68021","","","","0","91","","","","5146068"
"","68022","","","kururu_guid_idle","130911","3","","0.2","1","5146068"
"","68023","","","kururu_guid_idle","97","3","","0.2","1","5146068"
"1","68024","coffee_3_loop","","coffee_3_in","21","3","0","0","0","5146068"
"","68025","","","se_10055900_photo","se_10055900","23","","","0","5146068"
"1","68026","peko_notice_idle","","peko_notice_in","105811","3","0","0.2","0","5146068"
"1","68027","peko_notice_idle","","peko_notice_in","1058","3","0","0.2","0","5146068"
"","68028","","","cool_talk_surprise_lookup","106011","3","","0.2","1","5146068"
"","68029","","","cool_talk_surprise_lookup","1060","3","","0.2","1","5146068"
"","68030","0","","vo_apg_0802","vo_apg","21","","","0","5146068"
"1","68031","1","0","真ん中にハンドルなんかないけど？","106011","11","0","0","10","5146068"
"","68032","","","","0","91","","","","5146068"
"","68033","","","cool_idle_talkR","106011","3","","0.2","1","5146068"
"","68034","","","cool_idle_talkR","1060","3","","0.2","1","5146068"
"1","68035","anger_talk_surprise2_lookup","","hawawa_lookup","130911","3","0.2","0.2","0","5146068"
"","68036","","","hawawa","97","3","","0.2","1","5146068"
"","68037","0","","vo_apg_0803","vo_apg","21","","","0","5146068"
"1","68038","1","0","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","130911","11","0","0","10","5146068"
"","68039","","","","0","91","","","","5146068"
"","68040","","","coffee_3_out","21","3","","0","0","5146068"
"","68041","","","anger_idle_sad","130911","3","","0.2","1","5146068"
"","68042","","","sad_idle_noface","105811","3","","0.2","1","5146068"
"1","68043","sad_idle_peko_loop","","sad_idle_peko_in","1058","3","0","0.2","1","5146068"
"","68044","0","","vo_apg_0804","vo_apg","21","","","0","5146068"
"1","68045","1","0","…………","105811","11","0","0","10","5146068"
"","68046","","","","0","91","","","","5146068"
"","68047","","","1","106011","4","","","","5146068"
"","68048","","","1","1060","4","","","","5146068"
"","68049","","","idle_normal_surprise","130911","3","","0.2","1","5146068"
"","68050","","","shock_loop_doteyes","106011","3","","0.2","1","5146068"
"","68051","","","shock_loop_doteyes","1060","3","","0.2","1","5146068"
"1","68052","peko_bowbowbow_loop","","peko_bowbowbow_in","105811","3","0","0.2","0","5146068"
"1","68053","peko_bowbowbow_loop","","peko_bowbowbow_in","1058","3","0","0.2","0","5146068"
"","68054","0","","vo_apg_0805","vo_apg","21","","","0","5146068"
"1","68055","1","0","すみません～っ！！","105811","11","0","0","10","5146068"
"","68056","","","","0","91","","","","5146068"
"","68057","","","anger_talk_shy","106011","3","","0.2","1","5146068"
"","68058","","","anger_talk_shy","1060","3","","0.2","1","5146068"
"","68059","0","","vo_apg_0806","vo_apg","21","","","0","5146068"
"1","68060","1","0","あんた食べたの！？\n何やってんのよ～！？","106011","11","0","0","10","5146068"
"","68061","","","","0","91","","","","5146068"
"","68062","","","anger_idle_shy","106011","3","","0.2","1","5146068"
"","68063","","","anger_idle_shy","1060","3","","0.2","1","5146068"
"1","68064","tahaha_talk","","tahaha_in","105811","3","0","0.2","0","5146068"
"1","68065","tahaha_talk","","tahaha_in","1058","3","0","0.2","0","5146068"
"","68066","0","","vo_apg_0807","vo_apg","21","","","0","5146068"
"1","68067","1","0","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","105811","11","0","0","10","5146068"
"","68068","","","","0","91","","","","5146068"
