b0c9d87a23cb89acb79011335489447d4e600949d5badfe2d45f671b50ce8b4e,3990d9eafaa85c82ef26efb5542d1e22eed6524f61ab1a7fa8c5bf638e1958e6,1b4b6606cd2674f17bfa70ab3c5615fbcaad487844f879fdc4973f343cbafe14,e98ca55c3fc4beacf1fbbcae3b6d7e113f2764f9167434f9b457b2fd5b5f81e2,1f676c7751e8c9edba4ede215af2720dfa337f1b859c491de3cca646c493eae4,5d45ebab4e2bb4b72100ba806b84392fe241f3546121f61b000e3fc07d130249,4329d48c4d920d5f6026c160df86cd2d24671d8b7b974a8d3930bba197c2bb61,975cc20404dd9a0ac4d904f595c4c50e1094b82fcb587bef4900dc3da282020f,2729e1ad75de6b4fde52cc4a1b67f3db1ff639ac30311cfd0c90eb77121dbe57,ed45b4c0a0ca7f5721125b5952a3407f797e982a74b65f03b9987f6c53c44bfd,7e63cc77d99f1d9f088e35514710b7b95eb93524694fdca4bb710e1ee7cac35f,9cbe09ac429342df7bd6a6db4f9021163e100ae8096f3e9f838a60bb337dda61,1f05a8c90076dd3091fcf85484cbf148de8f11d625f4e2ff7f205c2e42e37d63,2f7cb60832c0f1add8b644ada24f4368410a59a72601eb2c4bc866892e8e4196,2e508459dbdc678c0bdf1c4b67cefe5879aed127db81a66abd38e4598d64a843,8deae55a3649eb602845c37fd36284edf327cefb947640c30c14b1304bc974fc
"127001","157","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","小説を読むこと","妄想大好き！　ほんとは照れ屋な女の子","AB","49","クウカ（サマー）","18","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","11","19","長妻樹里"
"127101","157","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","占い","占いが得意な霊能少女","AB","42","シノブ（サマー）","18","悪魔偽王国軍（ディアボロス）","7","魔族","0","12","22","大坪由佳"
"127201","152","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","猫と遊ぶ","行き倒れの謎のネコミミ魔法使い","A","39","キャル（編入生）","14","美食殿","1","獣人族","0","9","2","立花理香"
"127301","167","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","ファッション","天真爛漫で人気者のカリスマモデル","O","48","スズナ（編入生）","17","ルーセント学院","14","魔族","0","4","10","上坂すみれ"
"127501","156","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","経営、お茶会","救護院を経営する優しい庶民派お嬢様","A","43","サレン（サラサリア）","17","サレンディア救護院","9","エルフ","0","10","4","堀江由衣"
"127601","167","","釣り","人情味溢れる粋でいなせな「姉御」","B","54","ルカ（サラサリア）","25","トワイライトキャラバン","13","ヒューマン","0","7","11","佐藤利奈"
"127701","145","","妹と過ごす休日","真面目で一生懸命なドラゴンメイド（姉）","?","???","リンド","12","？？？","","ドラゴン族","0","2","5","豊田萌絵"
"127801","145","","サボり、姉と過ごす休日","不真面目で気怠げなドラゴンメイド（妹）","?","???","ヴルム","12","？？？","","ドラゴン族","0","2","5","関根明良"
"127901","156","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","食べ歩き、料理","いつも元気な腹ペコ少女","O","46","ペコリーヌ（クリスマス）","17","美食殿","1","ヒューマン","0","3","31","M・A・O"
"128001","160","","お金を数えること、悪だくみ","忠義に目覚めた女商人","A","57","クレジッタ（クリスマス）","26","リッチモンド商工会","18","ヒューマン","0","9","19","Lynn"
"128301","145","","ゲーム","口が達者なヘタレドラゴン","AB","???","イノリ（ニューイヤー）","13","ドラゴンズネスト","17","ドラゴン族","0","9","29","藤田茜"
"128401","156","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","妹と遊ぶこと、二度寝、昼寝、早寝","みんなのために超能力を使う眠り姫","A","46","ハツネ（ニューイヤー）","17","フォレスティエ","6","エルフ","0","12","24","大橋彩香"
"128501","152","","読書、推理","頭脳明晰な美少女名探偵","AB","41","カスミ（ニューイヤー）","15","自警団（カォン）","10","獣人族","0","11","3","水瀬いのり"
"128701","155","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","人助け、応援","人助けが大好き！　前向き格闘娘","A","44","ヒヨリ（アストラル）","16","トゥインクルウィッシュ","2","獣人族","0","8","27","東山奈央"
"128801","163","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","読書、乗馬、お茶","クールで何事にも真っ直ぐな剣士","B","46","レイ（アストラル）","18","トゥインクルウィッシュ","2","魔族","0","1","12","早見沙織"
"128901","158","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","料理、人間観察","戦闘のサポートが得意な、心優しい少女","O","47","ユイ（アストラル）","17","トゥインクルウィッシュ","2","ヒューマン","0","4","5","種田梨沙"
"129001","168","","騎士クンの話を聞くこと","悲劇の根源に咲き誇る美しき黒薔薇","?","??","エリス","??","？？？","","ヒューマン","0","2","15","桑島法子"
"129301","142","","読書","書庫に眠れる小さな賢人","O","36","ユニ（ウィンター）","18","聖テレサ女学院（なかよし部）","16","ヒューマン","0","2","28","小原好美"
"129401","154","","ダーツ","ダウンタウン育ちのダウナー系エルフ","O","42","クロエ（ウィンター）","17","聖テレサ女学院（なかよし部）","16","エルフ","0","8","7","種﨑敦美"
"129501","156","","ダンス、カラオケ","自由奔放ナチュラル無礼な現代っ子","O","46","チエル（ウィンター）","16","聖テレサ女学院（なかよし部）","16","ヒューマン","0","9","15","佐倉綾音"
"129601","145","","花の手入れ、トゲぬき","孤絶の香を纏う花の妖魔人","A","39","アネモネ","13","？？？","","妖魔人","0","4","2","立花日菜"
"129701","139","","おままごと、人間観察","万魔の頂点、煉獄の媛君","?","??","ネフィ＝ネラ","??","？？？","","妖魔人","0","12","31","大久保瑠美"
"129801","168","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","お菓子作り","男勝りで情に厚いワイルド娘","O","54","マコト（コマンダー）","17","自警団（カォン）","10","獣人族","0","8","9","小松未可子"
"129901","154","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","実験、裁縫、料理","運命の相手に一途すぎる乙女","B","43","エリコ（コマンダー）","16","トワイライトキャラバン","13","魔族","0","7","30","橋本ちなみ"
"130001","168","","妹たちを躾ける","悪運に愛された、盗賊ギルドの頭領長女","B","55","ヤマト","21","バンディ・シスターズ","21","エルフ","0","1","8","ファイルーズあい"
"130101","158","","編み物","大変だけど元気です。盗賊ギルドの次女","A","45","ワカナ","16","バンディ・シスターズ","21","ヒューマン","0","5","30","石見舞菜香"
"130201","136","","ワカナをいぢめること","生意気だけど超天才！　盗賊ギルドの三女","AB","37","フブキ","12","バンディ・シスターズ","21","獣人族","0","3","5","花井美春"
"130701","118","","お勉強","礼儀正しくしっかり者のちびっ子優等生","A","21","キョウカ（スプリング）","8","リトルリリカル","5","エルフ","0","2","2","小倉唯"
"130801","154","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","ご奉仕","お嬢さまのためにがんばるドジっ娘メイド","O","43","スズメ（スプリング）","15","サレンディア救護院","9","ヒューマン","0","12","12","悠木碧"
"130901","158","","掃除、宝石や遊園地の手入れ","なんでもあげちゃうポンコツ支配人バニー","A","46","クルル","16","ジオ・テオゴニア","","宝石兎族","0","8","2","田中美海"
"131001","155","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","空想、ぬいぐるみ集め","マホマホ王国のプリンセス","O","42","マホ（ドリームパーク）","16","自警団（カォン）","10","獣人族","0","9","22","内田真礼"
"131101","157","","可愛いショタと遊ぶ、買い物","ショタ大好き♪　ギャル系スライム娘","B","55","ネア（サマー）","19","レイジ・レギオン","19","魔族？","0","6","13","和氣あず未"
"131201","159","","特に無し","明朗快活、なれど破滅に流るる溌溂少女","A","??","ミソラ（サマー）","16","レイジ・レギオン","19","ヒューマン","0","7","2","鬼頭明里"
"131601","154","","華道、読書（古典）、トーゴク画","贖罪を胸に強さを求める妹系大和撫子","A","44","リリ（サマー）","15","アルターメイデン","20","ヒューマン","0","4","29","鈴木みのり"
"131701","150","","？？？","新たな姿で騎士の冒険を支え続ける妖精","?","???","アメス（サマー）","??","？？？","","？？？","0","?","?","相坂優歌"
"131801","168","","絵画、読書","妖しい微笑で全てを見透かす臥竜の頭領","O","???","ホマレ（サマー）","25","ドラゴンズネスト","17","ドラゴン族","0","4","17","大西沙織"
"131901","164","","パックの毛繕い、勉強","銀髪のおっとりハーフエルフ","?","??","エミリア（サマー）","??","？？？","","ハーフエルフ","0","9","23","高橋李依"
"132001","164","","知識欲を満たすこと","強欲の魔女","?","???","エキドナ（サマー）","??","？？？","","？？？","0","1","24","坂本真綾"
"132101","154","","演劇鑑賞、詩文","鬼がかりの万能妹メイド","?","??","レム（サマー）","17","？？？","","鬼族","0","2","2","水瀬いのり"
"132201","157","","舞台鑑賞、ダンス","歌って踊れる大人気アイドル","B","40","ノゾミ（アルケミスト）","17","カルミナ","4","ヒューマン","0","1","24","日笠陽子"
"132301","160","","妄想","むっつりスケベなチョロイン錬金術師","A","47","ルイズマリー","17","アルケス錬金堂","22","獣人族","0","1","2","鈴代紗弓"
"132401","170","","虫捕り","おっきな体と無邪気な心の天才剣士","O","53","イロハ","26","アルケス錬金堂","22","ヒューマン","0","9","8","青山吉能"
"132501","136","","健康サプリを試すこと","体は子ども、頭脳は大人な錬金堂店主","AB","34","ソノ","10","アルケス錬金堂","22","エルフ","0","11","8","井上ほの花"
"132801","162","","昼寝、新作スイーツの試食","優しさと傲慢さを併せ持つプリンセス","?","??","ライラエル（クリスマス）","??","？？？","","天使族","0","1","17","河瀬茉希"
"132901","162","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","多くの男性を魅了する無垢な女教師","B","52","イオ（クリスマス）","23","ルーセント学院","14","魔族","0","8","14","伊藤静"
"133001","166","","水墨画","怜悧で幽愁、オバケでオトボケな守護騎士","AB","0","グレイス","21","？？？","","ヒューマン","0","10","31","富田美憂"
"133101","158","","香水集め、物語を読むこと","冥府に咲くアンデッド系プリンセス","A","49","ヴァイオレット","17","？？？","","ヒューマン","0","2","21","長縄まりあ"
"133201","140","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","お菓子屋通い","見た目も中身もお子ちゃまな異国の軍人","A","33","モニカ（ニューイヤー）","17","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","7","28","辻あゆみ"
"133501","156","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","経営、お茶会","救護院を経営する優しい庶民派お嬢様","A","43","サレン（ニューイヤー）","17","サレンディア救護院","9","エルフ","0","10","4","堀江由衣"
"133601","141","","メドゥシアナと空を飛ぶこと","わがままで意地っ張りな末っ子系蛇娘","B","??","メドゥーサ","14","？？？","","妖魔人","0","12","7","水橋かおり"
"133701","160","","人間観察","秘密結社ラビリンスの『迷宮女王』","AB","??","ラビリスタ（アルファ）","25","ラビリンス","3","ヒューマン","0","7","25","沢城みゆき"
"133801","149","","物真似、芸術鑑賞","研究所に隠れ住む物静かなお姉さん","O","??","ネネカ（アルファ）","24","？？？","","エルフ","0","3","24","井口裕香"
"133901","165","","強敵との闘争","傍若無人な王宮騎士団副団長","O","??","クリスティーナ（アルファ）","27","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","2","7","たかはし智秋"
"134001","???","","貴方と冒険すること","貴方と共にある導きの妖精","?","???","フィオ","??","？？？","","？？？","0","?","?","相坂優歌"
"134301","165","","歌、読書、詩を書くこと","静寂を求め歌う陰気少女","O","53","ランファ（儀装束）","20","レイジ・レギオン","19","魔族","0","12","28","原田彩楓"
"134401","163","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","各種楽器","人々を守るために歌う、唱喚士の少女","O","46","チカ（儀装束）","17","カルミナ","4","ヒューマン","0","6","3","福原綾香"
"134501","170","","昼寝、誰かの役に立つこと","スマイル満タン！　パワフル機械少女","?","全備重量278.1","クローチェ（エアリアル）","??","？？？","","機械人族","0","11","11","長谷川育美"
"134601","158","","友達作りのイメトレ","「友達」に憧れる、エルフの森の女の子","AB","44","アオイ（パイロット）","13","フォレスティエ","6","エルフ","0","6","6","花澤香菜"
"134701","142","","湯浴み","偉大にして優雅、時々ぴよぴよ","?","40","ホウオウ","18","？？？","","妖魔人","0","10","10","篠田みなみ"
"134801","153","","裁縫","ファッション大好きなキュートガール","AB","45","ツムギ（ジオ・ゲヘナ）","14","カルミナ","4","ヒューマン","0","9","7","木戸衣吹"
"134901","155","","狩り、おジュエリー集め","奴隷ながらもお高貴なド令嬢","B","48","カノン","18","？？？","","妖魔人","0","10","9","幸村恵理"
"135001","168","","騎士クンの話を聞くこと","悲劇の根源に咲き誇る美しき黒薔薇","?","??","エリス（サマー）","??","？？？","","ヒューマン","0","2","15","桑島法子"
"135101","147","","読書、ストレッチ","記憶喪失のドラゴン娘","B","???","シェフィ（サマー）","14","美食殿","1","ドラゴン族","0","12","14","近藤玲奈"
"135201","135","","ごはんをたべること","正義の魂を受け継ぐ、爆食系天然天才娘","O","34","プレシア（サマー）","10","アルターメイデン","20","獣人族","0","3","1","高尾奏音"
"135301","147","","お菓子作り、花の世話、バイオリン演奏","忘れ難い罪過を抱える、黒き翼の聖女","O","42","クリア（サマー）","13","アルターメイデン","20","ヒューマン","0","11","1","前田佳織里"
"135401","145","","花の手入れ、トゲぬき","孤絶の香を纏う花の妖魔人","A","39","アネモネ（サマー）","13","？？？","","妖魔人","0","4","2","立花日菜"
"135501","162","","人助け、街歩き、利き麦しゅわ","太陽と熱砂の国で未来を願う笑顔の豪炎","?","??","アイラ","??","？？？","","獣人族","0","3","27","松岡由貴"
"135601","167","","武器の手入れ、瞑想、釣り","曙光と翠嵐の国で未来を護る寡黙な剣豪","?","??","シナツ","??","？？？","","魔族","0","2","9","皆川純子"
"135701","155","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","人助け、応援","人助けが大好き！　前向き格闘娘","A","44","ヒヨリ（サラサリア）","16","トゥインクルウィッシュ","2","獣人族","0","8","27","東山奈央"
"135801","179","","三味線、死魔エナガのお世話","真白き冬化粧を纏う、一途な心の雪女","O","63","ユキノ","19","？？？","","雪女","0","12","30","天野聡美"
"135901","135","","強敵との手合わせ、夜廻り","怪力無双、ハードボイルドな仁義の鬼嬢","O","29","サツキ","20","？？？","","鬼族","0","2","2","島袋美由利"
"136001","240","","光を追うこと、整理整頓","新たな道を歩み始めた女郎蜘蛛","AB","108","アラクネ","28","？？？","","妖魔人","0","1","15","遠藤綾"
"136101","158","","お菓子作り、パズルゲーム","サガを救うアイドルゾンビ","A","46","サクラ","享年17","？？？","","ゾンビ","0","4","2","本渡楓"
"136201","152","","巣ごもり、昼寝","落ちこぼれでもめげない、アルミラージ娘","O","53","ナーナ","16","？？？","","妖魔人","0","2","10","黒沢ともよ"
"136301","159","","特に無し","明朗快活、なれど破滅に流るる溌溂少女","A","??","ミソラ（クリスマス）","16","レイジ・レギオン","19","ヒューマン","0","7","2","鬼頭明里"
"136401","158","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","料理、人間観察","戦闘のサポートが得意な、心優しい少女","O","47","ユイ（クリスマス）","17","トゥインクルウィッシュ","2","ヒューマン","0","4","5","種田梨沙"
"136501","168","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","家事全般","お姉ちゃんがお世話してあげるからねっ！","O","54","シズル（ニューイヤー）","18","ラビリンス","3","ヒューマン","0","10","24","生天目仁美"
"136901","148","","タコ料理、潮干狩り、ひとりじゃんけん","がんばりましゅ！　うじゅうじゅタコ娘","青","??","ルルィ","13(?)","？？？","","？？？","0","10","8","飯田ヒカル"
"137101","163","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","忍法開発","トーゴクの神秘、オシエテクダサイ！","O","51","ニノン（サマー）","16","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","8","31","佐藤聡美"
"137401","152","","読書、推理","頭脳明晰な美少女名探偵","AB","41","カスミ（シスター）","15","自警団（カォン）","10","獣人族","0","11","3","水瀬いのり"
"137601","164","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","瞑想、動植物の飼育","主を想い、“進化”したガイド役","B","48","コッコロ（嚮導幼君）","11","美食殿","1","エルフ","0","5","11","伊藤美来"
"137901","156","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","お裁縫","人懐っこくてマシンガントークな妹系少女","A","44","リノ（ニューイヤー）","15","ラビリンス","3","ヒューマン","0","8","25","阿澄佳奈"
"138001","158","","香水集め、物語を読むこと","冥府に咲くアンデッド系プリンセス","A","49","ヴァイオレット（イサナミ）","17","？？？","","ヒューマン","0","2","21","長縄まりあ"
"138101","162","","昼寝、新作スイーツの試食","優しさと傲慢さを併せ持つプリンセス","?","??","ライラエル（パルフェクト）","??","？？？","","天使族","0","1","17","河瀬茉希"
"138201","139","","おままごと、人間観察","万魔の頂点、煉獄の媛君","?","??","ネフィ＝ネラ（鬼面仏心）","??","？？？","","妖魔人","0","12","31","大久保瑠美"
"138301","156","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","食べ歩き、料理","いつも元気な腹ペコ少女","O","46","ペコリーヌ（アストライア）","17","美食殿","1","ヒューマン","0","3","31","M・A・O"
"138701","158","","編み物","大変だけど元気です。盗賊ギルドの次女","A","45","ワカナ（ウィンター）","16","バンディ・シスターズ","21","ヒューマン","0","5","30","石見舞菜香"
"138801","153","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","読書、お散歩","読書が趣味の病弱少女","A","40","シオリ（ウィンター）","14","牧場（エリザベスパーク）","11","獣人族","0","11","3","小清水亜美"
"138901","166","","水墨画","怜悧で幽愁、オバケでオトボケな守護騎士","AB","0","グレイス（バニー）","21","？？？","","ヒューマン","0","10","31","富田美憂"
"139001","118","","お勉強","礼儀正しくしっかり者のちびっ子優等生","A","21","キョウカ（ゴシック）","8","リトルリリカル","5","エルフ","0","2","2","小倉唯"
"139101","152","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","猫と遊ぶ","行き倒れの謎のネコミミ魔法使い","A","39","キャル（覇瞳天星）","14","美食殿","1","獣人族","0","9","2","立花理香"
"139201","158","","ぬいぐるみを集めること","戦車道の乙女は、友達想いの魔法使い","A","??","ミホ（ガルパン）","16","？？？","","ヒューマン","0","10","23","渕上舞"
"139301","163","","チェス","獣の姿、鋼の心。蹂躙するは王者の弓","A","??","マホ（ガルパン）","18","？？？","","獣人族","0","7","1","田中理恵"
"139401","159","","ボクササイズ","戦局を切り拓くエルフの双剣使い","AB","??","エリカ（ガルパン）","16","？？？","","エルフ","0","3","6","生天目仁美"
"139501","154","","華道、読書（古典）、トーゴク画","贖罪を胸に強さを求める妹系大和撫子","A","44","リリ（ヴァルキュリア）","15","アルターメイデン","20","ヒューマン","0","4","29","鈴木みのり"
"139601","147","","お菓子作り、花の世話、バイオリン演奏","忘れ難い罪過を抱える、黒き翼の聖女","O","42","クリア（ヴァルキュリア）","13","アルターメイデン","20","ヒューマン","0","11","1","前田佳織里"
"139701","135","","ごはんをたべること","正義の魂を受け継ぐ、爆食系天然天才娘","O","34","プレシア（ヴァルキュリア）","10","アルターメイデン","20","獣人族","0","3","1","高尾奏音"
"139801","147","","読書、ストレッチ","記憶喪失のドラゴン娘","B","???","シェフィ（ヴァードラッヘ）","14","美食殿","1","ドラゴン族","0","12","14","近藤玲奈"
"139901","160","","妄想","むっつりスケベなチョロイン錬金術師","A","47","ルイズマリー（サマー）","17","アルケス錬金堂","22","獣人族","0","1","2","鈴代紗弓"
"140001","160","","お金を数えること、悪だくみ","忠義に目覚めた女商人","A","57","クレジッタ（サマー）","26","リッチモンド商工会","18","ヒューマン","0","9","19","Lynn"
"140101","136","","ワカナをいぢめること","生意気だけど超天才！　盗賊ギルドの三女","AB","37","フブキ（サマー）","12","バンディ・シスターズ","21","獣人族","0","3","5","花井美春"
"180101","155","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","人助け、応援","人助けが大好き！　前向き格闘娘","A","44","ヒヨリ（プリンセス）","16","トゥインクルウィッシュ","2","獣人族","0","8","27","東山奈央"
"180201","158","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","料理、人間観察","戦闘のサポートが得意な、心優しい少女","O","47","ユイ（プリンセス）","17","トゥインクルウィッシュ","2","ヒューマン","0","4","5","種田梨沙"
"180301","163","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","読書、乗馬、お茶","クールで何事にも真っ直ぐな剣士","B","46","レイ（プリンセス）","18","トゥインクルウィッシュ","2","魔族","0","1","12","早見沙織"
"180401","156","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","食べ歩き、料理","いつも元気な腹ペコ少女","O","46","ぺコリーヌ（プリンセス）","17","美食殿","1","ヒューマン","0","3","31","M・A・O"
"180501","140","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","瞑想、動植物の飼育","主を慕う、小さなガイド役","B","35","コッコロ（プリンセス）","11","美食殿","1","エルフ","0","5","11","伊藤美来"
"180601","152","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","猫と遊ぶ","行き倒れの謎のネコミミ魔法使い","A","39","キャル（プリンセス）","14","美食殿","1","獣人族","0","9","2","立花理香"
"180701","-","","二人でピクニックに行くこと","絆でつながる信愛の姉妹","-","-","ハツネ＆シオリ","-","フォレスティエ、牧場（エリザベスパーク）","500","エルフ、獣人族","0","-","-","大橋彩香、小清水亜美"
"180801","-","","みんなで冒険すること","勇気！　友情！　リリカルズ！","-","-","ミソギ＆ミミ＆キョウカ","-","リトルリリカル","5","ヒューマン、獣人族、エルフ","0","-","-","諸星すみれ、日高里菜、小倉唯"
"180901","-","","切磋琢磨","気高き友情で結ばれた好敵手","-","-","アキノ＆サレン","-","メルクリウス財団、サレンディア救護院","501","ヒューマン、エルフ","0","-","-","松嵜麗、堀江由衣"
"181001","-","","一緒にピアノを連弾すること","約束を誓い合うマナリアの双姫","-","-","アン＆グレア","-","？？？","","ヒューマン、半人半竜","0","-","-","日笠陽子、福原綾香"
"181101","-","","弟を愛でること＆兄に甘えること","真実も偽りも超えるきょうだい","-","-","シズル＆リノ","-","ラビリンス","3","ヒューマン、ヒューマン","0","-","-","生天目仁美、阿澄佳奈"
"181201","147","","読書、ストレッチ","記憶喪失のドラゴン娘","B","???","シェフィ（プリンセス）","14","美食殿","1","ドラゴン族","0","12","14","近藤玲奈"
"427101","-","","-","美女と娘が大好き♪　ろくでなし骸骨男","-","-","ドクロ親父","-","-","","-","0","-","-","-"
"900103","155","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","人助け、応援","人助けが大好き！　前向き格闘娘","A","44","ヒヨリ","16","トゥインクルウィッシュ","2","獣人族","0","8","27","東山奈央"
"906601","145","","ゲーム","口が達者なヘタレドラゴン","AB","???","イノリ","13","ドラゴンズネスト","17","ドラゴン族","0","9","29","藤田茜"
"928801","163","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","読書、乗馬、お茶","クールで何事にも真っ直ぐな剣士","B","46","レイ（アストラル）","18","トゥインクルウィッシュ","17","魔族","0","1","12","早見沙織"
