eb6313ab5cd30dbb094200b8d42f8dbefdeff0357c2cc46bfdc10959c11774fc,cb315a27af780f11d4234d5a2a31674ca26fe3832f7450d683fb6652ad3e5b7c,3b18192645a14e2c8fe72562082a53db307751b79eab54dee201f9499ae15121,86f28b4b89b42a8bc62ee0be0e5d7a218c3f7a0ecad0fb06a7092571a9c9742e,90dd786c4e7f5f795a2654584b9ba8f3d358bf4eb3e2abe3434a456541119d4f,fcc599351562aae30424cff721e471ca374a7f2053c8da9265f1886816705706,e04f21617b6a66b2b0a9283a5da0e8deb11c159eb64b4cf56f04ea9e2353077f,316bab890a892f7464b4f9ac0b73c5d8113b10e3475df4a7936b6e3a0f16c67e,d52ea472e7bd8fd9fad8e9738c01fdb68f9e6cf9daea1488ac0e16e1ef9c35ef,11908b444a80f193109d50d98a54fce24bee769a3edac5071bed145793f7671e,730c019dc9c27c89a0ff794e14cb43e3dc1e691fdc86e72891893193dd701750,98a8e31504da4b3e74dbb49f0be323aac01a9f2e19a21fa4edca357be4ed68e9,955e17213feacbc28182bcbf8329bf3c3d37ea3b5e899d0494c7a5740b0f7d11,bd0caf6e8ffaeb40707681d4f9784ceb77705c591b9dc31a4042f152224e2738,e6d2840af79c068f59c16e70fba1e9a9229d30bd59d931a7d2b16743be0d497a,49cfb5d630705c5af18631cf07299cca4b3a9beda4b85e7119d64af6949bf4c8,f6990886d9635ff53e57957d3e360f076bb8d43b786cb0f7e0baa28672278d6a,bb2eb17732cb58d2649b7216255faa2937933a5fe56eb66494a7738beaab7580,05a63001229e34194bcb6e49b186e7b4ee0a29a5080f43605d9228a16f0a2417,a1651f42ac6507ab3f338908f620ac5f399abc3405abae6bcae5099847df1603
"4034","12463","5","12525","3","12479","5","12494","クロノスタシス","5","12473","5","時計を見た瞬間だけ秒針が遅く見える現象","","0","4","これ、何と言う？","5","2","クロノスタ"
"4035","12460","5","12523","3","12540","5","12496","ガルバニー電流","5","12491","5","アルミホイルを嚙んだ時に痛みが走る現象","","0","4","これ、何と言う？","5","2","ガルバニー"
"4036","12381","4","12391","3","12512","4","12499","そでビーム","5","12540","5","ガードレールの端の曲がっている部分","","0","4","これ、何と言う？","5","2","そでビーム"
"4037","12375","4","12419","3","12375","4","12364","しゃがんし","4","12435","4","視力検査の時に片目を隠す黒いスプーンのような器具","","0","4","これ、何と言う？","4","2","しゃがんし"
"4038","12483","5","12488","3","12540","5","12452","ノットイコール","5","12467","5","数学記号で「≠」","","0","4","これ、何と読む？","5","2","ットイコー"
"4040","12385","4","12423","3","12367","4","12387","ちょっかく","4","12363","4","数学記号で「∟」","","0","4","これ、何と読む？","4","2","ちょっかく"
"4041","12452","5","12503","3","12531","5","12471","イプシロン","5","12525","5","数学記号で「ε」","","0","4","これ、何と読む？","5","2","イプシロン"
"4042","38642","6","28023","2","33032","6","12398","ダンジョンNORMAL『雲海の山脈』","6","23665","6","","","4042","4","これ、何と言う？","4","1","雲海の山脈"
"4043","23494","6","26519","2","27193","6","12398","ダンジョンHARD『密林の大樹』","6","22823","6","","","4043","4","これ、何と言う？","4","1","密林の大樹"
"4044","26029","6","23830","2","36321","6","12398","ダンジョンVERY HARD『断崖の遺跡』","6","36986","6","","","4044","4","これ、何と言う？","4","1","断崖の遺跡"
"4045","33980","6","28023","2","22612","6","12398","ダンジョンEXTREME『蒼海の孤塔』","6","23396","6","","","4045","4","これ、何と言う？","4","1","蒼海の孤塔"
"4046","27602","6","30260","2","31260","6","12398","ダンジョンEXTREME Ⅱ『毒瘴の闇稜』","6","38343","6","","","4046","4","これ、何と言う？","4","1","毒瘴の闇稜"
"4047","32209","6","31452","2","23994","6","12398","ダンジョンEXTREME Ⅲ『緑竜の骸嶺』","6","39608","6","","","4047","4","これ、何と言う？","4","1","緑竜の骸嶺"
"4048","22825","6","19978","2","22478","6","12398","ダンジョンEXTREME Ⅳ『天上の浮城』","6","28014","6","","","4048","4","これ、何と言う？","4","1","天上の浮城"
"4049","12394","4","12363","1","65336","4","12424","なかよしＸ","4","12375","2","イベント「授けの財団と聖なる学舎の異端児」のボス","","4049","4","これ、何と言う？","4","1","なかよしＸ"
"4050","12488","5","12452","1","12464","5","12461","究極玩具王　メガトイキング","5","12531","5","イベント「以心電心！　アオイ　トイ　フレンズ」のボス","","4050","4","これ、何と言う？","5","1","トイキング"
"4051","12513","5","12514","1","12523","5","12522","メモリアルサウンドボックス","5","12450","5","思い出いっぱいの様々なBGMを購入し、各種メニューに設定できるギルドハウス家具","","4051","4","これ、何と言う？","5","1","メモリアル"
"4052","12397","4","12364","3","12369","4","12356","ねがいだけ","4","12384","4","ランドソルのとある村で七夕の日に現れる不思議な竹。短冊を飾った笹が、光る竹へと変化する","","0","4","これ、何と言う？","4","1","ねがいだけ"
"4053","12363","4","12435","2","12435","4","12426","時のかんりにん","4","12395","4","タイムトラベルを行う魔道具『タイムラーベ』のナビゲーター","","4053","4","これ、何と言う？","4","1","かんりにん"
"4054","12471","5","12519","3","12540","5","12483","ライトニングショッカー","5","12459","5","オーマの町の漁師たち\nが使う魔道具。電気を\n流し獲物を気絶させる","","4054","4","この魔道具、何と言う？","5","1","ショッカー"
"4055","12510","5","12490","1","27231","5","29983","マナ生成機","6","25104","6","ギルドハウスに置くと自動でマナを作ってくれる器。取り扱いには資格が必要らしい","","4055","4","これ、何と言う？","6","1","マナ生成機"
"4056","12514","5","12494","1","12523","5","12524","モノレール","5","12540","5","2本の線路上を走る普通の電車などと違い、1本の軌道のみで進行する乗り物。別名「単軌鉄道」","","0","4","これ、何と言う？","5","2","モノレール"
"4057","12354","4","12414","1","12431","4","12398","あまのがわ","4","12364","4","七夕の物語でもおなじみの、夜空を横切るように見える、帯状の星の集まり","","0","4","これ、何と言う？","4","2","あまのがわ"
"4058","22799","6","12398","1","35282","4","22823","夏の大三角","6","19977","6","「デネブ」「アルタイル」「ベガ」の3つの明るい星を結んでできる大きな三角形","","0","4","これ、何と言う？","6","2","夏の大三角"
"4059","12473","5","12486","1","12473","5","12531","ステンレス","5","12524","5","「さびない」という意味を持つ、鉄を主とした合金。スプーンから車まで幅広い用途に使われる","","0","4","これ、何と言う？","5","2","ステンレス"
"4060","12471","5","12522","1","12523","5","12459","シリカゲル","5","12466","5","乾燥剤として、食品の保管をはじめ幅広く使われる加工品。水晶の成分と同じものから作られる","","0","4","これ、何と言う？","5","2","シリカゲル"
"4061","12456","5","12513","1","12489","5","12521","エメラルド","5","12523","5","きれいな緑色をしたポピュラーな宝石。透き通った海の色を表現する言葉にも使われる","","0","4","これ、何と言う？","5","2","エメラルド"
"4062","12467","5","12521","1","12531","5","12540","コラーゲン","5","12466","5","皮膚や軟骨などを構成する、美容や健康維持に大切なたんぱく質。ゼラチンの原料でもある","","0","4","これ、何と言う？","5","2","コラーゲン"
"4063","51","1","49","1","53","1","52","円周率＝3.1415926……","1","49","1","","円周率＝3.1415926……","0","4","これ、いくつ？","1","2","31415"
"4064","49","1","52","2","50","1","49","√2＝1.41421356……","1","52","1","","√2＝1.41421356……","0","4","これ、いくつ？","1","2","14142"
"4065","52","1","53","1","48","1","48","=45000","1","48","1","44556を「百の位」で四捨五入した数","","0","4","これ、いくつ？","1","2","45000"
"4066","12487","5","12451","1","12523","5","12540","ディーゼル車","5","12476","5","ガソリンではなく、「軽油」を燃料として走る車のこと","","0","4","これ、何と言う？","5","2","ディーゼル"
"4067","12458","5","12540","2","12484","5","12497","オーパーツ","5","12540","5","それが作られた時代の技術や知識レベルでは作れるはずのない、謎に包まれた人工物の出土品","","0","4","これ、何と言う？","5","2","オーパーツ"
"4068","12369","4","12356","2","12393","4","12381","けいそうど","4","12358","4","水分をよく吸うことから近年はバスマットなどによく使われる素材。特定の植物の化石からなる","","0","4","これ、何と言う？","4","2","けいそうど"
"4069","12488","5","12522","3","12525","5","12491","トリニトロトルエン","5","12488","5","爆薬としておなじみの「TNT」。略さずに言うと？","","0","4","これ、何と言う？","5","2","トリニトロ"
"4070","12376","4","12423","1","12365","4","12375","加湿器⇔じょしつき","4","12388","4","","","0","4","これ、何と言う？","4","2","じょしつき"
"4071","12507","5","12523","1","12531","5","12510","ホルマリン","5","12522","5","学校の理科室でおなじみの薬液。生物を標本にするときに、これに漬ける","","0","4","これ、何と言う？","5","2","ホルマリン"
"4072","27963","6","29256","3","34899","6","21360","活版印刷術","6","21047","6","一般に「世界三大発明」と言われるもの。火薬と羅針盤と、あと一つは？","","0","4","これ、何？","6","2","活版印刷術"
"4073","12399","4","12435","2","12390","4","12384","はんだごて","4","12372","4","「はんだ付け」を行うための工具","","0","4","これ、何と言う？","4","2","はんだごて"
"4074","12471","5","12531","3","12521","5","12462","シンギュラリティ","5","12517","5","いつかAIの能力が人間を超える転換点。また、それにより社会に起こる変化の概念のこと","","0","4","これ、何と言う？","5","2","シンギュラ"
"4075","26126","6","12369","3","26143","4","12398","宵の明星⇔明けの明星","6","26126","6","","","0","4","これ、何と言う？","4","2","明けの明星"
"4076","12504","5","12461","3","12531","5","12469","DHA＝ドコサヘキサエン酸","5","12456","5","魚介類などに多く含まれる、人間の活動に必須の栄養素","","0","4","これ、何と言う？","5","2","ヘキサエン"
"4077","12376","4","12423","3","12435","4","12358","たし算⇒加算　かけ算⇒じょうざん","4","12374","4","","","0","4","これ、何と言う？","4","2","じょうざん"
"4078","12402","4","12419","3","12435","4","12367","ひゃくぶん率","4","12406","4","「‰」を用いて数量をあらわす方法は「千分率」。では「%」を用いる場合はなんと呼ぶ？","","0","4","これ、何と言う？","4","2","ひゃくぶん"
"4079","12395","4","12421","2","12358","4","12358","にゅうどう雲","4","12393","4","夏の空に見られる大きなもくもくとした雲、「お坊さん」の頭に似ていることからなんと呼ぶ？","","0","4","これ、何と言う？","4","2","にゅうどう"
"4080","12405","4","12358","1","12367","4","12426","ダム⇒水力発電　風車⇒ふうりょく発電","4","12423","4","","","0","4","これ、何と言う？","4","2","ふうりょく"
"4081","87","2","69","3","89","2","82","Q⇒W⇒E⇒R⇒T⇒Y","2","84","2","パソコンのキーボードの並び、一般に「Q」の右側はどのように並んでいることが多い？","Q⇒W⇒E⇒R⇒T⇒Y","0","4","これ、何と言う？","2","2","WERTY"
"4082","12405","4","12375","2","12405","4","12423","ふしょくふ","4","12367","4","マスクの素材としておなじみ。繊維を織った普通の布とは異なり、織らずに化学的に結合したもの","","0","4","これ、何と言う？","4","2","ふしょくふ"
"4083","12365","4","12379","2","12358","4","12388","きせつふう","4","12405","4","「モンスーン」という気象現象、和訳すると？","","0","4","これ、何と言う？","4","2","きせつふう"
"4084","12488","5","12525","3","39340","5","12452","トロイの木馬","6","26408","6","無害なソフトを装ってPCを攻撃する悪質なプログラム。神話の戦争に登場する罠の名が元ネタ","トロイの木馬","0","4","これ、何と言う？","5","2","トロイ木馬"
"4085","12390","4","12371","2","29702","4","12398","てこの原理","6","21407","6","小さな力で重いものを動かすのに便利な物理の原理。支点・力点・作用点の位置で働きが決まる","","0","4","これ、何と言う？","4","2","てこの原理"
"4086","12475","5","12459","3","12522","5","12531","セカンダリー","5","12480","5","地震の説明に使われる「P波」と「S波」。「P」は「プライマリー」の略で、「S」は何の略？","","0","4","これ、何と言う？","5","2","セカンダリ"
"4087","12362","4","12375","3","12426","4","12419","おしゃべりチエルちゃん","4","12409","4","","","4087","4","このAI機能付き人形、何と言う？","4","1","おしゃべり"
"4088","12518","5","12491","3","12479","5","12467","ぷかぷかユニコプター","5","12503","5","","","4088","4","この空飛ぶからくり、何と言う？","5","1","ユニコプタ"
"4089","12511","5","12493","3","12449","5","12523","ミネルヴァ","5","12532","5","『七冠』が開発したAIの名称","","4089","4","これ、何と言う？","5","1","ミネルヴァ"
"4090","12527","5","12452","1","12473","5","12516","ワイヤレスイヤホン","5","12524","5","ケーブルで繋がない、無線式のイヤホン","","0","4","これ、何と言う？","5","2","ワイヤレス"
"4091","12372","4","12376","3","12372","4","12421","ごじゅうご","4","12358","4","1+2+3+4+5+6+7+8+9+10=?　（答えをひらがなで）","","0","4","この問題の答えは？","4","2","ごじゅうご"
"4099","12360","4","12435","3","12367","4","12375","えんしょく反応","4","12423","4","花火などで使われる化学反応の一種。金属を火の中に入れると火の色が変わる現象","","0","4","これ、何と言う？","4","2","えんしょく"
"4100","12467","5","12531","1","12488","5","12497","コンパクトディスク","5","12463","5","記録媒体の「CD」、略さずに言うと？","","0","4","これ、何と言う？","5","2","コンパクト"
"4106","36229","6","26032","2","30330","6","26143","超新星爆発","6","29190","6","質量の大きい星が寿命を迎える際に起こる爆発現象。太陽の数億倍の明るさを放つ","","0","4","これ、何と言う？","6","2","超新星爆発"
"4108","12464","5","12521","3","12517","5","12531","ラグランジュ・ポイント","5","12472","5","地球と月などの、2つの天体の引力によりちょうど釣り合いがとれて、安定するポイントのこと","","0","4","これ、何と言う？","5","2","グランジュ"
"4110","12499","5","12483","1","12531","5","12464","ビッグバン","5","12496","5","これを始まりとして宇宙が生まれたとされる、大爆発のこと","","0","4","これ、何と言う？","5","2","ビッグバン"
"4114","12509","5","12540","1","12531","5","12471","EXPメガポーション","5","12519","5","キャラのEXPを上昇させる強化アイテム","","4114","4","このアイテムの名前は？","5","1","ポーション"
"4117","12458","5","12540","2","21063","5","12512","オームの法則","6","27861","6","抵抗器や電熱線を流れる電流は、加えた電圧に比例する。この関係の名前は？","オームの法則","0","4","これ、何と言う？","5","2","オーム法則"
"4125","12501","5","12457","2","12473","5","12540","オートフォーカス","5","12459","5","カメラ用語の「AF」、どんな言葉の略？","","0","4","これ、何と言う？","5","2","フォーカス"
"4126","12458","5","12522","1","12467","5","12495","オリハルコン","5","12523","5","ファンタジー作品でお馴染みの架空の金属。比類なき硬さを誇り、青や銀色で描かれる","","0","4","これ、何と言う？","5","2","オリハルコ"
"4127","12479","5","12452","3","12505","5","12512","タイムラーベ","5","12521","5","イノリとカヤが\nタイムトラベル\nに使った魔道具","タイムラーベ","4127","4","これ、何と言う？","5","1","タイムラベ"
"4128","12510","5","12540","1","12540","5","12463","Mk-Ⅱ＝マークツー","5","12484","5","『なかよしX Mk-Ⅱ』の\n『Mk-Ⅱ』をカタカナで","","4128","4","これ、何と読む？","5","1","マークツー"
"4134","12469","5","12501","2","12450","5","12449","0","5","12452","5","9月の誕生石。色は青色で、「蒼玉」「青玉」とも呼ばれる宝石","0","0","4","これ、何と言う？","5","2","サファイア"
"4138","12356","4","12435","1","12367","4","12426","万有いんりょくの法則","4","12423","4","「あらゆるものは、互いに引き寄せ合う力がある」とする法則","","0","4","これ、何と言う？","4","2","いんりょく"
"4139","12489","5","12483","2","12540","5","12503","ドップラー効果","5","12521","5","物理法則の一つ。救急車のサイレンが通り過ぎた後に低く聞こえるのはこのため","","0","4","これ、何と言う？","5","2","ドップラー"
"4140","12372","4","12358","3","12419","4","12364","ごうがしゃ","4","12375","4","一、十、百、千、万、億……正、載、極、□□□□□、阿僧祇…","","0","4","これ、何と言う？","4","2","ごうがしゃ"
"4141","12450","5","12510","2","12512","5","12523","アマルガム","5","12460","5","水銀と他の金属を合わせた合金のこと。歯の治療の詰め物に使われることも","","0","4","これ、何と言う？","5","2","アマルガム"
"4143","12495","5","12452","2","12512","5","12499","ハイビーム","5","12540","5","自動車のライトを上向きにして、100メートルほど先まで照らせるようにした状態","","0","4","これ、何と言う？","5","2","ハイビーム"
"4144","12456","5","12522","3","12540","5","12463","エリクサー","5","12469","5","ファンタジー作品でもおなじみ、不老不死の霊薬。賢者の石から作られたとされる","","0","4","これ、何と言う？","5","2","エリクサー"
"4145","12511","5","12473","1","12540","5","12486","ミステリーサークル","5","12522","5","畑などの穀物が円形に倒されて、模様が描かれたもの。宇宙人のしわざと言われることも","","0","4","これ、何と言う？","5","2","ミステリー"
"4146","12503","5","12525","1","12531","5","12486","たんぱく質＝プロテイン","5","12452","5","この栄養素の、英語での呼び方","","0","4","これ、何と言う？","5","2","プロテイン"
"4147","12514","5","12523","2","12523","5","12450","メタモルアップル","5","12503","5","『リマ』が人間の姿に変身できるように『ネネカ』が用意した、特殊なリンゴの果実","メタモルアップル","4147","4","これ、何と言う？","5","1","モルアプル"
"4148","12496","5","12511","2","12480","5","12517","バミューダ・トライアングル","5","12540","5","「魔の海域」とも呼ばれる三角形の海域。かつて、船や飛行機の失踪が相次いだ","","0","4","これ、何と言う？","5","2","バミューダ"
"4150","12369","4","12387","2","12358","4","12375","精錬けっしょう","4","12423","4","キャラの装備強化に使用するアイテム","","4150","4","これ、何と言う？","4","1","けっしょう"
"4151","22899","6","31070","1","30707","6","12398","女神の秘石","6","31192","6","ショップでメモリーピースを購入するのに使うアイテム","","4151","4","これ、何と言う？","4","1","女神の秘石"
"4152","12463","5","12525","2","12540","5","12510","クロマキー合成","5","12461","5","映像の合成技術の一つ。グリーンなどの色の背景を用い、映像の一部分のみを切り抜く","","0","4","これ、何と言う？","5","2","クロマキー"
"4153","12420","4","12373","2","12388","4","12356","やさいしつ","4","12375","4","数人家族用の冷蔵庫の構成。冷蔵室・冷凍室・製氷室と、あと一つはなんという部分？","","0","4","これ、何と言う？","4","2","やさいしつ"
"4154","12513","5","12499","2","36650","5","12454","メビウスの輪","5","12473","6","リボン状の長方形の端っこを半周ひねって繋げたもの。数学や芸術においてもおなじみの題材","メビウスの輪","0","4","これ、何と言う？","5","2","メビウス輪"
"4155","12362","4","12358","2","12402","4","12372","おうごんひ","4","12435","4","「1:1.618」とあらわされる、建築などにおいて美しく感じるとされる理想的な縦横比率","","0","4","これ、何と言う？","4","2","おうごんひ"
"4156","12487","5","12451","2","12490","5","12471","エアコン\n＝エアーコンディショナー","5","12519","5","","","0","4","これ、略さずに言うと？","5","2","ディショナ"
"4157","12393","4","12358","3","12356","4","12356","アイソトープ＝どういたい","4","12383","4","この化学用語、和訳すると？","","0","4","これ、何と言う？","4","2","どういたい"
"4158","12504","5","12522","2","12488","5","12509","ヘリポート","5","12540","5","ヘリコプターの離陸・着陸を行う場所。ビルの屋上で大きく「H」と書かれた場所はこれにあたる","","0","4","これ、何と言う？","5","2","ヘリポート"
"4159","12473","5","12488","3","12512","5","12522","スリップストリーム","5","12540","5","レースなどでおなじみの物理現象。前を走る車のすぐ後ろにつけると、空気抵抗を避けられる","","0","4","これ、何と言う？","5","2","ストリーム"
"4160","20108","6","27573","3","35388","6","38542","二段階認証","6","35469","6","ID・パスワードに加えてもう一段階他の情報で本人確認を行うことでセキュリティを高めること","","0","4","これ、何と言う？","6","2","二段階認証"
"4161","12514","5","12473","3","12488","5","12461","モスキート音","5","12540","5","蚊の羽音に似ていることに由来する、周波数の高いキーンとした音。人によっては聞き取れない","","0","4","これ、何と言う？","5","2","モスキート"
"4162","12381","4","12358","3","12358","4","12375","単子葉類⇔そうしよう類","4","12424","4","植物の分類方法の一つ","","0","4","これ、何と言う？","4","2","そうしよう"
"4163","12450","5","12452","3","12503","5","12477","同位体＝アイソトープ","5","12488","5","この化学用語、英語で言うと？","同位体＝アイソトープ","0","4","これ、何と言う？","5","2","アイソトプ"
"4164","12456","5","12467","2","12540","5","12494","エコノミークラス症候群","5","12511","5","きゅうくつな姿勢で長時間いると身体にあらわれる悪い症状。適度に身体を動かすのが大事","","0","4","これ、何と言う？","5","2","エコノミー"
"4165","21514","6","12426","2","26524","4","27211","吊り橋効果","6","21177","6","吊り橋の上など不安を抱きやすい状況では、一緒にいる相手に恋愛感情を持ちやすいとする心理現象","","0","4","これ、何と言う？","6","2","吊り橋効果"
"4166","12472","5","12517","2","12540","5","12500","ジュピター","5","12479","5","「木星」の英名（カタカナで）","","0","4","これ、何と言う？","5","2","ジュピター"
"4167","12393","4","12358","3","12356","4","12381","どうそたい","4","12383","4","鉛筆の芯とダイヤモンドはどちらも「炭素」だが性質が異なる。このようなものを化学で何と呼ぶ？","","0","4","これ、何と言う？","4","2","どうそたい"
"4168","12458","5","12478","2","12358","5","12531","オゾンそう","4","12381","4","太陽の有害な紫外線を吸収するのに重要な気体の層で、人間の活動による破壊が問題視される","","0","4","これ、何と言う？","5","2","オゾンそう"
"4169","12490","5","12488","2","12512","5","12522","塩化ナトリウム","5","12454","5","食卓に欠かせない調味料の「食塩」、化学においてはなんと言う名前の物質？","","0","4","これ、何と言う？","5","2","ナトリウム"
"4170","12503","5","12525","3","12531","5","12500","ポリプロピレン","5","12524","5","いわゆる「ポリ袋」の原料として多いもの。一つは「ポリエチレン」で、もう一つは何？","","0","4","これ、何と言う？","5","2","プロピレン"
"4171","19968","6","37240","2","32032","6","21270","一酸化炭素","6","28845","6","「CO」という化学式であらわされるのは、何という物質？","","0","4","これ、何と言う？","6","2","一酸化炭素"
"4172","12522","5","12450","2","12451","5","12522","VR＝バーチャルリアリティ","5","12486","5","","","0","4","これ、略さずに言うと？","5","2","リアリティ"
"4173","12363","4","12367","3","12358","4","12385","AR＝かくちょう現実","4","12423","4","「VR」は「仮想現実」。では、「AR」は？","","0","4","これ、何と言う？","4","2","かくちょう"
"4175","12354","4","12362","3","12426","4","12415","あか・あお・みどり","4","12393","4","「光の三原色」と定義される3つの色は何？（ひらがなで）","あお・みどり","0","4","これ、何と言う？","4","2","あおみどり"
"4176","12456","5","12531","3","12473","5","12479","エンタシス","5","12471","5","神殿などの建築において、丸い柱の真ん中に膨らみを持たせて作ること。見た目が安定して見える","","0","4","これ、何と言う？","5","2","エンタシス"
"4177","12395","4","12387","1","12367","4","12375","にっしょく","4","12423","4","地球の影によって月が欠けて見えるのは「月食」。では月によって太陽が欠けて見えるのは？","","0","4","これ、何と言う？","4","2","にっしょく"
"4178","12497","5","12540","2","12523","5","12477","パーソナルスペース","5","12490","5","心理学で、自分の周囲の「ここまでは他人が近づいても許せる」という限度の範囲を指す言葉","","0","4","これ、何と言う？","5","2","パーソナル"
"4179","12466","5","12471","2","12523","5","12517","ゲシュタルト崩壊","5","12479","5","漢字をずっと眺めていると「こんな漢字だったっけ？」と違和感を覚えることに代表される心理現象","","0","4","これ、何と言う？","5","2","ゲシュタル"
"4180","12459","5","12522","3","12521","5","12462","カリギュラ効果","5","12517","5","「するな」と言われると、かえってしたくなってしまう心理現象","","0","4","これ、何と言う？","5","2","カリギュラ"
"4181","12463","5","12525","1","12531","5","12501","マイク＝マイクロフォン","5","12457","5","","","0","4","これ、略さずに言うと？","5","2","クロフォン"
"4182","12497","5","12454","2","12494","5","12480","パウダースノー","5","12473","5","水分が少なくさらさらとした雪のこと。スキーやスノーボードをするには絶好の雪質","パウダースノー","0","4","これ、何と言う？","5","2","パウダスノ"
"4183","12497","5","12502","3","29356","5","12525","パブロフの犬","5","12501","6","「条件反射」という脳の仕組みが発見されるきっかけとなった実験。とある動物が関係している","パブロフの犬","0","4","これ、何と言う？","5","2","パブロフ犬"
"4184","12450","5","12531","1","12473","5","12452","インストール⇔アンインストール","5","12531","5","","","0","4","これ、何と言う？","5","2","アンインス"
"4185","12496","5","12463","1","12473","5","12473","バックスペース","5","12506","5","パソコンのキーボードで、通常「エンター」の上に配置されているキー","バックスペース","0","4","これ、何と言う？","5","2","バクスペス"
"4186","12467","5","12531","2","12523","5","12488","コントロール","5","12525","5","パソコンのキーボードで、「Ctrl」と書かれたキーを何と読む？","コントロール","0","4","これ、何と言う？","5","2","コントロル"
"4187","12467","5","12500","1","12488","5","12506","コピペ＝コピー&ペースト","5","12473","5","","コピペ＝コピー&ペースト","0","4","これ、略さずに言うと？","5","2","コピペスト"
"4188","12501","5","12525","3","12540","5","12483","フロッピーディスク","5","12500","5","「FD」とも表記される、かつて主流だった記録媒体。四角いカバーにおおわれている","","0","4","これ、何と言う？","5","2","フロッピー"
"4189","12411","4","12387","1","12367","4","12365","ほっきょく星","4","12423","4","北の空に煌々と光る大きな星。古くから旅人が道しるべにしてきた。なお南半球からは見えない","","0","4","これ、何と言う？","4","2","ほっきょく"
"4190","12411","4","12358","2","12375","4","12365","ほうきぼし","4","12412","4","「彗星」の別名。ちりや氷がシャワー状に尾を引いている姿が、とある生活用品に似ているため","","0","4","これ、何と言う？","4","2","ほうきぼし"
"4191","12385","4","12423","1","12388","4","12367","並列回路⇔ちょくれつ回路","4","12428","4","電流を流すための回路の、2種類のつなぎ方","","0","4","これ、何と言う？","4","2","ちょくれつ"
"4192","12375","4","12364","1","12435","4","12356","しがいせん","4","12379","4","太陽から届く目に見えない光線の一つで、日焼けの原因となるもの","","0","4","これ、何と言う？","4","2","しがいせん"
"4193","12450","5","12523","1","24615","5","12459","酸性・中性・アルカリ性","5","12522","6","水溶液の性質を表す3つの分類","","0","4","これ、何と言う？","5","2","アルカリ性"
"4194","26368","6","22823","1","25968","6","20844","最大公約数","6","32004","6","2つの異なる数字をどちらも割り切れる「約数」のうち、最も大きいもの","","0","4","これ、何と言う？","6","2","最大公約数"
"4195","26368","6","23567","1","25968","6","20844","最小公倍数","6","20493","6","2つの異なる数字にとっての共通の「倍数」のうち、最も小さいもの","","0","4","これ、何と言う？","6","2","最小公倍数"
"4196","24213","6","36794","1","50","6","39640","底辺×高さ÷2","4","12373","1","三角形の面積の求め方","底辺×高さ÷2","0","4","これ、何と言う？","6","2","底辺高さ2"
"4197","30452","6","24452","2","29575","6","20870","直径×円周率","6","21608","6","円をぐるっと一周した長さ、どのように求められる？","直径×円周率","0","4","これ、何と言う？","6","2","直径円周率"
"4198","12429","4","12387","1","12367","4","12404","分速ろっぴゃくメートル","4","12419","4","「秒速10メートル」なら、「分速」だと何メートル？（ひらがなで）","","0","4","この問題の答えは？","4","2","ろっぴゃく"
"4199","12504","5","12463","2","12473","5","12488","ヘクトパスカル","5","12497","5","台風のニュースでよく目にする、圧力の単位である「hPa」という記号、なんと読む？","","0","4","これ、何と読む？","5","2","ヘクトパス"
"4200","12456","5","12523","3","37324","5","12501","エルフの里","4","12398","6","","","4200","4","この場所の名前は？","5","1","エルフの里"
"4201","12402","4","12358","2","12375","4","12385","ひうちいし","4","12356","4","古くは火花を発火させて火起こしに使った石だが、現在は厄除けとして客人が帰る時に使うもの","","0","4","これ、何と言う？","4","2","ひうちいし"
"4202","12383","4","12414","2","12397","4","12399","たまはがね","4","12364","4","日本刀の原料として知られる金属。特定の製法で作られる、通常の鋼よりもはるかに純度の高い鋼","","0","4","これ、何と言う？","4","2","たまはがね"
"4203","12402","4","12388","2","12418","4","12376","ひつじぐも","4","12368","4","秋の空によく見る雲。モコモコとしたひとかたまりがいくつも集まり、とある動物の群れに見える","","0","4","これ、何と言う？","4","2","ひつじぐも"
"4204","12469","5","12452","2","12463","5","12461","サイキック","5","12483","5","「超能力者」を英語にすると？","","4204","4","これ、何と言う？","5","1","サイキック"
"4205","34442","6","21462","1","39321","6","12426","蚊取り線香","6","32218","6","夏の風物詩で、蚊を駆除するために火をつける殺虫剤。うずまき状の形が特徴的","","0","4","これ、何と言う？","4","2","蚊取り線香"
"4206","12496","5","12452","3","12523","5","12494","バイノーラル録音","5","12521","5","近年は「ASMR」などで知名度を上げた録音技術。人の両耳での実際の聞こえ方を再現できる","バイノーラル録音","0","4","これ、何と言う？","5","2","バイノラル"
"4207","12469","5","12502","2","12490","5","12522","サブリミナル効果","5","12511","5","映像の中で、さりげなく一瞬だけ情報を差し込んで、潜在意識の下でそれを意識させる手法","","0","4","これ、何と言う？","5","2","サブリミナ"
"4208","12511","5","12521","3","12473","5","12540","ミラーレス一眼カメラ","5","12524","5","一眼レフカメラのミラー機構を省略することで小型軽量化したカメラのこと。入門にも好まれる","","0","4","これ、何と言う？","5","2","ミラーレス"
"4209","12473","5","12497","3","12451","5","12466","スパゲティコード","5","12486","5","プログラミングで、書いた本人しか解読できないほど煩雑なコードを指す俗語。ある食べ物が由来","","0","4","これ、何と言う？","5","2","スパゲティ"
