2d83aae9c30cd9ad214ed51427383d01605b75cd9562d2e7461048b92217972f,28d9aaeaaaeac5c960323fbc0472f167ebc9745ccf1fba6627c85a324950083c,bc4a8a994c588ed39b25f6a6cf6e83e832791e908d046bd7d2e0eb763cf5d823,30f471ea01679a98324239164d1deda8a23a3d0b94f19ccef83414519b2d71fb,ce582f2cedf5674ca468b4d33f761e6ab246e80cc29470cb650f3d5fec99c333,969d149c6af89ea5e00bb50c1dec0cea1313797a315a66725cc7a7a45d8dead1,7017df4a966b55f74744a9769aec541b2e047d90a2cf717982fb2c83146bc099,d4a031616084d9368add4387ce734ef3b88d7730129839afdcedfb1aea7f0fcc,4c6739f1c75af06f3a154eb83e187dff896f09ccaf2ece985e3f858725d3314a,0bcb7adaf21ea41f6d1c620fbe8c41a2c0fabe055321acceecf9c96e91e1501c,dad6f39114c1dbf1d7c40b435b8a69a94a6bab5430a626f646ae6922038df3fc
"cool_idle","107811","","1","","5152066","","0.3","","3","66083"
"sad_idle_normal","113511","","1","","5152066","","0.3","","3","66084"
"vo_rag_1004","vo_rag","","0","0","5152066","","","","21","66085"
"次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","132111","0.5","10","1","5152066","0","10","5","11","66086"
"0","5","","","","5152066","","","","93","66087"
"","66086","","0","0","5152066","","","","91","66088"
"radio_stretch1_loop_surprise1","131911","","1","","5152066","","0.3","","3","66089"
"radio_stretch1_loop","132111","","1","","5152066","","0.3","","3","66090"
"radio_stretch1_loop","4","","1","","5152066","","0.3","","3","66091"
"","0.1","","0","0","5152066","","","","93","66092"
"radio_stretch1_loop","107511","","1","","5152066","","0.3","","3","66093"
"radio_stretch1_loop","107611","","1","","5152066","","0.3","","3","66094"
"radio_stretch1_loop","126911","","1","","5152066","","0.3","","3","66095"
"radio_stretch1_loop","110311","","1","","5152066","","0.3","","3","66096"
"radio_stretch1_loop","107811","","1","","5152066","","0.3","","3","66097"
"radio_stretch1_loop","113511","","1","","5152066","","0.3","","3","66098"
"","2","","0","0","5152066","","","","93","66099"
"vo_rag_1005","vo_rag","","0","0","5152066","","","","21","66100"
"よいしょ、よいしょ……！","131911","0.5","10","1","5152066","0","-10","5","11","66101"
"0","5","","","","5152066","","","","93","66102"
"","66101","","0","0","5152066","","","","91","66103"
"0","0.3","","","","5152066","","","","93","66104"
"radio_talk_normal","131911","","1","","5152066","","0.3","","3","66105"
"wish_idle_normal","132111","","1","","5152066","","0.3","","3","66106"
"cool_idle","4","","1","","5152066","","0.3","","3","66107"
"0","0.1","","","","5152066","","","","93","66108"
"idle_normal","107511","","1","","5152066","","0.3","","3","66109"
"wish_idle","107611","","1","","5152066","","0.3","","3","66110"
"wish_idle_normal","126911","","1","","5152066","","0.3","","3","66111"
"idle_normal","110311","","1","","5152066","","0.3","","3","66112"
"cool_idle","107811","","1","","5152066","","0.3","","3","66113"
"sad_idle_normal","113511","","1","","5152066","","0.3","","3","66114"
"vo_rag_1006","vo_rag","","0","0","5152066","","","","21","66115"
"さあ、今度は横曲げの運動よ\n弾みをつけてやってね","131911","0.5","10","1","5152066","0","-10","5","11","66116"
"0","4.3","","","","5152066","","","","93","66117"
"","66116","","0","0","5152066","","","","91","66118"
"radio_stretch2_loop","131911","","1","","5152066","","0.2","","3","66119"
"radio_stretch2_loop_normal2","132111","","1","","5152066","","0.2","","3","66120"
"radio_stretch2_loop_talk2","4","","1","","5152066","","0.2","","3","66121"
"","0.2","","0","0","5152066","","","","93","66122"
"radio_stretch2R_loop","107511","","1","","5152066","","0.2","","3","66123"
"radio_stretch2R_loop","107611","","1","","5152066","","0.2","","3","66124"
"radio_stretch2R_loop","126911","","1","","5152066","","0.2","","3","66125"
"radio_stretch2R_loop","110311","","1","","5152066","","0.2","","3","66126"
"radio_stretch2R_loop","107811","","1","","5152066","","0.2","","3","66127"
"radio_stretch2R_loop","113511","","1","","5152066","","0.2","","3","66128"
"","1.5","","0","0","5152066","","","","93","66129"
"ふっ、ふっ、ふっ……","4","0","20","1","5152066","0","-10","5","11","66130"
"0","0.2","","","","5152066","","","","93","66131"
"vo_rag_1007","vo_rag","","0","0","5152066","","","","21","66132"
"0","2.5","","","","5152066","","","","93","66133"
"","66130","","0","0","5152066","","","","91","66134"
"vo_rag_1008","vo_rag","","0","0","5152066","","","","21","66135"
"なんというキレのある動き……\nさすがです、姉様","132111","0.5","10","1","5152066","0","10","5","11","66136"
"0","4.5","","","","5152066","","","","93","66137"
"","66136","","0","0","5152066","","","","91","66138"
"0","0.5","","","","5152066","","","","93","66139"
"radio_victory_in_normal2","131911","","0","radio_victory_loop_normal2","5152066","1","0.2","0","3","66140"
"radio_victory_in_normal2","132111","","0","radio_victory_loop_normal2","5152066","1","0.2","0","3","66141"
"radio_victory_in","4","","0","radio_victory_loop","5152066","1","0.2","0","3","66142"
"idle_normal","107511","","1","","5152066","","0.2","","3","66143"
"wish_idle","107611","","1","","5152066","","0.2","","3","66144"
"wish_idle_normal","126911","","1","","5152066","","0.2","","3","66145"
"idle_normal","110311","","1","","5152066","","0.2","","3","66146"
"cool_idle","107811","","1","","5152066","","0.2","","3","66147"
"sad_idle_normal","113511","","1","","5152066","","0.2","","3","66148"
"vo_rag_1009","vo_rag","","0","0","5152066","","","","21","66149"
"最後は両手を掲げて、びくとりー！","131911","0.5","10","1","5152066","0","-10","5","11","66150"
"","1.5","","0","0","5152066","","","","93","66151"
"radio_victory_in_normal2","107511","","0","radio_victory_loop_normal2","5152066","1","0.2","0","3","66152"
"radio_victory_in_normal2","107611","","0","radio_victory_loop_normal2","5152066","1","0.2","0","3","66153"
"radio_victory_in","126911","","0","radio_victory_loop","5152066","1","0.2","0","3","66154"
"radio_victory_in_normal2","110311","","0","radio_victory_loop_normal2","5152066","1","0.2","0","3","66155"
"radio_victory_in_normal2","107811","","0","radio_victory_loop_normal2","5152066","1","0.2","0","3","66156"
"radio_victory_in_normal2","113511","","0","radio_victory_loop_normal2","5152066","1","0.2","0","3","66157"
"0","0.8","","","","5152066","","","","93","66158"
"radio_victory_out","131911","","0","radio_victory_idle","5152066","1","0.2","0","3","66159"
"0","1.8","","","","5152066","","","","93","66160"
"","66150","","0","0","5152066","","","","91","66161"
"radio_victory_out","132111","","0","radio_victory_idle","5152066","1","0.2","0","3","66162"
"radio_victory_out_talk2","4","","0","radio_victory_idle_talk2","5152066","1","0.2","0","3","66163"
"radio_victory_out","107511","","0","radio_victory_idle","5152066","1","0.2","0","3","66164"
"radio_victory_out","107611","","0","radio_victory_idle","5152066","1","0.2","0","3","66165"
"radio_victory_out","126911","","0","radio_victory_idle","5152066","1","0.2","0","3","66166"
"radio_victory_out","110311","","0","radio_victory_idle","5152066","1","0.2","0","3","66167"
"radio_victory_out","107811","","0","radio_victory_idle","5152066","1","0.2","0","3","66168"
"radio_victory_out","113511","","0","radio_victory_idle","5152066","1","0.2","0","3","66169"
"vo_rag_1010","vo_rag","","0","0","5152066","","","","21","66170"
"0610_in","2","","","","5152066","0","0","","3","66171"
"bgm_MC173B","bgm_MC173B","","0.5","0.5","5152066","0","0","1","27","66172"
"se_10058300_radio_finish","se_10058300","","0","","5152066","","","","23","66173"
"finish","2","","","","5152066","","","","37","66174"
"1","0.4","","0","0","5152066","","","","93","66175"
"0610_mid","2","","0","","5152066","0","0","","3","66176"
"","","","0","0","5152066","","","","92","66177"
"0610_out","2","","0","empty","5152066","0","0","0","3","66178"
"0","0.3","","0","0","5152066","","","","93","66179"
"pack_vic_in","5","","0","pack_vic_idle","5152066","1","0.2","0","3","66180"
"se_10058300_pack_appear","se_10058300","","0","","5152066","","","","23","66181"
"radio_victory_idle","131911","","1","","5152066","","0.2","","3","66182"
"","0.1","","0","0","5152066","","","","93","66183"
"radio_victory_idle","132111","","1","","5152066","","0.2","","3","66184"
"radio_victory_idle_talk2","4","","1","","5152066","","0.2","","3","66185"
"","0.1","","0","0","5152066","","","","93","66186"
"radio_victory_lookup2_idle","107511","","1","","5152066","","0.2","","3","66187"
"radio_victory_lookup_idle","107611","","1","","5152066","","0.2","","3","66188"
"radio_victory_lookup_idle","126911","","1","","5152066","","0.2","","3","66189"
"radio_victory_lookup2_idle","110311","","1","","5152066","","0.2","","3","66190"
"radio_victory_lookup2_idle","107811","","1","","5152066","","0.2","","3","66191"
"radio_victory_lookup_idle","113511","","1","","5152066","","0.2","","3","66192"
"","0.3","","0","0","5152066","","","","93","66193"
"vo_rag_1011","vo_rag","","0","0","5152066","","","","21","66194"
"びくとりー！","5","0","10","1","5152066","1","0","5","11","66195"
"","0","","0","0","5152066","","","","91","66196"
"se_10058300_emotion_laugh","se_10058300","","0","","5152066","","","","23","66197"
"1","17","","","","5152066","","","","32","66198"
"smile2_joy","131911","","0","sad_idle_joy","5152066","1","0.2","0","3","66199"
"wish_talk","132111","","1","","5152066","","0.2","","3","66200"
"doya_in_normal","4","","0","doya_idle","5152066","1","0.2","0","3","66201"
"handsup_in","107511","","0","handsup_loop","5152066","1","0.2","0","3","66202"
"wish_idle_dere","107611","","1","","5152066","","0.2","","3","66203"
"wish2_idle","126911","","1","","5152066","","0.2","","3","66204"
"joy_idle","110311","","1","","5152066","","0.2","","3","66205"
"cool_in_dere2","107811","","0","cool_talk_dere2","5152066","1","0.2","0","3","66206"
"wish_talk_joy_shy","113511","","1","","5152066","","0.2","","3","66207"
"","2","","","","5152066","","","","93","66208"
"1","4","","","","5152066","","","","32","66209"
"","1","","","","5152066","","","","93","66210"
"0","0.5","","","","5152066","","","","93","66211"
"","66213","","","","5152066","","","","101","66212"
"bgm_MC173B","bgm_MC173B","","","","5152066","","","","25","66213"
"0","0","","","","5152066","","","","22","66214"
"107511","1","top_idle_normal","53","-60","5152067","-254","1.5","0","1","67001"
"0","0.5","","","","5152067","","","","93","67002"
"","67004","","","","5152067","","","","101","67003"
"top_doya_in","107511","","0","top_doya_talk","5152067","1","0.2","0","3","67004"
"vo_rag_0101","vo_rag","","0","0","5152067","","","","21","67005"
"どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","107511","0","10","1","5152067","1","80","-92","11","67006"
"1","3.7","","","","5152067","","","","93","67007"
"0","0","","0","","5152067","","","","102","67008"
"107511","1","top_idle_normal","53","-60","5152068","-254","1.5","0","1","68001"
"0","0.5","","","","5152068","","","","93","68002"
"","68004","","","","5152068","","","","101","68003"
"top_surprise3_loop","107511","","1","","5152068","","0.2","","3","68004"
"vo_rag_0102","vo_rag","","0","0","5152068","","","","21","68005"
"体操した後に食べるごはん…これはもう絶対おいしいですよ☆","107511","0","10","1","5152068","1","80","-92","11","68006"
"1","3.6","","","","5152068","","","","93","68007"
"0","0","","0","","5152068","","","","102","68008"
"107611","1","top_idle_normal","53","-60","5152069","-254","1.5","0","1","69001"
"0","0.5","","","","5152069","","","","93","69002"
"","69004","","","","5152069","","","","101","69003"
"top_sad_talk","107611","","1","","5152069","","0.2","","3","69004"
"vo_rag_0201","vo_rag","","0","0","5152069","","","","21","69005"
"ここで習った体操のことは、必ずや主さまにお伝えいたします","107611","0","10","1","5152069","1","80","-92","11","69006"
"1","3.3","","","","5152069","","","","93","69007"
"0","0","","0","","5152069","","","","102","69008"
"107611","1","top_idle_normal","53","-60","5152070","-254","1.5","0","1","70001"
"0","0.5","","","","5152070","","","","93","70002"
"","70004","","","","5152070","","","","101","70003"
"top_wish_talk_normal","107611","","1","","5152070","","0.2","","3","70004"
"vo_rag_0202","vo_rag","","0","0","5152070","","","","21","70005"
"押されたスタンプは努力の証。大切な宝物となることでしょう","107611","0","10","1","5152070","1","80","-92","11","70006"
"1","3.3","","","","5152070","","","","93","70007"
"0","0","","0","","5152070","","","","102","70008"
"107811","1","top_idle_normal","53","-60","5152071","-254","1.5","0","1","71001"
"0","0.5","","","","5152071","","","","93","71002"
"","71004","","","","5152071","","","","101","71003"
"top_cool_in","107811","","0","top_cool_talk","5152071","1","0.2","0","3","71004"
"vo_rag_0301","vo_rag","","0","0","5152071","","","","21","71005"
"ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","107811","0","10","1","5152071","1","80","-92","11","71006"
"1","3.8","","","","5152071","","","","93","71007"
"0","0","","0","","5152071","","","","102","71008"
"107811","1","top_idle_normal","53","-60","5152072","-254","1.5","0","1","72001"
"0","0.5","","","","5152072","","","","93","72002"
"","72004","","","","5152072","","","","101","72003"
"top_armcrossed_talk_shy","107811","","0","top_armcrossed_talk_nervous","5152072","1","0.2","0.2","3","72004"
"vo_rag_0302","vo_rag","","0","0","5152072","","","","21","72005"
"子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","107811","0","10","1","5152072","1","80","-92","11","72006"
"1","3.2","","","","5152072","","","","93","72007"
"0","0","","0","","5152072","","","","102","72008"
"131911","1","top_idle_normal","53","-60","5152073","-254","1.5","0","1","73001"
"0","0.5","","","","5152073","","","","93","73002"
"","73004","","","","5152073","","","","101","73003"
"top_wish_talk_joy","131911","","1","","5152073","","0.2","","3","73004"
"vo_rag_0401","vo_rag","","0","0","5152073","","","","21","73005"
"夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","131911","0","10","1","5152073","1","80","-92","11","73006"
"1","3.6","","","","5152073","","","","93","73007"
"0","0","","0","","5152073","","","","102","73008"
"131911","1","top_idle_normal","53","-60","5152074","-254","1.5","0","1","74001"
"0","0.5","","","","5152074","","","","93","74002"
"","74004","","","","5152074","","","","101","74003"
"top_gutsB_talk","131911","","1","","5152074","","0.2","0","3","74004"
"vo_rag_0402","vo_rag","","0","0","5152074","","","","21","74005"
"みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","131911","0","10","1","5152074","1","80","-92","11","74006"
"1","3.6","","","","5152074","","","","93","74007"
"0","0","","0","","5152074","","","","102","74008"
"131911","1","empty","60","-10","5152075","-330","1.9","0","1","75001"
"1","1","empty","61","-10","5152075","-330","1.9","0","5","75002"
"132111","1","empty","58","-192","5152075","-315","1.9","0","1","75003"
"2","1","empty","59","-192","5152075","-315","1.9","0","5","75004"
"4","4","empty","57","163","5152075","-312","1.9","0","5","75005"
"107511","1","empty","54","-132","5152075","-165","1.75","0","1","75006"
"107811","1","empty","55","-292","5152075","-175","1.75","0","1","75007"
"107611","1","empty","56","-452","5152075","-190","1.75","0","1","75008"
"110311","1","empty","51","105","5152075","-165","1.75","1","1","75009"
"126911","1","empty","52","265","5152075","-175","1.75","1","1","75010"
"113511","1","empty","53","425","5152075","-190","1.75","1","1","75011"
"5","5","empty","59","15","5152075","-324","1.9","0","5","75012"
"90","90","","0","0","5152075","1","0","","31","75013"
"0","0","","","","5152075","","","","91","75014"
"0","0.6","","","","5152075","","","","93","75015"
"1","90","","","","5152075","","","","32","75016"
"0","0.1","","","","5152075","","","","93","75017"
"comp_victory_F_noFace","131911","","0","","5152075","","0","","3","75018"
"comp_victory_F_emilia","1","","0","","5152075","","0","","3","75019"
"comp_victory_F_noFace","132111","","0","","5152075","","0","","3","75020"
"comp_victory_F_rem","2","","0","","5152075","","0","","3","75021"
"comp_victory_F","4","","0","","5152075","","0","","3","75022"
"comp_victory_B","107511","","0","","5152075","","0","","3","75023"
"comp_victory_B","107811","","0","","5152075","","0","","3","75024"
"comp_victory_B_kokkoro","107611","","0","","5152075","","0","","3","75025"
"comp_victory_B","110311","","0","","5152075","","0","","3","75026"
"comp_victory_B","126911","","0","","5152075","","0","","3","75027"
"comp_victory_B","113511","","0","","5152075","","0","","3","75028"
"pack_comp_vic_in","5","","0","pack_comp_vic_idle","5152075","1","0","0","3","75029"
"0","4.5","","","","5152075","","","","93","75030"
"out","90","","","","5152075","","","","37","75031"
"1","131911","","1","1","5152075","0","0.1","0","6","75032"
"1","1","","1","1","5152075","0","0.1","0","6","75033"
"1","132111","","1","1","5152075","0","0.1","0","6","75034"
"1","2","","1","1","5152075","0","0.1","0","6","75035"
"1","4","","1","1","5152075","0","0.1","0","6","75036"
"1","107511","","1","1","5152075","0","0.1","0","6","75037"
"1","107811","","1","1","5152075","0","0.1","0","6","75038"
"1","107611","","1","1","5152075","0","0.1","0","6","75039"
"1","110311","","1","1","5152075","0","0.1","0","6","75040"
"1","126911","","1","1","5152075","0","0.1","0","6","75041"
"1","113511","","1","1","5152075","0","0.1","0","6","75042"
"1","5","","1","1","5152075","0","0.1","0","6","75043"
"0","1","","","","5152075","","","","93","75044"
