746cec29f7d18e95ba9776e2099ed15e19096ca4319be7b8a4514c9450e1b19b,81babccd2fca57c5006ad3d8e48e2f5ca53692dbc65cfcdd7942a804c8449ae5,9ffe109a2f669ac15a8e1fca4c29002b99fa633515e85e8099e98b91568cbb63,9c6ee84e8956419388709be717cc43667aa14d29d4da11ba1cb0bedb4653842c,abe393fe3befe5f5e9a8edb68d9f160a73d4cbe978726bd04305e335257d789b,4755c2eb760a6b3009ee5920fe8e056fc0af9c68893edf707d139530141fac4d,02abfe11145a276dfa48ecbed72135f64257c4d2e029fcd9527e8c837a83f9f5,0dc7a9ac6a0df27bb9f9df5769148f97aaafd92db6e11fd376987dbe124ba552,afdb69b868c809b40ed0afe8f9de71499f18b203e689b6edd721f8d890ec6a29,62175d11ab7ea805ea666e0c59370afd3d03e244f4c8807707475086c65ec4db,72903ac771eb92931a62ad9d4606f3f62201cb2343b4a6e696934acc7ee15a54,c695fae9e81eea0100a08e2a653da9e3d3daf6b0015352409e42bc1c43a19f5a,364262af1c2fd42646aab678c6b6d65a4187d4224d30acda829c4ac52657ccbf
"2","0","2","14","2","0","2","10","3001","1","vo_minigame_1012_result_2068","22300132","10個以上〇だね♪\nヒデサイのおかげで\nうちも、ちょっち\n頭よくなったかな？"
"2","2.28","2","14","2","0","10","10","3001","1","vo_minigame_1012_result_2069","22300133","けっこー解けたよね？\nやっぱ〇増えると\nバイブス上がる～"
"2","0","2","14","2","0","2","10","3001","2","vo_minigame_1012_result_2070","22300134","ベンキョーってあれだね\nわかった気すると\nまあまあたのしーかも！"
"2","2.1","2","14","2","0","6","10","3001","2","vo_minigame_1012_result_2071","22300135","10個以上解けてる！？\nけっこーいいペースだよね？\nいい調子、いい調子～"
"3","2.13","2","14","2","0","2","10","3001","2","vo_minigame_1012_result_2072","22300136","けっこー解けてる！\nムズい問題もヒデサイと\n一緒なら怖くないね♪"
"7","0","2","14","2","0","7","10","3001","3","vo_minigame_1012_result_2073","22300137","おにムズ問題でも教えるの\n超やさしーし、マジ感謝！\n一緒にがんばろーね♪"
"6","0","2","14","2","0","6","10","3001","3","vo_minigame_1012_result_2074","22300138","おにムズなのに\n〇けっこーあるし\nヒデサイすごくない？"
"5","4.21","2","14","2","0","6","10","3001","3","vo_minigame_1012_result_2075","22300139","おにムズでこのペースは\nすごいんじゃ…？\nうちもがんばってついてくね！"
"3","1.94","2","9","2","0","0","5","3001","1","vo_minigame_1012_result_2078","22300146","悪くないよね？\nでもでも\nヒデサイとうちなら\nもっとできる気する！"
"0","2.28","2","9","2","0","4","5","3001","1","vo_minigame_1012_result_2079","22300147","もっと〇ほしーね…\n地道にやるしか\nないっぽいし\nもっかい教えてくれる？"
"4","0","2","9","2","0","4","5","3001","1","vo_minigame_1012_result_2080","22300148","ベンキョーしたけど\nわかんないとこばっか…\nヒデサイセンセー、助けて～"
"3","2.67","2","9","2","0","4","5","3001","2","vo_minigame_1012_result_2081","22300149","やっぱムズかったね…\nでも次はもうちょい\nできそーな気がするよ！"
"6","4.68","2","9","2","0","10","5","3001","2","vo_minigame_1012_result_2082","22300150","問題ムズいし、この点数は\nありよりのありっしょ？\nえ、もっとできた感じ？"
"9","0","2","9","2","0","9","5","3001","2","vo_minigame_1012_result_2083","22300151","どこ間違ったんだろ？\nうちさっぱりだった…\nやっぱムズいだけあるね"
"3","3.55","2","9","2","0","0","5","3001","3","vo_minigame_1012_result_2084","22300152","激ムズだけど\nやることは一緒だよね？\nうちもヒデサイについてくから\nコツコツがんばろ！"
"6","2.51","2","9","2","0","4","5","3001","3","vo_minigame_1012_result_2085","22300153","やっぱおにムズだね…\nそだ、迷ったら\nヒント使うのも\nありよりのあり？"
"5","6.15","2","9","2","0","9","5","3001","3","vo_minigame_1012_result_2086","22300154","やっぱテストって\nなんとなくじゃ無理？\n覚えるしかないの？\nじゃあがんばるしかないね…"
"9","4.12","2","4","2","6","4","1","3001","1","vo_minigame_1012_result_2087","22300155","できたと思ったけど\nそーじゃなかった系？\nテストってマジきびしー…"
"4","0.01","2","4","2","6","4","1","3001","1","vo_minigame_1012_result_2088","22300156","うーん…さっぱり！\nでも簡単な問題なんだよね…？\nもっかいやってみる？"
"3","5.28","2","4","2","0","0","1","3001","1","vo_minigame_1012_result_2089","22300157","うちらまだまだ\nベンキョーちうだし…\nこれからだよねっ？\nね、ヒデサイ！"
"3","2.89","2","4","2","0","0","1","3001","2","vo_minigame_1012_result_2090","22300158","ちょっとずつ覚えれば\nおーけーっしょ！\nうちと一緒に\nベンキョーだね！"
"7","5.45","2","4","2","0","0","1","3001","2","vo_minigame_1012_result_2091","22300159","うちベンキョー苦手でも\nヒデサイとベンキョー\nするのは好き！　だから\nもっかい教えてくれる？"
"10","4.29","2","4","2","3","4","1","3001","2","vo_minigame_1012_result_2092","22300160","覚えても、すぐ忘れるんだけど\nどしたらいい？\nあ、そーゆうとき\nフクシューする感じ？"
"8","4.64","2","4","2","6","4","1","3001","3","vo_minigame_1012_result_2093","22300161","ムズ過ぎ！\n頭パンクするかと思った…！\nヒデサイ、うちの頭\nふぅふぅして～"
"5","3.14","2","4","2","0","9","1","3001","3","vo_minigame_1012_result_2094","22300162","おにムズ過ぎてテンサゲ～\nでもヒデサイがんばってるし\nうちもがんばる！"
"4","6.59","2","4","2","0","7","1","3001","3","vo_minigame_1012_result_2095","22300163","ヒデサイと同じ点数で\nちょっち安心したかも\n一緒にがんばろーね！\n置いてっちゃやだよ？"
"3","0","2","0","2","0","3","0","3001","1","vo_minigame_1012_result_2096","22300164","…まあ、これより下はないし\n次は大逆転\n点数爆上がりっしょ！"
"10","2.2","2","0","2","5","9","0","3001","1","vo_minigame_1012_result_2097","22300165","０点じゃん…\nそだ、次はえんぴつ転がして\n選ぶ作戦やってみる？"
"4","0.01","2","0","2","6","4","0","3001","1","vo_minigame_1012_result_2098","22300166","考えるの無理な時あるよね…\nヒデサイもそーゆう\n感じだったの？"
"2","2.8","2","0","2","3","6","0","3001","2","vo_minigame_1012_result_2099","22300167","え、ヒデサイも０点？\nじゃあうちと一緒じゃん♪\nまあ焦んないで\nベンキョーしてこーよ！"
"4","3.22","2","0","2","6","9","0","3001","2","vo_minigame_1012_result_2100","22300168","むむむ～…０点…！\n覚えてもすぐ忘れちゃうし\nベンキョーってマジ大変"
"0","2.1","2","0","2","11","4","0","3001","2","vo_minigame_1012_result_2101","22300169","０点だね…\nでも、へーきへーき\nリベンジしたら、結果オーライ！"
"2","2.74","2","0","2","3","0","0","3001","3","vo_minigame_1012_result_2102","22300170","おやつ休憩して\nリベンジしよっ！\n甘いの食べたら、イケるっしょ！"
"9","3","2","0","2","9","6","0","3001","3","vo_minigame_1012_result_2103","22300171","ヒデサイでも\nおにムズな感じ？\nじゃあ、このテスト\n誰も解けなくない？"
"2","4.37","2","0","2","0","10","0","3001","3","vo_minigame_1012_result_2104","22300172","…あれ？\n０が〇に見えてきた！\nきゃはっ、ちょっち\nやる気出てきたかも！"
"0","0.01","2","0","3","10","0","0","1001","0","vo_minigame_1012_gamestart_200","23100101","よーし、がんばるぞー"
"2","0","2","0","3","0","2","0","1001","0","vo_minigame_1012_gamestart_201","23100102","ベンキョー、\nベンキョー！"
"3","0","2","0","3","0","3","0","1001","0","vo_minigame_1012_gamestart_202","23100103","ヒデサイ、よろ～"
"0","0.01","2","-1","3","4","0","3","1002","0","vo_minigame_1012_gamestart_203","23100201","繰り返しがジューヨーだもんね♪"
"7","0","2","-1","3","0","7","3","1002","0","vo_minigame_1012_gamestart_204","23100202","ねねね、もっと教えて～"
"5","0","2","1","3","0","5","1","1003","0","vo_minigame_1012_gamestart_205","23100301","まずは、こっからだね…！"
"0","0","2","1","3","0","0","1","1003","0","vo_minigame_1012_gamestart_206","23100302","手加減よろ～"
"6","0","2","2","3","0","6","2","1003","0","vo_minigame_1012_gamestart_207","23100303","まあまあムズいらしーよ？"
"5","0","2","2","3","0","5","2","1003","0","vo_minigame_1012_gamestart_208","23100304","おっけー、がんばってみる…！"
"4","0","2","3","3","0","4","3","1003","0","vo_minigame_1012_gamestart_209","23100305","やば、おにムズじゃん…！"
"10","0","2","3","3","0","10","3","1003","0","vo_minigame_1012_gamestart_210","23100306","これ、頭パンクするやつじゃね？"
"3","0","2","0","3","0","3","0","1004","0","vo_minigame_1012_gamestart_211","23100401","おっけー、うちも諦めないよ～"
"2","0","2","0","3","0","2","0","1004","0","vo_minigame_1012_gamestart_212","23100402","もっかいベンキョーだね！"
"3","0","2","0","3","0","3","0","1005","0","vo_minigame_1012_gamestart_213","23100501","キャルっちと\nベンキョーしてたの\n見ちゃった♪"
"0","0","2","0","3","0","0","0","1005","0","vo_minigame_1012_gamestart_214","23100502","キャルっちみたいに、うちもメガネかけよっかな？"
"3","0","2","0","3","0","3","0","1101","0","vo_minigame_1012_start_200","23110101","かもーん！"
"4","0","2","0","3","0","4","0","1101","0","vo_minigame_1012_start_201","23110102","解けるかな？"
"2","0","2","0","3","0","2","0","1101","0","vo_minigame_1012_start_202","23110103","ヒデサイセンセー！"
"5","0","2","0","3","0","5","0","1102","0","vo_minigame_1012_start_203","23110201","まだまだ！"
"0","0","2","0","3","0","0","0","1102","0","vo_minigame_1012_start_204","23110202","取り返そう！"
"5","0","2","0","3","0","5","0","1102","0","vo_minigame_1012_start_205","23110203","集中、集中！"
"3","0","2","4","3","0","3","2","1103","0","vo_minigame_1012_start_206","23110301","これからだね！"
"3","0","2","4","3","0","3","2","1103","0","vo_minigame_1012_start_207","23110302","どんどんいくよー！"
"2","0","2","4","3","0","2","2","1103","0","vo_minigame_1012_start_208","23110303","盛り上がってこー"
"2","0","2","7","3","0","2","5","1103","0","vo_minigame_1012_start_209","23110304","フレッフレッ！"
"5","0","2","7","1","0","5","5","1103","0","vo_minigame_1012_start_210","23110305","あと半分…！"
"5","0","2","7","1","0","5","5","1103","0","vo_minigame_1012_start_211","23110306","後半戦…！"
"0","0","2","10","1","0","0","8","1103","0","vo_minigame_1012_start_212","23110307","そろそろフィニッシュ！"
"2","0","2","10","1","0","2","8","1103","0","vo_minigame_1012_start_213","23110308","あとちょいだよ！"
"5","0","2","10","1","0","5","8","1103","0","vo_minigame_1012_start_214","23110309","もうひと踏ん張り…！"
"0","0","2","2","3","0","0","2","1104","0","vo_minigame_1012_start_215","23110401","正解を選べばいいんだね"
"6","0","2","2","3","0","6","2","1104","0","vo_minigame_1012_start_216","23110402","どれが正解かな～？"
"0","0","2","2","3","0","0","2","1104","0","vo_minigame_1012_start_217","23110403","四択みたいだね！"
"3","0","2","1","3","0","3","1","1104","0","vo_minigame_1012_start_218","23110404","○×クイズだね！"
"6","0","2","1","3","0","6","1","1104","0","vo_minigame_1012_start_219","23110405","〇かな、×かな？"
"0","0","2","1","3","0","0","1","1104","0","vo_minigame_1012_start_220","23110406","どっちだと思う？"
"2","0","2","3","3","0","2","3","1104","0","vo_minigame_1012_start_221","23110407","正解を全部\n選ぶんだね！"
"0","0","2","3","3","0","0","3","1104","0","vo_minigame_1012_start_222","23110408","何個か正解があるみたい"
"6","0","2","3","3","0","6","3","1104","0","vo_minigame_1012_start_223","23110409","正解だけ選ぶらしーよ"
"6","0","2","0","3","0","6","0","1105","0","vo_minigame_1012_start_227","23110501","これ知ってるかも！"
"5","0","2","0","3","0","5","0","1105","0","vo_minigame_1012_start_228","23110502","えーっと、たしか…"
"10","0","2","0","3","0","10","0","1105","0","vo_minigame_1012_start_229","23110503","解いたことあるっけ？"
"4","0","2","0","3","0","4","0","1106","0","vo_minigame_1012_start_224","23110601","ムズいやつだ…！"
"10","0","2","0","3","0","10","0","1106","0","vo_minigame_1012_start_225","23110602","これなんだっけ？"
"0","0","2","0","3","0","0","0","1106","0","vo_minigame_1012_start_226","23110603","見たことあるよね？"
"3","0","2","0","3","0","3","0","1107","0","vo_minigame_1012_start_230","23110701","よし、リーチリーチ！"
"2","0.01","2","0","3","4","2","0","1107","0","vo_minigame_1012_start_231","23110702","あっとひっとつ～♪"
"6","0","2","0","3","0","6","0","1108","0","vo_minigame_1012_start_232","23110801","あれ、\nおにヤバじゃね…？"
"4","0","2","0","3","0","4","0","1108","0","vo_minigame_1012_start_233","23110802","これ、赤点かな…？"
"6","0","2","0","3","0","6","0","1201","0","vo_minigame_1012_correct_200","23120101","なるほどー"
"2","0","2","0","3","0","2","0","1201","0","vo_minigame_1012_correct_201","23120102","そーなんだ！"
"3","0.01","2","0","3","11","3","0","1201","0","vo_minigame_1012_correct_202","23120103","イェーイ！"
"3","0","2","0","3","0","3","0","1201","0","vo_minigame_1012_correct_203","23120104","あったりー！"
"1","0.01","2","0","3","2","1","0","1201","0","vo_minigame_1012_correct_204","23120105","ふむふむ…"
"6","0","2","0","3","0","6","0","1201","0","vo_minigame_1012_correct_205","23120106","知らなかった…"
"3","0","2","0","3","0","3","0","1201","0","vo_minigame_1012_correct_206","23120107","バッチリじゃん！"
"6","0","2","3000","3","0","6","0","1202","0","vo_minigame_1012_correct_210","23120201","おにはや～"
"6","0","2","3000","3","0","6","0","1202","0","vo_minigame_1012_correct_211","23120202","ちょっち待って！"
"6","0.01","2","6000","3","8","6","3001","1202","0","vo_minigame_1012_correct_212","23120203","もー次！？"
"6","0.01","2","6000","3","8","6","3001","1202","0","vo_minigame_1012_correct_213","23120204","はやくね！？"
"3","0","2","6000","3","0","3","3001","1202","0","vo_minigame_1012_correct_214","23120205","やるじゃん！"
"4","0","2","-1","3","0","4","13333","1202","0","vo_minigame_1012_correct_216","23120206","ムズかったね"
"3","0","2","0","3","0","3","0","1203","0","vo_minigame_1012_correct_220","23120301","バイブス爆上げ～"
"3","0","2","0","3","0","3","0","1204","0","vo_minigame_1012_correct_224","23120401","よゆーっしょ！"
"3","0","2","0","3","0","3","0","1204","0","vo_minigame_1012_correct_226","23120402","もーバッチリだね！"
"2","0","2","0","3","0","2","0","1205","0","vo_minigame_1012_correct_221","23120501","あたったー！"
"3","0","2","0","3","0","3","0","1205","0","vo_minigame_1012_correct_222","23120502","リベンジだね！"
"2","0","2","-1","3","0","2","3","1206","0","vo_minigame_1012_correct_227","23120601","いい感じ～"
"3","0.01","2","-1","3","4","3","3","1206","0","vo_minigame_1012_correct_229","23120602","バイブス上がる～！"
"5","0","2","-1","3","0","5","3","1207","0","vo_minigame_1012_correct_230","23120701","これからっしょ！"
"4","0.01","2","0","3","6","4","0","1301","0","vo_minigame_1012_incorrect_200","23130101","うーん…"
"4","0","2","0","3","0","4","0","1301","0","vo_minigame_1012_incorrect_201","23130102","そんな～"
"10","0","2","0","3","0","10","0","1301","0","vo_minigame_1012_incorrect_202","23130103","そーなんだ"
"9","0","2","0","3","0","9","0","1301","0","vo_minigame_1012_incorrect_203","23130104","うそだー！？"
"4","0","2","0","3","0","4","0","1301","0","vo_minigame_1012_incorrect_204","23130105","はずれ？"
"4","0.01","2","0","3","6","4","0","1301","0","vo_minigame_1012_incorrect_205","23130106","ショック～…"
"9","0","2","0","3","0","9","0","1301","0","vo_minigame_1012_incorrect_206","23130107","なんでなんでー！"
"6","0.01","2","3000","3","8","6","0","1302","0","vo_minigame_1012_incorrect_210","23130201","マジで！？"
"6","0.01","2","3000","3","8","6","0","1302","0","vo_minigame_1012_incorrect_211","23130202","ヒデサイ！？"
"4","0","2","6000","3","0","4","3001","1302","0","vo_minigame_1012_incorrect_212","23130203","あれぇ…？"
"4","0","2","6000","3","0","4","3001","1302","0","vo_minigame_1012_incorrect_213","23130204","違った！？"
"4","0","2","6000","3","0","4","3001","1302","0","vo_minigame_1012_incorrect_214","23130205","焦らずいこ？"
"4","0","2","-1","3","0","4","20000","1302","0","vo_minigame_1012_incorrect_215","23130206","時間切れ？"
"9","0","2","0","3","0","9","0","1303","0","vo_minigame_1012_incorrect_220","23130301","まじイミフだし～"
"10","0","2","0","3","0","10","0","1304","0","vo_minigame_1012_incorrect_221","23130401","忘れちゃった…"
"4","0","2","0","3","0","4","0","1304","0","vo_minigame_1012_incorrect_222","23130402","そーだったっけ？"
"10","0","2","0","3","0","10","0","1305","0","vo_minigame_1012_incorrect_224","23130501","ギリアウト？"
"5","0","2","0","3","0","5","0","1305","0","vo_minigame_1012_incorrect_225","23130502","おしい～…！"
"5","0","2","0","3","0","5","0","1401","0","vo_minigame_1012_hint_200","23140101","むむむ～…"
"5","0","2","0","3","0","5","0","1401","0","vo_minigame_1012_hint_201","23140102","どれかな～？"
"4","0","2","0","3","0","4","0","1401","0","vo_minigame_1012_hint_202","23140103","わかんないよ～"
"5","0","2","0","3","0","5","0","1401","0","vo_minigame_1012_hint_203","23140104","考えちう…"
"5","0.01","2","0","3","7","5","0","1401","0","vo_minigame_1012_hint_204","23140105","ね、寝てないし…！"
"2","0.01","2","0","3","4","2","0","1401","0","vo_minigame_1012_hint_205","23140106","ふんふふーん♪"
"3","0.01","2","0","3","11","3","0","1401","0","vo_minigame_1012_hint_206","23140107","きゃはっ、\n目合ったね♪"
"0","0","2","0","3","0","0","0","1401","0","vo_minigame_1012_hint_207","23140108","ねね、お菓子食べる？"
"4","0","2","0","3","0","4","0","1401","0","vo_minigame_1012_hint_208","23140109","頭パンクしそう…"
"10","0","2","0","3","0","10","0","1401","0","vo_minigame_1012_hint_209","23140110","なんとなく\nこれじゃね？"
"4","0","2","0","3","0","4","0","1402","0","vo_minigame_1012_hint_210","23140201","これ答えなくね…？"
"10","0","2","0","3","0","10","0","1402","0","vo_minigame_1012_hint_211","23140202","イミフでわろ～"
"9","0","2","0","3","0","9","0","1402","0","vo_minigame_1012_hint_212","23140203","おにムズ過ぎ～"
"0","0","2","20000","3","0","0","3001","1501","0","vo_minigame_1012_hint_213","23150101","ヒントちょーだい！"
"2","0","2","20000","3","0","2","3001","1501","0","vo_minigame_1012_hint_214","23150102","手伝って～"
"3","0","2","20000","3","0","3","3001","1501","0","vo_minigame_1012_hint_215","23150103","ヒントかもーん！"
"2","0","2","3000","3","0","2","0","1501","0","vo_minigame_1012_hint_216","23150104","ヒントヒント―！"
"8","0","2","3000","3","0","8","0","1501","0","vo_minigame_1012_hint_217","23150105","助けて～"
"6","0.01","2","4","3","8","6","1","1601","0","vo_minigame_1012_tap_200","23160101","うわ！\nビックリした！"
"3","0.01","2","4","3","11","3","1","1601","0","vo_minigame_1012_tap_201","23160102","ちょすちょすー"
"2","0.01","2","9","3","4","2","5","1601","0","vo_minigame_1012_tap_202","23160103","イェーイ！"
"7","0","2","9","3","0","7","5","1601","0","vo_minigame_1012_tap_203","23160104","テンアゲしちゃう？"
"2","0","2","-1","3","0","2","10","1601","0","vo_minigame_1012_tap_204","23160105","くすぐったいってばー！"
"3","0.01","2","-1","3","11","3","10","1601","0","vo_minigame_1012_tap_205","23160106","バイブス爆上げ～♪"
"0","0","2","0","3","0","0","0","2001","0","vo_minigame_1012_select_200","23200101","どのベンキョーを\n教えてくれるの？"
"8","0","2","0","3","0","8","0","2001","0","vo_minigame_1012_select_201","23200102","どれもムズそーだね"
"7","0.99","2","0","3","0","0","0","2001","0","vo_minigame_1012_select_202","23200103","ねねね、せーのっ、で選ぶ？"
"3","3.43","2","0","3","0","2","0","4001","0","vo_minigame_1012_archive_200","23400101","これまでに教えてもらった\n内容を振り返れるんだって\nヨシューフクシュー\n…ってやつでしょ！"
