35c66fbd773b44e7f611d08a8c46f97a94be1669ff2d9be457643bc1f35adc50,b62c3e1ff867809a7398ab2d843b83070f5cc4e6000086654a1c74e07ce0cd24,dae14b03876f564b9a6a6189922c98f6f14e7e6278d69322862cd961745f16a9,eaa735196fb44d4b63310d5a52f71cc1530f61129ccb20a74d82c8ba95c47401,7a8eb808c721a07eff54fb0479bd12f62ed86d0007261acb6d4548a5e691b28f,aef8fcd3bb4d73cb8516090814c76e3d7d6637e8202b373aefa8277f45652e54,703d0a04a6f5c67c182d9efb2253086136a24180aa3289562e463b470094cb8a,c1aed6c5d0dde8281381b8fd3a1548f41d6d9842566bede9c7665b01a764085f,8c396447c1ae51a8c9b8497f5152494a1220d23ccc74ff519c64769aaa9670c8,9fde83dc9d96362545f2c83dd2834cd02276e9d244e417cc3387bc1a6bdbb04b,ae466ade77842c603650268a69aa188da48e2e48b01a6488c9efab4b92e8a788,83215b17c052212766fa6bb8f69cb5db609d6ee09560929b9066fe241b2062f7,be4ee9e96ed8e628c10a83d72c6446c35fc1b35e8a214d1e9b43e2c9f8a6d5a1
"1000","","","-1","","20","","ごうかもえさかりしみつりん","318","318","業火燃え盛りし密林","","2023-12-15 15:00:00"
"1000","","","-1","","20","","じおげへなのたたかい","319","319","ジオ・ゲヘナの戦い","","2023-12-15 15:00:00"
"1000","","","-1","","20","","げいしゅんどりーまーずしんねんあけましておめてお","320","320","迎春ドリーマーズ！　新年、あけましてお隕石（メテオ）！？","","2024-01-15 15:00:00"
"1000","","","-1","","20","","めておいんどりーむ","321","321","メテオ・イン・ドリーム","","2024-01-15 15:00:00"
"1500","","","-1","","20","A2004367403/","みらいのゆめ","322","322","ミライノユメ","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-38-ep/1737858842?app=itunes","2024-01-15 15:00:00"
"1000","","","-1","","20","","はつゆめちゃれんじ","323","323","初夢チャレンジ","","2024-01-15 15:00:00"
"1000","","","-1","","20","","やけつくせかいのきょうてき","324","324","灼けつく世界の強敵","","2024-01-15 15:00:00"
"1000","","","-1","","20","","てんさいはつめいかのさんじょふぶき","325","325","天才発明家の三女　フブキ","","2024-01-15 15:00:00"
"1000","","","-1","","20","","じゅなんたいしつのじじょわかな","326","326","受難体質の次女　ワカナ","","2024-01-15 15:00:00"
"1000","","","-1","","20","","ごうほうらいらくのちょうじょやまと","327","327","豪放磊落の長女　ヤマト","","2024-01-15 15:00:00"
"1000","","","2205002","","20","","ねふぃねら","328","328","ネフィ＝ネラ","","2024-01-15 15:00:00"
"1000","","","-1","","20","","かがみうつしのらいほうしゃ","329","329","鏡映しの来訪者","","2024-02-15 0:00:00"
"1000","","","-1","","20","","もういちどそしてもうにどと","330","330","もう一度。そして、もう二度と。","","2024-02-15 0:00:00"
"1000","","","-1","","20","","あかいきりのせいれい","331","331","赤い霧の精霊","","2024-02-15 0:00:00"
"1000","","","-1","","20","","あらわれるくちゅうあいらあんどしなつ","332","332","顕れる苦衷 アイラ＆シナツ","","2024-02-15 0:00:00"
"1500","","","-1","","20","A2004477541/","ぷれいやー","333","333","Prayer","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","2024-02-15 0:00:00"
"1000","","","-1","","20","","あなざーうぃっしゅろぐ","334","334","アナザーウィッシュ・ログ","","2024-02-15 0:00:00"
"1000","","","-1","","20","","やけつくせかいをゆく","335","335","灼けつく世界をゆく","","2024-02-15 0:00:00"
"1000","","","-1","","20","","らんにゅうばんでぃしすたーず","336","336","乱入！バンディ・シスターズ","","2024-02-15 0:00:00"
"1000","","","2109008","","20","","えりす","337","337","エリス","","2024-02-15 0:00:00"
"1000","","","-1","","20","","まふゆのまなつとせいなるがくしゃのりせえんぬ","338","338","真冬の真夏と聖なる学舎の異端児","","2024-03-15 15:00:00"
"1000","","","-1","","20","","ならくのせいじょとみえ","339","339","奈落の聖女トミヱ","","2024-03-15 15:00:00"
"1500","","","-1","","20","A2004477541/","もうそうさまーはれーしょん","340","340","妄想サマーハレーション","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","2024-03-15 15:00:00"
"1000","","","-1","","20","","らいぶながれるぷーるひる","341","341","【LIVE】流れるプール　昼","","2024-03-15 15:00:00"
"1000","","","-1","","20","","らいぶながれるぷーるよる","342","342","【LIVE】流れるプール　夜","","2024-03-15 15:00:00"
"1000","","","-1","","20","","ぷりんせすないとのちから","343","343","プリンセスナイトの力","","2024-03-15 15:00:00"
"1000","","","-1","","20","","しんおうなるりょういきへいたる","344","344","深奥なる領域へ至る","","2024-03-15 15:00:00"
"1000","","","-1","","20","","こうえんのしんいき","345","345","紅焔の深域","","2024-03-15 15:00:00"
"1000","","","-1","","20","","そうはのしんいき","346","346","蒼波の深域","","2024-03-15 15:00:00"
"1000","","","-1","","20","","すいらんのしんいき","347","347","翠嵐の深域","","2024-03-15 15:00:00"
"1000","","","-1","","20","","はくてんのしんいき","348","348","珀天の深域","","2024-03-15 15:00:00"
"1000","","","-1","","20","","しめいのしんいき","349","349","紫冥の深域","","2024-03-15 15:00:00"
"1000","","","-1","","20","","くーりぃふゅーりぃぶーときゃんぷおにきょうかんとむちとあめ","350","350","クーリィ・フューリィ・ブートキャンプ　鬼教官と鞭と…飴？","","2024-04-15 15:00:00"
"1000","","","-1","","20","","ごうらいじゅうらいがほーん","351","351","剛雷獣・ライガホーン","","2024-04-15 15:00:00"
"1500","","","-1","","20","A2004615291/","いんとぅざとらすと","352","352","Into The Trust","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","2024-04-15 15:00:00"
"1000","","","-1","","20","","えりことまことのまーちあごーごー","353","353","エリコとマコトの行軍（マーチ）A-Go-Go！","","2024-04-15 15:00:00"
"1000","","","-1","","20","","しんぺいらよわれにつづけ","354","354","新兵らよ、我に続け","","2024-04-15 15:00:00"
"1000","","","-1","","20","","けっとうのぶたいへ","355","355","決闘の舞台へ","","2024-04-15 15:00:00"
"1000","","","-1","","20","","ばとるすたじあむかいまく","356","356","バトルスタジアム、開幕！","","2024-04-15 15:00:00"
"1000","","","-1","","20","","はなさくきせつのさんせりて","357","357","花咲く季節のサンセリテ","","2024-05-15 15:00:00"
"1000","","","-1","","20","","まものしょくぶつもべるべ","358","358","魔物植物・モベルベ","","2024-05-15 15:00:00"
"1500","","","-1","","20","A2004615291/","ひとみにうつるしるえっと","359","359","瞳に映るシルエット","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","2024-05-15 15:00:00"
"1000","","","-1","","20","","れんごくにちんざせしもの","360","360","煉獄に鎮座せしもの","","2024-05-15 15:00:00"
"1000","","","-1","","20","","ぐらんどりーむおんぱれーどかーばんくるとひみつのなかまたち","361","361","グランドリーム・オンパレード　宝石兎と秘密の仲間たち","","2024-06-15 15:00:00"
"1000","","","-1","","20","","けんどちょうらいじーの","362","362","捲土重来・ジーノ","","2024-06-15 15:00:00"
"1500","","","-1","","20","","みらくるじゅえるぱれーど","363","363","ミラクル・ジュエル・パレード！","","2024-06-15 15:00:00"
"1000","","","-1","","20","","ぐらんどりーむぱーくがいど","364","364","グランドリームパークガイド","","2024-06-15 15:00:00"
"1000","","","-1","","20","","あつまれいいことくらぶみそらのゆかいななつやすみ","365","365","あつまれイイコトクラブ！　ミソラの愉快な夏休み","","2024-07-15 15:00:00"
"1000","","","-1","","20","","まなつのばーさーくすらいむ","366","366","真夏のバーサークスライム","","2024-07-15 15:00:00"
"1500","","","-1","","20","","あいあいらんでぶー","367","367","Ai-愛 逃避行★","","2024-07-15 15:00:00"
"1000","","","-1","","20","","さまーふぉとふぃっくす","368","368","サマーフォトフィックス","","2024-07-15 15:00:00"
"1000","","","-1","","20","","げんわくのようせいまなつのそのでおどるかげ","369","369","幻惑の妖精　‐真夏の園で舞踊る影‐","","2024-08-15 15:00:00"
"1000","","","-1","","20","","かおすじぇねれーたー","370","370","カオス・ジェネレーター","","2024-08-15 15:00:00"
"1500","","","-1","","20","","りこれくしょん","371","371","Re:collection","","2024-08-15 15:00:00"
"1000","","","-1","","20","","すいとのめもりえ","372","372","水都のメモリエ","","2024-08-15 15:00:00"
"1000","","","2209006","","20","","れんごくのりべりおん","373","373","煉獄のリベリオン","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","れんごくのりべりおんしっくすからみてぃまくあらくね","374","374","煉獄のリベリオン　-六凶・魔蜘アラクネ-","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","まくのしもべとのたたかい","375","375","魔蜘のしもべとの戦い","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","まどいのとうぞくさんしまい","376","376","惑いの盗賊三姉妹","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","かくめいのおとめとのたたかい","377","377","革命の乙女との戦い","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","ちていのごくにひそみしきょうか","378","378","地底の獄に潜みし凶禍","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","めざめししっくすからみてぃまくあらくね","379","379","目覚めし六凶・魔蜘アラクネ","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","さいりんせしきしょうのひょうりゅう","380","380","再臨せし姫装の氷竜","","2024-09-15 15:00:00"
"1000","","","2104010","","20","","しぇふぃ","381","381","シェフィ","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","ふれいや","382","382","フレイヤ","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","あらくね","383","383","アラクネ","","2024-09-15 15:00:00"
"1000","","","2209006","","20","","あらわれしまくのしんぞう","384","384","顕れし魔蜘の真像","","2024-09-15 15:00:00"
"1000","","","-1","","20","","のぞみのいちにちてんちょうきこちらあるけすれんきんどう","385","385","ノゾミの一日店長記　こちらアルケス錬金堂","","2024-10-15 15:00:00"
"1000","","","-1","","20","","ヴぇのむひゅどら","386","386","ヴェノム・ヒュドラ","","2024-10-15 15:00:00"
"1500","","","-1","","20","","だんすいんざふれぐらんす","387","387","Dance in the Fragrance","","2024-10-15 15:00:00"
"1000","","","-1","","20","","あるけすれんきんどうぎょうむにっし","388","388","アルケス錬金堂　業務日誌","","2024-10-15 15:00:00"
"1000","","","-1","","20","","あるけすれんきんどう","389","389","アルケス錬金堂","","2024-10-15 15:00:00"
"1000","","","-1","","20","","あるけすれんきんどうけみかるばーじょん","390","390","アルケス錬金堂（ケミカルVer.）","","2024-10-15 15:00:00"
"1000","","","-1","","20","","ばんでぃっとりたーんず　えんごくのあうとろー","391","391","バンディット・リターンズ　炎国の無法姉妹","","2024-11-15 15:00:00"
"1000","","","-1","","20","","はいぱーだっしゅじょー","392","392","ハイパー・ダッシュジョー","","2024-11-15 15:00:00"
"1500","","","-1","","20","","ばんでぃらうでぃしょーたいむ","393","393","バンディ・ラウディ・ショータイム！！","","2024-11-15 15:00:00"
"1000","","","-1","","20","","げきとつはかいいりーがるたんくうぉー","394","394","激突！破壊！イリーガルタンクウォー","","2024-11-15 15:00:00"
"1000","","","-1","","20","","いざしゅつげきせんしゃばとる","395","395","いざ出撃！戦車バトル！","","2024-11-15 15:00:00"
"1000","","","-1","","20","","れっつおぷすまぐぬむ","396","396","レッツ！『究極錬成』！","","2024-11-15 15:00:00"
"1000","","","-1","","20","","れきせんのなんてきこのちにてかいこうす","397","397","歴戦の難敵、此の地にて邂逅す","","2024-11-15 15:00:00"
"1000","","","-1","","20","","らぶあんどぱにっしゅめんとあくまがとどけるくりすます","398","398","ラブ＆パニッシュメント　悪魔が届けるクリスマス","","2024-12-15 15:00:00"
"1000","","","-1","","20","","ごーすときっどべろりー","399","399","ゴーストキッド・ベロリー","","2024-12-15 15:00:00"
"1500","","","-1","","20","","こよいやどりぎのしたで","400","400","今宵、ヤドリギの下で","","2024-12-15 15:00:00"
"1000","","","-1","","20","","しゅかのしんえん","401","401","朱火の深淵","","2024-12-15 15:00:00"
"1000","","","-1","","20","","ごうりゅうのしんえん","402","402","轟流の深淵","","2024-12-15 15:00:00"
"1000","","","-1","","20","","れっぷうのしんえん","403","403","烈風の深淵","","2024-12-15 15:00:00"
"1000","","","-1","","20","","さんらんのしんえん","404","404","燦爛の深淵","","2024-12-15 15:00:00"
"1000","","","-1","","20","","げんあんのしんえん","405","405","玄闇の深淵","","2024-12-15 15:00:00"
"1000","","","-1","","20","","ふかきふくまのふちへゆく","406","406","深き伏魔の淵へ征く","","2024-12-15 15:00:00"
"1000","","","-1","","20","","げいしゅんじおげへなめどぅーさとそうれいのけんし","407","407","迎春ジオ・ゲヘナ　蛇乙女と双麗の剣士","","2025-1-15 15:00:00"
"1000","","","-1","","20","","じゅばくのだいじゃめどぅしあな","408","408","呪縛の大蛇・メドゥシアナ","","2025-1-15 15:00:00"
"1500","","","-1","","20","","たいにーついんすたーず","409","409","Tiny Twin Stars！！","","2025-1-15 15:00:00"
"1000","","","-1","","20","","しんかんたるえいとうのめいかい","410","410","深閑たる永凍の冥界","","2025-1-15 15:00:00"
"1000","","","-1","","20","","じおにヴるへるのたたかい","411","411","ジオ・ニヴルヘルの戦い","","2025-1-15 15:00:00"
"1000","","","-1","","20","","せいじゃくなるせかいのきょうてき","412","412","静寂なる世界の強敵","","2025-1-15 15:00:00"
"1000","","","2210002","","20","","ヴぁいおれっと","413","413","ヴァイオレット","","2025-1-15 15:00:00"
"1000","","","2210002","","20","","さんまきぞく","414","414","三魔姫属","","2025-1-15 15:00:00"
"1000","","","-1","","20","","だいぶあすとるむななつのねがいとそうせいのざんきょう","415","415","ダイブ・アストルム　七つの願いと創世の残響","","2025-2-28 12:00:00"
"1000","","","-1","","20","","ようこかむらをしげん","416","416","妖狐カムラヲ・始原","","2025-2-28 12:00:00"
"1000","","","-1","","20","","あるふぁれがりあす","417","417","アルファ・レガリアス","","2025-2-28 12:00:00"
"1500","","","-1","","20","","フォスフォラス","418","418","Phosphorus","","2025-2-28 12:00:00"
"1000","","","-1","","20","","あすとるむかいはつろく","419","419","アストルム開発録","","2025-2-28 12:00:00"
"1000","","","-1","","20","","せいじゃくなるせかいをゆく","420","420","静寂なる世界をゆく","","2025-2-28 12:00:00"
"1000","","","2002002","","20","","れじーなげっしゅ","421","421","誓約女君","","2025-2-28 12:00:00"
"1000","","","2009005","","20","","めたもるれぐなんと","422","422","変貌大妃","","2025-2-28 12:00:00"
"1000","","","2005006","","20","","くいーんらびりんす","423","423","迷宮女王","","2025-2-28 12:00:00"
"1000","","","2005004","","20","","かいざーいんさいと","424","424","覇瞳皇帝","","2025-2-28 12:00:00"
"1000","","","2005003","","20","","きんぐりーぷ","425","425","跳躍王","","2025-2-28 12:00:00"
"1000","","","2113007","","20","","ぐれーとがいだんす","426","426","嚮導老君","","2025-2-28 12:00:00"
"1500","","","2013016","","20","","つなぐもの","427","427","つなぐもの","","2025-2-28 12:00:00"
"1000","","","-1","","20","","あんだんてうぃずゆーいのりのうたがひびくとき","428","428","アンダンテ・ウィズ・ユー　祈りの双唱が響く時","","2025-3-31 12:00:00"
"1000","","","-1","","20","","ゆがみねのせいれい","429","429","歪音の精霊","","2025-3-31 12:00:00"
"1500","","","-1","","20","","ほしよみのいのりうた","430","430","星詠みの祈り唄","","2025-3-31 12:00:00"
"1000","","","-1","","20","","こんさーとぽすたー","431","431","コンサートポスター","","2025-3-31 12:00:00"
"1000","","","-1","","20","","ませいじゅうけっせん","432","432","魔星獣決戦","","2025-3-31 12:00:00"
"1000","","","-1","","20","","ちょうこうおとめぎがんてぃっくろーちぇだいしゅつげきらんどそるばくはつよんてんいちびょうまえ","433","433","超鋼乙女ギガンティックローチェ　～大出撃！ランドソル爆発4.1秒前～","","2025-4-30 12:00:00"
"1000","","","-1","","20","","きょこうきじゅうかいぞうげどん","434","434","巨鋼機獣・改造ゲドン","","2025-4-30 12:00:00"
"1500","","","-1","","20","","あいだゆうきだぎがんてぃっくろーちぇ","435","435","AIだ！勇気だ！ギガンティックローチェ","","2025-4-30 12:00:00"
"1000","","","-1","","20","","なぜなにくろーちぇ","436","436","なぜなにクローチェ","","2025-4-30 12:00:00"
"1000","","","-1","","20","","けっしゅうあるけすとわいらいとやみいしゃとふたりのれんきんじゅつし","437","437","結集！　アルケス＆トワイライト　闇医者と二人の錬金術師","","2025-5-31 12:00:00"
"1000","","","-1","","20","","こいするれんぼくほむんほむん","438","438","恋する錬僕・ホムンホムン","","2025-5-31 12:00:00"
"1500","","","-1","","20","","れきめき","439","439","レキメキ！","","2025-5-31 12:00:00"
"1500","","","-1","","20","","れきめきおふどらまばーじょん","440","440","レキメキ！ (off drama ver.)","","2025-5-31 12:00:00"
"1000","","","-1","","20","","あるけみっくりぷれい","441","441","アルケミック・リプレイ","","2025-5-31 12:00:00"
"1000","","","-1","","20","","どれいじょうかのんのかれいなるおりべんじつんでれおぴんくをそえて","442","442","ド令嬢カノンの華麗なるおリベンジ　～ツンデレおピンクを添えて～","","2025-6-30 12:00:00"
"1000","","","-1","","20","","しゃくれいのけんどごぶりんれでぃ","443","443","灼麗の剣奴 ゴブリンレディ","","2025-6-30 12:00:00"
"1500","","","-1","","20","","ばっくとぅーばっく","444","444","Back×Back","","2025-6-30 12:00:00"
"1000","","","-1","","20","","どれいじょうこうせいちゃれんじ","445","445","ド令嬢更生チャレンジ","","2025-6-30 12:00:00"
"1000","","","-1","","20","","さまーどりーむりふれいんすいへいせんのかなたのみち","446","446","サマードリーム・リフレイン　水平線の彼方の旅路","","2025-7-31 12:00:00"
"1000","","","-1","","20","","えりすのしゃどう","447","447","エリスのシャドウ","","2025-7-31 12:00:00"
"1500","","","-1","","20","","しあわせのあじ","448","448","しあわせのあじ","","2025-7-31 12:00:00"
"1000","","","-1","","20","","さまーあねもすさまーくおりあ","449","449","Summer Anemos, Summer Qualia","","2025-8-31 12:00:00"
"1000","","","-1","","20","","ぺんぎゃっちょ","450","450","ペンギャッチョ","","2025-8-31 12:00:00"
"1500","","","-1","","20","","なつのひとひら","451","451","夏のひとひら","","2025-8-31 12:00:00"
"1000","","","-1","","20","","にのんおーおくをつくる","452","452","ニノン、オーオクを作る","","2025-8-31 12:00:00"
"1000","","","-1","","20","","えんどあいうぃるつかみとるこのてで","453","453",", And I Will 掴み取るこの手で","","2025-9-30 12:00:00"
"1000","","","-1","","20","","かいざーいんさいとだっしゅ","454","454","覇瞳皇帝'","","2025-9-30 12:00:00"
"1500","","","-1","","20","","れぞねいとそしてまだみぬあしたへ","455","455","Resonate　～そしてまだ見ぬ明日へ～","","2025-9-30 12:00:00"
"1000","","","-1","","20","","こぴーせかいめもりーずあいらのせかい","456","456","複製世界メモリーズ（アイラの世界）","","2025-9-30 12:00:00"
"1000","","","-1","","20","","こぴーせかいめもりーずしなつのせかい","457","457","複製世界メモリーズ（シナツの世界）","","2025-9-30 12:00:00"
"1000","","","2213099","","20","","ヴぃじょんずえんぷれす","458","458","幻境竜后","","2025-9-30 12:00:00"
"1000","","","2214002","","20","","あるしゃと","459","459","アルシャト","","2025-9-30 12:00:00"
"1000","","","-1","","20","","でもんすのうきしかいせいのめいふりょじょう","460","460","Demon/Snow　起死回生ノ冥府旅情","","2025-10-31 12:00:00"
"1500","","","-1","","20","","そうそうか","461","461","双奏歌","","2025-10-31 12:00:00"
"1000","","","-1","","20","","れんごくのめいたんていすべてがうぇぶになる","462","462","煉獄の名探偵　すべてがＷ（ウェブ）になる","","2025-11-30 12:00:00"
"1500","","","-1","","20","","さいだいきゅうのあいうぉんちゅ","463","463","最大級のあいうぉんちゅ！","","2025-11-30 12:00:00"
