f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4
"6","","1","0","0","1","1","6","0","1021317","1021317047"
"7","","1","0","0","1","1","6","0","1021317","1021317048"
"8","","1","0","0","1","1","6","0","1021317","1021317049"
"9","","1","0","0","1","1","6","0","1021317","1021317050"
"1","","","","","","eat","37","","1021317","1021317051"
"3","","","","","","0","32","","1021317","1021317052"
"6","","","","","","0","32","","1021317","1021317053"
"10","","","","","","1","32","","1021317","1021317054"
"100","","","","","","1","32","","1021317","1021317055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021317","1021317056"
"0","","","","","","0","93","","1021317","1021317057"
"vo_obtent_1021317","","0","","","0","vo_obtent_1021317_02","21","","1021317","1021317058"
"2.8","","","","","","0","93","","1021317","1021317059"
"vo_obtent_1021317","","0","","","0","vo_obtent_1021317_03","21","","1021317","1021317060"
"2.6","","","","","","0","93","","1021317","1021317061"
"2","","","","","","","26","","1021317","1021317062"
"vo_obtent_1021317","","0","","","0","vo_obtent_1021317_04","21","","1021317","1021317063"
"2.5","","","","","","0","93","","1021317","1021317064"
"1021317066","","","","","","","101","","1021317","1021317065"
"10","","","","","","0","32","","1021317","1021317066"
"100","","","","","","0","32","","1021317","1021317067"
"20","","","","","","1","32","","1021317","1021317068"
"200","","","","","","1","32","","1021317","1021317069"
"300","","","","","","1","32","","1021317","1021317070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021317","1021317071"
"0","","","","","","0","22","","1021317","1021317072"
"vo_obtent_1021317","","0","","","0","vo_obtent_1021317_05","21","","1021317","1021317073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021317","1021317074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021317","1021317075"
"3.5","","","","","","0","93","","1021317","1021317076"
"1021317078","","","","","","","101","","1021317","1021317077"
"20","","","","","","break_2","37","","1021317","1021317078"
"200","","","","","","break_2","37","","1021317","1021317079"
"300","","","","","","break_2","37","","1021317","1021317080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021317","1021317081"
"0","","","","","","0","22","","1021317","1021317082"
"vo_obtent_1021317","","0","","","0","vo_obtent_1021317_06","21","","1021317","1021317083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021317","1021317084"
"4","","","","","","0","93","","1021317","1021317085"
"1021317087","","","","","","","101","","1021317","1021317086"
"20","","","","","","break_3","37","","1021317","1021317087"
"200","","","","","","break_3","37","","1021317","1021317088"
"300","","","","","","break_3","37","","1021317","1021317089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021317","1021317090"
"0","","","","","","0","22","","1021317","1021317091"
"vo_obtent_1021317","","0","","","0","vo_obtent_1021317_07","21","","1021317","1021317092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021317","1021317093"
"5","","","","","","0","93","","1021317","1021317094"
"1021317096","","","","","","","101","","1021317","1021317095"
"300","","","","","","break_4","37","","1021317","1021317096"
"21","","","","","","1","32","","1021317","1021317097"
"0.2","","","","","","0","93","","1021317","1021317098"
"0","","","","","","","141","","1021317","1021317099"
"0.1","","","","","","0","93","","1021317","1021317100"
"","","","","","","","92","","1021317","1021317101"
"1021317103","","","","","","","101","","1021317","1021317102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021317","1021317103"
"0","","","","","","0","22","","1021317","1021317104"
"22","","","","","","1","32","","1021317","1021317105"
"0.4","","","","","","0","93","","1021317","1021317106"
"1","","0","","1","0","1","31","1","1021321","1021321001"
"4","","0","","1","0","4","31","1","1021321","1021321002"
"7","","0","","1","0","7","31","1","1021321","1021321003"
"10","","0","","0","0","10","31","1","1021321","1021321004"
"20","","0","","0","0","20","31","1","1021321","1021321005"
"21","","0","","0","0","21","31","1","1021321","1021321006"
"22","","0","","0","0","22","31","1","1021321","1021321007"
"121","","0","","0","0","100","31","1","1021321","1021321008"
"221","","0","","0","0","200","31","1","1021321","1021321009"
"321","","0","","0","0","300","31","1","1021321","1021321010"
"1","empty","27","0","1","0","1","5","-14","1021321","1021321011"
"4","empty","28","0","1","0","2","5","-14","1021321","1021321012"
"4","empty","26","0","1","0","3","5","-14","1021321","1021321013"
"11","empty","25","0","1","0","4","5","-14","1021321","1021321014"
"14","empty","24","0","1","0","5","5","-14","1021321","1021321015"
"11","empty","13","0","1","-10","6","5","-24","1021321","1021321016"
"14","empty","12","0","1","-10","7","5","-24","1021321","1021321017"
"0","empty","29","0","1","0","8","5","-14","1021321","1021321018"
"0","empty","10","0","1","-5","9","5","-19","1021321","1021321019"
"6","","0.46","0","0","0.7","0.55","6","1","1021321","1021321020"
"7","","0.46","0","0","0.7","0.55","6","1","1021321","1021321021"
"9","","0.46","0","0","0.7","0.55","6","1","1021321","1021321022"
"1","","","","","","","141","","1021321","1021321023"
"0","","","","","","","91","","1021321","1021321024"
"0.033","","","","","","0","93","","1021321","1021321025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_violet","23","","1021321","1021321026"
"1","","0","0","0","","vio_cook","3","","1021321","1021321027"
"2","","0","0","0","","vio_cook","3","","1021321","1021321028"
"3","","0","0","0","","vio_end","3","","1021321","1021321029"
"4","","0","0","0","","vio_cook","3","","1021321","1021321030"
"5","","0","0","0","","vio_white","3","","1021321","1021321031"
"6","","0","0","0","","vio_cook","3","","1021321","1021321032"
"7","","0","0","0","","vio_white","3","","1021321","1021321033"
"8","","0","0","0","","vio_cook","3","","1021321","1021321034"
"9","","0","0","0","","vio_cook_w","3","","1021321","1021321035"
"3","","","","","","0","93","","1021321","1021321036"
"vo_obtent_1021321","","0","","","0","vo_obtent_1021321_01","21","","1021321","1021321037"
"2.366","","","","","","0","93","","1021321","1021321038"
"1021321040","","","","","","","101","","1021321","1021321039"
"se_obtent_10213_drama_cook_violet","","","","","","0","24","","1021321","1021321040"
"0","","","","","","0","22","","1021321","1021321041"
"1","","1","0","0","1","1","6","0","1021321","1021321042"
"2","","1","0","0","1","1","6","0","1021321","1021321043"
"3","","1","0","0","1","1","6","0","1021321","1021321044"
"4","","1","0","0","1","1","6","0","1021321","1021321045"
"5","","1","0","0","1","1","6","0","1021321","1021321046"
"6","","1","0","0","1","1","6","0","1021321","1021321047"
"7","","1","0","0","1","1","6","0","1021321","1021321048"
"8","","1","0","0","1","1","6","0","1021321","1021321049"
"9","","1","0","0","1","1","6","0","1021321","1021321050"
"1","","","","","","eat","37","","1021321","1021321051"
"4","","","","","","0","32","","1021321","1021321052"
"7","","","","","","0","32","","1021321","1021321053"
"10","","","","","","1","32","","1021321","1021321054"
"100","","","","","","1","32","","1021321","1021321055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021321","1021321056"
"0","","","","","","0","93","","1021321","1021321057"
"vo_obtent_1021321","","0","","","0","vo_obtent_1021321_02","21","","1021321","1021321058"
"2.8","","","","","","0","93","","1021321","1021321059"
"vo_obtent_1021321","","0","","","0","vo_obtent_1021321_03","21","","1021321","1021321060"
"2.6","","","","","","0","93","","1021321","1021321061"
"2","","","","","","","26","","1021321","1021321062"
"vo_obtent_1021321","","0","","","0","vo_obtent_1021321_04","21","","1021321","1021321063"
"2.5","","","","","","0","93","","1021321","1021321064"
"1021321066","","","","","","","101","","1021321","1021321065"
"10","","","","","","0","32","","1021321","1021321066"
"100","","","","","","0","32","","1021321","1021321067"
"20","","","","","","1","32","","1021321","1021321068"
"200","","","","","","1","32","","1021321","1021321069"
"300","","","","","","1","32","","1021321","1021321070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021321","1021321071"
"0","","","","","","0","22","","1021321","1021321072"
"vo_obtent_1021321","","0","","","0","vo_obtent_1021321_05","21","","1021321","1021321073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021321","1021321074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021321","1021321075"
"3.5","","","","","","0","93","","1021321","1021321076"
"1021321078","","","","","","","101","","1021321","1021321077"
"20","","","","","","break_2","37","","1021321","1021321078"
"200","","","","","","break_2","37","","1021321","1021321079"
"300","","","","","","break_2","37","","1021321","1021321080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021321","1021321081"
"0","","","","","","0","22","","1021321","1021321082"
"vo_obtent_1021321","","0","","","0","vo_obtent_1021321_06","21","","1021321","1021321083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021321","1021321084"
"4","","","","","","0","93","","1021321","1021321085"
"1021321087","","","","","","","101","","1021321","1021321086"
"20","","","","","","break_3","37","","1021321","1021321087"
"200","","","","","","break_3","37","","1021321","1021321088"
"300","","","","","","break_3","37","","1021321","1021321089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021321","1021321090"
"0","","","","","","0","22","","1021321","1021321091"
"vo_obtent_1021321","","0","","","0","vo_obtent_1021321_07","21","","1021321","1021321092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021321","1021321093"
"5","","","","","","0","93","","1021321","1021321094"
"1021321096","","","","","","","101","","1021321","1021321095"
"300","","","","","","break_4","37","","1021321","1021321096"
"21","","","","","","1","32","","1021321","1021321097"
"0.2","","","","","","0","93","","1021321","1021321098"
"0","","","","","","","141","","1021321","1021321099"
"0.1","","","","","","0","93","","1021321","1021321100"
"","","","","","","","92","","1021321","1021321101"
"1021321103","","","","","","","101","","1021321","1021321102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021321","1021321103"
"0","","","","","","0","22","","1021321","1021321104"
"22","","","","","","1","32","","1021321","1021321105"
"0.4","","","","","","0","93","","1021321","1021321106"
"1","","0","","1","0","1","31","1","1021322","1021322001"
"4","","0","","1","0","4","31","1","1021322","1021322002"
"7","","0","","1","0","7","31","1","1021322","1021322003"
"10","","0","","0","0","10","31","1","1021322","1021322004"
"20","","0","","0","0","20","31","1","1021322","1021322005"
"21","","0","","0","0","21","31","1","1021322","1021322006"
"22","","0","","0","0","22","31","1","1021322","1021322007"
"122","","0","","0","0","100","31","1","1021322","1021322008"
"222","","0","","0","0","200","31","1","1021322","1021322009"
"322","","0","","0","0","300","31","1","1021322","1021322010"
"1","empty","27","0","1","0","1","5","-14","1021322","1021322011"
"4","empty","28","0","1","0","2","5","-14","1021322","1021322012"
"4","empty","26","0","1","0","3","5","-14","1021322","1021322013"
"11","empty","25","0","1","0","4","5","-14","1021322","1021322014"
"14","empty","24","0","1","0","5","5","-14","1021322","1021322015"
"11","empty","13","0","1","-10","6","5","-24","1021322","1021322016"
"14","empty","12","0","1","-10","7","5","-24","1021322","1021322017"
"0","empty","29","0","1","0","8","5","-14","1021322","1021322018"
"0","empty","10","0","1","-5","9","5","-19","1021322","1021322019"
"6","","0.46","0","0","0.7","0.55","6","1","1021322","1021322020"
"7","","0.46","0","0","0.7","0.55","6","1","1021322","1021322021"
"9","","0.46","0","0","0.7","0.55","6","1","1021322","1021322022"
"1","","","","","","","141","","1021322","1021322023"
"0","","","","","","","91","","1021322","1021322024"
"0.033","","","","","","0","93","","1021322","1021322025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_violet","23","","1021322","1021322026"
"1","","0","0","0","","vio_cook","3","","1021322","1021322027"
"2","","0","0","0","","vio_cook","3","","1021322","1021322028"
"3","","0","0","0","","vio_end","3","","1021322","1021322029"
"4","","0","0","0","","vio_cook","3","","1021322","1021322030"
"5","","0","0","0","","vio_white","3","","1021322","1021322031"
"6","","0","0","0","","vio_cook","3","","1021322","1021322032"
"7","","0","0","0","","vio_white","3","","1021322","1021322033"
"8","","0","0","0","","vio_cook","3","","1021322","1021322034"
"9","","0","0","0","","vio_cook_w","3","","1021322","1021322035"
"3","","","","","","0","93","","1021322","1021322036"
"vo_obtent_1021322","","0","","","0","vo_obtent_1021322_01","21","","1021322","1021322037"
"2.366","","","","","","0","93","","1021322","1021322038"
"1021322040","","","","","","","101","","1021322","1021322039"
"se_obtent_10213_drama_cook_violet","","","","","","0","24","","1021322","1021322040"
"0","","","","","","0","22","","1021322","1021322041"
"1","","1","0","0","1","1","6","0","1021322","1021322042"
"2","","1","0","0","1","1","6","0","1021322","1021322043"
"3","","1","0","0","1","1","6","0","1021322","1021322044"
"4","","1","0","0","1","1","6","0","1021322","1021322045"
"5","","1","0","0","1","1","6","0","1021322","1021322046"
"6","","1","0","0","1","1","6","0","1021322","1021322047"
"7","","1","0","0","1","1","6","0","1021322","1021322048"
"8","","1","0","0","1","1","6","0","1021322","1021322049"
"9","","1","0","0","1","1","6","0","1021322","1021322050"
"1","","","","","","eat","37","","1021322","1021322051"
"4","","","","","","0","32","","1021322","1021322052"
"7","","","","","","0","32","","1021322","1021322053"
"10","","","","","","1","32","","1021322","1021322054"
"100","","","","","","1","32","","1021322","1021322055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021322","1021322056"
"0","","","","","","0","93","","1021322","1021322057"
"vo_obtent_1021322","","0","","","0","vo_obtent_1021322_02","21","","1021322","1021322058"
"2.8","","","","","","0","93","","1021322","1021322059"
"vo_obtent_1021322","","0","","","0","vo_obtent_1021322_03","21","","1021322","1021322060"
"2.6","","","","","","0","93","","1021322","1021322061"
"2","","","","","","","26","","1021322","1021322062"
"vo_obtent_1021322","","0","","","0","vo_obtent_1021322_04","21","","1021322","1021322063"
"2.5","","","","","","0","93","","1021322","1021322064"
"1021322066","","","","","","","101","","1021322","1021322065"
"10","","","","","","0","32","","1021322","1021322066"
"100","","","","","","0","32","","1021322","1021322067"
"20","","","","","","1","32","","1021322","1021322068"
"200","","","","","","1","32","","1021322","1021322069"
"300","","","","","","1","32","","1021322","1021322070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021322","1021322071"
"0","","","","","","0","22","","1021322","1021322072"
"vo_obtent_1021322","","0","","","0","vo_obtent_1021322_05","21","","1021322","1021322073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021322","1021322074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021322","1021322075"
"3.5","","","","","","0","93","","1021322","1021322076"
"1021322078","","","","","","","101","","1021322","1021322077"
"20","","","","","","break_2","37","","1021322","1021322078"
"200","","","","","","break_2","37","","1021322","1021322079"
"300","","","","","","break_2","37","","1021322","1021322080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021322","1021322081"
"0","","","","","","0","22","","1021322","1021322082"
"vo_obtent_1021322","","0","","","0","vo_obtent_1021322_06","21","","1021322","1021322083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021322","1021322084"
"4","","","","","","0","93","","1021322","1021322085"
"1021322087","","","","","","","101","","1021322","1021322086"
"20","","","","","","break_3","37","","1021322","1021322087"
"200","","","","","","break_3","37","","1021322","1021322088"
"300","","","","","","break_3","37","","1021322","1021322089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021322","1021322090"
"0","","","","","","0","22","","1021322","1021322091"
"vo_obtent_1021322","","0","","","0","vo_obtent_1021322_07","21","","1021322","1021322092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021322","1021322093"
"5","","","","","","0","93","","1021322","1021322094"
"1021322096","","","","","","","101","","1021322","1021322095"
"300","","","","","","break_4","37","","1021322","1021322096"
"21","","","","","","1","32","","1021322","1021322097"
"0.2","","","","","","0","93","","1021322","1021322098"
"0","","","","","","","141","","1021322","1021322099"
"0.1","","","","","","0","93","","1021322","1021322100"
"","","","","","","","92","","1021322","1021322101"
"1021322103","","","","","","","101","","1021322","1021322102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021322","1021322103"
"0","","","","","","0","22","","1021322","1021322104"
"22","","","","","","1","32","","1021322","1021322105"
"0.4","","","","","","0","93","","1021322","1021322106"
"1","","0","","1","0","1","31","1","1021323","1021323001"
"4","","0","","1","0","4","31","1","1021323","1021323002"
"7","","0","","1","0","7","31","1","1021323","1021323003"
"10","","0","","0","0","10","31","1","1021323","1021323004"
"20","","0","","0","0","20","31","1","1021323","1021323005"
"21","","0","","0","0","21","31","1","1021323","1021323006"
"22","","0","","0","0","22","31","1","1021323","1021323007"
"123","","0","","0","0","100","31","1","1021323","1021323008"
"223","","0","","0","0","200","31","1","1021323","1021323009"
"323","","0","","0","0","300","31","1","1021323","1021323010"
"1","empty","27","0","1","0","1","5","-14","1021323","1021323011"
"4","empty","28","0","1","0","2","5","-14","1021323","1021323012"
"4","empty","26","0","1","0","3","5","-14","1021323","1021323013"
"11","empty","25","0","1","0","4","5","-14","1021323","1021323014"
"14","empty","24","0","1","0","5","5","-14","1021323","1021323015"
"11","empty","13","0","1","-10","6","5","-24","1021323","1021323016"
"14","empty","12","0","1","-10","7","5","-24","1021323","1021323017"
"0","empty","29","0","1","0","8","5","-14","1021323","1021323018"
"0","empty","10","0","1","-5","9","5","-19","1021323","1021323019"
"6","","0.46","0","0","0.7","0.55","6","1","1021323","1021323020"
"7","","0.46","0","0","0.7","0.55","6","1","1021323","1021323021"
"9","","0.46","0","0","0.7","0.55","6","1","1021323","1021323022"
"1","","","","","","","141","","1021323","1021323023"
"0","","","","","","","91","","1021323","1021323024"
"0.033","","","","","","0","93","","1021323","1021323025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_violet","23","","1021323","1021323026"
"1","","0","0","0","","vio_cook","3","","1021323","1021323027"
"2","","0","0","0","","vio_cook","3","","1021323","1021323028"
"3","","0","0","0","","vio_end","3","","1021323","1021323029"
"4","","0","0","0","","vio_cook","3","","1021323","1021323030"
"5","","0","0","0","","vio_white","3","","1021323","1021323031"
"6","","0","0","0","","vio_cook","3","","1021323","1021323032"
"7","","0","0","0","","vio_white","3","","1021323","1021323033"
"8","","0","0","0","","vio_cook","3","","1021323","1021323034"
"9","","0","0","0","","vio_cook_w","3","","1021323","1021323035"
"3","","","","","","0","93","","1021323","1021323036"
"vo_obtent_1021323","","0","","","0","vo_obtent_1021323_01","21","","1021323","1021323037"
"2.366","","","","","","0","93","","1021323","1021323038"
"1021323040","","","","","","","101","","1021323","1021323039"
"se_obtent_10213_drama_cook_violet","","","","","","0","24","","1021323","1021323040"
"0","","","","","","0","22","","1021323","1021323041"
"1","","1","0","0","1","1","6","0","1021323","1021323042"
"2","","1","0","0","1","1","6","0","1021323","1021323043"
"3","","1","0","0","1","1","6","0","1021323","1021323044"
"4","","1","0","0","1","1","6","0","1021323","1021323045"
"5","","1","0","0","1","1","6","0","1021323","1021323046"
"6","","1","0","0","1","1","6","0","1021323","1021323047"
"7","","1","0","0","1","1","6","0","1021323","1021323048"
"8","","1","0","0","1","1","6","0","1021323","1021323049"
"9","","1","0","0","1","1","6","0","1021323","1021323050"
"1","","","","","","eat","37","","1021323","1021323051"
"4","","","","","","0","32","","1021323","1021323052"
"7","","","","","","0","32","","1021323","1021323053"
"10","","","","","","1","32","","1021323","1021323054"
"100","","","","","","1","32","","1021323","1021323055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021323","1021323056"
"0","","","","","","0","93","","1021323","1021323057"
"vo_obtent_1021323","","0","","","0","vo_obtent_1021323_02","21","","1021323","1021323058"
"2.8","","","","","","0","93","","1021323","1021323059"
"vo_obtent_1021323","","0","","","0","vo_obtent_1021323_03","21","","1021323","1021323060"
"2.6","","","","","","0","93","","1021323","1021323061"
"2","","","","","","","26","","1021323","1021323062"
"vo_obtent_1021323","","0","","","0","vo_obtent_1021323_04","21","","1021323","1021323063"
"2.5","","","","","","0","93","","1021323","1021323064"
"1021323066","","","","","","","101","","1021323","1021323065"
"10","","","","","","0","32","","1021323","1021323066"
"100","","","","","","0","32","","1021323","1021323067"
"20","","","","","","1","32","","1021323","1021323068"
"200","","","","","","1","32","","1021323","1021323069"
"300","","","","","","1","32","","1021323","1021323070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021323","1021323071"
"0","","","","","","0","22","","1021323","1021323072"
"vo_obtent_1021323","","0","","","0","vo_obtent_1021323_05","21","","1021323","1021323073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021323","1021323074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021323","1021323075"
"3.5","","","","","","0","93","","1021323","1021323076"
"1021323078","","","","","","","101","","1021323","1021323077"
"20","","","","","","break_2","37","","1021323","1021323078"
"200","","","","","","break_2","37","","1021323","1021323079"
"300","","","","","","break_2","37","","1021323","1021323080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021323","1021323081"
"0","","","","","","0","22","","1021323","1021323082"
"vo_obtent_1021323","","0","","","0","vo_obtent_1021323_06","21","","1021323","1021323083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021323","1021323084"
"4","","","","","","0","93","","1021323","1021323085"
"1021323087","","","","","","","101","","1021323","1021323086"
"20","","","","","","break_3","37","","1021323","1021323087"
"200","","","","","","break_3","37","","1021323","1021323088"
"300","","","","","","break_3","37","","1021323","1021323089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021323","1021323090"
"0","","","","","","0","22","","1021323","1021323091"
"vo_obtent_1021323","","0","","","0","vo_obtent_1021323_07","21","","1021323","1021323092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021323","1021323093"
"5","","","","","","0","93","","1021323","1021323094"
"1021323096","","","","","","","101","","1021323","1021323095"
"300","","","","","","break_4","37","","1021323","1021323096"
"21","","","","","","1","32","","1021323","1021323097"
"0.2","","","","","","0","93","","1021323","1021323098"
"0","","","","","","","141","","1021323","1021323099"
"0.1","","","","","","0","93","","1021323","1021323100"
"","","","","","","","92","","1021323","1021323101"
"1021323103","","","","","","","101","","1021323","1021323102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021323","1021323103"
"0","","","","","","0","22","","1021323","1021323104"
"22","","","","","","1","32","","1021323","1021323105"
"0.4","","","","","","0","93","","1021323","1021323106"
"1","","0","","1","0","1","31","1","1021324","1021324001"
"4","","0","","1","0","4","31","1","1021324","1021324002"
"7","","0","","1","0","7","31","1","1021324","1021324003"
"10","","0","","0","0","10","31","1","1021324","1021324004"
"20","","0","","0","0","20","31","1","1021324","1021324005"
"21","","0","","0","0","21","31","1","1021324","1021324006"
"22","","0","","0","0","22","31","1","1021324","1021324007"
"124","","0","","0","0","100","31","1","1021324","1021324008"
"224","","0","","0","0","200","31","1","1021324","1021324009"
"324","","0","","0","0","300","31","1","1021324","1021324010"
"1","empty","27","0","1","0","1","5","-14","1021324","1021324011"
"4","empty","28","0","1","0","2","5","-14","1021324","1021324012"
"4","empty","26","0","1","0","3","5","-14","1021324","1021324013"
"11","empty","25","0","1","0","4","5","-14","1021324","1021324014"
"14","empty","24","0","1","0","5","5","-14","1021324","1021324015"
"11","empty","13","0","1","-10","6","5","-24","1021324","1021324016"
"14","empty","12","0","1","-10","7","5","-24","1021324","1021324017"
"0","empty","29","0","1","0","8","5","-14","1021324","1021324018"
"0","empty","10","0","1","-5","9","5","-19","1021324","1021324019"
"6","","0.46","0","0","0.7","0.55","6","1","1021324","1021324020"
"7","","0.46","0","0","0.7","0.55","6","1","1021324","1021324021"
"9","","0.46","0","0","0.7","0.55","6","1","1021324","1021324022"
"1","","","","","","","141","","1021324","1021324023"
"0","","","","","","","91","","1021324","1021324024"
"0.033","","","","","","0","93","","1021324","1021324025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_violet","23","","1021324","1021324026"
"1","","0","0","0","","vio_cook","3","","1021324","1021324027"
"2","","0","0","0","","vio_cook","3","","1021324","1021324028"
"3","","0","0","0","","vio_end","3","","1021324","1021324029"
"4","","0","0","0","","vio_cook","3","","1021324","1021324030"
"5","","0","0","0","","vio_white","3","","1021324","1021324031"
"6","","0","0","0","","vio_cook","3","","1021324","1021324032"
"7","","0","0","0","","vio_white","3","","1021324","1021324033"
"8","","0","0","0","","vio_cook","3","","1021324","1021324034"
"9","","0","0","0","","vio_cook_w","3","","1021324","1021324035"
"3","","","","","","0","93","","1021324","1021324036"
"vo_obtent_1021324","","0","","","0","vo_obtent_1021324_01","21","","1021324","1021324037"
"2.366","","","","","","0","93","","1021324","1021324038"
"1021324040","","","","","","","101","","1021324","1021324039"
"se_obtent_10213_drama_cook_violet","","","","","","0","24","","1021324","1021324040"
"0","","","","","","0","22","","1021324","1021324041"
"1","","1","0","0","1","1","6","0","1021324","1021324042"
"2","","1","0","0","1","1","6","0","1021324","1021324043"
"3","","1","0","0","1","1","6","0","1021324","1021324044"
"4","","1","0","0","1","1","6","0","1021324","1021324045"
"5","","1","0","0","1","1","6","0","1021324","1021324046"
"6","","1","0","0","1","1","6","0","1021324","1021324047"
"7","","1","0","0","1","1","6","0","1021324","1021324048"
"8","","1","0","0","1","1","6","0","1021324","1021324049"
"9","","1","0","0","1","1","6","0","1021324","1021324050"
"1","","","","","","eat","37","","1021324","1021324051"
"4","","","","","","0","32","","1021324","1021324052"
"7","","","","","","0","32","","1021324","1021324053"
"10","","","","","","1","32","","1021324","1021324054"
"100","","","","","","1","32","","1021324","1021324055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021324","1021324056"
"0","","","","","","0","93","","1021324","1021324057"
"vo_obtent_1021324","","0","","","0","vo_obtent_1021324_02","21","","1021324","1021324058"
"2.8","","","","","","0","93","","1021324","1021324059"
"vo_obtent_1021324","","0","","","0","vo_obtent_1021324_03","21","","1021324","1021324060"
"2.6","","","","","","0","93","","1021324","1021324061"
"2","","","","","","","26","","1021324","1021324062"
"vo_obtent_1021324","","0","","","0","vo_obtent_1021324_04","21","","1021324","1021324063"
"2.5","","","","","","0","93","","1021324","1021324064"
"1021324066","","","","","","","101","","1021324","1021324065"
"10","","","","","","0","32","","1021324","1021324066"
"100","","","","","","0","32","","1021324","1021324067"
"20","","","","","","1","32","","1021324","1021324068"
"200","","","","","","1","32","","1021324","1021324069"
"300","","","","","","1","32","","1021324","1021324070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021324","1021324071"
"0","","","","","","0","22","","1021324","1021324072"
"vo_obtent_1021324","","0","","","0","vo_obtent_1021324_05","21","","1021324","1021324073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021324","1021324074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021324","1021324075"
"3.5","","","","","","0","93","","1021324","1021324076"
"1021324078","","","","","","","101","","1021324","1021324077"
"20","","","","","","break_2","37","","1021324","1021324078"
"200","","","","","","break_2","37","","1021324","1021324079"
"300","","","","","","break_2","37","","1021324","1021324080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021324","1021324081"
"0","","","","","","0","22","","1021324","1021324082"
"vo_obtent_1021324","","0","","","0","vo_obtent_1021324_06","21","","1021324","1021324083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021324","1021324084"
"4","","","","","","0","93","","1021324","1021324085"
"1021324087","","","","","","","101","","1021324","1021324086"
"20","","","","","","break_3","37","","1021324","1021324087"
"200","","","","","","break_3","37","","1021324","1021324088"
"300","","","","","","break_3","37","","1021324","1021324089"
