80217f8dd7f0790a0e737b631f06817b553c00cf93ddb261b406631c378e7c22,f2df6e411b205621ada61781ccd5b4f1b4793e2f97ef58b59c0fd9311ea63678,fc9bad8b12f1457c2e2aeb7785149acb73c37cad3e5c32f24465dfba27195572,ffeb60de9453ac41206c30ea90bcfb5ab5a8cf5b71dacea80326236e0a5ee4a4,bb52a01f1f10fc350efbdb0b19542932b02de0a606a300a3f70f4587bf57464d,f59e4e11e5c45496a57f58d23bee5a69060381b845cce3a325a1989a1fd27a0f,7babb46d42bc1f2b89b978ca60c3d2d3f320269907a0b0b128acb1fc30d60ba2,7cb42a0e48504e009a2cc6eccb99303c805247fddcb8a63fa0ce029876e36bd3,330fd01773fddd395a6b999705d660b9a4ad0684d87a4ef5b49d990a03e50ecf,0718ba1b2d7d81b8c8c08e844fca0b916c85888503ae8302279aeb08feafff17
"イモカン","1","カボチャカン","ナスカン","0","0","2530004","0","0","ニンジンカン"
"天王","1","天心","天元","0","0","2530005","0","0","天命"
"はんぺん","1","ちくわぶ","かまぼこ","0","0","2530006","0","0","ねりもの"
"クレーンブラッド","1","カナリーブラッド","ピジョンブラッド","0","0","2530009","0","0","ストークブラッド"
"テールノート","1","ボトムノート","トップノート","0","0","2530010","0","0","イニシャルノート"
"ブレーン","1","クレーン","トレーン","0","0","2530012","0","0","ハレーン"
"お刺身","1","ご飯","お吸い物","0","0","2530013","0","0","お漬物"
"ツァイガルニク効果","1","ダニング＝クルーガー効果","ピグマリオン効果","0","0","2530014","0","0","バーナム効果"
"PK値","1","PQ値","PA値","0","0","2530016","0","0","PS値"
"インフォームド・リタイア","1","インフォームド・ラチェット","インフォームド・コンセント","0","0","2530018","0","0","インフォームド・クライアント"
"湯の草","1","湯の茎","湯の花","0","0","2530020","0","0","湯の実"
"トランク","1","ハンドル","ボンネット","0","0","2530021","0","0","ワイパー"
"6九","1","7九","5九","0","0","2530022","0","0","4九"
"324","1","256","361","0","0","2530023","0","0","289"
"52枚","1","108枚","48枚","0","0","2530024","0","0","72枚"
"1月","1","5月","11月","0","0","2530025","0","0","9月"
"鼻","1","目","舌","0","0","2530028","0","0","耳"
"青口","1","白口","赤口","0","0","2530030","0","0","黒口"
"鮪尺","1","鯵尺","鯨尺","0","0","2530032","0","0","鱒尺"
"パタンナー","1","ガンナー","ランナー","0","0","2530033","0","0","サマナー"
"欄間","1","上棟","長押","0","0","2530034","0","0","三和土"
"ブリリアントカット","1","マーキーズカット","トリリアントカット","0","0","2530035","0","0","オーバルカット"
"赤一色","1","黒一色","緑一色","0","0","2530036","0","0","白一色"
"はり","1","しき","けた","0","0","2530037","0","0","かり"
"エメラルド","1","タンザナイト","ダイヤモンド","0","0","2530039","0","0","オパール"
"五全","1","五花","五光","0","0","2530041","0","0","五星"
"歯槽膿漏","1","口内炎","虫歯","0","0","2530042","0","0","歯肉炎"
"倒木","1","枕木","撞木","0","0","2530043","0","0","片棒"
"臨書","1","草書","自運","0","0","2530044","0","0","己運"
"熊","1","羆","能","0","0","2530046","0","0","態"
"ppp","1","pmp","ppm","0","0","2530047","0","0","amp"
"タルト","1","ワッフル","ウェハー","0","0","2530048","0","0","ガム"
"C3","1","C2","C4","0","0","2530049","0","0","C5"
"66","1","77","88","0","0","2530050","0","0","99"
"36","1","56","52","0","0","2530052","0","0","88"
"メゾバス","1","メゾテノール","バリトン","0","0","2530053","0","0","アルト"
"羽織","1","座布団","扇子","0","0","2530054","0","0","手ぬぐい"
"チップイン","1","スローイン","タックイン","0","0","2530056","0","0","ゴーイン"
"100人","1","3人","10人","0","0","2530058","0","0","20人"
"アレキサンダー暗号","1","カール暗号","シーザー暗号","0","0","2530059","0","0","ミモザ暗号"
"モルモット","1","ペリドット","ベルベット","0","0","2530060","0","0","ベルモット"
"パンプス","1","ミュール","ウェッジソール","0","0","2530061","0","0","ブーティー"
"朝になって","1","朝が来て","朝に変わって","0","0","2531001","0","0","朝がまた来て"
"光","1","おひさま","陽射し","0","0","2531002","0","0","太陽"
"ラフレシアマンドラゴラ","1","エルダークラウド","ラットン","0","0","2531003","0","0","ドリルモール"
"セオリー","1","スパイラル","クリティカル","0","0","2531004","0","0","ミスティ"
"ポーチ","1","ラバーストラップ","マグカップ","0","0","2531005","0","0","アクリルスタンド"
"パック","1","キック","ノック","0","0","2610002","0","0","ラック"
"ペサパッロ","1","ハイアライ","クリケット","0","0","2610003","0","0","フィーエルヤッペン"
"ギャラリー","1","キャラメル","キャディー","0","0","2610004","0","0","キャンパス"
"警備員","1","審判","地面の整備","0","0","2610005","0","0","球拾い"
"ハズレ","1","ツカミ","アタリ","0","0","2610007","0","0","ガブリ"
"魚影","1","魚群","魚拓","0","0","2610008","0","0","魚尾"
"ツバメ","1","カラス","ハト","0","0","2610009","0","0","スズメ"
"バック","1","フロント","ホーム","0","0","2610010","0","0","ヒット"
"5カウント","1","7カウント","3カウント","0","0","2610012","0","0","10カウント"
"扇子","1","拍子木","軍配","0","0","2610013","0","0","笛"
"9人","1","5人","11人","0","0","2610015","0","0","3人"
"ヒット","1","パンチ","アウト","0","0","2610016","0","0","ビンゴ"
"アレー","1","カレー","ボレー","0","0","2610017","0","0","マレー"
"11人","1","9人","5人","0","0","2610018","0","0","3人"
"ブレイクタイム","1","小休止","タイムアウト","0","0","2610019","0","0","レスト"
"バスケットボール","1","バレーボール","サッカー","0","0","2610021","0","0","野球"
"ボートレース","1","アイスホッケー","カーリング","0","0","2610023","0","0","ボブスレー"
"ラグビー","1","サッカー","アメリカンフットボール","0","0","2610025","0","0","バスケットボール"
"ブランコ","1","シーソー","鉄棒","0","0","2610027","0","0","ジャングルジム"
"からす跳び","1","とんび跳び","はやぶさ跳び","0","0","2610029","0","0","わし跳び"
"剣道","1","ボクシング","柔道","0","0","2610030","0","0","アマチュアレスリング"
"ブリッジ","1","ダム","トンネル","0","0","2610032","0","0","ビルディング"
"試合に臨む","1","両者の実力が近い","勝負に負ける","0","0","2610033","0","0","ちゃんこがおいしい"
"ゴルフ","1","サッカー","野球","0","0","2610034","0","0","バスケットボール"
"アルミホイルタイム","1","テーブルクロスタイム","ラップタイム","0","0","2610035","0","0","エプロンタイム"
"2位","1","4位","3位","0","0","2610036","0","0","1位"
"バタフライ","1","クロール","背泳ぎ","0","0","2610037","0","0","平泳ぎ"
"サッカー","1","バスケットボール","ゴルフ","0","0","2610039","0","0","バレーボール"
"一塁手","1","二塁手","本塁手","0","0","2610040","0","0","三塁手"
"バンカー","1","ファウル","ガター","0","0","2610041","0","0","アウト"
"リットル","1","マッスル","ピッケル","0","0","2610042","0","0","コッヘル"
"投手","1","内野手","捕手","0","0","2610043","0","0","外野手"
"ハチ","1","ナナ","キュー","0","0","2610044","0","0","ジュー"
"スライ","1","フライ","トライ","0","0","2610046","0","0","オーライ"
"サービスショット","1","サービスアタック","サービスエース","0","0","2610047","0","0","サービスボール"
"胴","1","小手","面","0","0","2610048","0","0","頭突き"
"コップ","1","タオル","たすき","0","0","2610050","0","0","バケツ"
"ポーク","1","ポスト","ポール","0","0","2610051","0","0","オベリスク"
"ミスターストップ","1","バスストップ","ドクターストップ","0","0","2610052","0","0","ワンストップ"
"レッド","1","ブルー","グリーン","0","0","2610053","0","0","ブラウン"
"オフサイド","1","レッドカード","ノーサイド","0","0","2610054","0","0","コーナーキック"
"スパイク","1","アタック","レシーブ","0","0","2610055","0","0","ブロック"
"バスケットボール","1","卓球","野球","0","0","2610057","0","0","テニス"
"シングルドリブル","1","トリプルドリブル","ダブルドリブル","0","0","2610058","0","0","ゼロドリブル"
"ソフトボール","1","バスケットボール","ラグビー","0","0","2610059","0","0","サッカー"
"リマ（シンデレラ）","1","タマキ（作業服）","ツムギ（サマー）","0","0","2611001","0","0","ユイ（ニューイヤー）"
"イオ（ノワール）","1","カスミ（マジカル）","シオリ（マジカル）","0","0","2611002","0","0","クウカ（ノワール）"
"スピード","1","スタミナ","パワー","0","0","2611003","0","0","ガッツ"
"ジェネラルホーン","1","アンチビースト","エルダータイラント","0","0","2611004","0","0","マダムエレクトラ"
"スキル1","1","位置付け","ユニオンバースト","0","0","2611005","0","0","EXスキル"
"1本","1","2本","3本","0","0","2620002","0","0","4本"
"スペシャルジャンプ","1","ウルトラ滑降","スーパー大回転","0","0","2620003","0","0","ハイパーモーグル"
"ツルツルしている","1","トゲトゲしている","デコボコしている","0","0","2620005","0","0","ネバネバしている"
"7球","1","6球","5球","0","0","2620006","0","0","4球"
"ビリヤード","1","ダーツ","ボウリング","0","0","2620007","0","0","卓球"
"リスト","1","ラスト","ピスト","0","0","2620008","0","0","マスト"
"マッチロール","1","スチロール","ベリーロール","0","0","2620010","0","0","スプロール"
"10秒","1","5秒","20秒","0","0","2620011","0","0","60秒"
"平泳ぎ","1","背泳ぎ","自由形","0","0","2620012","0","0","バタフライ"
"205センチ","1","255センチ","305センチ","0","0","2620013","0","0","355センチ"
"2枚","1","3枚","4枚","0","0","2620014","0","0","6枚"
"10個","1","7個","8個","0","0","2620015","0","0","6個"
"リベロ","1","スイーパー","ボランチ","0","0","2620016","0","0","ウイング"
"15分","1","30分","20分","0","0","2620017","0","0","45分"
"親指","1","小指","手のひら","0","0","2620018","0","0","手の甲"
"あじ折り","1","さけ折り","さば折り","0","0","2620022","0","0","まぐろ折り"
"選択権確定","1","指名権確定","交渉権確定","0","0","2620024","0","0","契約権確定"
"ボーリング","1","イカリング","カーリング","0","0","2620025","0","0","スパッタリング"
"クローズ戦","1","イベント戦","オープン戦","0","0","2620026","0","0","オールスター戦"
"タッチアウト","1","タッチラン","タッチアップ","0","0","2620028","0","0","タッチラップ"
"4番打者","1","1番打者","先発投手","0","0","2620029","0","0","捕手"
"20回","1","22回","21回","0","0","2620030","0","0","23回"
"ポロ","1","ラクロス","アイスホッケー","0","0","2620031","0","0","クリケット"
"サークル","1","ブリッジ","アーチ","0","0","2620032","0","0","お湯"
"バーディ","1","ボギー","イーグル","0","0","2620033","0","0","ダブルボギー"
"リフティング","1","ラフティング","パドリング","0","0","2620034","0","0","ピーリング"
"12点","1","8点","9点","0","0","2620035","0","0","6点"
"30台","1","50台","10台","0","0","2620036","0","0","110台"
"0個","1","1個","決まっていない","0","0","2620038","0","0","2個"
"肩たたき","1","肩落とし","肩すかし","0","0","2620040","0","0","肩ぐるま"
"ダメージボックス","1","ファールボックス","ペナルティボックス","0","0","2620041","0","0","フェイスオフボックス"
"闘牛","1","サンボ","ロデオ","0","0","2620042","0","0","マタドール"
"スクリーン","1","スティール","リバウンド","0","0","2620044","0","0","インターセプト"
"オープンショット","1","スナップショット","ブレイクショット","0","0","2620045","0","0","タイガーショット"
"ストリップ","1","スリップオン","スプリット","0","0","2620046","0","0","スープレックス"
"棒高跳","1","三段跳","走幅跳","0","0","2620048","0","0","走高跳"
"中距離走","1","長距離走","短距離走","0","0","2620049","0","0","駅伝"
"ダンス","1","ワルツ","スキップ","0","0","2620050","0","0","ディスコ"
"綾跳び","1","二重跳び","交差跳び","0","0","2620051","0","0","駆け足跳び"
"421.95km","1","4219.5km","42.195km","0","0","2620054","0","0","4.2195km"
"ホームラン","1","バント","ファール","0","0","2620057","0","0","フライ"
"最優秀ゴルファー","1","池ポチャ","ホールインワン","0","0","2620058","0","0","バンカー"
"ダメ元技","1","一か八か技","捨て身技","0","0","2620059","0","0","逆転技"
"チャレンジマッチ","1","プレマッチ","テストマッチ","0","0","2620060","0","0","リハーサルマッチ"
"ダーツ","1","ボウリング","ビリヤード","0","0","2620061","0","0","卓球"
"しりとり","1","じゃんけん","ラップバトル","0","0","2621001","0","0","なぞなぞ"
"オーバーレイ","1","デストラクション","インジェクション","0","0","2621002","0","0","エレベーション"
"ネプテリオン","1","島クジラ","グレートトゥンヌス","0","0","2621003","0","0","テンタパス"
"ナンバーズアヴァロン","1","ブルートゥスアヴァロン","アルティマスアヴァロン","0","0","2621004","0","0","デュアリティアヴァロン"
"超全力全開☆プリンセスストライク","1","アビスエンドバースト","ディバインレイン","0","0","2621005","0","0","オーロラ・サンクチュアリ"
"ファウル","1","本塁打","二塁打","0","0","2630001","0","0","アウト"
"80センチメートル","1","90センチメートル","70センチメートル","0","0","2630002","0","0","100センチメートル"
"ムシャ","1","バシャ","ラシャ","0","0","2630004","0","0","シシャ"
"アッパー","1","キドニー","クリンチ","0","0","2630006","0","0","テンプル"
"足の動きを際立たせるため","1","気合が入るため","盗まれないように","0","0","2630007","0","0","安く作れるため"
"外魚","1","本命外","外道","0","0","2630008","0","0","狙外"
"やがけ","1","よがけ","ゆがけ","0","0","2630009","0","0","むがけ"
"エラシコ","1","ティキタカ","ラボーナ","0","0","2630010","0","0","シャペウ"
"青","1","赤","黄","0","0","2630011","0","0","黒"
"15階級","1","16階級","17階級","0","0","2630012","0","0","18階級"
"クローズフレーム","1","ロストフレーム","オープンフレーム","0","0","2630013","0","0","メガネフレーム"
"12枚","1","8枚","16枚","0","0","2630014","0","0","20枚"
"30mm","1","50mm","40mm","0","0","2630015","0","0","60mm"
"30cm","1","60cm","45cm","0","0","2630016","0","0","75cm"
"15.72メートル","1","31.72メートル","23.72メートル","0","0","2630017","0","0","38.72メートル"
"赤と青","1","赤と黒","赤と白","0","0","2630019","0","0","白と黒"
"シャウト","1","チュート","キャント","0","0","2630021","0","0","チャント"
"グリセード","1","トレッキング","ビバーク","0","0","2630022","0","0","リペリング"
"8人","1","10人","9人","0","0","2630025","0","0","7人"
"コーナーキック","1","ゴールキック","スローイン","0","0","2630026","0","0","ペナルティーキック"
"行事","1","お客さん","横綱","0","0","2630027","0","0","控え力士"
"オンショア","1","インショア","オフショア","0","0","2630028","0","0","アウトショア"
"バスラー","1","バスカー","バスター","0","0","2630029","0","0","バスサー"
"白","1","黒","赤","0","0","2630030","0","0","茶"
"跳馬","1","床","段違い平行棒","0","0","2630031","0","0","平均台"
"面取り","1","舵取り","乱取り","0","0","2630035","0","0","手取り"
"中入り","1","肝入り","水入り","0","0","2630037","0","0","嫁入り"
"30cm","1","50cm","10cm","0","0","2630038","0","0","70cm"
"5kg","1","10kg","20kg","0","0","2630040","0","0","3kg"
"サッカー","1","ハンドボール","バスケットボール","0","0","2630043","0","0","水球"
"8人","1","5人","4人","0","0","2630044","0","0","3人"
"ロストボール","1","ポートボール","ロフトボール","0","0","2630045","0","0","スローボール"
"ファースト","1","ショ―ト","サード","0","0","2630046","0","0","セカンド"
"デッキ","1","ボトム","ノーズ","0","0","2630048","0","0","テール"
"まりえ戦","1","あかね戦","ともえ戦","0","0","2630049","0","0","はなこ戦"
"ビンキング","1","シンキング","バンキング","0","0","2630051","0","0","ハッキング"
"ミスショット","1","パスショット","キスショット","0","0","2630052","0","0","マスショット"
"1点","1","2点","5点","0","0","2630053","0","0","10点"
"アンダーロー","1","ダウンブロー","ローブロー","0","0","2630054","0","0","レッグブロー"
"カラン","1","ベルン","ケルン","0","0","2630055","0","0","ミルン"
"セール","1","ジョイント","ブーム","0","0","2630056","0","0","ボード"
"サッカー","1","バレーボール","ラグビー","0","0","2630058","0","0","バスケットボール"
"リュージュ","1","バイアスロン","スケルトン","0","0","2630059","0","0","ボブスレー"
"Aカード","1","Bカード","Cカード","0","0","2630060","0","0","Dカード"
"ナゲット","1","ソケット","ポケット","0","0","2630061","0","0","バゲット"
"フロストファング","1","バーストファング","ブラストファング","0","0","2631001","0","0","ダイヤモンドファング"
"嵐撃の槍","1","雷撃の槍","海神の杖","0","0","2631002","0","0","激波の拳"
"ドラゴンズデッドボール","1","ドラゴンズシザー","ドラゴンズテイル","0","0","2631003","0","0","ドラゴンズウィング"
"ビーチボール","1","ビーチフラッグ","ボートレース","0","0","2631004","0","0","ビーチベースボール"
"七界究極晦冥喝破之装","1","大海帝王晦冥喝破之装","七界覇王晦冥喝破之装","0","0","2631005","0","0","七海覇者晦冥喝破之装"
