847d1baabc72a1d6643691e8a83572f193b5433c6afa8c0ec7137c39d97108c4,f52362898b48628eb38b625de898fec0e28fc197c7d7ee960f1214fb2f0b0d5f,74e757f1514a4278e851df4917176e518375c1375c7e73802efacb41b6e065f1,d258b74fba357726ed10b57720619eafbacc9644c4dfc1c5456b5f6b73673b4c,f280be45ef6880481fb87e82241583146864f6cfec00c410d0e321f1bf88898a,663eb2dd517f98040a604e3a0c7d4d90bf254e59ac087dece8d30ddcb4ae8401,66c954a680e1dc97970461bec8a938640d4c0feea27d6195e103bd64a246f0c8,8dd78b166dfa8dd4df16cc02fc666ac7afada5e4ea5262f80139b76091635fde,d926c1cbf2ec0e8e55fd05fee626ab358e723e788e173458e2a058dfc9bd087e,a964f3bc3ca8dd42bdd3500881a56ed8f234c25c62d07761e11e490f41669f83,8ac05dbe241e146026bdb1e87ae997f39ae9cea5a48924ad2729fdf12c959ea8
"","91","","","","","","19110088","911","0",""
"","93","0","","","","","19110089","911","0.5",""
"0","21","vo_fpc_21111","","","","","19110090","911","vo_fpc",""
"1","11","（ここは、最低限話をあわせるだけに\nしておきましょうか…）","-10","50","10","0.5","19110091","911","21","0"
"","91","","","","","","19110092","911","0",""
"","93","0","","","","","19110093","911","0.5",""
"","3","11_neneka_talk_loop","","0.1","1","","19110094","911","21",""
"0","21","vo_fpc_21112","","","","","19110095","911","vo_fpc",""
"1","11","はいはい。","-10","20","10","0.5","19110096","911","21","0"
"","91","","","","","","19110097","911","0",""
"","93","0","","","","","19110098","911","0.5",""
"11_kyouka_smile_loop","3","11_kyouka_smile_in","0.1","0.1","0","","19110099","911","25","1"
"3.97058823529412","2","850","","","-180","","19110100","911","122911",""
"3.97058823529412","2","850","","","-180","","19110101","911","1",""
"3.97058823529412","33","850","","","-180","","19110102","911","122911",""
"","93","1","","","","","19110103","911","0.1",""
"2.5","2","900","","","-180","","19110104","911","122811",""
"2.5","2","900","","","-180","","19110105","911","2",""
"2.5","33","900","","","-180","","19110106","911","122811",""
"","93","1","","","","","19110107","911","0.3",""
"9.58823529411765","2","850","","","-180","","19110108","911","26",""
"9.58823529411765","33","850","","","-180","","19110109","911","26",""
"5.82352941176471","2","850","","","-180","","19110110","911","25",""
"5.82352941176471","33","850","","","-180","","19110111","911","25",""
"7.70588235294118","2","850","","","-180","","19110112","911","21",""
"7.70588235294118","33","850","","","-180","","19110113","911","21",""
"","91","","","","","","19110114","911","19110108",""
"-850","1","127111","0","1.75","22","cmn_float","19120001","912","1","-180"
"-850","1","126911","0","1.75","12","cmn_float","19120002","912","1","-125"
"750","1","122711","0","1.4875","12","cmn_walk_r","19120003","912","1","-15"
"-180","31","11","","1","-850","","19120004","912","6","1"
"-125","31","21","","1","-850","","19120005","912","6","1"
"","23","se_fpc_water_random","","","1","","19120006","912","se_10053800",""
"","91","0","","","","","19120007","912","19120005",""
"4.41176470588235","2","-100","","","-180","","19120008","912","127111","12"
"4.41176470588235","33","-100","","","-180","","19120009","912","11","12"
"","93","0","","","","","19120010","912","4",""
"3.67647058823529","2","-350","","","-125","","19120011","912","126911","12"
"3.67647058823529","33","-350","","","-125","","19120012","912","21","12"
"","91","","","","","","19120013","912","19120008",""
"","3","cmn_float","","0.1","1","","19120014","912","127111",""
"0","21","vo_fpc_21200","","","","","19120015","912","vo_fpc",""
"1","11","あっ…","0","0","10","0.5","19120016","912","127111","0"
"","93","0","","","","","19120017","912","0.6",""
"4.97058823529412","2","100","","","-15","","19120018","912","122711","0"
"","93","0","","","","","19120019","912","1.5",""
"","91","","","","","","19120020","912","19120016",""
"","91","","","","","","19120021","912","19120011",""
"","3","cmn_float","","0.1","1","","19120022","912","126911",""
"0","21","vo_fpc_21201","","","","","19120023","912","vo_fpc",""
"1","11","あっ…","0","0","10","0.5","19120024","912","126911","0"
"","91","","","","","","19120025","912","0",""
"","93","0","","","","","19120026","912","0.5",""
"","91","","","","","","19120027","912","19120018",""
"12_kyouka_notice_loop","3","12_kyouka_notice","0.1","0.1","0","","19120028","912","122711","1"
"0","21","vo_fpc_21202","","","","","19120029","912","vo_fpc",""
"1","11","えっ？\nな、なんですか？","0","0","10","0.5","19120030","912","122711","0"
"","91","","","","","","19120031","912","0",""
"","93","0","","","","","19120032","912","0.5",""
"","3","cmn_float","","0.1","1","","19120033","912","127111",""
"0","21","vo_fpc_21203","","","","","19120034","912","vo_fpc",""
"1","11","いえ、あそこ…","0","0","10","0.5","19120035","912","127111","0"
"","91","","","","","","19120036","912","0",""
"","93","0","","","","","19120037","912","0.5",""
"","3","cmn_float","","0.1","1","","19120038","912","126911",""
"0","21","vo_fpc_21204","","","","","19120039","912","vo_fpc",""
"1","11","うん…","0","0","10","0.5","19120040","912","126911","0"
"","91","","","","","","19120041","912","0",""
"","93","0","","","","","19120042","912","0.5",""
"12_kyouka_turn_loop","3","12_kyouka_turn_in","0.1","0.1","0","","19120043","912","122711","1"
"0","21","vo_fpc_21205","","","","","19120044","912","vo_fpc",""
"1","11","なに？\nなにもないみたいだけど…","0","0","10","0.5","19120045","912","122711","0"
"","91","","","","","","19120046","912","0",""
"","93","0","","","","","19120047","912","0.5",""
"","3","12_cmn_float_smile","","0.1","1","","19120048","912","127111",""
"0","21","vo_fpc_21206","","","","","19120049","912","vo_fpc",""
"1","11","ふふっ。","0","0","10","0.5","19120050","912","127111","0"
"","91","","","","","","19120051","912","0",""
"","93","0","","","","","19120052","912","0.5",""
"","3","12_cmn_float_smile","","0.1","1","","19120053","912","126911",""
"0","21","vo_fpc_21207","","","","","19120054","912","vo_fpc",""
"1","11","ふふふふっ…","0","0","10","0.5","19120055","912","126911","0"
"","91","","","","","","19120056","912","0",""
"","93","0","","","","","19120057","912","0.5",""
"4.29864253393665","2","850","","","-180","","19120058","912","127111",""
"4.29864253393665","33","850","","","-180","","19120059","912","11",""
"5.42986425339367","2","850","","","-125","","19120060","912","126911",""
"5.42986425339367","33","850","","","-125","","19120061","912","21",""
"","93","0","","","","","19120062","912","1",""
"12_kyouka_scare_loop","3","12_kyouka_scare_in","0.1","0.1","0","","19120063","912","122711","1"
"0","21","vo_fpc_21208","","","","","19120064","912","vo_fpc",""
"1","11","ひぅっ！\nな、なんなんですかあ…","0","0","10","0.5","19120065","912","122711","0"
"","91","","","","","","19120066","912","0",""
"","93","0","","","","","19120067","912","0.5",""
"12_kyouka_run_loop","3","12_kyouka_run_in","0.1","0.1","0","","19120068","912","122711","1"
"3.58220211161388","2","-850","","","-15","","19120069","912","122711",""
"","91","","","","","","19120070","912","19120069",""
"-800","1","127011","0","1.75","22","13_kuka_bound","19130001","913","1","-180"
"-170","31","1041","","0","-600","","19130002","913","104","1"
"-170","31","1042","","0","-240","","19130003","913","104","1"
"-170","31","1043","","0","170","","19130004","913","104","1"
"-170","31","1044","","0","560","","19130005","913","104","1"
"-85","31","1003","","0","-575","","19130006","913","1003","1"
"","23","se_fpc_water_random","","","1","","19130007","913","se_10053800",""
"","91","0","","","","","19130008","913","19130006",""
"0","32","1","","","","","19130009","913","1003",""
"","93","0","","","","","19130010","913","2",""
"","3","13_kuka_bound","","0.1","1","","19130011","913","127011",""
"2.35294117647059","2","800","","","-180","","19130012","913","127011",""
"","93","0","","","","","19130013","913","0.236666666666667",""
"","23","se_10053800_913_kuka","","","0","","19130014","913","se_10053800",""
"0","21","vo_fpc_21300","","","","","19130015","913","vo_fpc",""
"0","32","1","","","","","19130016","913","1041",""
"","93","0","","","","","19130017","913","0.536666666666667",""
"0","32","1","","","","","19130018","913","1042",""
"","93","0","","","","","19130019","913","0.536666666666667",""
"0","21","vo_fpc_21301","","","","","19130020","913","vo_fpc",""
"0","32","1","","","","","19130021","913","1043",""
"","93","0","","","","","19130022","913","0.536666666666667",""
"0","32","1","","","","","19130023","913","1044",""
"","93","0","","","","","19130024","913","2",""
"","91","","","","","","19130025","913","19130012",""
"-1000","1","110611","0","1.75","24","14_maho_idle_loop","19140001","914","1","-185"
"-1000","5","2","0","1.75","22","cmn_boat_idle","19140002","914","2","-185"
"-1000","5","3","0","1.75","23","14_maho_idle_loop","19140003","914","3","-185"
"-1220","1","110511","0","1.75","25","cmn_float","19140004","914","1","-175"
"-1520","1","110411","0","1.75","12","14_makoto_float","19140005","914","1","-125"
"-185","31","110611","","1","-1000","","19140006","914","116","1"
"-175","31","41","","1","-1220","","19140007","914","8","1"
"-175","31","120","","0","-50","","19140008","914","120","1"
"-125","31","42","","1","-1520","","19140009","914","4","1"
"-125","31","117","","0","-350","","19140010","914","117","1"
"","23","se_fpc_water_random","","","1","","19140011","914","se_10053800",""
"","91","0","","","","","19140012","914","19140010",""
"8.60294117647059","2","170","","","-185","","19140013","914","110611","12"
"8.60294117647059","2","170","","","-185","","19140014","914","2","12"
"8.60294117647059","2","170","","","-185","","19140015","914","3","12"
"8.60294117647059","33","170","","","-185","","19140016","914","110611","12"
"8.60294117647059","2","-50","","","-175","","19140017","914","110511","12"
"8.60294117647059","33","-50","","","-175","","19140018","914","41","12"
"8.60294117647059","2","-350","","","-125","","19140019","914","110411","12"
"8.60294117647059","33","-350","","","-125","","19140020","914","42","12"
"","91","","","","","","19140021","914","19140013",""
"14_maho_point_loop","3","14_maho_point_in","0.1","0.3","0","","19140022","914","110611","1"
"","3","cmn_boat_idle","","0.3","1","","19140023","914","2",""
"","3","14_maho_idle_loop","","0.3","1","","19140024","914","3",""
"0","21","vo_fpc_21400","","","","","19140025","914","vo_fpc",""
"1","11","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0","0","10","0.5","19140026","914","110611","0"
"","91","","","","","","19140027","914","0",""
"","93","0","","","","","19140028","914","0.5",""
"14_kaori_handUp_loop","3","14_kaori_handUp_in","0.1","0.1","0","","19140029","914","110511","1"
"0","21","vo_fpc_21401","","","","","19140030","914","vo_fpc",""
"1","11","まーかせるさー！\nしゅっぱつしんこー！","0","0","10","0.5","19140031","914","110511","0"
"","91","","","","","","19140032","914","0",""
"","93","0","","","","","19140033","914","0.5",""
"","3","14_makoto_pazzled","","0.1","1","","19140034","914","110411",""
"0","21","vo_fpc_21402","","","","","19140035","914","vo_fpc",""
"1","11","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0","0","10","0.5","19140036","914","110411","0"
"","91","","","","","","19140037","914","0",""
"","93","0","","","","","19140038","914","0.5",""
"14_maho_smile_loop","3","14_maho_smile_in","0.1","0.3","0","","19140039","914","110611","1"
"","3","cmn_boat_idle","","0.3","1","","19140040","914","2",""
"","3","14_maho_idle_loop","","0.3","1","","19140041","914","3",""
"0","21","vo_fpc_21403","","","","","19140042","914","vo_fpc",""
"1","11","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0","0","10","0.5","19140043","914","110611","0"
"","91","","","","","","19140044","914","0",""
"","93","0","","","","","19140045","914","0.5",""
"0","21","vo_fpc_21404","","","","","19140046","914","vo_fpc",""
"1","11","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0","0","10","0.5","19140047","914","110511","0"
"","91","","","","","","19140048","914","0",""
"","93","0","","","","","19140049","914","0.5",""
"14_kaori_flutterKick_loop","3","14_kaori_flutterKick_in","0.1","0.1","0","","19140050","914","110511","1"
"","93","0","","","","","19140051","914","0.3",""
"6.47058823529412","2","1270","","","-185","","19140052","914","110611",""
"6.47058823529412","2","1270","","","-185","","19140053","914","2",""
"6.47058823529412","2","1270","","","-185","","19140054","914","3",""
"6.47058823529412","33","1270","","","-185","","19140055","914","110611",""
"","32","0","","","","","19140056","914","41",""
"","32","1","","","","","19140057","914","120",""
"6.47058823529412","2","1050","","","-175","","19140058","914","110511",""
"6.47058823529412","33","1050","","","-175","","19140059","914","120",""
"","93","0","","","","","19140060","914","1",""
"0","21","vo_fpc_21405","","","","","19140061","914","vo_fpc",""
"1","11","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0","0","10","0.5","19140062","914","110411","0"
"","91","","","","","","19140063","914","0",""
"","93","0","","","","","19140064","914","0.5",""
"cmn_swm_dogscratch","3","14_makoto_dogscratch_in","0.1","0.1","0","","19140065","914","110411","1"
"","93","0","","","","","19140066","914","0.3",""
"","32","0","","","","","19140067","914","42",""
"","32","1","","","","","19140068","914","117",""
"3.72637742879957","2","1050","","","-125","","19140069","914","110411",""
"3.72637742879957","33","1050","","","-125","","19140070","914","117",""
"s","91","","","","","","19140071","914","19140069",""
"-950","1","110311","0","1.75","23","15_saren_idle","19150001","915","1","-180"
"-950","5","2","0","1.75","22","cmn_boat_idle","19150002","915","2","-180"
"-750","1","107711","0","1.75","12","15_suzume_walk_loop","19150003","915","1","-15"
"-180","31","110311","","1","-950","","19150004","915","101","1"
"30","31","109","","0","210","","19150005","915","109","1"
"-125","31","4","","0","330","","19150006","915","4","1"
"","23","se_fpc_water_random","","","1","","19150007","915","se_10053800",""
"","13","49","","","","","19150008","915","107711",""
"","91","0","","","","","19150009","915","0",""
"5.51470588235294","2","0","","","-15","","19150010","915","107711",""
"","91","","","","","","19150011","915","19150010",""
"15_suzume_talk_loop","3","15_suzume_talk_in","0.1","0.1","0","","19150012","915","107711","1"
"0","21","vo_fpc_21500","","","","","19150013","915","vo_fpc",""
"1","11","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0","0","10","0.5","19150014","915","107711","0"
"","93","1","","","","","19150015","915","3.2",""
"","93","0","","","","","19150016","915","1.5",""
"","91","","","","","","19150017","915","19150014",""
"15_suzume_walk_loop","3","15_suzume_walk_in","0.1","0.1","0","","19150018","915","107711","1"
"11.9779411764706","2","-100","","","-180","","19150019","915","110311",""
"11.9779411764706","2","-100","","","-180","","19150020","915","2",""
"11.9779411764706","33","-100","","","-180","","19150021","915","110311",""
"4.22794117647059","2","460","","","-15","","19150022","915","107711",""
"","91","","","","","","19150023","915","19150022",""
"15_suzume_turn_loop","3","15_suzume_turn_in","0.1","0.1","0","","19150024","915","107711","1"
"","93","0","","","","","19150025","915","0.6",""
"0","21","vo_fpc_21501","","","","","19150026","915","vo_fpc",""
"1","11","あれは…お嬢様～！\n今参ります！","0","-15","20","0.5","19150027","915","107711","0"
"","93","0","","","","","19150028","915","1.7",""
"15_saren_notice_loop","3","15_saren_notice_in","0.1","0.3","0","","19150029","915","110311","1"
"","3","cmn_boat_idle","","0.3","1","","19150030","915","2",""
"","93","0","","","","","19150031","915","0.35",""
"","93","0","","","","","19150032","915","1.5",""
"0.5","2","330","","","-15","","19150033","915","107711",""
"","3","15_suzume_run","0.1","0.2","1","","19150034","915","107711",""
"0","21","vo_fpc_21502","","","","","19150035","915","vo_fpc",""
"1","11","スズメ？\nって、走ると危なっ…","0","0","100","-0.5","19150036","915","110311","0"
"","93","0","","","","","19150037","915","0.5",""
"","3","15_suzume_fallDown","","0.1","0","","19150038","915","107711",""
"","93","0","","","","","19150039","915","1.3",""
"0","21","vo_fpc_21503","","","","","19150040","915","vo_fpc",""
"1","11","きゃあああ～！","0","0","150","-1.5","19150041","915","107711","0"
"15_saren_rise_loop","3","15_saren_rise_in","0.1","0.1","0","","19150042","915","110311","1"
"","3","cmn_boat_idle","","0.1","1","","19150043","915","2",""
"","93","0","","","","","19150044","915","0.5",""
"1","6","1","","0.1","1","","19150045","915","107711","0"
"","32","1","","","","","19150046","915","109",""
"","93","0","","","","","19150047","915","1",""
"0","2","330","","","-125","","19150048","915","107711",""
"1","6","1","","0.4","1","","19150049","915","107711","1"
"15_suzume_drown_loop","3","15_suzume_drown_in","0.1","0.1","0","","19150050","915","107711","1"
"2.76470588235294","2","800","","","-125","","19150051","915","107711",""
"2.76470588235294","33","800","","","-125","","19150052","915","4",""
"","91","","","","","","19150053","915","19150019",""
"7.35294117647059","2","900","","","-180","","19150054","915","110311",""
"7.35294117647059","2","900","","","-180","","19150055","915","2",""
"7.35294117647059","33","900","","","-180","","19150056","915","110311",""
"0","21","vo_fpc_21504","","","","","19150057","915","vo_fpc",""
"1","11","ス、スズメ？\nスズメ～っ！？","0","0","10","0.5","19150058","915","110311","0"
"","91","","","","","","19150059","915","0",""
"","93","0","","","","","19150060","915","1.5",""
"s","91","","","","","","19150061","915","19150054",""
"-750","1","113111","0","1.4875","12","cmn_walk","19160001","916","1","-15"
"750","1","113311","0","1.4875","12","16_nanaka_run","19160002","916","1","-15"
"-850","1","117411","0","1.75","22","cmn_swm_diving","19160003","916","1","-180"
"-2500","1","117011","0","1.75","22","cmn_swm_diving","19160004","916","1","-180"
"50","5","7","0","1.75","22","none","19160005","916","7","-180"
"-1375","5","11","0","1.75","22","cmn_floatRing_pink","19160006","916","1","-180"
"-2500","5","12","0","1.75","12","cmn_float_item_01_Ball","19160007","916","1","-125"
"-180","31","11","","1","-1375","","19160008","916","4","1"
"-125","31","12","","1","-2500","","19160009","916","4","1"
"-180","31","91","","1","-850","","19160010","916","9","1"
"-180","31","92","","1","-2500","","19160011","916","9","1"
"155","31","1015","","0","-183","","19160012","916","1015","1"
"-180","31","1013","","0","50","","19160013","916","1013","1"
"","23","se_fpc_water_random","","","1","","19160014","916","se_10053800",""
"","91","0","","","","","19160015","916","19160013",""
"19.7058823529412","2","2500","","","-180","","19160016","916","117411",""
"19.7058823529412","33","2500","","","-180","","19160017","916","91",""
"24.6323529411765","2","1975","","","-180","","19160018","916","11",""
"24.6323529411765","33","1975","","","-180","","19160019","916","11",""
"19.7058823529412","2","850","","","-180","","19160020","916","117011",""
"19.7058823529412","33","850","","","-180","","19160021","916","92",""
"24.6323529411765","2","850","","","-125","","19160022","916","12",""
"24.6323529411765","33","850","","","-125","","19160023","916","12",""
"","93","0","","","","","19160024","916","3",""
"4.41176470588235","2","-150","","","-15","","19160025","916","113111",""
"","91","","","","","","19160026","916","19160025",""
"","3","16_ruka_think","","0.3","1","","19160027","916","113111",""
"","32","1","","","","","19160028","916","1015",""
"0","21","vo_fpc_21600","","","","","19160029","916","vo_fpc",""
"","93","0","","","","","19160030","916","0.6",""
"","93","0","","","","","19160031","916","1.5",""
"2.71493212669683","2","150","","","-15","","19160032","916","113311",""
"","91","","","","","","19160033","916","19160032",""
"","3","16_nanaka_idle_loop","","0.2","1","","19160034","916","113311",""
"0","21","vo_fpc_21601","","","","","19160035","916","vo_fpc",""
"1","11","ル～カ～姉♪\n何見てんのかにゃ～？","0","0","10","0.5","19160036","916","113311","0"
"","91","","","","","","19160037","916","0",""
"","93","0","","","","","19160038","916","0.5",""
"16_ruka_notice_loop","3","16_ruka_notice_in","0.1","0.1","0","","19160039","916","113111","1"
"0","21","vo_fpc_21602","","","","","19160040","916","vo_fpc",""
"1","11","ん？　いや、特に何か\n考えてたわけじゃないが…","0","0","10","0.5","19160041","916","113111","0"
"","91","","","","","","19160042","916","0",""
"","93","0","","","","","19160043","916","0.5",""
"16_nanaka_point_loop","3","16_nanaka_point_in","0.1","0.1","0","","19160044","916","113311","1"
"0","21","vo_fpc_21603","","","","","19160045","916","vo_fpc",""
"1","11","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0","0","10","0.5","19160046","916","113311","0"
"","91","","","","","","19160047","916","0",""
"","93","0","","","","","19160048","916","0.5",""
"0","21","vo_fpc_21604","","","","","19160049","916","vo_fpc",""
"1","11","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0","0","10","0.5","19160050","916","113311","0"
"","91","","","","","","19160051","916","0",""
"","93","0","","","","","19160052","916","0.5",""
"16_ruka_talk_loop","3","16_ruka_talk_in","0.1","0.1","0","","19160053","916","113111","1"
"0","21","vo_fpc_21605","","","","","19160054","916","vo_fpc",""
"1","11","そんなことはっ…\nちょっとだけ、考えちまったね…","0","0","10","0.5","19160055","916","113111","0"
"","91","","","","","","19160056","916","0",""
"","93","0","","","","","19160057","916","0.5",""
"16_nanaka_idle_loop","3","16_nanaka_idle_in","0.1","0.1","0","","19160058","916","113311","1"
"0","21","vo_fpc_21606","","","","","19160059","916","vo_fpc",""
"1","11","なっはっは、やっぱりね～♪","0","0","10","0.5","19160060","916","113311","0"
"","91","","","","","","19160061","916","0",""
"","93","0","","","","","19160062","916","0.5",""
"cmn_run_def_N","3","16_nanaka_turn","0.1","0.1","0","","19160063","916","113311","1"
"2.71493212669683","2","750","","","-15","","19160064","916","113311",""
"","3","cmn_walk","","0.1","1","","19160065","916","113111",""
"5.29411764705882","2","750","","","-15","","19160066","916","113111",""
"","93","0","","","","","19160067","916","1.5",""
"none","3","fish","0.1","","0","","19160068","916","7",""
"","32","1","","","","","19160069","916","1013",""
"","93","0","","","","","19160070","916","3.2",""
"s","91","","","","","","19160071","916","19160018",""
"s","91","","","","","","19160072","916","19160064",""
"s","91","","","","","","19160073","916","19160066",""
"-950","1","126711","0","1.75","23","17_akino_worry","19170001","917","1","-180"
"-950","5","3","0","1.75","24","empty","19170002","917","3","-180"
"-950","5","2","0","1.75","22","cmn_boat_idle","19170003","917","2","-180"
"750","1","110311","0","1.4875","12","cmn_walk_r","19170004","917","1","-15"
"-180","31","126711","","1","-950","","19170005","917","101","1"
"","23","se_fpc_water_random","","","1","","19170006","917","se_10053800",""
"","91","0","","","","","19170007","917","19170005",""
"6.98529411764706","2","0","","","-180","","19170008","917","126711","12"
"6.98529411764706","2","0","","","-180","","19170009","917","3","12"
"6.98529411764706","2","0","","","-180","","19170010","917","2","12"
"6.98529411764706","33","0","","","-180","","19170011","917","126711","12"
"","91","","","","","","19170012","917","19170008",""
"0","21","vo_fpc_21700","","","","","19170013","917","vo_fpc",""
"1","11","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0","0","10","0.5","19170014","917","126711","0"
"","91","","","","","","19170015","917","0",""
"","93","0","","","","","19170016","917","0.5",""
"4.72689075630252","2","300","","","-15","","19170017","917","110311",""
"17_akino_laugh_loop","3","17_akino_laugh_in","0.1","0.3","0","","19170018","917","126711","1"
"17_akino_laugh_loop","3","17_akino_laugh_in","0.1","0.3","0","","19170019","917","3","1"
"","3","cmn_boat_idle","","0.3","1","","19170020","917","2",""
"0","21","vo_fpc_21701","","","","","19170021","917","vo_fpc",""
"1","11","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0","0","20","0.5","19170022","917","126711","0"
"","91","","","","","","19170023","917","19170017",""
"17_saren_talk_loop","3","17_saren_talk_in","0.1","0.2","0","","19170024","917","110311","1"
"","93","0","","","","","19170025","917","0.673109243697478",""
"","93","0","","","","","19170026","917","0.5",""
"","91","","","","","","19170027","917","19170022",""
"0","21","vo_fpc_21702","","","","","19170028","917","vo_fpc",""
"1","11","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0","0","10","0.5","19170029","917","110311","0"
"","91","","","","","","19170030","917","0",""
"17_akino_pause_loop","3","17_akino_pause_in","0.1","0.1","0","","19170031","917","126711","1"
"17_akino_pause_loop","3","17_akino_pause_in","0.1","0.1","0","","19170032","917","3","1"
"","3","cmn_boat_idle","","0.1","1","","19170033","917","2",""
"","93","0","","","","","19170034","917","2",""
"17_akino_shock_loop","3","17_akino_shock_in","0.1","0.3","0","","19170035","917","126711","1"
"","3","empty","","","0","","19170036","917","3",""
"","3","cmn_boat_idle","","0.3","1","","19170037","917","2",""
"0","21","vo_fpc_21703","","","","","19170038","917","vo_fpc",""
"1","11","そ、そうなんですの！？\n盲点でしたわーーー！","0","0","10","0.5","19170039","917","126711","0"
"","91","","","","","","19170040","917","0",""
"","93","0","","","","","19170041","917","0.5",""
"5.29411764705882","2","900","","","-180","","19170042","917","126711",""
"5.29411764705882","2","900","","","-180","","19170043","917","2",""
"5.29411764705882","33","900","","","-180","","19170044","917","126711",""
"","93","0","","","","","19170045","917","2.7",""
"cmn_walk","3","17_saren_turn","0.1","0.1","0","","19170046","917","110311","1"
"2.64705882352941","2","750","","","-15","","19170047","917","110311",""
"","91","","","","","","19170048","917","19170042",""
"","91","","","","","","19170049","917","19170047",""
"-850","1","113511","0","1.75","22","18_misato_backWalk","19180001","918","1","-180"
"-1010","1","110111","0","1.75","23","18_io_flutterKick","19180002","918","1","-180"
"-180","31","41","","0","-850","","19180003","918","14","1"
"-180","31","11","","0","50","","19180004","918","2","1"
"-180","31","42","","0","-110","","19180005","918","14","1"
"-180","31","12","","1","-1010","","19180006","918","123","1"
"","23","se_fpc_water_random","","","1","","19180007","918","se_10053800",""
"","91","0","","","","","19180008","918","19180006",""
"6.61764705882353","2","50","","","-180","","19180009","918","113511","12"
"6.61764705882353","33","50","","","-180","","19180010","918","41","12"
"6.61764705882353","2","-110","","","-180","","19180011","918","110111","12"
"6.61764705882353","33","-110","","","-180","","19180012","918","12","12"
"","91","","","","","","19180013","918","19180009",""
"","3","18_misato_backWalkIdle","","0.2","1","","19180014","918","113511",""
"0","21","vo_fpc_21800","","","","","19180015","918","vo_fpc",""
"1","11","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0","0","10","0.5","19180016","918","113511","0"
"","91","","","","","","19180017","918","0",""
"","93","0","","","","","19180018","918","0.5",""
"0","21","vo_fpc_21801","","","","","19180019","918","vo_fpc",""
"1","11","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0","0","10","0.5","19180020","918","110111","0"
"","91","","","","","","19180021","918","0",""
"","93","0","","","","","19180022","918","0.5",""
"0","21","vo_fpc_21802","","","","","19180023","918","vo_fpc",""
"1","11","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0","0","10","0.5","19180024","918","113511","0"
"","91","","","","","","19180025","918","0",""
"","93","0","","","","","19180026","918","0.5",""
"","32","0","","","","","19180027","918","12",""
"","32","1","","","","","19180028","918","42",""
"","32","1","","","","","19180029","918","41",""
"18_misato_idle_loop","3","18_misato_idle_in","0.1","0.1","0","","19180030","918","113511","1"
"18_io_stopSwim_loop","3","18_io_stopSwim_in","0.1","0.1","0","","19180031","918","110111","1"
"0","21","vo_fpc_21803","","","","","19180032","918","vo_fpc",""
"1","11","でも、私も先生だから\n本当は教えてあげないといけないのに…","0","0","10","0.5","19180033","918","110111","0"
"","91","","","","","","19180034","918","0",""
"","93","0","","","","","19180035","918","0.5",""
"18_misato_talk_loop","3","18_misato_talk_in","0.1","0.1","0","","19180036","918","113511","1"
"0","21","vo_fpc_21804","","","","","19180037","918","vo_fpc",""
"1","11","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0","0","10","0.5","19180038","918","113511","0"
"","91","","","","","","19180039","918","0",""
"","93","0","","","","","19180040","918","0.5",""
"0","21","vo_fpc_21805","","","","","19180041","918","vo_fpc",""
"1","11","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0","0","10","0.5","19180042","918","113511","0"
"","91","","","","","","19180043","918","0",""
"","93","0","","","","","19180044","918","0.5",""
"18_io_guts_loop","3","18_io_guts_in","0.1","0.1","0","","19180045","918","110111","1"
"0","21","vo_fpc_21806","","","","","19180046","918","vo_fpc",""
"1","11","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0","0","10","0.5","19180047","918","110111","0"
"","91","","","","","","19180048","918","0",""
"","93","0","","","","","19180049","918","0.5",""
"18_io_flutterKick2_loop","3","18_io_flutterKick2_in","0.1","0.1","0","","19180050","918","110111","1"
"1.8552036199095","2","300","","","-180","","19180051","918","110111",""
"1.8552036199095","33","300","","","-180","","19180052","918","42",""
"1.8552036199095","33","300","","","-180","","19180053","918","12",""
"","32","0","","","","","19180054","918","42",""
"","32","1","","","","","19180055","918","12",""
"","93","0","","","","","19180056","918","1",""
