019a457c18cd0830bd4ef0e0632725bc4aa3ef1b811f5eb393da8568b05a0195,612f41570cf7644ea75db0bcacda05ffba5d4e6fb5d2cb17f57898c053c88669,121c8e8f4c141786e92e2c7cb1929394726b70212cbac39caab6168af3c77918,63b1911a3150a06fa96791f799c151104ef4d478f409b26a4a27120c3cead371,6e799e3ed7735b265fac4cfc5bd4514b636162c30995936b24b23b897985a417,6ca60a47a639118574b4326dde830df7568f826fd25b955c1a06c2665d603150,6648d1a4ae9195236d4612a6d0ea521e86577a9db044ce4f1a7e5083d6149e5e,088ada6554edc746156c48608c11c809d0e315a16cbf522dca887c8b4176d039,062cc568e2b21a5504c67120a76262db75e3bea884b8af7c06f3c7c3d3a46cd4,d24b319f35a757c0233df622d7b6925bb758c834856455dad73146fe7afd0570,a01564bff67be042ee4dfb5e849adc779d5f3ccc0d3562fed841384962ba799e
"1","0","0","10","11","1","104011","20314","0.5","よ、よかったです……！\n気に入ってもらえなかったら\nどうしようって、ドキドキしすぎて\n気絶するところでした……","20314061"
"","","","","91","","0","20314","","","20314062"
"","0.2","","1","3","","104011","20314","","wac_birthday_idle_wish","20314063"
"","0.2","","1","3","","101211","20314","","wac_birthday_talk_kyapi","20314064"
"0","","","0","21","","vo_wac_20314","20314","","vo_wac_20314_002","20314065"
"1","0","0","10","11","1","101211","20314","0.5","アオイちゃん、心配しすぎだよ～\n私は最初っから喜んでもらえるって\n信じてたからね♪　きらーん☆","20314066"
"","","","","91","","0","20314","","","20314067"
"","0.2","","1","3","","101211","20314","","wac_birthday_idle_kyapi","20314068"
"","0.2","","1","3","","101511","20314","","wac_birthday_talk_smile","20314069"
"0","","","0","21","","vo_wac_20314","20314","","vo_wac_20314_003","20314070"
"1","0","0","10","11","1","101511","20314","0.5","うふふっ、にぎやかね～♪\nそれじゃあ、さっそくみんなで\nわけましょうか。あなたの分も、\n先生がとってあげますね～？","20314071"
"","","","","91","","0","20314","","","20314072"
"","","","","22","","0","20314","","","20314073"
"","","","","25","","bgm_M321","20514","","bgm_M321_2C","20514001"
"-1000","2","0","250","1","-70","1","20514","wac_birthday_idle_normal","105411","20514002"
"230","2","1","256","1","-270","1","20514","wac_birthday_idle_wish","104211","20514003"
"410","2","1","257","1","-310","1","20514","wac_birthday_idle_smile","102911","20514004"
"","","","","13","","105411","20514","","300","20514005"
"","","","","13","","104211","20514","","300","20514006"
"","","","","13","","102911","20514","","300","20514007"
"0","1","","0","31","1","600","20514","","600","20514008"
"0","0","","0","31","1","602","20514","","602","20514009"
"0","0","","0","31","1","603","20514","","603","20514010"
"60","1","","30","31","1","604","20514","","604","20514011"
"0","1","","0","31","1","614","20514","","614","20514012"
"0","0","","0","31","1","700","20514","","700","20514013"
"0","0","","0","31","1","701","20514","","701","20514014"
"0","0","","0","31","1","702","20514","","702","20514015"
"0","0","","0","31","1","800","20514","","800","20514016"
"60","1","","30","31","1","932","20514","","932","20514017"
"","","","","93","","1","20514","","","20514018"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","102911","20514","","wac_birthday_reaction_02","20514019"
"","","","","93","","0.1","20514","","","20514020"
"wac_birthday_reaction_04","0.2","0.2","0","3","1","104211","20514","","wac_birthday_reaction_01","20514021"
"","","","","93","","0.3","20514","","","20514022"
"","0.2","","1","3","","105411","20514","","wac_birthday_tsumugi_run_01","20514023"
"3","","","-70","2","","105411","20514","","0","20514024"
"","","","","93","","2.5","20514","","","20514025"
"","","","","32","","602","20514","","1","20514026"
"","","","","93","","0.6","20514","","","20514027"
"","","","","32","","600","20514","","0","20514028"
"","","","","32","","614","20514","","0","20514029"
"","","","","32","","604","20514","","0","20514030"
"","","","","32","","701","20514","","1","20514031"
"0.01","","","0","33","","932","20514","","0","20514032"
"wac_birthday_tsumugi_wish_02","0.2","0.2","0","3","1","105411","20514","","wac_birthday_blowout_01","20514033"
"0.01","","","-330","2","","105411","20514","","-200","20514034"
"","0.2","","1","3","","104211","20514","","wac_birthday_idle_wish","20514035"
"0.01","","","-320","2","","104211","20514","","180","20514036"
"","0.2","","1","3","","102911","20514","","wac_birthday_idle_smile","20514037"
"0.01","","","-340","2","","102911","20514","","320","20514038"
"","","","","93","","0","20514","","","20514039"
"","","","","32","","800","20514","","1","20514040"
"","","","","93","","0.7","20514","","","20514041"
"","","","","32","","702","20514","","1","20514042"
"","","","","93","","0.5","20514","","","20514043"
"","","","0","23","","se_common","20514","","se_sys_login_birthday_blow_candle","20514044"
"","","","","32","","701","20514","","0","20514045"
"","","","","93","","0.4","20514","","","20514046"
"","","","0","23","","se_common","20514","","se_sys_login_birthday_cracker","20514047"
"","","","","32","","700","20514","","1","20514048"
"","","","0","23","","se_common","20514","","se_sys_login_birthday_calendar_applause","20514049"
"wac_birthday_idle_wish","0.2","0.2","0","3","1","104211","20514","","wac_birthday_clap_to_wish","20514050"
"","","","","93","","0.1","20514","","","20514051"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","102911","20514","","wac_birthday_clap","20514052"
"","","","","93","","2","20514","","","20514053"
"","","","","131","","1","20514","","","20514054"
"0","","","0","21","","vo_wac_20514","20514","","vo_wac_20514_000","20514055"
"1","0","0","10","11","1","105411","20514","0.5","あの～、呼ばれたので来ましたけど。\nなんですか、この大きなケーキは？\n次のライブの備品……とか？","20514056"
"","","","","91","","0","20514","","","20514057"
"","0.2","","1","3","","105411","20514","","wac_birthday_idle_normal","20514058"
"","0.2","","1","3","","104211","20514","","wac_birthday_talk_sad","20514059"
"0","","","0","21","","vo_wac_20514","20514","","vo_wac_20514_001","20514060"
"1","0","0","10","11","1","104211","20514","0.5","お仕事に一生懸命なのは\n素敵なことですが\n自分の大切な日くらい\n覚えておいてください……","20514061"
"","","","","91","","0","20514","","","20514062"
"","0.2","","1","3","","104211","20514","","wac_birthday_idle_sad","20514063"
"","0.2","","1","3","","102911","20514","","wac_birthday_talk_smile","20514064"
"0","","","0","21","","vo_wac_20514","20514","","vo_wac_20514_002","20514065"
"1","0","0","10","11","1","102911","20514","0.5","というわけで！\nハッピーバースデー、ツムギ！\nいつも頑張ってくれてるあなたに、\n私たちと彼からプレゼントだよ♪","20514066"
"","","","","91","","0","20514","","","20514067"
"","0.2","","1","3","","102911","20514","","wac_birthday_idle_smile","20514068"
"","0.2","","1","3","","105411","20514","","wac_birthday_talk_smile","20514069"
"0","","","0","21","","vo_wac_20514","20514","","vo_wac_20514_003","20514070"
"1","0","0","10","11","1","105411","20514","0.5","き、騎士さんまで！？\nその……あぁ、もう、分かりました！\n認めます、うれしいです！\n来てくれて……ありがとうございます。","20514071"
"","","","","91","","0","20514","","","20514072"
"","","","","22","","0","20514","","","20514073"
"","","","","25","","bgm_M321","21014","","bgm_M321_2C","21014001"
"-1000","2","0","250","1","-70","1","21014","wac_birthday_idle_normal","118511","21014002"
"310","2","1","256","1","-290","1","21014","wac_birthday_idle_normal","105811","21014003"
"","","","","13","","118511","21014","","300","21014004"
"","","","","13","","105811","21014","","300","21014005"
"0","1","","0","31","1","600","21014","","600","21014006"
"0","0","","0","31","1","602","21014","","602","21014007"
"0","0","","0","31","1","603","21014","","603","21014008"
"60","1","","30","31","1","604","21014","","604","21014009"
"0","1","","0","31","1","614","21014","","614","21014010"
"0","0","","0","31","1","700","21014","","700","21014011"
"0","0","","0","31","1","701","21014","","701","21014012"
"0","0","","0","31","1","702","21014","","702","21014013"
"0","0","","0","31","1","800","21014","","800","21014014"
"60","1","","30","31","1","933","21014","","933","21014015"
"","","","","93","","1","21014","","","21014016"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","105811","21014","","wac_birthday_reaction_01","21014017"
"","","","","93","","0.4","21014","","","21014018"
"","0.2","","1","3","","118511","21014","","wac_birthday_run_01","21014019"
"3","","","-70","2","","118511","21014","","0","21014020"
"","","","","93","","2.5","21014","","","21014021"
"","","","","32","","602","21014","","1","21014022"
"","","","","93","","0.6","21014","","","21014023"
"","","","","32","","600","21014","","0","21014024"
"","","","","32","","614","21014","","0","21014025"
"","","","","32","","604","21014","","0","21014026"
"","","","","32","","701","21014","","1","21014027"
"0.01","","","0","33","","933","21014","","0","21014028"
"wac_birthday_wish_05","0.2","0.2","0","3","1","118511","21014","","wac_birthday_blowout_01","21014029"
"0.01","","","-330","2","","118511","21014","","-200","21014030"
"","0.2","","1","3","","105811","21014","","wac_birthday_idle_normal","21014031"
"0.01","","","-330","2","","105811","21014","","200","21014032"
"","","","","93","","0","21014","","","21014033"
"","","","","32","","800","21014","","1","21014034"
"","","","","93","","0.7","21014","","","21014035"
"","","","","32","","702","21014","","1","21014036"
"","","","","93","","0.5","21014","","","21014037"
"","","","0","23","","se_common","21014","","se_sys_login_birthday_blow_candle","21014038"
"","","","","32","","701","21014","","0","21014039"
"","","","","93","","0.4","21014","","","21014040"
"","","","0","23","","se_common","21014","","se_sys_login_birthday_cracker","21014041"
"","","","","32","","700","21014","","1","21014042"
"","","","0","23","","se_common","21014","","se_sys_login_birthday_calendar_applause","21014043"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","105811","21014","","wac_birthday_clap","21014044"
"","","","","93","","2.1","21014","","","21014045"
"","","","","131","","1","21014","","","21014046"
"0","","","0","21","","vo_wac_21014","21014","","vo_wac_21014_000","21014047"
"1","0","0","10","11","1","118511","21014","0.5","これは……私の誕生日ケーキですか？\nえっと、いったいどなたが……","21014048"
"","","","","91","","0","21014","","","21014049"
"","0.2","","1","3","","118511","21014","","wac_birthday_idle_normal","21014050"
"","0.2","","1","3","","105811","21014","","wac_birthday_talk_smile","21014051"
"0","","","0","21","","vo_wac_21014","21014","","vo_wac_21014_001","21014052"
"1","0","0","10","11","1","105811","21014","0.5","【ギルド管理協会】に所属している\nギルドのみなさんと用意しました！\nいつもお世話になってますからね。\nお誕生日、おめでとうございます♪","21014053"
"","","","","91","","0","21014","","","21014054"
"","0.2","","1","3","","105811","21014","","wac_birthday_idle_smile","21014055"
"","0.2","","1","3","","118511","21014","","wac_birthday_talk_wish","21014056"
"0","","","0","21","","vo_wac_21014","21014","","vo_wac_21014_002","21014057"
"1","0","0","10","11","1","118511","21014","0.5","そうだったんですか……ふふっ。\nこんなケーキをいただいてしまったら、\nますます頑張らないといけませんね♪","21014058"
"","","","","91","","0","21014","","","21014059"
"","0.2","","1","3","","118511","21014","","wac_birthday_talk_smile","21014060"
"0","","","0","21","","vo_wac_21014","21014","","vo_wac_21014_003","21014061"
"1","0","0","10","11","1","118511","21014","0.5","改めまして、ありがとうございました。\n裏方ではありますけれど、これからも\nみなさんの冒険をサポートさせて\nいただきます♪","21014062"
"","","","","91","","0","21014","","","21014063"
"","","","","22","","0","21014","","","21014064"
"","","","","25","","bgm_M321","21314","","bgm_M321_2C","21314001"
"-1000","2","0","250","1","-70","1","21314","wac_birthday_idle_normal","110911","21314002"
"230","2","1","256","1","-270","1","21314","wac_birthday_idle_smile","111011","21314003"
"410","2","1","257","1","-310","1","21314","wac_birthday_idle_smile","110811","21314004"
"","","","","13","","110911","21314","","300","21314005"
"","","","","13","","111011","21314","","300","21314006"
"0","1","","0","31","1","600","21314","","600","21314007"
"0","0","","0","31","1","602","21314","","602","21314008"
"0","0","","0","31","1","603","21314","","603","21314009"
"60","1","","30","31","1","604","21314","","604","21314010"
"0","1","","0","31","1","614","21314","","614","21314011"
"0","0","","0","31","1","700","21314","","700","21314012"
"0","0","","0","31","1","701","21314","","701","21314013"
"0","0","","0","31","1","702","21314","","702","21314014"
"0","0","","0","31","1","800","21314","","800","21314015"
"60","1","","30","31","1","934","21314","","934","21314016"
"","","","","93","","1","21314","","","21314017"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","110811","21314","","wac_birthday_reaction_02","21314018"
"","","","","93","","0.1","21314","","","21314019"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","111011","21314","","wac_birthday_reaction_01","21314020"
"","","","","93","","0.3","21314","","","21314021"
"","0.2","","1","3","","110911","21314","","wac_birthday_run_01","21314022"
"3","","","-70","2","","110911","21314","","0","21314023"
"","","","","93","","2.5","21314","","","21314024"
"","","","","32","","602","21314","","1","21314025"
"","","","","93","","0.6","21314","","","21314026"
"","","","","32","","600","21314","","0","21314027"
"","","","","32","","614","21314","","0","21314028"
"","","","","32","","604","21314","","0","21314029"
"","","","","32","","701","21314","","1","21314030"
"0.01","","","0","33","","934","21314","","0","21314031"
"wac_birthday_wish_03","0.2","0.2","0","3","1","110911","21314","","wac_birthday_blowout_02","21314032"
"0.01","","","-330","2","","110911","21314","","-200","21314033"
"","0.2","","1","3","","111011","21314","","wac_birthday_idle_smile","21314034"
"0.01","","","-320","2","","111011","21314","","180","21314035"
"","0.2","","1","3","","110811","21314","","wac_birthday_idle_smile","21314036"
"0.01","","","-340","2","","110811","21314","","320","21314037"
"","","","","93","","0","21314","","","21314038"
"","","","","32","","800","21314","","1","21314039"
"","","","","93","","0.7","21314","","","21314040"
"","","","","32","","702","21314","","1","21314041"
"","","","","93","","0.5","21314","","","21314042"
"","","","0","23","","se_common","21314","","se_sys_login_birthday_blow_candle","21314043"
"","","","","32","","701","21314","","0","21314044"
"","","","","93","","0.4","21314","","","21314045"
"","","","0","23","","se_common","21314","","se_sys_login_birthday_cracker","21314046"
"","","","","32","","700","21314","","1","21314047"
"","","","0","23","","se_common","21314","","se_sys_login_birthday_calendar_applause","21314048"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","111011","21314","","wac_birthday_clap","21314049"
"","","","","93","","0.1","21314","","","21314050"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","110811","21314","","wac_birthday_clap","21314051"
"","","","","93","","2","21314","","","21314052"
"","","","","131","","1","21314","","","21314053"
"0","","","0","21","","vo_wac_21314","21314","","vo_wac_21314_000","21314054"
"1","0","0","10","11","1","110911","21314","0.5","きゃん！？　何かしらこのケーキ！\nえっ、えっ、もしかして今日って、\n誰かの誕生日だったりしました？","21314055"
"","","","","91","","0","21314","","","21314056"
"wac_birthday_idle_kyapi","0.2","","0","3","1","110911","21314","","wac_birthday_chieru_wish_to_idle_kyapi","21314057"
"","0.2","","1","3","","111011","21314","","wac_birthday_talk_doya","21314058"
"0","","","0","21","","vo_wac_21314","21314","","vo_wac_21314_001","21314059"
"1","0","0","10","11","1","111011","21314","0.5","チエル君。ひと月前から騒いでおいて、\n何を今さら白々しいこと言っとるんだ。\nいいから大人しく祝われたまえ。\nハイおめちぇるー、全員拍手ー","21314060"
"","","","","91","","0","21314","","","21314061"
"","0.2","","1","3","","111011","21314","","wac_birthday_idle_doya","21314062"
"","0.2","","1","3","","110911","21314","","wac_birthday_talk_smile","21314063"
"0","","","0","21","","vo_wac_21314","21314","","vo_wac_21314_002","21314064"
"1","0","0","10","11","1","110911","21314","0.5","えへへ、どーもどーも。\nいや素直に嬉しいですよね、\nわざわざこんな準備までしてもらって。\nその気持ちだけでホント幸せです！","21314065"
"","","","","91","","0","21314","","","21314066"
"","0.2","","1","3","","110911","21314","","wac_birthday_talk_doya","21314067"
"0","","","0","21","","vo_wac_21314","21314","","vo_wac_21314_003","21314068"
"1","0","0","10","11","1","110911","21314","0.5","ま、それはそれとしてなんですけど、\n世界の美少女ちえるんへの誕プレは\n本日より３６５日受け付けてまっす！\nちぇる～ん☆","21314069"
"","","","","91","","0","21314","","","21314070"
"","","","","22","","0","21314","","","21314071"
"","","","","25","","bgm_M321","21714","","bgm_M321_2C","21714001"
"-1000","2","0","250","1","-70","1","21714","wac_birthday_idle_normal","118011","21714002"
"310","2","1","256","1","-290","1","21714","wac_birthday_idle_smile","105811","21714003"
"","","","","13","","118011","21714","","300","21714004"
"","","","","13","","105811","21714","","300","21714005"
"0","1","","0","31","1","600","21714","","600","21714006"
"0","0","","0","31","1","602","21714","","602","21714007"
"0","0","","0","31","1","603","21714","","603","21714008"
"60","1","","30","31","1","604","21714","","604","21714009"
"0","1","","0","31","1","614","21714","","614","21714010"
"0","0","","0","31","1","700","21714","","700","21714011"
"0","0","","0","31","1","701","21714","","701","21714012"
"0","0","","0","31","1","702","21714","","702","21714013"
"0","0","","0","31","1","800","21714","","800","21714014"
"60","1","","30","31","1","935","21714","","935","21714015"
"","","","","93","","1","21714","","","21714016"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","105811","21714","","wac_birthday_reaction_05","21714017"
"","","","","93","","0.4","21714","","","21714018"
"","0.2","","1","3","","118011","21714","","wac_birthday_run_01","21714019"
"3","","","-70","2","","118011","21714","","0","21714020"
"","","","","93","","2.5","21714","","","21714021"
"","","","","32","","602","21714","","1","21714022"
"","","","","93","","0.6","21714","","","21714023"
"","","","","32","","600","21714","","0","21714024"
"","","","","32","","614","21714","","0","21714025"
"","","","","32","","604","21714","","0","21714026"
"","","","","32","","701","21714","","1","21714027"
"0.01","","","0","33","","935","21714","","0","21714028"
"wac_birthday_credita_wish_05","0.2","0.2","0","3","1","118011","21714","","wac_birthday_blowout_01","21714029"
"0.01","","","-330","2","","118011","21714","","-200","21714030"
"","0.2","","1","3","","105811","21714","","wac_birthday_idle_smile","21714031"
"0.01","","","-330","2","","105811","21714","","200","21714032"
"","","","","93","","0","21714","","","21714033"
"","","","","32","","800","21714","","1","21714034"
"","","","","93","","0.7","21714","","","21714035"
"","","","","32","","702","21714","","1","21714036"
"","","","","93","","0.5","21714","","","21714037"
"","","","0","23","","se_common","21714","","se_sys_login_birthday_blow_candle","21714038"
"","","","","32","","701","21714","","0","21714039"
"","","","","93","","0.4","21714","","","21714040"
"","","","0","23","","se_common","21714","","se_sys_login_birthday_cracker","21714041"
"","","","","32","","700","21714","","1","21714042"
"","","","0","23","","se_common","21714","","se_sys_login_birthday_calendar_applause","21714043"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","105811","21714","","wac_birthday_clap","21714044"
"","","","","93","","2.1","21714","","","21714045"
"","","","","131","","1","21714","","","21714046"
"0","","","0","21","","vo_wac_21714","21714","","vo_wac_21714_000","21714047"
"1","0","0","10","11","1","118011","21714","0.5","はぁ。誕生日など歳を重ねるだけの\nつまらぬ行事ではありませんこと？\nバースデーケーキでお祝いと言われても\n喜ぶ気持ちにはそうそう……","21714048"
"","","","","91","","0","21714","","","21714049"
"","0.2","","1","3","","118011","21714","","wac_birthday_idle_sad","21714050"
"","0.2","","1","3","","105811","21714","","wac_birthday_talk_kyapi","21714051"
"0","","","0","21","","vo_wac_21714","21714","","vo_wac_21714_001","21714052"
"1","0","0","10","11","1","105811","21714","0.5","クレジッタさん、\nお誕生日おめでとうございます！\n今日はたくさんお祝いしましょうね☆\nケーキ、わたしの手作りなんですよ～！","21714053"
"","","","","91","","0","21714","","","21714054"
"","0.2","","1","3","","105811","21714","","wac_birthday_idle_kyapi","21714055"
"","0.2","","1","3","","118011","21714","","wac_birthday_talk_wish","21714056"
"0","","","0","21","","vo_wac_21714","21714","","vo_wac_21714_002","21714057"
"1","0","0","10","11","1","118011","21714","0.5","て、手作りケーキっ！？\n陛下が、わたくしのためにっ！？\nなんという光栄……！　ケーキがまるで\n金銀財宝のように輝いて見えますわ！","21714058"
"","","","","91","","0","21714","","","21714059"
"","0.2","","1","3","","118011","21714","","wac_birthday_talk_smile","21714060"
"0","","","0","21","","vo_wac_21714","21714","","vo_wac_21714_003","21714061"
"1","0","0","10","11","1","118011","21714","0.5","食べるのが非常～～～に\nもったいなくはございますが……！\nこのクレジッタ・キャッシュ！\n心していただきますわ～！！","21714062"
"","","","","91","","0","21714","","","21714063"
"","","","","22","","0","21714","","","21714064"
"","","","","25","","bgm_M321","22014","","bgm_M321_2C","22014001"
"-1000","2","0","250","1","-70","1","22014","wac_birthday_idle_normal","101011","22014002"
"200","2","1","256","1","-270","1","22014","wac_birthday_idle_normal","104311","22014003"
"320","2","1","258","1","-310","1","22014","wac_birthday_idle_smile","101711","22014004"
"455","2","1","257","1","-290","1","22014","wac_birthday_idle_smile","101411","22014005"
"","","","","13","","101011","22014","","300","22014006"
"","","","","13","","104311","22014","","300","22014007"
"","","","","13","","101711","22014","","300","22014008"
"","","","","13","","101411","22014","","300","22014009"
"0","1","","0","31","1","600","22014","","600","22014010"
"0","0","","0","31","1","602","22014","","602","22014011"
"0","0","","0","31","1","603","22014","","603","22014012"
"60","1","","30","31","1","604","22014","","604","22014013"
"0","1","","0","31","1","614","22014","","614","22014014"
"0","0","","0","31","1","700","22014","","700","22014015"
"0","0","","0","31","1","701","22014","","701","22014016"
"0","0","","0","31","1","702","22014","","702","22014017"
"0","0","","0","31","1","800","22014","","800","22014018"
"60","1","","30","31","1","936","22014","","936","22014019"
"","","","","93","","1","22014","","","22014020"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","101711","22014","","wac_birthday_reaction_05","22014021"
"","","","","93","","0.1","22014","","","22014022"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","104311","22014","","wac_birthday_reaction_02","22014023"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","101411","22014","","wac_birthday_reaction_01","22014024"
"","","","","93","","0.3","22014","","","22014025"
"","0.2","","1","3","","101011","22014","","wac_birthday_run_01","22014026"
"3","","","-70","2","","101011","22014","","0","22014027"
"","","","","93","","2.5","22014","","","22014028"
"","","","","32","","602","22014","","1","22014029"
"","","","","93","","0.6","22014","","","22014030"
"","","","","32","","600","22014","","0","22014031"
"","","","","32","","614","22014","","0","22014032"
"","","","","32","","604","22014","","0","22014033"
"","","","","32","","701","22014","","1","22014034"
"0.01","","","0","33","","936","22014","","0","22014035"
"wac_birthday_wish_04","0.2","0.2","0","3","1","101011","22014","","wac_birthday_blowout_01","22014036"
"0.01","","","-330","2","","101011","22014","","-200","22014037"
"","0.2","","1","3","","104311","22014","","wac_birthday_idle_normal","22014038"
"0.01","","","-320","2","","104311","22014","","180","22014039"
"","0.2","","1","3","","101711","22014","","wac_birthday_idle_smile","22014040"
"0.01","","","-360","2","","101711","22014","","300","22014041"
"","0.2","","1","3","","101411","22014","","wac_birthday_idle_smile","22014042"
"0.01","","","-340","2","","101411","22014","","435","22014043"
"","","","","93","","0","22014","","","22014044"
"","","","","32","","800","22014","","1","22014045"
"","","","","93","","0.7","22014","","","22014046"
"","","","","32","","702","22014","","1","22014047"
"","","","","93","","0.5","22014","","","22014048"
"","","","0","23","","se_common","22014","","se_sys_login_birthday_blow_candle","22014049"
"","","","","32","","701","22014","","0","22014050"
"","","","","93","","0.4","22014","","","22014051"
"","","","0","23","","se_common","22014","","se_sys_login_birthday_cracker","22014052"
"","","","","32","","700","22014","","1","22014053"
"","","","0","23","","se_common","22014","","se_sys_login_birthday_calendar_applause","22014054"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","104311","22014","","wac_birthday_clap","22014055"
"","","","","93","","0.1","22014","","","22014056"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","101711","22014","","wac_birthday_clap","22014057"
"","","","","93","","0.1","22014","","","22014058"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","101411","22014","","wac_birthday_clap","22014059"
"","","","","93","","2","22014","","","22014060"
"","","","","131","","1","22014","","","22014061"
"0","","","0","21","","vo_wac_22014","22014","","vo_wac_22014_000","22014062"
"1","0","0","10","11","1","101011","22014","0.5","えっ、これって……\nうちのためのケーキどすか？\nこんなに大きくて豪華なケーキ……\nほんまに嬉しいわぁ♪","22014063"
"","","","","91","","0","22014","","","22014064"
"","0.2","","1","3","","101011","22014","","wac_birthday_idle_wish","22014065"
"","0.2","","1","3","","104311","22014","","wac_birthday_talk_doya","22014066"
"0","","","0","21","","vo_wac_22014","22014","","vo_wac_22014_001","22014067"
"1","0","0","10","11","1","104311","22014","0.5","我らがギルドマスターの誕生日だ。\n派手に奮発して、盛大に祝って\nやらないとな♪\nどんどん盛り上げていこうぜ！","22014068"
"","","","","91","","0","22014","","","22014069"
"","0.2","","1","3","","104311","22014","","wac_birthday_idle_doya","22014070"
"","0.2","","1","3","","101711","22014","","wac_birthday_talk_kyapi","22014071"
"0","","","0","21","","vo_wac_22014","22014","","vo_wac_22014_002","22014072"
"1","0","0","10","11","1","101711","22014","0.5","よーし、いっぱい踊るさー♪\nほらほら、カスミもこっち来て、\n一緒に踊りでお祝いしよーさー？","22014073"
"","","","","91","","0","22014","","","22014074"
"","0.2","","1","3","","101711","22014","","wac_birthday_idle_kyapi","22014075"
"","0.2","","1","3","","101411","22014","","wac_birthday_talk_sad","22014076"
"0","","","0","21","","vo_wac_22014","22014","","vo_wac_22014_003","22014077"
"1","0","0","10","11","1","101411","22014","0.5","ま、待ちたまえ！\n私は君たちみたいに乱暴な\n誕生日祝いをするつもりは……\nふ、振り回さないで～！？","22014078"
"","","","","91","","0","22014","","","22014079"
"","0.2","","1","3","","101411","22014","","wac_birthday_idle_sad","22014080"
"","0.2","","1","3","","101011","22014","","wac_birthday_talk_smile","22014081"
"0","","","0","21","","vo_wac_22014","22014","","vo_wac_22014_004","22014082"
"1","0","0","10","11","1","101011","22014","0.5","ふふっ、にぎやかで、楽しくて、\n最高の誕生日になりそうやね。\n王子はんも、お祝いに来てくれて\nありがとうな～♪","22014083"
"","","","","91","","0","22014","","","22014084"
"","","","","22","","0","22014","","","22014085"
"","","","","25","","bgm_M321","22714","","bgm_M321_2C","22714001"
"-1000","2","0","250","1","-70","1","22714","wac_birthday_idle_normal","106611","22714002"
"230","2","1","256","1","-270","1","22714","wac_birthday_homare_0929_idle_smile","106711","22714003"
"410","2","1","257","1","-310","1","22714","wac_birthday_idle_doya","106511","22714004"
"","","","","13","","106611","22714","","300","22714005"
"","","","","13","","106711","22714","","300","22714006"
"","","","","13","","106511","22714","","300","22714007"
"0","1","","0","31","1","600","22714","","600","22714008"
"0","0","","0","31","1","602","22714","","602","22714009"
"0","0","","0","31","1","603","22714","","603","22714010"
"60","1","","30","31","1","604","22714","","604","22714011"
"0","1","","0","31","1","614","22714","","614","22714012"
"0","0","","0","31","1","700","22714","","700","22714013"
"0","0","","0","31","1","701","22714","","701","22714014"
"0","0","","0","31","1","702","22714","","702","22714015"
"0","0","","0","31","1","800","22714","","800","22714016"
"60","1","","30","31","1","937","22714","","937","22714017"
"","","","","93","","1","22714","","","22714018"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","106511","22714","","wac_birthday_reaction_02","22714019"
"","","","","93","","0.1","22714","","","22714020"
"wac_birthday_homare_0929_reaction_04","0.2","0.2","0","3","1","106711","22714","","wac_birthday_homare_0929_reaction_01","22714021"
"","","","","93","","0.3","22714","","","22714022"
"","0.2","","1","3","","106611","22714","","wac_birthday_run_01","22714023"
"3","","","-70","2","","106611","22714","","0","22714024"
"","","","","93","","2.5","22714","","","22714025"
"","","","","32","","602","22714","","1","22714026"
"","","","","93","","0.6","22714","","","22714027"
"","","","","32","","600","22714","","0","22714028"
"","","","","32","","614","22714","","0","22714029"
"","","","","32","","604","22714","","0","22714030"
"","","","","32","","701","22714","","1","22714031"
"0.01","","","0","33","","937","22714","","0","22714032"
"wac_birthday_wish_02","0.2","0.2","0","3","1","106611","22714","","wac_birthday_blowout_01","22714033"
"0.01","","","-330","2","","106611","22714","","-200","22714034"
"","0.2","","1","3","","106711","22714","","wac_birthday_homare_0929_idle_smile","22714035"
"0.01","","","-320","2","","106711","22714","","180","22714036"
"","0.2","","1","3","","106511","22714","","wac_birthday_idle_doya","22714037"
"0.01","","","-340","2","","106511","22714","","320","22714038"
"","","","","93","","0","22714","","","22714039"
"","","","","32","","800","22714","","1","22714040"
"","","","","93","","0.7","22714","","","22714041"
"","","","","32","","702","22714","","1","22714042"
"","","","","93","","0.5","22714","","","22714043"
"","","","0","23","","se_common","22714","","se_sys_login_birthday_blow_candle","22714044"
"","","","","32","","701","22714","","0","22714045"
"","","","","93","","0.4","22714","","","22714046"
"","","","0","23","","se_common","22714","","se_sys_login_birthday_cracker","22714047"
"","","","","32","","700","22714","","1","22714048"
