d505e7e3161e44135d397d0ec78bee28336a79c5eeb1f97a92236bb44bd407c9,3554f261260f65e4aa2b6cae3ed676529d967bb114e22a5bd1c7abf43eda70ec,bb19a44146a66dbf9f63f48337e01ba9afd3eb8152693d35f1788d0257b454a4,b5bb7dd1348534b377e17754fc7ed553842ff8df7a77c0980c41b083b0e89cf3,5a14f8d75fb1045f586281ac9801e18a3b03e713f54da20668d7e6a8effacd03,9b58b0073117ce6bc75be549ba7d15a654dd8b5373e23ad3f635643db62548b7,795ba3d6884e40c3adf9fc5f66b0a9f2be304e0e994473d0cd9c0822cbf6a36e,458c75ed0da358e08a730c3959dd2e9b1fd6f3450d11cd818b7086fce692cf76,eb792ff1c44ce4cffe711962faa0dbe3e9c47fc5d5ca20b726f1a448dc52b363
"10095028","300000","12","14003001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","94002"
"10095029","4","2","14003001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","22002"
"10095030","70000","12","11001001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","94002"
"10095031","10","8","11001001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","91002"
"10095032","100","5","11003001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095033","18","2","11003001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","20002"
"10095034","10","8","11003001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","91002"
"10095035","50","5","13002001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095036","50","5","18004001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095037","60","5","16006001","119","2024/02/14 23:59:59","95","2022/12/16 5:00:00","0"
"10095038","60","5","16007001","119","2024/02/14 23:59:59","95","2022/12/16 5:00:00","0"
"10095039","3","2","16007001","119","2024/02/14 23:59:59","95","2022/12/16 5:00:00","22001"
"10095040","80","5","11004001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095041","18","2","11004001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","20002"
"10095042","500","2","11004001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","90007"
"10095043","100","5","11005001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095044","60000","12","11005001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","94002"
"10095045","500","2","11005001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","90007"
"10095046","100","5","14001001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095047","170000","12","14001001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","94002"
"10095048","6","2","14001001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","20003"
"10095049","130","5","14003001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095050","300000","12","14003001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","94002"
"10095051","4","2","14003001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","22002"
"10095114","25","5","11101001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095115","6","2","11101001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","20003"
"10095121","40","5","11001002","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095122","70000","12","11001002","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","94002"
"10095123","6","2","11001002","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","23001"
"10095152","50","5","11101001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095153","6","2","11101001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","20003"
"10095154","80","5","11001002","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095155","70000","12","11001002","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","94002"
"10095156","6","2","11001002","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","23001"
"10120003","40","5","11001001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120004","80000","12","11001001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","94002"
"10120005","10","8","11001001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","91002"
"10120006","55","5","11003001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120007","22","2","11003001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","20002"
"10120008","10","8","11003001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","91002"
"10120009","25","5","13002001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120010","25","5","18004001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120011","35","5","16006001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120012","30","5","16007001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120013","3","2","16007001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","22001"
"10120014","40","5","11004001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120015","22","2","11004001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","20002"
"10120016","500","2","11004001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","90007"
"10120017","55","5","11005001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120018","70000","12","11005001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","94002"
"10120019","500","2","11005001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","90007"
"10120023","80","5","11001001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120024","55","5","14001001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120025","200000","12","14001001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","94002"
"10120026","7","2","14001001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","20003"
"10120027","65","5","14003001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120028","340000","12","14003001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","94002"
"10120029","4","2","14003001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","22002"
"10120030","80000","12","11001001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","94002"
"10120031","10","8","11001001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","91002"
"10120032","110","5","11003001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120033","22","2","11003001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","20002"
"10120034","10","8","11003001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","91002"
"10120035","50","5","13002001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120036","50","5","18004001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120037","70","5","16006001","139","2024/02/14 23:59:59","120","2022/12/16 5:00:00","0"
"10120038","60","5","16007001","139","2024/02/14 23:59:59","120","2022/12/16 5:00:00","0"
"10120039","3","2","16007001","139","2024/02/14 23:59:59","120","2022/12/16 5:00:00","22001"
"10120040","80","5","11004001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120041","22","2","11004001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","20002"
"10120042","500","2","11004001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","90007"
"10120043","110","5","11005001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120044","70000","12","11005001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","94002"
"10120045","500","2","11005001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","90007"
"10120046","110","5","14001001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120047","200000","12","14001001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","94002"
"10120048","7","2","14001001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","20003"
"10120049","130","5","14003001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120050","340000","12","14003001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","94002"
"10120051","4","2","14003001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","22002"
"10120114","25","5","11101001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120115","7","2","11101001","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","20003"
"10120121","40","5","11001002","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","0"
"10120122","70000","12","11001002","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","94002"
"10120123","6","2","11001002","139","2022/12/16 4:59:59","120","2020/11/16 5:00:00","23001"
"10120152","50","5","11101001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120153","7","2","11101001","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","20003"
"10120154","80","5","11001002","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","0"
"10120155","70000","12","11001002","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","94002"
"10120156","6","2","11001002","139","2030/12/31 23:59:59","120","2022/12/16 5:00:00","23001"
"10140003","40","5","11001001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140004","80000","12","11001001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","94002"
"10140005","10","8","11001001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","91002"
"10140006","55","5","11003001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140007","26","2","11003001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","20002"
"10140008","10","8","11003001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","91002"
"10140009","25","5","13002001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140010","25","5","18004001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140011","35","5","16006001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140012","35","5","16007001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140013","3","2","16007001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","22001"
"10140014","40","5","11004001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140015","26","2","11004001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","20002"
"10140016","500","2","11004001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","90007"
"10140017","55","5","11005001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140018","80000","12","11005001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","94002"
"10140019","500","2","11005001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","90007"
"10140023","80","5","11001001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140024","55","5","14001001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140025","220000","12","14001001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","94002"
"10140026","8","2","14001001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","20003"
"10140027","70","5","14003001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140028","380000","12","14003001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","94002"
"10140029","4","2","14003001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","22002"
"10140030","80000","12","11001001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","94002"
"10140031","10","8","11001001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","91002"
"10140032","110","5","11003001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140033","26","2","11003001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","20002"
"10140034","10","8","11003001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","91002"
"10140035","50","5","13002001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140036","50","5","18004001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140037","70","5","16006001","159","2024/02/14 23:59:59","140","2022/12/16 5:00:00","0"
"10140038","70","5","16007001","159","2024/02/14 23:59:59","140","2022/12/16 5:00:00","0"
"10140039","3","2","16007001","159","2024/02/14 23:59:59","140","2022/12/16 5:00:00","22001"
"10140040","80","5","11004001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140041","26","2","11004001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","20002"
"10140042","500","2","11004001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","90007"
"10140043","110","5","11005001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140044","80000","12","11005001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","94002"
"10140045","500","2","11005001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","90007"
"10140046","110","5","14001001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140047","220000","12","14001001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","94002"
"10140048","8","2","14001001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","20003"
"10140049","140","5","14003001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140050","380000","12","14003001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","94002"
"10140051","4","2","14003001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","22002"
"10140114","25","5","11101001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140115","8","2","11101001","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","20003"
"10140121","40","5","11001002","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","0"
"10140122","80000","12","11001002","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","94002"
"10140123","6","2","11001002","159","2022/12/16 4:59:59","140","2020/11/16 5:00:00","23001"
"10140152","50","5","11101001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140153","8","2","11101001","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","20003"
"10140154","80","5","11001002","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","0"
"10140155","80000","12","11001002","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","94002"
"10140156","6","2","11001002","159","2030/12/31 23:59:59","140","2022/12/16 5:00:00","23001"
"10160003","40","5","11001001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160004","90000","12","11001001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","94002"
"10160005","10","8","11001001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","91002"
"10160006","55","5","11003001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160007","30","2","11003001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","20002"
"10160008","10","8","11003001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","91002"
"10160009","30","5","13002001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160010","30","5","18004001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160011","35","5","16006001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160012","35","5","16007001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160013","3","2","16007001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","22001"
"10160014","40","5","11004001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160015","30","2","11004001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","20002"
"10160016","500","2","11004001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","90007"
"10160017","55","5","11005001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160018","90000","12","11005001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","94002"
"10160019","500","2","11005001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","90007"
"10160023","80","5","11001001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160024","55","5","14001001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160025","240000","12","14001001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","94002"
"10160026","9","2","14001001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","20003"
"10160027","70","5","14003001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160028","410000","12","14003001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","94002"
"10160029","4","2","14003001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","22002"
"10160030","90000","12","11001001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","94002"
"10160031","10","8","11001001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","91002"
"10160032","110","5","11003001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160033","30","2","11003001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","20002"
"10160034","10","8","11003001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","91002"
"10160035","60","5","13002001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160036","60","5","18004001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160037","70","5","16006001","179","2024/02/14 23:59:59","160","2022/12/16 5:00:00","0"
"10160038","70","5","16007001","179","2024/02/14 23:59:59","160","2022/12/16 5:00:00","0"
"10160039","3","2","16007001","179","2024/02/14 23:59:59","160","2022/12/16 5:00:00","22001"
"10160040","80","5","11004001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160041","30","2","11004001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","20002"
"10160042","500","2","11004001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","90007"
"10160043","110","5","11005001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160044","90000","12","11005001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","94002"
"10160045","500","2","11005001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","90007"
"10160046","110","5","14001001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160047","240000","12","14001001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","94002"
"10160048","9","2","14001001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","20003"
"10160049","140","5","14003001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160050","410000","12","14003001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","94002"
"10160051","4","2","14003001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","22002"
"10160114","25","5","11101001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160115","9","2","11101001","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","20003"
"10160121","40","5","11001002","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","0"
"10160122","90000","12","11001002","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","94002"
"10160123","6","2","11001002","179","2022/12/16 4:59:59","160","2020/11/16 5:00:00","23001"
"10160152","50","5","11101001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160153","9","2","11101001","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","20003"
"10160154","80","5","11001002","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","0"
"10160155","90000","12","11001002","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","94002"
"10160156","6","2","11001002","179","2030/12/31 23:59:59","160","2022/12/16 5:00:00","23001"
"10180003","40","5","11001001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180004","100000","12","11001001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","94002"
"10180005","10","8","11001001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","91002"
"10180006","55","5","11003001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180007","34","2","11003001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","20002"
"10180008","10","8","11003001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","91002"
"10180009","30","5","13002001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180010","30","5","18004001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180011","35","5","16006001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180012","35","5","16007001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180013","3","2","16007001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","22001"
"10180014","45","5","11004001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180015","34","2","11004001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","20002"
"10180016","500","2","11004001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","90007"
"10180017","55","5","11005001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180018","100000","12","11005001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","94002"
"10180019","500","2","11005001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","90007"
"10180023","80","5","11001001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180024","55","5","14001001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180025","260000","12","14001001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","94002"
"10180026","10","2","14001001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","20003"
"10180027","70","5","14003001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180028","450000","12","14003001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","94002"
"10180029","4","2","14003001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","22002"
"10180030","100000","12","11001001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","94002"
"10180031","10","8","11001001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","91002"
"10180032","110","5","11003001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180033","34","2","11003001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","20002"
"10180034","10","8","11003001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","91002"
"10180035","60","5","13002001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180036","60","5","18004001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180037","70","5","16006001","199","2024/02/14 23:59:59","180","2022/12/16 5:00:00","0"
"10180038","70","5","16007001","199","2024/02/14 23:59:59","180","2022/12/16 5:00:00","0"
"10180039","3","2","16007001","199","2024/02/14 23:59:59","180","2022/12/16 5:00:00","22001"
"10180040","90","5","11004001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180041","34","2","11004001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","20002"
"10180042","500","2","11004001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","90007"
"10180043","110","5","11005001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180044","100000","12","11005001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","94002"
"10180045","500","2","11005001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","90007"
"10180046","110","5","14001001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180047","260000","12","14001001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","94002"
"10180048","10","2","14001001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","20003"
"10180049","140","5","14003001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180050","450000","12","14003001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","94002"
"10180051","4","2","14003001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","22002"
"10180114","30","5","11101001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180115","10","2","11101001","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","20003"
"10180121","40","5","11001002","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","0"
"10180122","100000","12","11001002","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","94002"
"10180123","6","2","11001002","199","2022/12/16 4:59:59","180","2020/11/16 5:00:00","23001"
"10180152","60","5","11101001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180153","10","2","11101001","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","20003"
"10180154","80","5","11001002","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","0"
"10180155","100000","12","11001002","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","94002"
"10180156","6","2","11001002","199","2030/12/31 23:59:59","180","2022/12/16 5:00:00","23001"
"10200003","45","5","11001001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200004","110000","12","11001001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","94002"
"10200005","10","8","11001001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","91002"
"10200006","55","5","11003001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200007","38","2","11003001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","20002"
"10200008","10","8","11003001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","91002"
"10200009","30","5","13002001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200010","30","5","18004001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200011","35","5","16006001","219","2024/02/14 23:59:59","200","2020/11/16 5:00:00","0"
"10200012","35","5","16007001","219","2024/02/14 23:59:59","200","2020/11/16 5:00:00","0"
"10200013","3","2","16007001","219","2024/02/14 23:59:59","200","2020/11/16 5:00:00","22001"
"10200014","45","5","11004001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200015","38","2","11004001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","20002"
"10200016","500","2","11004001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","90007"
"10200017","55","5","11005001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200018","120000","12","11005001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","94002"
"10200019","500","2","11005001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","90007"
"10200024","55","5","14001001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200025","280000","12","14001001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","94002"
"10200026","11","2","14001001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","20003"
"10200027","70","5","14003001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200028","480000","12","14003001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","94002"
"10200029","4","2","14003001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","22002"
"10200114","30","5","11101001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200115","11","2","11101001","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","20003"
"10200121","45","5","11001002","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","0"
"10200122","110000","12","11001002","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","94002"
"10200123","6","2","11001002","219","2030/12/31 23:59:59","200","2020/11/16 5:00:00","23001"
"10220003","45","5","11001001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220004","120000","12","11001001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","94002"
"10220005","10","8","11001001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","91002"
"10220006","60","5","11003001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
