ef3d2b9ed01e3e237a963c9ea885d9597bc74a7a3494f6f9e491b7ecd93afb91,41ad48bdaeeb68ef22f8b7ed1c8cb781593e45b8d04bfe89e7b9ddfae4cd0b8e,59145d39f007413c2a5486b57b754cf742ca7e27bda876843f940f5708a2cd2b,429b8a8b295294ca6784eea5dfaf0d05104f1d395e1c62ae080b6532a5e8790b,b6db9ea4de9b51e738eb49ce9874253e1c29cceb6a894d6380b8924bf7b54e56,30c74d33df9f3d24a73828a4a39c3b10c237a8cd738a429293174ec6ff46c7b1,824a0578c7c7fbe3c1b40d254938fbc21f6a61b66d55a0878f49226f2bb4f275,20947e18f308ca086a5d0718cfb1952dc05e6f3ef87cebe1d005107122ac0a1a,bb5337053feaa8dd57475614bcaaa4be3c8e00561358b8534c2156885e79b349,f4965fe432992ab7cf27ab5119bf745ab6c19deed6b78db13081e3373470aedc,b89321b64b6c9e20517d1ee3d5e184bd8b7a525eb0fc5eb50e3e97405281aaf6
"maho_kurukuru_loopB","maho_kurukuru_inB","5146065","3","1","98","65082","0.2","0","","0"
"kururu_kurukuru_loop","kururu_kurukuru_in","5146065","3","1","130911","65083","0.2","0","","0"
"kururu_kurukuru_loopF","kururu_kurukuru_inF","5146065","3","1","97","65084","0.2","0","","0"
"kururu_kurukuru_loopB","kururu_kurukuru_inB","5146065","3","1","96","65085","0.2","0","","0"
"0","vo_apg_0511","5146065","21","","vo_apg","65086","","0","",""
"0","くるくる～♪","5146065","11","0","131011","65087","0","10","1.1","0"
"","","5146065","91","","0","65088","","","",""
"0","vo_apg_0512","5146065","21","","vo_apg","65089","","0","",""
"0","くるくるくる～♪","5146065","11","0","130911","65090","0","10","1","0"
"","","5146065","91","","0","65091","","","",""
"0","6","5146065","12","0","131011","65092","0","2","0","10"
"0","7","5146065","12","0","130911","65093","0","2","0","10"
"","walk_normal","5146065","3","","106011","65094","0.2","1","",""
"","walk_normal","5146065","3","","1060","65095","0.2","1","",""
"3.4","-376","5146065","2","0","106011","65096","","-305","",""
"3.4","-376","5146065","2","0","1060","65097","","-305","",""
"","0","5146065","93","","3.4","65098","","","",""
"0.6","-446","5146065","2","14","106011","65099","","-305","",""
"0.6","-446","5146065","2","14","1060","65100","","-305","",""
"","kyaru_damage","5146065","3","","106011","65101","0","0","",""
"","kyaru_damage","5146065","3","","1060","65102","0","0","",""
"","0","5146065","93","","0.8","65103","","","",""
"cool_talk_jitome","cool_in_jitome","5146065","3","1","106011","65104","0.2","0","","0"
"cool_talk_jitome","cool_in_jitome","5146065","3","1","1060","65105","0.2","0","","0"
"0","vo_apg_0513","5146065","21","","vo_apg","65106","","0","",""
"1","なにやってんの、あんたら…","5146065","11","1","106011","65107","0","10","0","0"
"","","5146065","91","","0","65108","","","",""
"","","5146065","101","","65110","65109","","","",""
"","0.2","5146065","22","","0","65110","","","",""
"-500","104011","5146066","1","-278","1","66001","1.8","140","aoi_walk_fear","0"
"30","99","5146066","5","-262","1","66002","1.8","141","idle_normal","0"
"290","130911","5146066","1","-278","1","66003","1.8","100","idle_normal_noface","1"
"290","98","5146066","5","-278","1","66004","1.8","101","idle_normal_kururu","1"
"","201","5146066","13","","104011","66005","","","",""
"","200","5146066","13","","130911","66006","","","",""
"0","8","5146066","5","-174","8","66007","0.85","15","idle","0"
"-119","20","5146066","5","-79","20","66008","1","210","empty","0"
"0","22","5146066","5","-194","22","66009","1","210","empty","0"
"0","1","5146066","31","1","1","66010","1","0","",""
"-57.7","2","5146066","31","1","2","66011","0","0","",""
"0","13","5146066","31","1","13","66012","0","0","",""
"-69","19","5146066","31","1","19","66013","0","11","",""
"0","20","5146066","31","1","20","66014","1","0","",""
"","104011","5146066","36","","20","66015","","","",""
"","99","5146066","36","","20","66016","","","",""
"","20","5146066","36","","20","66017","","","",""
"","22","5146066","36","","20","66018","","","",""
"","0","5146066","91","","0","66019","","","",""
"","0","5146066","102","","0","66020","","0","",""
"2.7","-290","5146066","2","0","104011","66021","","-278","",""
"","aoi_walk_fear","5146066","3","","104011","66022","0.2","1","",""
"","0","5146066","93","","2.7","66023","","","",""
"","see_talk","5146066","3","","104011","66024","0.2","1","",""
"0","vo_apg_0601","5146066","21","","vo_apg","66025","","0","",""
"1","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","5146066","11","1","104011","66026","0","10","0","0"
"","","5146066","91","","0","66027","","","",""
"","see_idle","5146066","3","","104011","66028","0.2","1","",""
"talk_normal","smile","5146066","3","1","130911","66029","0.2","0","","0.2"
"talk_normal","smile","5146066","3","1","98","66030","0.2","0","","0.2"
"0","vo_apg_0602","5146066","21","","vo_apg","66031","","0","",""
"1","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","5146066","11","1","130911","66032","0","10","0","0"
"","","5146066","91","","0","66033","","","",""
"","idle_normal_surprise","5146066","3","","130911","66034","0.2","1","",""
"","panic","5146066","3","","104011","66035","0.2","1","",""
"0","vo_apg_0603","5146066","21","","vo_apg","66036","","0","",""
"1","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","5146066","11","1","104011","66037","0","15","0","0"
"","","5146066","91","","0","66038","","","",""
"","anger_talk_pain","5146066","3","","130911","66039","0.2","1","",""
"","anger_talk_pain","5146066","3","","98","66040","0.2","1","",""
"0","vo_apg_0604","5146066","21","","vo_apg","66041","","0","",""
"1","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","5146066","11","1","130911","66042","0","10","0","0"
"","","5146066","91","","0","66043","","","",""
"","idle_normal_dere","5146066","3","","130911","66044","0.2","1","",""
"surprise_talk_search_dere","aoi_surprise_in","5146066","3","1","104011","66045","0","0","","0.1"
"0","vo_apg_0605","5146066","21","","vo_apg","66046","","0","",""
"1","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","5146066","11","1","104011","66047","0","10","0","0"
"","","5146066","91","","0","66048","","","",""
"","surprise_idle_dere","5146066","3","","104011","66049","0.2","1","",""
"kururu_guid_talk","kururu_surprise_talk_long","5146066","3","1","130911","66050","0.2","0","","0.2"
"kururu_guid_talk","kururu_surprise_talk_long","5146066","3","1","98","66051","0.2","0","","0.2"
"0","vo_apg_0606","5146066","21","","vo_apg","66052","","0","",""
"1","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","5146066","11","1","130911","66053","0","10","0","0"
"","","5146066","91","","0","66054","","","",""
"","idle_normal_noface","5146066","3","","130911","66055","0.2","1","",""
"","idle_normal_kururu","5146066","3","","98","66056","0.2","1","",""
"guts2_talk_surprise2","guts2_in_surprise2","5146066","3","1","104011","66057","0.2","0","","0"
"0","vo_apg_0607","5146066","21","","vo_apg","66058","","0","",""
"1","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","5146066","11","1","104011","66059","0","10","0","0"
"","","5146066","91","","0","66060","","","",""
"","guts2_idle_surprise2","5146066","3","","104011","66061","0.2","1","",""
"","joy_talk_dere","5146066","3","","130911","66062","0.2","1","",""
"","joy_talk","5146066","3","","98","66063","0.2","1","",""
"0","vo_apg_0608","5146066","21","","vo_apg","66064","","0","",""
"1","別に料金は変わりませんので…\n気が済むまでお乗りください♪","5146066","11","1","130911","66065","0","10","0","0"
"","","5146066","91","","0","66066","","","",""
"","0","5146066","22","","0","66067","","","",""
"idle_normal_joy","hello","5146066","3","1","130911","66068","0.4","0","","0.1"
"","walk_jog_dere","5146066","3","","104011","66069","0.2","1","",""
"2","-50","5146066","2","0","104011","66070","","-278","",""
"","0","5146066","93","","1","66071","","","",""
"","1","5146066","32","","2","66072","","","",""
"","0","5146066","93","","1.5","66073","","","",""
"0","0","5146066","2","0","104011","66074","","-480","",""
"","empty","5146066","3","","104011","66075","0","1","",""
"","scale15","5146066","37","","20","66076","","","",""
"","fade_out","5146066","37","","2","66077","","","",""
"","1","5146066","32","","13","66078","","","",""
"","0","5146066","93","","2","66079","","","",""
"0","vo_apg_0609","5146066","21","","vo_apg","66080","","0","",""
"","0609_in","5146066","3","","22","66081","0","0","",""
"","1","5146066","93","","2.2","66082","","","",""
"","0609_mid","5146066","3","","22","66083","0","0","",""
"","","5146066","92","","","66084","","","",""
"","0609_out","5146066","3","","22","66085","0","0","",""
"","0","5146066","93","","0.2","66086","","","",""
"0","-132","5146066","2","0","20","66087","","-79","",""
"0","vo_apg_0610","5146066","21","","vo_apg","66088","","0","",""
"","0610_in","5146066","3","","22","66089","0","0","",""
"","1","5146066","93","","2.2","66090","","","",""
"","0610_mid","5146066","3","","22","66091","0","0","",""
"","","5146066","92","","","66092","","","",""
"","0610_out","5146066","3","","22","66093","0","0","",""
"","0","5146066","93","","0.2","66094","","","",""
"0","vo_apg_0611","5146066","21","","vo_apg","66095","","0","",""
"","0611_in","5146066","3","","22","66096","0","0","",""
"","1","5146066","93","","2.3","66097","","","",""
"","0611_mid","5146066","3","","22","66098","0","0","",""
"","","5146066","92","","","66099","","","",""
"","0611_out","5146066","3","","22","66100","0","0","",""
"","0","5146066","93","","0.2","66101","","","",""
"","0","5146066","22","","0","66102","","","",""
"","empty","5146066","3","","104011","66103","0","1","",""
"","fade_in","5146066","37","","2","66104","","","",""
"","0","5146066","93","","1","66105","","","",""
"","0","5146066","32","","13","66106","","","",""
"","fade_out","5146066","37","","2","66107","","","",""
"","kururu_wish_talk_surprise_lookup","5146066","3","","130911","66108","0","1","",""
"","0","5146066","93","","1","66109","","","",""
"kururu_surprise_talk_joy","kururu_wish_talk_surprise_lookup","5146066","3","1","130911","66110","0.2","0","","0.2"
"0","vo_apg_0612","5146066","21","","vo_apg","66111","","0","",""
"1","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","5146066","11","1","130911","66112","0","10","0","0"
"","","5146066","91","","0","66113","","","",""
"","0","5146066","22","","0","66114","","","",""
"","fade_in","5146066","37","","2","66115","","","",""
"","0","5146066","93","","1","66116","","","",""
"","scale1","5146066","37","","20","66117","","","",""
"","blackroom_in","5146066","37","","2","66118","","","",""
"1.15","20","5146066","121","9","0","66119","10","1.15","",""
"0","27","5146066","2","0","104011","66120","","-248","",""
"0","27","5146066","2","0","99","66121","","-248","",""
"","aoi_satori_in","5146066","3","","104011","66122","0","1","",""
"","aoi_satori_in","5146066","3","","99","66123","0","1","",""
"","0","5146066","93","","0.5","66124","","","",""
"0","vo_apg_0613","5146066","21","","vo_apg","66125","","0","",""
"0","ふふ…ふふふふふ…\nああ、これが悟り…！","5146066","11","1","104011","66126","0","4","1","0"
"","","5146066","93","","3","66127","","","",""
"","1","5146066","32","","19","66128","","","",""
"","se_10055900_satori","5146066","23","","se_10055900","66129","","0","",""
"","","5146066","93","","0.5","66130","","","",""
"aoi_satori_loop","aoi_satori_mid","5146066","3","1","104011","66131","0.2","0","","0"
"aoi_satori_loop","aoi_satori_mid","5146066","3","1","99","66132","0.2","0","","0"
"","0","5146066","93","","4","66133","","","",""
"","","5146066","92","","","66134","","","",""
"","","5146066","101","","66136","66135","","","",""
"","0.2","5146066","22","","0","66136","","","",""
"-385","106611","5146067","1","-288","1","67001","1.8","106","idle_normal","0"
"-385","1066","5146067","5","-288","3","67002","1.8","107","idle_normal","0"
"-225","106511","5146067","1","-278","1","67003","1.8","103","idle_normal","0"
"-225","1065","5146067","5","-278","2","67004","1.8","104","idle_normal","0"
"290","131011","5146067","1","-278","1","67005","1.8","100","idle_normal","1"
"","206","5146067","13","","106611","67006","","","",""
"","203","5146067","13","","106511","67007","","","",""
"","200","5146067","13","","131011","67008","","","",""
"0","9","5146067","5","-174","9","67009","0.85","15","idle","0"
"-292","201","5146067","5","71","20","67010","1","210","empty","0"
"-61","202","5146067","5","71","20","67011","1","210","empty","0"
"126","22","5146067","5","-43","22","67012","1","210","empty","0"
"0","21","5146067","5","94","21","67013","1","60","empty","0"
"0","1","5146067","31","1","1","67014","1","0","",""
"-57.7","2","5146067","31","1","2","67015","0","0","",""
"0","10","5146067","31","1","10","67016","0","0","",""
"0","20","5146067","31","1","20","67017","1","0","",""
"","106611","5146067","36","","20","67018","","","",""
"","106511","5146067","36","","20","67019","","","",""
"","201","5146067","36","","20","67020","","","",""
"","202","5146067","36","","20","67021","","","",""
"","22","5146067","36","","20","67022","","","",""
"","0","5146067","91","","0","67023","","","",""
"","0","5146067","102","","0","67024","","0","",""
"","0","5146067","93","","1","67025","","","",""
"","talk_normal_noface","5146067","3","","106511","67026","0.2","1","",""
"","talk_normal_kaya","5146067","3","","1065","67027","0.2","1","",""
"0","vo_apg_0701","5146067","21","","vo_apg","67028","","0","",""
"1","イノリー\n次はこれ乗ってみようぜ","5146067","11","1","106511","67029","0","10","0","0"
"","","5146067","91","","0","67030","","","",""
"","idle_normal_look","5146067","3","","106511","67031","0.2","1","",""
"","idle_normal_look","5146067","3","","1065","67032","0.2","1","",""
"cool_talk_sad","cool_in_sad","5146067","3","1","106611","67033","0.2","0","","0"
"cool_talk_sad","cool_in_sad","5146067","3","1","1066","67034","0.2","0","","0"
"0","vo_apg_0702","5146067","21","","vo_apg","67035","","0","",""
"1","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","5146067","11","1","106611","67036","0","10","0","0"
"","","5146067","91","","0","67037","","","",""
"","cool_idle","5146067","3","","106611","67038","0.2","1","",""
"","cool_idle","5146067","3","","1066","67039","0.2","1","",""
"","idle_normal","5146067","3","","106511","67040","0.2","1","",""
"","idle_normal","5146067","3","","1065","67041","0.2","1","",""
"","joy_talk_normal","5146067","3","","131011","67042","0.2","1","",""
"0","vo_apg_0703","5146067","21","","vo_apg","67043","","0","",""
"1","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","5146067","11","1","131011","67044","0","10","0","0"
"","","5146067","91","","0","67045","","","",""
"","idle_normal","5146067","3","","131011","67046","0.2","1","",""
"doya_talk_normal","doya_in_normal","5146067","3","1","106511","67047","0.2","0","","0"
"doya_talk_normal","doya_in_normal","5146067","3","1","1065","67048","0.2","0","","0"
"0","vo_apg_0704","5146067","21","","vo_apg","67049","","0","",""
"1","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","5146067","11","1","106511","67050","0","10","0","0"
"","","5146067","91","","0","67051","","","",""
"","doya_idle_normal","5146067","3","","106511","67052","0.2","1","",""
"","doya_idle_normal","5146067","3","","1065","67053","0.2","1","",""
"","wish_talk_joy","5146067","3","","131011","67054","0.2","1","",""
"0","vo_apg_0705","5146067","21","","vo_apg","67055","","0","",""
"1","は～い♪\nまかしておくれやす～","5146067","11","1","131011","67056","0","10","0","0"
"","","5146067","91","","0","67057","","","",""
"","0","5146067","22","","0","67058","","","",""
"idle_normal","hello","5146067","3","1","131011","67059","0.4","0","","0.1"
"","walk_yareyare","5146067","3","","106611","67060","0.4","1","",""
"","walk_yareyare","5146067","3","","1066","67061","0.4","1","",""
"","walk_kyapi","5146067","3","","106511","67062","0.2","1","",""
"","walk_kyapi","5146067","3","","1065","67063","0.2","1","",""
"2","-194","5146067","2","0","106611","67064","","-288","",""
"2","-194","5146067","2","0","1066","67065","","-288","",""
"2","-34","5146067","2","0","106511","67066","","-278","",""
"2","-34","5146067","2","0","1065","67067","","-278","",""
"","0","5146067","93","","1","67068","","","",""
"","1","5146067","32","","2","67069","","","",""
"","0","5146067","93","","1.5","67070","","","",""
"","se_10055900_coffee_01","5146067","23","","se_10055900","67071","","1","",""
"0","-126","5146067","2","0","106611","67072","","-331","",""
"0","-126","5146067","2","0","1066","67073","","-331","",""
"0","126","5146067","2","0","106511","67074","","-331","",""
"0","126","5146067","2","0","1065","67075","","-331","",""
"","scale15","5146067","37","","20","67076","","","",""
"0","vo_apg_0706","5146067","21","","vo_apg","67077","","0","",""
"","0706_in","5146067","3","","22","67078","0","0","",""
"","1","5146067","93","","3","67079","","","",""
"","0706_mid","5146067","3","","22","67080","0","0","",""
"","","5146067","92","","","67081","","","",""
"","0706_out","5146067","3","","22","67082","0","0","",""
"","0","5146067","93","","0.2","67083","","","",""
"0","-126","5146067","2","0","22","67084","","-43","",""
"0","vo_apg_0707","5146067","21","","vo_apg","67085","","0","",""
"","0707_in","5146067","3","","22","67086","0","0","",""
"","1","5146067","93","","3.7","67087","","","",""
"","0707_mid","5146067","3","","22","67088","0","0","",""
"","","5146067","92","","","67089","","","",""
"","0707_out","5146067","3","","22","67090","0","0","",""
"","0","5146067","93","","0.2","67091","","","",""
"","0","5146067","93","","0.1","67092","","","",""
"","1","5146067","32","","10","67093","","","",""
"","horizontal","5146067","37","","10","67094","","","",""
"","0.3","5146067","24","","se_10055900_coffee_01","67095","","","",""
"","se_10055900_coffee_02","5146067","23","","se_10055900","67096","","1","",""
"0","179","5146067","2","0","202","67097","","-12","",""
"","scale1","5146067","37","","20","67098","","","",""
"","30","5146067","122","","30","67099","","0.5","",""
"0","vo_apg_0708","5146067","21","","vo_apg","67100","","0","",""
"","0708_in","5146067","3","","202","67101","0","0","",""
"","1","5146067","93","","1.8","67102","","","",""
"","0708_mid","5146067","3","","202","67103","0","0","",""
"","","5146067","92","","","67104","","","",""
"","0708_out","5146067","3","","202","67105","0","0","",""
"","0","5146067","93","","0.2","67106","","","",""
"0","-237","5146067","2","0","201","67107","","71","",""
"","scale15","5146067","37","","20","67108","","","",""
"0","vo_apg_0709","5146067","21","","vo_apg","67109","","0","",""
"","0709_in","5146067","3","","22","67110","0","0","",""
"","1","5146067","93","","2.3","67111","","","",""
"","0709_mid","5146067","3","","22","67112","0","0","",""
"","","5146067","92","","","67113","","","",""
"","0709_out","5146067","3","","22","67114","0","0","",""
"","0","5146067","93","","0.2","67115","","","",""
"","0","5146067","93","","0.1","67116","","","",""
"","scale1","5146067","37","","20","67117","","","",""
"0","0","5146067","2","0","202","67118","","-12","",""
"","30","5146067","122","","30","67119","","0.5","",""
"0","vo_apg_0710","5146067","21","","vo_apg","67120","","0","",""
"","0710_in","5146067","3","","202","67121","0","0","",""
"","1","5146067","93","","2.2","67122","","","",""
"","0710_mid","5146067","3","","202","67123","0","0","",""
"","","5146067","92","","","67124","","","",""
"","0710_out","5146067","3","","202","67125","0","0","",""
"","0","5146067","93","","0.2","67126","","","",""
"","0","5146067","22","","0","67127","","","",""
"","empty","5146067","3","","202","67128","0","0","",""
"","0","5146067","32","","10","67129","","","",""
"","0","5146067","93","","1","67130","","","",""
"","0.5","5146067","24","","se_10055900_coffee_02","67131","","","",""
"","see_guru","5146067","3","","131011","67132","0","1","",""
"","empty","5146067","3","","106611","67133","0.2","1","",""
"","empty","5146067","3","","1066","67134","0.2","1","",""
"0","-104","5146067","2","0","106611","67135","","-195","",""
"0","-104","5146067","2","0","1066","67136","","-195","",""
"","iris_out","5146067","37","","2","67137","","","",""
"0","-129","5146067","2","0","106511","67138","","-278","",""
"0","-129","5146067","2","0","1065","67139","","-278","",""
"","walk_normal_doya","5146067","3","","106511","67140","0.2","1","",""
"","walk_normal_doya","5146067","3","","1065","67141","0.2","1","",""
"2","-290","5146067","2","0","106511","67142","","-278","",""
"2","-290","5146067","2","0","1065","67143","","-278","",""
"0","-290","5146067","2","0","202","67144","","21","",""
"","1","5146067","4","","106511","67145","","","",""
"","1","5146067","4","","1065","67146","","","",""
"","0","5146067","93","","2","67147","","","",""
"","0","5146067","4","","106511","67148","","","",""
"","0","5146067","4","","1065","67149","","","",""
"","cool_idle_doya","5146067","3","","106511","67150","0.2","1","",""
"","cool_idle_doya","5146067","3","0","1065","67151","0.2","1","",""
"","0","5146067","93","","0.2","67152","","","",""
"cool_talk_dere","cool_in_nobi","5146067","3","1","106511","67153","0.2","0","","0"
"cool_talk_dere","cool_in_nobi","5146067","3","1","1065","67154","0.2","0","","0"
"0","vo_apg_0711","5146067","21","","vo_apg","67155","","0","",""
"1","ふう…全力で回してやったぜ…\nで、何回だった？","5146067","11","1","106511","67156","0","10","0","0"
"","","5146067","91","","0","67157","","","",""
"","cool_idle_doya","5146067","3","","106511","67158","0.2","1","",""
"","cool_idle_doya","5146067","3","","1065","67159","0.2","1","",""
"0","vo_apg_0712","5146067","21","","vo_apg","67160","","0","",""
"1","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","5146067","11","1","131011","67161","0","10","0","0"
"","","5146067","91","","0","67162","","","",""
"idle_normal_shy","maho_idle_normal_in","5146067","3","1","131011","67163","0.5","0","","0"
"surprise_talk_search","cool_talk_surprise","5146067","3","1","106511","67164","0.2","0","","0.3"
"surprise_talk_search","cool_talk_surprise","5146067","3","1","1065","67165","0.2","0","","0.3"
"0","vo_apg_0713","5146067","21","","vo_apg","67166","","0","",""
"1","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","5146067","11","1","106511","67167","0","10","0","0"
"","","5146067","91","","0","67168","","","",""
"","surprise_idle_talk1R","5146067","3","","106511","67169","0.3","1","",""
"","surprise_idle_talk1R","5146067","3","","1065","67170","0.3","1","",""
"","sad_talk","5146067","3","","131011","67171","0.2","1","",""
"0","vo_apg_0714","5146067","21","","vo_apg","67172","","0","",""
"1","イノリはんなら、\n吹き飛ばされてあそこに…","5146067","11","1","131011","67173","0","10","0","0"
"","","5146067","91","","0","67174","","","",""
"","sad_idle_lookup","5146067","3","","131011","67175","0.2","1","",""
"","surprise_idle_noface_lookup","5146067","3","","106511","67176","0.2","1","",""
"","surprise_idle_kaya_lookup","5146067","3","","1065","67177","0.2","1","",""
"coffee_1_loop","coffee_1_in","5146067","3","1","21","67178","0","0","","0"
"","se_10055900_photo","5146067","23","","se_10055900","67179","","0","",""
"","0","5146067","93","","0.5","67180","","","",""
"0","0","5146067","2","0","201","67181","","0","",""
"0","vo_apg_0715","5146067","21","","vo_apg","67182","","0","",""
"1","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","5146067","11","1","106611","67183","0","10","0","0"
"","","5146067","91","","0","67184","","","",""
"","coffee_1_out","5146067","3","","21","67185","0","0","",""
"","se_10055900_down","5146067","23","","se_10055900","67186","","0","",""
"","0","5146067","93","","0.7","67187","","","",""
"","sad_idle_sad2_lookup","5146067","3","","131011","67188","0.2","1","",""
"surprise3_loop_lookup","surprise3_in_lookup","5146067","3","1","106511","67189","0.2","0","","0"
"surprise3_loop_lookup","surprise3_in_lookup","5146067","3","1","1065","67190","0.2","0","","0"
"0","vo_apg_0716","5146067","21","","vo_apg","67191","","0","",""
"","30","5146067","122","","30","67192","","0.5","",""
"","0716_in","5146067","3","","202","67193","0","0","",""
"","1","5146067","93","","1.2","67194","","","",""
"","0716_mid","5146067","3","","202","67195","0","0","",""
"","","5146067","92","","","67196","","","",""
"","0716_out","5146067","3","","202","67197","0","0","",""
"","","5146067","91","","0","67198","","","",""
"","","5146067","101","","67200","67199","","","",""
"","0.2","5146067","22","","0","67200","","","",""
"-385","105811","5146068","1","-288","1","68001","1.8","106","idle_normal_eating_noface","0"
"-385","1058","5146068","5","-288","6","68002","1.8","107","idle_normal_eating_peko","0"
"-225","106011","5146068","1","-278","1","68003","1.8","100","idle_normal","0"
"-225","1060","5146068","5","-278","4","68004","1.8","101","idle_normal","0"
"225","130911","5146068","1","-278","1","68005","1.8","103","idle_normal_noface","1"
"225","97","5146068","5","-278","1","68006","1.8","104","idle_normal_kururu","1"
"","206","5146068","13","","105811","68007","","","",""
"","200","5146068","13","","106011","68008","","","",""
"","203","5146068","13","","130911","68009","","","",""
"0","9","5146068","5","-174","9","68010","0.85","15","idle","0"
"-132","20","5146068","5","71","20","68011","1","210","empty","0"
"0","21","5146068","5","153","21","68012","1","60","empty","0"
"0","1","5146068","31","1","1","68013","1","0","",""
"","0","5146068","91","","0","68014","","","",""
"","0","5146068","102","","0","68015","","0","",""
"","0","5146068","93","","1","68016","","","",""
"kururu_guid_talk","kururu_guid_in","5146068","3","1","130911","68017","0.2","0","","0"
"kururu_guid_talk","kururu_guid_in","5146068","3","1","97","68018","0.2","0","","0"
"0","vo_apg_0801","5146068","21","","vo_apg","68019","","0","",""
"1","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","5146068","11","1","130911","68020","0","10","0","0"
"","","5146068","91","","0","68021","","","",""
"","kururu_guid_idle","5146068","3","","130911","68022","0.2","1","",""
"","kururu_guid_idle","5146068","3","","97","68023","0.2","1","",""
"coffee_3_loop","coffee_3_in","5146068","3","1","21","68024","0","0","","0"
"","se_10055900_photo","5146068","23","","se_10055900","68025","","0","",""
"peko_notice_idle","peko_notice_in","5146068","3","1","105811","68026","0.2","0","","0"
"peko_notice_idle","peko_notice_in","5146068","3","1","1058","68027","0.2","0","","0"
"","cool_talk_surprise_lookup","5146068","3","","106011","68028","0.2","1","",""
"","cool_talk_surprise_lookup","5146068","3","","1060","68029","0.2","1","",""
"0","vo_apg_0802","5146068","21","","vo_apg","68030","","0","",""
"1","真ん中にハンドルなんかないけど？","5146068","11","1","106011","68031","0","10","0","0"
"","","5146068","91","","0","68032","","","",""
"","cool_idle_talkR","5146068","3","","106011","68033","0.2","1","",""
"","cool_idle_talkR","5146068","3","","1060","68034","0.2","1","",""
"anger_talk_surprise2_lookup","hawawa_lookup","5146068","3","1","130911","68035","0.2","0","","0.2"
"","hawawa","5146068","3","","97","68036","0.2","1","",""
"0","vo_apg_0803","5146068","21","","vo_apg","68037","","0","",""
"1","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","5146068","11","1","130911","68038","0","10","0","0"
"","","5146068","91","","0","68039","","","",""
"","coffee_3_out","5146068","3","","21","68040","0","0","",""
"","anger_idle_sad","5146068","3","","130911","68041","0.2","1","",""
"","sad_idle_noface","5146068","3","","105811","68042","0.2","1","",""
"sad_idle_peko_loop","sad_idle_peko_in","5146068","3","1","1058","68043","0.2","1","","0"
"0","vo_apg_0804","5146068","21","","vo_apg","68044","","0","",""
"1","…………","5146068","11","1","105811","68045","0","10","0","0"
"","","5146068","91","","0","68046","","","",""
"","1","5146068","4","","106011","68047","","","",""
"","1","5146068","4","","1060","68048","","","",""
"","idle_normal_surprise","5146068","3","","130911","68049","0.2","1","",""
"","shock_loop_doteyes","5146068","3","","106011","68050","0.2","1","",""
"","shock_loop_doteyes","5146068","3","","1060","68051","0.2","1","",""
"peko_bowbowbow_loop","peko_bowbowbow_in","5146068","3","1","105811","68052","0.2","0","","0"
"peko_bowbowbow_loop","peko_bowbowbow_in","5146068","3","1","1058","68053","0.2","0","","0"
"0","vo_apg_0805","5146068","21","","vo_apg","68054","","0","",""
"1","すみません～っ！！","5146068","11","1","105811","68055","0","10","0","0"
"","","5146068","91","","0","68056","","","",""
"","anger_talk_shy","5146068","3","","106011","68057","0.2","1","",""
"","anger_talk_shy","5146068","3","","1060","68058","0.2","1","",""
"0","vo_apg_0806","5146068","21","","vo_apg","68059","","0","",""
"1","あんた食べたの！？\n何やってんのよ～！？","5146068","11","1","106011","68060","0","10","0","0"
"","","5146068","91","","0","68061","","","",""
"","anger_idle_shy","5146068","3","","106011","68062","0.2","1","",""
"","anger_idle_shy","5146068","3","","1060","68063","0.2","1","",""
"tahaha_talk","tahaha_in","5146068","3","1","105811","68064","0.2","0","","0"
"tahaha_talk","tahaha_in","5146068","3","1","1058","68065","0.2","0","","0"
"0","vo_apg_0807","5146068","21","","vo_apg","68066","","0","",""
"1","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","5146068","11","1","105811","68067","0","10","0","0"
"","","5146068","91","","0","68068","","","",""
