27753e76b85c859bfae86c2c5579e7771844461d2be1e2fd6f59ab2b3d238d6d,80db138bb4113d7cc33a5406d0b85e7c6953dd2eee4efe5af3ba6628270673a9,2b82803253cfcb2d5deca2ca69c29d53a1209794da45bbef4ddd99bc1c595e2e,e3ad83585f8d6f2ecdf402b86084f81458764f4c97f4aa559b3765ec0e2c9de1,c7f243f9f3034a006eec79a8d41797796ea6462df1a9fec5d11b37c9d484c263,6950d81d9385d8e51b6a673beb0c79cec9becf59205bc45b60f8fe9c960eb56c,03c9c2277d80f680a9b6505aeac1db3976cfdf0ce86070341363c46459674218,7be1c2280831b936c92822761df8213b0ab32e9cfe912b771ad72ee105e90f32,0529fc33666abc736e3fcb8f2a3addd49c2ff1c5d6ce4fdc284b69c324928114,3a7c84738ff6f46dc14f9a3215808272ea7a2192fd49c08cc65205d6db8c4b02,76dd5bbdce3a22fdaf739bd64aaf6f773d17fd78c1c2c996e1254f4bcf50f01f
"912","","1.5","","0","","","","","93","19120019"
"912","","19120016","","","","","","","91","19120020"
"912","","19120011","","","","","","","91","19120021"
"912","","126911","1","cmn_float","","0.1","","","3","19120022"
"912","","vo_fpc","","vo_fpc_21201","","","0","","21","19120023"
"912","0","126911","10","あっ…","0.5","0","1","0","11","19120024"
"912","","0","","","","","","","91","19120025"
"912","","0.5","","0","","","","","93","19120026"
"912","","19120018","","","","","","","91","19120027"
"912","1","122711","0","12_kyouka_notice","","0.1","12_kyouka_notice_loop","0.1","3","19120028"
"912","","vo_fpc","","vo_fpc_21202","","","0","","21","19120029"
"912","0","122711","10","えっ？\nな、なんですか？","0.5","0","1","0","11","19120030"
"912","","0","","","","","","","91","19120031"
"912","","0.5","","0","","","","","93","19120032"
"912","","127111","1","cmn_float","","0.1","","","3","19120033"
"912","","vo_fpc","","vo_fpc_21203","","","0","","21","19120034"
"912","0","127111","10","いえ、あそこ…","0.5","0","1","0","11","19120035"
"912","","0","","","","","","","91","19120036"
"912","","0.5","","0","","","","","93","19120037"
"912","","126911","1","cmn_float","","0.1","","","3","19120038"
"912","","vo_fpc","","vo_fpc_21204","","","0","","21","19120039"
"912","0","126911","10","うん…","0.5","0","1","0","11","19120040"
"912","","0","","","","","","","91","19120041"
"912","","0.5","","0","","","","","93","19120042"
"912","1","122711","0","12_kyouka_turn_in","","0.1","12_kyouka_turn_loop","0.1","3","19120043"
"912","","vo_fpc","","vo_fpc_21205","","","0","","21","19120044"
"912","0","122711","10","なに？\nなにもないみたいだけど…","0.5","0","1","0","11","19120045"
"912","","0","","","","","","","91","19120046"
"912","","0.5","","0","","","","","93","19120047"
"912","","127111","1","12_cmn_float_smile","","0.1","","","3","19120048"
"912","","vo_fpc","","vo_fpc_21206","","","0","","21","19120049"
"912","0","127111","10","ふふっ。","0.5","0","1","0","11","19120050"
"912","","0","","","","","","","91","19120051"
"912","","0.5","","0","","","","","93","19120052"
"912","","126911","1","12_cmn_float_smile","","0.1","","","3","19120053"
"912","","vo_fpc","","vo_fpc_21207","","","0","","21","19120054"
"912","0","126911","10","ふふふふっ…","0.5","0","1","0","11","19120055"
"912","","0","","","","","","","91","19120056"
"912","","0.5","","0","","","","","93","19120057"
"912","","127111","-180","850","","","4.29864253393665","","2","19120058"
"912","","11","-180","850","","","4.29864253393665","","33","19120059"
"912","","126911","-125","850","","","5.42986425339367","","2","19120060"
"912","","21","-125","850","","","5.42986425339367","","33","19120061"
"912","","1","","0","","","","","93","19120062"
"912","1","122711","0","12_kyouka_scare_in","","0.1","12_kyouka_scare_loop","0.1","3","19120063"
"912","","vo_fpc","","vo_fpc_21208","","","0","","21","19120064"
"912","0","122711","10","ひぅっ！\nな、なんなんですかあ…","0.5","0","1","0","11","19120065"
"912","","0","","","","","","","91","19120066"
"912","","0.5","","0","","","","","93","19120067"
"912","1","122711","0","12_kyouka_run_in","","0.1","12_kyouka_run_loop","0.1","3","19120068"
"912","","122711","-15","-850","","","3.58220211161388","","2","19120069"
"912","","19120069","","","","","","","91","19120070"
"913","-180","1","22","127011","13_kuka_bound","1.75","-800","0","1","19130001"
"913","1","104","-600","1041","","0","-170","","31","19130002"
"913","1","104","-240","1042","","0","-170","","31","19130003"
"913","1","104","170","1043","","0","-170","","31","19130004"
"913","1","104","560","1044","","0","-170","","31","19130005"
"913","1","1003","-575","1003","","0","-85","","31","19130006"
"913","","se_10053800","1","se_fpc_water_random","","","","","23","19130007"
"913","","19130006","","0","","","","","91","19130008"
"913","","1003","","1","","","0","","32","19130009"
"913","","2","","0","","","","","93","19130010"
"913","","127011","1","13_kuka_bound","","0.1","","","3","19130011"
"913","","127011","-180","800","","","2.35294117647059","","2","19130012"
"913","","0.236666666666667","","0","","","","","93","19130013"
"913","","se_10053800","0","se_10053800_913_kuka","","","","","23","19130014"
"913","","vo_fpc","","vo_fpc_21300","","","0","","21","19130015"
"913","","1041","","1","","","0","","32","19130016"
"913","","0.536666666666667","","0","","","","","93","19130017"
"913","","1042","","1","","","0","","32","19130018"
"913","","0.536666666666667","","0","","","","","93","19130019"
"913","","vo_fpc","","vo_fpc_21301","","","0","","21","19130020"
"913","","1043","","1","","","0","","32","19130021"
"913","","0.536666666666667","","0","","","","","93","19130022"
"913","","1044","","1","","","0","","32","19130023"
"913","","2","","0","","","","","93","19130024"
"913","","19130012","","","","","","","91","19130025"
"914","-185","1","24","110611","14_maho_idle_loop","1.75","-1000","0","1","19140001"
"914","-185","2","22","2","cmn_boat_idle","1.75","-1000","0","5","19140002"
"914","-185","3","23","3","14_maho_idle_loop","1.75","-1000","0","5","19140003"
"914","-175","1","25","110511","cmn_float","1.75","-1220","0","1","19140004"
"914","-125","1","12","110411","14_makoto_float","1.75","-1520","0","1","19140005"
"914","1","116","-1000","110611","","1","-185","","31","19140006"
"914","1","8","-1220","41","","1","-175","","31","19140007"
"914","1","120","-50","120","","0","-175","","31","19140008"
"914","1","4","-1520","42","","1","-125","","31","19140009"
"914","1","117","-350","117","","0","-125","","31","19140010"
"914","","se_10053800","1","se_fpc_water_random","","","","","23","19140011"
"914","","19140010","","0","","","","","91","19140012"
"914","12","110611","-185","170","","","8.60294117647059","","2","19140013"
"914","12","2","-185","170","","","8.60294117647059","","2","19140014"
"914","12","3","-185","170","","","8.60294117647059","","2","19140015"
"914","12","110611","-185","170","","","8.60294117647059","","33","19140016"
"914","12","110511","-175","-50","","","8.60294117647059","","2","19140017"
"914","12","41","-175","-50","","","8.60294117647059","","33","19140018"
"914","12","110411","-125","-350","","","8.60294117647059","","2","19140019"
"914","12","42","-125","-350","","","8.60294117647059","","33","19140020"
"914","","19140013","","","","","","","91","19140021"
"914","1","110611","0","14_maho_point_in","","0.3","14_maho_point_loop","0.1","3","19140022"
"914","","2","1","cmn_boat_idle","","0.3","","","3","19140023"
"914","","3","1","14_maho_idle_loop","","0.3","","","3","19140024"
"914","","vo_fpc","","vo_fpc_21400","","","0","","21","19140025"
"914","0","110611","10","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0.5","0","1","0","11","19140026"
"914","","0","","","","","","","91","19140027"
"914","","0.5","","0","","","","","93","19140028"
"914","1","110511","0","14_kaori_handUp_in","","0.1","14_kaori_handUp_loop","0.1","3","19140029"
"914","","vo_fpc","","vo_fpc_21401","","","0","","21","19140030"
"914","0","110511","10","まーかせるさー！\nしゅっぱつしんこー！","0.5","0","1","0","11","19140031"
"914","","0","","","","","","","91","19140032"
"914","","0.5","","0","","","","","93","19140033"
"914","","110411","1","14_makoto_pazzled","","0.1","","","3","19140034"
"914","","vo_fpc","","vo_fpc_21402","","","0","","21","19140035"
"914","0","110411","10","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0.5","0","1","0","11","19140036"
"914","","0","","","","","","","91","19140037"
"914","","0.5","","0","","","","","93","19140038"
"914","1","110611","0","14_maho_smile_in","","0.3","14_maho_smile_loop","0.1","3","19140039"
"914","","2","1","cmn_boat_idle","","0.3","","","3","19140040"
"914","","3","1","14_maho_idle_loop","","0.3","","","3","19140041"
"914","","vo_fpc","","vo_fpc_21403","","","0","","21","19140042"
"914","0","110611","10","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0.5","0","1","0","11","19140043"
"914","","0","","","","","","","91","19140044"
"914","","0.5","","0","","","","","93","19140045"
"914","","vo_fpc","","vo_fpc_21404","","","0","","21","19140046"
"914","0","110511","10","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0.5","0","1","0","11","19140047"
"914","","0","","","","","","","91","19140048"
"914","","0.5","","0","","","","","93","19140049"
"914","1","110511","0","14_kaori_flutterKick_in","","0.1","14_kaori_flutterKick_loop","0.1","3","19140050"
"914","","0.3","","0","","","","","93","19140051"
"914","","110611","-185","1270","","","6.47058823529412","","2","19140052"
"914","","2","-185","1270","","","6.47058823529412","","2","19140053"
"914","","3","-185","1270","","","6.47058823529412","","2","19140054"
"914","","110611","-185","1270","","","6.47058823529412","","33","19140055"
"914","","41","","0","","","","","32","19140056"
"914","","120","","1","","","","","32","19140057"
"914","","110511","-175","1050","","","6.47058823529412","","2","19140058"
"914","","120","-175","1050","","","6.47058823529412","","33","19140059"
"914","","1","","0","","","","","93","19140060"
"914","","vo_fpc","","vo_fpc_21405","","","0","","21","19140061"
"914","0","110411","10","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0.5","0","1","0","11","19140062"
"914","","0","","","","","","","91","19140063"
"914","","0.5","","0","","","","","93","19140064"
"914","1","110411","0","14_makoto_dogscratch_in","","0.1","cmn_swm_dogscratch","0.1","3","19140065"
"914","","0.3","","0","","","","","93","19140066"
"914","","42","","0","","","","","32","19140067"
"914","","117","","1","","","","","32","19140068"
"914","","110411","-125","1050","","","3.72637742879957","","2","19140069"
"914","","117","-125","1050","","","3.72637742879957","","33","19140070"
"914","","19140069","","","","","s","","91","19140071"
"915","-180","1","23","110311","15_saren_idle","1.75","-950","0","1","19150001"
"915","-180","2","22","2","cmn_boat_idle","1.75","-950","0","5","19150002"
"915","-15","1","12","107711","15_suzume_walk_loop","1.75","-750","0","1","19150003"
"915","1","101","-950","110311","","1","-180","","31","19150004"
"915","1","109","210","109","","0","30","","31","19150005"
"915","1","4","330","4","","0","-125","","31","19150006"
"915","","se_10053800","1","se_fpc_water_random","","","","","23","19150007"
"915","","107711","","49","","","","","13","19150008"
"915","","0","","0","","","","","91","19150009"
"915","","107711","-15","0","","","5.51470588235294","","2","19150010"
"915","","19150010","","","","","","","91","19150011"
"915","1","107711","0","15_suzume_talk_in","","0.1","15_suzume_talk_loop","0.1","3","19150012"
"915","","vo_fpc","","vo_fpc_21500","","","0","","21","19150013"
"915","0","107711","10","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0.5","0","1","0","11","19150014"
"915","","3.2","","1","","","","","93","19150015"
"915","","1.5","","0","","","","","93","19150016"
"915","","19150014","","","","","","","91","19150017"
"915","1","107711","0","15_suzume_walk_in","","0.1","15_suzume_walk_loop","0.1","3","19150018"
"915","","110311","-180","-100","","","11.9779411764706","","2","19150019"
"915","","2","-180","-100","","","11.9779411764706","","2","19150020"
"915","","110311","-180","-100","","","11.9779411764706","","33","19150021"
"915","","107711","-15","460","","","4.22794117647059","","2","19150022"
"915","","19150022","","","","","","","91","19150023"
"915","1","107711","0","15_suzume_turn_in","","0.1","15_suzume_turn_loop","0.1","3","19150024"
"915","","0.6","","0","","","","","93","19150025"
"915","","vo_fpc","","vo_fpc_21501","","","0","","21","19150026"
"915","0","107711","20","あれは…お嬢様～！\n今参ります！","0.5","-15","1","0","11","19150027"
"915","","1.7","","0","","","","","93","19150028"
"915","1","110311","0","15_saren_notice_in","","0.3","15_saren_notice_loop","0.1","3","19150029"
"915","","2","1","cmn_boat_idle","","0.3","","","3","19150030"
"915","","0.35","","0","","","","","93","19150031"
"915","","1.5","","0","","","","","93","19150032"
"915","","107711","-15","330","","","0.5","","2","19150033"
"915","","107711","1","15_suzume_run","","0.2","","0.1","3","19150034"
"915","","vo_fpc","","vo_fpc_21502","","","0","","21","19150035"
"915","0","110311","100","スズメ？\nって、走ると危なっ…","-0.5","0","1","0","11","19150036"
"915","","0.5","","0","","","","","93","19150037"
"915","","107711","0","15_suzume_fallDown","","0.1","","","3","19150038"
"915","","1.3","","0","","","","","93","19150039"
"915","","vo_fpc","","vo_fpc_21503","","","0","","21","19150040"
"915","0","107711","150","きゃあああ～！","-1.5","0","1","0","11","19150041"
"915","1","110311","0","15_saren_rise_in","","0.1","15_saren_rise_loop","0.1","3","19150042"
"915","","2","1","cmn_boat_idle","","0.1","","","3","19150043"
"915","","0.5","","0","","","","","93","19150044"
"915","0","107711","1","1","","0.1","1","","6","19150045"
"915","","109","","1","","","","","32","19150046"
"915","","1","","0","","","","","93","19150047"
"915","","107711","-125","330","","","0","","2","19150048"
"915","1","107711","1","1","","0.4","1","","6","19150049"
"915","1","107711","0","15_suzume_drown_in","","0.1","15_suzume_drown_loop","0.1","3","19150050"
"915","","107711","-125","800","","","2.76470588235294","","2","19150051"
"915","","4","-125","800","","","2.76470588235294","","33","19150052"
"915","","19150019","","","","","","","91","19150053"
"915","","110311","-180","900","","","7.35294117647059","","2","19150054"
"915","","2","-180","900","","","7.35294117647059","","2","19150055"
"915","","110311","-180","900","","","7.35294117647059","","33","19150056"
"915","","vo_fpc","","vo_fpc_21504","","","0","","21","19150057"
"915","0","110311","10","ス、スズメ？\nスズメ～っ！？","0.5","0","1","0","11","19150058"
"915","","0","","","","","","","91","19150059"
"915","","1.5","","0","","","","","93","19150060"
"915","","19150054","","","","","s","","91","19150061"
"916","-15","1","12","113111","cmn_walk","1.4875","-750","0","1","19160001"
"916","-15","1","12","113311","16_nanaka_run","1.4875","750","0","1","19160002"
"916","-180","1","22","117411","cmn_swm_diving","1.75","-850","0","1","19160003"
"916","-180","1","22","117011","cmn_swm_diving","1.75","-2500","0","1","19160004"
"916","-180","7","22","7","none","1.75","50","0","5","19160005"
"916","-180","1","22","11","cmn_floatRing_pink","1.75","-1375","0","5","19160006"
"916","-125","1","12","12","cmn_float_item_01_Ball","1.75","-2500","0","5","19160007"
"916","1","4","-1375","11","","1","-180","","31","19160008"
"916","1","4","-2500","12","","1","-125","","31","19160009"
"916","1","9","-850","91","","1","-180","","31","19160010"
"916","1","9","-2500","92","","1","-180","","31","19160011"
"916","1","1015","-183","1015","","0","155","","31","19160012"
"916","1","1013","50","1013","","0","-180","","31","19160013"
"916","","se_10053800","1","se_fpc_water_random","","","","","23","19160014"
"916","","19160013","","0","","","","","91","19160015"
"916","","117411","-180","2500","","","19.7058823529412","","2","19160016"
"916","","91","-180","2500","","","19.7058823529412","","33","19160017"
"916","","11","-180","1975","","","24.6323529411765","","2","19160018"
"916","","11","-180","1975","","","24.6323529411765","","33","19160019"
"916","","117011","-180","850","","","19.7058823529412","","2","19160020"
"916","","92","-180","850","","","19.7058823529412","","33","19160021"
"916","","12","-125","850","","","24.6323529411765","","2","19160022"
"916","","12","-125","850","","","24.6323529411765","","33","19160023"
"916","","3","","0","","","","","93","19160024"
"916","","113111","-15","-150","","","4.41176470588235","","2","19160025"
"916","","19160025","","","","","","","91","19160026"
"916","","113111","1","16_ruka_think","","0.3","","","3","19160027"
"916","","1015","","1","","","","","32","19160028"
"916","","vo_fpc","","vo_fpc_21600","","","0","","21","19160029"
"916","","0.6","","0","","","","","93","19160030"
"916","","1.5","","0","","","","","93","19160031"
"916","","113311","-15","150","","","2.71493212669683","","2","19160032"
"916","","19160032","","","","","","","91","19160033"
"916","","113311","1","16_nanaka_idle_loop","","0.2","","","3","19160034"
"916","","vo_fpc","","vo_fpc_21601","","","0","","21","19160035"
"916","0","113311","10","ル～カ～姉♪\n何見てんのかにゃ～？","0.5","0","1","0","11","19160036"
"916","","0","","","","","","","91","19160037"
"916","","0.5","","0","","","","","93","19160038"
"916","1","113111","0","16_ruka_notice_in","","0.1","16_ruka_notice_loop","0.1","3","19160039"
"916","","vo_fpc","","vo_fpc_21602","","","0","","21","19160040"
"916","0","113111","10","ん？　いや、特に何か\n考えてたわけじゃないが…","0.5","0","1","0","11","19160041"
"916","","0","","","","","","","91","19160042"
"916","","0.5","","0","","","","","93","19160043"
"916","1","113311","0","16_nanaka_point_in","","0.1","16_nanaka_point_loop","0.1","3","19160044"
"916","","vo_fpc","","vo_fpc_21603","","","0","","21","19160045"
"916","0","113311","10","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0.5","0","1","0","11","19160046"
"916","","0","","","","","","","91","19160047"
"916","","0.5","","0","","","","","93","19160048"
"916","","vo_fpc","","vo_fpc_21604","","","0","","21","19160049"
"916","0","113311","10","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0.5","0","1","0","11","19160050"
"916","","0","","","","","","","91","19160051"
"916","","0.5","","0","","","","","93","19160052"
"916","1","113111","0","16_ruka_talk_in","","0.1","16_ruka_talk_loop","0.1","3","19160053"
"916","","vo_fpc","","vo_fpc_21605","","","0","","21","19160054"
"916","0","113111","10","そんなことはっ…\nちょっとだけ、考えちまったね…","0.5","0","1","0","11","19160055"
"916","","0","","","","","","","91","19160056"
"916","","0.5","","0","","","","","93","19160057"
"916","1","113311","0","16_nanaka_idle_in","","0.1","16_nanaka_idle_loop","0.1","3","19160058"
"916","","vo_fpc","","vo_fpc_21606","","","0","","21","19160059"
"916","0","113311","10","なっはっは、やっぱりね～♪","0.5","0","1","0","11","19160060"
"916","","0","","","","","","","91","19160061"
"916","","0.5","","0","","","","","93","19160062"
"916","1","113311","0","16_nanaka_turn","","0.1","cmn_run_def_N","0.1","3","19160063"
"916","","113311","-15","750","","","2.71493212669683","","2","19160064"
"916","","113111","1","cmn_walk","","0.1","","","3","19160065"
"916","","113111","-15","750","","","5.29411764705882","","2","19160066"
"916","","1.5","","0","","","","","93","19160067"
"916","","7","0","fish","","","none","0.1","3","19160068"
"916","","1013","","1","","","","","32","19160069"
"916","","3.2","","0","","","","","93","19160070"
"916","","19160018","","","","","s","","91","19160071"
"916","","19160064","","","","","s","","91","19160072"
"916","","19160066","","","","","s","","91","19160073"
"917","-180","1","23","126711","17_akino_worry","1.75","-950","0","1","19170001"
"917","-180","3","24","3","empty","1.75","-950","0","5","19170002"
"917","-180","2","22","2","cmn_boat_idle","1.75","-950","0","5","19170003"
"917","-15","1","12","110311","cmn_walk_r","1.4875","750","0","1","19170004"
"917","1","101","-950","126711","","1","-180","","31","19170005"
"917","","se_10053800","1","se_fpc_water_random","","","","","23","19170006"
"917","","19170005","","0","","","","","91","19170007"
"917","12","126711","-180","0","","","6.98529411764706","","2","19170008"
"917","12","3","-180","0","","","6.98529411764706","","2","19170009"
"917","12","2","-180","0","","","6.98529411764706","","2","19170010"
"917","12","126711","-180","0","","","6.98529411764706","","33","19170011"
"917","","19170008","","","","","","","91","19170012"
"917","","vo_fpc","","vo_fpc_21700","","","0","","21","19170013"
"917","0","126711","10","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0.5","0","1","0","11","19170014"
"917","","0","","","","","","","91","19170015"
"917","","0.5","","0","","","","","93","19170016"
"917","","110311","-15","300","","","4.72689075630252","","2","19170017"
"917","1","126711","0","17_akino_laugh_in","","0.3","17_akino_laugh_loop","0.1","3","19170018"
"917","1","3","0","17_akino_laugh_in","","0.3","17_akino_laugh_loop","0.1","3","19170019"
"917","","2","1","cmn_boat_idle","","0.3","","","3","19170020"
"917","","vo_fpc","","vo_fpc_21701","","","0","","21","19170021"
"917","0","126711","20","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0.5","0","1","0","11","19170022"
"917","","19170017","","","","","","","91","19170023"
"917","1","110311","0","17_saren_talk_in","","0.2","17_saren_talk_loop","0.1","3","19170024"
"917","","0.673109243697478","","0","","","","","93","19170025"
"917","","0.5","","0","","","","","93","19170026"
"917","","19170022","","","","","","","91","19170027"
"917","","vo_fpc","","vo_fpc_21702","","","0","","21","19170028"
"917","0","110311","10","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0.5","0","1","0","11","19170029"
"917","","0","","","","","","","91","19170030"
"917","1","126711","0","17_akino_pause_in","","0.1","17_akino_pause_loop","0.1","3","19170031"
"917","1","3","0","17_akino_pause_in","","0.1","17_akino_pause_loop","0.1","3","19170032"
"917","","2","1","cmn_boat_idle","","0.1","","","3","19170033"
"917","","2","","0","","","","","93","19170034"
"917","1","126711","0","17_akino_shock_in","","0.3","17_akino_shock_loop","0.1","3","19170035"
"917","","3","0","empty","","","","","3","19170036"
"917","","2","1","cmn_boat_idle","","0.3","","","3","19170037"
"917","","vo_fpc","","vo_fpc_21703","","","0","","21","19170038"
"917","0","126711","10","そ、そうなんですの！？\n盲点でしたわーーー！","0.5","0","1","0","11","19170039"
"917","","0","","","","","","","91","19170040"
"917","","0.5","","0","","","","","93","19170041"
"917","","126711","-180","900","","","5.29411764705882","","2","19170042"
"917","","2","-180","900","","","5.29411764705882","","2","19170043"
"917","","126711","-180","900","","","5.29411764705882","","33","19170044"
"917","","2.7","","0","","","","","93","19170045"
"917","1","110311","0","17_saren_turn","","0.1","cmn_walk","0.1","3","19170046"
"917","","110311","-15","750","","","2.64705882352941","","2","19170047"
"917","","19170042","","","","","","","91","19170048"
"917","","19170047","","","","","","","91","19170049"
"918","-180","1","22","113511","18_misato_backWalk","1.75","-850","0","1","19180001"
"918","-180","1","23","110111","18_io_flutterKick","1.75","-1010","0","1","19180002"
"918","1","14","-850","41","","0","-180","","31","19180003"
"918","1","2","50","11","","0","-180","","31","19180004"
"918","1","14","-110","42","","0","-180","","31","19180005"
"918","1","123","-1010","12","","1","-180","","31","19180006"
"918","","se_10053800","1","se_fpc_water_random","","","","","23","19180007"
"918","","19180006","","0","","","","","91","19180008"
"918","12","113511","-180","50","","","6.61764705882353","","2","19180009"
"918","12","41","-180","50","","","6.61764705882353","","33","19180010"
"918","12","110111","-180","-110","","","6.61764705882353","","2","19180011"
"918","12","12","-180","-110","","","6.61764705882353","","33","19180012"
"918","","19180009","","","","","","","91","19180013"
"918","","113511","1","18_misato_backWalkIdle","","0.2","","","3","19180014"
"918","","vo_fpc","","vo_fpc_21800","","","0","","21","19180015"
"918","0","113511","10","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0.5","0","1","0","11","19180016"
"918","","0","","","","","","","91","19180017"
"918","","0.5","","0","","","","","93","19180018"
"918","","vo_fpc","","vo_fpc_21801","","","0","","21","19180019"
"918","0","110111","10","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0.5","0","1","0","11","19180020"
"918","","0","","","","","","","91","19180021"
"918","","0.5","","0","","","","","93","19180022"
"918","","vo_fpc","","vo_fpc_21802","","","0","","21","19180023"
"918","0","113511","10","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0.5","0","1","0","11","19180024"
"918","","0","","","","","","","91","19180025"
"918","","0.5","","0","","","","","93","19180026"
"918","","12","","0","","","","","32","19180027"
"918","","42","","1","","","","","32","19180028"
"918","","41","","1","","","","","32","19180029"
"918","1","113511","0","18_misato_idle_in","","0.1","18_misato_idle_loop","0.1","3","19180030"
"918","1","110111","0","18_io_stopSwim_in","","0.1","18_io_stopSwim_loop","0.1","3","19180031"
"918","","vo_fpc","","vo_fpc_21803","","","0","","21","19180032"
"918","0","110111","10","でも、私も先生だから\n本当は教えてあげないといけないのに…","0.5","0","1","0","11","19180033"
"918","","0","","","","","","","91","19180034"
"918","","0.5","","0","","","","","93","19180035"
"918","1","113511","0","18_misato_talk_in","","0.1","18_misato_talk_loop","0.1","3","19180036"
"918","","vo_fpc","","vo_fpc_21804","","","0","","21","19180037"
"918","0","113511","10","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0.5","0","1","0","11","19180038"
"918","","0","","","","","","","91","19180039"
"918","","0.5","","0","","","","","93","19180040"
"918","","vo_fpc","","vo_fpc_21805","","","0","","21","19180041"
"918","0","113511","10","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0.5","0","1","0","11","19180042"
"918","","0","","","","","","","91","19180043"
"918","","0.5","","0","","","","","93","19180044"
"918","1","110111","0","18_io_guts_in","","0.1","18_io_guts_loop","0.1","3","19180045"
"918","","vo_fpc","","vo_fpc_21806","","","0","","21","19180046"
"918","0","110111","10","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0.5","0","1","0","11","19180047"
"918","","0","","","","","","","91","19180048"
"918","","0.5","","0","","","","","93","19180049"
"918","1","110111","0","18_io_flutterKick2_in","","0.1","18_io_flutterKick2_loop","0.1","3","19180050"
"918","","110111","-180","300","","","1.8552036199095","","2","19180051"
"918","","42","-180","300","","","1.8552036199095","","33","19180052"
"918","","12","-180","300","","","1.8552036199095","","33","19180053"
"918","","42","","0","","","","","32","19180054"
"918","","12","","1","","","","","32","19180055"
"918","","1","","0","","","","","93","19180056"
"918","1","113511","0","18_misato_talk2_in","","0.1","18_misato_talk2_loop","0.1","3","19180057"
"918","","19180051","","","","","","","91","19180058"
"918","","110111","-180","850","","","3.23529411764706","","2","19180059"
"918","","42","-180","850","","","3.23529411764706","","33","19180060"
"918","","12","-180","850","","","3.23529411764706","","33","19180061"
"918","","42","","1","","","","","32","19180062"
"918","","12","","0","","","","","32","19180063"
"918","1","113511","0","18_misato_surprise_in","","0.1","18_misato_surprise_loop","0.1","3","19180064"
"918","1","110111","0","18_io_accident_in","","0.1","18_io_accident_loop","0.1","3","19180065"
"918","","vo_fpc","","vo_fpc_21807","","","0","","21","19180066"
"918","0","110111","10","きゃっ水着が！","0.5","0","1","0","11","19180067"
"918","","0","","","","","","","91","19180068"
"918","","0.5","","0","","","","","93","19180069"
"918","","vo_fpc","","vo_fpc_21808","","","0","","21","19180070"
"918","0","113511","10","イオ先生！？\nあらあら～！","0.5","0","1","0","11","19180071"
"918","","0","","","","","","","91","19180072"
"918","","0.5","","0","","","","","93","19180073"
"918","1","113511","0","18_misato_breastStroke_in","","0","cmn_swm_breastStroke","0.1","3","19180074"
"918","","41","","0","","","","","32","19180075"
"918","","11","","1","","","","","32","19180076"
"918","","113511","-180","850","","","3.61990950226244","","2","19180077"
"918","","11","-180","850","","","3.61990950226244","","33","19180078"
"918","","19180059","","","","","","","91","19180079"
"918","","19180077","","","","","","","91","19180080"
"919","-180","1","22","117211","19_nozomi_float","1.75","-850","0","1","19190001"
"919","-180","1","22","110011","19_suzuna_float","1.75","-1150","0","1","19190002"
"919","-15","1","12","117411","19_tsumugi_search","1.4875","-750","0","1","19190003"
"919","1","6","-820","61","","1","-180","","31","19190004"
"919","1","121","-850","1211","","1","-180","","31","19190005"
"919","1","122","150","1221","","0","-180","","31","19190006"
"919","1","6","-1150","62","","1","-180","","31","19190007"
"919","1","121","-1180","1212","","1","-180","","31","19190008"
"919","1","122","-180","1222","","0","-180","","31","19190009"
"919","","117211","","45","","","","","13","19190010"
"919","","110011","","45","","","","","13","19190011"
"919","","117411","","45","","","","","13","19190012"
"919","","se_10053800","1","se_fpc_water_random","","","","","23","19190013"
"919","","117411","","49","","","","","13","19190014"
"919","","19190012","","0","","","","","91","19190015"
"919","","117411","-15","330","","","9.92647058823529","","2","19190016"
"919","","3.5","","0","","","","","93","19190017"
"919","","vo_fpc","","vo_fpc_21900","","","0","","21","19190018"
"919","0","117411","15","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0.5","0","1","0","11","19190019"
"919","","0","","","","","","","91","19190020"
