e80344d8cc95e8362ac59ccd290663c35aedce4d65dc1f5a52f46861f5568d94,f604739e7ff6ecc62f249d6f80c563608d193db424fb915b241f92432abf1e4a,9ae5bdd8157dd931d75b769d35de118db760d60cfdcbbb068a4e1aeb4dd7b692,8f929083549b8b46d57836c276ff934ed27ee3c2bb34510a2d45b13528c63179,7b0ad2e04da3b762bf45075ebf4f9cdb6decf185dd792be5626c6f5be1fc9822
"50089","50","100","681","174"
"50090","50","100","580","175"
"50091","50","100","397","175"
"50092","50","100","165","176"
"50093","50","100","402","176"
"50094","50","100","658","178"
"50095","50","100","355","180"
"50096","50","101","36","180"
"50097","50","100","383","183"
"50098","50","100","154","185"
"50099","50","100","51","186"
"50100","50","100","289","186"
"50101","50","100","736","187"
"50102","50","100","1046","188"
"50103","50","100","643","190"
"50104","50","100","699","190"
"50105","50","100","1065","192"
"50106","50","100","880","195"
"50107","50","200","802","195"
"50108","50","100","567","196"
"50109","50","100","518","197"
"50110","50","100","813","198"
"50111","50","100","583","200"
"50112","50","100","170","202"
"50113","50","100","318","202"
"50114","50","100","217","204"
"50115","50","100","325","204"
"50116","50","100","44","205"
"50117","50","100","223","206"
"50118","50","101","492","207"
"50119","50","100","254","208"
"50120","50","100","134","208"
"50121","50","100","475","209"
"50122","50","100","603","209"
"50123","50","100","789","211"
"50124","50","100","447","211"
"50125","50","100","411","214"
"50126","50","100","567","215"
"50127","50","100","866","218"
"50128","50","100","578","221"
"50129","50","100","147","224"
"50130","50","101","366","225"
"50131","50","100","243","227"
"50132","50","100","441","227"
"50133","50","100","576","228"
"50134","50","100","471","228"
"50135","50","100","23","231"
"50136","50","100","349","232"
"50137","50","100","464","234"
"50138","50","100","40","234"
"50139","50","100","286","235"
"50140","50","100","188","237"
"50141","50","100","290","239"
"50142","50","100","37","239"
"50143","50","100","181","240"
"50144","50","101","626","243"
"50145","50","100","537","244"
"50146","50","100","348","244"
"50147","50","100","837","246"
"50148","50","100","1127","249"
"50149","50","100","1054","251"
"50150","50","100","887","254"
"50151","50","100","1164","255"
"50152","50","100","882","258"
"50153","50","100","778","258"
"50154","50","100","491","259"
"50155","50","100","226","262"
"50156","50","100","707","263"
"50157","50","100","911","265"
"50158","50","101","416","266"
"50159","50","100","503","269"
"50160","50","100","156","271"
"50161","50","100","101","273"
"50162","50","100","300","276"
"50163","50","100","144","276"
"50164","50","100","506","276"
"50165","50","100","709","276"
"50166","50","100","1031","279"
"50167","50","100","1142","281"
"50168","50","100","767","283"
"50169","50","100","314","286"
"50170","50","100","647","289"
"50171","50","100","506","291"
"50172","50","100","998","294"
"50173","50","100","1132","296"
"50174","50","101","1178","298"
"50175","50","100","970","300"
"50176","50","100","1195","301"
"50177","50","100","945","303"
"50178","50","100","637","305"
"50179","50","100","544","307"
"50180","50","100","754","307"
"50181","50","100","1033","307"
"50182","50","100","734","310"
"50183","50","100","1188","310"
"50184","50","100","900","313"
"50185","50","100","533","314"
"50186","50","100","912","315"
"50187","50","100","1084","316"
"50188","50","200","688","316"
"50189","50","100","290","317"
"50190","50","100","393","319"
"50191","50","100","847","322"
"50192","50","100","520","325"
"50193","50","100","850","325"
"50194","50","300","813","325"
"50195","50","100","1104","325"
"50196","50","100","821","326"
"50197","50","100","1027","326"
"50198","50","100","660","328"
"50199","50","100","498","329"
"50200","50","100","702","330"
"50201","50","100","1083","331"
"50202","50","100","717","332"
"50203","50","100","330","335"
"50204","50","100","454","335"
"50205","50","100","44","336"
"50206","50","100","171","339"
"50207","50","100","503","339"
"50208","50","100","123","341"
"50209","50","100","535","341"
"50210","50","100","87","343"
"50211","50","100","265","343"
"50212","50","100","87","346"
"50213","50","100","376","349"
"50214","50","100","306","350"
"50215","50","100","623","352"
"50216","50","101","302","354"
"50217","50","100","208","357"
"50218","50","100","694","360"
"50219","50","100","503","363"
"50220","50","100","776","363"
"50221","50","100","326","364"
"50222","50","100","267","366"
"50223","50","100","472","366"
"50224","50","100","690","367"
"50225","50","100","436","367"
"50226","50","100","296","370"
"50227","50","100","145","373"
"50228","50","100","308","373"
"50229","50","100","621","373"
"50230","50","100","1034","373"
"50231","50","101","730","374"
"50232","50","100","279","375"
"50233","50","100","579","378"
"50234","50","100","962","381"
"50235","50","100","1091","382"
"50236","50","100","950","382"
"50237","50","100","1125","382"
"50238","50","100","892","384"
"50239","50","100","703","387"
"50240","50","100","375","388"
"50241","50","100","275","390"
"50242","50","100","322","392"
"50243","50","100","111","393"
"50244","50","100","480","396"
"50245","50","100","68","399"
"50246","50","100","302","402"
"50247","50","100","70","405"
"50248","50","100","194","405"
"50249","50","100","466","407"
"50250","50","100","152","410"
"50251","50","100","44","411"
"50252","50","100","255","413"
"50253","50","100","375","415"
"50254","50","100","669","417"
"50255","50","100","629","420"
"50256","50","100","552","423"
"50257","50","100","751","423"
"50258","50","100","894","423"
"50259","50","100","700","426"
"50260","50","101","574","429"
"50261","50","100","896","432"
"50262","50","100","740","432"
"50263","50","100","300","434"
"50264","50","100","584","437"
"50265","50","100","889","440"
"50266","50","100","463","440"
"50267","50","100","660","440"
"50268","50","100","794","441"
"50269","50","100","867","443"
"50270","50","100","966","443"
"50271","50","100","1074","446"
"50272","50","100","1128","446"
"50273","50","100","903","447"
"50274","50","100","1148","448"
"50275","50","100","985","450"
"50276","50","100","1024","452"
"50277","50","100","1177","453"
"50278","50","100","1085","454"
"50279","50","101","958","454"
"50280","50","100","864","457"
"50281","50","100","938","459"
"50282","50","100","1091","460"
"50283","50","100","1169","460"
"50284","50","100","1096","461"
"50285","50","100","1015","463"
"50286","50","100","1073","463"
"50287","50","100","897","465"
"50288","50","100","1040","465"
"50289","50","100","1102","468"
"50290","50","100","909","470"
"50291","50","300","751","473"
"50292","50","100","626","476"
"50293","50","100","572","476"
"50294","50","100","713","478"
"50295","50","100","441","479"
"50296","50","100","253","482"
"50297","50","100","449","485"
"50298","50","100","326","487"
"50299","50","100","98","488"
"50300","50","100","343","489"
"50301","50","100","533","490"
"50302","50","100","361","491"
"50303","50","100","311","494"
"50304","50","100","376","494"
"50305","50","100","256","497"
"50306","50","100","636","498"
"50307","50","100","996","501"
"50308","50","100","759","501"
"50309","50","100","477","503"
"50310","50","100","602","504"
"50311","50","100","421","504"
"50312","50","100","513","504"
"50313","50","100","444","505"
"50314","50","100","718","505"
"50315","50","100","389","508"
"50316","50","100","242","508"
"50317","50","100","594","509"
"50318","50","100","459","512"
"50319","50","100","30","514"
"50320","50","100","176","514"
"50321","50","100","436","514"
"50322","50","100","496","514"
"50323","50","100","172","516"
"50324","50","101","276","516"
"50325","50","100","27","516"
"50326","50","100","319","517"
"50327","50","100","273","518"
"50328","50","100","518","518"
"50329","50","100","416","519"
"50330","50","100","15","520"
"50331","50","100","119","520"
"50332","50","100","88","522"
"50333","50","100","521","525"
"50334","50","100","891","526"
"50335","50","100","998","528"
"50336","50","100","808","528"
"50337","50","100","412","528"
"50338","50","100","524","531"
"50339","50","100","688","533"
"50340","50","100","1101","533"
"50341","50","100","842","535"
"50342","50","100","678","537"
"50343","50","100","842","538"
"50344","50","100","761","538"
"50345","50","100","831","538"
"50346","50","100","707","541"
"50347","50","100","1069","542"
"50348","50","100","1182","544"
"50349","50","101","1060","544"
"50350","50","100","802","544"
"50351","50","100","1170","547"
"50352","50","100","767","547"
"50353","50","100","1115","547"
"50354","50","100","860","549"
"50355","50","100","719","550"
"50356","50","100","1121","553"
"50357","50","101","982","554"
"50358","50","100","879","557"
"50359","50","100","434","559"
"50360","50","100","191","561"
"50361","50","100","95","561"
"50362","50","100","153","563"
"50363","50","100","416","563"
"50364","50","100","376","565"
"50365","50","101","90","566"
"50366","50","100","218","568"
"50367","50","100","356","571"
"50368","50","100","534","571"
"50369","50","100","896","571"
"50370","50","100","1056","573"
"50371","50","100","913","573"
"50372","50","100","1103","573"
"50373","50","100","995","576"
"50374","50","100","643","579"
"50375","50","100","704","579"
"50376","50","100","822","582"
"50377","50","100","727","585"
"50378","50","100","954","586"
"50379","50","100","680","586"
"50380","50","100","255","589"
"50381","50","200","98","591"
"50382","50","100","281","591"
"50383","50","100","394","594"
"50384","50","100","605","596"
"50385","50","100","435","597"
"50386","50","100","105","600"
"50387","50","100","10","601"
"50388","50","100","200","602"
"50389","50","100","146","603"
"50390","50","100","517","603"
"50391","50","100","170","606"
"50392","50","100","201","606"
"50393","50","100","427","609"
"50394","50","100","585","612"
"50395","50","100","657","613"
"50396","50","100","823","615"
"50397","50","100","749","615"
"50398","50","100","370","618"
"50399","50","100","559","620"
"50400","50","100","119","621"
"50401","50","100","553","623"
"50402","50","100","862","624"
"50403","50","100","781","626"
"50404","50","300","382","628"
"50405","50","100","314","628"
"50406","50","100","629","628"
"50407","50","100","668","630"
"50408","50","100","302","630"
"50409","50","100","348","631"
"50410","50","100","382","633"
"50411","50","100","589","634"
"50412","50","100","502","634"
"50413","50","100","228","634"
"50414","50","100","87","635"
"50415","50","100","442","636"
"50416","50","100","292","636"
"50417","50","100","739","637"
"50418","50","100","959","637"
"50419","50","101","806","640"
"50420","50","100","1160","643"
"50421","50","100","992","646"
"50422","50","100","1090","649"
"50423","50","100","311","650"
"50424","50","100","488","650"
"50425","50","100","371","653"
"50426","50","100","136","654"
"50427","50","100","78","657"
"50428","50","100","282","660"
"50429","50","100","51","661"
"50430","50","100","238","662"
"50431","50","100","13","665"
"50432","50","100","233","665"
"50433","50","100","98","665"
"50434","50","200","233","665"
"50435","50","100","366","667"
"50436","50","100","415","668"
"50437","50","100","291","670"
"50438","50","100","172","673"
"50439","50","100","90","675"
"50440","50","100","188","678"
"50441","50","100","261","680"
"50442","50","100","163","680"
"50443","50","100","236","682"
"50444","50","100","92","684"
"50445","50","100","204","687"
"50446","50","100","165","687"
"50447","50","101","295","689"
"50448","50","100","357","692"
"50449","50","100","318","692"
"50450","50","100","366","693"
"50451","50","100","422","693"
"50452","50","100","533","696"
"50453","50","100","496","696"
"50454","50","100","349","696"
"50455","50","100","447","698"
"50456","50","100","406","700"
"50457","50","100","521","700"
"50458","50","100","462","700"
"50459","50","100","376","700"
"50460","50","100","416","702"
"50461","50","100","315","703"
"50462","50","100","230","703"
"50463","50","100","87","703"
"50464","50","100","211","703"
"50465","50","100","287","705"
"50466","50","100","351","705"
"50467","50","101","454","708"
"50468","50","100","528","711"
"50469","50","100","400","711"
"50470","50","100","67","713"
"50471","50","100","502","715"
"50472","50","100","304","715"
"50473","50","100","347","718"
"50474","50","100","621","721"
"50475","50","100","1041","722"
"50476","50","100","935","723"
"50477","50","100","1095","726"
"50478","50","100","706","727"
"50479","50","100","413","727"
"50480","50","100","152","728"
"50481","50","100","445","730"
"50482","50","100","281","732"
"50483","50","100","201","732"
"50484","50","100","80","734"
"50485","50","100","341","734"
"50486","50","100","143","737"
"50487","50","100","279","738"
"50488","50","100","96","740"
"50489","50","100","532","742"
"50490","50","100","299","745"
"50491","50","100","199","748"
"50492","50","100","362","749"
"50493","50","100","218","751"
"50494","50","100","143","754"
"50495","50","100","381","754"
"50496","50","100","417","755"
"50497","50","100","760","756"
"50498","50","100","962","756"
"50499","50","100","1048","756"
"50500","50","100","885","758"
"50501","50","100","1034","759"
"50502","50","100","1114","759"
"50503","50","100","1032","761"
"50504","50","100","568","761"
"50505","50","100","73","763"
"50506","50","100","456","763"
"50507","50","100","353","764"
"50508","50","100","683","766"
"50509","50","100","1069","766"
"50510","50","100","877","768"
"50511","50","101","494","769"
"50512","50","100","843","771"
"50513","50","100","936","772"
"50514","50","100","901","772"
"50515","50","100","950","772"
"50516","50","100","560","772"
"50517","50","100","866","772"
"50518","50","100","708","774"
"50519","50","100","401","776"
"50520","50","100","673","776"
"50521","50","100","344","776"
"50522","50","100","688","777"
"50523","50","100","1073","779"
"50524","50","100","998","780"
"50525","50","100","634","780"
"50526","50","100","1110","782"
"50527","50","100","1166","784"
"50528","50","100","1081","784"
"50529","50","100","716","785"
"50530","50","100","596","785"
"50531","50","100","178","785"
"50532","50","100","565","785"
"50533","50","101","165","787"
"50534","50","100","124","788"
"50535","50","100","3","789"
"50536","50","100","168","789"
"50537","50","100","382","789"
"50538","50","100","149","791"
"50539","50","100","460","793"
"50540","50","100","185","793"
"50541","50","100","679","794"
"50542","50","100","303","796"
"50543","50","100","752","796"
"50544","50","100","914","798"
"50545","50","100","657","799"
"50546","50","100","214","800"
"50547","50","100","700","801"
"50548","50","100","556","801"
"50549","50","100","777","801"
"50550","50","100","917","802"
"50551","50","100","1008","804"
"50552","50","100","771","805"
"50553","50","100","721","806"
"50554","50","100","347","808"
"50555","50","100","63","810"
"50556","50","100","359","811"
"50557","50","101","634","811"
"50558","50","100","820","811"
"50559","50","100","888","811"
"50560","50","100","751","811"
"50561","50","100","455","812"
"50562","50","100","513","813"
"50563","50","100","639","814"
"50564","50","100","350","814"
"50565","50","100","195","815"
"50566","50","100","662","817"
"50567","50","100","630","819"
"50568","50","100","821","820"
"50569","50","100","945","820"
"50570","50","100","736","822"
"50571","50","100","1199","823"
"50572","50","100","731","823"
"50573","50","100","891","825"
"50574","50","100","858","825"
"50575","50","100","506","827"
"50576","50","100","688","829"
"50577","50","100","579","830"
"50578","50","101","439","832"
"50579","50","100","921","832"
"50580","50","100","505","834"
"50581","50","100","669","834"
"50582","50","100","372","836"
"50583","50","100","95","838"
"50584","50","100","189","838"
"50585","50","100","223","839"
"50586","50","100","692","841"
"50587","50","100","1118","843"
"50588","50","100","926","844"
"50589","50","100","612","844"
"50590","50","100","680","845"
"50591","50","100","614","845"
"50592","50","100","766","845"
"50593","50","100","374","845"
"50594","50","200","552","846"
"50595","50","100","667","848"
"50596","50","100","815","849"
"50597","50","100","648","850"
"50598","50","100","842","852"
"50599","50","100","982","852"
"50600","50","100","732","852"
