34dc28084d6dbd22dca707284e6cf833bd1d77de2675ef0fd39b19efefc58ce7,a146d9230590b30a208160f695924eeae482c77b3046fff5b4a6608a9c5c4041,6a1100fdc6a20f07c8761ca99637a41c1a60751efcc4d0e8279bcc86f663ca48,c7915a575b4eca405fd80bd024745e6435b5ecc685866d46ff6c04952b0a5a32,0eb9997b6edc5dcbfef802702dceba8c36b444945a41f97c69098c4e55e47ebf,9def07ba3b31da6de672805a0f72e06439c9c639a1207e3c353135b15908b8ea,c59a0eed761934320a146aed427bd7414b8df2135d243bcb3844bb8ebcc589fa,a09eae06b84986b61908eb4da696c735968baf37e1355f4c74d1db9835d5dbfc,8a996d851b7369e8663968689c8f3051a34061a0fa1bf11fbf95e1d268dc94c3,87ec6850c63cd309fc977a99e1a7d916b999a8a263dd3a861a7d1bf837fca486,a7f3b72c26d68ae65a0c440cabf3515cd54c488de105637f2a252e016c381393
"132170036","0","1.05","1.05","0.3","","123","1.05","","3217","1.05"
"132170037","","75","75","","","122","0.5","","3217",""
"132170038","","301702","1","","","32","","","3217",""
"132170039","","0.4","0","","","93","","","3217",""
"132170040","","2","0","","","32","","","3217",""
"132170041","","310000","0","","","32","","","3217",""
"132170042","","321700","1","","","32","","","3217",""
"132170043","","0.4","0","","","93","","","3217",""
"132170044","2","0.95","0.95","2","","123","0.95","","3217","0.95"
"132170045","","0.2","0","","","93","","","3217",""
"132170046","0.2","1000001","glad","","","3","0","","3217",""
"132170047","","120","1","","","32","","","3217",""
"132170048","","0.4","0","","","93","","","3217",""
"132170049","","998","1","","","32","","","3217",""
"132170050","","0.6","0","","","93","","","3217",""
"132170051","0.2","1000001","joy_round3_in","1","","3","0","","3217","joy_round3_loop"
"132170052","","5","0","","","93","","","3217",""
"132170053","","1","","","","113","","","3217",""
"133000001","0","330000","330000","1","","31","345.4","","3300","0"
"133000002","1","8","8","1","","31","345.4","","3300","0"
"133000003","","8","0","","","35","","","3300",""
"133000004","","0","","","","91","","","3300",""
"133000005","0","1.05","1.05","7.4","","123","1.05","","3300","1.05"
"133000006","0.2","1000001","wait","","","3","0","","3300",""
"133000007","","2","1","","","35","","","3300",""
"133000008","","4.9","0","","","93","","","3300",""
"133000009","0","0.95","0.95","0.4","","123","0.95","","3300","0.95"
"133000010","","330000","1","","","32","","","3300",""
"133000011","","0.1","0","","","93","","","3300",""
"133000012","","2","0","","","32","","","3300",""
"133000013","","0.1","0","","","93","","","3300",""
"133000014","","997","1","","","32","","","3300",""
"133000015","0.2","1000001","joy_from_wait","","","3","0","","3300",""
"133000016","","1.63","0","","","93","","","3300",""
"133000017","","0.3","0","","","93","","","3300",""
"133000018","","3","","","","113","","","3300",""
