7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993,9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b
"701","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414030","水属性ボーナス特大アップ"
"702","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414030","物理防御力（ダウン不可）アップ"
"703","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414030","魔法防御力（ダウン不可）アップ"
"704","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414030","ＴＰ上昇上限付与"
"705","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414030","ＨＰ吸収ダウン"
"706","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414110","水属性ボーナス特大アップ"
"707","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414110","物理防御力（ダウン不可）アップ"
"708","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414110","魔法防御力（ダウン不可）アップ"
"709","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414110","ＴＰダウンカット"
"710","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414110","ダメージ減衰"
"711","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414110","ＴＰ上昇上限付与"
"712","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414110","ＨＰ吸収ダウン"
"713","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414120","水属性ボーナス特大アップ"
"714","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414120","物理防御力（ダウン不可）アップ"
"715","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414120","魔法防御力（ダウン不可）アップ"
"716","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414120","ＴＰダウンカット"
"717","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414120","ダメージ減衰"
"718","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414120","ＴＰ上昇上限付与"
"719","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414120","ＨＰ吸収ダウン"
"720","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414130","水属性ボーナス特大アップ"
"721","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414130","物理防御力（ダウン不可）アップ"
"722","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414130","魔法防御力（ダウン不可）アップ"
"723","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414130","ＴＰダウンカット"
"724","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414130","ダメージ減衰"
"725","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414130","ＴＰ上昇上限付与"
"726","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414130","ＨＰ吸収ダウン"
"727","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414140","水属性ボーナス特大アップ"
"728","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414140","物理防御力（ダウン不可）アップ"
"729","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414140","魔法防御力（ダウン不可）アップ"
"730","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414140","ＴＰダウンカット"
"731","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414140","ダメージ減衰"
"732","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414140","ＴＰ上昇上限付与"
"733","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414140","ＨＰ吸収ダウン"
"734","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414210","水属性ボーナス特大アップ"
"735","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414210","物理防御力（ダウン不可）アップ"
"736","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414210","魔法防御力（ダウン不可）アップ"
"737","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414210","ＴＰダウンカット"
"738","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414210","ダメージ減衰"
"739","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414210","ＴＰ上昇上限付与"
"740","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414210","ＨＰ吸収ダウン"
"741","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414220","水属性ボーナス特大アップ"
"742","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414220","物理防御力（ダウン不可）アップ"
"743","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414220","魔法防御力（ダウン不可）アップ"
"744","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414220","ＴＰダウンカット"
"745","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414220","ダメージ減衰"
"746","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414220","ＴＰ上昇上限付与"
"747","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414220","ＨＰ吸収ダウン"
"748","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414230","水属性ボーナス特大アップ"
"749","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414230","物理防御力（ダウン不可）アップ"
"750","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414230","魔法防御力（ダウン不可）アップ"
"751","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414230","ＴＰダウンカット"
"752","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414230","ダメージ減衰"
"753","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414230","ＴＰ上昇上限付与"
"754","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414230","ＨＰ吸収ダウン"
"755","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414240","水属性ボーナス特大アップ"
"756","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414240","物理防御力（ダウン不可）アップ"
"757","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414240","魔法防御力（ダウン不可）アップ"
"758","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414240","ＴＰダウンカット"
"759","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414240","ダメージ減衰"
"760","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414240","ＴＰ上昇上限付与"
"761","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414240","ＨＰ吸収ダウン"
"762","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414310","水属性ボーナス特大アップ"
"763","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414310","物理防御力（ダウン不可）アップ"
"764","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414310","魔法防御力（ダウン不可）アップ"
"765","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414310","ＴＰダウンカット"
"766","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414310","ダメージ減衰"
"767","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414310","ＴＰ上昇上限付与"
"768","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414310","ＨＰ吸収ダウン"
"769","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414320","水属性ボーナス特大アップ"
"770","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414320","物理防御力（ダウン不可）アップ"
"771","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414320","魔法防御力（ダウン不可）アップ"
"772","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414320","ＴＰダウンカット"
"773","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414320","ダメージ減衰"
"774","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414320","ＴＰ上昇上限付与"
"775","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414320","ＨＰ吸収ダウン"
"776","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414330","水属性ボーナス特大アップ"
"777","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414330","物理防御力（ダウン不可）アップ"
"778","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414330","魔法防御力（ダウン不可）アップ"
"779","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414330","ＴＰダウンカット"
"780","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414330","ダメージ減衰"
"781","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414330","ＴＰ上昇上限付与"
"782","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414330","ＨＰ吸収ダウン"
"783","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","92414340","水属性ボーナス特大アップ"
"784","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92414340","物理防御力（ダウン不可）アップ"
"785","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92414340","魔法防御力（ダウン不可）アップ"
"786","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92414340","ＴＰダウンカット"
"787","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92414340","ダメージ減衰"
"788","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92414340","ＴＰ上昇上限付与"
"789","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92414340","ＨＰ吸収ダウン"
"790","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415010","風属性ボーナス特大アップ"
"791","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415010","物理防御力（ダウン不可）アップ"
"792","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415010","魔法防御力（ダウン不可）アップ"
"793","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415010","ＴＰ上昇上限付与"
"794","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415010","ＨＰ吸収ダウン"
"795","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415020","風属性ボーナス特大アップ"
"796","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415020","物理防御力（ダウン不可）アップ"
"797","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415020","魔法防御力（ダウン不可）アップ"
"798","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415020","ＴＰ上昇上限付与"
"799","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415020","ＨＰ吸収ダウン"
"800","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415030","風属性ボーナス特大アップ"
"801","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415030","物理防御力（ダウン不可）アップ"
"802","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415030","魔法防御力（ダウン不可）アップ"
"803","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415030","ＴＰ上昇上限付与"
"804","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415030","ＨＰ吸収ダウン"
"805","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415110","風属性ボーナス特大アップ"
"806","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415110","物理防御力（ダウン不可）アップ"
"807","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415110","魔法防御力（ダウン不可）アップ"
"808","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415110","ＴＰダウンカット"
"809","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415110","ダメージ減衰"
"810","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415110","ＴＰ上昇上限付与"
"811","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415110","ＨＰ吸収ダウン"
"812","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415120","風属性ボーナス特大アップ"
"813","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415120","物理防御力（ダウン不可）アップ"
"814","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415120","魔法防御力（ダウン不可）アップ"
"815","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415120","ＴＰダウンカット"
"816","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415120","ダメージ減衰"
"817","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415120","ＴＰ上昇上限付与"
"818","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415120","ＨＰ吸収ダウン"
"819","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415130","風属性ボーナス特大アップ"
"820","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415130","物理防御力（ダウン不可）アップ"
"821","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415130","魔法防御力（ダウン不可）アップ"
"822","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415130","ＴＰダウンカット"
"823","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415130","ダメージ減衰"
"824","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415130","ＴＰ上昇上限付与"
"825","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415130","ＨＰ吸収ダウン"
"826","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415140","風属性ボーナス特大アップ"
"827","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415140","物理防御力（ダウン不可）アップ"
"828","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415140","魔法防御力（ダウン不可）アップ"
"829","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415140","ＴＰダウンカット"
"830","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415140","ダメージ減衰"
"831","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415140","ＴＰ上昇上限付与"
"832","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415140","ＨＰ吸収ダウン"
"833","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415210","風属性ボーナス特大アップ"
"834","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415210","物理防御力（ダウン不可）アップ"
"835","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415210","魔法防御力（ダウン不可）アップ"
"836","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415210","ＴＰダウンカット"
"837","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415210","ダメージ減衰"
"838","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415210","ＴＰ上昇上限付与"
"839","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415210","ＨＰ吸収ダウン"
"840","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415220","風属性ボーナス特大アップ"
"841","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415220","物理防御力（ダウン不可）アップ"
"842","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415220","魔法防御力（ダウン不可）アップ"
"843","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415220","ＴＰダウンカット"
"844","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415220","ダメージ減衰"
"845","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415220","ＴＰ上昇上限付与"
"846","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415220","ＨＰ吸収ダウン"
"847","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415230","風属性ボーナス特大アップ"
"848","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415230","物理防御力（ダウン不可）アップ"
"849","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415230","魔法防御力（ダウン不可）アップ"
"850","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415230","ＴＰダウンカット"
"851","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415230","ダメージ減衰"
"852","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415230","ＴＰ上昇上限付与"
"853","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415230","ＨＰ吸収ダウン"
"854","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415240","風属性ボーナス特大アップ"
"855","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415240","物理防御力（ダウン不可）アップ"
"856","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415240","魔法防御力（ダウン不可）アップ"
"857","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415240","ＴＰダウンカット"
"858","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415240","ダメージ減衰"
"859","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415240","ＴＰ上昇上限付与"
"860","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415240","ＨＰ吸収ダウン"
"861","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415310","風属性ボーナス特大アップ"
"862","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415310","物理防御力（ダウン不可）アップ"
"863","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415310","魔法防御力（ダウン不可）アップ"
"864","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415310","ＴＰダウンカット"
"865","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415310","ダメージ減衰"
"866","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415310","ＴＰ上昇上限付与"
"867","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415310","ＨＰ吸収ダウン"
"868","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415320","風属性ボーナス特大アップ"
"869","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415320","物理防御力（ダウン不可）アップ"
"870","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415320","魔法防御力（ダウン不可）アップ"
"871","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415320","ＴＰダウンカット"
"872","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415320","ダメージ減衰"
"873","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415320","ＴＰ上昇上限付与"
"874","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415320","ＨＰ吸収ダウン"
"875","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415330","風属性ボーナス特大アップ"
"876","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415330","物理防御力（ダウン不可）アップ"
"877","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415330","魔法防御力（ダウン不可）アップ"
"878","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415330","ＴＰダウンカット"
"879","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415330","ダメージ減衰"
"880","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415330","ＴＰ上昇上限付与"
"881","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415330","ＨＰ吸収ダウン"
"882","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","14","92415340","風属性ボーナス特大アップ"
"883","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92415340","物理防御力（ダウン不可）アップ"
"884","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92415340","魔法防御力（ダウン不可）アップ"
"885","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92415340","ＴＰダウンカット"
"886","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92415340","ダメージ減衰"
"887","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92415340","ＴＰ上昇上限付与"
"888","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92415340","ＨＰ吸収ダウン"
