2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"4","","","102011","1009807","","","1","","1009807161",""
"3","","0.2","102011","1009807","","","lsv_run","1","1009807162",""
"2","0.8","","102011","1009807","0","","-750","-235","1009807163",""
"4","","","100411","1009807","","","0","","1009807164",""
"3","","0.2","100411","1009807","","","lsv_run","1","1009807165",""
"2","0.8","","100411","1009807","0","","750","-220","1009807166",""
"4","","","103611","1009807","","","0","","1009807167",""
"3","","0.2","103611","1009807","","","lsv_run","1","1009807168",""
"2","0.8","","103611","1009807","0","","850","-250","1009807169",""
"93","","","0.6","1009807","","","","","1009807170",""
"6","1","0.2","102011","1009807","0","0","1","1","1009807171",""
"6","1","0.2","100411","1009807","0","0","1","1","1009807172",""
"6","1","0.2","103611","1009807","0","0","1","1","1009807173",""
"91","","","0","1009807","","","","","1009807174",""
"1","-700","1.95","1","1009808","-220","0","100411","101","1009808001","lsv_idle_normal"
"1","-550","1.95","1","1009808","-235","0","102011","100","1009808002","lsv_idle_normal"
"1","-800","1.95","1","1009808","-250","0","103611","102","1009808003","lsv_idle_normal"
"5","0","1","1","1009808","0","0","333","0","1009808004","lsv_white_loop"
"6","1","0","333","1009808","0","0","1","1","1009808005",""
"31","110","0","3","1009808","1.3","","13","-630","1009808006",""
"6","1","0","100411","1009808","0","0","1","1","1009808007",""
"6","1","0","102011","1009808","0","0","1","1","1009808008",""
"6","1","0","103611","1009808","0","0","1","1","1009808009",""
"93","","","1","1009808","","","0","","1009808010",""
"6","1","0.8","333","1009808","0.4","0","1","1","1009808011",""
"3","","0.2","100411","1009808","","","lsv_walk_glad","1","1009808012",""
"2","2","","100411","1009808","0","","-100","-220","1009808013",""
"6","1","0.4","100411","1009808","1","0","1","1","1009808014",""
"3","","0.2","102011","1009808","","","lsv_walk_glad2","1","1009808015",""
"2","2.2","","102011","1009808","0","","100","-235","1009808016",""
"6","1","0.4","102011","1009808","1","0","1","1","1009808017",""
"3","","0.2","103611","1009808","","","lsv_walk_glad","1","1009808018",""
"2","2","","103611","1009808","0","","-270","-250","1009808019",""
"6","1","0.4","103611","1009808","1","0","1","1","1009808020",""
"32","","","13","1009808","","","1","","1009808021",""
"33","2","","13","1009808","0","","-180","110","1009808022",""
"93","","","2","1009808","","","","","1009808023",""
"32","","","13","1009808","","","0","","1009808024",""
"3","","0.2","100411","1009808","","","lsv_idle_normal","1","1009808025",""
"3","","0.2","103611","1009808","","","lsv_idle_normal","1","1009808026",""
"93","","","0.2","1009808","","","","","1009808027",""
"4","","","102011","1009808","","","1","","1009808028",""
"3","","0.2","102011","1009808","","","lsv_idle_normal","1","1009808029",""
"93","","","0.5","1009808","","","","","1009808030",""
"12","","0","100411","1009808","","0","10","0.5","1009808031",""
"3","lsv_idle_normal","0","100411","1009808","1","0.2","lsv_smile2","0","1009808032",""
"12","","0","102011","1009808","","0","10","0.5","1009808033",""
"3","lsv_idle_normal","0","102011","1009808","1","0.2","lsv_smile2","0","1009808034",""
"12","","0","103611","1009808","","0","10","0.5","1009808035",""
"3","lsv_idle_normal","0","103611","1009808","1","0.2","lsv_smile2","0","1009808036",""
"93","","","1.5","1009808","","","","","1009808037",""
"4","","","102011","1009808","","","0","","1009808038",""
"3","","0.2","102011","1009808","","","lsv_walk","1","1009808039",""
"2","1","","102011","1009808","0","","200","-235","1009808040",""
"93","","","1","1009808","","","","","1009808041",""
"3","","0.2","102011","1009808","","","lsv_idle_normal","1","1009808042",""
"93","","","0","1009808","","","","","1009808043",""
"4","","","102011","1009808","","","1","","1009808044",""
"93","","","0.6","1009808","","","","","1009808045",""
"3","lsv_talk_arm_crossed_loop_joy","0","100411","1009808","1","0.2","lsv_talk_arm_crossed_joy","0","1009808046",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0821","0","1009808047",""
"11","1","0","100411","1009808","1","0","ニャットちゃん\nおっきくてかわいかったねー！","10","1009808048","0"
"91","","","0","1009808","","","","","1009808049",""
"3","","0.2","100411","1009808","","","lsv_idle_arm_crossed_joy","1","1009808050",""
"3","","0.2","102011","1009808","","","lsv_talk_memory_dere2","1","1009808051",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0822","0","1009808052",""
"11","1","0","102011","1009808","1","0","うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪","10","1009808053","0"
"91","","","0","1009808","","","","","1009808054",""
"3","","0.2","102011","1009808","","","lsv_idle_memory","1","1009808055",""
"3","","0.2","103611","1009808","","","lsv_talk_thinking_joyR","1","1009808056",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0823","0","1009808057",""
"11","1","0","103611","1009808","1","0","シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。","10","1009808058","0"
"91","","","0","1009808","","","","","1009808059",""
"3","","0.2","103611","1009808","","","lsv_idle_normal","1","1009808060",""
"3","","0.2","102011","1009808","","","lsv_idle_normal","1","1009808061",""
"3","lsv_talk_cool_normal2_loop","0","100411","1009808","1","0.2","lsv_talk_cool_normal2","0","1009808062",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0824","0","1009808063",""
"11","1","0","100411","1009808","1","0","この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！","10","1009808064","0"
"91","","","0","1009808","","","","","1009808065",""
"3","","0.2","100411","1009808","","","lsv_idle_cool_joy","1","1009808066",""
"3","lsv_talk_doya_anger_loop","0","103611","1009808","1","0.2","lsv_talk_doya","0","1009808067",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0825","0","1009808068",""
"11","1","0","103611","1009808","1","0","うん！\n…あっ。観察するのも\n忘れないようにねっ？","10","1009808069","0"
"91","","","0","1009808","","","","","1009808070",""
"3","","0.2","103611","1009808","","","lsv_idle_doya","1","1009808071",""
"3","","0.2","100411","1009808","","","lsv_talk_bitter","1","1009808072",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0826","0","1009808073",""
"11","1","0","100411","1009808","1","0","も、もちろんだって～！\nあはははは～","10","1009808074","0"
"91","","","0","1009808","","","","","1009808075",""
"3","","0.2","100411","1009808","","","lsv_idle_bitter","1","1009808076",""
"3","","0.2","102011","1009808","","","lsv_talk_surprise_talkjoy","1","1009808077",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0827","0","1009808078",""
"11","1","0","102011","1009808","1","0","ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？","10","1009808079","0"
"91","","","0","1009808","","","","","1009808080",""
"3","","0.2","102011","1009808","","","lsv_idle_surprise_joy","1","1009808081",""
"3","lsv_look_idle_normal","0","100411","1009808","1","0.2","lsv_choice","0","1009808082",""
"3","lsv_look_idle_normal","0","102011","1009808","1","0.2","lsv_choice","0","1009808083",""
"3","lsv_look_idle_normal","0","103611","1009808","1","0.2","lsv_choice","0","1009808084",""
"93","","","0.1","1009808","","","0","","1009808085",""
"2","0.33","","100411","1009808","2","0.2","-420","-220","1009808086",""
"2","0.33","","102011","1009808","2","0.2","452","-235","1009808087",""
"2","0.33","","103611","1009808","2","0.2","-545","-250","1009808088",""
"22","","0.2","0","1009808","","","0","1","1009808089",""
"103","","","牧場の牛たち。","1009808","","","1009808093","0","1009808090",""
"103","","","ぷうきち。","1009808","","","1009808117","0","1009808091",""
"103","","","ラーゴ。","1009808","","","1009808141","0","1009808092",""
"3","lsv_idle_normal","0","100411","1009808","1","0.2","lsv_choice","0","1009808093",""
"3","lsv_idle_normal","0","102011","1009808","1","0.2","lsv_choice","0","1009808094",""
"3","lsv_idle_normal","0","103611","1009808","1","0.2","lsv_choice","0","1009808095",""
"93","","","0.1","1009808","","","0","","1009808096",""
"2","0.33","","100411","1009808","2","0.2","-100","-220","1009808097",""
"2","0.33","","102011","1009808","2","0.2","200","-235","1009808098",""
"2","0.33","","103611","1009808","2","0.2","-270","-250","1009808099",""
"93","","","0.7","1009808","","","0","","1009808100",""
"3","","0.2","103611","1009808","","","lsv_talk_thinking_joyR","1","1009808101",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0828","0","1009808102",""
"11","1","0","103611","1009808","1","0","なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。","10","1009808103","0"
"91","","","0","1009808","","","","","1009808104",""
"3","","0.2","103611","1009808","","","lsv_idle_thinking_joy1","1","1009808105",""
"3","","0.2","102011","1009808","","","lsv_talk_wish_joy","1","1009808106",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0829","0","1009808107",""
"11","1","0","102011","1009808","1","0","きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪","10","1009808108","0"
"91","","","0","1009808","","","","","1009808109",""
"3","","0.2","102011","1009808","","","lsv_idle_wish_joy","1","1009808110",""
"3","","0.2","100411","1009808","","","lsv_talk_normal","1","1009808111",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0830","0","1009808112",""
"11","1","0","100411","1009808","1","0","牧場だったら\nシオリねえちゃんもいるから\n安心だしね！","10","1009808113","0"
"91","","","0","1009808","","","","","1009808114",""
"3","","0.2","100411","1009808","","","lsv_idle_normal","1","1009808115",""
"101","","","1009808166","1009808","","","","","1009808116",""
"3","lsv_idle_normal","0","100411","1009808","1","0.2","lsv_choice","0","1009808117",""
"3","lsv_idle_normal","0","102011","1009808","1","0.2","lsv_choice","0","1009808118",""
"3","lsv_idle_normal","0","103611","1009808","1","0.2","lsv_choice","0","1009808119",""
"93","","","0.1","1009808","","","0","","1009808120",""
"2","0.33","","100411","1009808","2","0.2","-100","-220","1009808121",""
"2","0.33","","102011","1009808","2","0.2","200","-235","1009808122",""
"2","0.33","","103611","1009808","2","0.2","-270","-250","1009808123",""
"93","","","0.7","1009808","","","0","","1009808124",""
"3","","0.2","102011","1009808","","","lsv_talk_joy3_blink","1","1009808125",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0831","0","1009808126",""
"11","1","0","102011","1009808","1","0","アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪","10","1009808127","0"
"91","","","0","1009808","","","","","1009808128",""
"3","","0.2","102011","1009808","","","lsv_idle_joy","1","1009808129",""
"3","","0.2","103611","1009808","","","lsv_talk_surprise","1","1009808130",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0832","0","1009808131",""
"11","1","0","103611","1009808","1","0","アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。","10","1009808132","0"
"91","","","0","1009808","","","","","1009808133",""
"3","","0.2","103611","1009808","","","lsv_idle_surprise","1","1009808134",""
"3","","0.2","100411","1009808","","","lsv_talk_thinking_talkR","1","1009808135",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0833","0","1009808136",""
"11","1","0","100411","1009808","1","0","考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…","10","1009808137","0"
"91","","","0","1009808","","","","","1009808138",""
"3","","0.2","100411","1009808","","","lsv_idle_thinking_joy1","1","1009808139",""
"101","","","1009808166","1009808","","","","","1009808140",""
"3","lsv_idle_normal","0","100411","1009808","1","0.2","lsv_choice","0","1009808141",""
"3","lsv_idle_normal","0","102011","1009808","1","0.2","lsv_choice","0","1009808142",""
"3","lsv_idle_normal","0","103611","1009808","1","0.2","lsv_choice","0","1009808143",""
"93","","","0.1","1009808","","","0","","1009808144",""
"2","0.33","","100411","1009808","2","0.2","-100","-220","1009808145",""
"2","0.33","","102011","1009808","2","0.2","200","-235","1009808146",""
"2","0.33","","103611","1009808","2","0.2","-270","-250","1009808147",""
"93","","","0.7","1009808","","","0","","1009808148",""
"3","","0.2","100411","1009808","","","lsv_talk_surprise2","1","1009808149",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0834","0","1009808150",""
"11","1","0","100411","1009808","1","0","ええっ、ドラゴン！？\nドラゴンって、あの？","10","1009808151","0"
"91","","","0","1009808","","","","","1009808152",""
"3","","0.2","100411","1009808","","","lsv_idle_surprise","1","1009808153",""
"3","","0.2","102011","1009808","","","lsv_talk_normal_suprise1","1","1009808154",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0835","0","1009808155",""
"11","1","0","102011","1009808","1","0","すごい魔物さんと\nなかよしの人がいるんだね～","10","1009808156","0"
"91","","","0","1009808","","","","","1009808157",""
"3","","0.2","102011","1009808","","","lsv_idle_normal","1","1009808158",""
"3","","0.2","103611","1009808","","","lsv_talk_sad","1","1009808159",""
"21","0","","vo_lsv","1009808","","","vo_lsv_0836","0","1009808160",""
"11","1","0","103611","1009808","1","0","き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。","10","1009808161","0"
"91","","","0","1009808","","","","","1009808162",""
"3","","0.2","103611","1009808","","","lsv_idle_sad","1","1009808163",""
"3","","0.2","100411","1009808","","","lsv_idle_surprise_talkR1","1","1009808164",""
"101","","","1009808166","1009808","","","","","1009808165",""
"91","","","0","1009808","","","","","1009808166",""
"102","","","","1009808","","","","","1009808167",""
"22","","","0","1009808","","","0.2","","1009808168",""
"93","","","0.2","1009808","","","","","1009808169",""
"12","0","0","102011","1009808","0","0","7","1","1009808170","0"
"3","","0.2","102011","1009808","","","lsv_talk_surprise_kira","1","1009808171",""
"93","","","3","1009808","","","0","","1009808172",""
"3","","0.2","102011","1009808","","","lsv_idle_surprise","1","1009808173",""
"12","0","0","100411","1009808","0","0","5","1","1009808174","0"
"3","","0.2","100411","1009808","","","lsv_talk_wish_surprise","1","1009808175",""
"93","","","3","1009808","","","0","","1009808176",""
"3","","0.2","100411","1009808","","","lsv_idle_wish","1","1009808177",""
"12","0","0","103611","1009808","0","0","1","1","1009808178","0"
"3","","0.2","103611","1009808","","","lsv_talk_normal_sad","1","1009808179",""
"93","","","3","1009808","","","0","","1009808180",""
"3","","0.2","103611","1009808","","","lsv_idle_normal","1","1009808181",""
"101","","","1009808170","1009808","","","","","1009808182",""
"6","1","1","333","1009808","0","0","1","1","1009808183",""
"4","","","100411","1009808","","","1","","1009808184",""
"3","","0.2","100411","1009808","","","lsv_run","1","1009808185",""
"2","0.8","","100411","1009808","0","","-750","-220","1009808186",""
"4","","","102011","1009808","","","0","","1009808187",""
"3","","0.2","102011","1009808","","","lsv_run","1","1009808188",""
"2","0.8","","102011","1009808","0","","750","-235","1009808189",""
"4","","","103611","1009808","","","1","","1009808190",""
"3","","0.2","103611","1009808","","","lsv_run","1","1009808191",""
"2","0.8","","103611","1009808","0","","-850","-250","1009808192",""
"93","","","0.6","1009808","","","","","1009808193",""
"6","1","0.2","100411","1009808","0","0","1","1","1009808194",""
"6","1","0.2","102011","1009808","0","0","1","1","1009808195",""
"6","1","0.2","103611","1009808","0","0","1","1","1009808196",""
"91","","","0","1009808","","","","","1009808197",""
"1","-750","1.95","1","1009809","-235","0","103611","102","1009809001","lsv_idle_normal"
"1","650","1.95","1","1009809","-220","1","102011","100","1009809002","lsv_idle_normal"
"1","750","1.95","1","1009809","-250","1","100411","101","1009809003","lsv_idle_normal"
"5","0","1","1","1009809","0","0","333","0","1009809004","lsv_white_loop"
"6","1","0","333","1009809","0","0","1","1","1009809005",""
"6","1","0","103611","1009809","0","0","1","1","1009809006",""
"6","1","0","102011","1009809","0","0","1","1","1009809007",""
"6","1","0","100411","1009809","0","0","1","1","1009809008",""
"7","0","","103611","1009809","","","2","0","1009809009",""
"2","0.5","","103611","1009809","0","","-750","-235","1009809010",""
"31","10","0","2","1009809","0.8","","16","-140","1009809011",""
"34","0","","16","1009809","","","2","0","1009809012",""
"93","","","1","1009809","","","0","","1009809013",""
"6","1","0.8","333","1009809","0.4","0","1","1","1009809014",""
"3","lsv_see_sad","0.2","103611","1009809","1","0","lsv_see_sad_pre","0","1009809015",""
"2","1.1","","103611","1009809","0","","-600","-235","1009809016",""
"6","1","0.4","103611","1009809","1","0","1","1","1009809017",""
"93","","","1","1009809","","","","","1009809018",""
"32","","","16","1009809","","","1","","1009809019",""
"91","","","0","1009809","","","","","1009809020",""
"94","0","","103611","1009809","80","","240","260","1009809021",""
"32","","","16","1009809","","","0","","1009809022",""
"12","","0","103611","1009809","","0","1","1","1009809023",""
"7","0","","103611","1009809","","","0","2","1009809024",""
"3","","0.2","103611","1009809","","","lsv_walk_sad","1","1009809025",""
"2","2","","103611","1009809","0","","-250","-235","1009809026",""
"3","","0.2","102011","1009809","","","lsv_walk","1","1009809027",""
"2","2","","102011","1009809","0","","100","-220","1009809028",""
"6","1","0.4","102011","1009809","1","0","1","1","1009809029",""
"3","","0.2","100411","1009809","","","lsv_walk_talkR","1","1009809030",""
"2","2","","100411","1009809","0","","270","-250","1009809031",""
"6","1","0.4","100411","1009809","1","0","1","1","1009809032",""
"93","","","2","1009809","","","","","1009809033",""
"3","","0.2","103611","1009809","","","lsv_idle_normal","1","1009809034",""
"3","","0.2","102011","1009809","","","lsv_idle_normal","1","1009809035",""
"3","","0.2","100411","1009809","","","lsv_idle_sad","1","1009809036",""
"93","","","0.5","1009809","","","","","1009809037",""
"91","","","0","1009809","","","","","1009809038",""
"3","","0.2","100411","1009809","","","lsv_talk_sad","1","1009809039",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0921","0","1009809040",""
"11","1","0","100411","1009809","1","0","今日は…\nいろんなことがあったね。","10","1009809041","0"
"91","","","0","1009809","","","","","1009809042",""
"3","","0.2","100411","1009809","","","lsv_idle_sad","1","1009809043",""
"3","","0.2","102011","1009809","","","lsv_talk_wish_nervous","1","1009809044",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0922","0","1009809045",""
"11","1","0","102011","1009809","1","0","うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。","10","1009809046","0"
"91","","","0","1009809","","","","","1009809047",""
"3","","0.2","102011","1009809","","","lsv_idle_wish_nervous","1","1009809048",""
"3","","0.2","100411","1009809","","","lsv_talk_sad","1","1009809049",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0923","0","1009809050",""
"11","1","0","100411","1009809","1","0","…ちょっとだけ、\n小さくなっちゃってるけどね。","10","1009809051","0"
"91","","","0","1009809","","","","","1009809052",""
"3","","0.2","100411","1009809","","","lsv_idle_sad","1","1009809053",""
"3","","0.2","102011","1009809","","","lsv_talk_sad","1","1009809054",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0924","0","1009809055",""
"11","1","0","102011","1009809","1","0","…うん。","10","1009809056","0"
"91","","","0","1009809","","","","","1009809057",""
"3","","0.2","102011","1009809","","","lsv_idle_normal","1","1009809058",""
"3","","0.2","100411","1009809","","","lsv_idle_normal_talkR","1","1009809059",""
"3","","0.2","103611","1009809","","","lsv_talk_thinking","1","1009809060",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0925","0","1009809061",""
"11","1","0","103611","1009809","1","0","…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…","10","1009809062","0"
"91","","","0","1009809","","","","","1009809063",""
"3","","0.2","103611","1009809","","","lsv_idle_thinking","1","1009809064",""
"3","","0.2","100411","1009809","","","lsv_talk_normal_suprise1","1","1009809065",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0926","0","1009809066",""
"11","1","0","100411","1009809","1","0","やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。","10","1009809067","0"
"91","","","0","1009809","","","","","1009809068",""
"3","","0.2","100411","1009809","","","lsv_idle_normal_talkR","1","1009809069",""
"3","","0.2","103611","1009809","","","lsv_talk_thinking_anger","1","1009809070",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0927","0","1009809071",""
"11","1","0","103611","1009809","1","0","幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。","10","1009809072","0"
"91","","","0","1009809","","","","","1009809073",""
"3","","0.2","103611","1009809","","","lsv_idle_sad","1","1009809074",""
"3","","0.2","102011","1009809","","","lsv_talk_sad","1","1009809075",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0928","0","1009809076",""
"11","1","0","102011","1009809","1","0","ミミたち…\nこれから、どうすれば\nいいのかなぁ？","10","1009809077","0"
"91","","","0","1009809","","","","","1009809078",""
"3","","0.2","102011","1009809","","","lsv_idle_normal","1","1009809079",""
"3","","0.2","100411","1009809","","","lsv_talk_anger_dead","1","1009809080",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0929","0","1009809081",""
"11","1","0","100411","1009809","1","0","…わかんない。","10","1009809082","0"
"91","","","0","1009809","","","","","1009809083",""
"3","","0.2","100411","1009809","","","lsv_idle_anger_sad","1","1009809084",""
"3","","0.2","103611","1009809","","","lsv_talk_normal_sad","1","1009809085",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0930","0","1009809086",""
"11","1","0","103611","1009809","1","0","急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。","10","1009809087","0"
"91","","","0","1009809","","","","","1009809088",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0931","0","1009809089",""
"11","1","0","103611","1009809","1","0","とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。","10","1009809090","0"
"91","","","0","1009809","","","","","1009809091",""
"3","","0.2","103611","1009809","","","lsv_idle_normal","1","1009809092",""
"3","lsv_idle_normal_sad","0","100411","1009809","1","0.2","lsv_agree_sad","0","1009809093",""
"3","lsv_idle_normal_sad","0","102011","1009809","1","0.2","lsv_agree_sad","0","1009809094",""
"21","0","","vo_lsv","1009809","","","vo_lsv_0932","0","1009809095",""
"11","1","0","100411","1009809","1","0","…うんっ。","10","1009809096","0"
"11","1","0","102011","1009809","1","0","…うんっ。","10","1009809097","0"
"91","","","0","1009809","","","","","1009809098",""
"22","","0.2","0","1009809","","","0","1","1009809099",""
"102","","","","1009809","","","","","1009809100",""
"93","","","0.2","1009809","","","","","1009809101",""
"12","0","0","103611","1009809","0","0","1","1","1009809102","0"
"3","","0.2","103611","1009809","","","lsv_talk_normal_sad","1","1009809103",""
"93","","","3","1009809","","","0","","1009809104",""
"3","","0.2","103611","1009809","","","lsv_idle_normal","1","1009809105",""
"12","0","0","102011","1009809","0","0","2","1","1009809106","0"
"3","","0.2","102011","1009809","","","lsv_talk_bitter","1","1009809107",""
"93","","","3","1009809","","","0","","1009809108",""
"3","","0.2","102011","1009809","","","lsv_idle_sad_normal","1","1009809109",""
"12","0","0","100411","1009809","0","0","4","1","1009809110","0"
"3","","0.2","100411","1009809","","","lsv_idle_anger_sad","1","1009809111",""
"93","","","3","1009809","","","0","","1009809112",""
"3","","0.2","100411","1009809","","","lsv_idle_normal_sad","1","1009809113",""
"101","","","1009809102","1009809","","","","","1009809114",""
"6","1","1","333","1009809","0","0","1","1","1009809115",""
"4","","","103611","1009809","","","1","","1009809116",""
"3","","0.2","103611","1009809","","","lsv_run_sad","1","1009809117",""
"2","0.8","","103611","1009809","0","","-750","-235","1009809118",""
"4","","","102011","1009809","","","0","","1009809119",""
"3","","0.2","102011","1009809","","","lsv_run_sad","1","1009809120",""
"2","0.8","","102011","1009809","0","","750","-220","1009809121",""
"4","","","100411","1009809","","","0","","1009809122",""
"3","","0.2","100411","1009809","","","lsv_run_sad","1","1009809123",""
"2","0.8","","100411","1009809","0","","850","-250","1009809124",""
"93","","","0.6","1009809","","","","","1009809125",""
"6","1","0.2","103611","1009809","0","0","1","1","1009809126",""
"6","1","0.2","102011","1009809","0","0","1","1","1009809127",""
"6","1","0.2","100411","1009809","0","0","1","1","1009809128",""
"91","","","0","1009809","","","","","1009809129",""
"1","-650","1.95","1","1009810","-235","0","100411","102","1009810001","lsv_idle_normal"
"1","650","1.95","1","1009810","-220","1","102011","100","1009810002","lsv_idle_normal"
"1","750","1.95","1","1009810","-250","1","103611","101","1009810003","lsv_idle_normal"
"5","0","1","1","1009810","0","0","333","0","1009810004","lsv_white_loop"
"6","1","0","333","1009810","0","0","1","1","1009810005",""
"6","1","0","100411","1009810","0","0","1","1","1009810006",""
"6","1","0","102011","1009810","0","0","1","1","1009810007",""
"6","1","0","103611","1009810","0","0","1","1","1009810008",""
"93","","","1","1009810","","","0","","1009810009",""
"6","1","0.8","333","1009810","0.4","0","1","1","1009810010",""
"3","","0.2","100411","1009810","","","lsv_walk","1","1009810011",""
"2","2","","100411","1009810","0","","-200","-235","1009810012",""
"6","1","0.4","100411","1009810","1","0","1","1","1009810013",""
"3","","0.2","102011","1009810","","","lsv_walk","1","1009810014",""
"2","2","","102011","1009810","0","","100","-220","1009810015",""
"6","1","0.4","102011","1009810","1","0","1","1","1009810016",""
"3","","0.2","103611","1009810","","","lsv_walk","1","1009810017",""
"2","2","","103611","1009810","0","","270","-250","1009810018",""
"6","1","0.4","103611","1009810","1","0","1","1","1009810019",""
"93","","","2","1009810","","","0","","1009810020",""
"3","","0.2","100411","1009810","","","lsv_idle_normal","1","1009810021",""
"3","","0.2","102011","1009810","","","lsv_idle_normal","1","1009810022",""
"3","","0.2","103611","1009810","","","lsv_idle_normal","1","1009810023",""
"93","","","0.6","1009810","","","0","","1009810024",""
"3","lsv_talk_guts2_anger_loop","0","103611","1009810","1","0.2","lsv_talk_guts2_anger","0","1009810025",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1021","0","1009810026",""
"11","1","0","103611","1009810","1","0","…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。","10","1009810027","0"
"91","","","0","1009810","","","","","1009810028",""
"3","","0.2","103611","1009810","","","lsv_idle_guts2_anger","1","1009810029",""
"3","","0.2","102011","1009810","","","lsv_talk_joy3_dere","1","1009810030",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1022","0","1009810031",""
"11","1","0","102011","1009810","1","0","…そうだよね。\nみんなで決めたんだもん。","10","1009810032","0"
"91","","","0","1009810","","","","","1009810033",""
"3","","0.2","102011","1009810","","","lsv_idle_sad_joynormal","1","1009810034",""
"3","","0.2","100411","1009810","","","lsv_talk_thinking","1","1009810035",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1023","0","1009810036",""
"11","1","0","100411","1009810","1","0","でも…\nその前にやることはあるよ。","10","1009810037","0"
"91","","","0","1009810","","","","","1009810038",""
"3","","0.2","100411","1009810","","","lsv_idle_normal","1","1009810039",""
"3","","0.2","102011","1009810","","","lsv_idle_normal","1","1009810040",""
"3","lsv_talk_guts2_loop","0","100411","1009810","1","0.2","lsv_talk_guts2","0","1009810041",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1024","0","1009810042",""
"11","1","0","100411","1009810","1","0","みゅ～ちゃんを元気にしたり、\nあと特訓！\n向こうでも大丈夫なようにね♪","10","1009810043","0"
"91","","","0","1009810","","","","","1009810044",""
"3","","0.2","100411","1009810","","","lsv_idle_guts2_joy","1","1009810045",""
"3","lsv_talk_doya_loop","0","103611","1009810","1","0.2","lsv_talk_doya","0","1009810046",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1025","0","1009810047",""
"11","1","0","103611","1009810","1","0","…まだまだ、\nやることはいっぱいだね。\n私たちも頑張らないと。","10","1009810048","0"
"91","","","0","1009810","","","","","1009810049",""
