8c3c3b04aa78ba1fb2975072bd604a0d451f51d6ce76ff72b31e572f749fb390,938a15cb4fabc79024b2784c7e25efbf875857476bdaa2057f8043d34ebf24fe,997c2daac8cb7dd81ab33180bdb183fe0ae69caecc3fb104aae488ff8bddba61,de8ef5b310dca14583939d6ef43b46f6bf5777b892c3eface48aa64b9865b58d,8632144713c6543765c6d84522c7386fd37dad9214477f51377862ec140658c8
"-4.7","991005","18.2","9","30090194"
"-5.7","991005","18.2","9","30090195"
"-6.7","991005","18.2","9","30090196"
"-7.7","991005","18.2","9","30090197"
"-10.2","22","-7.7","9","30090198"
"-16.6","22","-8.2","9","30090199"
"-17","21","-10.4","9","30090200"
"-17.4","21","-13","9","30090201"
"-19","22","-4.3","9","30090202"
"-17.8","21","-6.2","9","30090203"
"-18.2","21","-8.1","9","30090204"
"-21.3","22","15.1","9","30090205"
"-21.3","22","11.9","9","30090206"
"-19.4","22","17.1","9","30090207"
"-18.7","991005","16.2","9","30090208"
"-19.7","991005","16.2","9","30090209"
"-20.7","991005","16.2","9","30090210"
"-21.7","991005","16.2","9","30090211"
"-22.7","991005","16.2","9","30090212"
"-14.1","21","-23.3","9","30090213"
"-14.1","21","-21.3","9","30090214"
"-2.8","23","-9.5","9","30090216"
"0.1","21","-11.2","9","30090217"
"-2","21","-13.9","9","30090218"
"2","22","-7.5","9","30090221"
"-1.9","23","-0.5","9","30090222"
"-1.9","23","0.6","9","30090223"
"2.9","21","-1.2","9","30090224"
"-3","21","-3.3","9","30090225"
"-0.1","21","-3","9","30090227"
"3.2","21","1.7","9","30090228"
"0.7","21","4.1","9","30090229"
"1.8","22","11.6","9","30090230"
"4.2","21","19.8","9","30090231"
"4.2","21","23","9","30090232"
"-9.9","23","8.9","9","30090233"
"-10.5","23","5.6","9","30090234"
"-9.9","23","4.5","9","30090235"
"-19.5","21","21.3","9","30090236"
"-19.4","23","-22","9","30090243"
"-17.4","23","-22","9","30090244"
"-18.4","23","-20","9","30090245"
"-20.7","991004","-6.6","9","30090246"
"-21.2","991003","-6.6","9","30090247"
"-21.6","991003","-14.3","9","30090248"
"-20.3","991004","-14.3","9","30090249"
"-5.2","991001","-13.1","9","30090250"
"-5.2","991002","-12.7","9","30090251"
"-4.2","991001","-6.6","9","30090252"
"-4.2","991002","-5.2","9","30090253"
"-7.2","991002","2.8","9","30090254"
"-7.2","991001","1.4","9","30090255"
"-4.2","991001","5.9","9","30090256"
"-4.2","991002","6.3","9","30090257"
"-13.6","991003","17.8","9","30090258"
"-12.3","991004","17.8","9","30090259"
"-13.2","991001","4.4","9","30090260"
"-13.2","991002","5.8","9","30090261"
"-21.2","990001","19","10","30100003"
"-21.2","990001","-4","10","30100004"
"3","991003","5.8","10","30100019"
"3.4","991002","6","10","30100020"
"-22","1","-11.2","10","30100035"
"-18.8","1","-8.4","10","30100038"
"-14","2","-15.6","10","30100040"
"-14","2","-7.4","10","30100041"
"-11.2","1","-9.6","10","30100042"
"-13.2","1","-18.8","10","30100046"
"-11.2","1","-20.4","10","30100047"
"-8.1","2","-20","10","30100048"
"-6.7","1","-14.9","10","30100051"
"-6","3","-10.9","10","30100052"
"-11","1","-5.8","10","30100055"
"-5.7","3","-8.7","10","30100058"
"-4.8","1","-17","10","30100062"
"-5.1","2","-12.5","10","30100064"
"-2.7","1","-19","10","30100067"
"1.3","1","-18.4","10","30100069"
"2.7","1","-16.9","10","30100070"
"0.4","1","-22","10","30100072"
"-1.9","3","-13.8","10","30100077"
"6.8","1","-20.4","10","30100078"
"9.9","1","-18.4","10","30100079"
"3.5","2","-12.8","10","30100080"
"9.5","1","-11.7","10","30100081"
"0.1","2","-6.1","10","30100088"
"7.4","1","-6.3","10","30100090"
"0.8","3","1","10","30100096"
"-0.9","1","2.6","10","30100097"
"1.1","1","7.2","10","30100099"
"3.7","1","1.7","10","30100102"
"2.7","1","13.9","10","30100110"
"-1.7","1","8.6","10","30100113"
"-7","1","8.5","10","30100114"
"0.9","2","10.9","10","30100115"
"-5","2","15","10","30100116"
"-0.3","3","13.9","10","30100117"
"-9.9","3","11.1","10","30100119"
"-13.6","1","14.9","10","30100123"
"-18.9","3","16.5","10","30100124"
"-17.9","3","13.1","10","30100125"
"-13.9","1","8.9","10","30100127"
"-21.8","1","15","10","30100131"
"-19.3","3","11.7","10","30100132"
"-21.8","2","9.5","10","30100133"
"-21.6","1","4.3","10","30100134"
"-19.8","1","1.5","10","30100136"
"-18.8","3","5.8","10","30100138"
"-17.2","3","4.1","10","30100139"
"-15.5","1","1.9","10","30100141"
"-14.1","2","5.9","10","30100143"
"-13.1","3","-0.8","10","30100144"
"-11.4","3","3.7","10","30100145"
"-4.9","3","0.7","10","30100147"
"-7.5","1","-0.6","10","30100148"
"-2.5","1","-1.2","10","30100154"
"-15.3","2","-5","10","30100157"
"-17.7","1","-5.6","10","30100158"
"-22","1","-1.9","10","30100159"
"-21.9","2","-6.8","10","30100160"
"-17.7","1","-15","10","30100163"
"7.1","1","5.1","10","30100167"
"-2.2","3","4.2","10","30100171"
"-5","1","4","10","30100172"
"-4.2","990001","-10","10","30100173"
"-20.1","991001","13","10","30100179"
"-19.6","991004","13.3","10","30100181"
"-7.7","991005","-5.8","10","30100186"
"-6.7","991005","-5.8","10","30100187"
"-5.7","991005","-5.8","10","30100188"
"-4.6","991005","-5.8","10","30100189"
"0.5","2","-3","10","30100190"
"2","2","-3.2","10","30100191"
"1.9","2","-6.2","10","30100192"
"-0.6","991005","-4.8","10","30100193"
"0.4","991005","-4.8","10","30100194"
"1.4","991005","-4.8","10","30100195"
"2.4","991005","-4.8","10","30100196"
"2.9","1","16.8","10","30100197"
"4.2","991006","13.3","10","30100198"
"4.2","991006","14.4","10","30100199"
"4.2","991006","15.6","10","30100200"
"4.2","991006","16.8","10","30100201"
"4.2","991006","18","10","30100202"
"-1.2","3","14.5","10","30100203"
"-10","1","7.1","10","30100204"
"-5.8","991006","11","10","30100206"
"-5.8","991006","9.8","10","30100207"
"-5.8","991006","8.6","10","30100208"
"-5.8","991006","7.4","10","30100209"
"-5.8","991006","6.2","10","30100210"
"6.9","2","11.1","10","30100212"
"8.3","2","15.6","10","30100213"
"0.3","1","17.9","10","30100224"
"-7.9","1","22.3","10","30100227"
"-18.7","1","21.7","10","30100232"
"-16.4","1","17","10","30100233"
"-9.7","1","17.1","10","30100234"
"-10.8","3","23.2","10","30100236"
"-15.3","2","21.4","10","30100237"
"-0.4","3","15.2","10","30100240"
"3.4","2","21.2","10","30100241"
"-2.3","2","23.1","10","30100245"
"7.4","3","-3.1","10","30100247"
"7.1","3","-2.1","10","30100249"
"7.6","3","-2.6","10","30100250"
"-11.8","3","4.7","10","30100254"
"-10.8","3","4.4","10","30100255"
"7.2","2","1.4","10","30100256"
"-18.5","3","10.8","10","30100257"
"6.1","3","-14.6","10","30100258"
"-5","2","-4.2","10","30100259"
"-11.1","3","11.3","10","30100262"
"-10.4","3","12.2","10","30100263"
"-18.5","3","17.4","10","30100264"
"-21.3","3","-15.2","10","30100265"
"-22.2","3","-15","10","30100266"
"-3","2","15.7","10","30100267"
"5.9","3","-9","10","30100269"
"1.6","3","-9.5","10","30100270"
"3.7","2","-22.7","10","30100271"
"-21.7","3","-15.9","10","30100272"
"4.8","990001","-6","10","30100273"
