38c16ea57cfd1b81aed7a2a31d837342145464504b4e93f8a57627a6ca8950db,bfa384fb544b0335ca0ee4a6b6f9c42a17bd0b89c991b3ef7635b80891e9c586,5816a1564cb17ff23d71e2125a41f8d35b0bd3887948a0e6071248fa75a9a58b,fe2b9b5403c46bedf54693568d4fd6fa22d3af950d1b4560d969f205586910a0,e7ae47b76bd21df91fb34f7d386ffe6defd32e18ec2bc5364fe167d5c122241e
"0.2","991006","-2.8","30090192","9"
"1.2","991006","-2.8","30090193","9"
"18.2","991005","-4.7","30090194","9"
"18.2","991005","-5.7","30090195","9"
"18.2","991005","-6.7","30090196","9"
"18.2","991005","-7.7","30090197","9"
"-7.7","22","-10.2","30090198","9"
"-8.2","22","-16.6","30090199","9"
"-10.4","21","-17","30090200","9"
"-13","21","-17.4","30090201","9"
"-4.3","22","-19","30090202","9"
"-6.2","21","-17.8","30090203","9"
"-8.1","21","-18.2","30090204","9"
"15.1","22","-21.3","30090205","9"
"11.9","22","-21.3","30090206","9"
"17.1","22","-19.4","30090207","9"
"16.2","991005","-18.7","30090208","9"
"16.2","991005","-19.7","30090209","9"
"16.2","991005","-20.7","30090210","9"
"16.2","991005","-21.7","30090211","9"
"16.2","991005","-22.7","30090212","9"
"-23.3","21","-14.1","30090213","9"
"-21.3","21","-14.1","30090214","9"
"-9.5","23","-2.8","30090216","9"
"-11.2","21","0.1","30090217","9"
"-13.9","21","-2","30090218","9"
"-7.5","22","2","30090221","9"
"-0.5","23","-1.9","30090222","9"
"0.6","23","-1.9","30090223","9"
"-1.2","21","2.9","30090224","9"
"-3.3","21","-3","30090225","9"
"-3","21","-0.1","30090227","9"
"1.7","21","3.2","30090228","9"
"4.1","21","0.7","30090229","9"
"11.6","22","1.8","30090230","9"
"19.8","21","4.2","30090231","9"
"23","21","4.2","30090232","9"
"8.9","23","-9.9","30090233","9"
"5.6","23","-10.5","30090234","9"
"4.5","23","-9.9","30090235","9"
"21.3","21","-19.5","30090236","9"
"-22","23","-19.4","30090243","9"
"-22","23","-17.4","30090244","9"
"-20","23","-18.4","30090245","9"
"-6.6","991004","-20.7","30090246","9"
"-6.6","991003","-21.2","30090247","9"
"-14.3","991003","-21.6","30090248","9"
"-14.3","991004","-20.3","30090249","9"
"-13.1","991001","-5.2","30090250","9"
"-12.7","991002","-5.2","30090251","9"
"-6.6","991001","-4.2","30090252","9"
"-5.2","991002","-4.2","30090253","9"
"2.8","991002","-7.2","30090254","9"
"1.4","991001","-7.2","30090255","9"
"5.9","991001","-4.2","30090256","9"
"6.3","991002","-4.2","30090257","9"
"17.8","991003","-13.6","30090258","9"
"17.8","991004","-12.3","30090259","9"
"4.4","991001","-13.2","30090260","9"
"5.8","991002","-13.2","30090261","9"
"19","990001","-21.2","30100003","10"
"-4","990001","-21.2","30100004","10"
"5.8","991003","3","30100019","10"
"6","991002","3.4","30100020","10"
"-11.2","1","-22","30100035","10"
"-8.4","1","-18.8","30100038","10"
"-15.6","2","-14","30100040","10"
"-7.4","2","-14","30100041","10"
"-9.6","1","-11.2","30100042","10"
"-18.8","1","-13.2","30100046","10"
"-20.4","1","-11.2","30100047","10"
"-20","2","-8.1","30100048","10"
"-14.9","1","-6.7","30100051","10"
"-10.9","3","-6","30100052","10"
"-5.8","1","-11","30100055","10"
"-8.7","3","-5.7","30100058","10"
"-17","1","-4.8","30100062","10"
"-12.5","2","-5.1","30100064","10"
"-19","1","-2.7","30100067","10"
"-18.4","1","1.3","30100069","10"
"-16.9","1","2.7","30100070","10"
"-22","1","0.4","30100072","10"
"-13.8","3","-1.9","30100077","10"
"-20.4","1","6.8","30100078","10"
"-18.4","1","9.9","30100079","10"
"-12.8","2","3.5","30100080","10"
"-11.7","1","9.5","30100081","10"
"-6.1","2","0.1","30100088","10"
"-6.3","1","7.4","30100090","10"
"1","3","0.8","30100096","10"
"2.6","1","-0.9","30100097","10"
"7.2","1","1.1","30100099","10"
"1.7","1","3.7","30100102","10"
"13.9","1","2.7","30100110","10"
"8.6","1","-1.7","30100113","10"
"8.5","1","-7","30100114","10"
"10.9","2","0.9","30100115","10"
"15","2","-5","30100116","10"
"13.9","3","-0.3","30100117","10"
"11.1","3","-9.9","30100119","10"
"14.9","1","-13.6","30100123","10"
"16.5","3","-18.9","30100124","10"
"13.1","3","-17.9","30100125","10"
"8.9","1","-13.9","30100127","10"
"15","1","-21.8","30100131","10"
"11.7","3","-19.3","30100132","10"
"9.5","2","-21.8","30100133","10"
"4.3","1","-21.6","30100134","10"
"1.5","1","-19.8","30100136","10"
"5.8","3","-18.8","30100138","10"
"4.1","3","-17.2","30100139","10"
"1.9","1","-15.5","30100141","10"
"5.9","2","-14.1","30100143","10"
"-0.8","3","-13.1","30100144","10"
"3.7","3","-11.4","30100145","10"
"0.7","3","-4.9","30100147","10"
"-0.6","1","-7.5","30100148","10"
"-1.2","1","-2.5","30100154","10"
"-5","2","-15.3","30100157","10"
"-5.6","1","-17.7","30100158","10"
"-1.9","1","-22","30100159","10"
"-6.8","2","-21.9","30100160","10"
"-15","1","-17.7","30100163","10"
"5.1","1","7.1","30100167","10"
"4.2","3","-2.2","30100171","10"
"4","1","-5","30100172","10"
"-10","990001","-4.2","30100173","10"
"13","991001","-20.1","30100179","10"
"13.3","991004","-19.6","30100181","10"
"-5.8","991005","-7.7","30100186","10"
"-5.8","991005","-6.7","30100187","10"
"-5.8","991005","-5.7","30100188","10"
"-5.8","991005","-4.6","30100189","10"
"-3","2","0.5","30100190","10"
"-3.2","2","2","30100191","10"
"-6.2","2","1.9","30100192","10"
"-4.8","991005","-0.6","30100193","10"
"-4.8","991005","0.4","30100194","10"
"-4.8","991005","1.4","30100195","10"
"-4.8","991005","2.4","30100196","10"
"16.8","1","2.9","30100197","10"
"13.3","991006","4.2","30100198","10"
"14.4","991006","4.2","30100199","10"
"15.6","991006","4.2","30100200","10"
"16.8","991006","4.2","30100201","10"
"18","991006","4.2","30100202","10"
"14.5","3","-1.2","30100203","10"
"7.1","1","-10","30100204","10"
"11","991006","-5.8","30100206","10"
"9.8","991006","-5.8","30100207","10"
"8.6","991006","-5.8","30100208","10"
"7.4","991006","-5.8","30100209","10"
"6.2","991006","-5.8","30100210","10"
"11.1","2","6.9","30100212","10"
"15.6","2","8.3","30100213","10"
"17.9","1","0.3","30100224","10"
"22.3","1","-7.9","30100227","10"
"21.7","1","-18.7","30100232","10"
"17","1","-16.4","30100233","10"
"17.1","1","-9.7","30100234","10"
"23.2","3","-10.8","30100236","10"
"21.4","2","-15.3","30100237","10"
"15.2","3","-0.4","30100240","10"
"21.2","2","3.4","30100241","10"
"23.1","2","-2.3","30100245","10"
"-3.1","3","7.4","30100247","10"
"-2.1","3","7.1","30100249","10"
"-2.6","3","7.6","30100250","10"
"4.7","3","-11.8","30100254","10"
"4.4","3","-10.8","30100255","10"
"1.4","2","7.2","30100256","10"
"10.8","3","-18.5","30100257","10"
"-14.6","3","6.1","30100258","10"
"-4.2","2","-5","30100259","10"
"11.3","3","-11.1","30100262","10"
"12.2","3","-10.4","30100263","10"
"17.4","3","-18.5","30100264","10"
"-15.2","3","-21.3","30100265","10"
"-15","3","-22.2","30100266","10"
"15.7","2","-3","30100267","10"
"-9","3","5.9","30100269","10"
"-9.5","3","1.6","30100270","10"
"-22.7","2","3.7","30100271","10"
"-15.9","3","-21.7","30100272","10"
"-6","990001","4.8","30100273","10"
"17.1","990001","-22.5","30110013","11"
"-8.2","991004","-19","30110074","11"
"-16","990001","-22.5","30110076","11"
"2.8","991003","-9.4","30110193","11"
"2.8","991004","-8.3","30110194","11"
"11.8","991001","-16.6","30110204","11"
"12.2","991002","-16.6","30110205","11"
"-8.2","991003","-20.6","30110209","11"
"-11","990001","-4.5","30110213","11"
"-6.4","991003","1.7","30110214","11"
"-6.4","991004","2.2","30110215","11"
"-22.2","991001","-15.2","30110221","11"
"-21.8","991002","-15.2","30110222","11"
"-0.2","991001","-18.6","30110223","11"
"0.2","991002","-18.6","30110224","11"
"-22.7","991001","-10.6","30110233","11"
"-21.3","991002","-10.6","30110234","11"
"12","990001","-2.7","30110235","11"
"-4.2","991006","-16.7","30110236","11"
"-5.7","991006","-16.7","30110237","11"
"-25.5","3","24.3","30110238","11"
"-25.2","1","24.5","30110239","11"
"8.5","3","-22.7","30110240","11"
"13.8","1","-20.2","30110241","11"
"5","1","-22.7","30110242","11"
"6.5","3","-22.7","30110244","11"
"-25.4","2","24.4","30110245","11"
"4.5","2","-19.2","30110246","11"
"2.9","1","-15.6","30110250","11"
"3","1","-17.8","30110251","11"
"8.2","2","-13.4","30110252","11"
"5.4","3","-11.3","30110254","11"
"3.6","3","-11","30110255","11"
"1.5","1","-10.8","30110256","11"
"-1.6","1","-11.2","30110257","11"
"1.5","2","-13.8","30110259","11"
"1.6","2","-21.3","30110260","11"
"1.6","1","-22.8","30110261","11"
"-0.5","2","-24","30110262","11"
"-2.7","2","-24","30110263","11"
"-4.2","3","-15.2","30110264","11"
"-5.3","3","-15.2","30110265","11"
"-5.9","3","-21.8","30110266","11"
"-4.3","3","-17.9","30110267","11"
"-5.3","3","-17.9","30110268","11"
"3.3","3","-20.9","30110269","11"
"-7","1","-21","30110270","11"
"-5.5","2","-19.8","30110271","11"
"-9.3","2","-17.1","30110272","11"
"-12.2","2","-17.2","30110274","11"
"-10","1","-22","30110275","11"
"-12","1","-22","30110276","11"
"-14.1","2","-16.5","30110277","11"
"-16.6","1","-15.9","30110278","11"
"-19.5","1","-16","30110279","11"
"-18.9","2","-14","30110281","11"
"-17","2","-13","30110282","11"
"-24","1","-13.8","30110284","11"
"-23.1","1","-20.6","30110286","11"
"-23.1","1","-17.7","30110287","11"
"-20","2","-22","30110288","11"
"-22","2","-22","30110289","11"
"-23.2","3","-19.3","30110290","11"
"-23.6","2","-11.5","30110292","11"
"-19.5","1","-11.9","30110294","11"
"-19","2","-8.4","30110297","11"
"-24.3","3","-8","30110300","11"
"-23.7","2","-5.4","30110303","11"
"-23.8","1","-2.9","30110305","11"
"-21.8","1","-1","30110306","11"
"-18","2","-1.2","30110309","11"
"-16.1","1","-4.1","30110310","11"
"-15","1","-2.2","30110311","11"
"-15.8","3","-5.8","30110313","11"
"-10.6","1","-11.8","30110315","11"
"-16.2","2","-7.6","30110316","11"
"-11.6","3","-6.1","30110318","11"
"-15","3","-7","30110319","11"
"-12.1","3","-15.1","30110320","11"
"-14.1","2","-14","30110321","11"
"-9.7","1","-6","30110323","11"
"-8.6","1","-8.8","30110324","11"
"-4.3","2","-6.1","30110327","11"
"-4.8","3","-8.8","30110328","11"
"-4.8","1","-2.7","30110329","11"
"-9","2","-2.2","30110330","11"
"-11.8","2","-1.7","30110331","11"
"-9.8","2","0.1","30110332","11"
"-17.5","3","0.3","30110334","11"
"-11.7","3","0.6","30110335","11"
"-10.5","3","-2","30110336","11"
"-16","1","1","30110337","11"
"-15.3","1","3.6","30110338","11"
"-7.5","3","5.1","30110340","11"
"-10.2","1","4","30110341","11"
"-5.2","2","-0.1","30110343","11"
"-2.9","2","0.3","30110344","11"
"-3.3","1","5.4","30110346","11"
"-1","1","4.2","30110347","11"
"4","3","-7.9","30110348","11"
"7","2","-10","30110349","11"
"7","1","-6","30110351","11"
"0","1","-7","30110353","11"
"0","1","-4.9","30110354","11"
"5.8","2","-2.9","30110356","11"
"10.8","1","4","30110357","11"
"3","1","2.1","30110362","11"
"-4","2","-12","30110363","11"
"-6","1","-12","30110364","11"
"-3","3","-9.6","30110365","11"
"-4.6","3","-10.5","30110366","11"
"5.8","1","2.6","30110367","11"
"15.8","3","3.6","30110368","11"
"18.7","3","0.9","30110369","11"
"18.7","1","4.1","30110370","11"
"13.6","2","1.1","30110371","11"
"15.8","3","-1","30110373","11"
"19","1","-2","30110375","11"
"22.8","1","-6.9","30110376","11"
"13.1","2","-7.5","30110377","11"
"13","1","-5","30110378","11"
"16","3","-9","30110379","11"
"15","3","-8","30110380","11"
"18.7","2","-9.8","30110384","11"
"11.1","1","-11.2","30110392","11"
"15.9","3","-13.3","30110395","11"
"14.5","3","-13.3","30110396","11"
"20.6","3","-14","30110397","11"
"18.6","2","-17.5","30110398","11"
"10.2","1","-19.9","30110402","11"
"15","3","-22.8","30110406","11"
"18.7","2","-23.3","30110407","11"
"21.3","1","-22.9","30110408","11"
"23.6","2","-21.2","30110411","11"
"23.6","2","-18.2","30110412","11"
"-20.6","991006","-5.7","30110413","11"
"-19.4","991006","-5.7","30110414","11"
"-2.8","2","-2.1","30110417","11"
"-0.5","2","0.7","30110418","11"
"-0.5","2","-1.4","30110420","11"
"-1.8","991005","1","30110421","11"
"-1.8","991005","-0.8","30110422","11"
"-1.8","991005","-2.3","30110423","11"
"15.2","991005","-13.1","30110424","11"
"15.2","991005","-15","30110425","11"
"15.2","991005","-16.9","30110426","11"
"7.8","2","-19.2","30110430","11"
"10.5","3","-22.7","30110431","11"
"16.7","1","-19.9","30110432","11"
"16.5","991001","-4.8","30110433","11"
"17.5","991002","-4.8","30110434","11"
"7.7","991001","1.4","30110435","11"
"8.3","991002","1.4","30110436","11"
"16","991002","1.5","30110437","11"
"15.6","991003","1.3","30110438","11"
"5.5","991001","-17.1","30110439","11"
"6.5","991002","-17.1","30110440","11"
"-9.2","3","-15.7","30110441","11"
"-11.3","3","-14.5","30110442","11"
"-9.3","3","-13.6","30110443","11"
"-19.4","3","-7.2","30110444","11"
"-18.7","3","-6.6","30110445","11"
"-19.8","3","-0.1","30110446","11"
"-20.2","3","-4.2","30110447","11"
"-19.2","3","-4","30110448","11"
"3.1","3","6.1","30110449","11"
"2.1","3","4.6","30110450","11"
"4.7","3","6.1","30110451","11"
"8","3","6.1","30110452","11"
"14.7","3","-9.2","30110453","11"
"9.7","2","-2.8","30110455","11"
"9.5","3","-5.6","30110456","11"
"8.4","3","-8.4","30110457","11"
"10.8","3","-7.1","30110458","11"
"10.1","3","-13","30110459","11"
"17.8","3","-13.5","30110460","11"
"14.5","3","-16.9","30110461","11"
"16","3","-16.9","30110462","11"
"21","2","-5","30110463","11"
"22.6","2","-12.6","30110464","11"
"-10.7","2","-8.4","30110465","11"
"-12.9","1","-6.9","30110466","11"
"7","11","-23.8","30120001","12"
"17.7","12","-20.9","30120003","12"
"6.4","13","-21.8","30120005","12"
"8.4","13","-21.8","30120006","12"
"4","11","-21","30120007","12"
"1.6","11","-15.7","30120008","12"
"3.5","11","-16.9","30120009","12"
"1.5","13","-21.9","30120010","12"
"2.7","13","-23.7","30120011","12"
"-3","13","-23.7","30120012","12"
"-5.9","12","-22.8","30120018","12"
"-10.5","11","-21.8","30120019","12"
"-11.5","13","-19.7","30120020","12"
"-13.5","13","-19.7","30120021","12"
"-9.5","13","-19.7","30120022","12"
"-16.5","12","-24.3","30120023","12"
"-18.7","11","-23.8","30120024","12"
"-21","11","-21.8","30120025","12"
"-10.9","13","-3.8","30120036","12"
"-10.3","12","-11.1","30120043","12"
"-11.6","12","-14.3","30120044","12"
"-15.1","12","-4.8","30120045","12"
"-10","11","1.3","30120054","12"
"4.4","12","-6.1","30120062","12"
"12.7","11","-4.2","30120064","12"
"11.9","11","-2.9","30120065","12"
"15.5","13","-7.4","30120067","12"
"16.4","13","-9.7","30120068","12"
"18.1","11","-25","30120073","12"
"17.5","13","-16.7","30120077","12"
"23.4","990002","-10.9","30120079","12"
"5","990001","-23.7","30120080","12"
"-13","990001","-10.6","30120081","12"
"1.8","11","-13","30120083","12"
"10.6","13","-10.5","30120085","12"
"8.5","13","-16.7","30120086","12"
"11.6","12","-14.2","30120087","12"
"9.7","12","-14.2","30120088","12"
"-0.5","13","-3.7","30120089","12"
"0.6","13","-3.7","30120090","12"
"-6.5","12","-7.1","30120091","12"
"-5.4","12","-6.1","30120092","12"
"-6.7","13","-6.1","30120093","12"
"-5.5","13","-7.5","30120094","12"
"-10.9","13","-5.8","30120095","12"
"-11.1","11","-7.2","30120097","12"
"-19.5","12","-12.3","30120098","12"
"-19.5","12","-10.4","30120099","12"
"-18","13","-8.9","30120100","12"
"-16.5","13","-11.4","30120101","12"
"-17.4","13","-21.5","30120102","12"
"-16","13","-20.1","30120103","12"
"-17.1","12","-20.3","30120104","12"
"-2.1","13","-21.9","30120106","12"
"21.2","11","-21.9","30120107","12"
"20.3","11","-24.2","30120108","12"
"16.8","12","-1.8","30120115","12"
"1","11","-10.8","30120116","12"
"2.5","11","-10.8","30120117","12"
"9","13","0.1","30120118","12"
"7.5","13","0.1","30120119","12"
"4.8","11","-0.6","30120120","12"
"19.4","12","-1.8","30120121","12"
"21.7","12","-1.8","30120122","12"
"20.5","13","-1.7","30120123","12"
"18.1","13","-1.7","30120124","12"
"15.8","11","2.2","30120125","12"
"19.5","13","1.2","30120126","12"
"21","13","1.2","30120127","12"
"22.5","13","1.2","30120128","12"
"20","13","-11.5","30120130","12"
"-4","11","-10.1","30120132","12"
"-8","12","-22.8","30120135","12"
"-18.9","11","-13.7","30120137","12"
"-14.3","11","-11.1","30120138","12"
"-4","12","-12","30120139","12"
"10.4","13","-16.7","30120140","12"
"-12.6","11","-21.8","30120141","12"
"-25.2","11","-19","30120145","12"
"-4.8","13","-1.9","30120146","12"
"-7.2","11","-2.2","30120148","12"
"14.2","11","1.4","30120150","12"
"5.9","11","1.8","30120151","12"
"10","11","-2.9","30120152","12"
"9.5","12","-5.2","30120153","12"
"12.5","13","-10","30120154","12"
"12.8","13","-6","30120155","12"
"16.6","12","-5.6","30120156","12"
"23","12","-7","30120157","12"
"19.7","11","-5.8","30120158","12"
"21.7","11","-5.8","30120159","12"
"5.5","12","-18.8","30120161","12"
"7.5","11","-19","30120162","12"
"9.5","12","-18.8","30120163","12"
"11.5","11","-19","30120164","12"
"13.3","13","-18.7","30120165","12"
"14.8","12","-19.9","30120166","12"
"-16","12","-21.3","30120167","12"
"-6","13","-14.8","30120168","12"
"-4.5","12","-14.8","30120169","12"
"-3","13","-14.8","30120170","12"
"-1.5","12","-14.8","30120171","12"
"-7.6","11","-13.6","30120172","12"
"-14.3","11","-8.1","30120175","12"
"-15.8","11","-6.8","30120176","12"
"-25","13","-20.6","30120179","12"
"-25.1","13","-17.4","30120180","12"
"10","11","-23.8","30120181","12"
"20.9","13","-15.9","30120182","12"
"22.9","13","-15.9","30120183","12"
"22.7","11","-12.6","30120184","12"
"7","990001","-9.6","30120186","12"
"-20.8","991005","-19.7","30120187","12"
"-20.8","991005","-18.7","30120188","12"
"-20.8","991005","-17.7","30120189","12"
"-20.8","991005","-16.7","30120190","12"
"-0.8","991006","-2.8","30120191","12"
"0.2","991006","-2.8","30120192","12"
"1.2","991006","-2.8","30120193","12"
"18.2","991005","-4.7","30120194","12"
"18.2","991005","-5.7","30120195","12"
"18.2","991005","-6.7","30120196","12"
"18.2","991005","-7.7","30120197","12"
"-7.7","12","-10.2","30120198","12"
"-8.2","12","-16.6","30120199","12"
"-10.4","11","-17","30120200","12"
"-13","11","-17.4","30120201","12"
"-4.3","12","-19","30120202","12"
"-6.2","11","-17.8","30120203","12"
"-8.1","11","-18.2","30120204","12"
"14.2","12","-20.6","30120205","12"
"11.9","12","-21.3","30120206","12"
"17.4","12","-19.6","30120207","12"
"16.2","991005","-18.7","30120208","12"
"16.2","991005","-19.7","30120209","12"
"16.2","991005","-20.7","30120210","12"
"16.2","991005","-21.7","30120211","12"
"16.2","991005","-22.7","30120212","12"
"-23.3","11","-14.1","30120213","12"
"-21.3","11","-14.1","30120214","12"
"-9.5","13","-2.8","30120216","12"
"-11.2","11","0.1","30120217","12"
"-13.9","11","-2","30120218","12"
"-7.5","12","2","30120221","12"
"-0.5","13","-1.9","30120222","12"
"0.6","13","-1.9","30120223","12"
"-1.2","11","2.9","30120224","12"
"-3.3","11","-3","30120225","12"
"-3","11","-0.1","30120227","12"
"1.7","11","3.2","30120228","12"
"4.1","11","0.7","30120229","12"
"11.6","12","1.8","30120230","12"
"19.8","11","4.2","30120231","12"
"23","11","4.2","30120232","12"
"8.9","13","-9.9","30120233","12"
"5.6","13","-10.5","30120234","12"
"4.5","13","-9.9","30120235","12"
"21.3","11","-19.5","30120236","12"
"-22","13","-19.4","30120243","12"
"-22","13","-17.4","30120244","12"
"-20","13","-18.4","30120245","12"
"-6.6","991004","-20.7","30120246","12"
"-6.6","991003","-21.2","30120247","12"
"-14.3","991003","-21.6","30120248","12"
"-14.3","991004","-20.3","30120249","12"
"-13.1","991001","-5.2","30120250","12"
"-12.7","991002","-5.2","30120251","12"
"-6.6","991001","-4.2","30120252","12"
"-5.2","991002","-4.2","30120253","12"
"2.8","991002","-7.2","30120254","12"
"1.4","991001","-7.2","30120255","12"
"5.9","991001","-4.2","30120256","12"
"6.3","991002","-4.2","30120257","12"
"17.8","991003","-13.6","30120258","12"
"17.8","991004","-12.3","30120259","12"
"4.4","991001","-13.2","30120260","12"
"5.8","991002","-13.2","30120261","12"
