17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"","-220","-200","0","1007409","","","4","102511","2","1007409024"
"","","","","1007409","","","","0","91","1007409025"
"0.2","0","mhp_sit_in_sad","1","1007409","0.2","","mhp_sit_talk_sad","102511","3","1007409026"
"","","","","1007409","","","","1","93","1007409027"
"","0","vo_mhp_2202","","1007409","","","0","vo_mhp_1007409","21","1007409028"
"0","6","こ、こんにちは……\nひっ、ミ、ミツキ先生、\nなんだか雰囲気が……","0","1007409","0","0.5","1","102511","11","1007409029"
"","","","","1007409","","","","0","91","1007409030"
"","1","mhp_sit_idle_sad","","1007409","0.2","","","102511","3","1007409031"
"","1","mhp_sit_talk_sad","","1007409","0.2","","","117531","3","1007409032"
"","0","vo_mhp_2203","","1007409","","","0","vo_mhp_1007409","21","1007409033"
"0","6","当然よ。考えうるあらゆる手を\n尽くしたけど、\nあなたのドジは治せなかった……","0","1007409","0","0.5","1","117531","11","1007409034"
"","","","","1007409","","","","0","91","1007409035"
"","1","mhp_sit_talk_wish","","1007409","0.2","","","117531","3","1007409036"
"","0","vo_mhp_2204","","1007409","","","0","vo_mhp_1007409","21","1007409037"
"0","6","だから、私は最終手段を使うわ。","0","1007409","0","0.5","1","117531","11","1007409038"
"","","","","1007409","","","","0","91","1007409039"
"","1","mhp_sit_idle_wish","","1007409","0.2","","","117531","3","1007409040"
"","1","mhp_sit_talk_sad","","1007409","0.2","","","102511","3","1007409041"
"","0","vo_mhp_2205","","1007409","","","0","vo_mhp_1007409","21","1007409042"
"0","7","さ、最終手段……？","0","1007409","0","0.5","1","102511","11","1007409043"
"","","","","1007409","","","","0","91","1007409044"
"","1","mhp_sit_idle_sad","","1007409","0.2","","","102511","3","1007409045"
"","0","mhp_sit_talk_guts","","1007409","0.2","","","117531","3","1007409046"
"","0","vo_mhp_2206","","1007409","","","0","vo_mhp_1007409","21","1007409047"
"0","6","そう、これは医者と患者……\nいいえ、私とスズメさんの\nプライドを賭けた戦いなの。","0","1007409","0","0.5","1","117531","11","1007409048"
"","","0","","1007409","","","","1","93","1007409049"
"","1","mhp_sit_idle_guts","","1007409","0.2","","","117531","3","1007409050"
"","","1","","1007409","","","","4.5","93","1007409051"
"","","","","1007409","","","","1007409048","91","1007409052"
"","1","mhp_sit_talk_sad","","1007409","0.2","","","117631","3","1007409053"
"","0","vo_mhp_2207","","1007409","","","0","vo_mhp_1007409","21","1007409054"
"0","8","そんなにシリアスになる話かな、これ？","0","1007409","0","0.5","1","117631","11","1007409055"
"","","","","1007409","","","","0","91","1007409056"
"","1","mhp_sit_idle","","1007409","0.2","","","117631","3","1007409057"
"","1","mhp_sit_talk_joy1","","1007409","0.2","","","117531","3","1007409058"
"","0","vo_mhp_2208","","1007409","","","0","vo_mhp_1007409","21","1007409059"
"0","6","さあ、いまこそこの目を解放するわ！\n覚悟しなさい！","0","1007409","0","0.5","1","117531","11","1007409060"
"","","","","1007409","","","","0","91","1007409061"
"0.2","0","mhp_mitsuki_sit_kaihou_in","1","1007409","0.2","","mhp_mitsuki_sit_kaihou_loop","117531","3","1007409062"
"","","0","","1007409","","","","1.5","93","1007409063"
"","","1","1","1007409","1","","","122","32","1007409064"
"","","se_10031400_flash","","1007409","","","","se_10031400","23","1007409065"
"","","0","","1007409","","","","0.5","93","1007409066"
"","1","mhp_sit_talk_thinking","","1007409","0.2","","","117531","3","1007409067"
"","1","mhp_sit_talk_surprise2","","1007409","0.2","","","102511","3","1007409068"
"","","0","","1007409","","","","1.5","93","1007409069"
"","0","vo_mhp_2209","","1007409","","","0","vo_mhp_1007409","21","1007409070"
"0","4","きゃあ！\nど、どうでした、か……","0","1007409","0","0.5","1","102511","11","1007409071"
"","","","","1007409","","","","0","91","1007409072"
"","1","mhp_sit_idle_sad","","1007409","0.2","","","102511","3","1007409073"
"","1","mhp_sit_talk_thinking","","1007409","0.2","","","117531","3","1007409074"
"","0","vo_mhp_2210","","1007409","","","0","vo_mhp_1007409","21","1007409075"
"0","4","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……","0","1007409","0","0.5","1","117531","11","1007409076"
"","","","","1007409","","","","0","91","1007409077"
"","1","mhp_sit_talk_sad2","","1007409","0.2","","","117531","3","1007409078"
"","0","vo_mhp_2211","","1007409","","","0","vo_mhp_1007409","21","1007409079"
"0","5","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……","0","1007409","0","0.5","1","117531","11","1007409080"
"","","","","1007409","","","","0","91","1007409081"
"","1","mhp_sit_talk_worry","","1007409","0.2","","","117531","3","1007409082"
"","0","vo_mhp_2212","","1007409","","","0","vo_mhp_1007409","21","1007409083"
"0","6","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。","0","1007409","0","0.5","1","117531","11","1007409084"
"","","","","1007409","","","","0","91","1007409085"
"0.2","0","mhp_suzume_tohoho_in","1","1007409","0.2","","mhp_suzume_tohoho_loop","102511","3","1007409086"
"","","0","","1007409","","","","1","93","1007409087"
"","","1","1","1007409","","","","110","32","1007409088"
"","-100","-205","1","1007409","","","0","110","33","1007409089"
"","-100","-205","1","1007409","","","0","114","33","1007409090"
"","","0","","1007409","","","","0.8","93","1007409091"
"","0","vo_mhp_2213","","1007409","","","0","vo_mhp_1007409","21","1007409092"
"","","10001","","1007409","","","","102511","13","1007409093"
"0","4","えぇ～、そんな～！","0","1007409","0","0.5","1","102511","11","1007409094"
"","","","","1007409","","","","0","91","1007409095"
"","","0","","1007409","","","","0","22","1007409096"
"","","0","","1007409","","","","0.2","93","1007409097"
"","","1","1","1007409","","","","114","32","1007409098"
"","","0","","1007409","","","","1","93","1007409099"
"","","1","","1007409","","","","130","32","1007409100"
"","","0","","1007409","","","","4","93","1007409101"
"","","0","","1007409","","","","130","32","1007409102"
"0","100","104431","-240","1007410","1.7","mhp_idle_normal","-1000","1","1","1007410001"
"1","100","117631","-200","1007410","1.7","mhp_sit_idle","365","1","1","1007410002"
"1","100","117531","-220","1007410","1.7","mhp_sit_idle","185","1","1","1007410003"
"","-240","1","0.85","1007410","1","","-154","1","31","1007410004"
"0","110","11","-220","1007410","1.7","NoItem","-200","1","5","1007410005"
"0","105","12","-220","1007410","1.7","NoItem","-200","1","5","1007410006"
"1","110","21","-220","1007410","1.7","NoItem","185","1","5","1007410007"
"1","105","22","-220","1007410","1.7","NoItem","185","1","5","1007410008"
"0","1","1","0","1007410","0","","1","11","6","1007410009"
"0","1","1","0","1007410","0","","1","12","6","1007410010"
"0","1","1","0","1007410","0","","1","21","6","1007410011"
"0","1","1","0","1007410","0","","1","22","6","1007410012"
"","","","","1007410","","","","0","91","1007410013"
"","1","mhp_sit_talk_normal","","1007410","0.2","","","117531","3","1007410014"
"","0","vo_mhp_5001","","1007410","","","0","vo_mhp_1007410","21","1007410015"
"0","8","次の方どうぞー","0","1007410","0","0.5","0","117531","11","1007410016"
"","","","","1007410","","","","0","91","1007410017"
"","1","mhp_sit_idle","","1007410","0.2","","","117531","3","1007410018"
"","1","mhp_walk","","1007410","0.2","","","104431","3","1007410019"
"","-220","-200","0","1007410","","","4","104431","2","1007410020"
"","","","","1007410","","","","0","91","1007410021"
"","0","mhp_sit_in","","1007410","0.2","","","104431","3","1007410022"
"","","","","1007410","","","","0","91","1007410023"
"","1","mhp_sit_idle","","1007410","0.2","","","104431","3","1007410024"
"","","0","","1007410","","","","1","93","1007410025"
"","1","mhp_sit_talk_normal","","1007410","0.2","","","117531","3","1007410026"
"","0","vo_mhp_5002","","1007410","","","0","vo_mhp_1007410","21","1007410027"
"0","6","あら、これはまた\n只者じゃない人が来たわね。","0","1007410","0","0.5","1","117531","11","1007410028"
"","","","","1007410","","","","0","91","1007410029"
"","1","mhp_sit_idle","","1007410","0.2","","","117531","3","1007410030"
"0","0","mhp_ilya_doya_in","1","1007410","0.2","","mhp_ilya_doya_talk_loop","104431","3","1007410031"
"","0","vo_mhp_5003","","1007410","","","0","vo_mhp_1007410","21","1007410032"
"0","4","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！","0","1007410","0","1.5","1","104431","11","1007410033"
"","","","","1007410","","","","0","91","1007410034"
"","1","mhp_ilya_doya_loop","","1007410","0.2","","","104431","3","1007410035"
"","1","mhp_sit_talk_wish","","1007410","0.2","","","117531","3","1007410036"
"","0","vo_mhp_5004","","1007410","","","0","vo_mhp_1007410","21","1007410037"
"0","5","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。","0","1007410","0","0.5","1","117531","11","1007410038"
"","","","","1007410","","","","0","91","1007410039"
"","1","mhp_sit_idle_memory","","1007410","0.2","","","117531","3","1007410040"
"","1","mhp_sit_talk_normal","","1007410","0.2","","","104431","3","1007410041"
"","0","vo_mhp_5005","","1007410","","","0","vo_mhp_1007410","21","1007410042"
"0","5","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……","0","1007410","0","0.5","1","104431","11","1007410043"
"","","1","","1007410","","","","5","93","1007410044"
"","1","mhp_sit_talk_sad","","1007410","0.2","","","104431","3","1007410045"
"","","","","1007410","","","","1007410043","91","1007410046"
"","1","mhp_sit_idle_sad","","1007410","0.2","","","104431","3","1007410047"
"","1","mhp_mitsuki_sit_ecstatic_talk","","1007410","0.2","","","117531","3","1007410048"
"","0","vo_mhp_5006","","1007410","","","0","vo_mhp_1007410","21","1007410049"
"0","5","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――","0","1007410","0","0.5","1","117531","11","1007410050"
"","","","","1007410","","","","0","91","1007410051"
"","0","1007410055","","1007410","","","","その体、解剖させてくれない？","103","1007410052"
"","0","1007410066","","1007410","","","","私の血を吸ってみる？","103","1007410053"
"","0","1007410072","","1007410","","","","私の目、使っちゃおうかしら？","103","1007410054"
"","1","mhp_mitsuki_sit_ecstatic_idle","","1007410","0.2","","","117531","3","1007410055"
"","1","mhp_sit_talk_surprise2","","1007410","0.2","","","104431","3","1007410056"
"","0","vo_mhp_5007","","1007410","","","0","vo_mhp_1007410","21","1007410057"
"0","6","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！","0","1007410","0","0.5","1","104431","11","1007410058"
"","","","","1007410","","","","0","91","1007410059"
"","1","mhp_sit_idle_surprise2","","1007410","0.2","","","104431","3","1007410060"
"","1","mhp_mitsuki_sit_ecstatic_talk","","1007410","0.2","","","117531","3","1007410061"
"","0","vo_mhp_5008","","1007410","","","0","vo_mhp_1007410","21","1007410062"
"0","6","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？","0","1007410","0","0.5","1","117531","11","1007410063"
"","","","","1007410","","","","0","91","1007410064"
"","","","","1007410","","","","1007410081","101","1007410065"
"","1","mhp_mitsuki_sit_ecstatic_idle","","1007410","0.2","","","117531","3","1007410066"
"","1","mhp_sit_talk_sad","","1007410","0.2","","","104431","3","1007410067"
"","0","vo_mhp_5009","","1007410","","","0","vo_mhp_1007410","21","1007410068"
"0","5","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……","0","1007410","0","0.5","1","104431","11","1007410069"
"","","","","1007410","","","","0","91","1007410070"
"","","","","1007410","","","","1007410081","101","1007410071"
"0","0","mhp_mitsuki_sit_kaihou_in","1","1007410","0.2","","mhp_mitsuki_sit_kaihou_loop","117531","3","1007410072"
"","1","mhp_sit_talk_worry","","1007410","0.2","","","104431","3","1007410073"
"","0","vo_mhp_5010","","1007410","","","0","vo_mhp_1007410","21","1007410074"
"0","5","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？","0","1007410","0","0.5","1","104431","11","1007410075"
"","","","","1007410","","","","0","91","1007410076"
"","1","mhp_sit_idle_sad","","1007410","0.2","","","104431","3","1007410077"
"","1","mhp_sit_talk_joy1","","1007410","0.2","","","117531","3","1007410078"
"","0","vo_mhp_5011","","1007410","","","0","vo_mhp_1007410","21","1007410079"
"0","6","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪","0","1007410","0","0.5","1","117531","11","1007410080"
"","","","","1007410","","","","0","91","1007410081"
"","","0.5","","1007410","","","","0","22","1007410082"
"","1","mhp_mitsuki_sit_ecstatic_idle","","1007410","0.2","","","117531","3","1007410083"
"0.2","0","mhp_sit_out_sad","1","1007410","0.2","","mhp_talk_anger2","104431","3","1007410084"
"","","1","","1007410","","","","1","93","1007410085"
"","0","vo_mhp_5012","","1007410","","","0","vo_mhp_1007410","21","1007410086"
"0","6","こ、こんな危険なところにいられるか！\n退散、退散じゃ！","0","1007410","0","0.5","1","104431","11","1007410087"
"","","1","","1007410","","","","0.5","93","1007410088"
"","","","","1007410","","","","1007410087","91","1007410089"
"","","1","","1007410","","","","104431","4","1007410090"
"0","2","1","","1007410","0","","","104431","12","1007410091"
"","1","mhp_run_sad","","1007410","0.2","","","104431","3","1007410092"
"","-220","-1000","0","1007410","","","2","104431","2","1007410093"
"","","0","","1007410","","","","0.2","93","1007410094"
"0.2","0","mhp_sit_wavehand","1","1007410","0.2","","mhp_sit_talk_normal","117531","3","1007410095"
"","0","vo_mhp_5013","","1007410","","","0","vo_mhp_1007410","21","1007410096"
"0","6","そう、残念だわ。また来てね♪","0","1007410","0","0.5","1","117531","11","1007410097"
"","","","","1007410","","","","0","91","1007410098"
"","","0.5","","1007410","","","","0","22","1007410099"
"","1","mhp_sit_idle","","1007410","0.2","","","117531","3","1007410100"
"","","0","","1007410","","","","1.8","93","1007410101"
"","","","","1007410","","","","0","91","1007410102"
"0","100","104431","-240","1007411","1.7","mhp_idle_normal","-1000","1","1","1007411001"
"1","100","117631","-200","1007411","1.7","mhp_sit_idle","365","1","1","1007411002"
"1","120","117531","-220","1007411","1.7","mhp_sit_idle","185","1","1","1007411003"
"","-240","1","0.85","1007411","1","","-154","1","31","1007411004"
"1","110","11","-200","1007411","1.7","NoItem","365","1","5","1007411005"
"0","1","1","1","1007411","0","","1","11","6","1007411006"
"","","","","1007411","","","","0","91","1007411007"
"","1","mhp_sit_talk_normal","","1007411","0.2","","","117531","3","1007411008"
"","0","vo_mhp_5101","","1007411","","","0","vo_mhp_1007411","21","1007411009"
"0","8","イリヤさん、どうぞー","0","1007411","0","0.5","0","117531","11","1007411010"
"","","","","1007411","","","","0","91","1007411011"
"","1","mhp_sit_idle","","1007411","0.2","","","117531","3","1007411012"
"","1","mhp_walk","","1007411","0.2","","","104431","3","1007411013"
"","-220","-200","0","1007411","","","4","104431","2","1007411014"
"","","","","1007411","","","","0","91","1007411015"
"","0","mhp_sit_in_sad","","1007411","0.2","","","104431","3","1007411016"
"","","","","1007411","","","","0","91","1007411017"
"","1","mhp_sit_idle_sad","","1007411","0.2","","","104431","3","1007411018"
"","","0","","1007411","","","","1","93","1007411019"
"","1","mhp_sit_talk_worry","","1007411","0.2","","","104431","3","1007411020"
"","0","vo_mhp_5102","","1007411","","","0","vo_mhp_1007411","21","1007411021"
"0","5","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？","0","1007411","0","0.5","1","104431","11","1007411022"
"","","","","1007411","","","","0","91","1007411023"
"","1","mhp_sit_idle_sad","","1007411","0.2","","","104431","3","1007411024"
"","1","mhp_sit_talk_normal","","1007411","0.2","","","117631","3","1007411025"
"","0","vo_mhp_5103","","1007411","","","0","vo_mhp_1007411","21","1007411026"
"0","7","なんだか別の姿が\nあるみたいな言い方だね？","0","1007411","0","0.5","1","117631","11","1007411027"
"","","","","1007411","","","","0","91","1007411028"
"","1","mhp_sit_idle","","1007411","0.2","","","117631","3","1007411029"
"","1","mhp_sit_talk_sad","","1007411","0.2","","","104431","3","1007411030"
"","0","vo_mhp_5104","","1007411","","","0","vo_mhp_1007411","21","1007411031"
"0","5","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……","0","1007411","0","1","1","104431","11","1007411032"
"","","","","1007411","","","","0","91","1007411033"
"","1","mhp_sit_idle_sad","","1007411","0.2","","","104431","3","1007411034"
"","1","mhp_sit_talk_normal","","1007411","0.2","","","117531","3","1007411035"
"","0","vo_mhp_5105","","1007411","","","0","vo_mhp_1007411","21","1007411036"
"0","6","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？","0","1007411","0","0.5","1","117531","11","1007411037"
"","","","","1007411","","","","0","91","1007411038"
"","1","mhp_sit_idle","","1007411","0.2","","","117531","3","1007411039"
"","1","mhp_sit_talk_wish","","1007411","0.2","","","104431","3","1007411040"
"","0","vo_mhp_5106","","1007411","","","0","vo_mhp_1007411","21","1007411041"
"0","6","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……","0","1007411","0","0.5","1","104431","11","1007411042"
"","","","","1007411","","","","0","91","1007411043"
"","1","mhp_sit_talk_worry","","1007411","0.2","","","104431","3","1007411044"
"","0","vo_mhp_5107","","1007411","","","0","vo_mhp_1007411","21","1007411045"
"0","6","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。","0","1007411","0","0.5","1","104431","11","1007411046"
"","","","","1007411","","","","0","91","1007411047"
"","1","mhp_sit_idle_sad","","1007411","0.2","","","104431","3","1007411048"
"","1","mhp_sit_talk_thinking","","1007411","0.2","","","117631","3","1007411049"
"","0","vo_mhp_5108","","1007411","","","0","vo_mhp_1007411","21","1007411050"
"0","5","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――","0","1007411","0","0.5","1","117631","11","1007411051"
"","","1","","1007411","","","","7.5","93","1007411052"
"","1","mhp_sit_idle_thinking","","1007411","0.2","","","117631","3","1007411053"
"","","","","1007411","","","","1007411051","91","1007411054"
"","","0","","1007411","","","","0","22","1007411055"
"","0","1007411059","","1007411","","","","かわいさで魅了しちゃおう！","103","1007411056"
"","0","1007411076","","1007411","","","","美しさで迫ろう！","103","1007411057"
"","0","1007411093","","1007411","","","","ボクがプロデュースしてあげるよ！","103","1007411058"
"","1","mhp_sit_idle_memory","","1007411","0.2","","","117631","3","1007411059"
"","1","mhp_sit_talk_anger2","","1007411","0.2","","","104431","3","1007411060"
"","0","vo_mhp_5109","","1007411","","","0","vo_mhp_1007411","21","1007411061"
"0","6","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……","0","1007411","0","0.5","1","104431","11","1007411062"
"","","","","1007411","","","","0","91","1007411063"
"","1","mhp_sit_idle_anger2","","1007411","0.2","","","104431","3","1007411064"
"0.2","0","mhp_sit_out","1","1007411","0.2","","mhp_idle_normal","117631","3","1007411065"
"","","","","1007411","","","","1","93","1007411066"
"0.2","0","mhp_yuki_pose","1","1007411","0.2","","mhp_yuki_idle","117631","3","1007411067"
"0.2","0","mhp_yuki_pose","1","1007411","0.2","","mhp_yuki_idle","11","3","1007411068"
"","0","vo_mhp_5110","","1007411","","","0","vo_mhp_1007411","21","1007411069"
"10","5","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？","0","1007411","0","0.5","1","117631","11","1007411070"
"","","1","","1007411","","","","6.5","93","1007411071"
"0.2","0","mhp_yuki_pose_2","1","1007411","0.2","","mhp_yuki_idle_2","117631","3","1007411072"
"0.2","0","mhp_yuki_pose_2","1","1007411","0.2","","mhp_yuki_idle_2","11","3","1007411073"
"","","","","1007411","","","","1007411070","91","1007411074"
"","","","","1007411","","","","1007411109","101","1007411075"
"","1","mhp_sit_idle_memory","","1007411","0.2","","","117631","3","1007411076"
"","1","mhp_sit_talk_thinking","","1007411","0.2","","","104431","3","1007411077"
"","0","vo_mhp_5111","","1007411","","","0","vo_mhp_1007411","21","1007411078"
"0","5","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。","0","1007411","0","0.5","1","104431","11","1007411079"
"","","","","1007411","","","","0","91","1007411080"
"","1","mhp_sit_idle_thinking","","1007411","0.2","","","104431","3","1007411081"
"0.2","0","mhp_sit_out","1","1007411","0.2","","mhp_idle_normal","117631","3","1007411082"
"","","","","1007411","","","","1","93","1007411083"
"0.2","0","mhp_yuki_pose","1","1007411","0.2","","mhp_yuki_idle","117631","3","1007411084"
"0.2","0","mhp_yuki_pose","1","1007411","0.2","","mhp_yuki_idle","11","3","1007411085"
"","0","vo_mhp_5112","","1007411","","","0","vo_mhp_1007411","21","1007411086"
"0","5","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪","0","1007411","0","0.5","1","117631","11","1007411087"
"","","1","","1007411","","","","7","93","1007411088"
"0.2","0","mhp_yuki_pose_2","1","1007411","0.2","","mhp_yuki_idle_2","117631","3","1007411089"
"0.2","0","mhp_yuki_pose_2","1","1007411","0.2","","mhp_yuki_idle_2","11","3","1007411090"
"","","","","1007411","","","","1007411087","91","1007411091"
"","","","","1007411","","","","1007411109","101","1007411092"
"","1","mhp_sit_idle_memory","","1007411","0.2","","","117631","3","1007411093"
"","1","mhp_sit_talk_anger2","","1007411","0.2","","","104431","3","1007411094"
"","0","vo_mhp_5113","","1007411","","","0","vo_mhp_1007411","21","1007411095"
"0","5","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！","0","1007411","0","0.5","1","104431","11","1007411096"
"","","","","1007411","","","","0","91","1007411097"
"","1","mhp_sit_idle_anger2","","1007411","0.2","","","104431","3","1007411098"
"0.2","0","mhp_sit_out","1","1007411","0.2","","mhp_idle_normal","117631","3","1007411099"
"","","","","1007411","","","","1","93","1007411100"
"0.2","0","mhp_yuki_pose","1","1007411","0.2","","mhp_yuki_idle","117631","3","1007411101"
"0.2","0","mhp_yuki_pose","1","1007411","0.2","","mhp_yuki_idle","11","3","1007411102"
"","0","vo_mhp_5114","","1007411","","","0","vo_mhp_1007411","21","1007411103"
"0","5","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪","0","1007411","0","0.5","1","117631","11","1007411104"
"","","1","","1007411","","","","3.5","93","1007411105"
"0.2","0","mhp_yuki_pose_2","1","1007411","0.2","","mhp_yuki_idle_2","117631","3","1007411106"
"0.2","0","mhp_yuki_pose_2","1","1007411","0.2","","mhp_yuki_idle_2","11","3","1007411107"
"","","","","1007411","","","","1007411104","91","1007411108"
"","","","","1007411","","","","0","91","1007411109"
"0.2","0","mhp_sit_in","1","1007411","0","","mhp_sit_idle","117631","3","1007411110"
"","1","NoItem","","1007411","0","","","11","3","1007411111"
"","1","mhp_sit_talk_worry","","1007411","0.2","","","104431","3","1007411112"
"","0","vo_mhp_5115","","1007411","","","0","vo_mhp_1007411","21","1007411113"
"0","6","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？","0","1007411","0","0.5","1","104431","11","1007411114"
"","","","","1007411","","","","0","91","1007411115"
"","1","mhp_sit_idle_sad","","1007411","0.2","","","104431","3","1007411116"
"","1","mhp_sit_talk_normal","","1007411","0.2","","","117531","3","1007411117"
"","0","vo_mhp_5116","","1007411","","","0","vo_mhp_1007411","21","1007411118"
"0","6","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪","0","1007411","","0.5","1","117531","11","1007411119"
"","","","","1007411","","","","0","91","1007411120"
"","","0.5","","1007411","","","","0","22","1007411121"
"","","","","1007411","","","","0.5","93","1007411122"
"","1","mhp_sit_idle","","1007411","0.2","","","117531","3","1007411123"
"0.2","0","mhp_sit_out_sad","1","1007411","0.2","","mhp_idle_sad","104431","3","1007411124"
"","","","","1007411","","","","0.5","93","1007411125"
"0","2","1","","1007411","0","","","104431","12","1007411126"
"","","","","1007411","","","","0.5","93","1007411127"
"","1","mhp_walk_sad","","1007411","0.2","","","104431","3","1007411128"
"","","1","","1007411","","","","104431","4","1007411129"
"","-220","-1000","0","1007411","","","5","104431","2","1007411130"
"","","0","","1007411","","","","4.1","93","1007411131"
"","","0","","1007411","","","","0","91","1007411132"
"0","100","104431","-240","1007412","1.7","mhp_idle_normal","-1000","1","1","1007412001"
"1","104","117631","-220","1007412","1.7","mhp_sit_idle","185","1","1","1007412002"
"1","100","117531","-200","1007412","1.7","mhp_sit_idle","365","1","1","1007412003"
"","-240","1","0.85","1007412","1","","-154","1","31","1007412004"
"","173","120","1","1007412","0","","-237","24","31","1007412005"
"","0","130","1","1007412","0","","160","30","31","1007412006"
"","0","111","1","1007412","0","","0","11","31","1007412007"
"0","110","11","-220","1007412","1.7","NoItem","-200","1","5","1007412008"
"0","105","12","-220","1007412","1.7","NoItem","-200","1","5","1007412009"
"1","110","21","-220","1007412","1.7","NoItem","185","1","5","1007412010"
"1","105","22","-220","1007412","1.7","NoItem","185","1","5","1007412011"
"0","1","1","1","1007412","0","","1","11","6","1007412012"
"0","1","1","0","1007412","0","","1","12","6","1007412013"
"0","1","1","0","1007412","0","","1","21","6","1007412014"
"0","1","1","0","1007412","0","","1","22","6","1007412015"
"","","0","","1007412","","","","0","91","1007412016"
"","1","mhp_sit_talk_normal","","1007412","0.2","","","117531","3","1007412017"
"","0","vo_mhp_5201","","1007412","","","0","vo_mhp_1007412","21","1007412018"
"0","8","イリヤさん、どうぞー","0","1007412","0","0.5","0","117531","11","1007412019"
"","","","","1007412","","","","0","91","1007412020"
"","1","mhp_sit_idle","","1007412","0.2","","","117531","3","1007412021"
"","1","mhp_walk","","1007412","0.2","","","104431","3","1007412022"
"","-220","-200","0","1007412","","","4","104431","2","1007412023"
"","","","","1007412","","","","0","91","1007412024"
"","0","mhp_sit_in","","1007412","0.2","","","104431","3","1007412025"
"","","","","1007412","","","","0","91","1007412026"
"","1","mhp_sit_idle","","1007412","0.2","","","104431","3","1007412027"
"","","0","","1007412","","","","1","93","1007412028"
"","1","mhp_sit_talk_wish2","","1007412","0.2","","","104431","3","1007412029"
"","0","vo_mhp_5202","","1007412","","","0","vo_mhp_1007412","21","1007412030"
"0","6","う、うむ。今日もよろしく頼むぞ。","0","1007412","0","0.5","1","104431","11","1007412031"
"","","","","1007412","","","","0","91","1007412032"
"","1","mhp_sit_idle","","1007412","0.2","","","104431","3","1007412033"
"","1","mhp_sit_talk_normal","","1007412","0.2","","","117631","3","1007412034"
"","0","vo_mhp_5203","","1007412","","","0","vo_mhp_1007412","21","1007412035"
"0","5","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！","0","1007412","0","0.5","1","117631","11","1007412036"
"","","","","1007412","","","","0","91","1007412037"
"","1","mhp_sit_idle","","1007412","0.2","","","117631","3","1007412038"
